Time,Miami,Score,Denver,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:20.0,Shooting foul by V. Čančar (drawn by M. Strus),82-74, ,,3,82,74,8,1900.0
4:20.0,O. Robinson enters the game for B. Adebayo,82-74, ,,3,82,74,8,1900.0
4:20.0,M. Strus makes free throw 1 of 1,83-74, ,,3,83,74,9,1900.0
4:07.0, ,83-77,V. Čančar makes 3-pt jump shot from 23 ft (assist by N. Jokić),,3,83,77,6,1913.0
4:06.0,Miami full timeout,83-77, ,,3,83,77,6,1914.0
4:06.0, ,83-77,B. Hyland enters the game for K. Caldwell-Pope,,3,83,77,6,1914.0
3:52.0,Shooting foul by C. Braun (drawn by O. Robinson),83-77, ,,3,83,77,6,1928.0
3:52.0,O. Robinson misses free throw 1 of 2,83-77, ,,3,83,77,6,1928.0
3:52.0,Offensive rebound by Team,83-77, ,,3,83,77,6,1928.0
3:52.0,J. Butler enters the game for H. Highsmith,83-77, ,,3,83,77,6,1928.0
3:52.0,G. Vincent enters the game for K. Lowry,83-77, ,,3,83,77,6,1928.0
3:52.0,O. Robinson makes free throw 2 of 2,84-77, ,,3,84,77,7,1928.0
3:39.0, ,84-77,Turnover by B. Hyland (bad pass),,3,84,77,7,1941.0
3:31.0,Offensive foul by G. Vincent (drawn by B. Brown),84-77, ,,3,84,77,7,1949.0
3:31.0,Turnover by G. Vincent (offensive foul),84-77, ,,3,84,77,7,1949.0
3:24.0, ,84-77,B. Brown misses 3-pt jump shot from 22 ft,,3,84,77,7,1956.0
3:21.0,Defensive rebound by O. Robinson,84-77, ,,3,84,77,7,1959.0
3:09.0,Turnover by M. Strus (bad pass),84-77, ,,3,84,77,7,1971.0
3:09.0,D. Robinson enters the game for T. Herro,84-77, ,,3,84,77,7,1971.0
2:56.0, ,84-79,N. Jokić makes 2-pt jump shot from 3 ft,,3,84,79,5,1984.0
2:56.0, ,84-79,Shooting foul by O. Robinson (drawn by N. Jokić),,3,84,79,5,1984.0
2:56.0, ,84-80,N. Jokić makes free throw 1 of 1,,3,84,80,4,1984.0
2:43.0,G. Vincent misses 2-pt layup from 3 ft,84-80, ,,3,84,80,4,1997.0
2:42.0, ,84-80,Defensive rebound by N. Jokić,,3,84,80,4,1998.0
2:35.0, ,84-80,Personal foul by O. Robinson (drawn by N. Jokić),,3,84,80,4,2005.0
2:19.0, ,84-80,B. Hyland misses 2-pt layup from 2 ft,,3,84,80,4,2021.0
2:18.0, ,84-80,Offensive rebound by C. Braun,,3,84,80,4,2022.0
2:17.0, ,84-80,Turnover by C. Braun (traveling),,3,84,80,4,2023.0
2:17.0, ,84-80,D. Jordan enters the game for N. Jokić,,3,84,80,4,2023.0
2:00.0,Shooting foul by B. Brown (drawn by J. Butler),84-80, ,,3,84,80,4,2040.0
2:00.0,J. Butler makes free throw 1 of 2,85-80, ,,3,85,80,5,2040.0
2:00.0, ,85-80,J. Murray enters the game for C. Braun,,3,85,80,5,2040.0
2:00.0,J. Butler makes free throw 2 of 2,86-80, ,,3,86,80,6,2040.0
1:54.0, ,86-80,Personal foul by D. Robinson (drawn by V. Čančar),,3,86,80,6,2046.0
1:54.0, ,86-81,V. Čančar makes free throw 1 of 2,,3,86,81,5,2046.0
1:54.0,Technical foul by E. Spoelstra,86-81, ,,3,86,81,5,2046.0
1:54.0, ,86-82,B. Hyland makes technical free throw,,3,86,82,4,2046.0
1:54.0, ,86-83,V. Čančar makes free throw 2 of 2,,3,86,83,3,2046.0
1:32.0,G. Vincent misses 2-pt jump shot from 12 ft,86-83, ,,3,86,83,3,2068.0
1:29.0,Offensive rebound by O. Robinson,86-83, ,,3,86,83,3,2071.0
1:28.0,O. Robinson makes 2-pt layup from 3 ft,88-83, ,,3,88,83,5,2072.0
1:09.0, ,88-83,D. Jordan misses 2-pt layup from 2 ft,,3,88,83,5,2091.0
1:07.0,Defensive rebound by G. Vincent,88-83, ,,3,88,83,5,2093.0
1:03.0,Offensive foul by J. Butler (drawn by V. Čančar),88-83, ,,3,88,83,5,2097.0
1:03.0,Turnover by J. Butler (offensive foul),88-83, ,,3,88,83,5,2097.0
0:42.0, ,88-83,J. Murray misses 2-pt jump shot from 12 ft,,3,88,83,5,2118.0
0:39.0, ,88-83,Offensive rebound by D. Jordan,,3,88,83,5,2121.0
0:38.0, ,88-85,D. Jordan makes 2-pt hook shot from 3 ft,,3,88,85,3,2122.0
0:28.0,O. Robinson makes 2-pt dunk from 1 ft (assist by G. Vincent),90-85, ,,3,90,85,5,2132.0
0:06.0, ,90-85,B. Hyland misses 2-pt jump shot from 12 ft,,3,90,85,5,2154.0
0:03.0,Defensive rebound by J. Butler,90-85, ,,3,90,85,5,2157.0
0:00.0,Turnover by G. Vincent (lost ball; steal by B. Hyland),90-85, ,,3,90,85,5,2160.0
0:00.0,End of 3rd quarter,90-85,,,3,90,85,5,2160.0
12:00.0,Start of 4th quarter,90-85,,,4,90,85,5,2160.0
11:37.0, ,90-85,Turnover by B. Hyland (bad pass),,4,90,85,5,2183.0
11:32.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by G. Vincent),93-85, ,,4,93,85,8,2188.0
11:14.0, ,93-88,V. Čančar makes 3-pt jump shot from 23 ft (assist by B. Hyland),,4,93,88,5,2206.0
10:50.0,Turnover by G. Vincent (bad pass; steal by V. Čančar),93-88, ,,4,93,88,5,2230.0
10:35.0, ,93-90,D. Jordan makes 2-pt dunk from 1 ft (assist by J. Murray),,4,93,90,3,2245.0
10:20.0,J. Butler makes 2-pt jump shot from 10 ft,95-90, ,,4,95,90,5,2260.0
10:02.0, ,95-90,B. Hyland misses 2-pt layup from 4 ft (block by O. Robinson),,4,95,90,5,2278.0
10:01.0,Defensive rebound by J. Butler,95-90, ,,4,95,90,5,2279.0
10:00.0,Personal foul by D. Jordan (drawn by J. Butler),95-90, ,,4,95,90,5,2280.0
9:47.0,J. Butler makes 2-pt jump shot from 12 ft,97-90, ,,4,97,90,7,2293.0
9:47.0,Shooting foul by B. Brown (drawn by J. Butler),97-90, ,,4,97,90,7,2293.0
9:47.0,J. Butler makes free throw 1 of 1,98-90, ,,4,98,90,8,2293.0
9:26.0, ,98-92,B. Brown makes 2-pt jump shot from 7 ft,,4,98,92,6,2314.0
9:09.0,J. Butler makes 2-pt jump shot from 5 ft,100-92, ,,4,100,92,8,2331.0
9:09.0, ,100-92,Denver full timeout,,4,100,92,8,2331.0
9:09.0, ,100-92,A. Gordon enters the game for D. Jordan,,4,100,92,8,2331.0
9:09.0, ,100-92,N. Jokić enters the game for J. Murray,,4,100,92,8,2331.0
8:51.0, ,100-92,Turnover by B. Hyland (lost ball; steal by J. Butler),,4,100,92,8,2349.0
8:41.0,D. Robinson misses 3-pt jump shot from 30 ft,100-92, ,,4,100,92,8,2359.0
8:37.0, ,100-92,Defensive rebound by B. Brown,,4,100,92,8,2363.0
8:23.0, ,100-95,B. Hyland makes 3-pt jump shot from 26 ft (assist by V. Čančar),,4,100,95,5,2377.0
8:06.0,O. Robinson makes 2-pt layup from 3 ft,102-95, ,,4,102,95,7,2394.0
7:48.0, ,102-97,N. Jokić makes 2-pt layup from 3 ft (assist by V. Čančar),,4,102,97,5,2412.0
7:22.0,G. Vincent misses 3-pt jump shot from 24 ft,102-97, ,,4,102,97,5,2438.0
7:20.0, ,102-97,Defensive rebound by N. Jokić,,4,102,97,5,2440.0
7:15.0, ,102-99,B. Brown makes 2-pt layup from 2 ft (assist by N. Jokić),,4,102,99,3,2445.0
7:15.0,Miami full timeout,102-99, ,,4,102,99,3,2445.0
7:15.0,B. Adebayo enters the game for D. Robinson,102-99, ,,4,102,99,3,2445.0
7:15.0,T. Herro enters the game for O. Robinson,102-99, ,,4,102,99,3,2445.0
7:15.0,K. Lowry enters the game for G. Vincent,102-99, ,,4,102,99,3,2445.0
6:50.0,M. Strus misses 3-pt jump shot from 26 ft,102-99, ,,4,102,99,3,2470.0
6:50.0,Offensive rebound by Team,102-99, ,,4,102,99,3,2470.0
6:50.0,Turnover by Team (shot clock),102-99, ,,4,102,99,3,2470.0
6:33.0, ,102-99,Turnover by B. Brown (bad pass; steal by B. Adebayo),,4,102,99,3,2487.0
6:27.0,B. Adebayo makes 2-pt layup from 3 ft,104-99, ,,4,104,99,5,2493.0
6:10.0, ,104-99,Shooting foul by M. Strus (drawn by B. Brown),,4,104,99,5,2510.0
6:10.0, ,104-99,B. Brown misses free throw 1 of 2,,4,104,99,5,2510.0
6:10.0, ,104-99,Offensive rebound by Team,,4,104,99,5,2510.0
6:10.0, ,104-99,K. Caldwell-Pope enters the game for V. Čančar,,4,104,99,5,2510.0
6:10.0, ,104-100,B. Brown makes free throw 2 of 2,,4,104,100,4,2510.0
5:57.0,Turnover by B. Adebayo (bad pass; steal by A. Gordon),104-100, ,,4,104,100,4,2523.0
5:52.0, ,104-103,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by B. Hyland),,4,104,103,1,2528.0
5:30.0,T. Herro misses 2-pt jump shot from 21 ft,104-103, ,,4,104,103,1,2550.0
5:28.0, ,104-103,Defensive rebound by B. Hyland,,4,104,103,1,2552.0
5:23.0, ,104-103,Personal foul by M. Strus (drawn by B. Hyland),,4,104,103,1,2557.0
5:23.0, ,104-103,J. Murray enters the game for B. Brown,,4,104,103,1,2557.0
5:23.0, ,104-103,M. Porter enters the game for B. Hyland,,4,104,103,1,2557.0
5:06.0, ,104-105,M. Porter makes 2-pt dunk from 1 ft (assist by A. Gordon),Lead change,4,104,105,-1,2574.0
4:53.0,T. Herro makes 2-pt jump shot from 20 ft,106-105, ,Lead change,4,106,105,1,2587.0
4:31.0, ,106-105,Shooting foul by K. Lowry (drawn by A. Gordon),,4,106,105,1,2609.0
4:31.0,Technical foul by K. Lowry,106-105, ,,4,106,105,1,2609.0
4:31.0, ,106-106,J. Murray makes technical free throw,Tie,4,106,106,0,2609.0
4:31.0, ,106-107,A. Gordon makes free throw 1 of 2,Lead change,4,106,107,-1,2609.0
4:31.0, ,106-108,A. Gordon makes free throw 2 of 2,,4,106,108,-2,2609.0
4:11.0,M. Strus makes 3-pt jump shot from 26 ft (assist by T. Herro),109-108, ,Lead change,4,109,108,1,2629.0
3:58.0, ,109-110,A. Gordon makes 2-pt layup from 3 ft (assist by N. Jokić),Lead change,4,109,110,-1,2642.0
3:58.0, ,109-110,Shooting foul by K. Lowry (drawn by A. Gordon),,4,109,110,-1,2642.0
3:58.0, ,109-110,A. Gordon misses free throw 1 of 1,,4,109,110,-1,2642.0
3:57.0, ,109-110,Offensive rebound by Team,,4,109,110,-1,2643.0
3:48.0, ,109-110,M. Porter misses 2-pt jump shot from 22 ft,,4,109,110,-1,2652.0
3:47.0,Defensive rebound by T. Herro,109-110, ,,4,109,110,-1,2653.0
3:42.0,Miami full timeout,109-110, ,,4,109,110,-1,2658.0
3:36.0,T. Herro makes 3-pt jump shot from 29 ft (assist by B. Adebayo),112-110, ,Lead change,4,112,110,2,2664.0
3:20.0, ,112-112,N. Jokić makes 2-pt jump shot from 14 ft (assist by J. Murray),Tie,4,112,112,0,2680.0
2:59.0,T. Herro makes 2-pt jump shot from 13 ft,114-112, ,,4,114,112,2,2701.0
2:40.0, ,114-115,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Murray),Lead change,4,114,115,-1,2720.0
2:23.0,Flagrant foul type 1 by K. Caldwell-Pope (drawn by T. Herro),114-115, ,,4,114,115,-1,2737.0
2:23.0,Instant Replay (Request: Ruling Stands),114-115, ,,4,114,115,-1,2737.0
2:23.0,T. Herro makes flagrant free throw 1 of 3,115-115, ,Tie,4,115,115,0,2737.0
2:23.0,T. Herro makes flagrant free throw 2 of 3,116-115, ,Lead change,4,116,115,1,2737.0
2:23.0,T. Herro makes flagrant free throw 3 of 3,117-115, ,,4,117,115,2,2737.0
2:23.0, ,117-115,B. Brown enters the game for M. Porter,,4,117,115,2,2737.0
2:06.0,J. Butler misses 2-pt jump shot from 12 ft,117-115, ,,4,117,115,2,2754.0
2:02.0, ,117-115,Defensive rebound by N. Jokić,,4,117,115,2,2758.0
1:55.0, ,117-118,J. Murray makes 3-pt jump shot from 27 ft (assist by N. Jokić),Lead change,4,117,118,-1,2765.0
1:40.0,T. Herro misses 3-pt jump shot from 25 ft,117-118, ,,4,117,118,-1,2780.0
1:37.0, ,117-118,Defensive rebound by B. Brown,,4,117,118,-1,2783.0
1:31.0, ,117-118,Shooting foul by M. Strus (drawn by J. Murray),,4,117,118,-1,2789.0
1:31.0, ,117-119,J. Murray makes free throw 1 of 2,,4,117,119,-2,2789.0
1:31.0, ,117-120,J. Murray makes free throw 2 of 2,,4,117,120,-3,2789.0
1:21.0,B. Adebayo misses 2-pt jump shot from 14 ft,117-120, ,,4,117,120,-3,2799.0
1:17.0, ,117-120,Defensive rebound by N. Jokić,,4,117,120,-3,2803.0
1:00.0, ,117-122,J. Murray makes 2-pt jump shot from 10 ft,,4,117,122,-5,2820.0
1:00.0,Miami full timeout,117-122, ,,4,117,122,-5,2820.0
0:53.0,Personal foul by K. Caldwell-Pope (drawn by B. Adebayo),117-122, ,,4,117,122,-5,2827.0
0:47.0,T. Herro misses 3-pt jump shot from 23 ft,117-122, ,,4,117,122,-5,2833.0
0:43.0, ,117-122,Defensive rebound by J. Murray,,4,117,122,-5,2837.0
0:20.0, ,117-122,J. Murray misses 2-pt jump shot from 22 ft,,4,117,122,-5,2860.0
0:17.0,Defensive rebound by T. Herro,117-122, ,,4,117,122,-5,2863.0
0:14.0,Shooting foul by N. Jokić (drawn by B. Adebayo),117-122, ,,4,117,122,-5,2866.0
0:14.0,B. Adebayo makes free throw 1 of 2,118-122, ,,4,118,122,-4,2866.0
0:14.0,G. Vincent enters the game for M. Strus,118-122, ,,4,118,122,-4,2866.0
0:14.0, ,118-122,V. Čančar enters the game for B. Brown,,4,118,122,-4,2866.0
0:14.0,B. Adebayo makes free throw 2 of 2,119-122, ,,4,119,122,-3,2866.0
0:14.0, ,119-122,Denver full timeout,,4,119,122,-3,2866.0
0:14.0, ,119-122,B. Hyland enters the game for V. Čančar,,4,119,122,-3,2866.0
0:12.0, ,119-122,Personal take foul by T. Herro (drawn by K. Caldwell-Pope),,4,119,122,-3,2868.0
0:12.0, ,119-123,K. Caldwell-Pope makes free throw 1 of 2,,4,119,123,-4,2868.0
0:12.0,M. Strus enters the game for G. Vincent,119-123, ,,4,119,123,-4,2868.0
0:12.0, ,119-123,B. Brown enters the game for B. Hyland,,4,119,123,-4,2868.0
0:12.0, ,119-124,K. Caldwell-Pope makes free throw 2 of 2,,4,119,124,-5,2868.0
0:12.0,Miami full timeout,119-124, ,,4,119,124,-5,2868.0
0:12.0,Offensive foul by B. Adebayo (drawn by K. Caldwell-Pope),119-124, ,,4,119,124,-5,2868.0
0:12.0,Turnover by B. Adebayo (offensive foul),119-124, ,,4,119,124,-5,2868.0
0:00.0,End of 4th quarter,119-124,,,4,119,124,-5,2880.0
