Time,Miami,Score,Philadelphia,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
10:06.0,Turnover by H. Highsmith (lost ball; steal by J. McDaniels),101-78, ,,4,101,78,23,2274.0
10:00.0, ,101-78,Shooting foul by K. Lowry (drawn by S. Milton),,4,101,78,23,2280.0
10:00.0, ,101-79,S. Milton makes free throw 1 of 2,,4,101,79,22,2280.0
10:00.0, ,101-79,F. Korkmaz enters the game for J. Harden,,4,101,79,22,2280.0
10:00.0, ,101-80,S. Milton makes free throw 2 of 2,,4,101,80,21,2280.0
9:50.0,T. Herro makes 3-pt jump shot from 26 ft,104-80, ,,4,104,80,24,2290.0
9:34.0, ,104-80,S. Milton misses 3-pt jump shot from 26 ft,,4,104,80,24,2306.0
9:30.0,Defensive rebound by K. Love,104-80, ,,4,104,80,24,2310.0
9:22.0,Turnover by T. Herro (lost ball; steal by J. McDaniels),104-80, ,,4,104,80,24,2318.0
9:18.0, ,104-80,Offensive foul by J. McDaniels (drawn by K. Love),,4,104,80,24,2322.0
9:18.0, ,104-80,Turnover by J. McDaniels (offensive foul),,4,104,80,24,2322.0
8:57.0,T. Herro misses 3-pt jump shot from 26 ft,104-80, ,,4,104,80,24,2343.0
8:51.0,Offensive rebound by K. Love,104-80, ,,4,104,80,24,2349.0
8:51.0,K. Love misses 2-pt layup at rim,104-80, ,,4,104,80,24,2349.0
8:51.0, ,104-80,Defensive rebound by F. Korkmaz,,4,104,80,24,2349.0
8:41.0, ,104-80,Offensive foul by P. Reed (drawn by K. Love),,4,104,80,24,2359.0
8:41.0, ,104-80,Turnover by P. Reed (offensive foul),,4,104,80,24,2359.0
8:29.0,Turnover by H. Highsmith (traveling),104-80, ,,4,104,80,24,2371.0
8:16.0, ,104-83,F. Korkmaz makes 3-pt jump shot from 26 ft,,4,104,83,21,2384.0
7:51.0,T. Herro misses 2-pt jump shot from 16 ft,104-83, ,,4,104,83,21,2409.0
7:48.0, ,104-83,Defensive rebound by F. Korkmaz,,4,104,83,21,2412.0
7:41.0, ,104-83,J. McDaniels misses 3-pt jump shot from 26 ft,,4,104,83,21,2419.0
7:38.0,Defensive rebound by K. Love,104-83, ,,4,104,83,21,2422.0
7:36.0,Turnover by K. Love (lost ball; steal by P. Reed),104-83, ,,4,104,83,21,2424.0
7:32.0, ,104-83,S. Milton misses 3-pt jump shot from 26 ft,,4,104,83,21,2428.0
7:30.0,Defensive rebound by T. Herro,104-83, ,,4,104,83,21,2430.0
7:27.0,C. Martin makes 2-pt dunk from 1 ft (assist by K. Lowry),106-83, ,,4,106,83,23,2433.0
7:15.0, ,106-83,Offensive foul by S. Milton (drawn by K. Love),,4,106,83,23,2445.0
7:15.0, ,106-83,Turnover by S. Milton (offensive foul),,4,106,83,23,2445.0
7:15.0,Miami full timeout,106-83, ,,4,106,83,23,2445.0
7:15.0,Instant Replay (Challenge: Ruling Stands),106-83, ,,4,106,83,23,2445.0
7:15.0, ,106-83,M. Harrell enters the game for P. Reed,,4,106,83,23,2445.0
7:00.0,C. Martin misses 2-pt jump shot from 15 ft,106-83, ,,4,106,83,23,2460.0
6:57.0,Offensive rebound by H. Highsmith,106-83, ,,4,106,83,23,2463.0
6:53.0,K. Lowry makes 2-pt layup from 2 ft (assist by K. Love),108-83, ,,4,108,83,25,2467.0
6:37.0, ,108-83,F. Korkmaz misses 3-pt jump shot from 24 ft,,4,108,83,25,2483.0
6:34.0,Defensive rebound by K. Love,108-83, ,,4,108,83,25,2486.0
6:26.0,H. Highsmith makes 2-pt dunk from 2 ft (assist by K. Lowry),110-83, ,,4,110,83,27,2494.0
6:07.0, ,110-83,G. Niang misses 2-pt jump shot from 7 ft,,4,110,83,27,2513.0
6:05.0,Defensive rebound by C. Martin,110-83, ,,4,110,83,27,2515.0
6:01.0,Shooting foul by J. McDaniels (drawn by C. Martin),110-83, ,,4,110,83,27,2519.0
6:01.0,C. Martin makes free throw 1 of 2,111-83, ,,4,111,83,28,2519.0
6:01.0, ,111-83,D. House enters the game for G. Niang,,4,111,83,28,2519.0
6:01.0,C. Martin makes free throw 2 of 2,112-83, ,,4,112,83,29,2519.0
5:48.0, ,112-83,Offensive foul by F. Korkmaz (drawn by K. Love),,4,112,83,29,2532.0
5:48.0, ,112-83,Turnover by F. Korkmaz (offensive foul),,4,112,83,29,2532.0
5:34.0,C. Martin makes 2-pt layup from 2 ft (assist by K. Lowry),114-83, ,,4,114,83,31,2546.0
5:22.0, ,114-85,S. Milton makes 2-pt jump shot from 10 ft,,4,114,85,29,2558.0
5:11.0,H. Highsmith makes 2-pt dunk from 2 ft (assist by T. Herro),116-85, ,,4,116,85,31,2569.0
4:58.0, ,116-87,F. Korkmaz makes 2-pt layup from 2 ft (assist by S. Milton),,4,116,87,29,2582.0
4:45.0,Personal foul by F. Korkmaz (drawn by K. Love),116-87, ,,4,116,87,29,2595.0
4:45.0,J. Cain enters the game for T. Herro,116-87, ,,4,116,87,29,2595.0
4:45.0,D. Robinson enters the game for K. Love,116-87, ,,4,116,87,29,2595.0
4:45.0,O. Yurtseven enters the game for K. Lowry,116-87, ,,4,116,87,29,2595.0
4:37.0,C. Martin makes 2-pt layup at rim,118-87, ,,4,118,87,31,2603.0
4:22.0, ,118-87,Shooting foul by H. Highsmith (drawn by M. Harrell),,4,118,87,31,2618.0
4:22.0, ,118-88,M. Harrell makes free throw 1 of 2,,4,118,88,30,2618.0
4:22.0, ,118-89,M. Harrell makes free throw 2 of 2,,4,118,89,29,2618.0
4:09.0,O. Yurtseven makes 2-pt jump shot from 7 ft (assist by H. Highsmith),120-89, ,,4,120,89,31,2631.0
4:01.0, ,120-89,D. House misses 3-pt jump shot from 24 ft,,4,120,89,31,2639.0
3:59.0,Defensive rebound by J. Cain,120-89, ,,4,120,89,31,2641.0
3:52.0,O. Yurtseven makes 2-pt jump shot from 8 ft (assist by J. Cain),122-89, ,,4,122,89,33,2648.0
3:40.0, ,122-91,S. Milton makes 2-pt layup from 2 ft,,4,122,91,31,2660.0
3:40.0, ,122-91,Shooting foul by J. Cain (drawn by S. Milton),,4,122,91,31,2660.0
3:40.0, ,122-92,S. Milton makes free throw 1 of 1,,4,122,92,30,2660.0
3:25.0,D. Robinson makes 2-pt jump shot from 7 ft (assist by C. Martin),124-92, ,,4,124,92,32,2675.0
3:01.0, ,124-92,F. Korkmaz misses 3-pt jump shot from 24 ft,,4,124,92,32,2699.0
3:00.0,Defensive rebound by Team,124-92, ,,4,124,92,32,2700.0
2:49.0,Turnover by O. Yurtseven (bad pass; steal by J. McDaniels),124-92, ,,4,124,92,32,2711.0
2:44.0, ,124-92,Philadelphia full timeout,,4,124,92,32,2716.0
2:35.0, ,124-92,D. House misses 3-pt jump shot from 25 ft,,4,124,92,32,2725.0
2:34.0,Defensive rebound by Team,124-92, ,,4,124,92,32,2726.0
2:12.0,Offensive foul by C. Martin (drawn by M. Harrell),124-92, ,,4,124,92,32,2748.0
2:12.0,Turnover by C. Martin (offensive foul),124-92, ,,4,124,92,32,2748.0
1:50.0, ,124-92,Shooting foul by O. Yurtseven (drawn by M. Harrell),,4,124,92,32,2770.0
1:50.0, ,124-93,M. Harrell makes free throw 1 of 2,,4,124,93,31,2770.0
1:50.0, ,124-94,M. Harrell makes free throw 2 of 2,,4,124,94,30,2770.0
1:39.0,D. Robinson misses 3-pt jump shot from 27 ft,124-94, ,,4,124,94,30,2781.0
1:36.0, ,124-94,Defensive rebound by S. Milton,,4,124,94,30,2784.0
1:32.0, ,124-96,M. Harrell makes 2-pt dunk from 1 ft (assist by S. Milton),,4,124,96,28,2788.0
1:19.0,C. Martin misses 2-pt jump shot from 17 ft,124-96, ,,4,124,96,28,2801.0
1:16.0, ,124-96,Defensive rebound by F. Korkmaz,,4,124,96,28,2804.0
1:11.0, ,124-96,J. McDaniels misses 3-pt jump shot from 24 ft,,4,124,96,28,2809.0
1:06.0,Defensive rebound by H. Highsmith,124-96, ,,4,124,96,28,2814.0
0:58.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by C. Martin),127-96, ,,4,127,96,31,2822.0
0:46.0, ,127-96,F. Korkmaz misses 2-pt layup from 3 ft,,4,127,96,31,2834.0
0:44.0,Defensive rebound by O. Yurtseven,127-96, ,,4,127,96,31,2836.0
0:42.0,J. Cain makes 2-pt dunk from 2 ft (assist by D. Robinson),129-96, ,,4,129,96,33,2838.0
0:31.0, ,129-99,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by D. House),,4,129,99,30,2849.0
0:07.0,Turnover by Team (shot clock),129-99, ,,4,129,99,30,2873.0
0:02.0, ,129-101,M. Harrell makes 2-pt layup from 2 ft (assist by S. Milton),,4,129,101,28,2878.0
0:00.0,End of 4th quarter,129-101,,,4,129,101,28,2880.0
