Time,Miami,Score,Milwaukee,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
10:37.0,Shooting foul by B. Lopez (drawn by B. Adebayo),30-37, ,,2,30,37,-7,803.0
10:37.0,B. Adebayo makes free throw 1 of 2,31-37, ,,2,31,37,-6,803.0
10:37.0,B. Adebayo makes free throw 2 of 2,32-37, ,,2,32,37,-5,803.0
10:25.0, ,32-37,J. Ingles misses 3-pt jump shot from 28 ft,,2,32,37,-5,815.0
10:23.0, ,32-37,Offensive rebound by P. Connaughton,,2,32,37,-5,817.0
10:21.0, ,32-37,P. Connaughton misses 3-pt jump shot from 28 ft,,2,32,37,-5,819.0
10:21.0,Defensive rebound by M. Strus,32-37, ,,2,32,37,-5,819.0
10:14.0,Personal foul by P. Connaughton (drawn by M. Strus),32-37, ,,2,32,37,-5,826.0
10:00.0,T. Herro misses 2-pt jump shot from 16 ft,32-37, ,,2,32,37,-5,840.0
9:58.0, ,32-37,Defensive rebound by J. Ingles,,2,32,37,-5,842.0
9:40.0, ,32-37,J. Ingles misses 3-pt jump shot from 24 ft,,2,32,37,-5,860.0
9:38.0,Defensive rebound by C. Martin,32-37, ,,2,32,37,-5,862.0
9:29.0,M. Strus makes 2-pt layup from 1 ft,34-37, ,,2,34,37,-3,871.0
9:26.0, ,34-37,Milwaukee full timeout,,2,34,37,-3,874.0
9:26.0, ,34-37,G. Antetokounmpo enters the game for J. Ingles,,2,34,37,-3,874.0
9:17.0, ,34-37,J. Carter misses 3-pt jump shot from 27 ft,,2,34,37,-3,883.0
9:17.0, ,34-37,Offensive rebound by Team,,2,34,37,-3,883.0
9:17.0,Loose ball foul by M. Strus (drawn by B. Lopez),34-37, ,,2,34,37,-3,883.0
9:02.0, ,34-40,P. Connaughton makes 3-pt jump shot from 27 ft (assist by G. Allen),,2,34,40,-6,898.0
8:39.0,B. Adebayo makes 2-pt layup from 2 ft (assist by T. Herro),36-40, ,,2,36,40,-4,921.0
8:28.0, ,36-42,G. Antetokounmpo makes 2-pt layup from 2 ft,,2,36,42,-6,932.0
8:09.0,T. Herro makes 2-pt jump shot from 11 ft,38-42, ,,2,38,42,-4,951.0
7:56.0, ,38-42,B. Lopez misses 2-pt layup from 9 ft,,2,38,42,-4,964.0
7:56.0, ,38-42,Offensive rebound by J. Carter,,2,38,42,-4,964.0
7:42.0, ,38-42,J. Carter misses 2-pt jump shot from 6 ft,,2,38,42,-4,978.0
7:41.0, ,38-42,Offensive rebound by B. Lopez,,2,38,42,-4,979.0
7:41.0, ,38-42,B. Lopez misses 2-pt layup at rim,,2,38,42,-4,979.0
7:41.0, ,38-42,Shooting foul by M. Strus (drawn by B. Lopez),,2,38,42,-4,979.0
7:41.0, ,38-43,B. Lopez makes free throw 1 of 2,,2,38,43,-5,979.0
7:41.0, ,38-43,K. Middleton enters the game for P. Connaughton,,2,38,43,-5,979.0
7:41.0, ,38-43,B. Lopez misses free throw 2 of 2,,2,38,43,-5,979.0
7:37.0,Defensive rebound by B. Adebayo,38-43, ,,2,38,43,-5,983.0
7:30.0,C. Martin misses 2-pt layup from 2 ft,38-43, ,,2,38,43,-5,990.0
7:28.0,Offensive rebound by C. Martin,38-43, ,,2,38,43,-5,992.0
7:25.0,H. Highsmith misses 3-pt jump shot from 23 ft,38-43, ,,2,38,43,-5,995.0
7:22.0, ,38-43,Defensive rebound by K. Middleton,,2,38,43,-5,998.0
7:11.0, ,38-45,G. Antetokounmpo makes 2-pt jump shot from 12 ft,,2,38,45,-7,1009.0
7:00.0,M. Strus misses 2-pt jump shot from 10 ft,38-45, ,,2,38,45,-7,1020.0
6:55.0, ,38-45,Defensive rebound by J. Carter,,2,38,45,-7,1025.0
6:54.0, ,38-48,J. Carter makes 3-pt jump shot from 24 ft,,2,38,48,-10,1026.0
6:52.0,Miami full timeout,38-48, ,,2,38,48,-10,1028.0
6:52.0,J. Butler enters the game for T. Herro,38-48, ,,2,38,48,-10,1028.0
6:52.0,G. Vincent enters the game for C. Martin,38-48, ,,2,38,48,-10,1028.0
6:30.0,G. Vincent misses 3-pt jump shot from 28 ft,38-48, ,,2,38,48,-10,1050.0
6:28.0, ,38-48,Defensive rebound by G. Antetokounmpo,,2,38,48,-10,1052.0
6:23.0, ,38-48,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,2,38,48,-10,1057.0
6:23.0,Defensive rebound by Team,38-48, ,,2,38,48,-10,1057.0
6:07.0,M. Strus misses 3-pt jump shot from 26 ft,38-48, ,,2,38,48,-10,1073.0
6:04.0,Offensive rebound by H. Highsmith,38-48, ,,2,38,48,-10,1076.0
6:00.0,M. Strus makes 2-pt dunk from 1 ft (assist by H. Highsmith),40-48, ,,2,40,48,-8,1080.0
5:39.0, ,40-48,J. Carter misses 3-pt jump shot from 24 ft,,2,40,48,-8,1101.0
5:36.0,Defensive rebound by B. Adebayo,40-48, ,,2,40,48,-8,1104.0
5:32.0,B. Adebayo makes 2-pt jump shot from 10 ft,42-48, ,,2,42,48,-6,1108.0
5:18.0, ,42-51,G. Allen makes 3-pt jump shot from 28 ft (assist by K. Middleton),,2,42,51,-9,1122.0
5:04.0,H. Highsmith makes 3-pt jump shot from 23 ft (assist by J. Butler),45-51, ,,2,45,51,-6,1136.0
4:53.0, ,45-51,Turnover by K. Middleton (bad pass; steal by B. Adebayo),,2,45,51,-6,1147.0
4:39.0,J. Butler makes 2-pt layup from 2 ft,47-51, ,,2,47,51,-4,1161.0
4:33.0, ,47-53,K. Middleton makes 2-pt jump shot from 17 ft (assist by G. Allen),,2,47,53,-6,1167.0
4:33.0, ,47-53,Shooting foul by M. Strus (drawn by K. Middleton),,2,47,53,-6,1167.0
4:33.0,T. Herro enters the game for M. Strus,47-53, ,,2,47,53,-6,1167.0
4:33.0, ,47-53,J. Holiday enters the game for G. Allen,,2,47,53,-6,1167.0
4:33.0, ,47-53,J. Ingles enters the game for J. Carter,,2,47,53,-6,1167.0
4:33.0, ,47-53,W. Matthews enters the game for B. Lopez,,2,47,53,-6,1167.0
4:33.0, ,47-54,K. Middleton makes free throw 1 of 1,,2,47,54,-7,1167.0
4:19.0,B. Adebayo misses 2-pt jump shot from 10 ft,47-54, ,,2,47,54,-7,1181.0
4:16.0, ,47-54,Defensive rebound by G. Antetokounmpo,,2,47,54,-7,1184.0
4:13.0, ,47-54,Shooting foul by H. Highsmith (drawn by G. Antetokounmpo),,2,47,54,-7,1187.0
4:13.0, ,47-54,G. Antetokounmpo misses free throw 1 of 2,,2,47,54,-7,1187.0
4:13.0, ,47-54,Offensive rebound by Team,,2,47,54,-7,1187.0
4:13.0, ,47-55,G. Antetokounmpo makes free throw 2 of 2,,2,47,55,-8,1187.0
3:57.0,J. Butler misses 2-pt jump shot from 16 ft,47-55, ,,2,47,55,-8,1203.0
3:54.0, ,47-55,Defensive rebound by K. Middleton,,2,47,55,-8,1206.0
3:52.0, ,47-55,Shooting foul by G. Vincent (drawn by G. Antetokounmpo),,2,47,55,-8,1208.0
3:52.0, ,47-55,G. Antetokounmpo misses free throw 1 of 2,,2,47,55,-8,1208.0
3:52.0, ,47-55,Offensive rebound by Team,,2,47,55,-8,1208.0
3:52.0,D. Dedmon enters the game for B. Adebayo,47-55, ,,2,47,55,-8,1208.0
3:52.0, ,47-55,B. Lopez enters the game for K. Middleton,,2,47,55,-8,1208.0
3:52.0, ,47-55,G. Antetokounmpo misses free throw 2 of 2,,2,47,55,-8,1208.0
3:49.0,Defensive rebound by D. Dedmon,47-55, ,,2,47,55,-8,1211.0
3:41.0,G. Vincent makes 3-pt jump shot from 30 ft,50-55, ,,2,50,55,-5,1219.0
3:23.0, ,50-55,W. Matthews misses 3-pt jump shot from 28 ft,,2,50,55,-5,1237.0
3:20.0,Defensive rebound by T. Herro,50-55, ,,2,50,55,-5,1240.0
3:11.0,T. Herro makes 2-pt jump shot from 14 ft (assist by D. Dedmon),52-55, ,,2,52,55,-3,1249.0
2:57.0, ,52-55,J. Ingles misses 3-pt jump shot from 23 ft,,2,52,55,-3,1263.0
2:57.0,Defensive rebound by Team,52-55, ,,2,52,55,-3,1263.0
2:57.0, ,52-55,K. Middleton enters the game for G. Antetokounmpo,,2,52,55,-3,1263.0
2:44.0,T. Herro makes 2-pt jump shot from 7 ft,54-55, ,,2,54,55,-1,1276.0
2:31.0, ,54-57,K. Middleton makes 2-pt jump shot from 13 ft,,2,54,57,-3,1289.0
2:20.0,D. Dedmon misses 2-pt layup from 3 ft,54-57, ,,2,54,57,-3,1300.0
2:19.0, ,54-57,Defensive rebound by W. Matthews,,2,54,57,-3,1301.0
2:19.0, ,54-57,Personal foul by D. Dedmon (drawn by W. Matthews),,2,54,57,-3,1301.0
2:19.0, ,54-57,W. Matthews misses free throw 1 of 2,,2,54,57,-3,1301.0
2:19.0, ,54-57,Offensive rebound by Team,,2,54,57,-3,1301.0
2:19.0, ,54-58,W. Matthews makes free throw 2 of 2,,2,54,58,-4,1301.0
2:05.0,D. Dedmon misses 3-pt jump shot from 27 ft,54-58, ,,2,54,58,-4,1315.0
2:01.0, ,54-58,Defensive rebound by J. Ingles,,2,54,58,-4,1319.0
1:59.0, ,54-58,Personal foul by D. Dedmon (drawn by K. Middleton),,2,54,58,-4,1321.0
1:59.0, ,54-59,K. Middleton makes free throw 1 of 2,,2,54,59,-5,1321.0
1:59.0,B. Adebayo enters the game for D. Dedmon,54-59, ,,2,54,59,-5,1321.0
1:59.0, ,54-60,K. Middleton makes free throw 2 of 2,,2,54,60,-6,1321.0
1:41.0,J. Butler makes 2-pt jump shot from 18 ft,56-60, ,,2,56,60,-4,1339.0
1:28.0, ,56-60,K. Middleton misses 3-pt jump shot from 27 ft,,2,56,60,-4,1352.0
1:25.0,Defensive rebound by G. Vincent,56-60, ,,2,56,60,-4,1355.0
1:14.0,J. Butler misses 2-pt jump shot from 15 ft,56-60, ,,2,56,60,-4,1366.0
1:10.0, ,56-60,Defensive rebound by B. Lopez,,2,56,60,-4,1370.0
1:04.0, ,56-60,J. Holiday misses 3-pt jump shot from 26 ft,,2,56,60,-4,1376.0
1:01.0,Defensive rebound by B. Adebayo,56-60, ,,2,56,60,-4,1379.0
0:56.0,T. Herro makes 3-pt jump shot from 27 ft (assist by B. Adebayo),59-60, ,,2,59,60,-1,1384.0
0:43.0, ,59-60,Turnover by K. Middleton (bad pass; steal by J. Butler),,2,59,60,-1,1397.0
0:37.0,T. Herro misses 3-pt jump shot from 28 ft,59-60, ,,2,59,60,-1,1403.0
0:35.0,Offensive rebound by B. Adebayo,59-60, ,,2,59,60,-1,1405.0
0:33.0,H. Highsmith misses 3-pt jump shot from 28 ft,59-60, ,,2,59,60,-1,1407.0
0:33.0,Offensive rebound by J. Butler,59-60, ,,2,59,60,-1,1407.0
0:30.0,J. Butler misses 2-pt layup at rim,59-60, ,,2,59,60,-1,1410.0
0:30.0,Offensive rebound by B. Adebayo,59-60, ,,2,59,60,-1,1410.0
0:30.0,B. Adebayo misses 2-pt layup at rim,59-60, ,,2,59,60,-1,1410.0
0:28.0, ,59-60,Defensive rebound by B. Lopez,,2,59,60,-1,1412.0
0:05.0, ,59-62,K. Middleton makes 2-pt layup from 2 ft,,2,59,62,-3,1435.0
0:00.0,T. Herro makes 3-pt jump shot from 27 ft,62-62, ,Tie,2,62,62,0,1440.0
0:00.0,Instant Replay (Request: Ruling Stands),62-62, ,,2,62,62,0,1440.0
0:00.0,End of 2nd quarter,62-62,,,2,62,62,0,1440.0
12:00.0,Start of 3rd quarter,62-62,,,3,62,62,0,1440.0
11:38.0,C. Martin misses 3-pt jump shot from 29 ft,62-62, ,,3,62,62,0,1462.0
11:32.0, ,62-62,Defensive rebound by P. Connaughton,,3,62,62,0,1468.0
11:27.0, ,62-64,B. Lopez makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,3,62,64,-2,1473.0
11:15.0,B. Adebayo makes 2-pt jump shot from 14 ft (assist by T. Herro),64-64, ,Tie,3,64,64,0,1485.0
10:52.0, ,64-64,P. Connaughton misses 3-pt jump shot from 23 ft,,3,64,64,0,1508.0
10:49.0,Defensive rebound by B. Adebayo,64-64, ,,3,64,64,0,1511.0
10:43.0,Turnover by G. Vincent (bad pass; steal by G. Allen),64-64, ,,3,64,64,0,1517.0
10:39.0, ,64-66,G. Allen makes 2-pt layup from 2 ft,,3,64,66,-2,1521.0
10:39.0, ,64-66,Shooting foul by C. Martin (drawn by G. Allen),,3,64,66,-2,1521.0
10:39.0, ,64-67,G. Allen makes free throw 1 of 1,,3,64,67,-3,1521.0
10:18.0,Turnover by B. Adebayo (bad pass; steal by G. Antetokounmpo),64-67, ,,3,64,67,-3,1542.0
10:11.0, ,64-69,G. Antetokounmpo makes 2-pt layup from 2 ft,,3,64,69,-5,1549.0
10:01.0,T. Herro misses 3-pt jump shot from 26 ft,64-69, ,,3,64,69,-5,1559.0
9:58.0, ,64-69,Defensive rebound by G. Antetokounmpo,,3,64,69,-5,1562.0
9:46.0, ,64-69,G. Allen misses 2-pt jump shot from 9 ft,,3,64,69,-5,1574.0
9:43.0,Defensive rebound by C. Martin,64-69, ,,3,64,69,-5,1577.0
9:40.0,Shooting foul by J. Holiday (drawn by C. Martin),64-69, ,,3,64,69,-5,1580.0
9:40.0,C. Martin misses free throw 1 of 2,64-69, ,,3,64,69,-5,1580.0
9:40.0,Offensive rebound by Team,64-69, ,,3,64,69,-5,1580.0
9:40.0,C. Martin makes free throw 2 of 2,65-69, ,,3,65,69,-4,1580.0
9:30.0, ,65-69,G. Antetokounmpo misses 2-pt layup from 2 ft,,3,65,69,-4,1590.0
9:30.0, ,65-69,Offensive rebound by G. Antetokounmpo,,3,65,69,-4,1590.0
9:29.0, ,65-71,G. Antetokounmpo makes 2-pt layup at rim,,3,65,71,-6,1591.0
9:14.0,Shooting foul by B. Lopez (drawn by J. Butler),65-71, ,,3,65,71,-6,1606.0
9:14.0,J. Butler misses free throw 1 of 2,65-71, ,,3,65,71,-6,1606.0
9:14.0,Offensive rebound by Team,65-71, ,,3,65,71,-6,1606.0
9:14.0,J. Butler makes free throw 2 of 2,66-71, ,,3,66,71,-5,1606.0
8:58.0, ,66-71,Turnover by G. Antetokounmpo (lost ball; steal by G. Vincent),,3,66,71,-5,1622.0
8:57.0,T. Herro misses 2-pt layup from 2 ft,66-71, ,,3,66,71,-5,1623.0
8:56.0,Offensive rebound by B. Adebayo,66-71, ,,3,66,71,-5,1624.0
8:56.0,B. Adebayo misses 2-pt layup at rim,66-71, ,,3,66,71,-5,1624.0
8:55.0,Offensive rebound by C. Martin,66-71, ,,3,66,71,-5,1625.0
8:54.0,C. Martin makes 2-pt layup at rim,68-71, ,,3,68,71,-3,1626.0
8:39.0, ,68-73,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by J. Holiday),,3,68,73,-5,1641.0
8:27.0,J. Butler makes 2-pt jump shot from 10 ft,70-73, ,,3,70,73,-3,1653.0
8:14.0, ,70-75,G. Allen makes 2-pt layup from 1 ft,,3,70,75,-5,1666.0
7:56.0,J. Butler makes 3-pt jump shot from 24 ft (assist by C. Martin),73-75, ,,3,73,75,-2,1684.0
7:38.0, ,73-75,B. Lopez misses 3-pt jump shot from 23 ft,,3,73,75,-2,1702.0
7:35.0,Defensive rebound by C. Martin,73-75, ,,3,73,75,-2,1705.0
