Time,Chicago,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:02.0,N. Vučević misses 2-pt hook shot from 6 ft,81-70, ,,3,70,81,-11,1858.0
4:57.0, ,81-70,Defensive rebound by M. Strus,,3,70,81,-11,1863.0
4:52.0, ,81-70,Shooting foul by J. Green (drawn by J. Butler),,3,70,81,-11,1868.0
4:52.0, ,81-71,J. Butler makes free throw 1 of 2,,3,71,81,-10,1868.0
4:52.0, ,81-72,J. Butler makes free throw 2 of 2,,3,72,81,-9,1868.0
4:33.0,C. White makes 2-pt layup from 3 ft (assist by D. DeRozan),83-72, ,,3,72,83,-11,1887.0
4:22.0, ,83-72,Offensive foul by B. Adebayo (drawn by C. White),,3,72,83,-11,1898.0
4:22.0, ,83-72,Turnover by B. Adebayo (offensive foul),,3,72,83,-11,1898.0
4:22.0, ,83-72,D. Dedmon enters the game for B. Adebayo,,3,72,83,-11,1898.0
4:08.0,D. DeRozan misses 2-pt jump shot from 14 ft,83-72, ,,3,72,83,-11,1912.0
4:06.0,Offensive rebound by N. Vučević,83-72, ,,3,72,83,-11,1914.0
4:05.0,C. White misses 3-pt jump shot from 25 ft,83-72, ,,3,72,83,-11,1915.0
4:05.0, ,83-72,Defensive rebound by M. Strus,,3,72,83,-11,1915.0
3:54.0, ,83-72,Turnover by K. Lowry (bad pass; steal by D. DeRozan),,3,72,83,-11,1926.0
3:48.0,D. DeRozan makes 2-pt dunk from 1 ft (assist by A. Dosunmu),85-72, ,,3,72,85,-13,1932.0
3:27.0, ,85-74,T. Herro makes 2-pt layup from 3 ft,,3,74,85,-11,1953.0
3:13.0,A. Dosunmu makes 2-pt jump shot from 16 ft,87-74, ,,3,74,87,-13,1967.0
3:02.0, ,87-76,D. Dedmon makes 2-pt jump shot from 10 ft (assist by K. Lowry),,3,76,87,-11,1978.0
2:47.0,J. Green misses 3-pt jump shot from 23 ft,87-76, ,,3,76,87,-11,1993.0
2:45.0, ,87-76,Defensive rebound by K. Lowry,,3,76,87,-11,1995.0
2:39.0, ,87-76,K. Lowry misses 3-pt jump shot from 26 ft,,3,76,87,-11,2001.0
2:34.0,Defensive rebound by N. Vučević,87-76, ,,3,76,87,-11,2006.0
2:25.0,Shooting foul by D. Dedmon (drawn by J. Green),87-76, ,,3,76,87,-11,2015.0
2:25.0,Chicago full timeout,87-76, ,,3,76,87,-11,2015.0
2:25.0,G. Dragić enters the game for A. Dosunmu,87-76, ,,3,76,87,-11,2015.0
2:25.0,A. Drummond enters the game for N. Vučević,87-76, ,,3,76,87,-11,2015.0
2:25.0, ,87-76,G. Vincent enters the game for K. Lowry,,3,76,87,-11,2015.0
2:25.0,J. Green makes free throw 1 of 2,88-76, ,,3,76,88,-12,2015.0
2:25.0,J. Green makes free throw 2 of 2,89-76, ,,3,76,89,-13,2015.0
2:16.0, ,89-76,Personal foul by J. Green (drawn by J. Butler),,3,76,89,-13,2024.0
2:16.0, ,89-77,J. Butler makes free throw 1 of 2,,3,77,89,-12,2024.0
2:16.0, ,89-78,J. Butler makes free throw 2 of 2,,3,78,89,-11,2024.0
2:04.0,D. DeRozan makes 2-pt jump shot from 14 ft,91-78, ,,3,78,91,-13,2036.0
1:53.0, ,91-78,D. Dedmon misses 2-pt jump shot from 11 ft,,3,78,91,-13,2047.0
1:46.0, ,91-78,Offensive rebound by J. Butler,,3,78,91,-13,2054.0
1:46.0, ,91-78,J. Butler misses 2-pt layup at rim,,3,78,91,-13,2054.0
1:44.0,Defensive rebound by A. Drummond,91-78, ,,3,78,91,-13,2056.0
1:41.0,C. White makes 2-pt jump shot from 22 ft (assist by D. DeRozan),93-78, ,,3,78,93,-15,2059.0
1:27.0, ,93-78,J. Butler misses 2-pt layup from 2 ft,,3,78,93,-15,2073.0
1:27.0, ,93-78,Offensive rebound by J. Butler,,3,78,93,-15,2073.0
1:22.0, ,93-80,J. Butler makes 2-pt layup at rim,,3,80,93,-13,2078.0
1:22.0, ,93-80,D. Robinson enters the game for T. Herro,,3,80,93,-13,2078.0
1:00.0,G. Dragić misses 3-pt jump shot from 31 ft,93-80, ,,3,80,93,-13,2100.0
0:57.0, ,93-80,Defensive rebound by M. Strus,,3,80,93,-13,2103.0
0:57.0, ,93-80,Personal foul by J. Green (drawn by M. Strus),,3,80,93,-13,2103.0
0:57.0, ,93-81,M. Strus makes free throw 1 of 2,,3,81,93,-12,2103.0
0:57.0, ,93-82,M. Strus makes free throw 2 of 2,,3,82,93,-11,2103.0
0:44.0,Shooting foul by J. Butler (drawn by D. DeRozan),93-82, ,,3,82,93,-11,2116.0
0:44.0,D. DeRozan misses free throw 1 of 2,93-82, ,,3,82,93,-11,2116.0
0:44.0,Offensive rebound by Team,93-82, ,,3,82,93,-11,2116.0
0:44.0,P. Williams enters the game for J. Green,93-82, ,,3,82,93,-11,2116.0
0:44.0,D. DeRozan makes free throw 2 of 2,94-82, ,,3,82,94,-12,2116.0
0:31.0, ,94-84,G. Vincent makes 2-pt jump shot from 10 ft (assist by D. Robinson),,3,84,94,-10,2129.0
0:10.0,D. DeRozan makes 2-pt jump shot from 15 ft,96-84, ,,3,84,96,-12,2150.0
0:05.0, ,96-86,M. Strus makes 2-pt layup from 2 ft,,3,86,96,-10,2155.0
0:01.0,D. DeRozan misses 2-pt jump shot from 20 ft,96-86, ,,3,86,96,-10,2159.0
0:00.0,Offensive rebound by Team,96-86, ,,3,86,96,-10,2160.0
0:00.0,End of 3rd quarter,96-86,,,3,86,96,-10,2160.0
12:00.0,Start of 4th quarter,96-86,,,4,86,96,-10,2160.0
11:50.0, ,96-86,Turnover by M. Strus (bad pass; steal by P. Williams),,4,86,96,-10,2170.0
11:46.0,G. Dragić misses 2-pt layup from 3 ft,96-86, ,,4,86,96,-10,2174.0
11:44.0, ,96-86,Defensive rebound by D. Dedmon,,4,86,96,-10,2176.0
11:41.0, ,96-86,M. Strus misses 3-pt jump shot from 25 ft (block by A. Drummond),,4,86,96,-10,2179.0
11:37.0,Defensive rebound by C. White,96-86, ,,4,86,96,-10,2183.0
11:33.0,Personal foul by M. Strus (drawn by A. Drummond),96-86, ,,4,86,96,-10,2187.0
11:25.0,A. Caruso misses 3-pt jump shot from 26 ft,96-86, ,,4,86,96,-10,2195.0
11:23.0, ,96-86,Defensive rebound by D. Robinson,,4,86,96,-10,2197.0
11:12.0, ,96-88,D. Dedmon makes 2-pt layup from 3 ft (assist by D. Robinson),,4,88,96,-8,2208.0
11:01.0,Offensive foul by A. Drummond (drawn by D. Dedmon),96-88, ,,4,88,96,-8,2219.0
11:01.0,Turnover by A. Drummond (offensive foul),96-88, ,,4,88,96,-8,2219.0
10:57.0, ,96-88,Personal foul by G. Dragić (drawn by G. Vincent),,4,88,96,-8,2223.0
10:51.0, ,96-88,Turnover by G. Vincent (bad pass; steal by A. Drummond),,4,88,96,-8,2229.0
10:48.0,A. Drummond makes 2-pt dunk from 1 ft,98-88, ,,4,88,98,-10,2232.0
10:37.0, ,98-88,Personal foul by A. Drummond (drawn by G. Vincent),,4,88,98,-10,2243.0
10:23.0, ,98-90,D. Dedmon makes 2-pt jump shot from 13 ft,,4,90,98,-8,2257.0
10:05.0,A. Drummond misses 2-pt dunk from 2 ft,98-90, ,,4,90,98,-8,2275.0
10:02.0, ,98-90,Defensive rebound by D. Dedmon,,4,90,98,-8,2278.0
10:00.0, ,98-90,Turnover by D. Dedmon (lost ball; steal by A. Caruso),,4,90,98,-8,2280.0
10:00.0,Shooting foul by D. Robinson (drawn by A. Drummond),98-90, ,,4,90,98,-8,2280.0
10:00.0,A. Drummond makes free throw 1 of 2,99-90, ,,4,90,99,-9,2280.0
10:00.0,A. Drummond makes free throw 2 of 2,100-90, ,,4,90,100,-10,2280.0
9:47.0, ,100-90,G. Vincent misses 2-pt jump shot from 7 ft,,4,90,100,-10,2293.0
9:43.0, ,100-90,Offensive rebound by M. Strus,,4,90,100,-10,2297.0
9:36.0, ,100-92,D. Robinson makes 2-pt jump shot from 11 ft (assist by D. Dedmon),,4,92,100,-8,2304.0
9:19.0,A. Drummond misses 2-pt layup from 3 ft,100-92, ,,4,92,100,-8,2321.0
9:14.0,Offensive rebound by A. Drummond,100-92, ,,4,92,100,-8,2326.0
9:14.0,A. Drummond misses 2-pt layup at rim,100-92, ,,4,92,100,-8,2326.0
9:13.0,Offensive rebound by A. Drummond,100-92, ,,4,92,100,-8,2327.0
9:10.0,Turnover by A. Drummond (lost ball; steal by C. Martin),100-92, ,,4,92,100,-8,2330.0
9:04.0, ,100-92,C. Martin misses 2-pt layup from 2 ft,,4,92,100,-8,2336.0
9:03.0,Defensive rebound by A. Drummond,100-92, ,,4,92,100,-8,2337.0
9:03.0,Chicago full timeout,100-92, ,,4,92,100,-8,2337.0
8:48.0,A. Caruso misses 2-pt jump shot from 18 ft,100-92, ,,4,92,100,-8,2352.0
8:46.0, ,100-92,Defensive rebound by C. Martin,,4,92,100,-8,2354.0
8:42.0, ,100-92,Personal foul by A. Caruso (drawn by D. Dedmon),,4,92,100,-8,2358.0
8:42.0, ,100-92,K. Lowry enters the game for D. Robinson,,4,92,100,-8,2358.0
8:29.0, ,100-92,Offensive foul by D. Dedmon (drawn by A. Caruso),,4,92,100,-8,2371.0
8:29.0, ,100-92,Turnover by D. Dedmon (offensive foul),,4,92,100,-8,2371.0
8:29.0,A. Dosunmu enters the game for A. Caruso,100-92, ,,4,92,100,-8,2371.0
8:29.0, ,100-92,B. Adebayo enters the game for D. Dedmon,,4,92,100,-8,2371.0
8:19.0,A. Drummond misses 2-pt jump shot from 7 ft,100-92, ,,4,92,100,-8,2381.0
8:16.0, ,100-92,Defensive rebound by B. Adebayo,,4,92,100,-8,2384.0
8:04.0, ,100-94,B. Adebayo makes 2-pt dunk from 1 ft (assist by M. Strus),,4,94,100,-6,2396.0
7:49.0,P. Williams misses 2-pt jump shot from 7 ft,100-94, ,,4,94,100,-6,2411.0
7:47.0,Offensive rebound by A. Drummond,100-94, ,,4,94,100,-6,2413.0
7:47.0,Offensive foul by A. Drummond (drawn by K. Lowry),100-94, ,,4,94,100,-6,2413.0
7:47.0,Turnover by A. Drummond (offensive foul),100-94, ,,4,94,100,-6,2413.0
7:47.0,Violation by Team (delay of game),100-94, ,,4,94,100,-6,2413.0
7:47.0, ,100-95,M. Strus makes technical free throw,,4,95,100,-5,2413.0
7:37.0, ,100-95,K. Lowry misses 3-pt jump shot from 26 ft,,4,95,100,-5,2423.0
7:35.0,Defensive rebound by Team,100-95, ,,4,95,100,-5,2425.0
7:35.0,D. DeRozan enters the game for C. White,100-95, ,,4,95,100,-5,2425.0
7:29.0,Turnover by G. Dragić (traveling),100-95, ,,4,95,100,-5,2431.0
7:24.0, ,100-95,Personal foul by D. DeRozan (drawn by B. Adebayo),,4,95,100,-5,2436.0
7:24.0,N. Vučević enters the game for A. Drummond,100-95, ,,4,95,100,-5,2436.0
7:13.0, ,100-95,Turnover by K. Lowry (bad pass; steal by A. Dosunmu),,4,95,100,-5,2447.0
7:01.0,D. DeRozan makes 2-pt jump shot from 18 ft,102-95, ,,4,95,102,-7,2459.0
6:54.0, ,102-95,Turnover by K. Lowry (bad pass; steal by A. Dosunmu),,4,95,102,-7,2466.0
6:50.0,A. Dosunmu misses 2-pt layup from 3 ft,102-95, ,,4,95,102,-7,2470.0
6:46.0,Offensive rebound by D. DeRozan,102-95, ,,4,95,102,-7,2474.0
6:46.0,D. DeRozan misses 2-pt layup at rim,102-95, ,,4,95,102,-7,2474.0
6:46.0, ,102-95,Defensive rebound by K. Lowry,,4,95,102,-7,2474.0
6:46.0, ,102-95,Turnover by G. Vincent (traveling),,4,95,102,-7,2474.0
6:35.0,P. Williams misses 3-pt jump shot from 24 ft,102-95, ,,4,95,102,-7,2485.0
6:33.0, ,102-95,Defensive rebound by C. Martin,,4,95,102,-7,2487.0
6:19.0, ,102-98,M. Strus makes 3-pt jump shot from 24 ft (assist by G. Vincent),,4,98,102,-4,2501.0
6:02.0,Personal foul by K. Lowry (drawn by N. Vučević),102-98, ,,4,98,102,-4,2518.0
6:02.0,Chicago full timeout,102-98, ,,4,98,102,-4,2518.0
6:02.0,J. Green enters the game for P. Williams,102-98, ,,4,98,102,-4,2518.0
6:02.0, ,102-98,J. Butler enters the game for C. Martin,,4,98,102,-4,2518.0
5:49.0,Shooting foul by M. Strus (drawn by J. Green),102-98, ,,4,98,102,-4,2531.0
5:49.0,J. Green makes free throw 1 of 2,103-98, ,,4,98,103,-5,2531.0
5:49.0, ,103-98,T. Herro enters the game for G. Vincent,,4,98,103,-5,2531.0
5:49.0,J. Green makes free throw 2 of 2,104-98, ,,4,98,104,-6,2531.0
5:27.0, ,104-98,T. Herro misses 2-pt layup from 2 ft (block by N. Vučević),,4,98,104,-6,2553.0
5:27.0,Defensive rebound by J. Green,104-98, ,,4,98,104,-6,2553.0
5:24.0,Shooting foul by K. Lowry (drawn by G. Dragić),104-98, ,,4,98,104,-6,2556.0
5:24.0,G. Dragić misses free throw 1 of 2,104-98, ,,4,98,104,-6,2556.0
5:24.0,Offensive rebound by Team,104-98, ,,4,98,104,-6,2556.0
5:24.0,G. Dragić misses free throw 2 of 2,104-98, ,,4,98,104,-6,2556.0
5:21.0, ,104-98,Defensive rebound by B. Adebayo,,4,98,104,-6,2559.0
5:18.0, ,104-98,Shooting foul by J. Green (drawn by M. Strus),,4,98,104,-6,2562.0
5:18.0, ,104-98,M. Strus misses free throw 1 of 2,,4,98,104,-6,2562.0
5:18.0, ,104-98,Offensive rebound by Team,,4,98,104,-6,2562.0
5:18.0,A. Caruso enters the game for G. Dragić,104-98, ,,4,98,104,-6,2562.0
5:18.0, ,104-98,M. Strus misses free throw 2 of 2,,4,98,104,-6,2562.0
5:15.0,Defensive rebound by J. Green,104-98, ,,4,98,104,-6,2565.0
4:59.0,N. Vučević makes 3-pt jump shot from 27 ft (assist by D. DeRozan),107-98, ,,4,98,107,-9,2581.0
4:57.0, ,107-98,Miami full timeout,,4,98,107,-9,2583.0
4:33.0, ,107-98,K. Lowry misses 3-pt jump shot from 26 ft,,4,98,107,-9,2607.0
4:29.0,Defensive rebound by A. Dosunmu,107-98, ,,4,98,107,-9,2611.0
4:11.0,D. DeRozan makes 2-pt layup from 3 ft,109-98, ,,4,98,109,-11,2629.0
4:07.0, ,109-98,Personal foul by J. Green (drawn by J. Butler),,4,98,109,-11,2633.0
4:07.0,P. Williams enters the game for J. Green,109-98, ,,4,98,109,-11,2633.0
4:07.0, ,109-99,J. Butler makes free throw 1 of 2,,4,99,109,-10,2633.0
4:07.0, ,109-99,J. Butler misses free throw 2 of 2,,4,99,109,-10,2633.0
4:05.0,Defensive rebound by A. Caruso,109-99, ,,4,99,109,-10,2635.0
3:57.0,D. DeRozan misses 2-pt jump shot from 21 ft,109-99, ,,4,99,109,-10,2643.0
3:52.0, ,109-99,Defensive rebound by M. Strus,,4,99,109,-10,2648.0
3:45.0, ,109-101,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Butler),,4,101,109,-8,2655.0
3:45.0, ,109-101,Shooting foul by A. Caruso (drawn by B. Adebayo),,4,101,109,-8,2655.0
3:45.0, ,109-101,B. Adebayo misses free throw 1 of 1,,4,101,109,-8,2655.0
3:43.0,Defensive rebound by P. Williams,109-101, ,,4,101,109,-8,2657.0
3:23.0,D. DeRozan makes 3-pt jump shot from 28 ft (assist by N. Vučević),112-101, ,,4,101,112,-11,2677.0
3:19.0, ,112-101,Miami full timeout,,4,101,112,-11,2681.0
3:07.0, ,112-104,M. Strus makes 3-pt jump shot from 27 ft (assist by K. Lowry),,4,104,112,-8,2693.0
2:38.0,A. Caruso misses 2-pt layup from 6 ft (block by J. Butler),112-104, ,,4,104,112,-8,2722.0
2:35.0,Offensive rebound by A. Caruso,112-104, ,,4,104,112,-8,2725.0
2:33.0,A. Caruso misses 2-pt jump shot from 15 ft,112-104, ,,4,104,112,-8,2727.0
2:31.0,Offensive rebound by N. Vučević,112-104, ,,4,104,112,-8,2729.0
2:30.0,A. Dosunmu misses 3-pt jump shot from 25 ft,112-104, ,,4,104,112,-8,2730.0
2:27.0, ,112-104,Defensive rebound by T. Herro,,4,104,112,-8,2733.0
2:25.0, ,112-104,Turnover by T. Herro (traveling),,4,104,112,-8,2735.0
2:10.0,D. DeRozan misses 2-pt jump shot from 13 ft,112-104, ,,4,104,112,-8,2750.0
2:09.0,Offensive rebound by A. Dosunmu,112-104, ,,4,104,112,-8,2751.0
2:08.0,Turnover by P. Williams (out of bounds lost ball),112-104, ,,4,104,112,-8,2752.0
1:59.0, ,112-104,K. Lowry misses 3-pt jump shot from 26 ft,,4,104,112,-8,2761.0
1:56.0,Defensive rebound by N. Vučević,112-104, ,,4,104,112,-8,2764.0
1:48.0,Chicago full timeout,112-104, ,,4,104,112,-8,2772.0
1:48.0,G. Dragić enters the game for P. Williams,112-104, ,,4,104,112,-8,2772.0
1:36.0,D. DeRozan makes 2-pt jump shot from 20 ft,114-104, ,,4,104,114,-10,2784.0
1:29.0, ,114-104,Shooting foul by G. Dragić (drawn by B. Adebayo),,4,104,114,-10,2791.0
1:29.0, ,114-105,B. Adebayo makes free throw 1 of 2,,4,105,114,-9,2791.0
1:29.0, ,114-106,B. Adebayo makes free throw 2 of 2,,4,106,114,-8,2791.0
1:07.0,A. Caruso misses 3-pt jump shot from 23 ft,114-106, ,,4,106,114,-8,2813.0
1:05.0,Offensive rebound by N. Vučević,114-106, ,,4,106,114,-8,2815.0
1:04.0,N. Vučević makes 2-pt layup from 2 ft,116-106, ,,4,106,116,-10,2816.0
0:56.0, ,116-108,M. Strus makes 2-pt jump shot from 3 ft (assist by B. Adebayo),,4,108,116,-8,2824.0
0:34.0,A. Dosunmu misses 3-pt jump shot from 26 ft,116-108, ,,4,108,116,-8,2846.0
0:29.0, ,116-108,Defensive rebound by M. Strus,,4,108,116,-8,2851.0
0:27.0, ,116-108,Turnover by M. Strus (lost ball; steal by G. Dragić),,4,108,116,-8,2853.0
0:04.0,Turnover by Team (shot clock),116-108, ,,4,108,116,-8,2876.0
0:00.0,End of 4th quarter,116-108,,,4,108,116,-8,2880.0
