Time,Washington,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
7:02.0, ,98-99,Instant Replay (Challenge: Ruling Stands),,4,99,98,1,2458.0
7:02.0, ,98-99,B. Adebayo enters the game for D. Dedmon,,4,99,98,1,2458.0
7:02.0, ,98-99,K. Lowry enters the game for C. Martin,,4,99,98,1,2458.0
7:02.0, ,98-99,B. Adebayo misses free throw 1 of 1,,4,99,98,1,2458.0
6:59.0,Defensive rebound by D. Avdija,98-99, ,,4,99,98,1,2461.0
6:44.0,Turnover by A. Gill (bad pass),98-99, ,,4,99,98,1,2476.0
6:44.0,C. Kispert enters the game for A. Gill,98-99, ,,4,99,98,1,2476.0
6:20.0, ,98-99,J. Cain misses 3-pt jump shot from 24 ft,,4,99,98,1,2500.0
6:17.0,Defensive rebound by K. Kuzma,98-99, ,,4,99,98,1,2503.0
6:11.0,Turnover by D. Avdija (discontinued dribble),98-99, ,,4,99,98,1,2509.0
6:11.0, ,98-99,C. Martin enters the game for J. Cain,,4,99,98,1,2509.0
5:53.0, ,98-99,K. Lowry misses 2-pt layup from 2 ft,,4,99,98,1,2527.0
5:52.0, ,98-99,Offensive rebound by K. Lowry,,4,99,98,1,2528.0
5:42.0, ,98-99,B. Adebayo misses 2-pt jump shot from 9 ft,,4,99,98,1,2538.0
5:39.0,Defensive rebound by K. Porziņģis,98-99, ,,4,99,98,1,2541.0
5:32.0,Turnover by D. Avdija (bad pass; steal by H. Highsmith),98-99, ,,4,99,98,1,2548.0
5:25.0, ,98-99,Shooting foul by D. Avdija (drawn by K. Lowry),,4,99,98,1,2555.0
5:25.0, ,98-100,K. Lowry makes free throw 1 of 2,,4,100,98,2,2555.0
5:25.0,Washington full timeout,98-100, ,,4,100,98,2,2555.0
5:25.0, ,98-101,K. Lowry makes free throw 2 of 2,,4,101,98,3,2555.0
5:09.0,K. Kuzma misses 3-pt jump shot from 26 ft,98-101, ,,4,101,98,3,2571.0
5:07.0, ,98-101,Defensive rebound by B. Adebayo,,4,101,98,3,2573.0
5:02.0, ,98-101,K. Lowry misses 2-pt layup from 3 ft (block by D. Avdija),,4,101,98,3,2578.0
4:58.0,Defensive rebound by W. Barton,98-101, ,,4,101,98,3,2582.0
4:47.0,K. Porziņģis misses 2-pt layup from 6 ft,98-101, ,,4,101,98,3,2593.0
4:47.0,Offensive rebound by Team,98-101, ,,4,101,98,3,2593.0
4:31.0,C. Kispert misses 2-pt jump shot from 14 ft,98-101, ,,4,101,98,3,2609.0
4:29.0,Offensive rebound by C. Kispert,98-101, ,,4,101,98,3,2611.0
4:26.0,K. Kuzma misses 3-pt jump shot from 22 ft,98-101, ,,4,101,98,3,2614.0
4:22.0, ,98-101,Defensive rebound by T. Herro,,4,101,98,3,2618.0
4:00.0, ,98-104,T. Herro makes 3-pt jump shot from 26 ft,,4,104,98,6,2640.0
3:47.0,K. Kuzma makes 2-pt jump shot from 4 ft (assist by D. Avdija),100-104, ,,4,104,100,4,2653.0
3:47.0,Shooting foul by B. Adebayo (drawn by K. Kuzma),100-104, ,,4,104,100,4,2653.0
3:47.0,K. Kuzma makes free throw 1 of 1,101-104, ,,4,104,101,3,2653.0
3:29.0, ,101-107,T. Herro makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,4,107,101,6,2671.0
3:28.0,Washington full timeout,101-107, ,,4,107,101,6,2672.0
3:10.0,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by D. Avdija),103-107, ,,4,107,103,4,2690.0
2:55.0, ,103-107,T. Herro misses 3-pt jump shot from 24 ft,,4,107,103,4,2705.0
2:49.0,Defensive rebound by D. Avdija,103-107, ,,4,107,103,4,2711.0
2:39.0,Personal foul by C. Martin (drawn by K. Porziņģis),103-107, ,,4,107,103,4,2721.0
2:30.0,W. Barton misses 3-pt jump shot from 25 ft,103-107, ,,4,107,103,4,2730.0
2:27.0, ,103-107,Defensive rebound by H. Highsmith,,4,107,103,4,2733.0
2:20.0, ,103-107,Turnover by K. Lowry (bad pass; steal by K. Kuzma),,4,107,103,4,2740.0
2:15.0,C. Kispert misses 3-pt jump shot from 24 ft,103-107, ,,4,107,103,4,2745.0
2:11.0, ,103-107,Defensive rebound by T. Herro,,4,107,103,4,2749.0
1:54.0, ,103-109,C. Martin makes 2-pt layup from 1 ft (assist by T. Herro),,4,109,103,6,2766.0
1:43.0,K. Kuzma makes 2-pt layup from 2 ft (assist by W. Barton),105-109, ,,4,109,105,4,2777.0
1:22.0, ,105-109,C. Martin misses 3-pt jump shot from 26 ft,,4,109,105,4,2798.0
1:20.0,Defensive rebound by D. Avdija,105-109, ,,4,109,105,4,2800.0
1:16.0, ,105-109,Miami full timeout,,4,109,105,4,2804.0
1:16.0, ,105-109,Instant Replay (Challenge: Ruling Stands),,4,109,105,4,2804.0
1:16.0,Jump ball: B. Adebayo vs. K. Porziņģis (T. Herro gains possession),105-109,,,4,109,105,4,2804.0
1:16.0,Turnover by K. Porziņģis (lost ball; steal by B. Adebayo),105-109, ,,4,109,105,4,2804.0
0:51.0, ,105-109,T. Herro misses 3-pt jump shot from 27 ft,,4,109,105,4,2829.0
0:50.0, ,105-109,Offensive rebound by C. Martin,,4,109,105,4,2830.0
0:50.0, ,105-111,C. Martin makes 2-pt layup from 2 ft,,4,111,105,6,2830.0
0:43.0,K. Porziņģis misses 3-pt jump shot from 26 ft,105-111, ,,4,111,105,6,2837.0
0:40.0,Offensive rebound by D. Avdija,105-111, ,,4,111,105,6,2840.0
0:37.0,C. Kispert misses 3-pt jump shot from 23 ft,105-111, ,,4,111,105,6,2843.0
0:33.0, ,105-111,Defensive rebound by T. Herro,,4,111,105,6,2847.0
0:25.0, ,105-111,Personal foul by K. Porziņģis (drawn by T. Herro),,4,111,105,6,2855.0
0:25.0, ,105-112,K. Lowry makes free throw 1 of 2,,4,112,105,7,2855.0
0:25.0, ,105-113,K. Lowry makes free throw 2 of 2,,4,113,105,8,2855.0
0:25.0,Washington full timeout,105-113, ,,4,113,105,8,2855.0
0:21.0,K. Porziņģis misses 3-pt jump shot from 27 ft,105-113, ,,4,113,105,8,2859.0
0:17.0, ,105-113,Defensive rebound by K. Lowry,,4,113,105,8,2863.0
0:00.0,End of 4th quarter,105-113,,,4,113,105,8,2880.0
