Time,Toronto,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:57.0, ,65-81,J. Butler misses 2-pt jump shot from 11 ft,,3,81,65,16,1803.0
5:54.0,Defensive rebound by P. Siakam,65-81, ,,3,81,65,16,1806.0
5:44.0,O. Anunoby misses 2-pt layup from 2 ft (block by M. Strus),65-81, ,,3,81,65,16,1816.0
5:40.0, ,65-81,Defensive rebound by T. Herro,,3,81,65,16,1820.0
5:35.0, ,65-81,Turnover by T. Herro (out of bounds lost ball),,3,81,65,16,1825.0
5:35.0, ,65-81,D. Dedmon enters the game for B. Adebayo,,3,81,65,16,1825.0
5:10.0,F. VanVleet misses 2-pt jump shot from 5 ft,65-81, ,,3,81,65,16,1850.0
5:06.0, ,65-81,Defensive rebound by D. Dedmon,,3,81,65,16,1854.0
5:02.0, ,65-81,Offensive foul by D. Dedmon (drawn by O. Anunoby),,3,81,65,16,1858.0
5:02.0, ,65-81,Turnover by D. Dedmon (offensive foul),,3,81,65,16,1858.0
4:54.0,Turnover by F. VanVleet (bad pass),65-81, ,,3,81,65,16,1866.0
4:36.0, ,65-81,T. Herro misses 3-pt jump shot from 29 ft,,3,81,65,16,1884.0
4:30.0,Defensive rebound by P. Achiuwa,65-81, ,,3,81,65,16,1890.0
4:14.0,P. Siakam makes 2-pt layup from 3 ft,67-81, ,,3,81,67,14,1906.0
4:02.0, ,67-83,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Herro),,3,83,67,16,1918.0
3:47.0,G. Trent makes 3-pt jump shot from 24 ft (assist by F. VanVleet),70-83, ,,3,83,70,13,1933.0
3:21.0, ,70-83,J. Butler misses 2-pt layup from 2 ft,,3,83,70,13,1959.0
3:19.0,Defensive rebound by P. Siakam,70-83, ,,3,83,70,13,1961.0
3:18.0,P. Achiuwa makes 2-pt layup from 2 ft (assist by P. Siakam),72-83, ,,3,83,72,11,1962.0
3:18.0,Shooting foul by T. Herro (drawn by P. Achiuwa),72-83, ,,3,83,72,11,1962.0
3:18.0,P. Achiuwa makes free throw 1 of 1,73-83, ,,3,83,73,10,1962.0
3:18.0,M. Flynn enters the game for F. VanVleet,73-83, ,,3,83,73,10,1962.0
3:18.0, ,73-83,G. Vincent enters the game for T. Herro,,3,83,73,10,1962.0
2:52.0, ,73-83,G. Vincent misses 3-pt jump shot from 28 ft,,3,83,73,10,1988.0
2:48.0,Defensive rebound by P. Siakam,73-83, ,,3,83,73,10,1992.0
2:35.0,M. Flynn makes 3-pt jump shot from 26 ft (assist by G. Trent),76-83, ,,3,83,76,7,2005.0
2:17.0, ,76-85,K. Lowry makes 2-pt jump shot from 8 ft (assist by G. Vincent),,3,85,76,9,2023.0
2:00.0,Personal foul by M. Strus (drawn by P. Siakam),76-85, ,,3,85,76,9,2040.0
2:00.0,P. Siakam makes free throw 1 of 2,77-85, ,,3,85,77,8,2040.0
2:00.0,T. Young enters the game for O. Anunoby,77-85, ,,3,85,77,8,2040.0
2:00.0, ,77-85,B. Adebayo enters the game for D. Dedmon,,3,85,77,8,2040.0
2:00.0,P. Siakam makes free throw 2 of 2,78-85, ,,3,85,78,7,2040.0
1:48.0, ,78-87,G. Vincent makes 2-pt layup from 1 ft,,3,87,78,9,2052.0
1:28.0,Personal foul by G. Vincent (drawn by G. Trent),78-87, ,,3,87,78,9,2072.0
1:28.0,G. Trent misses free throw 1 of 2,78-87, ,,3,87,78,9,2072.0
1:28.0,Offensive rebound by Team,78-87, ,,3,87,78,9,2072.0
1:28.0, ,78-87,D. Robinson enters the game for K. Lowry,,3,87,78,9,2072.0
1:28.0,G. Trent makes free throw 2 of 2,79-87, ,,3,87,79,8,2072.0
1:19.0, ,79-89,J. Butler makes 2-pt layup from 2 ft (assist by G. Vincent),,3,89,79,10,2081.0
1:19.0, ,79-89,Shooting foul by M. Flynn (drawn by J. Butler),,3,89,79,10,2081.0
1:19.0, ,79-90,J. Butler makes free throw 1 of 1,,3,90,79,11,2081.0
1:02.0,P. Siakam misses 2-pt jump shot from 21 ft,79-90, ,,3,90,79,11,2098.0
0:58.0, ,79-90,Defensive rebound by M. Strus,,3,90,79,11,2102.0
0:40.0, ,79-90,J. Butler misses 2-pt jump shot from 7 ft,,3,90,79,11,2120.0
0:37.0,Defensive rebound by T. Young,79-90, ,,3,90,79,11,2123.0
0:31.0,G. Trent misses 2-pt layup from 2 ft,79-90, ,,3,90,79,11,2129.0
0:22.0,Offensive rebound by T. Young,79-90, ,,3,90,79,11,2138.0
0:22.0,T. Young makes 2-pt layup at rim,81-90, ,,3,90,81,9,2138.0
0:12.0, ,81-90,Turnover by B. Adebayo (lost ball; steal by T. Young),,3,90,81,9,2148.0
0:08.0,T. Young makes 2-pt layup from 3 ft (assist by P. Siakam),83-90, ,,3,90,83,7,2152.0
0:01.0, ,83-90,Shooting foul by M. Flynn (drawn by G. Vincent),,3,90,83,7,2159.0
0:01.0, ,83-91,G. Vincent makes free throw 1 of 2,,3,91,83,8,2159.0
0:01.0, ,83-92,G. Vincent makes free throw 2 of 2,,3,92,83,9,2159.0
0:00.0,M. Flynn misses 3-pt jump shot from 46 ft,83-92, ,,3,92,83,9,2160.0
0:00.0,Offensive rebound by Team,83-92, ,,3,92,83,9,2160.0
0:00.0,End of 3rd quarter,83-92,,,3,92,83,9,2160.0
12:00.0,Start of 4th quarter,83-92,,,4,92,83,9,2160.0
11:39.0,Personal foul by D. Robinson (drawn by F. VanVleet),83-92, ,,4,92,83,9,2181.0
11:31.0,F. VanVleet misses 3-pt jump shot from 28 ft,83-92, ,,4,92,83,9,2189.0
11:28.0, ,83-92,Defensive rebound by G. Vincent,,4,92,83,9,2192.0
11:15.0, ,83-92,Turnover by G. Vincent (step out of bounds),,4,92,83,9,2205.0
10:59.0,M. Flynn makes 3-pt jump shot from 23 ft (assist by F. VanVleet),86-92, ,,4,92,86,6,2221.0
10:42.0, ,86-95,M. Strus makes 3-pt jump shot from 23 ft (assist by K. Lowry),,4,95,86,9,2238.0
10:23.0,P. Achiuwa misses 3-pt jump shot from 26 ft,86-95, ,,4,95,86,9,2257.0
10:21.0, ,86-95,Defensive rebound by B. Adebayo,,4,95,86,9,2259.0
10:12.0, ,86-95,M. Strus misses 3-pt jump shot from 23 ft,,4,95,86,9,2268.0
10:09.0,Defensive rebound by P. Siakam,86-95, ,,4,95,86,9,2271.0
9:48.0,P. Achiuwa makes 2-pt jump shot from 13 ft (assist by P. Siakam),88-95, ,,4,95,88,7,2292.0
9:31.0, ,88-97,B. Adebayo makes 2-pt dunk from 3 ft (assist by K. Lowry),,4,97,88,9,2309.0
9:09.0,M. Flynn misses 3-pt jump shot from 26 ft,88-97, ,,4,97,88,9,2331.0
9:05.0, ,88-97,Defensive rebound by D. Robinson,,4,97,88,9,2335.0
9:01.0, ,88-97,Personal foul by T. Young (drawn by G. Vincent),,4,97,88,9,2339.0
9:01.0,O. Anunoby enters the game for P. Siakam,88-97, ,,4,97,88,9,2339.0
8:54.0, ,88-97,Personal foul by M. Flynn (drawn by G. Vincent),,4,97,88,9,2346.0
8:54.0,G. Trent enters the game for T. Young,88-97, ,,4,97,88,9,2346.0
8:45.0, ,88-99,M. Strus makes 2-pt jump shot from 7 ft,,4,99,88,11,2355.0
8:21.0,P. Achiuwa makes 2-pt jump shot from 8 ft,90-99, ,,4,99,90,9,2379.0
8:09.0, ,90-99,Offensive foul by G. Vincent (drawn by P. Achiuwa),,4,99,90,9,2391.0
8:09.0, ,90-99,Turnover by G. Vincent (offensive foul),,4,99,90,9,2391.0
8:03.0,Personal foul by D. Robinson (drawn by F. VanVleet),90-99, ,,4,99,90,9,2397.0
7:51.0,G. Trent misses 3-pt jump shot from 28 ft,90-99, ,,4,99,90,9,2409.0
7:47.0,Offensive rebound by O. Anunoby,90-99, ,,4,99,90,9,2413.0
7:45.0,F. VanVleet misses 3-pt jump shot from 26 ft,90-99, ,,4,99,90,9,2415.0
7:45.0, ,90-99,Defensive rebound by B. Adebayo,,4,99,90,9,2415.0
7:32.0, ,90-99,K. Lowry misses 3-pt jump shot from 25 ft,,4,99,90,9,2428.0
7:27.0,Defensive rebound by F. VanVleet,90-99, ,,4,99,90,9,2433.0
7:25.0,F. VanVleet makes 2-pt layup from 2 ft,92-99, ,,4,99,92,7,2435.0
7:25.0, ,92-99,Violation by Team (def goaltending),,4,99,92,7,2435.0
7:03.0, ,92-101,D. Robinson makes 2-pt jump shot from 11 ft (assist by K. Lowry),,4,101,92,9,2457.0
6:46.0,Offensive foul by P. Achiuwa (drawn by D. Robinson),92-101, ,,4,101,92,9,2474.0
6:46.0,Turnover by P. Achiuwa (offensive foul),92-101, ,,4,101,92,9,2474.0
6:46.0, ,92-101,Miami full timeout,,4,101,92,9,2474.0
6:46.0,P. Siakam enters the game for M. Flynn,92-101, ,,4,101,92,9,2474.0
6:34.0, ,92-101,D. Robinson misses 2-pt layup from 5 ft (block by G. Trent),,4,101,92,9,2486.0
6:34.0, ,92-101,Offensive rebound by Team,,4,101,92,9,2486.0
6:34.0, ,92-101,J. Butler enters the game for K. Lowry,,4,101,92,9,2486.0
6:34.0, ,92-101,T. Herro enters the game for D. Robinson,,4,101,92,9,2486.0
6:26.0, ,92-103,T. Herro makes 2-pt layup from 2 ft,,4,103,92,11,2494.0
6:07.0,Personal foul by T. Herro (drawn by F. VanVleet),92-103, ,,4,103,92,11,2513.0
6:07.0, ,92-103,K. Lowry enters the game for T. Herro,,4,103,92,11,2513.0
5:55.0,G. Trent makes 3-pt jump shot from 26 ft (assist by P. Siakam),95-103, ,,4,103,95,8,2525.0
5:53.0,Violation by Team (delay of game),95-103, ,,4,103,95,8,2527.0
5:28.0, ,95-105,B. Adebayo makes 2-pt jump shot from 7 ft,,4,105,95,10,2552.0
5:05.0,G. Trent makes 2-pt jump shot from 17 ft (assist by P. Siakam),97-105, ,,4,105,97,8,2575.0
4:41.0, ,97-105,J. Butler misses 2-pt layup from 5 ft,,4,105,97,8,2599.0
4:37.0,Defensive rebound by P. Siakam,97-105, ,,4,105,97,8,2603.0
4:35.0,G. Trent misses 3-pt jump shot from 22 ft,97-105, ,,4,105,97,8,2605.0
4:31.0, ,97-105,Defensive rebound by J. Butler,,4,105,97,8,2609.0
4:29.0, ,97-105,Shooting foul by O. Anunoby (drawn by J. Butler),,4,105,97,8,2611.0
4:29.0, ,97-106,J. Butler makes free throw 1 of 2,,4,106,97,9,2611.0
4:29.0, ,97-107,J. Butler makes free throw 2 of 2,,4,107,97,10,2611.0
4:10.0,P. Siakam makes 2-pt layup from 2 ft,99-107, ,,4,107,99,8,2630.0
4:02.0, ,99-107,K. Lowry misses 3-pt jump shot from 28 ft,,4,107,99,8,2638.0
4:01.0, ,99-107,Offensive rebound by Team,,4,107,99,8,2639.0
3:44.0, ,99-107,B. Adebayo misses 2-pt jump shot from 13 ft,,4,107,99,8,2656.0
3:41.0,Defensive rebound by P. Achiuwa,99-107, ,,4,107,99,8,2659.0
3:30.0,G. Trent misses 2-pt jump shot from 11 ft,99-107, ,,4,107,99,8,2670.0
3:28.0, ,99-107,Defensive rebound by G. Vincent,,4,107,99,8,2672.0
3:25.0, ,99-107,Miami full timeout,,4,107,99,8,2675.0
3:12.0, ,99-107,J. Butler misses 2-pt jump shot from 9 ft,,4,107,99,8,2688.0
3:10.0,Defensive rebound by P. Achiuwa,99-107, ,,4,107,99,8,2690.0
2:57.0,P. Achiuwa misses 3-pt jump shot from 23 ft,99-107, ,,4,107,99,8,2703.0
2:54.0, ,99-107,Defensive rebound by K. Lowry,,4,107,99,8,2706.0
2:48.0,Violation by Team (kicked ball),99-107, ,,4,107,99,8,2712.0
2:48.0, ,99-107,T. Herro enters the game for G. Vincent,,4,107,99,8,2712.0
2:35.0, ,99-107,Personal foul by O. Anunoby (drawn by J. Butler),,4,107,99,8,2725.0
2:25.0, ,99-109,M. Strus makes 2-pt dunk at rim (assist by K. Lowry),,4,109,99,10,2735.0
1:56.0,O. Anunoby misses 3-pt jump shot from 24 ft,99-109, ,,4,109,99,10,2764.0
1:53.0, ,99-109,Defensive rebound by T. Herro,,4,109,99,10,2767.0
1:49.0, ,99-109,J. Butler misses 2-pt dunk from 2 ft,,4,109,99,10,2771.0
1:46.0,Defensive rebound by P. Achiuwa,99-109, ,,4,109,99,10,2774.0
1:43.0,O. Anunoby misses 2-pt layup from 1 ft (block by M. Strus),99-109, ,,4,109,99,10,2777.0
1:43.0, ,99-109,Defensive rebound by T. Herro,,4,109,99,10,2777.0
1:21.0, ,99-109,M. Strus misses 2-pt jump shot from 7 ft,,4,109,99,10,2799.0
1:19.0,Defensive rebound by P. Siakam,99-109, ,,4,109,99,10,2801.0
1:18.0,Shooting foul by K. Lowry (drawn by P. Siakam),99-109, ,,4,109,99,10,2802.0
1:18.0,P. Siakam makes free throw 1 of 2,100-109, ,,4,109,100,9,2802.0
1:18.0,P. Siakam makes free throw 2 of 2,101-109, ,,4,109,101,8,2802.0
1:18.0, ,101-109,G. Vincent enters the game for M. Strus,,4,109,101,8,2802.0
1:14.0,Jump ball: T. Herro vs. O. Anunoby (K. Lowry gains possession),101-109,,,4,109,101,8,2806.0
1:11.0, ,101-109,Turnover by K. Lowry (bad pass; steal by P. Siakam),,4,109,101,8,2809.0
1:04.0,G. Trent misses 3-pt jump shot from 23 ft,101-109, ,,4,109,101,8,2816.0
1:04.0,Offensive rebound by P. Siakam,101-109, ,,4,109,101,8,2816.0
1:04.0,P. Siakam makes 2-pt layup from 2 ft,103-109, ,,4,109,103,6,2816.0
1:03.0, ,103-109,Miami full timeout,,4,109,103,6,2817.0
0:41.0, ,103-111,K. Lowry makes 2-pt layup from 1 ft (assist by J. Butler),,4,111,103,8,2839.0
0:41.0,Toronto full timeout,103-111, ,,4,111,103,8,2839.0
0:41.0, ,103-111,M. Strus enters the game for T. Herro,,4,111,103,8,2839.0
0:40.0,Instant Replay (Request: Ruling Stands),103-111, ,,4,111,103,8,2840.0
0:32.0,Personal foul by B. Adebayo (drawn by P. Achiuwa),103-111, ,,4,111,103,8,2848.0
0:32.0,P. Achiuwa makes free throw 1 of 2,104-111, ,,4,111,104,7,2848.0
0:32.0,P. Achiuwa makes free throw 2 of 2,105-111, ,,4,111,105,6,2848.0
0:21.0, ,105-111,Turnover by J. Butler (traveling),,4,111,105,6,2859.0
0:13.0,O. Anunoby makes 3-pt jump shot from 27 ft (assist by F. VanVleet),108-111, ,,4,111,108,3,2867.0
0:10.0, ,108-111,Personal foul by P. Siakam (drawn by J. Butler),,4,111,108,3,2870.0
0:10.0, ,108-112,J. Butler makes free throw 1 of 2,,4,112,108,4,2870.0
0:10.0, ,108-112,J. Butler misses free throw 2 of 2,,4,112,108,4,2870.0
0:07.0,Defensive rebound by P. Achiuwa,108-112, ,,4,112,108,4,2873.0
0:02.0,P. Siakam misses 2-pt layup from 2 ft,108-112, ,,4,112,108,4,2878.0
0:02.0,Offensive rebound by P. Achiuwa,108-112, ,,4,112,108,4,2878.0
0:02.0,Shooting foul by J. Butler (drawn by P. Achiuwa),108-112, ,,4,112,108,4,2878.0
0:02.0,P. Achiuwa misses free throw 1 of 2,108-112, ,,4,112,108,4,2878.0
0:02.0,Offensive rebound by Team,108-112, ,,4,112,108,4,2878.0
0:02.0, ,108-112,D. Dedmon enters the game for M. Strus,,4,112,108,4,2878.0
0:02.0,P. Achiuwa makes free throw 2 of 2,109-112, ,,4,112,109,3,2878.0
0:00.0,End of 4th quarter,109-112,,,4,112,109,3,2880.0
