Time,Orlando,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:42.0,F. Wagner makes 3-pt jump shot from 24 ft (assist by J. Suggs),72-73, ,,3,73,72,1,1998.0
2:23.0, ,72-73,Turnover by K. Lowry (bad pass),,3,73,72,1,2017.0
2:23.0, ,72-73,Loose ball foul by O. Robinson (drawn by J. Suggs),,3,73,72,1,2017.0
2:23.0, ,72-73,B. Adebayo enters the game for J. Butler,,3,73,72,1,2017.0
2:23.0, ,72-73,C. Martin enters the game for O. Robinson,,3,73,72,1,2017.0
2:11.0,J. Suggs misses 3-pt jump shot from 25 ft,72-73, ,,3,73,72,1,2029.0
2:10.0, ,72-73,Defensive rebound by Team,,3,73,72,1,2030.0
1:54.0, ,72-73,V. Oladipo misses 3-pt jump shot from 25 ft,,3,73,72,1,2046.0
1:54.0, ,72-73,Offensive rebound by Team,,3,73,72,1,2046.0
1:54.0,Loose ball foul by M. Wagner (drawn by B. Adebayo),72-73, ,,3,73,72,1,2046.0
1:54.0, ,72-73,G. Vincent enters the game for K. Lowry,,3,73,72,1,2046.0
1:45.0, ,72-73,M. Strus misses 2-pt jump shot from 10 ft,,3,73,72,1,2055.0
1:40.0,Defensive rebound by B. Bol,72-73, ,,3,73,72,1,2060.0
1:34.0, ,72-73,Violation by Team (kicked ball),,3,73,72,1,2066.0
1:24.0,M. Wagner makes 2-pt layup from 5 ft (assist by C. Anthony),74-73, ,Lead change,3,73,74,-1,2076.0
1:24.0,Shooting foul by G. Vincent (drawn by M. Wagner),74-73, ,,3,73,74,-1,2076.0
1:24.0,M. Wagner makes free throw 1 of 1,75-73, ,,3,73,75,-2,2076.0
1:03.0, ,75-73,C. Martin misses 3-pt jump shot from 26 ft,,3,73,75,-2,2097.0
1:02.0,Defensive rebound by Team,75-73, ,,3,73,75,-2,2098.0
0:50.0,Shooting foul by C. Martin (drawn by C. Anthony),75-73, ,,3,73,75,-2,2110.0
0:50.0,C. Anthony makes free throw 1 of 2,76-73, ,,3,73,76,-3,2110.0
0:50.0,C. Anthony makes free throw 2 of 2,77-73, ,,3,73,77,-4,2110.0
0:35.0, ,77-73,Turnover by M. Strus (step out of bounds),,3,73,77,-4,2125.0
0:31.0,J. Suggs misses 3-pt jump shot from 26 ft,77-73, ,,3,73,77,-4,2129.0
0:27.0, ,77-73,Defensive rebound by C. Martin,,3,73,77,-4,2133.0
0:10.0, ,77-73,V. Oladipo misses 2-pt jump shot from 11 ft,,3,73,77,-4,2150.0
0:06.0,Defensive rebound by C. Anthony,77-73, ,,3,73,77,-4,2154.0
0:00.0,Shooting foul by M. Strus (drawn by J. Suggs),77-73, ,,3,73,77,-4,2160.0
0:00.0,J. Suggs makes free throw 1 of 2,78-73, ,,3,73,78,-5,2160.0
0:00.0,J. Suggs makes free throw 2 of 2,79-73, ,,3,73,79,-6,2160.0
0:00.0,End of 3rd quarter,79-73,,,3,73,79,-6,2160.0
12:00.0,Start of 4th quarter,79-73,,,4,73,79,-6,2160.0
11:42.0,M. Wagner makes 2-pt dunk from 2 ft (assist by J. Suggs),81-73, ,,4,73,81,-8,2178.0
11:19.0, ,81-76,M. Strus makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,4,76,81,-5,2201.0
11:00.0,F. Wagner misses 2-pt jump shot from 7 ft,81-76, ,,4,76,81,-5,2220.0
10:57.0, ,81-76,Defensive rebound by C. Martin,,4,76,81,-5,2223.0
10:47.0,Violation by Team (kicked ball),81-76, ,,4,76,81,-5,2233.0
10:40.0, ,81-76,Shooting foul by M. Wagner (drawn by G. Vincent),,4,76,81,-5,2240.0
10:40.0, ,81-77,G. Vincent makes free throw 1 of 2,,4,77,81,-4,2240.0
10:40.0, ,81-78,G. Vincent makes free throw 2 of 2,,4,78,81,-3,2240.0
10:31.0,C. Anthony misses 3-pt jump shot from 27 ft,81-78, ,,4,78,81,-3,2249.0
10:28.0, ,81-78,Defensive rebound by Team,,4,78,81,-3,2252.0
10:14.0, ,81-78,M. Strus misses 3-pt jump shot from 26 ft,,4,78,81,-3,2266.0
10:10.0,Defensive rebound by M. Wagner,81-78, ,,4,78,81,-3,2270.0
10:01.0,F. Wagner makes 2-pt layup from 2 ft,83-78, ,,4,78,83,-5,2279.0
9:45.0, ,83-81,G. Vincent makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,4,81,83,-2,2295.0
9:30.0,Turnover by M. Wagner (lost ball; steal by V. Oladipo),83-81, ,,4,81,83,-2,2310.0
9:23.0, ,83-84,G. Vincent makes 3-pt jump shot from 27 ft (assist by C. Martin),Lead change,4,84,83,1,2317.0
9:21.0,Orlando full timeout,83-84, ,,4,84,83,1,2319.0
9:21.0,P. Banchero enters the game for F. Wagner,83-84, ,,4,84,83,1,2319.0
9:21.0,W. Carter enters the game for M. Wagner,83-84, ,,4,84,83,1,2319.0
9:08.0,Turnover by P. Banchero (bad pass),83-84, ,,4,84,83,1,2332.0
8:52.0, ,83-86,V. Oladipo makes 2-pt jump shot from 16 ft (assist by B. Adebayo),,4,86,83,3,2348.0
8:38.0,Personal foul by V. Oladipo (drawn by C. Anthony),83-86, ,,4,86,83,3,2362.0
8:30.0,B. Bol misses 3-pt jump shot from 24 ft,83-86, ,,4,86,83,3,2370.0
8:27.0, ,83-86,Defensive rebound by M. Strus,,4,86,83,3,2373.0
8:25.0, ,83-86,Personal foul by C. Anthony (drawn by V. Oladipo),,4,86,83,3,2375.0
8:16.0, ,83-86,G. Vincent misses 3-pt jump shot from 26 ft,,4,86,83,3,2384.0
8:12.0,Defensive rebound by P. Banchero,83-86, ,,4,86,83,3,2388.0
8:08.0,Shooting foul by V. Oladipo (drawn by P. Banchero),83-86, ,,4,86,83,3,2392.0
8:08.0,P. Banchero makes free throw 1 of 2,84-86, ,,4,86,84,2,2392.0
8:08.0,P. Banchero makes free throw 2 of 2,85-86, ,,4,86,85,1,2392.0
7:55.0, ,85-86,G. Vincent misses 2-pt jump shot from 18 ft,,4,86,85,1,2405.0
7:52.0,Defensive rebound by B. Bol,85-86, ,,4,86,85,1,2408.0
7:36.0,Turnover by P. Banchero (bad pass; steal by M. Strus),85-86, ,,4,86,85,1,2424.0
7:34.0, ,85-86,Shooting foul by W. Carter (drawn by M. Strus),,4,86,85,1,2426.0
7:34.0, ,85-87,M. Strus makes free throw 1 of 2,,4,87,85,2,2426.0
7:34.0, ,85-88,M. Strus makes free throw 2 of 2,,4,88,85,3,2426.0
7:19.0,W. Carter makes 2-pt jump shot from 16 ft (assist by J. Suggs),87-88, ,,4,88,87,1,2441.0
6:59.0, ,87-88,Personal foul by B. Bol (drawn by M. Strus),,4,88,87,1,2461.0
6:59.0,M. Fultz enters the game for B. Bol,87-88, ,,4,88,87,1,2461.0
6:59.0,G. Harris enters the game for J. Suggs,87-88, ,,4,88,87,1,2461.0
6:52.0, ,87-88,V. Oladipo misses 2-pt layup from 4 ft,,4,88,87,1,2468.0
6:49.0,Defensive rebound by C. Anthony,87-88, ,,4,88,87,1,2471.0
6:42.0,Turnover by C. Anthony (bad pass; steal by C. Martin),87-88, ,,4,88,87,1,2478.0
6:34.0, ,87-90,C. Martin makes 2-pt layup from 3 ft,,4,90,87,3,2486.0
6:14.0,C. Anthony misses 3-pt jump shot from 23 ft,87-90, ,,4,90,87,3,2506.0
6:11.0, ,87-90,Defensive rebound by C. Martin,,4,90,87,3,2509.0
6:00.0, ,87-92,C. Martin makes 2-pt layup from 2 ft (assist by B. Adebayo),,4,92,87,5,2520.0
6:00.0,Orlando full timeout,87-92, ,,4,92,87,5,2520.0
6:00.0,F. Wagner enters the game for C. Anthony,87-92, ,,4,92,87,5,2520.0
6:00.0, ,87-92,J. Butler enters the game for V. Oladipo,,4,92,87,5,2520.0
5:38.0,G. Harris misses 3-pt jump shot from 23 ft,87-92, ,,4,92,87,5,2542.0
5:31.0, ,87-92,Defensive rebound by C. Martin,,4,92,87,5,2549.0
5:10.0, ,87-92,B. Adebayo misses 2-pt jump shot from 8 ft,,4,92,87,5,2570.0
5:07.0,Defensive rebound by W. Carter,87-92, ,,4,92,87,5,2573.0
5:00.0,Offensive foul by W. Carter (drawn by G. Vincent),87-92, ,,4,92,87,5,2580.0
5:00.0,Turnover by W. Carter (offensive foul),87-92, ,,4,92,87,5,2580.0
4:48.0, ,87-92,Turnover by G. Vincent (bad pass),,4,92,87,5,2592.0
4:38.0,M. Fultz makes 2-pt layup from 3 ft,89-92, ,,4,92,89,3,2602.0
4:19.0, ,89-95,M. Strus makes 3-pt jump shot from 27 ft (assist by J. Butler),,4,95,89,6,2621.0
3:59.0,P. Banchero makes 2-pt layup from 3 ft,91-95, ,,4,95,91,4,2641.0
3:59.0,Shooting foul by B. Adebayo (drawn by P. Banchero),91-95, ,,4,95,91,4,2641.0
3:59.0,P. Banchero makes free throw 1 of 1,92-95, ,,4,95,92,3,2641.0
3:55.0, ,92-95,Miami full timeout,,4,95,92,3,2645.0
3:55.0, ,92-95,T. Herro enters the game for G. Vincent,,4,95,92,3,2645.0
3:40.0, ,92-95,M. Strus misses 3-pt jump shot from 26 ft,,4,95,92,3,2660.0
3:38.0,Defensive rebound by M. Fultz,92-95, ,,4,95,92,3,2662.0
3:34.0,M. Fultz misses 2-pt layup from 2 ft (block by C. Martin),92-95, ,,4,95,92,3,2666.0
3:30.0, ,92-95,Defensive rebound by J. Butler,,4,95,92,3,2670.0
3:20.0, ,92-95,J. Butler misses 2-pt jump shot from 7 ft,,4,95,92,3,2680.0
3:15.0,Defensive rebound by W. Carter,92-95, ,,4,95,92,3,2685.0
3:08.0,P. Banchero misses 2-pt layup from 4 ft (block by B. Adebayo),92-95, ,,4,95,92,3,2692.0
3:04.0, ,92-95,Defensive rebound by B. Adebayo,,4,95,92,3,2696.0
3:03.0, ,92-97,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Butler),,4,97,92,5,2697.0
2:41.0,Shooting foul by B. Adebayo (drawn by P. Banchero),92-97, ,,4,97,92,5,2719.0
2:41.0,P. Banchero makes free throw 1 of 2,93-97, ,,4,97,93,4,2719.0
2:41.0,P. Banchero misses free throw 2 of 2,93-97, ,,4,97,93,4,2719.0
2:38.0, ,93-97,Defensive rebound by C. Martin,,4,97,93,4,2722.0
2:22.0, ,93-97,Turnover by B. Adebayo (traveling),,4,97,93,4,2738.0
2:13.0,Shooting foul by M. Strus (drawn by F. Wagner),93-97, ,,4,97,93,4,2747.0
2:13.0,F. Wagner makes free throw 1 of 2,94-97, ,,4,97,94,3,2747.0
2:13.0,F. Wagner makes free throw 2 of 2,95-97, ,,4,97,95,2,2747.0
1:53.0, ,95-99,C. Martin makes 2-pt layup from 5 ft (assist by J. Butler),,4,99,95,4,2767.0
1:46.0,W. Carter makes 3-pt jump shot from 25 ft (assist by F. Wagner),98-99, ,,4,99,98,1,2774.0
1:29.0, ,98-101,J. Butler makes 2-pt jump shot from 4 ft,,4,101,98,3,2791.0
1:29.0, ,98-101,Shooting foul by W. Carter (drawn by J. Butler),,4,101,98,3,2791.0
1:29.0, ,98-102,J. Butler makes free throw 1 of 1,,4,102,98,4,2791.0
1:17.0,Turnover by M. Fultz (traveling),98-102, ,,4,102,98,4,2803.0
0:58.0, ,98-102,Personal foul by W. Carter (drawn by B. Adebayo),,4,102,98,4,2822.0
0:58.0, ,98-103,B. Adebayo makes free throw 1 of 2,,4,103,98,5,2822.0
0:58.0, ,98-104,B. Adebayo makes free throw 2 of 2,,4,104,98,6,2822.0
0:53.0,G. Harris makes 3-pt jump shot from 26 ft (assist by M. Fultz),101-104, ,,4,104,101,3,2827.0
0:34.0, ,101-106,J. Butler makes 2-pt jump shot from 8 ft,,4,106,101,5,2846.0
0:34.0,Orlando full timeout,101-106, ,,4,106,101,5,2846.0
0:28.0,Shooting foul by J. Butler (drawn by P. Banchero),101-106, ,,4,106,101,5,2852.0
0:28.0,P. Banchero makes free throw 1 of 3,102-106, ,,4,106,102,4,2852.0
0:28.0,P. Banchero makes free throw 2 of 3,103-106, ,,4,106,103,3,2852.0
0:28.0,P. Banchero misses free throw 3 of 3,103-106, ,,4,106,103,3,2852.0
0:26.0, ,103-106,Defensive rebound by T. Herro,,4,106,103,3,2854.0
0:24.0, ,103-106,Personal foul by W. Carter (drawn by J. Butler),,4,106,103,3,2856.0
0:24.0,C. Anthony enters the game for W. Carter,103-106, ,,4,106,103,3,2856.0
0:24.0, ,103-106,J. Butler misses free throw 1 of 2,,4,106,103,3,2856.0
0:24.0, ,103-106,Offensive rebound by Team,,4,106,103,3,2856.0
0:24.0, ,103-107,J. Butler makes free throw 2 of 2,,4,107,103,4,2856.0
0:17.0,M. Fultz makes 2-pt layup from 3 ft,105-107, ,,4,107,105,2,2863.0
0:13.0, ,105-107,Personal take foul by M. Fultz (drawn by T. Herro),,4,107,105,2,2867.0
0:13.0, ,105-108,T. Herro makes free throw 1 of 2,,4,108,105,3,2867.0
0:13.0, ,105-109,T. Herro makes free throw 2 of 2,,4,109,105,4,2867.0
0:10.0,P. Banchero misses 3-pt jump shot from 28 ft,105-109, ,,4,109,105,4,2870.0
0:06.0, ,105-109,Defensive rebound by J. Butler,,4,109,105,4,2874.0
0:04.0, ,105-109,Personal take foul by F. Wagner (drawn by J. Butler),,4,109,105,4,2876.0
0:04.0, ,105-110,J. Butler makes free throw 1 of 2,,4,110,105,5,2876.0
0:04.0, ,105-110,J. Butler misses free throw 2 of 2,,4,110,105,5,2876.0
0:03.0,Defensive rebound by M. Fultz,105-110, ,,4,110,105,5,2877.0
0:03.0,Orlando full timeout,105-110, ,,4,110,105,5,2877.0
0:03.0,Turnover by C. Anthony (bad pass; steal by J. Butler),105-110, ,,4,110,105,5,2877.0
0:00.0,End of 4th quarter,105-110,,,4,110,105,5,2880.0
