Time,Brooklyn,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:45.0, ,98-80,Defensive rebound by C. Martin,,3,80,98,-18,2055.0
1:34.0, ,98-80,Turnover by K. Lowry (bad pass; steal by R. O'Neale),,3,80,98,-18,2066.0
1:31.0,D. Sharpe makes 2-pt dunk from 1 ft (assist by R. O'Neale),100-80, ,,3,80,100,-20,2069.0
1:19.0, ,100-82,J. Butler makes 2-pt jump shot from 9 ft,,3,82,100,-18,2081.0
1:19.0, ,100-82,Shooting foul by D. Finney-Smith (drawn by J. Butler),,3,82,100,-18,2081.0
1:19.0,N. Claxton enters the game for M. Bridges,100-82, ,,3,82,100,-18,2081.0
1:19.0,E. Sumner enters the game for D. Sharpe,100-82, ,,3,82,100,-18,2081.0
1:19.0, ,100-82,B. Adebayo enters the game for H. Highsmith,,3,82,100,-18,2081.0
1:19.0, ,100-83,J. Butler makes free throw 1 of 1,,3,83,100,-17,2081.0
0:59.0,S. Dinwiddie misses 2-pt jump shot from 11 ft,100-83, ,,3,83,100,-17,2101.0
0:54.0, ,100-83,Defensive rebound by B. Adebayo,,3,83,100,-17,2106.0
0:52.0, ,100-83,K. Lowry misses 2-pt layup from 8 ft (block by N. Claxton),,3,83,100,-17,2108.0
0:52.0, ,100-83,Offensive rebound by Team,,3,83,100,-17,2108.0
0:52.0, ,100-83,T. Herro enters the game for J. Butler,,3,83,100,-17,2108.0
0:51.0, ,100-85,T. Herro makes 2-pt layup from 3 ft (assist by K. Lowry),,3,85,100,-15,2109.0
0:25.0,E. Sumner misses 2-pt layup from 6 ft,100-85, ,,3,85,100,-15,2135.0
0:21.0,Offensive rebound by S. Dinwiddie,100-85, ,,3,85,100,-15,2139.0
0:13.0,R. O'Neale misses 3-pt jump shot from 26 ft,100-85, ,,3,85,100,-15,2147.0
0:09.0,Offensive rebound by N. Claxton,100-85, ,,3,85,100,-15,2151.0
0:09.0,N. Claxton makes 2-pt hook shot from 8 ft,102-85, ,,3,85,102,-17,2151.0
0:04.0, ,102-85,Shooting foul by N. Claxton (drawn by C. Martin),,3,85,102,-17,2156.0
0:04.0, ,102-86,C. Martin makes free throw 1 of 2,,3,86,102,-16,2156.0
0:04.0,M. Bridges enters the game for S. Dinwiddie,102-86, ,,3,86,102,-16,2156.0
0:04.0, ,102-86,H. Highsmith enters the game for M. Strus,,3,86,102,-16,2156.0
0:04.0, ,102-87,C. Martin makes free throw 2 of 2,,3,87,102,-15,2156.0
0:00.0,E. Sumner makes 2-pt layup from 10 ft,104-87, ,,3,87,104,-17,2160.0
0:00.0,Instant Replay (Request: Ruling Stands),104-87, ,,3,87,104,-17,2160.0
0:00.0,End of 3rd quarter,104-87,,,3,87,104,-17,2160.0
12:00.0,Start of 4th quarter,104-87,,,4,87,104,-17,2160.0
11:36.0,R. O'Neale misses 2-pt layup from 6 ft,104-87, ,,4,87,104,-17,2184.0
11:33.0, ,104-87,Defensive rebound by C. Martin,,4,87,104,-17,2187.0
11:22.0, ,104-87,B. Adebayo misses 2-pt hook shot from 4 ft (block by R. O'Neale),,4,87,104,-17,2198.0
11:18.0,Defensive rebound by R. O'Neale,104-87, ,,4,87,104,-17,2202.0
11:08.0,M. Bridges misses 2-pt jump shot from 10 ft,104-87, ,,4,87,104,-17,2212.0
11:03.0, ,104-87,Defensive rebound by M. Strus,,4,87,104,-17,2217.0
10:55.0, ,104-87,B. Adebayo misses 2-pt jump shot from 12 ft,,4,87,104,-17,2225.0
10:49.0,Defensive rebound by N. Claxton,104-87, ,,4,87,104,-17,2231.0
10:42.0,N. Claxton makes 2-pt dunk from 3 ft (assist by M. Bridges),106-87, ,,4,87,106,-19,2238.0
10:42.0,Shooting foul by C. Martin (drawn by N. Claxton),106-87, ,,4,87,106,-19,2238.0
10:42.0,N. Claxton makes free throw 1 of 1,107-87, ,,4,87,107,-20,2238.0
10:28.0, ,107-90,K. Lowry makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,4,90,107,-17,2252.0
10:11.0,M. Bridges misses 2-pt jump shot from 16 ft,107-90, ,,4,90,107,-17,2269.0
10:09.0, ,107-90,Defensive rebound by C. Martin,,4,90,107,-17,2271.0
10:03.0, ,107-90,Turnover by C. Martin (bad pass; steal by M. Bridges),,4,90,107,-17,2277.0
9:59.0,M. Bridges misses 2-pt layup from 8 ft (block by K. Lowry),107-90, ,,4,90,107,-17,2281.0
9:59.0,Offensive rebound by E. Sumner,107-90, ,,4,90,107,-17,2281.0
9:59.0,Shooting foul by B. Adebayo (drawn by E. Sumner),107-90, ,,4,90,107,-17,2281.0
9:59.0,E. Sumner makes free throw 1 of 2,108-90, ,,4,90,108,-18,2281.0
9:59.0,E. Sumner makes free throw 2 of 2,109-90, ,,4,90,109,-19,2281.0
9:48.0, ,109-90,C. Martin misses 3-pt jump shot from 23 ft,,4,90,109,-19,2292.0
9:47.0, ,109-90,Offensive rebound by B. Adebayo,,4,90,109,-19,2293.0
9:47.0, ,109-90,Personal foul by E. Sumner (drawn by B. Adebayo),,4,90,109,-19,2293.0
9:41.0, ,109-90,K. Lowry misses 3-pt jump shot from 26 ft,,4,90,109,-19,2299.0
9:37.0,Defensive rebound by N. Claxton,109-90, ,,4,90,109,-19,2303.0
9:29.0,J. Harris makes 3-pt jump shot from 25 ft (assist by N. Claxton),112-90, ,,4,90,112,-22,2311.0
9:16.0, ,112-90,Personal foul by M. Bridges (drawn by B. Adebayo),,4,90,112,-22,2324.0
9:04.0, ,112-90,M. Strus misses 3-pt jump shot from 22 ft,,4,90,112,-22,2336.0
8:57.0, ,112-90,Offensive rebound by M. Strus,,4,90,112,-22,2343.0
8:55.0, ,112-92,T. Herro makes 2-pt jump shot from 11 ft,,4,92,112,-20,2345.0
8:55.0,Brooklyn full timeout,112-92, ,,4,92,112,-20,2345.0
8:33.0,J. Harris misses 3-pt jump shot from 25 ft,112-92, ,,4,92,112,-20,2367.0
8:31.0, ,112-92,Defensive rebound by Team,,4,92,112,-20,2369.0
8:31.0, ,112-92,J. Butler enters the game for C. Martin,,4,92,112,-20,2369.0
8:15.0, ,112-92,J. Butler misses 3-pt jump shot from 23 ft,,4,92,112,-20,2385.0
8:13.0,Defensive rebound by Team,112-92, ,,4,92,112,-20,2387.0
8:13.0,S. Dinwiddie enters the game for E. Sumner,112-92, ,,4,92,112,-20,2387.0
8:00.0,M. Bridges makes 2-pt jump shot from 7 ft (assist by N. Claxton),114-92, ,,4,92,114,-22,2400.0
7:44.0, ,114-92,T. Herro misses 2-pt jump shot from 15 ft,,4,92,114,-22,2416.0
7:40.0,Defensive rebound by S. Dinwiddie,114-92, ,,4,92,114,-22,2420.0
7:28.0,Shooting foul by M. Strus (drawn by S. Dinwiddie),114-92, ,,4,92,114,-22,2432.0
7:28.0,S. Dinwiddie makes free throw 1 of 2,115-92, ,,4,92,115,-23,2432.0
7:28.0,S. Dinwiddie makes free throw 2 of 2,116-92, ,,4,92,116,-24,2432.0
7:17.0, ,116-92,J. Butler misses 2-pt layup from 5 ft (block by R. O'Neale),,4,92,116,-24,2443.0
7:15.0, ,116-92,Offensive rebound by Team,,4,92,116,-24,2445.0
7:04.0, ,116-92,B. Adebayo misses 2-pt jump shot from 6 ft,,4,92,116,-24,2456.0
7:04.0, ,116-92,Offensive rebound by Team,,4,92,116,-24,2456.0
7:04.0, ,116-92,Turnover by Team (shot clock),,4,92,116,-24,2456.0
6:42.0,Turnover by M. Bridges (bad pass; steal by T. Herro),116-92, ,,4,92,116,-24,2478.0
6:38.0, ,116-92,Turnover by K. Lowry (out of bounds lost ball),,4,92,116,-24,2482.0
6:18.0,S. Dinwiddie makes 3-pt jump shot from 27 ft,119-92, ,,4,92,119,-27,2502.0
6:08.0, ,119-92,Offensive foul by B. Adebayo (drawn by S. Dinwiddie),,4,92,119,-27,2512.0
6:08.0, ,119-92,Turnover by B. Adebayo (offensive foul),,4,92,119,-27,2512.0
6:08.0,Brooklyn full timeout,119-92, ,,4,92,119,-27,2512.0
6:08.0,Instant Replay (Challenge: Ruling Stands),119-92, ,,4,92,119,-27,2512.0
5:44.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),122-92, ,,4,92,122,-30,2536.0
5:26.0, ,122-95,T. Herro makes 3-pt jump shot from 25 ft (assist by M. Strus),,4,95,122,-27,2554.0
4:56.0,M. Bridges makes 2-pt jump shot from 13 ft,124-95, ,,4,95,124,-29,2584.0
4:39.0, ,124-95,T. Herro misses 3-pt jump shot from 27 ft,,4,95,124,-29,2601.0
4:35.0, ,124-95,Offensive rebound by B. Adebayo,,4,95,124,-29,2605.0
4:32.0, ,124-95,Turnover by B. Adebayo (lost ball; steal by M. Bridges),,4,95,124,-29,2608.0
4:10.0,Turnover by M. Bridges (lost ball; steal by T. Herro),124-95, ,,4,95,124,-29,2630.0
3:58.0, ,124-95,B. Adebayo misses 2-pt hook shot from 7 ft,,4,95,124,-29,2642.0
3:55.0, ,124-95,Offensive rebound by B. Adebayo,,4,95,124,-29,2645.0
3:53.0, ,124-97,B. Adebayo makes 2-pt layup from 3 ft,,4,97,124,-27,2647.0
3:31.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,124-97, ,,4,97,124,-27,2669.0
3:30.0,Offensive rebound by R. O'Neale,124-97, ,,4,97,124,-27,2670.0
3:30.0,Personal foul by K. Lowry (drawn by R. O'Neale),124-97, ,,4,97,124,-27,2670.0
3:30.0,D. Sharpe enters the game for N. Claxton,124-97, ,,4,97,124,-27,2670.0
3:30.0,D. Smith enters the game for S. Dinwiddie,124-97, ,,4,97,124,-27,2670.0
3:30.0, ,124-97,H. Highsmith enters the game for B. Adebayo,,4,97,124,-27,2670.0
3:30.0, ,124-97,C. Martin enters the game for J. Butler,,4,97,124,-27,2670.0
3:30.0, ,124-97,D. Robinson enters the game for T. Herro,,4,97,124,-27,2670.0
3:30.0, ,124-97,O. Yurtseven enters the game for K. Lowry,,4,97,124,-27,2670.0
3:20.0,J. Harris misses 3-pt jump shot from 26 ft,124-97, ,,4,97,124,-27,2680.0
3:18.0, ,124-97,Defensive rebound by C. Martin,,4,97,124,-27,2682.0
3:00.0, ,124-97,M. Strus misses 2-pt jump shot from 11 ft,,4,97,124,-27,2700.0
2:55.0,Defensive rebound by D. Smith,124-97, ,,4,97,124,-27,2705.0
2:50.0,Brooklyn full timeout,124-97, ,,4,97,124,-27,2710.0
2:50.0,D. Duke enters the game for M. Bridges,124-97, ,,4,97,124,-27,2710.0
2:50.0,Y. Watanabe enters the game for J. Harris,124-97, ,,4,97,124,-27,2710.0
2:39.0,Turnover by D. Duke (traveling),124-97, ,,4,97,124,-27,2721.0
2:20.0, ,124-97,M. Strus misses 3-pt jump shot from 24 ft,,4,97,124,-27,2740.0
2:17.0,Defensive rebound by D. Duke,124-97, ,,4,97,124,-27,2743.0
2:04.0,Y. Watanabe makes 3-pt jump shot from 26 ft (assist by D. Sharpe),127-97, ,,4,97,127,-30,2756.0
1:49.0, ,127-97,D. Robinson misses 3-pt jump shot from 26 ft,,4,97,127,-30,2771.0
1:43.0,Defensive rebound by D. Sharpe,127-97, ,,4,97,127,-30,2777.0
1:29.0,Y. Watanabe misses 2-pt hook shot from 4 ft,127-97, ,,4,97,127,-30,2791.0
1:29.0,Offensive rebound by D. Sharpe,127-97, ,,4,97,127,-30,2791.0
1:29.0,Shooting foul by H. Highsmith (drawn by D. Sharpe),127-97, ,,4,97,127,-30,2791.0
1:29.0,D. Sharpe makes free throw 1 of 2,128-97, ,,4,97,128,-31,2791.0
1:29.0,D. Sharpe makes free throw 2 of 2,129-97, ,,4,97,129,-32,2791.0
1:17.0, ,129-97,Personal foul by D. Smith (drawn by C. Martin),,4,97,129,-32,2803.0
1:10.0, ,129-97,H. Highsmith misses 3-pt jump shot from 26 ft,,4,97,129,-32,2810.0
1:06.0,Defensive rebound by D. Sharpe,129-97, ,,4,97,129,-32,2814.0
0:44.0,R. O'Neale misses 2-pt jump shot from 20 ft,129-97, ,,4,97,129,-32,2836.0
0:41.0,Offensive rebound by R. O'Neale,129-97, ,,4,97,129,-32,2839.0
0:40.0,R. O'Neale misses 2-pt layup from 6 ft,129-97, ,,4,97,129,-32,2840.0
0:40.0,Offensive rebound by Team,129-97, ,,4,97,129,-32,2840.0
0:34.0,Y. Watanabe misses 3-pt jump shot from 25 ft,129-97, ,,4,97,129,-32,2846.0
0:31.0, ,129-97,Defensive rebound by O. Yurtseven,,4,97,129,-32,2849.0
0:25.0, ,129-99,O. Yurtseven makes 2-pt layup from 3 ft (assist by M. Strus),,4,99,129,-30,2855.0
0:25.0, ,129-99,Shooting foul by Y. Watanabe (drawn by O. Yurtseven),,4,99,129,-30,2855.0
0:25.0, ,129-100,O. Yurtseven makes free throw 1 of 1,,4,100,129,-29,2855.0
0:01.0,Turnover by Team (shot clock),129-100, ,,4,100,129,-29,2879.0
0:00.0,End of 4th quarter,129-100,,,4,100,129,-29,2880.0
