Time,Indiana,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:41.0, ,78-75,M. Strus misses 3-pt jump shot from 27 ft,,3,75,78,-3,2059.0
1:39.0,Defensive rebound by B. Hield,78-75, ,,3,75,78,-3,2061.0
1:35.0,B. Hield misses 2-pt layup from 2 ft,78-75, ,,3,75,78,-3,2065.0
1:35.0, ,78-75,Defensive rebound by O. Robinson,,3,75,78,-3,2065.0
1:19.0, ,78-75,Def 3 sec tech foul by Team,,3,75,78,-3,2081.0
1:19.0, ,78-76,J. Butler makes technical free throw,,3,76,78,-2,2081.0
1:19.0,O. Brissett enters the game for B. Hield,78-76, ,,3,76,78,-2,2081.0
1:19.0, ,78-76,H. Highsmith enters the game for J. Butler,,3,76,78,-2,2081.0
1:05.0, ,78-76,M. Strus misses 2-pt layup from 4 ft,,3,76,78,-2,2095.0
1:03.0,Defensive rebound by J. Smith,78-76, ,,3,76,78,-2,2097.0
0:52.0,A. Nembhard misses 3-pt jump shot from 23 ft,78-76, ,,3,76,78,-2,2108.0
0:49.0,Offensive rebound by J. Smith,78-76, ,,3,76,78,-2,2111.0
0:46.0,T. Haliburton makes 3-pt jump shot from 27 ft (assist by C. Duarte),81-76, ,,3,76,81,-5,2114.0
0:33.0, ,81-76,O. Robinson misses 2-pt dunk from 4 ft (block by J. Smith),,3,76,81,-5,2127.0
0:32.0, ,81-76,Offensive rebound by Team,,3,76,81,-5,2128.0
0:30.0, ,81-78,T. Herro makes 2-pt jump shot from 12 ft (assist by V. Oladipo),,3,78,81,-3,2130.0
0:30.0, ,81-78,Shooting foul by A. Nembhard (drawn by T. Herro),,3,78,81,-3,2130.0
0:30.0, ,81-79,T. Herro makes free throw 1 of 1,,3,79,81,-2,2130.0
0:12.0,A. Nembhard makes 3-pt jump shot from 25 ft (assist by T. Haliburton),84-79, ,,3,79,84,-5,2148.0
0:05.0, ,84-82,V. Oladipo makes 3-pt jump shot from 28 ft (assist by T. Herro),,3,82,84,-2,2155.0
0:00.0,T. Haliburton misses 3-pt jump shot from 31 ft,84-82, ,,3,82,84,-2,2160.0
0:00.0,Offensive rebound by Team,84-82, ,,3,82,84,-2,2160.0
0:00.0,End of 3rd quarter,84-82,,,3,82,84,-2,2160.0
12:00.0,Start of 4th quarter,84-82,,,4,82,84,-2,2160.0
11:43.0, ,84-82,B. Adebayo misses 2-pt jump shot from 9 ft,,4,82,84,-2,2177.0
11:40.0,Defensive rebound by M. Turner,84-82, ,,4,82,84,-2,2180.0
11:25.0,Turnover by C. Duarte (lost ball; steal by V. Oladipo),84-82, ,,4,82,84,-2,2195.0
11:22.0, ,84-84,H. Highsmith makes 2-pt layup from 3 ft (assist by V. Oladipo),Tie,4,84,84,0,2198.0
11:09.0,B. Hield makes 3-pt jump shot from 26 ft,87-84, ,,4,84,87,-3,2211.0
10:47.0, ,87-84,T. Herro misses 3-pt jump shot from 26 ft,,4,84,87,-3,2233.0
10:45.0,Defensive rebound by O. Brissett,87-84, ,,4,84,87,-3,2235.0
10:40.0,B. Hield makes 3-pt jump shot from 25 ft (assist by T. McConnell),90-84, ,,4,84,90,-6,2240.0
10:18.0, ,90-84,B. Adebayo misses 2-pt jump shot from 12 ft,,4,84,90,-6,2262.0
10:16.0,Defensive rebound by M. Turner,90-84, ,,4,84,90,-6,2264.0
9:56.0,C. Duarte misses 3-pt jump shot from 26 ft,90-84, ,,4,84,90,-6,2284.0
9:51.0,Offensive rebound by M. Turner,90-84, ,,4,84,90,-6,2289.0
9:50.0,M. Turner makes 2-pt layup from 3 ft,92-84, ,,4,84,92,-8,2290.0
9:50.0, ,92-84,Miami full timeout,,4,84,92,-8,2290.0
9:34.0, ,92-84,M. Strus misses 3-pt jump shot from 26 ft,,4,84,92,-8,2306.0
9:30.0,Defensive rebound by M. Turner,92-84, ,,4,84,92,-8,2310.0
9:15.0,Turnover by T. McConnell (bad pass; steal by H. Highsmith),92-84, ,,4,84,92,-8,2325.0
9:11.0, ,92-84,Turnover by B. Adebayo (discontinued dribble),,4,84,92,-8,2329.0
8:50.0,O. Brissett misses 3-pt jump shot from 25 ft,92-84, ,,4,84,92,-8,2350.0
8:49.0, ,92-84,Defensive rebound by Team,,4,84,92,-8,2351.0
8:49.0, ,92-84,K. Lowry enters the game for M. Strus,,4,84,92,-8,2351.0
8:32.0, ,92-84,T. Herro misses 2-pt jump shot from 17 ft,,4,84,92,-8,2368.0
8:32.0, ,92-84,Offensive rebound by B. Adebayo,,4,84,92,-8,2368.0
8:21.0, ,92-86,K. Lowry makes 2-pt jump shot from 3 ft,,4,86,92,-6,2379.0
8:21.0,Violation by Team (def goaltending),92-86, ,,4,86,92,-6,2379.0
8:08.0,B. Hield misses 3-pt jump shot from 26 ft,92-86, ,,4,86,92,-6,2392.0
8:05.0,Offensive rebound by T. McConnell,92-86, ,,4,86,92,-6,2395.0
7:59.0,M. Turner makes 2-pt layup from 5 ft (assist by C. Duarte),94-86, ,,4,86,94,-8,2401.0
7:59.0,Shooting foul by V. Oladipo (drawn by M. Turner),94-86, ,,4,86,94,-8,2401.0
7:59.0,A. Nembhard enters the game for B. Hield,94-86, ,,4,86,94,-8,2401.0
7:59.0,M. Turner makes free throw 1 of 1,95-86, ,,4,86,95,-9,2401.0
7:36.0, ,95-88,B. Adebayo makes 2-pt jump shot from 5 ft (assist by H. Highsmith),,4,88,95,-7,2424.0
7:25.0,M. Turner misses 3-pt jump shot from 26 ft,95-88, ,,4,88,95,-7,2435.0
7:22.0, ,95-88,Defensive rebound by T. Herro,,4,88,95,-7,2438.0
7:18.0, ,95-88,T. Herro misses 3-pt jump shot from 25 ft,,4,88,95,-7,2442.0
7:17.0, ,95-88,Offensive rebound by B. Adebayo,,4,88,95,-7,2443.0
7:15.0, ,95-88,H. Highsmith misses 3-pt jump shot from 23 ft,,4,88,95,-7,2445.0
7:13.0, ,95-88,Offensive rebound by Team,,4,88,95,-7,2447.0
7:13.0,Loose ball foul by T. McConnell (drawn by T. Herro),95-88, ,,4,88,95,-7,2447.0
7:13.0,Indiana full timeout,95-88, ,,4,88,95,-7,2447.0
7:13.0,T. Haliburton enters the game for C. Duarte,95-88, ,,4,88,95,-7,2447.0
7:00.0, ,95-88,B. Adebayo misses 2-pt jump shot from 18 ft,,4,88,95,-7,2460.0
6:57.0, ,95-88,Offensive rebound by H. Highsmith,,4,88,95,-7,2463.0
6:50.0, ,95-88,V. Oladipo misses 2-pt jump shot from 15 ft,,4,88,95,-7,2470.0
6:46.0,Defensive rebound by M. Turner,95-88, ,,4,88,95,-7,2474.0
6:41.0,T. Haliburton makes 3-pt jump shot from 26 ft (assist by O. Brissett),98-88, ,,4,88,98,-10,2479.0
6:17.0, ,98-88,V. Oladipo misses 2-pt jump shot from 11 ft,,4,88,98,-10,2503.0
6:14.0,Defensive rebound by M. Turner,98-88, ,,4,88,98,-10,2506.0
6:03.0,T. Haliburton makes 2-pt jump shot from 6 ft,100-88, ,,4,88,100,-12,2517.0
6:02.0, ,100-88,Miami full timeout,,4,88,100,-12,2518.0
5:47.0, ,100-91,T. Herro makes 3-pt jump shot from 26 ft,,4,91,100,-9,2533.0
5:25.0,O. Brissett makes 2-pt layup from 3 ft (assist by M. Turner),102-91, ,,4,91,102,-11,2555.0
5:25.0,Shooting foul by V. Oladipo (drawn by O. Brissett),102-91, ,,4,91,102,-11,2555.0
5:25.0,O. Brissett misses free throw 1 of 1,102-91, ,,4,91,102,-11,2555.0
5:23.0, ,102-91,Defensive rebound by H. Highsmith,,4,91,102,-11,2557.0
5:07.0, ,102-91,T. Herro misses 2-pt layup from 5 ft (block by M. Turner),,4,91,102,-11,2573.0
5:07.0, ,102-91,Offensive rebound by Team,,4,91,102,-11,2573.0
5:06.0, ,102-91,Personal foul by A. Nembhard (drawn by T. Herro),,4,91,102,-11,2574.0
4:52.0, ,102-91,K. Lowry misses 2-pt jump shot from 14 ft,,4,91,102,-11,2588.0
4:49.0, ,102-91,Offensive rebound by K. Lowry,,4,91,102,-11,2591.0
4:49.0, ,102-93,K. Lowry makes 2-pt layup from 3 ft,,4,93,102,-9,2591.0
4:34.0,T. Haliburton makes 2-pt jump shot from 9 ft,104-93, ,,4,93,104,-11,2606.0
4:34.0,Shooting foul by B. Adebayo (drawn by T. Haliburton),104-93, ,,4,93,104,-11,2606.0
4:34.0,T. Haliburton makes free throw 1 of 1,105-93, ,,4,93,105,-12,2606.0
4:24.0, ,105-95,H. Highsmith makes 2-pt layup from 3 ft (assist by T. Herro),,4,95,105,-10,2616.0
4:18.0,Personal foul by H. Highsmith (drawn by T. Haliburton),105-95, ,,4,95,105,-10,2622.0
3:57.0,T. Haliburton misses 3-pt jump shot from 27 ft,105-95, ,,4,95,105,-10,2643.0
3:54.0, ,105-95,Defensive rebound by B. Adebayo,,4,95,105,-10,2646.0
3:50.0, ,105-98,K. Lowry makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,4,98,105,-7,2650.0
3:47.0,Indiana full timeout,105-98, ,,4,98,105,-7,2653.0
3:30.0,A. Nembhard misses 2-pt layup from 3 ft,105-98, ,,4,98,105,-7,2670.0
3:27.0,Offensive rebound by O. Brissett,105-98, ,,4,98,105,-7,2673.0
3:26.0,Personal foul by V. Oladipo (drawn by T. Haliburton),105-98, ,,4,98,105,-7,2674.0
3:26.0,T. Haliburton makes free throw 1 of 2,106-98, ,,4,98,106,-8,2674.0
3:26.0,T. Haliburton makes free throw 2 of 2,107-98, ,,4,98,107,-9,2674.0
3:18.0, ,107-98,Personal foul by T. McConnell (drawn by T. Herro),,4,98,107,-9,2682.0
3:05.0,Violation by Team (kicked ball),107-98, ,,4,98,107,-9,2695.0
2:49.0, ,107-98,H. Highsmith misses 2-pt hook shot from 4 ft,,4,98,107,-9,2711.0
2:47.0,Defensive rebound by O. Brissett,107-98, ,,4,98,107,-9,2713.0
2:38.0,T. McConnell misses 2-pt jump shot from 4 ft,107-98, ,,4,98,107,-9,2722.0
2:36.0, ,107-98,Defensive rebound by H. Highsmith,,4,98,107,-9,2724.0
2:30.0, ,107-101,T. Herro makes 3-pt jump shot from 29 ft,,4,101,107,-6,2730.0
2:13.0,Turnover by T. Haliburton (bad pass),107-101, ,,4,101,107,-6,2747.0
1:57.0, ,107-103,H. Highsmith makes 2-pt layup from 2 ft,,4,103,107,-4,2763.0
1:49.0,Indiana full timeout,107-103, ,,4,103,107,-4,2771.0
1:49.0,B. Hield enters the game for T. McConnell,107-103, ,,4,103,107,-4,2771.0
1:42.0,A. Nembhard misses 3-pt jump shot from 25 ft,107-103, ,,4,103,107,-4,2778.0
1:38.0, ,107-103,Defensive rebound by Team,,4,103,107,-4,2782.0
1:38.0,Jump ball: K. Lowry vs. B. Hield (T. Herro gains possession),107-103,,,4,103,107,-4,2782.0
1:21.0, ,107-103,B. Adebayo misses 2-pt hook shot from 3 ft,,4,103,107,-4,2799.0
1:20.0,Defensive rebound by O. Brissett,107-103, ,,4,103,107,-4,2800.0
1:01.0,Personal foul by V. Oladipo (drawn by O. Brissett),107-103, ,,4,103,107,-4,2819.0
1:01.0,O. Brissett misses free throw 1 of 2,107-103, ,,4,103,107,-4,2819.0
1:01.0,Offensive rebound by Team,107-103, ,,4,103,107,-4,2819.0
1:01.0,O. Brissett makes free throw 2 of 2,108-103, ,,4,103,108,-5,2819.0
0:51.0, ,108-103,Shooting foul by M. Turner (drawn by T. Herro),,4,103,108,-5,2829.0
0:51.0, ,108-104,T. Herro makes free throw 1 of 2,,4,104,108,-4,2829.0
0:51.0, ,108-105,T. Herro makes free throw 2 of 2,,4,105,108,-3,2829.0
0:31.0,O. Brissett misses 2-pt layup from 3 ft,108-105, ,,4,105,108,-3,2849.0
0:28.0,Offensive rebound by T. Haliburton,108-105, ,,4,105,108,-3,2852.0
0:20.0,A. Nembhard misses 3-pt jump shot from 27 ft,108-105, ,,4,105,108,-3,2860.0
0:16.0, ,108-105,Defensive rebound by Team,,4,105,108,-3,2864.0
0:16.0, ,108-105,Miami full timeout,,4,105,108,-3,2864.0
0:16.0,T. McConnell enters the game for T. Haliburton,108-105, ,,4,105,108,-3,2864.0
0:16.0, ,108-105,M. Strus enters the game for H. Highsmith,,4,105,108,-3,2864.0
0:14.0, ,108-108,T. Herro makes 3-pt jump shot from 27 ft (assist by K. Lowry),Tie,4,108,108,0,2866.0
0:14.0,Indiana full timeout,108-108, ,,4,108,108,0,2866.0
0:14.0,C. Duarte enters the game for O. Brissett,108-108, ,,4,108,108,0,2866.0
0:14.0,T. Haliburton enters the game for T. McConnell,108-108, ,,4,108,108,0,2866.0
0:14.0, ,108-108,H. Highsmith enters the game for M. Strus,,4,108,108,0,2866.0
0:04.0,T. Haliburton makes 3-pt jump shot from 28 ft,111-108, ,,4,108,111,-3,2876.0
0:00.0, ,111-108,T. Herro misses 3-pt jump shot from 42 ft,,4,108,111,-3,2880.0
0:00.0, ,111-108,Offensive rebound by Team,,4,108,111,-3,2880.0
0:00.0,End of 4th quarter,111-108,,,4,108,111,-3,2880.0
