Time,Cleveland,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:46.0, ,81-67,V. Oladipo misses 2-pt layup from 2 ft,,3,67,81,-14,1934.0
3:44.0,Defensive rebound by R. Rubio,81-67, ,,3,67,81,-14,1936.0
3:43.0,Turnover by R. Rubio (lost ball; steal by V. Oladipo),81-67, ,,3,67,81,-14,1937.0
3:34.0, ,81-70,M. Strus makes 3-pt jump shot from 24 ft (assist by J. Butler),,3,70,81,-11,1946.0
3:12.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. Rubio),84-70, ,,3,70,84,-14,1968.0
3:00.0, ,84-70,C. Zeller misses 2-pt layup from 2 ft (block by J. Allen),,3,70,84,-14,1980.0
2:56.0, ,84-70,Offensive rebound by C. Zeller,,3,70,84,-14,1984.0
2:51.0, ,84-73,M. Strus makes 3-pt jump shot from 28 ft (assist by C. Martin),,3,73,84,-11,1989.0
2:38.0,R. Rubio misses 3-pt jump shot from 27 ft,84-73, ,,3,73,84,-11,2002.0
2:38.0, ,84-73,Defensive rebound by C. Zeller,,3,73,84,-11,2002.0
2:27.0, ,84-73,Personal foul by R. Rubio (drawn by C. Zeller),,3,73,84,-11,2013.0
2:27.0,C. LeVert enters the game for I. Okoro,84-73, ,,3,73,84,-11,2013.0
2:11.0, ,84-75,J. Butler makes 2-pt jump shot from 10 ft,,3,75,84,-9,2029.0
1:49.0,C. LeVert makes 3-pt jump shot from 27 ft (assist by R. Rubio),87-75, ,,3,75,87,-12,2051.0
1:27.0, ,87-77,V. Oladipo makes 2-pt jump shot from 19 ft (assist by C. Martin),,3,77,87,-10,2073.0
1:23.0,Personal foul by M. Strus (drawn by R. Rubio),87-77, ,,3,77,87,-10,2077.0
1:13.0,D. Mitchell misses 2-pt jump shot from 8 ft (block by C. Zeller),87-77, ,,3,77,87,-10,2087.0
1:13.0, ,87-77,Defensive rebound by Team,,3,77,87,-10,2087.0
0:57.0, ,87-80,J. Butler makes 3-pt jump shot from 24 ft (assist by M. Strus),,3,80,87,-7,2103.0
0:41.0,R. Rubio makes 2-pt jump shot from 15 ft,89-80, ,,3,80,89,-9,2119.0
0:32.0, ,89-82,J. Butler makes 2-pt jump shot from 16 ft,,3,82,89,-7,2128.0
0:17.0,R. Rubio misses 3-pt jump shot from 26 ft (block by M. Strus),89-82, ,,3,82,89,-7,2143.0
0:12.0, ,89-82,Defensive rebound by V. Oladipo,,3,82,89,-7,2148.0
0:00.0, ,89-82,V. Oladipo misses 3-pt jump shot from 25 ft,,3,82,89,-7,2160.0
0:00.0,Defensive rebound by J. Allen,89-82, ,,3,82,89,-7,2160.0
0:00.0,End of 3rd quarter,89-82,,,3,82,89,-7,2160.0
12:00.0,Start of 4th quarter,89-82,,,4,82,89,-7,2160.0
11:41.0,C. LeVert misses 3-pt jump shot from 27 ft,89-82, ,,4,82,89,-7,2179.0
11:39.0, ,89-82,Defensive rebound by C. Martin,,4,82,89,-7,2181.0
11:25.0, ,89-85,M. Strus makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,4,85,89,-4,2195.0
11:08.0,L. Stevens misses 3-pt jump shot from 24 ft,89-85, ,,4,85,89,-4,2212.0
11:05.0, ,89-85,Defensive rebound by M. Strus,,4,85,89,-4,2215.0
10:59.0, ,89-85,C. Martin misses 3-pt jump shot from 24 ft,,4,85,89,-4,2221.0
10:56.0,Defensive rebound by E. Mobley,89-85, ,,4,85,89,-4,2224.0
10:38.0,Shooting foul by C. Martin (drawn by L. Stevens),89-85, ,,4,85,89,-4,2242.0
10:38.0,L. Stevens makes free throw 1 of 2,90-85, ,,4,85,90,-5,2242.0
10:38.0,L. Stevens misses free throw 2 of 2,90-85, ,,4,85,90,-5,2242.0
10:35.0, ,90-85,Defensive rebound by T. Herro,,4,85,90,-5,2245.0
10:20.0, ,90-85,M. Strus misses 3-pt jump shot from 27 ft,,4,85,90,-5,2260.0
10:17.0,Defensive rebound by E. Mobley,90-85, ,,4,85,90,-5,2263.0
10:12.0,Shooting foul by M. Strus (drawn by E. Mobley),90-85, ,,4,85,90,-5,2268.0
10:12.0,E. Mobley misses free throw 1 of 2,90-85, ,,4,85,90,-5,2268.0
10:12.0,Offensive rebound by Team,90-85, ,,4,85,90,-5,2268.0
10:12.0,E. Mobley makes free throw 2 of 2,91-85, ,,4,85,91,-6,2268.0
10:03.0, ,91-87,B. Adebayo makes 2-pt layup from 1 ft,,4,87,91,-4,2277.0
9:53.0,Turnover by R. Rubio (bad pass; steal by B. Adebayo),91-87, ,,4,87,91,-4,2287.0
9:50.0, ,91-87,V. Oladipo misses 2-pt layup from 6 ft (block by C. LeVert),,4,87,91,-4,2290.0
9:50.0,D. Mitchell enters the game for L. Stevens,91-87, ,,4,87,91,-4,2290.0
9:50.0, ,91-87,Offensive rebound by Team,,4,87,91,-4,2290.0
9:50.0,Jump ball: V. Oladipo vs. C. LeVert (M. Strus gains possession),91-87,,,4,87,91,-4,2290.0
9:36.0, ,91-87,T. Herro misses 2-pt jump shot from 17 ft,,4,87,91,-4,2304.0
9:34.0,Defensive rebound by R. Rubio,91-87, ,,4,87,91,-4,2306.0
9:29.0,R. Rubio misses 3-pt jump shot from 26 ft,91-87, ,,4,87,91,-4,2311.0
9:26.0, ,91-87,Defensive rebound by C. Martin,,4,87,91,-4,2314.0
9:11.0, ,91-90,T. Herro makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,4,90,91,-1,2329.0
8:51.0,I. Okoro misses 2-pt dunk from 2 ft,91-90, ,,4,90,91,-1,2349.0
8:48.0, ,91-90,Defensive rebound by C. Martin,,4,90,91,-1,2352.0
8:44.0, ,91-93,T. Herro makes 3-pt jump shot from 25 ft,Lead change,4,93,91,2,2356.0
8:44.0,Cleveland full timeout,91-93, ,,4,93,91,2,2356.0
8:44.0,J. Allen enters the game for E. Mobley,91-93, ,,4,93,91,2,2356.0
8:30.0,Turnover by D. Mitchell (bad pass; steal by V. Oladipo),91-93, ,,4,93,91,2,2370.0
8:27.0, ,91-93,Shooting foul by D. Mitchell (drawn by B. Adebayo),,4,93,91,2,2373.0
8:27.0, ,91-94,B. Adebayo makes free throw 1 of 2,,4,94,91,3,2373.0
8:27.0, ,91-95,B. Adebayo makes free throw 2 of 2,,4,95,91,4,2373.0
8:14.0,D. Mitchell misses 3-pt jump shot from 27 ft,91-95, ,,4,95,91,4,2386.0
8:11.0, ,91-95,Defensive rebound by C. Martin,,4,95,91,4,2389.0
8:10.0, ,91-95,Turnover by M. Strus (out of bounds lost ball),,4,95,91,4,2390.0
7:52.0,I. Okoro makes 3-pt jump shot from 25 ft (assist by R. Rubio),94-95, ,,4,95,94,1,2408.0
7:32.0, ,94-95,M. Strus misses 3-pt jump shot from 28 ft,,4,95,94,1,2428.0
7:26.0,Defensive rebound by C. LeVert,94-95, ,,4,95,94,1,2434.0
7:19.0,Turnover by C. LeVert (bad pass; steal by B. Adebayo),94-95, ,,4,95,94,1,2441.0
7:14.0, ,94-97,B. Adebayo makes 2-pt dunk from 2 ft (assist by M. Strus),,4,97,94,3,2446.0
6:56.0,D. Mitchell misses 2-pt layup from 3 ft,94-97, ,,4,97,94,3,2464.0
6:56.0,Offensive rebound by Team,94-97, ,,4,97,94,3,2464.0
6:56.0, ,94-97,Loose ball foul by M. Strus (drawn by J. Allen),,4,97,94,3,2464.0
6:56.0,E. Mobley enters the game for R. Rubio,94-97, ,,4,97,94,3,2464.0
6:56.0, ,94-97,J. Butler enters the game for V. Oladipo,,4,97,94,3,2464.0
6:42.0,D. Mitchell misses 3-pt jump shot from 26 ft,94-97, ,,4,97,94,3,2478.0
6:39.0,Offensive rebound by J. Allen,94-97, ,,4,97,94,3,2481.0
6:36.0,J. Allen makes 2-pt layup from 2 ft,96-97, ,,4,97,96,1,2484.0
6:11.0, ,96-99,M. Strus makes 2-pt jump shot from 14 ft,,4,99,96,3,2509.0
5:48.0,D. Mitchell misses 2-pt jump shot from 9 ft (block by J. Butler),96-99, ,,4,99,96,3,2532.0
5:48.0, ,96-99,Defensive rebound by Team,,4,99,96,3,2532.0
5:48.0,Jump ball: J. Butler vs. D. Mitchell (M. Strus gains possession),96-99,,,4,99,96,3,2532.0
5:42.0, ,96-99,Turnover by M. Strus (bad pass; steal by C. LeVert),,4,99,96,3,2538.0
5:37.0,Cleveland full timeout,96-99, ,,4,99,96,3,2543.0
5:37.0,R. Rubio enters the game for C. LeVert,96-99, ,,4,99,96,3,2543.0
5:27.0,D. Mitchell makes 2-pt jump shot from 11 ft (assist by I. Okoro),98-99, ,,4,99,98,1,2553.0
5:11.0, ,98-101,J. Butler makes 2-pt jump shot from 7 ft,,4,101,98,3,2569.0
4:53.0,E. Mobley misses 3-pt jump shot from 24 ft,98-101, ,,4,101,98,3,2587.0
4:49.0, ,98-101,Defensive rebound by M. Strus,,4,101,98,3,2591.0
4:40.0, ,98-103,J. Butler makes 2-pt jump shot from 9 ft,,4,103,98,5,2600.0
4:18.0,D. Mitchell misses 2-pt jump shot from 22 ft,98-103, ,,4,103,98,5,2622.0
4:14.0, ,98-103,Defensive rebound by T. Herro,,4,103,98,5,2626.0
4:05.0, ,98-105,J. Butler makes 2-pt dunk from 2 ft,,4,105,98,7,2635.0
4:05.0,Cleveland full timeout,98-105, ,,4,105,98,7,2635.0
4:05.0,C. LeVert enters the game for E. Mobley,98-105, ,,4,105,98,7,2635.0
4:05.0,L. Stevens enters the game for I. Okoro,98-105, ,,4,105,98,7,2635.0
3:53.0,R. Rubio misses 3-pt jump shot from 25 ft,98-105, ,,4,105,98,7,2647.0
3:53.0,Offensive rebound by Team,98-105, ,,4,105,98,7,2647.0
3:53.0, ,98-105,Loose ball foul by B. Adebayo (drawn by J. Allen),,4,105,98,7,2647.0
3:53.0, ,98-105,Instant Replay (Request: Ruling Stands),,4,105,98,7,2647.0
3:53.0,E. Mobley enters the game for J. Allen,98-105, ,,4,105,98,7,2647.0
3:44.0,C. LeVert makes 3-pt jump shot from 24 ft (assist by R. Rubio),101-105, ,,4,105,101,4,2656.0
3:24.0, ,101-105,Shooting foul by L. Stevens (drawn by J. Butler),,4,105,101,4,2676.0
3:24.0, ,101-106,J. Butler makes free throw 1 of 2,,4,106,101,5,2676.0
3:24.0, ,101-107,J. Butler makes free throw 2 of 2,,4,107,101,6,2676.0
3:03.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by C. LeVert),104-107, ,,4,107,104,3,2697.0
3:03.0, ,104-107,Miami full timeout,,4,107,104,3,2697.0
2:48.0, ,104-110,M. Strus makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,4,110,104,6,2712.0
2:24.0,D. Mitchell misses 3-pt jump shot from 25 ft,104-110, ,,4,110,104,6,2736.0
2:21.0, ,104-110,Defensive rebound by C. Martin,,4,110,104,6,2739.0
2:13.0, ,104-110,Turnover by B. Adebayo (traveling),,4,110,104,6,2747.0
1:54.0,C. LeVert misses 2-pt jump shot from 10 ft,104-110, ,,4,110,104,6,2766.0
1:54.0,Offensive rebound by L. Stevens,104-110, ,,4,110,104,6,2766.0
1:54.0,L. Stevens makes 2-pt layup at rim,106-110, ,,4,110,106,4,2766.0
1:35.0, ,106-113,T. Herro makes 3-pt jump shot from 24 ft,,4,113,106,7,2785.0
1:22.0,D. Mitchell makes 2-pt jump shot from 6 ft,108-113, ,,4,113,108,5,2798.0
1:11.0, ,108-113,Offensive foul by B. Adebayo (drawn by L. Stevens),,4,113,108,5,2809.0
1:11.0, ,108-113,Turnover by B. Adebayo (offensive foul),,4,113,108,5,2809.0
1:04.0,D. Mitchell makes 2-pt layup from 7 ft (assist by R. Rubio),110-113, ,,4,113,110,3,2816.0
0:45.0, ,110-113,Offensive foul by J. Butler (drawn by R. Rubio),,4,113,110,3,2835.0
0:45.0, ,110-113,Turnover by J. Butler (offensive foul),,4,113,110,3,2835.0
0:38.0,E. Mobley makes 2-pt dunk from 2 ft (assist by R. Rubio),112-113, ,,4,113,112,1,2842.0
0:26.0, ,112-113,Personal foul by D. Mitchell (drawn by C. Martin),,4,113,112,1,2854.0
0:26.0,I. Okoro enters the game for R. Rubio,112-113, ,,4,113,112,1,2854.0
0:18.0, ,112-115,J. Butler makes 2-pt jump shot from 19 ft,,4,115,112,3,2862.0
0:18.0,Cleveland full timeout,112-115, ,,4,115,112,3,2862.0
0:18.0,R. Rubio enters the game for I. Okoro,112-115, ,,4,115,112,3,2862.0
0:18.0, ,112-115,V. Oladipo enters the game for T. Herro,,4,115,112,3,2862.0
0:10.0,Shooting foul by B. Adebayo (drawn by D. Mitchell),112-115, ,,4,115,112,3,2870.0
0:10.0,D. Mitchell makes free throw 1 of 2,113-115, ,,4,115,113,2,2870.0
0:10.0,I. Okoro enters the game for R. Rubio,113-115, ,,4,115,113,2,2870.0
0:10.0, ,113-115,K. Love enters the game for M. Strus,,4,115,113,2,2870.0
0:10.0,D. Mitchell makes free throw 2 of 2,114-115, ,,4,115,114,1,2870.0
0:10.0, ,114-115,Miami full timeout,,4,115,114,1,2870.0
0:10.0, ,114-115,T. Herro enters the game for K. Love,,4,115,114,1,2870.0
0:10.0, ,114-115,M. Strus enters the game for V. Oladipo,,4,115,114,1,2870.0
0:08.0, ,114-115,Personal take foul by L. Stevens (drawn by C. Martin),,4,115,114,1,2872.0
0:08.0, ,114-116,C. Martin makes free throw 1 of 2,,4,116,114,2,2872.0
0:08.0,R. Rubio enters the game for I. Okoro,114-116, ,,4,116,114,2,2872.0
0:08.0, ,114-116,V. Oladipo enters the game for T. Herro,,4,116,114,2,2872.0
0:08.0, ,114-117,C. Martin makes free throw 2 of 2,,4,117,114,3,2872.0
0:05.0,Personal take foul by J. Butler (drawn by D. Mitchell),114-117, ,,4,117,114,3,2875.0
0:05.0,D. Mitchell makes free throw 1 of 2,115-117, ,,4,117,115,2,2875.0
0:05.0,R. Lopez enters the game for R. Rubio,115-117, ,,4,117,115,2,2875.0
0:05.0,I. Okoro enters the game for L. Stevens,115-117, ,,4,117,115,2,2875.0
0:05.0, ,115-117,K. Love enters the game for V. Oladipo,,4,117,115,2,2875.0
0:05.0,D. Mitchell misses free throw 2 of 2,115-117, ,,4,117,115,2,2875.0
0:04.0, ,115-117,Defensive rebound by J. Butler,,4,117,115,2,2876.0
0:04.0, ,115-117,Personal foul by I. Okoro (drawn by J. Butler),,4,117,115,2,2876.0
0:04.0, ,115-118,J. Butler makes free throw 1 of 2,,4,118,115,3,2876.0
0:04.0,R. Rubio enters the game for R. Lopez,115-118, ,,4,118,115,3,2876.0
0:04.0, ,115-118,V. Oladipo enters the game for K. Love,,4,118,115,3,2876.0
0:04.0, ,115-119,J. Butler makes free throw 2 of 2,,4,119,115,4,2876.0
0:03.0,D. Mitchell misses 3-pt jump shot from 29 ft,115-119, ,,4,119,115,4,2877.0
0:01.0, ,115-119,Defensive rebound by M. Strus,,4,119,115,4,2879.0
0:00.0,End of 4th quarter,115-119,,,4,119,115,4,2880.0
