Time,Miami,Score,Charlotte,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:49.0,O. Robinson enters the game for C. Martin,16-16, ,,1,16,16,0,371.0
5:49.0, ,16-16,J. McDaniels enters the game for G. Hayward,,1,16,16,0,371.0
5:39.0,J. Butler makes 2-pt jump shot from 9 ft,18-16, ,Lead change,1,18,16,2,381.0
5:25.0, ,18-16,J. McDaniels misses 3-pt jump shot from 24 ft,,1,18,16,2,395.0
5:22.0,Defensive rebound by O. Robinson,18-16, ,,1,18,16,2,398.0
5:11.0,K. Lowry misses 3-pt jump shot from 25 ft,18-16, ,,1,18,16,2,409.0
5:09.0,Offensive rebound by Team,18-16, ,,1,18,16,2,411.0
4:56.0,T. Herro makes 2-pt jump shot from 18 ft,20-16, ,,1,20,16,4,424.0
4:44.0, ,20-16,Turnover by M. Plumlee (lost ball; steal by J. Butler),,1,20,16,4,436.0
4:34.0,V. Oladipo misses 3-pt jump shot from 23 ft,20-16, ,,1,20,16,4,446.0
4:30.0, ,20-16,Defensive rebound by M. Plumlee,,1,20,16,4,450.0
4:28.0, ,20-16,Shooting foul by K. Lowry (drawn by P. Washington),,1,20,16,4,452.0
4:28.0, ,20-17,P. Washington makes free throw 1 of 2,,1,20,17,3,452.0
4:28.0, ,20-17,D. Smith enters the game for L. Ball,,1,20,17,3,452.0
4:28.0, ,20-18,P. Washington makes free throw 2 of 2,,1,20,18,2,452.0
4:14.0,T. Herro makes 3-pt jump shot from 26 ft (assist by V. Oladipo),23-18, ,,1,23,18,5,466.0
3:56.0, ,23-18,M. Plumlee misses 2-pt layup from 2 ft,,1,23,18,5,484.0
3:54.0, ,23-18,Offensive rebound by P. Washington,,1,23,18,5,486.0
3:44.0, ,23-20,T. Rozier makes 2-pt layup from 1 ft (assist by P. Washington),,1,23,20,3,496.0
3:44.0,G. Vincent enters the game for K. Lowry,23-20, ,,1,23,20,3,496.0
3:44.0, ,23-20,J. Thor enters the game for M. Plumlee,,1,23,20,3,496.0
3:44.0, ,23-20,M. Williams enters the game for P. Washington,,1,23,20,3,496.0
3:18.0,T. Herro misses 2-pt jump shot from 14 ft,23-20, ,,1,23,20,3,522.0
3:15.0, ,23-20,Defensive rebound by J. McDaniels,,1,23,20,3,525.0
3:11.0, ,23-23,T. Rozier makes 3-pt jump shot from 27 ft,Tie,1,23,23,0,529.0
2:57.0,V. Oladipo misses 2-pt jump shot from 5 ft,23-23, ,,1,23,23,0,543.0
2:57.0,Offensive rebound by O. Robinson,23-23, ,,1,23,23,0,543.0
2:57.0,O. Robinson misses 2-pt layup at rim,23-23, ,,1,23,23,0,543.0
2:57.0,Offensive rebound by Team,23-23, ,,1,23,23,0,543.0
2:57.0, ,23-23,Loose ball foul by J. McDaniels (drawn by O. Robinson),,1,23,23,0,543.0
2:57.0,Miami full timeout,23-23, ,,1,23,23,0,543.0
2:57.0,M. Strus enters the game for T. Herro,23-23, ,,1,23,23,0,543.0
2:47.0,Turnover by M. Strus (bad pass; steal by M. Williams),23-23, ,,1,23,23,0,553.0
2:43.0, ,23-23,T. Rozier misses 3-pt jump shot from 26 ft,,1,23,23,0,557.0
2:41.0,Defensive rebound by Team,23-23, ,,1,23,23,0,559.0
2:22.0,M. Strus misses 3-pt jump shot from 25 ft,23-23, ,,1,23,23,0,578.0
2:19.0, ,23-23,Defensive rebound by J. McDaniels,,1,23,23,0,581.0
2:15.0, ,23-23,Turnover by J. McDaniels (lost ball; steal by O. Robinson),,1,23,23,0,585.0
2:11.0,J. Butler misses 2-pt layup from 2 ft,23-23, ,,1,23,23,0,589.0
2:07.0, ,23-23,Defensive rebound by T. Rozier,,1,23,23,0,593.0
1:53.0, ,23-23,Personal foul by M. Strus (drawn by J. McDaniels),,1,23,23,0,607.0
1:53.0,B. Adebayo enters the game for J. Butler,23-23, ,,1,23,23,0,607.0
1:53.0,C. Martin enters the game for O. Robinson,23-23, ,,1,23,23,0,607.0
1:53.0, ,23-23,L. Ball enters the game for T. Rozier,,1,23,23,0,607.0
1:46.0, ,23-25,J. Thor makes 2-pt jump shot from 9 ft (assist by D. Smith),Lead change,1,23,25,-2,614.0
1:26.0,Turnover by B. Adebayo (bad pass; steal by J. Thor),23-25, ,,1,23,25,-2,634.0
1:20.0, ,23-25,J. McDaniels misses 3-pt jump shot from 27 ft,,1,23,25,-2,640.0
1:15.0,Defensive rebound by C. Martin,23-25, ,,1,23,25,-2,645.0
1:12.0,V. Oladipo makes 2-pt jump shot from 14 ft,25-25, ,Tie,1,25,25,0,648.0
0:53.0, ,25-25,J. McDaniels misses 3-pt jump shot from 27 ft,,1,25,25,0,667.0
0:50.0,Defensive rebound by G. Vincent,25-25, ,,1,25,25,0,670.0
0:40.0,V. Oladipo misses 2-pt jump shot from 17 ft,25-25, ,,1,25,25,0,680.0
0:39.0, ,25-25,Defensive rebound by J. McDaniels,,1,25,25,0,681.0
0:39.0,Technical foul by C. Quinn,25-25, ,,1,25,25,0,681.0
0:39.0, ,25-26,L. Ball makes technical free throw,,1,25,26,-1,681.0
0:31.0, ,25-26,Turnover by L. Ball (lost ball; steal by B. Adebayo),,1,25,26,-1,689.0
0:30.0,Personal foul by L. Ball (drawn by B. Adebayo),25-26, ,,1,25,26,-1,690.0
0:30.0,M. Strus makes free throw 1 of 1,26-26, ,Tie,1,26,26,0,690.0
0:12.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by V. Oladipo),28-26, ,Lead change,1,28,26,2,708.0
0:00.0, ,28-26,D. Smith misses 2-pt jump shot from 15 ft,,1,28,26,2,720.0
0:00.0, ,28-26,Offensive rebound by Team,,1,28,26,2,720.0
0:00.0,End of 1st quarter,28-26,,,1,28,26,2,720.0
12:00.0,Start of 2nd quarter,28-26,,,2,28,26,2,720.0
11:48.0, ,28-26,Personal foul by G. Vincent (drawn by P. Washington),,2,28,26,2,732.0
11:36.0, ,28-28,M. Williams makes 2-pt hook shot from 1 ft (assist by L. Ball),Tie,2,28,28,0,744.0
11:16.0,Turnover by B. Adebayo (lost ball; steal by M. Williams),28-28, ,,2,28,28,0,764.0
11:09.0, ,28-30,P. Washington makes 2-pt layup at rim,Lead change,2,28,30,-2,771.0
10:53.0,M. Strus makes 3-pt jump shot from 23 ft (assist by B. Adebayo),31-30, ,Lead change,2,31,30,1,787.0
10:37.0, ,31-32,P. Washington makes 2-pt layup from 8 ft (assist by L. Ball),Lead change,2,31,32,-1,803.0
10:20.0,M. Strus makes 2-pt jump shot from 7 ft (assist by C. Martin),33-32, ,Lead change,2,33,32,1,820.0
10:11.0, ,33-34,P. Washington makes 2-pt dunk from 1 ft (assist by M. Williams),Lead change,2,33,34,-1,829.0
10:00.0,G. Vincent makes 2-pt jump shot from 1 ft (assist by B. Adebayo),35-34, ,Lead change,2,35,34,1,840.0
10:00.0,Shooting foul by D. Smith (drawn by G. Vincent),35-34, ,,2,35,34,1,840.0
10:00.0,G. Vincent makes free throw 1 of 1,36-34, ,,2,36,34,2,840.0
9:48.0, ,36-34,Shooting foul by G. Vincent (drawn by D. Smith),,2,36,34,2,852.0
9:48.0, ,36-35,D. Smith makes free throw 1 of 2,,2,36,35,1,852.0
9:48.0, ,36-35,G. Hayward enters the game for J. McDaniels,,2,36,35,1,852.0
9:48.0, ,36-36,D. Smith makes free throw 2 of 2,Tie,2,36,36,0,852.0
9:33.0,B. Adebayo makes 2-pt jump shot from 3 ft (assist by V. Oladipo),38-36, ,,2,38,36,2,867.0
9:11.0, ,38-36,P. Washington misses 3-pt jump shot from 23 ft,,2,38,36,2,889.0
9:09.0,Defensive rebound by C. Martin,38-36, ,,2,38,36,2,891.0
8:56.0,Turnover by V. Oladipo (traveling),38-36, ,,2,38,36,2,904.0
8:47.0, ,38-36,Turnover by L. Ball (bad pass; steal by C. Martin),,2,38,36,2,913.0
8:43.0,V. Oladipo makes 2-pt layup from 4 ft (assist by G. Vincent),40-36, ,,2,40,36,4,917.0
8:28.0, ,40-36,Turnover by M. Williams (bad pass; steal by V. Oladipo),,2,40,36,4,932.0
8:23.0,Personal foul by M. Williams (drawn by B. Adebayo),40-36, ,,2,40,36,4,937.0
8:15.0,B. Adebayo misses 2-pt jump shot from 5 ft,40-36, ,,2,40,36,4,945.0
8:10.0, ,40-36,Defensive rebound by G. Hayward,,2,40,36,4,950.0
8:07.0, ,40-36,Shooting foul by C. Martin (drawn by G. Hayward),,2,40,36,4,953.0
8:07.0, ,40-37,G. Hayward makes free throw 1 of 2,,2,40,37,3,953.0
8:07.0,T. Herro enters the game for C. Martin,40-37, ,,2,40,37,3,953.0
8:07.0, ,40-38,G. Hayward makes free throw 2 of 2,,2,40,38,2,953.0
7:57.0,G. Vincent misses 3-pt jump shot from 27 ft,40-38, ,,2,40,38,2,963.0
7:54.0, ,40-38,Defensive rebound by G. Hayward,,2,40,38,2,966.0
7:49.0, ,40-40,G. Hayward makes 2-pt jump shot from 15 ft,Tie,2,40,40,0,971.0
7:49.0, ,40-40,Shooting foul by T. Herro (drawn by G. Hayward),,2,40,40,0,971.0
7:49.0, ,40-41,G. Hayward makes free throw 1 of 1,Lead change,2,40,41,-1,971.0
7:31.0,Shooting foul by M. Williams (drawn by B. Adebayo),40-41, ,,2,40,41,-1,989.0
7:31.0,B. Adebayo misses free throw 1 of 2,40-41, ,,2,40,41,-1,989.0
7:31.0,Offensive rebound by Team,40-41, ,,2,40,41,-1,989.0
7:31.0, ,40-41,M. Plumlee enters the game for D. Smith,,2,40,41,-1,989.0
7:31.0, ,40-41,T. Rozier enters the game for M. Williams,,2,40,41,-1,989.0
7:31.0,B. Adebayo misses free throw 2 of 2,40-41, ,,2,40,41,-1,989.0
7:28.0, ,40-41,Defensive rebound by M. Plumlee,,2,40,41,-1,992.0
7:14.0, ,40-41,L. Ball misses 3-pt jump shot from 25 ft,,2,40,41,-1,1006.0
7:09.0,Defensive rebound by M. Strus,40-41, ,,2,40,41,-1,1011.0
7:00.0,M. Strus makes 2-pt hook shot from 4 ft,42-41, ,Lead change,2,42,41,1,1020.0
6:50.0, ,42-41,Turnover by T. Rozier (traveling),,2,42,41,1,1030.0
6:50.0, ,42-41,Charlotte full timeout,,2,42,41,1,1030.0
6:50.0,J. Butler enters the game for B. Adebayo,42-41, ,,2,42,41,1,1030.0
6:50.0,O. Robinson enters the game for V. Oladipo,42-41, ,,2,42,41,1,1030.0
6:50.0, ,42-41,J. McDaniels enters the game for L. Ball,,2,42,41,1,1030.0
6:28.0,J. Butler misses 2-pt hook shot from 5 ft,42-41, ,,2,42,41,1,1052.0
6:25.0,Offensive rebound by M. Strus,42-41, ,,2,42,41,1,1055.0
6:25.0,Turnover by Team (shot clock),42-41, ,,2,42,41,1,1055.0
6:09.0, ,42-43,P. Washington makes 2-pt hook shot from 6 ft,Lead change,2,42,43,-1,1071.0
5:58.0,T. Herro misses 2-pt jump shot from 17 ft,42-43, ,,2,42,43,-1,1082.0
5:54.0, ,42-43,Defensive rebound by T. Rozier,,2,42,43,-1,1086.0
5:49.0, ,42-45,T. Rozier makes 2-pt layup from 2 ft,,2,42,45,-3,1091.0
5:33.0,J. Butler makes 2-pt layup at rim,44-45, ,,2,44,45,-1,1107.0
5:18.0, ,44-48,G. Hayward makes 3-pt jump shot from 24 ft (assist by J. McDaniels),,2,44,48,-4,1122.0
5:03.0,T. Herro misses 2-pt layup at rim,44-48, ,,2,44,48,-4,1137.0
5:03.0,Offensive rebound by O. Robinson,44-48, ,,2,44,48,-4,1137.0
5:03.0,Shooting foul by M. Plumlee (drawn by O. Robinson),44-48, ,,2,44,48,-4,1137.0
5:03.0,O. Robinson makes free throw 1 of 2,45-48, ,,2,45,48,-3,1137.0
5:03.0,K. Lowry enters the game for M. Strus,45-48, ,,2,45,48,-3,1137.0
5:03.0,V. Oladipo enters the game for G. Vincent,45-48, ,,2,45,48,-3,1137.0
5:03.0, ,45-48,J. Thor enters the game for P. Washington,,2,45,48,-3,1137.0
5:03.0,O. Robinson makes free throw 2 of 2,46-48, ,,2,46,48,-2,1137.0
4:41.0, ,46-48,Turnover by J. McDaniels (bad pass; steal by J. Butler),,2,46,48,-2,1159.0
4:36.0,K. Lowry misses 3-pt jump shot from 25 ft,46-48, ,,2,46,48,-2,1164.0
4:32.0, ,46-48,Defensive rebound by G. Hayward,,2,46,48,-2,1168.0
4:22.0, ,46-48,Offensive foul by M. Plumlee (drawn by V. Oladipo),,2,46,48,-2,1178.0
4:22.0, ,46-48,Turnover by M. Plumlee (offensive foul),,2,46,48,-2,1178.0
4:22.0, ,46-48,M. Williams enters the game for M. Plumlee,,2,46,48,-2,1178.0
4:05.0,T. Herro makes 3-pt jump shot from 27 ft (assist by J. Butler),49-48, ,Lead change,2,49,48,1,1195.0
3:41.0, ,49-48,J. McDaniels misses 3-pt jump shot from 24 ft,,2,49,48,1,1219.0
3:39.0,Defensive rebound by T. Herro,49-48, ,,2,49,48,1,1221.0
3:36.0,V. Oladipo misses 2-pt layup from 4 ft (block by T. Rozier),49-48, ,,2,49,48,1,1224.0
3:36.0,Offensive rebound by Team,49-48, ,,2,49,48,1,1224.0
3:36.0, ,49-48,L. Ball enters the game for G. Hayward,,2,49,48,1,1224.0
3:16.0,V. Oladipo makes 3-pt jump shot from 24 ft,52-48, ,,2,52,48,4,1244.0
3:00.0, ,52-51,T. Rozier makes 3-pt jump shot from 24 ft (assist by L. Ball),,2,52,51,1,1260.0
2:52.0,Shooting foul by J. Thor (drawn by J. Butler),52-51, ,,2,52,51,1,1268.0
2:52.0,Miami full timeout,52-51, ,,2,52,51,1,1268.0
2:52.0,B. Adebayo enters the game for O. Robinson,52-51, ,,2,52,51,1,1268.0
2:52.0,J. Butler makes free throw 1 of 2,53-51, ,,2,53,51,2,1268.0
2:52.0,J. Butler misses free throw 2 of 2,53-51, ,,2,53,51,2,1268.0
2:50.0, ,53-51,Defensive rebound by J. Thor,,2,53,51,2,1270.0
2:34.0, ,53-51,Shooting foul by J. Butler (drawn by M. Williams),,2,53,51,2,1286.0
2:34.0, ,53-52,M. Williams makes free throw 1 of 2,,2,53,52,1,1286.0
2:34.0, ,53-53,M. Williams makes free throw 2 of 2,Tie,2,53,53,0,1286.0
2:17.0,K. Lowry misses 3-pt jump shot from 24 ft,53-53, ,,2,53,53,0,1303.0
2:13.0, ,53-53,Defensive rebound by M. Williams,,2,53,53,0,1307.0
2:04.0, ,53-53,Turnover by L. Ball (bad pass; steal by J. Butler),,2,53,53,0,1316.0
2:00.0,J. Butler makes 2-pt layup from 1 ft (assist by K. Lowry),55-53, ,,2,55,53,2,1320.0
1:48.0, ,55-53,L. Ball misses 3-pt jump shot from 27 ft,,2,55,53,2,1332.0
1:46.0,Defensive rebound by J. Butler,55-53, ,,2,55,53,2,1334.0
1:38.0,Personal foul by J. McDaniels (drawn by J. Butler),55-53, ,,2,55,53,2,1342.0
1:38.0,J. Butler makes free throw 1 of 2,56-53, ,,2,56,53,3,1342.0
1:38.0, ,56-53,D. Smith enters the game for L. Ball,,2,56,53,3,1342.0
1:38.0,J. Butler makes free throw 2 of 2,57-53, ,,2,57,53,4,1342.0
1:26.0, ,57-53,T. Rozier misses 3-pt jump shot from 27 ft,,2,57,53,4,1354.0
1:22.0, ,57-53,Offensive rebound by J. Thor,,2,57,53,4,1358.0
1:20.0, ,57-53,D. Smith misses 3-pt jump shot from 26 ft,,2,57,53,4,1360.0
1:19.0, ,57-53,Offensive rebound by Team,,2,57,53,4,1361.0
1:06.0, ,57-53,D. Smith misses 2-pt jump shot from 7 ft,,2,57,53,4,1374.0
1:03.0, ,57-53,Offensive rebound by D. Smith,,2,57,53,4,1377.0
1:02.0, ,57-53,T. Rozier misses 3-pt jump shot from 23 ft,,2,57,53,4,1378.0
1:00.0, ,57-53,Offensive rebound by D. Smith,,2,57,53,4,1380.0
0:55.0, ,57-55,D. Smith makes 2-pt layup from 2 ft,,2,57,55,2,1385.0
0:39.0,J. Butler makes 2-pt layup from 2 ft,59-55, ,,2,59,55,4,1401.0
0:39.0,Shooting foul by J. Thor (drawn by J. Butler),59-55, ,,2,59,55,4,1401.0
0:39.0,J. Butler makes free throw 1 of 1,60-55, ,,2,60,55,5,1401.0
0:28.0, ,60-55,Turnover by D. Smith (traveling),,2,60,55,5,1412.0
0:05.0,J. Butler makes 2-pt jump shot from 14 ft,62-55, ,,2,62,55,7,1435.0
0:00.0, ,62-58,T. Rozier makes 3-pt jump shot from 33 ft,,2,62,58,4,1440.0
0:00.0, ,62-58,Instant Replay (Request: Ruling Stands),,2,62,58,4,1440.0
0:00.0,End of 2nd quarter,62-58,,,2,62,58,4,1440.0
12:00.0,Start of 3rd quarter,62-58,,,3,62,58,4,1440.0
11:48.0, ,62-58,L. Ball misses 2-pt jump shot from 15 ft,,3,62,58,4,1452.0
11:46.0,Defensive rebound by T. Herro,62-58, ,,3,62,58,4,1454.0
11:23.0,C. Martin misses 3-pt jump shot from 28 ft,62-58, ,,3,62,58,4,1477.0
11:21.0,Offensive rebound by J. Butler,62-58, ,,3,62,58,4,1479.0
11:18.0,C. Martin makes 2-pt layup from 2 ft (assist by J. Butler),64-58, ,,3,64,58,6,1482.0
11:00.0, ,64-58,P. Washington misses 2-pt layup from 3 ft,,3,64,58,6,1500.0
11:00.0,Defensive rebound by Team,64-58, ,,3,64,58,6,1500.0
10:44.0,T. Herro makes 3-pt jump shot from 23 ft (assist by K. Lowry),67-58, ,,3,67,58,9,1516.0
10:28.0, ,67-58,T. Rozier misses 2-pt jump shot from 16 ft,,3,67,58,9,1532.0
10:28.0, ,67-58,Offensive rebound by M. Plumlee,,3,67,58,9,1532.0
10:28.0, ,67-58,Personal foul by J. Butler (drawn by M. Plumlee),,3,67,58,9,1532.0
10:19.0, ,67-58,Turnover by P. Washington (bad pass; steal by B. Adebayo),,3,67,58,9,1541.0
10:08.0,B. Adebayo misses 2-pt layup from 6 ft,67-58, ,,3,67,58,9,1552.0
10:06.0,Offensive rebound by B. Adebayo,67-58, ,,3,67,58,9,1554.0
10:05.0,B. Adebayo misses 2-pt layup from 1 ft,67-58, ,,3,67,58,9,1555.0
10:02.0, ,67-58,Defensive rebound by M. Plumlee,,3,67,58,9,1558.0
9:53.0, ,67-58,L. Ball misses 3-pt jump shot from 26 ft,,3,67,58,9,1567.0
9:49.0,Defensive rebound by T. Herro,67-58, ,,3,67,58,9,1571.0
9:36.0,B. Adebayo misses 2-pt jump shot from 6 ft,67-58, ,,3,67,58,9,1584.0
9:33.0, ,67-58,Defensive rebound by M. Plumlee,,3,67,58,9,1587.0
9:23.0, ,67-58,L. Ball misses 3-pt jump shot from 27 ft,,3,67,58,9,1597.0
9:21.0, ,67-58,Offensive rebound by G. Hayward,,3,67,58,9,1599.0
9:19.0, ,67-58,Shooting foul by K. Lowry (drawn by M. Plumlee),,3,67,58,9,1601.0
9:19.0, ,67-59,M. Plumlee makes free throw 1 of 2,,3,67,59,8,1601.0
9:19.0, ,67-59,M. Plumlee misses free throw 2 of 2,,3,67,59,8,1601.0
9:16.0,Defensive rebound by T. Herro,67-59, ,,3,67,59,8,1604.0
9:05.0,T. Herro misses 2-pt layup from 1 ft (block by L. Ball),67-59, ,,3,67,59,8,1615.0
9:05.0,Offensive rebound by Team,67-59, ,,3,67,59,8,1615.0
8:59.0,T. Herro makes 3-pt jump shot from 26 ft (assist by C. Martin),70-59, ,,3,70,59,11,1621.0
8:47.0, ,70-59,Turnover by L. Ball (traveling),,3,70,59,11,1633.0
8:32.0,B. Adebayo makes 2-pt jump shot from 12 ft,72-59, ,,3,72,59,13,1648.0
8:32.0, ,72-59,Charlotte full timeout,,3,72,59,13,1648.0
8:20.0, ,72-61,P. Washington makes 2-pt hook shot from 1 ft (assist by L. Ball),,3,72,61,11,1660.0
7:50.0,Jump ball: B. Adebayo vs. L. Ball (K. Lowry gains possession),72-61,,,3,72,61,11,1690.0
7:50.0,Turnover by J. Butler (bad pass; steal by L. Ball),72-61, ,,3,72,61,11,1690.0
7:47.0, ,72-63,L. Ball makes 2-pt layup from 1 ft (assist by T. Rozier),,3,72,63,9,1693.0
7:24.0,J. Butler makes 2-pt layup from 2 ft (assist by B. Adebayo),74-63, ,,3,74,63,11,1716.0
7:12.0, ,74-66,G. Hayward makes 3-pt jump shot from 26 ft (assist by L. Ball),,3,74,66,8,1728.0
6:55.0,Turnover by J. Butler (lost ball; steal by P. Washington),74-66, ,,3,74,66,8,1745.0
6:51.0, ,74-68,T. Rozier makes 2-pt layup from 1 ft (assist by P. Washington),,3,74,68,6,1749.0
6:51.0,Miami full timeout,74-68, ,,3,74,68,6,1749.0
6:41.0,Turnover by K. Lowry (bad pass),74-68, ,,3,74,68,6,1759.0
6:25.0, ,74-68,P. Washington misses 2-pt hook shot from 7 ft,,3,74,68,6,1775.0
6:23.0,Defensive rebound by C. Martin,74-68, ,,3,74,68,6,1777.0
6:17.0,B. Adebayo misses 2-pt jump shot from 7 ft,74-68, ,,3,74,68,6,1783.0
6:15.0, ,74-68,Defensive rebound by L. Ball,,3,74,68,6,1785.0
6:11.0, ,74-70,P. Washington makes 2-pt dunk from 1 ft (assist by L. Ball),,3,74,70,4,1789.0
5:44.0,J. Butler makes 2-pt hook shot from 7 ft (assist by T. Herro),76-70, ,,3,76,70,6,1816.0
5:35.0, ,76-72,T. Rozier makes 2-pt jump shot from 6 ft,,3,76,72,4,1825.0
5:23.0,T. Herro misses 2-pt jump shot from 19 ft,76-72, ,,3,76,72,4,1837.0
5:18.0, ,76-72,Defensive rebound by L. Ball,,3,76,72,4,1842.0
5:16.0, ,76-72,T. Rozier misses 2-pt layup from 1 ft,,3,76,72,4,1844.0
5:15.0,Defensive rebound by J. Butler,76-72, ,,3,76,72,4,1845.0
5:04.0,T. Herro misses 3-pt jump shot from 27 ft,76-72, ,,3,76,72,4,1856.0
5:00.0, ,76-72,Defensive rebound by T. Rozier,,3,76,72,4,1860.0
4:57.0, ,76-72,L. Ball misses 3-pt jump shot from 26 ft,,3,76,72,4,1863.0
4:53.0,Defensive rebound by J. Butler,76-72, ,,3,76,72,4,1867.0
4:46.0,J. Butler makes 2-pt jump shot from 6 ft,78-72, ,,3,78,72,6,1874.0
4:28.0, ,78-72,T. Rozier misses 3-pt jump shot from 27 ft,,3,78,72,6,1892.0
4:23.0,Defensive rebound by C. Martin,78-72, ,,3,78,72,6,1897.0
4:17.0,T. Herro misses 2-pt jump shot from 11 ft,78-72, ,,3,78,72,6,1903.0
4:15.0, ,78-72,Defensive rebound by P. Washington,,3,78,72,6,1905.0
4:08.0, ,78-72,Turnover by L. Ball (bad pass),,3,78,72,6,1912.0
4:08.0,V. Oladipo enters the game for B. Adebayo,78-72, ,,3,78,72,6,1912.0
