Time,Miami,Score,Charlotte,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:08.0,O. Robinson enters the game for C. Martin,78-72, ,,3,78,72,6,1912.0
4:08.0, ,78-72,J. McDaniels enters the game for L. Ball,,3,78,72,6,1912.0
4:08.0, ,78-72,D. Smith enters the game for G. Hayward,,3,78,72,6,1912.0
3:55.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by T. Herro),81-72, ,,3,81,72,9,1925.0
3:36.0, ,81-74,P. Washington makes 2-pt hook shot from 5 ft (assist by T. Rozier),,3,81,74,7,1944.0
3:26.0,J. Butler misses 2-pt layup from 3 ft,81-74, ,,3,81,74,7,1954.0
3:24.0, ,81-74,Defensive rebound by J. McDaniels,,3,81,74,7,1956.0
3:17.0, ,81-77,P. Washington makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,3,81,77,4,1963.0
2:58.0,K. Lowry misses 3-pt jump shot from 26 ft,81-77, ,,3,81,77,4,1982.0
2:55.0, ,81-77,Defensive rebound by T. Rozier,,3,81,77,4,1985.0
2:49.0, ,81-80,P. Washington makes 3-pt jump shot from 24 ft (assist by T. Rozier),,3,81,80,1,1991.0
2:33.0,Offensive foul by O. Robinson (drawn by P. Washington),81-80, ,,3,81,80,1,2007.0
2:33.0,Turnover by O. Robinson (offensive foul),81-80, ,,3,81,80,1,2007.0
2:33.0,C. Martin enters the game for J. Butler,81-80, ,,3,81,80,1,2007.0
2:33.0,M. Strus enters the game for T. Herro,81-80, ,,3,81,80,1,2007.0
2:33.0,G. Vincent enters the game for K. Lowry,81-80, ,,3,81,80,1,2007.0
2:33.0, ,81-80,M. Williams enters the game for M. Plumlee,,3,81,80,1,2007.0
2:17.0, ,81-83,T. Rozier makes 3-pt jump shot from 25 ft,Lead change,3,81,83,-2,2023.0
1:55.0,G. Vincent makes 2-pt jump shot from 19 ft,83-83, ,Tie,3,83,83,0,2045.0
1:39.0, ,83-86,P. Washington makes 3-pt jump shot from 26 ft (assist by T. Rozier),,3,83,86,-3,2061.0
1:18.0,G. Vincent makes 3-pt jump shot from 24 ft (assist by V. Oladipo),86-86, ,Tie,3,86,86,0,2082.0
0:59.0, ,86-88,J. McDaniels makes 2-pt layup from 5 ft (assist by P. Washington),,3,86,88,-2,2101.0
0:51.0,G. Vincent misses 3-pt jump shot from 27 ft,86-88, ,,3,86,88,-2,2109.0
0:47.0,Offensive rebound by V. Oladipo,86-88, ,,3,86,88,-2,2113.0
0:41.0,G. Vincent misses 3-pt jump shot from 26 ft,86-88, ,,3,86,88,-2,2119.0
0:37.0, ,86-88,Defensive rebound by J. McDaniels,,3,86,88,-2,2123.0
0:30.0, ,86-88,Turnover by J. McDaniels (lost ball; steal by V. Oladipo),,3,86,88,-2,2130.0
0:14.0,G. Vincent misses 2-pt layup from 6 ft,86-88, ,,3,86,88,-2,2146.0
0:14.0,Offensive rebound by Team,86-88, ,,3,86,88,-2,2146.0
0:11.0,M. Strus misses 3-pt jump shot from 23 ft,86-88, ,,3,86,88,-2,2149.0
0:09.0, ,86-88,Defensive rebound by J. McDaniels,,3,86,88,-2,2151.0
0:00.0, ,86-91,T. Rozier makes 3-pt jump shot from 25 ft,,3,86,91,-5,2160.0
0:00.0, ,86-91,Instant Replay (Request: Ruling Stands),,3,86,91,-5,2160.0
0:00.0,End of 3rd quarter,86-91,,,3,86,91,-5,2160.0
12:00.0,Start of 4th quarter,86-91,,,4,86,91,-5,2160.0
11:48.0,M. Strus misses 3-pt jump shot from 26 ft,86-91, ,,4,86,91,-5,2172.0
11:46.0, ,86-91,Defensive rebound by L. Ball,,4,86,91,-5,2174.0
11:31.0, ,86-91,D. Smith misses 2-pt jump shot from 6 ft,,4,86,91,-5,2189.0
11:29.0,Defensive rebound by G. Vincent,86-91, ,,4,86,91,-5,2191.0
11:19.0,Jump ball: M. Williams vs. B. Adebayo (L. Ball gains possession),86-91,,,4,86,91,-5,2201.0
11:19.0,Turnover by G. Vincent (lost ball; steal by D. Smith),86-91, ,,4,86,91,-5,2201.0
11:07.0, ,86-94,L. Ball makes 3-pt jump shot from 27 ft,,4,86,94,-8,2213.0
10:56.0,V. Oladipo misses 2-pt jump shot from 15 ft,86-94, ,,4,86,94,-8,2224.0
10:53.0, ,86-94,Defensive rebound by L. Ball,,4,86,94,-8,2227.0
10:48.0, ,86-94,Turnover by L. Ball (bad pass; steal by G. Vincent),,4,86,94,-8,2232.0
10:28.0,M. Strus makes 2-pt layup from 6 ft,88-94, ,,4,88,94,-6,2252.0
10:16.0, ,88-96,L. Ball makes 2-pt layup from 1 ft (assist by G. Hayward),,4,88,96,-8,2264.0
9:51.0,M. Strus misses 3-pt jump shot from 27 ft,88-96, ,,4,88,96,-8,2289.0
9:47.0, ,88-96,Defensive rebound by D. Smith,,4,88,96,-8,2293.0
9:42.0, ,88-98,M. Williams makes 2-pt dunk from 1 ft (assist by G. Hayward),,4,88,98,-10,2298.0
9:42.0, ,88-98,Shooting foul by M. Strus (drawn by M. Williams),,4,88,98,-10,2298.0
9:42.0, ,88-99,M. Williams makes free throw 1 of 1,,4,88,99,-11,2298.0
9:40.0,Miami full timeout,88-99, ,,4,88,99,-11,2300.0
9:24.0,C. Martin makes 2-pt jump shot from 15 ft (assist by M. Strus),90-99, ,,4,90,99,-9,2316.0
9:07.0, ,90-99,J. Thor misses 2-pt jump shot from 13 ft,,4,90,99,-9,2333.0
9:05.0,Defensive rebound by C. Martin,90-99, ,,4,90,99,-9,2335.0
8:50.0,Shooting foul by L. Ball (drawn by C. Martin),90-99, ,,4,90,99,-9,2350.0
8:50.0,C. Martin misses free throw 1 of 2,90-99, ,,4,90,99,-9,2350.0
8:50.0,Offensive rebound by Team,90-99, ,,4,90,99,-9,2350.0
8:50.0,C. Martin makes free throw 2 of 2,91-99, ,,4,91,99,-8,2350.0
8:27.0, ,91-99,Turnover by D. Smith (out of bounds lost ball),,4,91,99,-8,2373.0
8:12.0,V. Oladipo misses 3-pt jump shot from 26 ft,91-99, ,,4,91,99,-8,2388.0
8:11.0, ,91-99,Defensive rebound by M. Williams,,4,91,99,-8,2389.0
8:05.0, ,91-102,L. Ball makes 3-pt jump shot from 26 ft,,4,91,102,-11,2395.0
8:05.0,T. Herro enters the game for M. Strus,91-102, ,,4,91,102,-11,2395.0
8:05.0, ,91-102,P. Washington enters the game for J. Thor,,4,91,102,-11,2395.0
7:51.0,T. Herro makes 2-pt jump shot from 5 ft (assist by B. Adebayo),93-102, ,,4,93,102,-9,2409.0
7:51.0, ,93-102,Violation by Team (def goaltending),,4,93,102,-9,2409.0
7:39.0, ,93-102,L. Ball misses 3-pt jump shot from 30 ft,,4,93,102,-9,2421.0
7:35.0,Defensive rebound by V. Oladipo,93-102, ,,4,93,102,-9,2425.0
7:24.0,T. Herro misses 2-pt jump shot from 6 ft,93-102, ,,4,93,102,-9,2436.0
7:17.0,Offensive rebound by B. Adebayo,93-102, ,,4,93,102,-9,2443.0
7:17.0,B. Adebayo misses 2-pt layup at rim,93-102, ,,4,93,102,-9,2443.0
7:16.0, ,93-102,Defensive rebound by M. Williams,,4,93,102,-9,2444.0
7:14.0, ,93-104,G. Hayward makes 2-pt jump shot from 9 ft,,4,93,104,-11,2446.0
6:59.0,B. Adebayo misses 2-pt layup from 2 ft (block by M. Williams),93-104, ,,4,93,104,-11,2461.0
6:56.0, ,93-104,Defensive rebound by L. Ball,,4,93,104,-11,2464.0
6:54.0, ,93-104,Offensive foul by L. Ball (drawn by V. Oladipo),,4,93,104,-11,2466.0
6:54.0, ,93-104,Turnover by L. Ball (offensive foul),,4,93,104,-11,2466.0
6:54.0, ,93-104,Technical foul by P. Washington,,4,93,104,-11,2466.0
6:54.0,T. Herro makes technical free throw,94-104, ,,4,94,104,-10,2466.0
6:54.0,J. Butler enters the game for C. Martin,94-104, ,,4,94,104,-10,2466.0
6:54.0,K. Lowry enters the game for G. Vincent,94-104, ,,4,94,104,-10,2466.0
6:54.0, ,94-104,M. Plumlee enters the game for D. Smith,,4,94,104,-10,2466.0
6:54.0, ,94-104,T. Rozier enters the game for M. Williams,,4,94,104,-10,2466.0
6:43.0,V. Oladipo makes 2-pt layup from 3 ft,96-104, ,,4,96,104,-8,2477.0
6:30.0, ,96-104,Shooting foul by V. Oladipo (drawn by T. Rozier),,4,96,104,-8,2490.0
6:30.0, ,96-104,T. Rozier misses free throw 1 of 3,,4,96,104,-8,2490.0
6:30.0, ,96-104,Offensive rebound by Team,,4,96,104,-8,2490.0
6:30.0, ,96-105,T. Rozier makes free throw 3 of 3,,4,96,105,-9,2490.0
6:30.0, ,96-106,T. Rozier makes free throw 2 of 3,,4,96,106,-10,2490.0
6:13.0,T. Herro misses 3-pt jump shot from 28 ft,96-106, ,,4,96,106,-10,2507.0
6:09.0, ,96-106,Defensive rebound by L. Ball,,4,96,106,-10,2511.0
6:08.0, ,96-106,Personal foul by J. Butler (drawn by G. Hayward),,4,96,106,-10,2512.0
6:08.0, ,96-106,J. McDaniels enters the game for G. Hayward,,4,96,106,-10,2512.0
5:54.0, ,96-108,T. Rozier makes 2-pt jump shot from 9 ft,,4,96,108,-12,2526.0
5:42.0,J. Butler makes 2-pt layup from 4 ft (assist by K. Lowry),98-108, ,,4,98,108,-10,2538.0
5:20.0, ,98-108,P. Washington misses 2-pt jump shot from 7 ft,,4,98,108,-10,2560.0
5:17.0,Defensive rebound by B. Adebayo,98-108, ,,4,98,108,-10,2563.0
5:06.0,B. Adebayo makes 2-pt jump shot from 10 ft,100-108, ,,4,100,108,-8,2574.0
4:47.0, ,100-108,Turnover by T. Rozier (bad pass; steal by B. Adebayo),,4,100,108,-8,2593.0
4:44.0,J. Butler makes 2-pt dunk from 1 ft (assist by B. Adebayo),102-108, ,,4,102,108,-6,2596.0
4:44.0, ,102-108,Charlotte full timeout,,4,102,108,-6,2596.0
4:26.0, ,102-108,L. Ball misses 3-pt jump shot from 27 ft,,4,102,108,-6,2614.0
4:24.0,Defensive rebound by T. Herro,102-108, ,,4,102,108,-6,2616.0
4:20.0,K. Lowry makes 2-pt layup from 1 ft,104-108, ,,4,104,108,-4,2620.0
4:03.0, ,104-108,T. Rozier misses 3-pt jump shot from 23 ft,,4,104,108,-4,2637.0
4:00.0,Defensive rebound by K. Lowry,104-108, ,,4,104,108,-4,2640.0
3:51.0,B. Adebayo makes 2-pt hook shot from 6 ft (assist by K. Lowry),106-108, ,,4,106,108,-2,2649.0
3:33.0, ,106-108,P. Washington misses 3-pt jump shot from 23 ft,,4,106,108,-2,2667.0
3:31.0, ,106-108,Offensive rebound by P. Washington,,4,106,108,-2,2669.0
3:29.0, ,106-108,J. McDaniels misses 3-pt jump shot from 25 ft,,4,106,108,-2,2671.0
3:26.0,Defensive rebound by V. Oladipo,106-108, ,,4,106,108,-2,2674.0
3:08.0,T. Herro misses 3-pt jump shot from 27 ft,106-108, ,,4,106,108,-2,2692.0
3:05.0, ,106-108,Defensive rebound by P. Washington,,4,106,108,-2,2695.0
3:05.0, ,106-108,Charlotte full timeout,,4,106,108,-2,2695.0
3:05.0,Miami full timeout,106-108, ,,4,106,108,-2,2695.0
2:55.0, ,106-108,Shooting foul by K. Lowry (drawn by M. Plumlee),,4,106,108,-2,2705.0
2:55.0, ,106-109,M. Plumlee makes free throw 1 of 2,,4,106,109,-3,2705.0
2:55.0, ,106-109,M. Plumlee misses free throw 2 of 2,,4,106,109,-3,2705.0
2:53.0,Defensive rebound by J. Butler,106-109, ,,4,106,109,-3,2707.0
2:36.0,V. Oladipo misses 3-pt jump shot from 26 ft,106-109, ,,4,106,109,-3,2724.0
2:32.0, ,106-109,Defensive rebound by J. McDaniels,,4,106,109,-3,2728.0
2:17.0,Jump ball: T. Rozier vs. K. Lowry (M. Plumlee gains possession),106-109,,,4,106,109,-3,2743.0
2:12.0, ,106-111,M. Plumlee makes 2-pt layup from 2 ft,,4,106,111,-5,2748.0
1:58.0,K. Lowry misses 3-pt jump shot from 27 ft,106-111, ,,4,106,111,-5,2762.0
1:55.0, ,106-111,Defensive rebound by T. Rozier,,4,106,111,-5,2765.0
1:51.0, ,106-114,L. Ball makes 3-pt jump shot from 27 ft (assist by T. Rozier),,4,106,114,-8,2769.0
1:50.0,Miami full timeout,106-114, ,,4,106,114,-8,2770.0
1:28.0,K. Lowry misses 2-pt jump shot from 11 ft,106-114, ,,4,106,114,-8,2792.0
1:26.0,Offensive rebound by J. Butler,106-114, ,,4,106,114,-8,2794.0
1:26.0,Shooting foul by P. Washington (drawn by J. Butler),106-114, ,,4,106,114,-8,2794.0
1:26.0,J. Butler makes free throw 1 of 2,107-114, ,,4,107,114,-7,2794.0
1:26.0,J. Butler makes free throw 2 of 2,108-114, ,,4,108,114,-6,2794.0
1:13.0, ,108-116,L. Ball makes 2-pt layup from 1 ft,,4,108,116,-8,2807.0
1:00.0,T. Herro makes 3-pt jump shot from 25 ft (assist by B. Adebayo),111-116, ,,4,111,116,-5,2820.0
0:47.0, ,111-116,P. Washington misses 2-pt hook shot from 5 ft,,4,111,116,-5,2833.0
0:45.0, ,111-116,Offensive rebound by P. Washington,,4,111,116,-5,2835.0
0:45.0, ,111-118,P. Washington makes 2-pt layup from 1 ft,,4,111,118,-7,2835.0
0:35.0,T. Herro misses 3-pt jump shot from 27 ft,111-118, ,,4,111,118,-7,2845.0
0:34.0,Offensive rebound by K. Lowry,111-118, ,,4,111,118,-7,2846.0
0:34.0,Miami full timeout,111-118, ,,4,111,118,-7,2846.0
0:34.0,Instant Replay (Challenge: Ruling Stands),111-118, ,,4,111,118,-7,2846.0
0:24.0,V. Oladipo misses 3-pt jump shot from 27 ft,111-118, ,,4,111,118,-7,2856.0
0:22.0, ,111-118,Defensive rebound by P. Washington,,4,111,118,-7,2858.0
0:20.0, ,111-120,M. Plumlee makes 2-pt dunk from 2 ft (assist by P. Washington),,4,111,120,-9,2860.0
0:13.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by V. Oladipo),114-120, ,,4,114,120,-6,2867.0
0:10.0, ,114-120,Personal take foul by K. Lowry (drawn by T. Rozier),,4,114,120,-6,2870.0
0:10.0, ,114-121,T. Rozier makes free throw 1 of 2,,4,114,121,-7,2870.0
0:10.0, ,114-122,T. Rozier makes free throw 2 of 2,,4,114,122,-8,2870.0
0:05.0,Shooting foul by J. McDaniels (drawn by K. Lowry),114-122, ,,4,114,122,-8,2875.0
0:05.0,K. Lowry makes free throw 1 of 3,115-122, ,,4,115,122,-7,2875.0
0:05.0,K. Lowry makes free throw 2 of 3,116-122, ,,4,116,122,-6,2875.0
0:05.0,K. Lowry makes free throw 3 of 3,117-122, ,,4,117,122,-5,2875.0
0:00.0,End of 4th quarter,117-122,,,4,117,122,-5,2880.0
