Time,Miami,Score,Minnesota,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:47.0, ,69-64,K. Towns makes free throw 1 of 2,,3,69,64,5,1813.0
5:47.0, ,69-64,J. McLaughlin enters the game for R. Gobert,,3,69,64,5,1813.0
5:47.0, ,69-64,T. Prince enters the game for D. Russell,,3,69,64,5,1813.0
5:47.0, ,69-65,K. Towns makes free throw 2 of 2,,3,69,65,4,1813.0
5:33.0,M. Strus misses 2-pt dunk from 3 ft (block by A. Edwards),69-65, ,,3,69,65,4,1827.0
5:29.0, ,69-65,Defensive rebound by K. Towns,,3,69,65,4,1831.0
5:18.0, ,69-68,A. Edwards makes 3-pt jump shot from 25 ft,,3,69,68,1,1842.0
5:06.0,Shooting foul by K. Towns (drawn by B. Adebayo),69-68, ,,3,69,68,1,1854.0
5:06.0,B. Adebayo misses free throw 1 of 2,69-68, ,,3,69,68,1,1854.0
5:06.0,Offensive rebound by Team,69-68, ,,3,69,68,1,1854.0
5:06.0,J. Cain enters the game for N. Jović,69-68, ,,3,69,68,1,1854.0
5:06.0,H. Highsmith enters the game for C. Martin,69-68, ,,3,69,68,1,1854.0
5:06.0,B. Adebayo misses free throw 2 of 2,69-68, ,,3,69,68,1,1854.0
5:04.0, ,69-68,Defensive rebound by A. Edwards,,3,69,68,1,1856.0
4:53.0, ,69-68,J. McDaniels misses 2-pt jump shot from 12 ft,,3,69,68,1,1867.0
4:49.0,Defensive rebound by B. Adebayo,69-68, ,,3,69,68,1,1871.0
4:41.0,J. Cain makes 2-pt layup from 1 ft (assist by B. Adebayo),71-68, ,,3,71,68,3,1879.0
4:19.0, ,71-71,J. McDaniels makes 3-pt jump shot from 24 ft (assist by A. Edwards),Tie,3,71,71,0,1901.0
4:03.0,H. Highsmith misses 2-pt layup from 2 ft,71-71, ,,3,71,71,0,1917.0
4:01.0, ,71-71,Defensive rebound by A. Edwards,,3,71,71,0,1919.0
3:57.0, ,71-74,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by A. Edwards),Lead change,3,71,74,-3,1923.0
3:54.0,Miami full timeout,71-74, ,,3,71,74,-3,1926.0
3:54.0, ,71-74,J. Nowell enters the game for A. Edwards,,3,71,74,-3,1926.0
3:37.0,Personal foul by T. Prince (drawn by K. Lowry),71-74, ,,3,71,74,-3,1943.0
3:37.0,K. Lowry misses free throw 1 of 2,71-74, ,,3,71,74,-3,1943.0
3:37.0,Offensive rebound by Team,71-74, ,,3,71,74,-3,1943.0
3:37.0,K. Lowry makes free throw 2 of 2,72-74, ,,3,72,74,-2,1943.0
3:28.0, ,72-74,K. Towns misses 3-pt jump shot from 24 ft,,3,72,74,-2,1952.0
3:23.0,Defensive rebound by H. Highsmith,72-74, ,,3,72,74,-2,1957.0
3:15.0,B. Adebayo misses 2-pt hook shot from 7 ft,72-74, ,,3,72,74,-2,1965.0
3:12.0, ,72-74,Defensive rebound by K. Towns,,3,72,74,-2,1968.0
3:05.0, ,72-77,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by K. Towns),,3,72,77,-5,1975.0
2:44.0,K. Lowry misses 3-pt jump shot from 26 ft,72-77, ,,3,72,77,-5,1996.0
2:41.0, ,72-77,Defensive rebound by T. Prince,,3,72,77,-5,1999.0
2:35.0, ,72-80,J. McLaughlin makes 3-pt jump shot from 23 ft (assist by J. Nowell),,3,72,80,-8,2005.0
2:20.0,B. Adebayo misses 2-pt layup from 3 ft (block by K. Towns),72-80, ,,3,72,80,-8,2020.0
2:17.0, ,72-80,Defensive rebound by T. Prince,,3,72,80,-8,2023.0
2:15.0, ,72-80,J. Nowell misses 3-pt jump shot from 25 ft,,3,72,80,-8,2025.0
2:11.0,Defensive rebound by H. Highsmith,72-80, ,,3,72,80,-8,2029.0
2:00.0,Offensive foul by M. Strus (drawn by J. Nowell),72-80, ,,3,72,80,-8,2040.0
2:00.0,Turnover by M. Strus (offensive foul),72-80, ,,3,72,80,-8,2040.0
2:00.0,D. Dedmon enters the game for B. Adebayo,72-80, ,,3,72,80,-8,2040.0
2:00.0,C. Martin enters the game for M. Strus,72-80, ,,3,72,80,-8,2040.0
2:00.0, ,72-80,Violation by Team (delay of game),,3,72,80,-8,2040.0
1:52.0, ,72-80,Personal foul by C. Martin (drawn by K. Towns),,3,72,80,-8,2048.0
1:43.0, ,72-80,J. McDaniels misses 2-pt jump shot from 9 ft,,3,72,80,-8,2057.0
1:42.0,Defensive rebound by Team,72-80, ,,3,72,80,-8,2058.0
1:42.0, ,72-80,Loose ball foul by K. Towns (drawn by K. Lowry),,3,72,80,-8,2058.0
1:42.0, ,72-80,Technical foul by K. Towns,,3,72,80,-8,2058.0
1:42.0,K. Lowry makes technical free throw,73-80, ,,3,73,80,-7,2058.0
1:42.0,K. Lowry misses free throw 1 of 2,73-80, ,,3,73,80,-7,2058.0
1:42.0,Offensive rebound by Team,73-80, ,,3,73,80,-7,2058.0
1:42.0, ,73-80,N. Reid enters the game for K. Towns,,3,73,80,-7,2058.0
1:42.0,K. Lowry makes free throw 2 of 2,74-80, ,,3,74,80,-6,2058.0
1:27.0, ,74-80,N. Reid misses 2-pt jump shot from 7 ft,,3,74,80,-6,2073.0
1:24.0,Defensive rebound by H. Highsmith,74-80, ,,3,74,80,-6,2076.0
1:17.0,K. Lowry misses 2-pt jump shot from 12 ft,74-80, ,,3,74,80,-6,2083.0
1:14.0, ,74-80,Defensive rebound by N. Reid,,3,74,80,-6,2086.0
1:11.0, ,74-82,J. Nowell makes 2-pt layup from 1 ft,,3,74,82,-8,2089.0
1:11.0, ,74-82,Shooting foul by D. Dedmon (drawn by J. Nowell),,3,74,82,-8,2089.0
1:11.0, ,74-82,R. Gobert enters the game for J. McDaniels,,3,74,82,-8,2089.0
1:11.0, ,74-83,J. Nowell makes free throw 1 of 1,,3,74,83,-9,2089.0
0:55.0,D. Dedmon misses 3-pt jump shot from 23 ft,74-83, ,,3,74,83,-9,2105.0
0:51.0,Offensive rebound by H. Highsmith,74-83, ,,3,74,83,-9,2109.0
0:51.0,H. Highsmith makes 2-pt layup from 1 ft,76-83, ,,3,76,83,-7,2109.0
0:41.0, ,76-83,Shooting foul by D. Dedmon (drawn by N. Reid),,3,76,83,-7,2119.0
0:41.0, ,76-83,N. Reid misses free throw 1 of 2,,3,76,83,-7,2119.0
0:41.0, ,76-83,Offensive rebound by Team,,3,76,83,-7,2119.0
0:41.0, ,76-84,N. Reid makes free throw 2 of 2,,3,76,84,-8,2119.0
0:30.0,D. Dedmon makes 2-pt hook shot from 7 ft (assist by K. Lowry),78-84, ,,3,78,84,-6,2130.0
0:14.0, ,78-84,Turnover by N. Reid (bad pass; steal by C. Martin),,3,78,84,-6,2146.0
0:10.0,Turnover by H. Highsmith (bad pass; steal by J. McLaughlin),78-84, ,,3,78,84,-6,2150.0
0:05.0, ,78-84,Turnover by J. Nowell (lost ball; steal by K. Lowry),,3,78,84,-6,2155.0
0:00.0,Shooting foul by N. Reid (drawn by D. Dedmon),78-84, ,,3,78,84,-6,2160.0
0:00.0,D. Dedmon misses free throw 1 of 2,78-84, ,,3,78,84,-6,2160.0
0:00.0,Offensive rebound by Team,78-84, ,,3,78,84,-6,2160.0
0:00.0,D. Dedmon makes free throw 2 of 2,79-84, ,,3,79,84,-5,2160.0
0:00.0, ,79-84,J. Nowell misses 3-pt jump shot from 27 ft,,3,79,84,-5,2160.0
0:00.0, ,79-84,Offensive rebound by Team,,3,79,84,-5,2160.0
0:00.0,End of 3rd quarter,79-84,,,3,79,84,-5,2160.0
12:00.0,Start of 4th quarter,79-84,,,4,79,84,-5,2160.0
11:41.0,Turnover by H. Highsmith (traveling),79-84, ,,4,79,84,-5,2179.0
11:26.0, ,79-84,Turnover by T. Prince (bad pass),,4,79,84,-5,2194.0
11:02.0,J. Cain makes 2-pt layup from 3 ft (assist by D. Dedmon),81-84, ,,4,81,84,-3,2218.0
10:46.0, ,81-87,T. Prince makes 3-pt jump shot from 23 ft (assist by N. Reid),,4,81,87,-6,2234.0
10:26.0,Turnover by H. Highsmith (lost ball; steal by A. Edwards),81-87, ,,4,81,87,-6,2254.0
10:26.0, ,81-87,D. Russell enters the game for J. McLaughlin,,4,81,87,-6,2254.0
10:25.0,Technical foul by M. Strus,81-87, ,,4,81,87,-6,2255.0
10:25.0, ,81-87,A. Edwards misses technical free throw,,4,81,87,-6,2255.0
10:25.0, ,81-87,Offensive rebound by Team,,4,81,87,-6,2255.0
10:19.0, ,81-87,Turnover by T. Prince (traveling),,4,81,87,-6,2261.0
10:19.0,M. Strus enters the game for H. Highsmith,81-87, ,,4,81,87,-6,2261.0
10:11.0,Personal foul by T. Prince (drawn by M. Strus),81-87, ,,4,81,87,-6,2269.0
10:04.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. Dedmon),84-87, ,,4,84,87,-3,2276.0
9:47.0, ,84-87,N. Reid misses 2-pt jump shot from 6 ft,,4,84,87,-3,2293.0
9:44.0,Defensive rebound by C. Martin,84-87, ,,4,84,87,-3,2296.0
9:38.0,M. Strus makes 3-pt jump shot from 26 ft (assist by K. Lowry),87-87, ,Tie,4,87,87,0,2302.0
9:26.0, ,87-87,A. Edwards misses 3-pt jump shot from 27 ft,,4,87,87,0,2314.0
9:24.0, ,87-87,Offensive rebound by R. Gobert,,4,87,87,0,2316.0
9:20.0, ,87-87,Turnover by R. Gobert (lost ball; steal by K. Lowry),,4,87,87,0,2320.0
9:16.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by J. Cain),89-87, ,Lead change,4,89,87,2,2324.0
9:14.0, ,89-87,Minnesota full timeout,,4,89,87,2,2326.0
9:14.0, ,89-87,J. McDaniels enters the game for T. Prince,,4,89,87,2,2326.0
9:14.0, ,89-87,K. Towns enters the game for N. Reid,,4,89,87,2,2326.0
8:55.0, ,89-89,A. Edwards makes 2-pt jump shot from 21 ft (assist by K. Towns),Tie,4,89,89,0,2345.0
8:33.0,Personal foul by A. Edwards (drawn by C. Martin),89-89, ,,4,89,89,0,2367.0
8:33.0, ,89-89,T. Prince enters the game for R. Gobert,,4,89,89,0,2367.0
8:18.0,M. Strus misses 2-pt jump shot from 19 ft,89-89, ,,4,89,89,0,2382.0
8:13.0,Offensive rebound by C. Martin,89-89, ,,4,89,89,0,2387.0
8:13.0,C. Martin makes 2-pt layup at rim,91-89, ,,4,91,89,2,2387.0
8:00.0, ,91-92,A. Edwards makes 3-pt jump shot from 25 ft (assist by J. McDaniels),Lead change,4,91,92,-1,2400.0
7:38.0,Turnover by K. Lowry (bad pass; steal by D. Russell),91-92, ,,4,91,92,-1,2422.0
7:34.0, ,91-92,A. Edwards misses 3-pt jump shot from 25 ft,,4,91,92,-1,2426.0
7:32.0,Defensive rebound by K. Lowry,91-92, ,,4,91,92,-1,2428.0
7:27.0,K. Lowry misses 3-pt jump shot from 25 ft,91-92, ,,4,91,92,-1,2433.0
7:22.0, ,91-92,Defensive rebound by J. McDaniels,,4,91,92,-1,2438.0
7:12.0, ,91-92,Personal foul by J. Cain (drawn by K. Towns),,4,91,92,-1,2448.0
7:12.0,B. Adebayo enters the game for D. Dedmon,91-92, ,,4,91,92,-1,2448.0
7:06.0, ,91-92,T. Prince misses 3-pt jump shot from 25 ft,,4,91,92,-1,2454.0
7:02.0,Defensive rebound by M. Strus,91-92, ,,4,91,92,-1,2458.0
6:59.0,Turnover by M. Strus (lost ball; steal by A. Edwards),91-92, ,,4,91,92,-1,2461.0
6:54.0, ,91-92,A. Edwards misses 2-pt layup from 2 ft (block by K. Lowry),,4,91,92,-1,2466.0
6:53.0,Defensive rebound by B. Adebayo,91-92, ,,4,91,92,-1,2467.0
6:39.0,C. Martin makes 2-pt layup from 3 ft (assist by K. Lowry),93-92, ,Lead change,4,93,92,1,2481.0
6:28.0, ,93-92,Shooting foul by B. Adebayo (drawn by K. Towns),,4,93,92,1,2492.0
6:28.0, ,93-92,K. Towns misses free throw 1 of 2,,4,93,92,1,2492.0
6:28.0, ,93-92,Offensive rebound by Team,,4,93,92,1,2492.0
6:28.0, ,93-93,K. Towns makes free throw 2 of 2,Tie,4,93,93,0,2492.0
6:20.0,M. Strus makes 2-pt layup from 5 ft (assist by K. Lowry),95-93, ,,4,95,93,2,2500.0
5:59.0, ,95-96,A. Edwards makes 3-pt jump shot from 25 ft (assist by K. Towns),Lead change,4,95,96,-1,2521.0
5:42.0,Turnover by K. Lowry (bad pass; steal by A. Edwards),95-96, ,,4,95,96,-1,2538.0
5:38.0, ,95-99,J. McDaniels makes 3-pt jump shot from 25 ft (assist by A. Edwards),,4,95,99,-4,2542.0
5:36.0,Miami full timeout,95-99, ,,4,95,99,-4,2544.0
5:25.0,Personal foul by K. Towns (drawn by M. Strus),95-99, ,,4,95,99,-4,2555.0
5:25.0, ,95-99,R. Gobert enters the game for K. Towns,,4,95,99,-4,2555.0
5:12.0,Shooting foul by D. Russell (drawn by K. Lowry),95-99, ,,4,95,99,-4,2568.0
5:12.0,K. Lowry misses free throw 1 of 2,95-99, ,,4,95,99,-4,2568.0
5:12.0,Offensive rebound by Team,95-99, ,,4,95,99,-4,2568.0
5:12.0,K. Lowry makes free throw 2 of 2,96-99, ,,4,96,99,-3,2568.0
4:54.0, ,96-99,T. Prince misses 2-pt jump shot from 9 ft,,4,96,99,-3,2586.0
4:53.0,Defensive rebound by Team,96-99, ,,4,96,99,-3,2587.0
4:35.0,M. Strus misses 3-pt jump shot from 26 ft,96-99, ,,4,96,99,-3,2605.0
4:31.0, ,96-99,Defensive rebound by A. Edwards,,4,96,99,-3,2609.0
4:24.0, ,96-99,A. Edwards misses 2-pt layup from 5 ft,,4,96,99,-3,2616.0
4:24.0,Defensive rebound by Team,96-99, ,,4,96,99,-3,2616.0
4:24.0, ,96-99,Loose ball foul by R. Gobert (drawn by C. Martin),,4,96,99,-3,2616.0
4:24.0,C. Martin misses free throw 1 of 2,96-99, ,,4,96,99,-3,2616.0
4:24.0,Offensive rebound by Team,96-99, ,,4,96,99,-3,2616.0
4:24.0,C. Martin makes free throw 2 of 2,97-99, ,,4,97,99,-2,2616.0
4:10.0, ,97-99,A. Edwards misses 3-pt jump shot from 27 ft,,4,97,99,-2,2630.0
4:08.0,Defensive rebound by K. Lowry,97-99, ,,4,97,99,-2,2632.0
3:58.0,Turnover by M. Strus (step out of bounds),97-99, ,,4,97,99,-2,2642.0
3:47.0, ,97-99,Personal foul by C. Martin (drawn by A. Edwards),,4,97,99,-2,2653.0
3:47.0, ,97-99,K. Towns enters the game for R. Gobert,,4,97,99,-2,2653.0
3:42.0, ,97-99,K. Towns misses 3-pt jump shot from 25 ft,,4,97,99,-2,2658.0
3:38.0,Defensive rebound by B. Adebayo,97-99, ,,4,97,99,-2,2662.0
3:31.0,B. Adebayo makes 2-pt jump shot from 13 ft,99-99, ,Tie,4,99,99,0,2669.0
3:22.0, ,99-99,J. McDaniels misses 2-pt layup from 2 ft (block by K. Lowry),,4,99,99,0,2678.0
3:21.0, ,99-99,Offensive rebound by Team,,4,99,99,0,2679.0
3:21.0,Miami full timeout,99-99, ,,4,99,99,0,2679.0
3:21.0,Instant Replay (Challenge: Ruling Stands),99-99, ,,4,99,99,0,2679.0
3:14.0, ,99-99,D. Russell misses 3-pt jump shot from 24 ft,,4,99,99,0,2686.0
3:12.0,Defensive rebound by B. Adebayo,99-99, ,,4,99,99,0,2688.0
3:11.0,Miami full timeout,99-99, ,,4,99,99,0,2689.0
3:11.0, ,99-99,R. Gobert enters the game for T. Prince,,4,99,99,0,2689.0
2:56.0,B. Adebayo misses 2-pt jump shot from 10 ft,99-99, ,,4,99,99,0,2704.0
2:52.0,Offensive rebound by C. Martin,99-99, ,,4,99,99,0,2708.0
2:46.0,C. Martin misses 2-pt layup from 2 ft,99-99, ,,4,99,99,0,2714.0
2:46.0, ,99-99,Defensive rebound by Team,,4,99,99,0,2714.0
2:28.0, ,99-101,D. Russell makes 2-pt jump shot from 16 ft (assist by J. McDaniels),,4,99,101,-2,2732.0
2:11.0,K. Lowry misses 3-pt jump shot from 26 ft,99-101, ,,4,99,101,-2,2749.0
2:08.0, ,99-101,Defensive rebound by A. Edwards,,4,99,101,-2,2752.0
1:52.0, ,99-101,K. Towns misses 2-pt hook shot from 5 ft,,4,99,101,-2,2768.0
1:49.0,Defensive rebound by B. Adebayo,99-101, ,,4,99,101,-2,2771.0
1:42.0,J. Cain misses 2-pt jump shot from 8 ft,99-101, ,,4,99,101,-2,2778.0
1:39.0, ,99-101,Defensive rebound by D. Russell,,4,99,101,-2,2781.0
1:37.0, ,99-101,Offensive foul by K. Towns (drawn by K. Lowry),,4,99,101,-2,2783.0
1:37.0, ,99-101,Turnover by K. Towns (offensive foul),,4,99,101,-2,2783.0
1:37.0, ,99-101,T. Prince enters the game for K. Towns,,4,99,101,-2,2783.0
1:23.0,Turnover by M. Strus (bad pass),99-101, ,,4,99,101,-2,2797.0
1:11.0, ,99-101,Shooting foul by B. Adebayo (drawn by R. Gobert),,4,99,101,-2,2809.0
1:11.0, ,99-102,R. Gobert makes free throw 1 of 2,,4,99,102,-3,2809.0
1:11.0, ,99-103,R. Gobert makes free throw 2 of 2,,4,99,103,-4,2809.0
0:57.0,M. Strus misses 3-pt jump shot from 25 ft,99-103, ,,4,99,103,-4,2823.0
0:56.0, ,99-103,Defensive rebound by Team,,4,99,103,-4,2824.0
0:36.0, ,99-103,A. Edwards misses 3-pt jump shot from 25 ft,,4,99,103,-4,2844.0
0:34.0,Defensive rebound by B. Adebayo,99-103, ,,4,99,103,-4,2846.0
0:29.0,K. Lowry makes 2-pt layup from 3 ft,101-103, ,,4,101,103,-2,2851.0
0:09.0, ,101-103,Personal foul by M. Strus (drawn by R. Gobert),,4,101,103,-2,2871.0
0:09.0, ,101-104,R. Gobert makes free throw 1 of 2,,4,101,104,-3,2871.0
0:09.0, ,101-105,R. Gobert makes free throw 2 of 2,,4,101,105,-4,2871.0
0:09.0,Miami full timeout,101-105, ,,4,101,105,-4,2871.0
0:04.0,B. Adebayo misses 3-pt jump shot from 25 ft,101-105, ,,4,101,105,-4,2876.0
0:01.0,Offensive rebound by Team,101-105, ,,4,101,105,-4,2879.0
0:01.0,B. Adebayo misses 3-pt jump shot from 24 ft,101-105, ,,4,101,105,-4,2879.0
0:00.0,End of 4th quarter,101-105,,,4,101,105,-4,2880.0
