Time,Washington,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:13.0, ,78-74,C. Martin makes 3-pt jump shot from 25 ft,,3,74,78,-4,1907.0
3:52.0,K. Porziņģis misses 2-pt jump shot from 7 ft,78-74, ,,3,74,78,-4,1928.0
3:49.0, ,78-74,Defensive rebound by C. Martin,,3,74,78,-4,1931.0
3:46.0, ,78-74,C. Martin misses 2-pt layup from 3 ft,,3,74,78,-4,1934.0
3:40.0, ,78-74,Offensive rebound by B. Adebayo,,3,74,78,-4,1940.0
3:40.0, ,78-74,B. Adebayo misses 2-pt layup at rim,,3,74,78,-4,1940.0
3:39.0, ,78-74,Offensive rebound by K. Lowry,,3,74,78,-4,1941.0
3:38.0, ,78-76,K. Lowry makes 2-pt layup from 2 ft,,3,76,78,-2,1942.0
3:19.0,B. Beal misses 2-pt jump shot from 7 ft,78-76, ,,3,76,78,-2,1961.0
3:16.0, ,78-76,Defensive rebound by H. Highsmith,,3,76,78,-2,1964.0
3:11.0, ,78-76,K. Lowry misses 2-pt layup from 3 ft (block by D. Avdija),,3,76,78,-2,1969.0
3:08.0,Defensive rebound by K. Porziņģis,78-76, ,,3,76,78,-2,1972.0
3:07.0,Personal foul by H. Highsmith (drawn by B. Beal),78-76, ,,3,76,78,-2,1973.0
3:07.0, ,78-76,D. Dedmon enters the game for B. Adebayo,,3,76,78,-2,1973.0
2:52.0,Turnover by D. Avdija (bad pass; steal by D. Dedmon),78-76, ,,3,76,78,-2,1988.0
2:45.0, ,78-78,C. Martin makes 2-pt layup from 2 ft (assist by H. Highsmith),Tie,3,78,78,0,1995.0
2:41.0,Washington full timeout,78-78, ,,3,78,78,0,1999.0
2:41.0,D. Gafford enters the game for D. Avdija,78-78, ,,3,78,78,0,1999.0
2:41.0,J. Goodwin enters the game for C. Kispert,78-78, ,,3,78,78,0,1999.0
2:41.0,K. Kuzma enters the game for K. Porziņģis,78-78, ,,3,78,78,0,1999.0
2:18.0,W. Barton misses 2-pt jump shot from 9 ft (block by D. Smith),78-78, ,,3,78,78,0,2022.0
2:15.0, ,78-78,Defensive rebound by D. Dedmon,,3,78,78,0,2025.0
2:04.0, ,78-78,Turnover by D. Dedmon (lost ball; steal by W. Barton),,3,78,78,0,2036.0
1:56.0,B. Beal makes 3-pt jump shot from 25 ft (assist by K. Kuzma),81-78, ,,3,78,81,-3,2044.0
1:33.0, ,81-80,H. Highsmith makes 2-pt jump shot from 3 ft (assist by K. Lowry),,3,80,81,-1,2067.0
1:33.0, ,81-80,Shooting foul by W. Barton (drawn by H. Highsmith),,3,80,81,-1,2067.0
1:33.0, ,81-81,H. Highsmith makes free throw 1 of 1,Tie,3,81,81,0,2067.0
1:21.0,Shooting foul by C. Martin (drawn by B. Beal),81-81, ,,3,81,81,0,2079.0
1:21.0,Washington full timeout,81-81, ,,3,81,81,0,2079.0
1:21.0,Instant Replay (Challenge: Ruling Stands),81-81, ,,3,81,81,0,2079.0
1:21.0, ,81-81,J. Cain enters the game for C. Martin,,3,81,81,0,2079.0
1:21.0,B. Beal makes free throw 1 of 2,82-81, ,,3,81,82,-1,2079.0
1:21.0,B. Beal misses free throw 2 of 2,82-81, ,,3,81,82,-1,2079.0
1:19.0, ,82-81,Defensive rebound by D. Dedmon,,3,81,82,-1,2081.0
0:55.0, ,82-81,H. Highsmith misses 3-pt jump shot from 24 ft,,3,81,82,-1,2105.0
0:55.0, ,82-81,Offensive rebound by J. Cain,,3,81,82,-1,2105.0
0:52.0, ,82-83,J. Cain makes 2-pt jump shot from 6 ft,Lead change,3,83,82,1,2108.0
0:52.0,Violation by Team (def goaltending),82-83, ,,3,83,82,1,2108.0
0:34.0,K. Kuzma misses 3-pt jump shot from 26 ft,82-83, ,,3,83,82,1,2126.0
0:29.0, ,82-83,Defensive rebound by K. Lowry,,3,83,82,1,2131.0
0:07.0, ,82-85,D. Dedmon makes 2-pt jump shot from 8 ft (assist by K. Lowry),,3,85,82,3,2153.0
0:00.0,K. Kuzma makes 3-pt jump shot from 29 ft (assist by B. Beal),85-85, ,Tie,3,85,85,0,2160.0
0:00.0,Instant Replay (Request: Ruling Stands),85-85, ,,3,85,85,0,2160.0
0:00.0,End of 3rd quarter,85-85,,,3,85,85,0,2160.0
12:00.0,Start of 4th quarter,85-85,,,4,85,85,0,2160.0
11:37.0,K. Kuzma misses 3-pt jump shot from 25 ft,85-85, ,,4,85,85,0,2183.0
11:33.0, ,85-85,Defensive rebound by J. Cain,,4,85,85,0,2187.0
11:16.0, ,85-85,Personal foul by J. Goodwin (drawn by T. Herro),,4,85,85,0,2204.0
11:05.0, ,85-85,Offensive foul by T. Herro (drawn by J. Goodwin),,4,85,85,0,2215.0
11:05.0, ,85-85,Turnover by T. Herro (offensive foul),,4,85,85,0,2215.0
11:05.0, ,85-85,Instant Replay (Request: Ruling Stands),,4,85,85,0,2215.0
10:44.0,J. Goodwin misses 3-pt jump shot from 28 ft,85-85, ,,4,85,85,0,2236.0
10:39.0, ,85-85,Defensive rebound by D. Smith,,4,85,85,0,2241.0
10:27.0, ,85-87,D. Dedmon makes 2-pt hook shot from 6 ft (assist by T. Herro),,4,87,85,2,2253.0
10:16.0,D. Gafford makes 2-pt dunk from 1 ft (assist by K. Kuzma),87-87, ,Tie,4,87,87,0,2264.0
10:00.0, ,87-87,Turnover by T. Herro (bad pass; steal by C. Kispert),,4,87,87,0,2280.0
10:00.0,Personal foul by D. Dedmon (drawn by C. Kispert),87-87, ,,4,87,87,0,2280.0
10:00.0,C. Kispert misses free throw 1 of 1,87-87, ,,4,87,87,0,2280.0
10:00.0,Offensive rebound by Team,87-87, ,,4,87,87,0,2280.0
9:50.0,K. Kuzma misses 2-pt jump shot from 8 ft,87-87, ,,4,87,87,0,2290.0
9:42.0,Offensive rebound by D. Gafford,87-87, ,,4,87,87,0,2298.0
9:42.0,D. Gafford makes 2-pt dunk at rim,89-87, ,Lead change,4,87,89,-2,2298.0
9:31.0, ,89-87,D. Dedmon misses 2-pt jump shot from 3 ft,,4,87,89,-2,2309.0
9:31.0, ,89-87,Offensive rebound by H. Highsmith,,4,87,89,-2,2309.0
9:26.0, ,89-87,H. Highsmith misses 2-pt layup from 2 ft,,4,87,89,-2,2314.0
9:24.0,Defensive rebound by D. Gafford,89-87, ,,4,87,89,-2,2316.0
9:21.0,Personal foul by D. Smith (drawn by K. Kuzma),89-87, ,,4,87,89,-2,2319.0
9:21.0, ,89-87,B. Adebayo enters the game for D. Dedmon,,4,87,89,-2,2319.0
9:15.0,K. Kuzma makes 2-pt jump shot from 14 ft (assist by C. Kispert),91-87, ,,4,87,91,-4,2325.0
9:03.0, ,91-87,T. Herro misses 3-pt jump shot from 27 ft,,4,87,91,-4,2337.0
9:03.0,Defensive rebound by D. Gafford,91-87, ,,4,87,91,-4,2337.0
8:54.0,Shooting foul by J. Cain (drawn by K. Kuzma),91-87, ,,4,87,91,-4,2346.0
8:54.0,K. Kuzma makes free throw 1 of 2,92-87, ,,4,87,92,-5,2346.0
8:54.0,K. Porziņģis enters the game for D. Gafford,92-87, ,,4,87,92,-5,2346.0
8:54.0,K. Kuzma makes free throw 2 of 2,93-87, ,,4,87,93,-6,2346.0
8:46.0, ,93-89,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),,4,89,93,-4,2354.0
8:36.0,K. Kuzma misses 3-pt jump shot from 27 ft,93-89, ,,4,89,93,-4,2364.0
8:32.0, ,93-89,Defensive rebound by J. Cain,,4,89,93,-4,2368.0
8:20.0, ,93-89,J. Cain misses 2-pt layup from 2 ft,,4,89,93,-4,2380.0
8:18.0,Defensive rebound by A. Gill,93-89, ,,4,89,93,-4,2382.0
8:09.0,Personal foul by D. Smith (drawn by K. Porziņģis),93-89, ,,4,89,93,-4,2391.0
8:09.0,B. Beal enters the game for A. Gill,93-89, ,,4,89,93,-4,2391.0
8:09.0, ,93-89,K. Lowry enters the game for J. Cain,,4,89,93,-4,2391.0
8:09.0, ,93-89,C. Martin enters the game for D. Smith,,4,89,93,-4,2391.0
8:04.0,Turnover by K. Porziņģis (off goaltending),93-89, ,,4,89,93,-4,2396.0
7:58.0, ,93-91,B. Adebayo makes 2-pt layup from 2 ft,,4,91,93,-2,2402.0
7:37.0,B. Beal misses 2-pt jump shot from 3 ft,93-91, ,,4,91,93,-2,2423.0
7:37.0,Offensive rebound by K. Porziņģis,93-91, ,,4,91,93,-2,2423.0
7:37.0,K. Porziņģis misses 2-pt layup at rim,93-91, ,,4,91,93,-2,2423.0
7:37.0,Offensive rebound by K. Kuzma,93-91, ,,4,91,93,-2,2423.0
7:37.0,K. Kuzma makes 2-pt layup at rim,95-91, ,,4,91,95,-4,2423.0
7:37.0,Shooting foul by B. Adebayo (drawn by K. Kuzma),95-91, ,,4,91,95,-4,2423.0
7:37.0,K. Kuzma makes free throw 1 of 1,96-91, ,,4,91,96,-5,2423.0
7:28.0, ,96-91,B. Adebayo misses 2-pt jump shot from 7 ft,,4,91,96,-5,2432.0
7:25.0,Defensive rebound by K. Porziņģis,96-91, ,,4,91,96,-5,2435.0
7:18.0,Turnover by K. Kuzma (traveling),96-91, ,,4,91,96,-5,2442.0
7:08.0, ,96-91,Def 3 sec tech foul by Team,,4,91,96,-5,2452.0
7:08.0, ,96-92,T. Herro makes technical free throw,,4,92,96,-4,2452.0
7:08.0,A. Gill enters the game for K. Kuzma,96-92, ,,4,92,96,-4,2452.0
6:56.0, ,96-94,B. Adebayo makes 2-pt hook shot from 5 ft,,4,94,96,-2,2464.0
6:37.0,B. Beal misses 3-pt jump shot from 26 ft (block by H. Highsmith),96-94, ,,4,94,96,-2,2483.0
6:33.0, ,96-94,Defensive rebound by C. Martin,,4,94,96,-2,2487.0
6:31.0, ,96-94,Turnover by C. Martin (bad pass; steal by J. Goodwin),,4,94,96,-2,2489.0
6:31.0,Personal foul by C. Martin (drawn by J. Goodwin),96-94, ,,4,94,96,-2,2489.0
6:31.0, ,96-94,Miami full timeout,,4,94,96,-2,2489.0
6:31.0,D. Avdija enters the game for C. Kispert,96-94, ,,4,94,96,-2,2489.0
6:31.0,J. Goodwin makes free throw 1 of 2,97-94, ,,4,94,97,-3,2489.0
6:31.0,J. Goodwin makes free throw 2 of 2,98-94, ,,4,94,98,-4,2489.0
6:18.0, ,98-94,B. Adebayo misses 2-pt jump shot from 5 ft,,4,94,98,-4,2502.0
6:15.0,Defensive rebound by D. Avdija,98-94, ,,4,94,98,-4,2505.0
5:55.0,B. Beal misses 2-pt jump shot from 13 ft,98-94, ,,4,94,98,-4,2525.0
5:53.0, ,98-94,Defensive rebound by B. Adebayo,,4,94,98,-4,2527.0
5:35.0, ,98-94,T. Herro misses 3-pt jump shot from 26 ft,,4,94,98,-4,2545.0
5:32.0,Defensive rebound by D. Avdija,98-94, ,,4,94,98,-4,2548.0
5:18.0,K. Porziņģis misses 2-pt jump shot from 12 ft,98-94, ,,4,94,98,-4,2562.0
5:16.0,Offensive rebound by Team,98-94, ,,4,94,98,-4,2564.0
5:16.0,K. Kuzma enters the game for J. Goodwin,98-94, ,,4,94,98,-4,2564.0
5:05.0,K. Porziņģis misses 3-pt jump shot from 28 ft,98-94, ,,4,94,98,-4,2575.0
5:01.0, ,98-94,Defensive rebound by B. Adebayo,,4,94,98,-4,2579.0
4:49.0, ,98-94,C. Martin misses 2-pt layup from 2 ft,,4,94,98,-4,2591.0
4:49.0, ,98-94,Offensive rebound by B. Adebayo,,4,94,98,-4,2591.0
4:49.0, ,98-96,B. Adebayo makes 2-pt layup at rim,,4,96,98,-2,2591.0
4:49.0,Violation by Team (def goaltending),98-96, ,,4,96,98,-2,2591.0
4:49.0,Washington full timeout,98-96, ,,4,96,98,-2,2591.0
4:35.0,Turnover by B. Beal (bad pass),98-96, ,,4,96,98,-2,2605.0
4:23.0, ,98-99,T. Herro makes 3-pt jump shot from 24 ft (assist by B. Adebayo),Lead change,4,99,98,1,2617.0
3:59.0,B. Beal makes 2-pt layup from 2 ft,100-99, ,Lead change,4,99,100,-1,2641.0
3:44.0, ,100-99,T. Herro misses 3-pt jump shot from 27 ft,,4,99,100,-1,2656.0
3:41.0,Defensive rebound by B. Beal,100-99, ,,4,99,100,-1,2659.0
3:38.0,Personal foul by B. Adebayo (drawn by K. Porziņģis),100-99, ,,4,99,100,-1,2662.0
3:38.0,K. Porziņģis makes free throw 1 of 2,101-99, ,,4,99,101,-2,2662.0
3:38.0,J. Goodwin enters the game for A. Gill,101-99, ,,4,99,101,-2,2662.0
3:38.0,K. Porziņģis makes free throw 2 of 2,102-99, ,,4,99,102,-3,2662.0
3:33.0, ,102-99,Miami full timeout,,4,99,102,-3,2667.0
3:15.0, ,102-102,K. Lowry makes 3-pt jump shot from 25 ft,Tie,4,102,102,0,2685.0
3:15.0, ,102-102,Shooting foul by D. Avdija (drawn by K. Lowry),,4,102,102,0,2685.0
3:15.0,Washington full timeout,102-102, ,,4,102,102,0,2685.0
3:15.0, ,102-103,K. Lowry makes free throw 1 of 1,Lead change,4,103,102,1,2685.0
3:09.0,Personal foul by K. Lowry (drawn by D. Avdija),102-103, ,,4,103,102,1,2691.0
3:09.0,D. Avdija makes free throw 1 of 2,103-103, ,Tie,4,103,103,0,2691.0
3:09.0,D. Avdija misses free throw 2 of 2,103-103, ,,4,103,103,0,2691.0
3:07.0, ,103-103,Defensive rebound by H. Highsmith,,4,103,103,0,2693.0
2:58.0, ,103-103,Personal foul by B. Beal (drawn by K. Lowry),,4,103,103,0,2702.0
2:58.0,C. Kispert enters the game for D. Avdija,103-103, ,,4,103,103,0,2702.0
2:46.0, ,103-103,H. Highsmith misses 2-pt jump shot from 5 ft,,4,103,103,0,2714.0
2:45.0, ,103-103,Offensive rebound by Team,,4,103,103,0,2715.0
2:44.0, ,103-103,Shooting foul by J. Goodwin (drawn by C. Martin),,4,103,103,0,2716.0
2:44.0, ,103-103,C. Martin misses free throw 1 of 2,,4,103,103,0,2716.0
2:44.0, ,103-103,Offensive rebound by Team,,4,103,103,0,2716.0
2:44.0, ,103-104,C. Martin makes free throw 2 of 2,,4,104,103,1,2716.0
2:24.0,B. Beal makes 2-pt layup from 2 ft,105-104, ,Lead change,4,104,105,-1,2736.0
2:10.0, ,105-104,C. Martin misses 3-pt jump shot from 26 ft,,4,104,105,-1,2750.0
2:07.0,Defensive rebound by J. Goodwin,105-104, ,,4,104,105,-1,2753.0
1:48.0,K. Kuzma misses 3-pt jump shot from 28 ft,105-104, ,,4,104,105,-1,2772.0
1:44.0, ,105-104,Defensive rebound by T. Herro,,4,104,105,-1,2776.0
1:37.0, ,105-104,Personal foul by J. Goodwin (drawn by B. Adebayo),,4,104,105,-1,2783.0
1:37.0, ,105-105,B. Adebayo makes free throw 1 of 2,Tie,4,105,105,0,2783.0
1:37.0, ,105-106,B. Adebayo makes free throw 2 of 2,Lead change,4,106,105,1,2783.0
1:20.0,C. Kispert misses 3-pt jump shot from 23 ft,105-106, ,,4,106,105,1,2800.0
1:16.0, ,105-106,Defensive rebound by C. Martin,,4,106,105,1,2804.0
0:58.0, ,105-106,T. Herro misses 3-pt jump shot from 27 ft,,4,106,105,1,2822.0
0:56.0,Defensive rebound by Team,105-106, ,,4,106,105,1,2824.0
0:40.0,K. Kuzma misses 2-pt jump shot from 10 ft,105-106, ,,4,106,105,1,2840.0
0:38.0, ,105-106,Defensive rebound by K. Lowry,,4,106,105,1,2842.0
0:21.0, ,105-108,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Lowry),,4,108,105,3,2859.0
0:21.0,Washington full timeout,105-108, ,,4,108,105,3,2859.0
0:21.0,D. Avdija enters the game for J. Goodwin,105-108, ,,4,108,105,3,2859.0
0:19.0,B. Beal makes 2-pt dunk from 2 ft (assist by D. Avdija),107-108, ,,4,108,107,1,2861.0
0:12.0, ,107-108,Personal take foul by K. Porziņģis (drawn by C. Martin),,4,108,107,1,2868.0
0:12.0, ,107-109,C. Martin makes free throw 1 of 2,,4,109,107,2,2868.0
0:12.0, ,107-110,C. Martin makes free throw 2 of 2,,4,110,107,3,2868.0
0:12.0,J. Goodwin enters the game for D. Avdija,107-110, ,,4,110,107,3,2868.0
0:01.0,B. Beal misses 3-pt jump shot from 26 ft,107-110, ,,4,110,107,3,2879.0
0:00.0,Offensive rebound by Team,107-110, ,,4,110,107,3,2880.0
0:00.0,End of 4th quarter,107-110,,,4,110,107,3,2880.0
