Time,Miami,Score,Detroit,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:34.0, ,88-89,Detroit full timeout,,4,88,89,-1,2486.0
6:34.0,J. Butler enters the game for M. Strus,88-89, ,,4,88,89,-1,2486.0
6:22.0, ,88-91,J. Wiseman makes 2-pt dunk from 4 ft (assist by J. Ivey),,4,88,91,-3,2498.0
6:09.0,Personal foul by E. Omoruyi (drawn by B. Adebayo),88-91, ,,4,88,91,-3,2511.0
6:09.0,B. Adebayo makes free throw 1 of 2,89-91, ,,4,89,91,-2,2511.0
6:09.0,B. Adebayo makes free throw 2 of 2,90-91, ,,4,90,91,-1,2511.0
5:56.0, ,90-91,Shooting foul by C. Martin (drawn by C. Joseph),,4,90,91,-1,2524.0
5:56.0, ,90-92,C. Joseph makes free throw 1 of 2,,4,90,92,-2,2524.0
5:56.0, ,90-93,C. Joseph makes free throw 2 of 2,,4,90,93,-3,2524.0
5:30.0,J. Butler makes 2-pt layup from 3 ft (assist by C. Martin),92-93, ,,4,92,93,-1,2550.0
5:12.0, ,92-96,K. Hayes makes 3-pt jump shot from 29 ft (assist by J. Ivey),,4,92,96,-4,2568.0
5:01.0,Shooting foul by J. Wiseman (drawn by B. Adebayo),92-96, ,,4,92,96,-4,2579.0
5:01.0,B. Adebayo makes free throw 1 of 2,93-96, ,,4,93,96,-3,2579.0
5:01.0,B. Adebayo makes free throw 2 of 2,94-96, ,,4,94,96,-2,2579.0
4:43.0, ,94-96,C. Joseph misses 3-pt jump shot from 27 ft (block by C. Martin),,4,94,96,-2,2597.0
4:39.0,Defensive rebound by K. Lowry,94-96, ,,4,94,96,-2,2601.0
4:31.0,J. Butler makes 2-pt jump shot from 9 ft (assist by K. Lowry),96-96, ,Tie,4,96,96,0,2609.0
4:22.0, ,96-96,C. Joseph misses 3-pt jump shot from 26 ft,,4,96,96,0,2618.0
4:21.0, ,96-96,Offensive rebound by J. Wiseman,,4,96,96,0,2619.0
4:20.0, ,96-98,J. Wiseman makes 2-pt layup from 2 ft,,4,96,98,-2,2620.0
4:20.0,Miami full timeout,96-98, ,,4,96,98,-2,2620.0
4:20.0, ,96-98,R. McGruder enters the game for E. Omoruyi,,4,96,98,-2,2620.0
4:02.0,J. Butler misses 2-pt layup from 3 ft,96-98, ,,4,96,98,-2,2638.0
4:01.0,Offensive rebound by J. Butler,96-98, ,,4,96,98,-2,2639.0
4:00.0,J. Butler makes 2-pt layup from 3 ft,98-98, ,Tie,4,98,98,0,2640.0
3:44.0, ,98-98,K. Hayes misses 3-pt jump shot from 26 ft,,4,98,98,0,2656.0
3:43.0,Defensive rebound by T. Herro,98-98, ,,4,98,98,0,2657.0
3:25.0,J. Butler misses 2-pt jump shot from 14 ft,98-98, ,,4,98,98,0,2675.0
3:23.0,Offensive rebound by J. Butler,98-98, ,,4,98,98,0,2677.0
3:20.0,T. Herro makes 3-pt jump shot from 27 ft (assist by J. Butler),101-98, ,Lead change,4,101,98,3,2680.0
3:20.0, ,101-98,Detroit full timeout,,4,101,98,3,2680.0
3:08.0, ,101-98,K. Hayes misses 2-pt jump shot from 9 ft,,4,101,98,3,2692.0
3:07.0,Defensive rebound by K. Lowry,101-98, ,,4,101,98,3,2693.0
3:07.0,Miami full timeout,101-98, ,,4,101,98,3,2693.0
2:43.0,J. Butler makes 2-pt jump shot from 11 ft (assist by T. Herro),103-98, ,,4,103,98,5,2717.0
2:29.0, ,103-98,Personal foul by C. Martin (drawn by J. Ivey),,4,103,98,5,2731.0
2:12.0, ,103-98,J. Ivey misses 3-pt jump shot from 24 ft,,4,103,98,5,2748.0
2:09.0,Defensive rebound by B. Adebayo,103-98, ,,4,103,98,5,2751.0
1:49.0,T. Herro makes 2-pt jump shot from 18 ft (assist by J. Butler),105-98, ,,4,105,98,7,2771.0
1:35.0, ,105-98,J. Ivey misses 2-pt jump shot from 19 ft,,4,105,98,7,2785.0
1:33.0,Defensive rebound by T. Herro,105-98, ,,4,105,98,7,2787.0
1:12.0,B. Adebayo misses 2-pt jump shot from 13 ft,105-98, ,,4,105,98,7,2808.0
1:11.0,Offensive rebound by C. Martin,105-98, ,,4,105,98,7,2809.0
1:10.0,T. Herro makes 3-pt jump shot from 24 ft (assist by C. Martin),108-98, ,,4,108,98,10,2810.0
1:10.0, ,108-98,Detroit full timeout,,4,108,98,10,2810.0
0:58.0, ,108-98,Shooting foul by C. Martin (drawn by J. Ivey),,4,108,98,10,2822.0
0:58.0, ,108-99,J. Ivey makes free throw 1 of 2,,4,108,99,9,2822.0
0:58.0, ,108-100,J. Ivey makes free throw 2 of 2,,4,108,100,8,2822.0
0:58.0,Personal take foul by K. Hayes (drawn by T. Herro),108-100, ,,4,108,100,8,2822.0
0:58.0,T. Herro makes free throw 1 of 2,109-100, ,,4,109,100,9,2822.0
0:58.0,T. Herro makes free throw 2 of 2,110-100, ,,4,110,100,10,2822.0
0:47.0, ,110-100,K. Hayes misses 2-pt layup from 4 ft,,4,110,100,10,2833.0
0:44.0,Defensive rebound by B. Adebayo,110-100, ,,4,110,100,10,2836.0
0:28.0,J. Butler makes 2-pt layup from 4 ft,112-100, ,,4,112,100,12,2852.0
0:20.0, ,112-100,R. McGruder misses 3-pt jump shot from 27 ft,,4,112,100,12,2860.0
0:18.0,Defensive rebound by C. Martin,112-100, ,,4,112,100,12,2862.0
0:00.0,End of 4th quarter,112-100,,,4,112,100,12,2880.0
