Time,Boston,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:29.0, ,69-62,B. Adebayo makes 2-pt jump shot from 16 ft (assist by K. Lowry),,3,62,69,-7,1831.0
5:17.0,Shooting foul by H. Highsmith (drawn by D. White),69-62, ,,3,62,69,-7,1843.0
5:17.0, ,69-62,V. Oladipo enters the game for M. Strus,,3,62,69,-7,1843.0
5:17.0,D. White makes free throw 1 of 2,70-62, ,,3,62,70,-8,1843.0
5:17.0,D. White makes free throw 2 of 2,71-62, ,,3,62,71,-9,1843.0
5:11.0, ,71-62,B. Adebayo misses 2-pt jump shot from 12 ft,,3,62,71,-9,1849.0
5:09.0, ,71-62,Offensive rebound by H. Highsmith,,3,62,71,-9,1851.0
5:03.0, ,71-62,Turnover by B. Adebayo (bad pass; steal by D. White),,3,62,71,-9,1857.0
4:57.0,Offensive foul by J. Tatum (drawn by V. Oladipo),71-62, ,,3,62,71,-9,1863.0
4:57.0,Turnover by J. Tatum (offensive foul),71-62, ,,3,62,71,-9,1863.0
4:32.0, ,71-62,V. Oladipo misses 2-pt jump shot from 17 ft,,3,62,71,-9,1888.0
4:28.0,Defensive rebound by G. Williams,71-62, ,,3,62,71,-9,1892.0
4:22.0,D. White makes 2-pt jump shot from 7 ft (assist by J. Tatum),73-62, ,,3,62,73,-11,1898.0
4:04.0, ,73-64,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Lowry),,3,64,73,-9,1916.0
3:41.0,P. Pritchard misses 3-pt jump shot from 25 ft,73-64, ,,3,64,73,-9,1939.0
3:35.0, ,73-64,Defensive rebound by K. Lowry,,3,64,73,-9,1945.0
3:28.0, ,73-64,T. Herro misses 2-pt jump shot from 9 ft,,3,64,73,-9,1952.0
3:25.0,Defensive rebound by J. Tatum,73-64, ,,3,64,73,-9,1955.0
3:20.0,G. Williams misses 2-pt jump shot from 4 ft,73-64, ,,3,64,73,-9,1960.0
3:20.0,Offensive rebound by Team,73-64, ,,3,64,73,-9,1960.0
3:20.0,Turnover by G. Williams (traveling),73-64, ,,3,64,73,-9,1960.0
3:02.0, ,73-64,T. Herro misses 2-pt jump shot from 3 ft,,3,64,73,-9,1978.0
3:01.0, ,73-64,Offensive rebound by B. Adebayo,,3,64,73,-9,1979.0
3:01.0, ,73-64,B. Adebayo misses 2-pt dunk at rim,,3,64,73,-9,1979.0
2:59.0, ,73-64,Offensive rebound by K. Lowry,,3,64,73,-9,1981.0
2:52.0, ,73-64,T. Herro misses 3-pt jump shot from 26 ft,,3,64,73,-9,1988.0
2:48.0,Defensive rebound by J. Tatum,73-64, ,,3,64,73,-9,1992.0
2:29.0,J. Tatum misses 2-pt jump shot from 11 ft,73-64, ,,3,64,73,-9,2011.0
2:26.0, ,73-64,Defensive rebound by V. Oladipo,,3,64,73,-9,2014.0
2:23.0, ,73-66,V. Oladipo makes 2-pt jump shot from 4 ft,,3,66,73,-7,2017.0
2:23.0,Boston full timeout,73-66, ,,3,66,73,-7,2017.0
2:23.0,S. Hauser enters the game for P. Pritchard,73-66, ,,3,66,73,-7,2017.0
2:23.0, ,73-66,O. Robinson enters the game for B. Adebayo,,3,66,73,-7,2017.0
2:23.0, ,73-66,G. Vincent enters the game for T. Herro,,3,66,73,-7,2017.0
2:05.0,L. Kornet makes 2-pt dunk from 2 ft (assist by D. White),75-66, ,,3,66,75,-9,2035.0
1:53.0, ,75-66,V. Oladipo misses 3-pt jump shot from 26 ft,,3,66,75,-9,2047.0
1:49.0, ,75-66,Offensive rebound by K. Lowry,,3,66,75,-9,2051.0
1:44.0, ,75-69,V. Oladipo makes 3-pt jump shot from 23 ft (assist by K. Lowry),,3,69,75,-6,2056.0
1:22.0,J. Tatum makes 2-pt layup from 2 ft,77-69, ,,3,69,77,-8,2078.0
1:06.0, ,77-72,V. Oladipo makes 3-pt jump shot from 26 ft (assist by K. Lowry),,3,72,77,-5,2094.0
0:55.0,D. White makes 2-pt jump shot from 8 ft (assist by J. Tatum),79-72, ,,3,72,79,-7,2105.0
0:55.0,Shooting foul by H. Highsmith (drawn by D. White),79-72, ,,3,72,79,-7,2105.0
0:55.0,D. White makes free throw 1 of 1,80-72, ,,3,72,80,-8,2105.0
0:47.0, ,80-72,Turnover by K. Lowry (out of bounds lost ball),,3,72,80,-8,2113.0
0:34.0,D. White misses 2-pt jump shot from 8 ft,80-72, ,,3,72,80,-8,2126.0
0:32.0, ,80-72,Defensive rebound by V. Oladipo,,3,72,80,-8,2128.0
0:28.0, ,80-75,H. Highsmith makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,3,75,80,-5,2132.0
0:12.0,Personal foul by H. Highsmith (drawn by J. Tatum),80-75, ,,3,75,80,-5,2148.0
0:12.0,J. Tatum makes free throw 1 of 2,81-75, ,,3,75,81,-6,2148.0
0:12.0,P. Pritchard enters the game for D. White,81-75, ,,3,75,81,-6,2148.0
0:12.0, ,81-75,M. Strus enters the game for H. Highsmith,,3,75,81,-6,2148.0
0:12.0,J. Tatum makes free throw 2 of 2,82-75, ,,3,75,82,-7,2148.0
0:03.0, ,82-75,Personal take foul by P. Pritchard (drawn by K. Lowry),,3,75,82,-7,2157.0
0:03.0,J. Jackson enters the game for L. Kornet,82-75, ,,3,75,82,-7,2157.0
0:03.0,R. Williams enters the game for J. Tatum,82-75, ,,3,75,82,-7,2157.0
0:03.0, ,82-75,B. Adebayo enters the game for O. Robinson,,3,75,82,-7,2157.0
0:01.0, ,82-75,M. Strus misses 3-pt jump shot from 26 ft,,3,75,82,-7,2159.0
0:00.0, ,82-75,Offensive rebound by Team,,3,75,82,-7,2160.0
0:00.0,End of 3rd quarter,82-75,,,3,75,82,-7,2160.0
12:00.0,Start of 4th quarter,82-75,,,4,75,82,-7,2160.0
11:48.0, ,82-75,G. Vincent misses 2-pt layup from 2 ft,,4,75,82,-7,2172.0
11:47.0, ,82-75,Offensive rebound by Team,,4,75,82,-7,2173.0
11:43.0, ,82-75,V. Oladipo misses 3-pt jump shot from 23 ft,,4,75,82,-7,2177.0
11:41.0,Defensive rebound by S. Hauser,82-75, ,,4,75,82,-7,2179.0
11:28.0,D. White misses 3-pt jump shot from 27 ft,82-75, ,,4,75,82,-7,2192.0
11:25.0, ,82-75,Defensive rebound by B. Adebayo,,4,75,82,-7,2195.0
11:17.0, ,82-75,B. Adebayo misses 2-pt jump shot from 12 ft,,4,75,82,-7,2203.0
11:13.0,Defensive rebound by R. Williams,82-75, ,,4,75,82,-7,2207.0
10:57.0,J. Jackson misses 3-pt jump shot from 26 ft,82-75, ,,4,75,82,-7,2223.0
10:54.0, ,82-75,Defensive rebound by H. Highsmith,,4,75,82,-7,2226.0
10:46.0, ,82-75,V. Oladipo misses 2-pt jump shot from 16 ft,,4,75,82,-7,2234.0
10:42.0,Defensive rebound by R. Williams,82-75, ,,4,75,82,-7,2238.0
10:25.0,R. Williams misses 2-pt jump shot from 9 ft,82-75, ,,4,75,82,-7,2255.0
10:23.0, ,82-75,Defensive rebound by B. Adebayo,,4,75,82,-7,2257.0
10:08.0, ,82-77,H. Highsmith makes 2-pt layup from 2 ft (assist by B. Adebayo),,4,77,82,-5,2272.0
9:54.0,P. Pritchard makes 3-pt jump shot from 27 ft (assist by D. White),85-77, ,,4,77,85,-8,2286.0
9:36.0, ,85-77,G. Vincent misses 2-pt jump shot from 5 ft,,4,77,85,-8,2304.0
9:32.0, ,85-77,Offensive rebound by B. Adebayo,,4,77,85,-8,2308.0
9:28.0,Violation by Team (kicked ball),85-77, ,,4,77,85,-8,2312.0
9:21.0, ,85-77,G. Vincent misses 2-pt jump shot from 23 ft,,4,77,85,-8,2319.0
9:15.0,Defensive rebound by J. Jackson,85-77, ,,4,77,85,-8,2325.0
9:14.0,P. Pritchard misses 3-pt jump shot from 24 ft,85-77, ,,4,77,85,-8,2326.0
9:10.0, ,85-77,Defensive rebound by V. Oladipo,,4,77,85,-8,2330.0
9:03.0, ,85-77,Turnover by V. Oladipo (bad pass; steal by P. Pritchard),,4,77,85,-8,2337.0
8:47.0,R. Williams makes 2-pt dunk from 2 ft (assist by D. White),87-77, ,,4,77,87,-10,2353.0
8:46.0, ,87-77,Miami full timeout,,4,77,87,-10,2354.0
8:46.0, ,87-77,T. Herro enters the game for V. Oladipo,,4,77,87,-10,2354.0
8:29.0, ,87-80,H. Highsmith makes 3-pt jump shot from 24 ft (assist by T. Herro),,4,80,87,-7,2371.0
8:12.0,P. Pritchard misses 3-pt jump shot from 22 ft,87-80, ,,4,80,87,-7,2388.0
8:09.0, ,87-80,Defensive rebound by B. Adebayo,,4,80,87,-7,2391.0
8:01.0, ,87-80,T. Herro misses 3-pt jump shot from 26 ft,,4,80,87,-7,2399.0
7:59.0,Defensive rebound by P. Pritchard,87-80, ,,4,80,87,-7,2401.0
7:47.0,D. White misses 2-pt jump shot from 11 ft,87-80, ,,4,80,87,-7,2413.0
7:46.0,Offensive rebound by Team,87-80, ,,4,80,87,-7,2414.0
7:46.0,J. Tatum enters the game for J. Jackson,87-80, ,,4,80,87,-7,2414.0
7:37.0,J. Tatum misses 2-pt jump shot from 22 ft,87-80, ,,4,80,87,-7,2423.0
7:32.0, ,87-80,Defensive rebound by H. Highsmith,,4,80,87,-7,2428.0
7:25.0, ,87-83,H. Highsmith makes 3-pt jump shot from 24 ft (assist by T. Herro),,4,83,87,-4,2435.0
7:04.0,S. Hauser misses 3-pt jump shot from 26 ft,87-83, ,,4,83,87,-4,2456.0
7:01.0, ,87-83,Defensive rebound by B. Adebayo,,4,83,87,-4,2459.0
6:54.0, ,87-83,G. Vincent misses 3-pt jump shot from 23 ft,,4,83,87,-4,2466.0
6:50.0,Defensive rebound by R. Williams,87-83, ,,4,83,87,-4,2470.0
6:34.0,Turnover by D. White (bad pass; steal by M. Strus),87-83, ,,4,83,87,-4,2486.0
6:18.0, ,87-85,B. Adebayo makes 2-pt hook shot from 4 ft,,4,85,87,-2,2502.0
5:50.0,J. Tatum misses 2-pt jump shot from 10 ft,87-85, ,,4,85,87,-2,2530.0
5:46.0, ,87-85,Defensive rebound by B. Adebayo,,4,85,87,-2,2534.0
5:45.0, ,87-87,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Vincent),Tie,4,87,87,0,2535.0
5:44.0,Boston full timeout,87-87, ,,4,87,87,0,2536.0
5:44.0,G. Williams enters the game for S. Hauser,87-87, ,,4,87,87,0,2536.0
5:20.0,P. Pritchard misses 2-pt hook shot from 2 ft,87-87, ,,4,87,87,0,2560.0
5:18.0, ,87-87,Defensive rebound by M. Strus,,4,87,87,0,2562.0
5:03.0, ,87-89,B. Adebayo makes 2-pt jump shot from 14 ft (assist by T. Herro),Lead change,4,89,87,2,2577.0
4:41.0,G. Williams misses 2-pt jump shot from 5 ft,87-89, ,,4,89,87,2,2599.0
4:38.0, ,87-89,Defensive rebound by H. Highsmith,,4,89,87,2,2602.0
4:16.0, ,87-89,B. Adebayo misses 2-pt jump shot from 11 ft,,4,89,87,2,2624.0
4:14.0,Defensive rebound by J. Tatum,87-89, ,,4,89,87,2,2626.0
3:55.0,D. White misses 2-pt jump shot from 18 ft,87-89, ,,4,89,87,2,2645.0
3:52.0, ,87-89,Defensive rebound by B. Adebayo,,4,89,87,2,2648.0
3:42.0, ,87-92,T. Herro makes 3-pt jump shot from 25 ft,,4,92,87,5,2658.0
3:21.0,P. Pritchard misses 3-pt jump shot from 24 ft,87-92, ,,4,92,87,5,2679.0
3:19.0, ,87-92,Defensive rebound by H. Highsmith,,4,92,87,5,2681.0
3:16.0, ,87-92,Miami full timeout,,4,92,87,5,2684.0
3:00.0, ,87-92,M. Strus misses 3-pt jump shot from 25 ft,,4,92,87,5,2700.0
2:56.0,Defensive rebound by J. Tatum,87-92, ,,4,92,87,5,2704.0
2:44.0,D. White misses 3-pt jump shot from 25 ft,87-92, ,,4,92,87,5,2716.0
2:42.0, ,87-92,Defensive rebound by B. Adebayo,,4,92,87,5,2718.0
2:32.0, ,87-92,T. Herro misses 3-pt jump shot from 25 ft,,4,92,87,5,2728.0
2:30.0,Defensive rebound by G. Williams,87-92, ,,4,92,87,5,2730.0
2:19.0,J. Tatum makes 2-pt jump shot from 3 ft,89-92, ,,4,92,89,3,2741.0
2:19.0,Shooting foul by B. Adebayo (drawn by J. Tatum),89-92, ,,4,92,89,3,2741.0
2:19.0,J. Tatum makes free throw 1 of 1,90-92, ,,4,92,90,2,2741.0
2:03.0, ,90-92,Shooting foul by G. Williams (drawn by B. Adebayo),,4,92,90,2,2757.0
2:03.0, ,90-93,B. Adebayo makes free throw 1 of 2,,4,93,90,3,2757.0
2:03.0, ,90-93,B. Adebayo misses free throw 2 of 2,,4,93,90,3,2757.0
2:00.0,Defensive rebound by J. Tatum,90-93, ,,4,93,90,3,2760.0
1:50.0,J. Tatum misses 2-pt jump shot from 18 ft,90-93, ,,4,93,90,3,2770.0
1:48.0,Offensive rebound by R. Williams,90-93, ,,4,93,90,3,2772.0
1:48.0,R. Williams makes 2-pt layup at rim,92-93, ,,4,93,92,1,2772.0
1:29.0, ,92-93,T. Herro misses 2-pt layup from 2 ft,,4,93,92,1,2791.0
1:27.0,Defensive rebound by J. Tatum,92-93, ,,4,93,92,1,2793.0
1:20.0,Turnover by J. Tatum (bad pass; steal by B. Adebayo),92-93, ,,4,93,92,1,2800.0
1:07.0, ,92-93,B. Adebayo misses 2-pt jump shot from 13 ft,,4,93,92,1,2813.0
1:04.0, ,92-93,Offensive rebound by H. Highsmith,,4,93,92,1,2816.0
0:57.0, ,92-95,T. Herro makes 2-pt jump shot from 9 ft,,4,95,92,3,2823.0
0:42.0,G. Williams makes 3-pt jump shot from 24 ft (assist by D. White),95-95, ,Tie,4,95,95,0,2838.0
0:20.0, ,95-97,B. Adebayo makes 2-pt jump shot from 13 ft (assist by T. Herro),,4,97,95,2,2860.0
0:01.0,Turnover by J. Tatum (bad pass; steal by T. Herro),95-97, ,,4,97,95,2,2879.0
0:00.0, ,95-97,Personal take foul by G. Williams (drawn by T. Herro),,4,97,95,2,2880.0
0:00.0, ,95-97,Miami full timeout,,4,97,95,2,2880.0
0:00.0, ,95-97,Personal foul by D. White (drawn by H. Highsmith),,4,97,95,2,2880.0
0:00.0, ,95-97,H. Highsmith misses free throw 1 of 2,,4,97,95,2,2880.0
0:00.0, ,95-97,Offensive rebound by Team,,4,97,95,2,2880.0
0:00.0, ,95-98,H. Highsmith makes free throw 2 of 2,,4,98,95,3,2880.0
0:00.0,L. Kornet enters the game for P. Pritchard,95-98, ,,4,98,95,3,2880.0
0:00.0,Boston full timeout,95-98, ,,4,98,95,3,2880.0
0:00.0,S. Hauser enters the game for L. Kornet,95-98, ,,4,98,95,3,2880.0
0:00.0,P. Pritchard enters the game for R. Williams,95-98, ,,4,98,95,3,2880.0
0:00.0, ,95-98,O. Robinson enters the game for T. Herro,,4,98,95,3,2880.0
0:00.0,P. Pritchard misses 3-pt jump shot from 28 ft,95-98, ,,4,98,95,3,2880.0
0:00.0,Offensive rebound by Team,95-98, ,,4,98,95,3,2880.0
0:00.0,End of 4th quarter,95-98,,,4,98,95,3,2880.0
