Time,Miami,Score,Boston,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:19.0,Defensive rebound by J. Butler,70-73, ,,3,70,73,-3,1781.0
6:12.0,Turnover by T. Herro (traveling),70-73, ,,3,70,73,-3,1788.0
6:12.0, ,70-73,Boston full timeout,,3,70,73,-3,1788.0
6:00.0, ,70-75,M. Smart makes 2-pt jump shot from 9 ft,,3,70,75,-5,1800.0
5:38.0,J. Butler misses 2-pt jump shot from 17 ft,70-75, ,,3,70,75,-5,1822.0
5:37.0, ,70-75,Defensive rebound by J. Brown,,3,70,75,-5,1823.0
5:30.0, ,70-77,J. Tatum makes 2-pt layup from 4 ft,,3,70,77,-7,1830.0
5:14.0,T. Herro misses 2-pt jump shot from 8 ft,70-77, ,,3,70,77,-7,1846.0
5:12.0, ,70-77,Defensive rebound by J. Brown,,3,70,77,-7,1848.0
5:00.0, ,70-80,J. Brown makes 3-pt jump shot from 27 ft,,3,70,80,-10,1860.0
4:58.0,Miami full timeout,70-80, ,,3,70,80,-10,1862.0
4:58.0,M. Strus enters the game for T. Herro,70-80, ,,3,70,80,-10,1862.0
4:58.0, ,70-80,G. Williams enters the game for D. White,,3,70,80,-10,1862.0
4:41.0,B. Adebayo misses 2-pt jump shot from 14 ft,70-80, ,,3,70,80,-10,1879.0
4:38.0, ,70-80,Defensive rebound by J. Brown,,3,70,80,-10,1882.0
4:21.0, ,70-80,J. Tatum misses 3-pt jump shot from 28 ft,,3,70,80,-10,1899.0
4:19.0,Defensive rebound by M. Strus,70-80, ,,3,70,80,-10,1901.0
4:06.0,Personal foul by M. Smart (drawn by J. Butler),70-80, ,,3,70,80,-10,1914.0
3:57.0,M. Strus misses 3-pt jump shot from 26 ft,70-80, ,,3,70,80,-10,1923.0
3:54.0, ,70-80,Defensive rebound by J. Brown,,3,70,80,-10,1926.0
3:43.0, ,70-83,G. Williams makes 3-pt jump shot from 23 ft (assist by J. Tatum),,3,70,83,-13,1937.0
3:23.0,C. Martin misses 2-pt layup from 2 ft,70-83, ,,3,70,83,-13,1957.0
3:16.0, ,70-83,Defensive rebound by J. Brown,,3,70,83,-13,1964.0
3:15.0, ,70-83,Turnover by J. Brown (bad pass; steal by J. Butler),,3,70,83,-13,1965.0
3:10.0,J. Butler makes 2-pt dunk from 1 ft,72-83, ,,3,72,83,-11,1970.0
2:54.0, ,72-83,J. Tatum misses 3-pt jump shot from 27 ft,,3,72,83,-11,1986.0
2:52.0,Defensive rebound by Team,72-83, ,,3,72,83,-11,1988.0
2:52.0,K. Lowry enters the game for J. Butler,72-83, ,,3,72,83,-11,1988.0
2:52.0, ,72-83,M. Brogdon enters the game for A. Horford,,3,72,83,-11,1988.0
2:39.0,B. Adebayo makes 2-pt jump shot from 20 ft (assist by G. Vincent),74-83, ,,3,74,83,-9,2001.0
2:25.0, ,74-86,G. Williams makes 3-pt jump shot from 25 ft (assist by M. Smart),,3,74,86,-12,2015.0
2:24.0, ,74-86,Violation by Team (delay of game),,3,74,86,-12,2016.0
2:24.0,K. Lowry makes technical free throw,75-86, ,,3,75,86,-11,2016.0
2:24.0, ,75-86,L. Kornet enters the game for J. Tatum,,3,75,86,-11,2016.0
2:10.0,Turnover by K. Lowry (traveling),75-86, ,,3,75,86,-11,2030.0
2:10.0,H. Highsmith enters the game for C. Martin,75-86, ,,3,75,86,-11,2030.0
1:57.0, ,75-86,J. Brown misses 2-pt jump shot from 22 ft,,3,75,86,-11,2043.0
1:55.0,Defensive rebound by G. Vincent,75-86, ,,3,75,86,-11,2045.0
1:43.0,K. Lowry makes 3-pt jump shot from 27 ft,78-86, ,,3,78,86,-8,2057.0
1:17.0, ,78-86,Shooting foul by M. Strus (drawn by M. Brogdon),,3,78,86,-8,2083.0
1:17.0, ,78-86,M. Brogdon misses free throw 1 of 2,,3,78,86,-8,2083.0
1:17.0, ,78-86,Offensive rebound by Team,,3,78,86,-8,2083.0
1:17.0, ,78-87,M. Brogdon makes free throw 2 of 2,,3,78,87,-9,2083.0
1:04.0,H. Highsmith misses 3-pt jump shot from 24 ft,78-87, ,,3,78,87,-9,2096.0
1:01.0, ,78-87,Defensive rebound by J. Brown,,3,78,87,-9,2099.0
0:51.0, ,78-87,G. Williams misses 3-pt jump shot from 24 ft,,3,78,87,-9,2109.0
0:49.0,Defensive rebound by B. Adebayo,78-87, ,,3,78,87,-9,2111.0
0:41.0,B. Adebayo makes 2-pt hook shot from 8 ft,80-87, ,,3,80,87,-7,2119.0
0:26.0, ,80-87,M. Smart misses 3-pt jump shot from 28 ft,,3,80,87,-7,2134.0
0:24.0,Defensive rebound by G. Vincent,80-87, ,,3,80,87,-7,2136.0
0:04.0,Shooting foul by L. Kornet (drawn by B. Adebayo),80-87, ,,3,80,87,-7,2156.0
0:04.0,Instant Replay (Request: Ruling Stands),80-87, ,,3,80,87,-7,2156.0
0:04.0, ,80-87,S. Hauser enters the game for L. Kornet,,3,80,87,-7,2156.0
0:04.0,B. Adebayo makes free throw 1 of 2,81-87, ,,3,81,87,-6,2156.0
0:04.0,B. Adebayo misses free throw 2 of 2,81-87, ,,3,81,87,-6,2156.0
0:04.0, ,81-87,Defensive rebound by S. Hauser,,3,81,87,-6,2156.0
0:04.0,C. Martin enters the game for K. Lowry,81-87, ,,3,81,87,-6,2156.0
0:00.0, ,81-87,S. Hauser misses 3-pt jump shot from 64 ft,,3,81,87,-6,2160.0
0:00.0, ,81-87,Offensive rebound by Team,,3,81,87,-6,2160.0
0:00.0,End of 3rd quarter,81-87,,,3,81,87,-6,2160.0
12:00.0,Start of 4th quarter,81-87,,,4,81,87,-6,2160.0
11:39.0, ,81-89,A. Horford makes 2-pt layup from 2 ft (assist by S. Hauser),,4,81,89,-8,2181.0
11:20.0,B. Adebayo misses 2-pt jump shot from 9 ft,81-89, ,,4,81,89,-8,2200.0
11:18.0, ,81-89,Defensive rebound by A. Horford,,4,81,89,-8,2202.0
11:06.0, ,81-89,M. Brogdon misses 2-pt layup from 10 ft (block by H. Highsmith),,4,81,89,-8,2214.0
11:01.0,Defensive rebound by H. Highsmith,81-89, ,,4,81,89,-8,2219.0
10:47.0,M. Strus misses 3-pt jump shot from 27 ft,81-89, ,,4,81,89,-8,2233.0
10:45.0, ,81-89,Defensive rebound by J. Tatum,,4,81,89,-8,2235.0
10:39.0, ,81-89,J. Tatum misses 2-pt layup from 3 ft,,4,81,89,-8,2241.0
10:37.0,Defensive rebound by H. Highsmith,81-89, ,,4,81,89,-8,2243.0
10:30.0,H. Highsmith misses 3-pt jump shot from 26 ft,81-89, ,,4,81,89,-8,2250.0
10:30.0, ,81-89,Defensive rebound by D. White,,4,81,89,-8,2250.0
10:11.0, ,81-89,D. White misses 3-pt jump shot from 27 ft,,4,81,89,-8,2269.0
10:10.0,Defensive rebound by Team,81-89, ,,4,81,89,-8,2270.0
9:50.0,K. Lowry makes 2-pt layup from 1 ft,83-89, ,,4,83,89,-6,2290.0
9:31.0,Instant Replay (Challenge: Ruling Stands),83-89, ,,4,83,89,-6,2309.0
9:31.0, ,83-89,Boston full timeout,,4,83,89,-6,2309.0
9:31.0,T. Herro enters the game for M. Strus,83-89, ,,4,83,89,-6,2309.0
9:31.0, ,83-91,S. Hauser makes 2-pt layup from 2 ft (assist by D. White),,4,83,91,-8,2309.0
9:21.0,B. Adebayo makes 2-pt layup from 3 ft (assist by K. Lowry),85-91, ,,4,85,91,-6,2319.0
9:04.0, ,85-91,A. Horford misses 3-pt jump shot from 24 ft,,4,85,91,-6,2336.0
9:01.0,Defensive rebound by K. Lowry,85-91, ,,4,85,91,-6,2339.0
8:57.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),88-91, ,,4,88,91,-3,2343.0
8:41.0, ,88-91,Turnover by D. White (bad pass; steal by B. Adebayo),,4,88,91,-3,2359.0
8:39.0,B. Adebayo makes 2-pt layup from 2 ft,90-91, ,,4,90,91,-1,2361.0
8:39.0,Shooting foul by D. White (drawn by B. Adebayo),90-91, ,,4,90,91,-1,2361.0
8:39.0, ,90-91,J. Brown enters the game for D. White,,4,90,91,-1,2361.0
8:39.0,B. Adebayo makes free throw 1 of 1,91-91, ,Tie,4,91,91,0,2361.0
8:28.0, ,91-91,Personal foul by G. Vincent (drawn by M. Brogdon),,4,91,91,0,2372.0
8:12.0, ,91-91,Turnover by J. Brown (lost ball; steal by T. Herro),,4,91,91,0,2388.0
7:58.0,K. Lowry misses 3-pt jump shot from 26 ft,91-91, ,,4,91,91,0,2402.0
7:56.0, ,91-91,Defensive rebound by J. Tatum,,4,91,91,0,2404.0
7:46.0, ,91-91,M. Brogdon misses 2-pt jump shot from 3 ft,,4,91,91,0,2414.0
7:39.0,Defensive rebound by T. Herro,91-91, ,,4,91,91,0,2421.0
7:36.0,T. Herro makes 3-pt jump shot from 28 ft (assist by B. Adebayo),94-91, ,Lead change,4,94,91,3,2424.0
7:19.0, ,94-91,Turnover by A. Horford (bad pass; steal by G. Vincent),,4,94,91,3,2441.0
7:16.0,T. Herro makes 2-pt dunk from 3 ft (assist by B. Adebayo),96-91, ,,4,96,91,5,2444.0
7:16.0, ,96-91,Boston full timeout,,4,96,91,5,2444.0
7:16.0,J. Butler enters the game for G. Vincent,96-91, ,,4,96,91,5,2444.0
7:16.0, ,96-91,M. Smart enters the game for M. Brogdon,,4,96,91,5,2444.0
7:16.0, ,96-91,G. Williams enters the game for S. Hauser,,4,96,91,5,2444.0
6:56.0, ,96-93,M. Smart makes 2-pt layup from 2 ft (assist by J. Brown),,4,96,93,3,2464.0
6:36.0,Jump ball: G. Williams vs. J. Butler (J. Brown gains possession),96-93,,,4,96,93,3,2484.0
6:36.0,Turnover by J. Butler (lost ball; steal by G. Williams),96-93, ,,4,96,93,3,2484.0
6:25.0, ,96-95,J. Brown makes 2-pt layup from 3 ft,,4,96,95,1,2495.0
6:05.0,K. Lowry makes 2-pt jump shot from 18 ft,98-95, ,,4,98,95,3,2515.0
5:48.0, ,98-95,J. Tatum misses 3-pt jump shot from 27 ft,,4,98,95,3,2532.0
5:46.0,Defensive rebound by K. Lowry,98-95, ,,4,98,95,3,2534.0
5:30.0,Offensive foul by T. Herro (drawn by M. Smart),98-95, ,,4,98,95,3,2550.0
5:30.0,Turnover by T. Herro (offensive foul),98-95, ,,4,98,95,3,2550.0
5:30.0,Miami full timeout,98-95, ,,4,98,95,3,2550.0
5:30.0,Instant Replay (Challenge: Ruling Stands),98-95, ,,4,98,95,3,2550.0
5:15.0, ,98-97,J. Tatum makes 2-pt dunk from 3 ft (assist by M. Smart),,4,98,97,1,2565.0
4:50.0,T. Herro misses 3-pt jump shot from 26 ft,98-97, ,,4,98,97,1,2590.0
4:47.0, ,98-97,Defensive rebound by J. Brown,,4,98,97,1,2593.0
4:44.0, ,98-97,M. Smart misses 3-pt jump shot from 27 ft,,4,98,97,1,2596.0
4:39.0,Defensive rebound by J. Butler,98-97, ,,4,98,97,1,2601.0
4:32.0,J. Butler misses 2-pt jump shot from 11 ft,98-97, ,,4,98,97,1,2608.0
4:28.0,Offensive rebound by B. Adebayo,98-97, ,,4,98,97,1,2612.0
4:24.0,K. Lowry makes 2-pt jump shot from 16 ft,100-97, ,,4,100,97,3,2616.0
4:03.0, ,100-97,Turnover by J. Tatum (lost ball; steal by H. Highsmith),,4,100,97,3,2637.0
3:58.0,H. Highsmith misses 2-pt layup from 3 ft (block by M. Smart),100-97, ,,4,100,97,3,2642.0
3:54.0,Offensive rebound by K. Lowry,100-97, ,,4,100,97,3,2646.0
3:53.0,K. Lowry makes 2-pt layup from 2 ft,102-97, ,,4,102,97,5,2647.0
3:42.0, ,102-99,J. Brown makes 2-pt jump shot from 12 ft,,4,102,99,3,2658.0
3:42.0,Miami full timeout,102-99, ,,4,102,99,3,2658.0
3:22.0,K. Lowry misses 2-pt jump shot from 16 ft,102-99, ,,4,102,99,3,2678.0
3:20.0, ,102-99,Defensive rebound by J. Tatum,,4,102,99,3,2680.0
3:13.0, ,102-99,Shooting foul by K. Lowry (drawn by J. Tatum),,4,102,99,3,2687.0
3:13.0, ,102-100,J. Tatum makes free throw 1 of 2,,4,102,100,2,2687.0
3:13.0, ,102-100,J. Tatum misses free throw 2 of 2,,4,102,100,2,2687.0
3:13.0,Defensive rebound by K. Lowry,102-100, ,,4,102,100,2,2687.0
2:57.0,K. Lowry misses 3-pt jump shot from 28 ft,102-100, ,,4,102,100,2,2703.0
2:55.0, ,102-100,Defensive rebound by G. Williams,,4,102,100,2,2705.0
2:35.0, ,102-102,G. Williams makes 2-pt dunk from 3 ft (assist by A. Horford),Tie,4,102,102,0,2725.0
2:21.0,Personal foul by J. Brown (drawn by B. Adebayo),102-102, ,,4,102,102,0,2739.0
2:09.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),104-102, ,,4,104,102,2,2751.0
1:52.0, ,104-102,A. Horford misses 3-pt jump shot from 24 ft,,4,104,102,2,2768.0
1:49.0,Defensive rebound by J. Butler,104-102, ,,4,104,102,2,2771.0
1:37.0,J. Butler misses 2-pt jump shot from 4 ft (block by G. Williams),104-102, ,,4,104,102,2,2783.0
1:33.0,Offensive rebound by J. Butler,104-102, ,,4,104,102,2,2787.0
1:32.0,J. Butler misses 2-pt jump shot from 3 ft,104-102, ,,4,104,102,2,2788.0
1:30.0, ,104-102,Defensive rebound by A. Horford,,4,104,102,2,2790.0
1:21.0, ,104-105,G. Williams makes 3-pt jump shot from 27 ft (assist by M. Smart),Lead change,4,104,105,-1,2799.0
1:09.0,Shooting foul by G. Williams (drawn by B. Adebayo),104-105, ,,4,104,105,-1,2811.0
1:09.0,B. Adebayo makes free throw 1 of 2,105-105, ,Tie,4,105,105,0,2811.0
1:09.0,B. Adebayo makes free throw 2 of 2,106-105, ,Lead change,4,106,105,1,2811.0
0:57.0, ,106-105,J. Tatum misses 2-pt layup from 5 ft,,4,106,105,1,2823.0
0:54.0,Defensive rebound by H. Highsmith,106-105, ,,4,106,105,1,2826.0
0:36.0,J. Butler makes 2-pt jump shot from 11 ft (assist by K. Lowry),108-105, ,,4,108,105,3,2844.0
0:36.0, ,108-105,Boston full timeout,,4,108,105,3,2844.0
0:36.0,C. Martin enters the game for T. Herro,108-105, ,,4,108,105,3,2844.0
0:29.0, ,108-107,J. Tatum makes 2-pt dunk from 2 ft (assist by G. Williams),,4,108,107,1,2851.0
0:19.0,Miami full timeout,108-107, ,,4,108,107,1,2861.0
0:19.0,T. Herro enters the game for C. Martin,108-107, ,,4,108,107,1,2861.0
0:05.0,J. Butler makes 2-pt jump shot from 20 ft,110-107, ,,4,110,107,3,2875.0
0:05.0, ,110-107,Boston full timeout,,4,110,107,3,2875.0
0:05.0,C. Martin enters the game for T. Herro,110-107, ,,4,110,107,3,2875.0
0:02.0, ,110-110,J. Brown makes 3-pt jump shot from 30 ft (assist by M. Smart),Tie,4,110,110,0,2878.0
0:00.0,Turnover by K. Lowry (bad pass),110-110, ,,4,110,110,0,2880.0
0:00.0, ,110-110,J. Brown misses 3-pt jump shot from 35 ft,,4,110,110,0,2880.0
0:00.0, ,110-110,Offensive rebound by Team,,4,110,110,0,2880.0
0:00.0,End of 4th quarter,110-110,,,4,110,110,0,2880.0
5:00.0,Start of 1st overtime,110-110,,,5,110,110,0,3300.0
5:00.0,Jump ball: B. Adebayo vs. A. Horford (K. Lowry gains possession),110-110,,,5,110,110,0,3300.0
4:44.0,Turnover by B. Adebayo (bad pass; steal by M. Smart),110-110, ,,5,110,110,0,3316.0
4:29.0, ,110-110,M. Smart misses 3-pt jump shot from 27 ft,,5,110,110,0,3331.0
4:27.0,Defensive rebound by Team,110-110, ,,5,110,110,0,3333.0
4:09.0,T. Herro misses 2-pt jump shot from 18 ft,110-110, ,,5,110,110,0,3351.0
4:06.0, ,110-110,Defensive rebound by J. Tatum,,5,110,110,0,3354.0
3:53.0, ,110-112,J. Brown makes 2-pt jump shot from 19 ft,Lead change,5,110,112,-2,3367.0
3:35.0,H. Highsmith makes 2-pt jump shot from 10 ft (assist by T. Herro),112-112, ,Tie,5,112,112,0,3385.0
3:12.0, ,112-112,J. Brown misses 2-pt layup from 5 ft (block by J. Butler),,5,112,112,0,3408.0
3:09.0,Defensive rebound by B. Adebayo,112-112, ,,5,112,112,0,3411.0
2:57.0,B. Adebayo makes 2-pt jump shot from 10 ft,114-112, ,Lead change,5,114,112,2,3423.0
2:38.0, ,114-112,J. Tatum misses 2-pt layup from 5 ft,,5,114,112,2,3442.0
2:36.0, ,114-112,Offensive rebound by J. Tatum,,5,114,112,2,3444.0
2:34.0, ,114-114,J. Tatum makes 2-pt layup from 2 ft,Tie,5,114,114,0,3446.0
2:19.0,Offensive foul by T. Herro (drawn by G. Williams),114-114, ,,5,114,114,0,3461.0
2:19.0,Turnover by T. Herro (offensive foul),114-114, ,,5,114,114,0,3461.0
1:59.0, ,114-114,J. Tatum misses 2-pt layup from 3 ft,,5,114,114,0,3481.0
1:56.0,Defensive rebound by H. Highsmith,114-114, ,,5,114,114,0,3484.0
1:45.0,J. Butler makes 2-pt jump shot from 12 ft,116-114, ,,5,116,114,2,3495.0
1:29.0, ,116-114,J. Brown misses 3-pt jump shot from 26 ft,,5,116,114,2,3511.0
1:25.0,Defensive rebound by B. Adebayo,116-114, ,,5,116,114,2,3515.0
1:04.0,Turnover by J. Butler (lost ball; steal by M. Smart),116-114, ,,5,116,114,2,3536.0
1:02.0, ,116-114,Shooting foul by K. Lowry (drawn by J. Brown),,5,116,114,2,3538.0
1:02.0,G. Vincent enters the game for K. Lowry,116-114, ,,5,116,114,2,3538.0
1:02.0, ,116-115,J. Brown makes free throw 1 of 2,,5,116,115,1,3538.0
1:02.0, ,116-116,J. Brown makes free throw 2 of 2,Tie,5,116,116,0,3538.0
0:40.0,Shooting foul by J. Brown (drawn by B. Adebayo),116-116, ,,5,116,116,0,3560.0
0:40.0,B. Adebayo makes free throw 1 of 2,117-116, ,,5,117,116,1,3560.0
0:40.0,C. Martin enters the game for T. Herro,117-116, ,,5,117,116,1,3560.0
0:40.0,B. Adebayo makes free throw 2 of 2,118-116, ,,5,118,116,2,3560.0
0:33.0, ,118-116,J. Tatum misses 3-pt jump shot from 26 ft,,5,118,116,2,3567.0
0:30.0,Defensive rebound by B. Adebayo,118-116, ,,5,118,116,2,3570.0
0:24.0,Miami full timeout,118-116, ,,5,118,116,2,3576.0
0:24.0,T. Herro enters the game for C. Martin,118-116, ,,5,118,116,2,3576.0
0:09.0,J. Butler makes 2-pt jump shot from 17 ft,120-116, ,,5,120,116,4,3591.0
0:09.0, ,120-116,Boston full timeout,,5,120,116,4,3591.0
0:09.0,C. Martin enters the game for T. Herro,120-116, ,,5,120,116,4,3591.0
0:02.0, ,120-116,Instant Replay (Request: Ruling Stands),,5,120,116,4,3598.0
0:02.0, ,120-116,M. Smart misses 3-pt jump shot from 27 ft,,5,120,116,4,3598.0
0:02.0,Defensive rebound by J. Butler,120-116, ,,5,120,116,4,3598.0
0:00.0,End of 1st overtime,120-116,,,5,120,116,4,3600.0
