Time,Miami,Score,Boston,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
8:37.0,Turnover by B. Adebayo (offensive foul),105-112, ,,4,105,112,-7,2363.0
8:37.0, ,105-112,M. Smart enters the game for D. White,,4,105,112,-7,2363.0
8:22.0, ,105-112,J. Brown misses 2-pt jump shot from 11 ft,,4,105,112,-7,2378.0
8:19.0,Defensive rebound by T. Herro,105-112, ,,4,105,112,-7,2381.0
8:05.0,H. Highsmith makes 3-pt jump shot from 24 ft (assist by T. Herro),108-112, ,,4,108,112,-4,2395.0
7:38.0, ,108-114,M. Smart makes 2-pt jump shot from 6 ft (assist by J. Brown),,4,108,114,-6,2422.0
7:18.0,K. Lowry misses 2-pt layup from 2 ft,108-114, ,,4,108,114,-6,2442.0
7:17.0,Offensive rebound by B. Adebayo,108-114, ,,4,108,114,-6,2443.0
7:17.0,B. Adebayo misses 2-pt dunk at rim,108-114, ,,4,108,114,-6,2443.0
7:10.0, ,108-114,Defensive rebound by J. Brown,,4,108,114,-6,2450.0
7:09.0, ,108-116,J. Brown makes 2-pt layup from 3 ft,,4,108,116,-8,2451.0
7:09.0,Miami full timeout,108-116, ,,4,108,116,-8,2451.0
7:09.0,M. Strus enters the game for D. Robinson,108-116, ,,4,108,116,-8,2451.0
6:52.0,T. Herro makes 2-pt layup from 4 ft,110-116, ,,4,110,116,-6,2468.0
6:27.0, ,110-116,J. Brown misses 3-pt jump shot from 26 ft,,4,110,116,-6,2493.0
6:26.0,Defensive rebound by Team,110-116, ,,4,110,116,-6,2494.0
6:17.0,K. Lowry makes 2-pt jump shot from 9 ft (assist by T. Herro),112-116, ,,4,112,116,-4,2503.0
6:17.0,Shooting foul by M. Brogdon (drawn by K. Lowry),112-116, ,,4,112,116,-4,2503.0
6:17.0, ,112-116,J. Tatum enters the game for M. Brogdon,,4,112,116,-4,2503.0
6:17.0,K. Lowry makes free throw 1 of 1,113-116, ,,4,113,116,-3,2503.0
6:02.0, ,113-118,J. Brown makes 2-pt jump shot from 15 ft (assist by G. Williams),,4,113,118,-5,2518.0
5:47.0,T. Herro misses 3-pt jump shot from 27 ft,113-118, ,,4,113,118,-5,2533.0
5:44.0, ,113-118,Defensive rebound by J. Tatum,,4,113,118,-5,2536.0
5:36.0, ,113-118,J. Brown misses 3-pt jump shot from 27 ft,,4,113,118,-5,2544.0
5:32.0,Defensive rebound by H. Highsmith,113-118, ,,4,113,118,-5,2548.0
5:23.0,H. Highsmith makes 2-pt layup from 1 ft,115-118, ,,4,115,118,-3,2557.0
5:08.0, ,115-121,A. Horford makes 3-pt jump shot from 26 ft (assist by M. Smart),,4,115,121,-6,2572.0
4:52.0,Turnover by T. Herro (bad pass; steal by A. Horford),115-121, ,,4,115,121,-6,2588.0
4:48.0, ,115-123,J. Brown makes 2-pt dunk from 2 ft (assist by M. Smart),,4,115,123,-8,2592.0
4:34.0,K. Lowry misses 3-pt jump shot from 25 ft,115-123, ,,4,115,123,-8,2606.0
4:31.0,Offensive rebound by T. Herro,115-123, ,,4,115,123,-8,2609.0
4:30.0,T. Herro misses 3-pt jump shot from 25 ft,115-123, ,,4,115,123,-8,2610.0
4:26.0,Offensive rebound by H. Highsmith,115-123, ,,4,115,123,-8,2614.0
4:25.0,Personal foul by G. Williams (drawn by H. Highsmith),115-123, ,,4,115,123,-8,2615.0
4:11.0,B. Adebayo makes 2-pt jump shot from 16 ft,117-123, ,,4,117,123,-6,2629.0
3:42.0, ,117-126,J. Tatum makes 3-pt jump shot from 27 ft (assist by A. Horford),,4,117,126,-9,2658.0
3:18.0,B. Adebayo makes 2-pt jump shot from 7 ft,119-126, ,,4,119,126,-7,2682.0
2:55.0, ,119-128,J. Brown makes 2-pt dunk from 3 ft (assist by M. Smart),,4,119,128,-9,2705.0
2:43.0,M. Strus makes 2-pt layup from 2 ft (assist by T. Herro),121-128, ,,4,121,128,-7,2717.0
2:21.0, ,121-131,J. Tatum makes 3-pt jump shot from 27 ft (assist by M. Smart),,4,121,131,-10,2739.0
2:00.0,B. Adebayo misses 2-pt jump shot from 9 ft,121-131, ,,4,121,131,-10,2760.0
1:58.0, ,121-131,Defensive rebound by J. Tatum,,4,121,131,-10,2762.0
1:39.0, ,121-131,Shooting foul by K. Lowry (drawn by J. Brown),,4,121,131,-10,2781.0
1:39.0, ,121-131,Boston full timeout,,4,121,131,-10,2781.0
1:39.0, ,121-131,J. Brown misses free throw 1 of 2,,4,121,131,-10,2781.0
1:39.0, ,121-131,Offensive rebound by Team,,4,121,131,-10,2781.0
1:39.0, ,121-132,J. Brown makes free throw 2 of 2,,4,121,132,-11,2781.0
1:28.0,Turnover by B. Adebayo (bad pass),121-132, ,,4,121,132,-11,2792.0
1:15.0, ,121-132,J. Tatum misses 2-pt layup from 3 ft,,4,121,132,-11,2805.0
1:13.0,Defensive rebound by K. Lowry,121-132, ,,4,121,132,-11,2807.0
1:10.0,Offensive foul by B. Adebayo (drawn by G. Williams),121-132, ,,4,121,132,-11,2810.0
1:10.0,Turnover by B. Adebayo (offensive foul),121-132, ,,4,121,132,-11,2810.0
0:49.0, ,121-132,J. Tatum misses 3-pt jump shot from 26 ft,,4,121,132,-11,2831.0
0:45.0, ,121-132,Offensive rebound by M. Smart,,4,121,132,-11,2835.0
0:41.0, ,121-132,J. Brown misses 2-pt layup from 4 ft,,4,121,132,-11,2839.0
0:36.0, ,121-132,Offensive rebound by J. Brown,,4,121,132,-11,2844.0
0:36.0, ,121-132,J. Brown misses 2-pt layup at rim,,4,121,132,-11,2844.0
0:35.0,Defensive rebound by H. Highsmith,121-132, ,,4,121,132,-11,2845.0
0:30.0,H. Highsmith misses 3-pt jump shot from 27 ft,121-132, ,,4,121,132,-11,2850.0
0:30.0, ,121-132,Defensive rebound by M. Smart,,4,121,132,-11,2850.0
0:24.0,Technical foul by B. Adebayo,121-132, ,,4,121,132,-11,2856.0
0:24.0,B. Adebayo ejected from game,121-132, ,,4,121,132,-11,2856.0
0:24.0,U. Haslem enters the game for B. Adebayo,121-132, ,,4,121,132,-11,2856.0
0:24.0, ,121-133,J. Tatum makes technical free throw,,4,121,133,-12,2856.0
0:24.0, ,121-134,J. Tatum makes technical free throw,,4,121,134,-13,2856.0
0:04.0, ,121-134,Turnover by Team (shot clock),,4,121,134,-13,2876.0
0:00.0,End of 4th quarter,121-134,,,4,121,134,-13,2880.0
