Time,Atlanta,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:16.0, ,62-80,Turnover by J. Butler (bad pass; steal by S. Bey),,3,80,62,18,1904.0
4:12.0,Shooting foul by C. Zeller (drawn by D. Hunter),62-80, ,,3,80,62,18,1908.0
4:12.0,D. Hunter makes free throw 1 of 2,63-80, ,,3,80,63,17,1908.0
4:12.0, ,63-80,C. Martin enters the game for K. Love,,3,80,63,17,1908.0
4:12.0,D. Hunter makes free throw 2 of 2,64-80, ,,3,80,64,16,1908.0
3:55.0, ,64-80,G. Vincent misses 3-pt jump shot from 25 ft,,3,80,64,16,1925.0
3:52.0,Defensive rebound by O. Okongwu,64-80, ,,3,80,64,16,1928.0
3:47.0,S. Bey misses 3-pt jump shot from 24 ft,64-80, ,,3,80,64,16,1933.0
3:45.0,Offensive rebound by Team,64-80, ,,3,80,64,16,1935.0
3:35.0,Turnover by D. Hunter (bad pass),64-80, ,,3,80,64,16,1945.0
3:35.0,J. Johnson enters the game for D. Hunter,64-80, ,,3,80,64,16,1945.0
3:07.0, ,64-80,V. Oladipo misses 3-pt jump shot from 30 ft,,3,80,64,16,1973.0
3:01.0,Defensive rebound by O. Okongwu,64-80, ,,3,80,64,16,1979.0
2:55.0,Turnover by O. Okongwu (bad pass; steal by J. Butler),64-80, ,,3,80,64,16,1985.0
2:50.0, ,64-82,V. Oladipo makes 2-pt layup from 2 ft,,3,82,64,18,1990.0
2:35.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Johnson),67-82, ,,3,82,67,15,2005.0
2:22.0, ,67-82,G. Vincent misses 3-pt jump shot from 27 ft,,3,82,67,15,2018.0
2:19.0,Defensive rebound by J. Johnson,67-82, ,,3,82,67,15,2021.0
2:16.0,Shooting foul by C. Zeller (drawn by O. Okongwu),67-82, ,,3,82,67,15,2024.0
2:16.0,O. Okongwu makes free throw 1 of 2,68-82, ,,3,82,68,14,2024.0
2:16.0, ,68-82,B. Adebayo enters the game for J. Butler,,3,82,68,14,2024.0
2:16.0, ,68-82,T. Herro enters the game for G. Vincent,,3,82,68,14,2024.0
2:16.0, ,68-82,M. Strus enters the game for C. Zeller,,3,82,68,14,2024.0
2:16.0,O. Okongwu makes free throw 2 of 2,69-82, ,,3,82,69,13,2024.0
2:01.0, ,69-82,C. Martin misses 2-pt layup from 2 ft,,3,82,69,13,2039.0
1:59.0, ,69-82,Offensive rebound by C. Martin,,3,82,69,13,2041.0
1:58.0, ,69-84,C. Martin makes 2-pt layup from 1 ft,,3,84,69,15,2042.0
1:45.0,B. Bogdanović makes 2-pt jump shot from 16 ft,71-84, ,,3,84,71,13,2055.0
1:28.0, ,71-84,M. Strus misses 3-pt jump shot from 23 ft,,3,84,71,13,2072.0
1:25.0, ,71-84,Offensive rebound by B. Adebayo,,3,84,71,13,2075.0
1:17.0, ,71-87,C. Martin makes 3-pt jump shot from 26 ft (assist by M. Strus),,3,87,71,16,2083.0
0:58.0,B. Bogdanović misses 3-pt jump shot from 25 ft,71-87, ,,3,87,71,16,2102.0
0:55.0, ,71-87,Defensive rebound by B. Adebayo,,3,87,71,16,2105.0
0:42.0, ,71-87,C. Martin misses 2-pt jump shot from 23 ft,,3,87,71,16,2118.0
0:39.0,Defensive rebound by S. Bey,71-87, ,,3,87,71,16,2121.0
0:34.0,T. Young misses 3-pt jump shot from 27 ft,71-87, ,,3,87,71,16,2126.0
0:32.0,Offensive rebound by S. Bey,71-87, ,,3,87,71,16,2128.0
0:32.0,S. Bey makes 2-pt dunk at rim,73-87, ,,3,87,73,14,2128.0
0:09.0, ,73-87,Turnover by V. Oladipo (lost ball; steal by T. Young),,3,87,73,14,2151.0
0:07.0,J. Johnson makes 2-pt dunk from 2 ft (assist by T. Young),75-87, ,,3,87,75,12,2153.0
0:00.0, ,75-87,V. Oladipo misses 2-pt jump shot from 11 ft,,3,87,75,12,2160.0
0:00.0, ,75-87,Offensive rebound by Team,,3,87,75,12,2160.0
0:00.0,End of 3rd quarter,75-87,,,3,87,75,12,2160.0
12:00.0,Start of 4th quarter,75-87,,,4,87,75,12,2160.0
11:46.0,S. Bey makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),78-87, ,,4,87,78,9,2174.0
11:33.0,Violation by Team (kicked ball),78-87, ,,4,87,78,9,2187.0
11:21.0, ,78-89,T. Herro makes 2-pt jump shot from 13 ft,,4,89,78,11,2199.0
11:03.0,S. Bey makes 2-pt layup from 4 ft,80-89, ,,4,89,80,9,2217.0
10:55.0, ,80-89,Personal foul by J. Johnson (drawn by B. Adebayo),,4,89,80,9,2225.0
10:48.0, ,80-89,Turnover by V. Oladipo (step out of bounds),,4,89,80,9,2232.0
10:35.0,Shooting foul by V. Oladipo (drawn by D. Murray),80-89, ,,4,89,80,9,2245.0
10:35.0,D. Murray makes free throw 1 of 2,81-89, ,,4,89,81,8,2245.0
10:35.0,D. Murray makes free throw 2 of 2,82-89, ,,4,89,82,7,2245.0
10:22.0, ,82-89,T. Herro misses 2-pt jump shot from 10 ft,,4,89,82,7,2258.0
10:21.0, ,82-89,Offensive rebound by B. Adebayo,,4,89,82,7,2259.0
10:21.0, ,82-89,Turnover by C. Martin (step out of bounds),,4,89,82,7,2259.0
10:05.0,D. Murray misses 2-pt jump shot from 18 ft,82-89, ,,4,89,82,7,2275.0
10:03.0, ,82-89,Defensive rebound by T. Herro,,4,89,82,7,2277.0
9:47.0, ,82-89,Shooting foul by B. Bogdanović (drawn by B. Adebayo),,4,89,82,7,2293.0
9:47.0, ,82-90,B. Adebayo makes free throw 1 of 2,,4,90,82,8,2293.0
9:47.0, ,82-91,B. Adebayo makes free throw 2 of 2,,4,91,82,9,2293.0
9:28.0,S. Bey misses 3-pt jump shot from 23 ft,82-91, ,,4,91,82,9,2312.0
9:28.0,Offensive rebound by O. Okongwu,82-91, ,,4,91,82,9,2312.0
9:28.0,Shooting foul by B. Adebayo (drawn by O. Okongwu),82-91, ,,4,91,82,9,2312.0
9:28.0,O. Okongwu makes free throw 1 of 2,83-91, ,,4,91,83,8,2312.0
9:28.0,O. Okongwu makes free throw 2 of 2,84-91, ,,4,91,84,7,2312.0
9:13.0, ,84-91,Shooting foul by O. Okongwu (drawn by B. Adebayo),,4,91,84,7,2327.0
9:13.0, ,84-92,B. Adebayo makes free throw 1 of 2,,4,92,84,8,2327.0
9:13.0, ,84-93,B. Adebayo makes free throw 2 of 2,,4,93,84,9,2327.0
8:57.0,B. Bogdanović makes 3-pt jump shot from 23 ft,87-93, ,,4,93,87,6,2343.0
8:38.0, ,87-96,T. Herro makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,4,96,87,9,2362.0
8:30.0,Offensive foul by S. Bey (drawn by C. Martin),87-96, ,,4,96,87,9,2370.0
8:30.0,Turnover by S. Bey (offensive foul),87-96, ,,4,96,87,9,2370.0
8:14.0, ,87-99,T. Herro makes 3-pt jump shot from 27 ft (assist by M. Strus),,4,99,87,12,2386.0
7:55.0,S. Bey makes 3-pt jump shot from 26 ft (assist by D. Murray),90-99, ,,4,99,90,9,2405.0
7:39.0, ,90-99,V. Oladipo misses 3-pt jump shot from 26 ft,,4,99,90,9,2421.0
7:36.0,Defensive rebound by J. Johnson,90-99, ,,4,99,90,9,2424.0
7:28.0,Shooting foul by M. Strus (drawn by B. Bogdanović),90-99, ,,4,99,90,9,2432.0
7:28.0,B. Bogdanović makes free throw 1 of 2,91-99, ,,4,99,91,8,2432.0
7:28.0, ,91-99,G. Vincent enters the game for M. Strus,,4,99,91,8,2432.0
7:28.0,B. Bogdanović makes free throw 2 of 2,92-99, ,,4,99,92,7,2432.0
7:10.0, ,92-99,Turnover by T. Herro (bad pass; steal by S. Bey),,4,99,92,7,2450.0
7:09.0,Shooting foul by G. Vincent (drawn by S. Bey),92-99, ,,4,99,92,7,2451.0
7:09.0,S. Bey makes free throw 1 of 2,93-99, ,,4,99,93,6,2451.0
7:09.0,S. Bey makes free throw 2 of 2,94-99, ,,4,99,94,5,2451.0
7:05.0, ,94-99,Miami full timeout,,4,99,94,5,2455.0
7:05.0, ,94-99,J. Butler enters the game for V. Oladipo,,4,99,94,5,2455.0
6:52.0, ,94-102,C. Martin makes 3-pt jump shot from 24 ft (assist by T. Herro),,4,102,94,8,2468.0
6:28.0,Shooting foul by C. Martin (drawn by O. Okongwu),94-102, ,,4,102,94,8,2492.0
6:28.0,O. Okongwu misses free throw 1 of 2,94-102, ,,4,102,94,8,2492.0
6:28.0,Offensive rebound by Team,94-102, ,,4,102,94,8,2492.0
6:28.0,O. Okongwu makes free throw 2 of 2,95-102, ,,4,102,95,7,2492.0
6:10.0, ,95-104,B. Adebayo makes 2-pt dunk at rim (assist by G. Vincent),,4,104,95,9,2510.0
6:10.0,Atlanta full timeout,95-104, ,,4,104,95,9,2510.0
6:10.0,C. Capela enters the game for B. Bogdanović,95-104, ,,4,104,95,9,2510.0
6:10.0,D. Hunter enters the game for J. Johnson,95-104, ,,4,104,95,9,2510.0
6:10.0,T. Young enters the game for O. Okongwu,95-104, ,,4,104,95,9,2510.0
5:54.0,D. Hunter makes 2-pt jump shot from 11 ft,97-104, ,,4,104,97,7,2526.0
5:28.0, ,97-104,B. Adebayo misses 2-pt jump shot from 12 ft,,4,104,97,7,2552.0
5:25.0,Defensive rebound by D. Murray,97-104, ,,4,104,97,7,2555.0
5:12.0,D. Hunter makes 2-pt jump shot from 3 ft,99-104, ,,4,104,99,5,2568.0
4:49.0, ,99-106,T. Herro makes 2-pt jump shot from 13 ft,,4,106,99,7,2591.0
4:39.0,D. Hunter makes 2-pt jump shot from 14 ft,101-106, ,,4,106,101,5,2601.0
4:23.0, ,101-108,B. Adebayo makes 2-pt jump shot from 5 ft (assist by G. Vincent),,4,108,101,7,2617.0
4:13.0,C. Capela makes 2-pt dunk from 2 ft (assist by T. Young),103-108, ,,4,108,103,5,2627.0
3:52.0, ,103-110,B. Adebayo makes 2-pt layup from 2 ft (assist by G. Vincent),,4,110,103,7,2648.0
3:51.0,Atlanta full timeout,103-110, ,,4,110,103,7,2649.0
3:51.0,O. Okongwu enters the game for C. Capela,103-110, ,,4,110,103,7,2649.0
3:39.0,Turnover by D. Murray (out of bounds lost ball),103-110, ,,4,110,103,7,2661.0
3:26.0, ,103-110,Turnover by G. Vincent (bad pass),,4,110,103,7,2674.0
3:12.0,T. Young misses 2-pt layup from 1 ft,103-110, ,,4,110,103,7,2688.0
3:10.0, ,103-110,Defensive rebound by J. Butler,,4,110,103,7,2690.0
3:06.0, ,103-112,J. Butler makes 2-pt layup from 2 ft (assist by B. Adebayo),,4,112,103,9,2694.0
3:06.0, ,103-112,Shooting foul by O. Okongwu (drawn by J. Butler),,4,112,103,9,2694.0
3:06.0, ,103-113,J. Butler makes free throw 1 of 1,,4,113,103,10,2694.0
2:52.0,T. Young misses 3-pt jump shot from 29 ft,103-113, ,,4,113,103,10,2708.0
2:48.0, ,103-113,Defensive rebound by J. Butler,,4,113,103,10,2712.0
2:44.0, ,103-115,C. Martin makes 2-pt dunk at rim (assist by J. Butler),,4,115,103,12,2716.0
2:32.0,D. Murray misses 2-pt layup from 3 ft,103-115, ,,4,115,103,12,2728.0
2:29.0, ,103-115,Defensive rebound by J. Butler,,4,115,103,12,2731.0
2:17.0, ,103-115,C. Martin misses 3-pt jump shot from 23 ft,,4,115,103,12,2743.0
2:15.0,Defensive rebound by D. Murray,103-115, ,,4,115,103,12,2745.0
2:12.0,D. Hunter misses 3-pt jump shot from 27 ft,103-115, ,,4,115,103,12,2748.0
2:06.0,Offensive rebound by T. Young,103-115, ,,4,115,103,12,2754.0
2:02.0,T. Young misses 2-pt jump shot from 11 ft,103-115, ,,4,115,103,12,2758.0
1:58.0, ,103-115,Defensive rebound by B. Adebayo,,4,115,103,12,2762.0
1:58.0, ,103-115,Turnover by B. Adebayo (bad pass; steal by D. Hunter),,4,115,103,12,2762.0
1:55.0,Shooting foul by B. Adebayo (drawn by S. Bey),103-115, ,,4,115,103,12,2765.0
1:55.0,S. Bey makes free throw 1 of 2,104-115, ,,4,115,104,11,2765.0
1:55.0,S. Bey makes free throw 2 of 2,105-115, ,,4,115,105,10,2765.0
1:34.0, ,105-115,T. Herro misses 3-pt jump shot from 26 ft,,4,115,105,10,2786.0
1:34.0,Defensive rebound by T. Young,105-115, ,,4,115,105,10,2786.0
1:26.0,O. Okongwu makes 2-pt dunk from 3 ft (assist by T. Young),107-115, ,,4,115,107,8,2794.0
1:08.0, ,107-115,G. Vincent misses 2-pt jump shot from 14 ft,,4,115,107,8,2812.0
1:06.0,Defensive rebound by Team,107-115, ,,4,115,107,8,2814.0
1:06.0,Turnover by T. Young (out of bounds lost ball),107-115, ,,4,115,107,8,2814.0
0:55.0, ,107-117,B. Adebayo makes 2-pt dunk from 2 ft (assist by C. Martin),,4,117,107,10,2825.0
0:45.0,D. Murray misses 3-pt jump shot from 28 ft,107-117, ,,4,117,107,10,2835.0
0:41.0, ,107-117,Defensive rebound by J. Butler,,4,117,107,10,2839.0
0:23.0, ,107-117,T. Herro misses 3-pt jump shot from 23 ft,,4,117,107,10,2857.0
0:21.0,Defensive rebound by T. Young,107-117, ,,4,117,107,10,2859.0
0:17.0,T. Young makes 2-pt jump shot from 6 ft,109-117, ,,4,117,109,8,2863.0
0:00.0,End of 4th quarter,109-117,,,4,117,109,8,2880.0
