Time,Miami,Score,New York,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:19.0,U. Haslem misses 2-pt jump shot from 18 ft,44-40, ,,2,44,40,4,1301.0
2:17.0, ,44-40,Defensive rebound by Q. Grimes,,2,44,40,4,1303.0
2:09.0, ,44-40,J. Sims misses 2-pt layup from 1 ft,,2,44,40,4,1311.0
2:07.0, ,44-40,Offensive rebound by J. Randle,,2,44,40,4,1313.0
2:06.0, ,44-42,J. Randle makes 2-pt layup from 2 ft,,2,44,42,2,1314.0
1:56.0,T. Herro misses 2-pt jump shot from 18 ft,44-42, ,,2,44,42,2,1324.0
1:54.0, ,44-42,Defensive rebound by J. Randle,,2,44,42,2,1326.0
1:37.0, ,44-42,Shooting foul by U. Haslem (drawn by Q. Grimes),,2,44,42,2,1343.0
1:37.0,B. Adebayo enters the game for U. Haslem,44-42, ,,2,44,42,2,1343.0
1:37.0, ,44-43,Q. Grimes makes free throw 1 of 2,,2,44,43,1,1343.0
1:37.0, ,44-44,Q. Grimes makes free throw 2 of 2,Tie,2,44,44,0,1343.0
1:25.0,J. Butler makes 2-pt layup from 1 ft (assist by T. Herro),46-44, ,,2,46,44,2,1355.0
1:07.0, ,46-46,R. Barrett makes 2-pt layup from 1 ft,Tie,2,46,46,0,1373.0
0:52.0,Personal foul by J. Randle (drawn by C. Martin),46-46, ,,2,46,46,0,1388.0
0:52.0,Away from play foul by J. Randle (drawn by K. Lowry),46-46, ,,2,46,46,0,1388.0
0:52.0,Instant Replay (Request: Ruling Stands),46-46, ,,2,46,46,0,1388.0
0:52.0,J. Butler misses free throw 1 of 1,46-46, ,,2,46,46,0,1388.0
0:52.0,Offensive rebound by Team,46-46, ,,2,46,46,0,1388.0
0:47.0,J. Butler misses 2-pt layup from 1 ft,46-46, ,,2,46,46,0,1393.0
0:45.0, ,46-46,Defensive rebound by J. Randle,,2,46,46,0,1395.0
0:41.0, ,46-48,J. Randle makes 2-pt layup from 7 ft,Lead change,2,46,48,-2,1399.0
0:41.0, ,46-48,Shooting foul by C. Martin (drawn by J. Randle),,2,46,48,-2,1399.0
0:41.0, ,46-49,J. Randle makes free throw 1 of 1,,2,46,49,-3,1399.0
0:28.0,K. Lowry misses 3-pt jump shot from 26 ft,46-49, ,,2,46,49,-3,1412.0
0:26.0,Offensive rebound by C. Martin,46-49, ,,2,46,49,-3,1414.0
0:21.0,C. Martin misses 3-pt jump shot from 25 ft,46-49, ,,2,46,49,-3,1419.0
0:19.0, ,46-49,Defensive rebound by Q. Grimes,,2,46,49,-3,1421.0
0:15.0, ,46-51,J. Randle makes 2-pt dunk from 2 ft (assist by Q. Grimes),,2,46,51,-5,1425.0
0:00.0,B. Adebayo makes 2-pt jump shot from 15 ft,48-51, ,,2,48,51,-3,1440.0
0:00.0,End of 2nd quarter,48-51,,,2,48,51,-3,1440.0
12:00.0,Start of 3rd quarter,48-51,,,3,48,51,-3,1440.0
11:42.0, ,48-51,J. Randle misses 3-pt jump shot from 26 ft,,3,48,51,-3,1458.0
11:40.0,Defensive rebound by T. Herro,48-51, ,,3,48,51,-3,1460.0
11:19.0,Personal foul by Q. Grimes (drawn by B. Adebayo),48-51, ,,3,48,51,-3,1481.0
11:05.0,J. Butler misses 2-pt jump shot from 19 ft,48-51, ,,3,48,51,-3,1495.0
11:03.0, ,48-51,Defensive rebound by R. Barrett,,3,48,51,-3,1497.0
10:51.0, ,48-51,R. Barrett misses 2-pt layup from 4 ft (block by T. Herro),,3,48,51,-3,1509.0
10:49.0, ,48-51,Offensive rebound by R. Barrett,,3,48,51,-3,1511.0
10:47.0, ,48-53,R. Barrett makes 2-pt layup from 1 ft,,3,48,53,-5,1513.0
10:28.0,C. Martin misses 3-pt jump shot from 26 ft,48-53, ,,3,48,53,-5,1532.0
10:26.0, ,48-53,Defensive rebound by R. Barrett,,3,48,53,-5,1534.0
10:18.0, ,48-53,Q. Grimes misses 3-pt jump shot from 25 ft,,3,48,53,-5,1542.0
10:16.0,Defensive rebound by T. Herro,48-53, ,,3,48,53,-5,1544.0
10:07.0,T. Herro misses 3-pt jump shot from 25 ft,48-53, ,,3,48,53,-5,1553.0
10:05.0,Offensive rebound by J. Butler,48-53, ,,3,48,53,-5,1555.0
10:01.0,C. Martin misses 3-pt jump shot from 26 ft,48-53, ,,3,48,53,-5,1559.0
9:59.0, ,48-53,Defensive rebound by J. Randle,,3,48,53,-5,1561.0
9:47.0, ,48-55,R. Barrett makes 2-pt jump shot from 8 ft,,3,48,55,-7,1573.0
9:34.0,J. Butler misses 2-pt hook shot from 3 ft,48-55, ,,3,48,55,-7,1586.0
9:33.0, ,48-55,Defensive rebound by Team,,3,48,55,-7,1587.0
9:33.0,Loose ball foul by C. Martin (drawn by J. Randle),48-55, ,,3,48,55,-7,1587.0
9:14.0, ,48-57,R. Barrett makes 2-pt layup from 1 ft,,3,48,57,-9,1606.0
9:14.0, ,48-57,Shooting foul by T. Herro (drawn by R. Barrett),,3,48,57,-9,1606.0
9:14.0, ,48-58,R. Barrett makes free throw 1 of 1,,3,48,58,-10,1606.0
9:03.0,K. Lowry misses 2-pt jump shot from 12 ft,48-58, ,,3,48,58,-10,1617.0
9:01.0, ,48-58,Defensive rebound by J. Randle,,3,48,58,-10,1619.0
8:38.0, ,48-60,J. Randle makes 2-pt jump shot from 20 ft,,3,48,60,-12,1642.0
8:36.0,Miami full timeout,48-60, ,,3,48,60,-12,1644.0
8:16.0,T. Herro misses 2-pt jump shot from 7 ft,48-60, ,,3,48,60,-12,1664.0
8:14.0, ,48-60,Defensive rebound by Team,,3,48,60,-12,1666.0
7:50.0, ,48-60,I. Quickley misses 2-pt jump shot from 4 ft,,3,48,60,-12,1690.0
7:48.0,Defensive rebound by K. Lowry,48-60, ,,3,48,60,-12,1692.0
7:44.0,Turnover by C. Martin (out of bounds lost ball),48-60, ,,3,48,60,-12,1696.0
7:21.0, ,48-62,R. Barrett makes 2-pt layup from 2 ft,,3,48,62,-14,1719.0
7:04.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by T. Herro),50-62, ,,3,50,62,-12,1736.0
6:50.0, ,50-64,R. Barrett makes 2-pt layup from 2 ft,,3,50,64,-14,1750.0
6:21.0,T. Herro makes 3-pt jump shot from 25 ft (assist by B. Adebayo),53-64, ,,3,53,64,-11,1779.0
6:07.0, ,53-64,Turnover by R. Barrett (bad pass),,3,53,64,-11,1793.0
5:57.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),56-64, ,,3,56,64,-8,1803.0
5:56.0, ,56-64,New York full timeout,,3,56,64,-8,1804.0
5:38.0, ,56-64,J. Randle misses 2-pt jump shot from 9 ft,,3,56,64,-8,1822.0
5:36.0,Defensive rebound by C. Martin,56-64, ,,3,56,64,-8,1824.0
5:26.0,T. Herro makes 3-pt jump shot from 25 ft,59-64, ,,3,59,64,-5,1834.0
5:10.0, ,59-64,I. Quickley misses 3-pt jump shot from 23 ft,,3,59,64,-5,1850.0
5:08.0,Defensive rebound by T. Herro,59-64, ,,3,59,64,-5,1852.0
4:54.0,T. Herro misses 2-pt jump shot from 3 ft,59-64, ,,3,59,64,-5,1866.0
4:52.0, ,59-64,Defensive rebound by I. Quickley,,3,59,64,-5,1868.0
4:49.0, ,59-66,Q. Grimes makes 2-pt layup at rim (assist by I. Quickley),,3,59,66,-7,1871.0
4:32.0,C. Martin makes 3-pt jump shot from 25 ft (assist by J. Butler),62-66, ,,3,62,66,-4,1888.0
4:10.0, ,62-66,Turnover by J. Randle (out of bounds lost ball),,3,62,66,-4,1910.0
4:10.0,M. Strus enters the game for T. Herro,62-66, ,,3,62,66,-4,1910.0
4:10.0, ,62-66,I. Hartenstein enters the game for J. Sims,,3,62,66,-4,1910.0
3:58.0,B. Adebayo misses 2-pt hook shot from 4 ft,62-66, ,,3,62,66,-4,1922.0
3:56.0,Offensive rebound by J. Butler,62-66, ,,3,62,66,-4,1924.0
3:56.0,J. Butler misses 2-pt dunk at rim,62-66, ,,3,62,66,-4,1924.0
3:54.0, ,62-66,Defensive rebound by I. Hartenstein,,3,62,66,-4,1926.0
3:44.0, ,62-66,J. Randle misses 3-pt jump shot from 25 ft,,3,62,66,-4,1936.0
3:42.0, ,62-66,Offensive rebound by I. Hartenstein,,3,62,66,-4,1938.0
3:41.0,Violation by Team (kicked ball),62-66, ,,3,62,66,-4,1939.0
3:35.0, ,62-66,J. Randle misses 3-pt jump shot from 25 ft,,3,62,66,-4,1945.0
3:34.0,Defensive rebound by Team,62-66, ,,3,62,66,-4,1946.0
3:12.0,B. Adebayo makes 2-pt jump shot from 9 ft (assist by J. Butler),64-66, ,,3,64,66,-2,1968.0
2:56.0, ,64-66,R. Barrett misses 3-pt jump shot from 23 ft,,3,64,66,-2,1984.0
2:54.0,Defensive rebound by C. Martin,64-66, ,,3,64,66,-2,1986.0
2:46.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by C. Martin),67-66, ,Lead change,3,67,66,1,1994.0
2:44.0, ,67-66,New York full timeout,,3,67,66,1,1996.0
2:44.0,U. Haslem enters the game for B. Adebayo,67-66, ,,3,67,66,1,1996.0
2:44.0, ,67-66,E. Fournier enters the game for R. Barrett,,3,67,66,1,1996.0
2:44.0, ,67-66,M. McBride enters the game for I. Quickley,,3,67,66,1,1996.0
2:22.0, ,67-66,Turnover by M. McBride (out of bounds lost ball),,3,67,66,1,2018.0
2:09.0,Turnover by J. Butler (lost ball; steal by Q. Grimes),67-66, ,,3,67,66,1,2031.0
1:59.0, ,67-66,Turnover by J. Randle (bad pass; steal by K. Lowry),,3,67,66,1,2041.0
1:55.0,J. Butler makes 2-pt layup from 2 ft (assist by K. Lowry),69-66, ,,3,69,66,3,2045.0
1:41.0, ,69-68,I. Hartenstein makes 2-pt layup from 2 ft (assist by E. Fournier),,3,69,68,1,2059.0
1:41.0, ,69-68,Shooting foul by K. Lowry (drawn by I. Hartenstein),,3,69,68,1,2059.0
1:41.0,T. Herro enters the game for J. Butler,69-68, ,,3,69,68,1,2059.0
1:41.0,G. Vincent enters the game for K. Lowry,69-68, ,,3,69,68,1,2059.0
1:41.0, ,69-69,I. Hartenstein makes free throw 1 of 1,Tie,3,69,69,0,2059.0
1:35.0,Turnover by G. Vincent (bad pass; steal by E. Fournier),69-69, ,,3,69,69,0,2065.0
1:34.0, ,69-69,Personal foul by G. Vincent (drawn by E. Fournier),,3,69,69,0,2066.0
1:34.0,H. Highsmith enters the game for C. Martin,69-69, ,,3,69,69,0,2066.0
1:34.0, ,69-70,E. Fournier makes free throw 1 of 2,Lead change,3,69,70,-1,2066.0
1:34.0, ,69-71,E. Fournier makes free throw 2 of 2,,3,69,71,-2,2066.0
1:16.0,G. Vincent misses 3-pt jump shot from 26 ft,69-71, ,,3,69,71,-2,2084.0
1:14.0, ,69-71,Defensive rebound by Q. Grimes,,3,69,71,-2,2086.0
1:04.0, ,69-74,M. McBride makes 3-pt jump shot from 23 ft (assist by J. Randle),,3,69,74,-5,2096.0
0:54.0,T. Herro misses 3-pt jump shot from 27 ft,69-74, ,,3,69,74,-5,2106.0
0:51.0, ,69-74,Defensive rebound by Team,,3,69,74,-5,2109.0
0:41.0, ,69-77,Q. Grimes makes 3-pt jump shot from 23 ft (assist by J. Randle),,3,69,77,-8,2119.0
0:18.0,U. Haslem misses 3-pt jump shot from 23 ft,69-77, ,,3,69,77,-8,2142.0
0:16.0, ,69-77,Defensive rebound by J. Randle,,3,69,77,-8,2144.0
0:07.0, ,69-77,Turnover by J. Randle (palming),,3,69,77,-8,2153.0
0:02.0,M. Strus makes 3-pt jump shot from 25 ft (assist by T. Herro),72-77, ,,3,72,77,-5,2158.0
0:01.0, ,72-77,E. Fournier misses 3-pt jump shot from 55 ft,,3,72,77,-5,2159.0
0:01.0, ,72-77,Offensive rebound by Team,,3,72,77,-5,2159.0
0:00.0,End of 3rd quarter,72-77,,,3,72,77,-5,2160.0
12:00.0,Start of 4th quarter,72-77,,,4,72,77,-5,2160.0
11:45.0,M. Strus misses 3-pt jump shot from 26 ft,72-77, ,,4,72,77,-5,2175.0
11:44.0, ,72-77,Defensive rebound by Team,,4,72,77,-5,2176.0
11:30.0, ,72-80,O. Toppin makes 3-pt jump shot from 23 ft (assist by M. McBride),,4,72,80,-8,2190.0
11:12.0,H. Highsmith makes 3-pt jump shot from 26 ft (assist by T. Herro),75-80, ,,4,75,80,-5,2208.0
10:49.0, ,75-80,Turnover by R. Barrett (bad pass; steal by G. Vincent),,4,75,80,-5,2231.0
10:44.0,T. Herro misses 3-pt jump shot from 26 ft,75-80, ,,4,75,80,-5,2236.0
10:42.0, ,75-80,Defensive rebound by I. Hartenstein,,4,75,80,-5,2238.0
10:29.0, ,75-80,Shooting foul by T. Herro (drawn by I. Hartenstein),,4,75,80,-5,2251.0
10:29.0, ,75-80,I. Hartenstein misses free throw 1 of 2,,4,75,80,-5,2251.0
10:29.0, ,75-80,Offensive rebound by Team,,4,75,80,-5,2251.0
10:29.0, ,75-81,I. Hartenstein makes free throw 2 of 2,,4,75,81,-6,2251.0
10:24.0,Shooting foul by I. Hartenstein (drawn by B. Adebayo),75-81, ,,4,75,81,-6,2256.0
