Time,Philadelphia,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:31.0,Shooting foul by M. Strus (drawn by T. Maxey),92-73, ,,3,73,92,-19,2069.0
1:31.0,J. McDaniels enters the game for T. Harris,92-73, ,,3,73,92,-19,2069.0
1:31.0, ,92-73,T. Herro enters the game for B. Adebayo,,3,73,92,-19,2069.0
1:31.0, ,92-73,C. Martin enters the game for J. Butler,,3,73,92,-19,2069.0
1:31.0, ,92-73,V. Oladipo enters the game for K. Love,,3,73,92,-19,2069.0
1:31.0, ,92-73,C. Zeller enters the game for G. Vincent,,3,73,92,-19,2069.0
1:31.0,T. Maxey makes free throw 1 of 1,93-73, ,,3,73,93,-20,2069.0
1:12.0, ,93-73,T. Herro misses 3-pt jump shot from 23 ft,,3,73,93,-20,2088.0
1:09.0, ,93-73,Offensive rebound by M. Strus,,3,73,93,-20,2091.0
1:09.0, ,93-73,Personal foul by D. House (drawn by V. Oladipo),,3,73,93,-20,2091.0
1:09.0, ,93-74,V. Oladipo makes free throw 1 of 2,,3,74,93,-19,2091.0
1:09.0, ,93-75,V. Oladipo makes free throw 2 of 2,,3,75,93,-18,2091.0
0:56.0,Turnover by J. McDaniels (bad pass),93-75, ,,3,75,93,-18,2104.0
0:46.0, ,93-77,M. Strus makes 2-pt layup from 2 ft (assist by T. Herro),,3,77,93,-16,2114.0
0:28.0,T. Maxey makes 3-pt jump shot from 25 ft,96-77, ,,3,77,96,-19,2132.0
0:03.0, ,96-77,Turnover by T. Herro (bad pass),,3,77,96,-19,2157.0
0:00.0,S. Milton misses 3-pt jump shot from 35 ft,96-77, ,,3,77,96,-19,2160.0
0:00.0,Offensive rebound by Team,96-77, ,,3,77,96,-19,2160.0
0:00.0,End of 3rd quarter,96-77,,,3,77,96,-19,2160.0
12:00.0,Start of 4th quarter,96-77,,,4,77,96,-19,2160.0
11:41.0, ,96-77,V. Oladipo misses 2-pt layup from 3 ft,,4,77,96,-19,2179.0
11:41.0,Defensive rebound by Team,96-77, ,,4,77,96,-19,2179.0
11:24.0,P. Reed makes 2-pt layup from 2 ft (assist by J. McDaniels),98-77, ,,4,77,98,-21,2196.0
11:09.0, ,98-77,T. Herro misses 3-pt jump shot from 26 ft,,4,77,98,-21,2211.0
11:06.0,Defensive rebound by J. Harden,98-77, ,,4,77,98,-21,2214.0
10:55.0,D. House misses 3-pt jump shot from 23 ft,98-77, ,,4,77,98,-21,2225.0
10:51.0, ,98-77,Defensive rebound by T. Herro,,4,77,98,-21,2229.0
10:48.0, ,98-77,C. Martin misses 3-pt jump shot from 23 ft,,4,77,98,-21,2232.0
10:42.0,Defensive rebound by D. House,98-77, ,,4,77,98,-21,2238.0
10:39.0,S. Milton makes 2-pt layup from 2 ft,100-77, ,,4,77,100,-23,2241.0
10:27.0, ,100-77,C. Zeller misses 2-pt jump shot from 8 ft,,4,77,100,-23,2253.0
10:27.0,Defensive rebound by P. Reed,100-77, ,,4,77,100,-23,2253.0
10:15.0,Shooting foul by C. Zeller (drawn by J. McDaniels),100-77, ,,4,77,100,-23,2265.0
10:15.0,J. McDaniels makes free throw 1 of 2,101-77, ,,4,77,101,-24,2265.0
10:15.0,J. McDaniels makes free throw 2 of 2,102-77, ,,4,77,102,-25,2265.0
10:08.0, ,102-77,Miami full timeout,,4,77,102,-25,2272.0
9:54.0, ,102-79,M. Strus makes 2-pt jump shot from 9 ft,,4,79,102,-23,2286.0
9:32.0,S. Milton misses 2-pt jump shot from 8 ft,102-79, ,,4,79,102,-23,2308.0
9:27.0, ,102-79,Defensive rebound by C. Zeller,,4,79,102,-23,2313.0
9:23.0, ,102-79,Shooting foul by P. Reed (drawn by C. Zeller),,4,79,102,-23,2317.0
9:23.0, ,102-80,C. Zeller makes free throw 1 of 2,,4,80,102,-22,2317.0
9:23.0, ,102-80,C. Zeller misses free throw 2 of 2,,4,80,102,-22,2317.0
9:20.0,Defensive rebound by J. McDaniels,102-80, ,,4,80,102,-22,2320.0
9:03.0,D. House misses 3-pt jump shot from 23 ft,102-80, ,,4,80,102,-22,2337.0
8:59.0, ,102-80,Defensive rebound by C. Zeller,,4,80,102,-22,2341.0
8:47.0, ,102-83,C. Martin makes 3-pt jump shot from 26 ft (assist by M. Strus),,4,83,102,-19,2353.0
8:23.0,Turnover by D. House (bad pass),102-83, ,,4,83,102,-19,2377.0
8:23.0,T. Harris enters the game for D. House,102-83, ,,4,83,102,-19,2377.0
8:23.0,T. Maxey enters the game for J. McDaniels,102-83, ,,4,83,102,-19,2377.0
8:23.0,D. Melton enters the game for S. Milton,102-83, ,,4,83,102,-19,2377.0
8:09.0, ,102-83,T. Herro misses 2-pt jump shot from 7 ft,,4,83,102,-19,2391.0
8:06.0,Defensive rebound by P. Reed,102-83, ,,4,83,102,-19,2394.0
7:54.0,T. Maxey makes 2-pt jump shot from 10 ft (assist by T. Harris),104-83, ,,4,83,104,-21,2406.0
7:40.0, ,104-83,M. Strus misses 3-pt jump shot from 24 ft,,4,83,104,-21,2420.0
7:37.0,Defensive rebound by T. Maxey,104-83, ,,4,83,104,-21,2423.0
7:27.0,P. Reed makes 2-pt layup from 6 ft (assist by T. Maxey),106-83, ,,4,83,106,-23,2433.0
7:27.0, ,106-83,Miami full timeout,,4,83,106,-23,2433.0
7:14.0, ,106-86,C. Martin makes 3-pt jump shot from 23 ft (assist by T. Herro),,4,86,106,-20,2446.0
7:08.0,Personal foul by C. Martin (drawn by J. Harden),106-86, ,,4,86,106,-20,2452.0
6:52.0,J. Harden misses 2-pt jump shot from 12 ft,106-86, ,,4,86,106,-20,2468.0
6:48.0,Offensive rebound by P. Reed,106-86, ,,4,86,106,-20,2472.0
6:48.0,P. Reed misses 2-pt layup from 3 ft,106-86, ,,4,86,106,-20,2472.0
6:45.0, ,106-86,Defensive rebound by V. Oladipo,,4,86,106,-20,2475.0
6:42.0, ,106-88,V. Oladipo makes 2-pt layup from 3 ft,,4,88,106,-18,2478.0
6:18.0,T. Harris misses 3-pt jump shot from 25 ft,106-88, ,,4,88,106,-18,2502.0
6:17.0, ,106-88,Defensive rebound by Team,,4,88,106,-18,2503.0
6:09.0, ,106-88,T. Herro misses 2-pt jump shot from 14 ft (block by D. Melton),,4,88,106,-18,2511.0
6:09.0,Defensive rebound by Team,106-88, ,,4,88,106,-18,2511.0
5:45.0,J. Harden misses 2-pt jump shot from 6 ft,106-88, ,,4,88,106,-18,2535.0
5:42.0, ,106-88,Defensive rebound by V. Oladipo,,4,88,106,-18,2538.0
5:33.0, ,106-90,V. Oladipo makes 2-pt jump shot from 13 ft,,4,90,106,-16,2547.0
5:32.0,Philadelphia full timeout,106-90, ,,4,90,106,-16,2548.0
5:32.0, ,106-90,B. Adebayo enters the game for T. Herro,,4,90,106,-16,2548.0
5:32.0, ,106-90,D. Robinson enters the game for C. Zeller,,4,90,106,-16,2548.0
5:11.0,T. Harris makes 2-pt jump shot from 10 ft,108-90, ,,4,90,108,-18,2569.0
5:00.0, ,108-90,Offensive foul by M. Strus (drawn by P. Reed),,4,90,108,-18,2580.0
5:00.0, ,108-90,Turnover by M. Strus (offensive foul),,4,90,108,-18,2580.0
4:52.0,Offensive foul by J. Harden (drawn by C. Martin),108-90, ,,4,90,108,-18,2588.0
4:52.0,Turnover by J. Harden (offensive foul),108-90, ,,4,90,108,-18,2588.0
4:40.0, ,108-90,M. Strus misses 3-pt jump shot from 27 ft,,4,90,108,-18,2600.0
4:35.0,Defensive rebound by J. Harden,108-90, ,,4,90,108,-18,2605.0
4:24.0,P. Reed misses 2-pt jump shot from 6 ft,108-90, ,,4,90,108,-18,2616.0
4:21.0, ,108-90,Defensive rebound by V. Oladipo,,4,90,108,-18,2619.0
4:12.0, ,108-90,M. Strus misses 2-pt layup from 3 ft,,4,90,108,-18,2628.0
4:09.0,Defensive rebound by T. Harris,108-90, ,,4,90,108,-18,2631.0
3:54.0,D. Melton misses 3-pt jump shot from 25 ft,108-90, ,,4,90,108,-18,2646.0
3:51.0, ,108-90,Defensive rebound by D. Robinson,,4,90,108,-18,2649.0
3:35.0, ,108-90,C. Martin misses 2-pt layup from 4 ft (block by P. Reed),,4,90,108,-18,2665.0
3:35.0, ,108-90,Offensive rebound by Team,,4,90,108,-18,2665.0
3:30.0, ,108-90,B. Adebayo misses 2-pt jump shot from 18 ft,,4,90,108,-18,2670.0
3:26.0,Defensive rebound by T. Maxey,108-90, ,,4,90,108,-18,2674.0
3:17.0,Personal foul by M. Strus (drawn by D. Melton),108-90, ,,4,90,108,-18,2683.0
3:17.0, ,108-90,Technical foul by M. Strus,,4,90,108,-18,2683.0
3:17.0,J. Harden makes technical free throw,109-90, ,,4,90,109,-19,2683.0
3:02.0,T. Maxey misses 3-pt jump shot from 30 ft,109-90, ,,4,90,109,-19,2698.0
2:58.0,Offensive rebound by P. Reed,109-90, ,,4,90,109,-19,2702.0
2:46.0,T. Maxey makes 3-pt jump shot from 30 ft,112-90, ,,4,90,112,-22,2714.0
2:30.0,Violation by Team (kicked ball),112-90, ,,4,90,112,-22,2730.0
2:30.0,J. McDaniels enters the game for J. Harden,112-90, ,,4,90,112,-22,2730.0
2:30.0,S. Milton enters the game for T. Harris,112-90, ,,4,90,112,-22,2730.0
2:30.0, ,112-90,H. Highsmith enters the game for B. Adebayo,,4,90,112,-22,2730.0
2:18.0, ,112-92,M. Strus makes 2-pt layup from 3 ft (assist by H. Highsmith),,4,92,112,-20,2742.0
2:18.0, ,112-92,Shooting foul by P. Reed (drawn by M. Strus),,4,92,112,-20,2742.0
2:18.0, ,112-93,M. Strus makes free throw 1 of 1,,4,93,112,-19,2742.0
1:55.0,S. Milton makes 3-pt jump shot from 32 ft (assist by T. Maxey),115-93, ,,4,93,115,-22,2765.0
1:40.0, ,115-96,D. Robinson makes 3-pt jump shot from 27 ft (assist by C. Martin),,4,96,115,-19,2780.0
1:17.0,Shooting foul by V. Oladipo (drawn by D. Melton),115-96, ,,4,96,115,-19,2803.0
1:17.0,D. Melton makes free throw 1 of 2,116-96, ,,4,96,116,-20,2803.0
1:17.0,D. House enters the game for T. Maxey,116-96, ,,4,96,116,-20,2803.0
1:17.0,D. Melton makes free throw 2 of 2,117-96, ,,4,96,117,-21,2803.0
1:03.0, ,117-96,M. Strus misses 3-pt jump shot from 24 ft,,4,96,117,-21,2817.0
0:59.0,Defensive rebound by P. Reed,117-96, ,,4,96,117,-21,2821.0
0:41.0,P. Reed makes 2-pt jump shot from 17 ft (assist by D. House),119-96, ,,4,96,119,-23,2839.0
0:26.0, ,119-96,C. Martin misses 3-pt jump shot from 26 ft,,4,96,119,-23,2854.0
0:22.0,Defensive rebound by P. Reed,119-96, ,,4,96,119,-23,2858.0
0:00.0,Turnover by Team (shot clock),119-96, ,,4,96,119,-23,2880.0
0:00.0, ,119-96,C. Martin misses 3-pt jump shot from 60 ft,,4,96,119,-23,2880.0
0:00.0, ,119-96,Offensive rebound by Team,,4,96,119,-23,2880.0
0:00.0,End of 4th quarter,119-96,,,4,96,119,-23,2880.0
