Time,Miami,Score,Cleveland,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
7:18.0,C. Martin makes 2-pt layup from 2 ft (assist by O. Robinson),75-103, ,,4,75,103,-28,2442.0
6:50.0, ,75-103,I. Okoro misses 3-pt jump shot from 25 ft,,4,75,103,-28,2470.0
6:48.0, ,75-103,Offensive rebound by R. Lopez,,4,75,103,-28,2472.0
6:48.0,M. Strus enters the game for C. Martin,75-103, ,,4,75,103,-28,2472.0
6:34.0, ,75-103,C. Osman misses 3-pt jump shot from 32 ft,,4,75,103,-28,2486.0
6:32.0,Defensive rebound by O. Robinson,75-103, ,,4,75,103,-28,2488.0
6:28.0,Turnover by N. Jović (bad pass; steal by R. Neto),75-103, ,,4,75,103,-28,2492.0
6:22.0, ,75-103,Turnover by I. Okoro (lost ball; steal by O. Robinson),,4,75,103,-28,2498.0
6:16.0,J. Cain makes 2-pt layup from 2 ft (assist by N. Jović),77-103, ,,4,77,103,-26,2504.0
5:56.0, ,77-103,Turnover by R. Neto (lost ball; steal by J. Cain),,4,77,103,-26,2524.0
5:48.0,O. Robinson misses 3-pt jump shot from 27 ft,77-103, ,,4,77,103,-26,2532.0
5:43.0, ,77-103,Defensive rebound by C. Osman,,4,77,103,-26,2537.0
5:31.0, ,77-103,Turnover by L. Stevens (palming),,4,77,103,-26,2549.0
5:31.0,C. Martin enters the game for M. Strus,77-103, ,,4,77,103,-26,2549.0
5:31.0, ,77-103,M. Diakite enters the game for I. Okoro,,4,77,103,-26,2549.0
5:13.0,J. Cain misses 2-pt jump shot from 12 ft,77-103, ,,4,77,103,-26,2567.0
5:09.0,Offensive rebound by O. Robinson,77-103, ,,4,77,103,-26,2571.0
5:04.0,J. Cain makes 2-pt layup from 2 ft,79-103, ,,4,79,103,-24,2576.0
4:46.0, ,79-103,Offensive foul by R. Lopez (drawn by O. Robinson),,4,79,103,-24,2594.0
4:46.0, ,79-103,Turnover by R. Lopez (offensive foul),,4,79,103,-24,2594.0
4:28.0,Shooting foul by M. Diakite (drawn by C. Martin),79-103, ,,4,79,103,-24,2612.0
4:28.0,C. Martin makes free throw 1 of 2,80-103, ,,4,80,103,-23,2612.0
4:28.0, ,80-103,I. Mobley enters the game for L. Stevens,,4,80,103,-23,2612.0
4:28.0,C. Martin makes free throw 2 of 2,81-103, ,,4,81,103,-22,2612.0
4:12.0, ,81-105,C. Osman makes 2-pt jump shot from 11 ft (assist by R. Neto),,4,81,105,-24,2628.0
4:00.0,O. Robinson misses 2-pt jump shot from 13 ft,81-105, ,,4,81,105,-24,2640.0
3:57.0, ,81-105,Defensive rebound by C. Osman,,4,81,105,-24,2643.0
3:45.0, ,81-105,R. Neto misses 2-pt jump shot from 7 ft,,4,81,105,-24,2655.0
3:45.0,Defensive rebound by Team,81-105, ,,4,81,105,-24,2655.0
3:45.0,Personal foul by R. Lopez (drawn by O. Robinson),81-105, ,,4,81,105,-24,2655.0
3:34.0,O. Robinson misses 2-pt jump shot from 9 ft,81-105, ,,4,81,105,-24,2666.0
3:31.0, ,81-105,Defensive rebound by I. Mobley,,4,81,105,-24,2669.0
3:14.0, ,81-107,M. Diakite makes 2-pt dunk from 3 ft (assist by R. Lopez),,4,81,107,-26,2686.0
3:00.0,J. Cain makes 2-pt layup from 1 ft (assist by C. Martin),83-107, ,,4,83,107,-24,2700.0
2:42.0, ,83-109,R. Neto makes 2-pt layup from 2 ft,,4,83,109,-26,2718.0
2:34.0,Shooting foul by R. Neto (drawn by H. Highsmith),83-109, ,,4,83,109,-26,2726.0
2:34.0,Miami full timeout,83-109, ,,4,83,109,-26,2726.0
2:34.0,H. Highsmith misses free throw 1 of 2,83-109, ,,4,83,109,-26,2726.0
2:34.0,Offensive rebound by Team,83-109, ,,4,83,109,-26,2726.0
2:34.0,H. Highsmith misses free throw 2 of 2,83-109, ,,4,83,109,-26,2726.0
2:31.0, ,83-109,Defensive rebound by C. Osman,,4,83,109,-26,2729.0
2:12.0, ,83-111,R. Lopez makes 2-pt hook shot from 10 ft,,4,83,111,-28,2748.0
1:52.0,C. Martin misses 3-pt jump shot from 27 ft,83-111, ,,4,83,111,-28,2768.0
1:49.0, ,83-111,Defensive rebound by I. Mobley,,4,83,111,-28,2771.0
1:28.0, ,83-111,I. Mobley misses 3-pt jump shot from 27 ft,,4,83,111,-28,2792.0
1:26.0,Defensive rebound by H. Highsmith,83-111, ,,4,83,111,-28,2794.0
1:13.0,C. Martin makes 2-pt layup from 1 ft,85-111, ,,4,85,111,-26,2807.0
1:13.0, ,85-111,Violation by Team (def goaltending),,4,85,111,-26,2807.0
1:01.0, ,85-111,Turnover by R. Neto (out of bounds lost ball),,4,85,111,-26,2819.0
0:55.0,Offensive foul by J. Cain (drawn by R. Neto),85-111, ,,4,85,111,-26,2825.0
0:55.0,Turnover by J. Cain (offensive foul),85-111, ,,4,85,111,-26,2825.0
0:49.0, ,85-113,R. Neto makes 2-pt layup from 1 ft,,4,85,113,-28,2831.0
0:44.0,C. Martin makes 2-pt jump shot from 23 ft,87-113, ,,4,87,113,-26,2836.0
0:20.0, ,87-113,Turnover by Team (shot clock),,4,87,113,-26,2860.0
0:00.0,End of 4th quarter,87-113,,,4,87,113,-26,2880.0
