Time,Miami,Score,Milwaukee,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:14.0, ,65-84,G. Allen misses 3-pt jump shot from 27 ft,,3,65,84,-19,1786.0
6:12.0, ,65-84,Offensive rebound by M. Leonard,,3,65,84,-19,1788.0
6:04.0, ,65-84,Shooting foul by K. Love (drawn by M. Leonard),,3,65,84,-19,1796.0
6:04.0, ,65-85,M. Leonard makes free throw 1 of 2,,3,65,85,-20,1796.0
6:04.0, ,65-86,M. Leonard makes free throw 2 of 2,,3,65,86,-21,1796.0
5:44.0,B. Adebayo misses 2-pt jump shot from 12 ft,65-86, ,,3,65,86,-21,1816.0
5:40.0, ,65-86,Defensive rebound by J. Ingles,,3,65,86,-21,1820.0
5:33.0, ,65-86,J. Ingles misses 3-pt jump shot from 28 ft,,3,65,86,-21,1827.0
5:30.0,Defensive rebound by K. Love,65-86, ,,3,65,86,-21,1830.0
5:17.0,J. Butler makes 2-pt jump shot from 7 ft,67-86, ,,3,67,86,-19,1843.0
5:04.0, ,67-86,G. Allen misses 2-pt layup from 2 ft,,3,67,86,-19,1856.0
5:01.0,Defensive rebound by T. Herro,67-86, ,,3,67,86,-19,1859.0
5:00.0,J. Butler makes 2-pt layup from 1 ft (assist by K. Love),69-86, ,,3,69,86,-17,1860.0
4:46.0, ,69-89,J. Crowder makes 3-pt jump shot from 27 ft (assist by G. Allen),,3,69,89,-20,1874.0
4:25.0,J. Butler misses 2-pt jump shot from 8 ft,69-89, ,,3,69,89,-20,1895.0
4:23.0, ,69-89,Defensive rebound by M. Leonard,,3,69,89,-20,1897.0
4:19.0, ,69-92,J. Holiday makes 3-pt jump shot from 27 ft,,3,69,92,-23,1901.0
4:19.0,Miami full timeout,69-92, ,,3,69,92,-23,1901.0
4:19.0,C. Martin enters the game for B. Adebayo,69-92, ,,3,69,92,-23,1901.0
4:19.0,V. Oladipo enters the game for J. Butler,69-92, ,,3,69,92,-23,1901.0
4:19.0,M. Strus enters the game for K. Love,69-92, ,,3,69,92,-23,1901.0
4:19.0,C. Zeller enters the game for G. Vincent,69-92, ,,3,69,92,-23,1901.0
4:19.0, ,69-92,K. Middleton enters the game for G. Allen,,3,69,92,-23,1901.0
4:05.0,T. Herro misses 3-pt jump shot from 27 ft,69-92, ,,3,69,92,-23,1915.0
4:03.0, ,69-92,Defensive rebound by Team,,3,69,92,-23,1917.0
3:51.0, ,69-92,M. Leonard misses 2-pt jump shot from 17 ft,,3,69,92,-23,1929.0
3:49.0,Defensive rebound by C. Martin,69-92, ,,3,69,92,-23,1931.0
3:38.0,C. Zeller makes 2-pt dunk from 1 ft (assist by M. Strus),71-92, ,,3,71,92,-21,1942.0
3:32.0, ,71-92,Offensive foul by M. Leonard (drawn by V. Oladipo),,3,71,92,-21,1948.0
3:32.0, ,71-92,Turnover by M. Leonard (offensive foul),,3,71,92,-21,1948.0
3:11.0,C. Zeller misses 2-pt layup from 1 ft,71-92, ,,3,71,92,-21,1969.0
3:08.0, ,71-92,Defensive rebound by M. Leonard,,3,71,92,-21,1972.0
2:59.0, ,71-92,J. Holiday misses 2-pt layup from 3 ft,,3,71,92,-21,1981.0
2:56.0,Defensive rebound by C. Zeller,71-92, ,,3,71,92,-21,1984.0
2:52.0,V. Oladipo misses 3-pt jump shot from 27 ft,71-92, ,,3,71,92,-21,1988.0
2:52.0, ,71-92,Defensive rebound by M. Leonard,,3,71,92,-21,1988.0
2:37.0, ,71-92,K. Middleton misses 3-pt jump shot from 26 ft,,3,71,92,-21,2003.0
2:34.0,Defensive rebound by C. Martin,71-92, ,,3,71,92,-21,2006.0
2:26.0,T. Herro misses 2-pt jump shot from 16 ft,71-92, ,,3,71,92,-21,2014.0
2:22.0, ,71-92,Defensive rebound by K. Middleton,,3,71,92,-21,2018.0
2:13.0, ,71-92,J. Holiday misses 3-pt jump shot from 27 ft,,3,71,92,-21,2027.0
2:10.0,Defensive rebound by V. Oladipo,71-92, ,,3,71,92,-21,2030.0
1:59.0,Turnover by T. Herro (bad pass; steal by J. Crowder),71-92, ,,3,71,92,-21,2041.0
1:57.0, ,71-92,Offensive foul by J. Crowder (drawn by V. Oladipo),,3,71,92,-21,2043.0
1:57.0, ,71-92,Turnover by J. Crowder (offensive foul),,3,71,92,-21,2043.0
1:57.0,D. Robinson enters the game for T. Herro,71-92, ,,3,71,92,-21,2043.0
1:57.0, ,71-92,J. Carter enters the game for J. Crowder,,3,71,92,-21,2043.0
1:57.0, ,71-92,B. Portis enters the game for J. Holiday,,3,71,92,-21,2043.0
1:41.0,V. Oladipo misses 3-pt jump shot from 26 ft,71-92, ,,3,71,92,-21,2059.0
1:37.0, ,71-92,Defensive rebound by K. Middleton,,3,71,92,-21,2063.0
1:37.0, ,71-92,A. Green enters the game for J. Ingles,,3,71,92,-21,2063.0
1:20.0, ,71-92,M. Leonard misses 3-pt jump shot from 30 ft,,3,71,92,-21,2080.0
1:20.0, ,71-92,Offensive rebound by Team,,3,71,92,-21,2080.0
1:20.0, ,71-92,Personal foul by V. Oladipo (drawn by J. Carter),,3,71,92,-21,2080.0
1:05.0, ,71-92,Turnover by Team (shot clock),,3,71,92,-21,2095.0
0:47.0,C. Zeller makes 2-pt jump shot from 14 ft (assist by V. Oladipo),73-92, ,,3,73,92,-19,2113.0
0:36.0, ,73-95,M. Leonard makes 3-pt jump shot from 27 ft (assist by K. Middleton),,3,73,95,-22,2124.0
0:24.0,Shooting foul by M. Leonard (drawn by C. Martin),73-95, ,,3,73,95,-22,2136.0
0:24.0, ,73-95,G. Allen enters the game for M. Leonard,,3,73,95,-22,2136.0
0:24.0,C. Martin misses free throw 1 of 2,73-95, ,,3,73,95,-22,2136.0
0:24.0,Offensive rebound by Team,73-95, ,,3,73,95,-22,2136.0
0:24.0,C. Martin makes free throw 2 of 2,74-95, ,,3,74,95,-21,2136.0
0:02.0, ,74-95,B. Portis misses 2-pt jump shot from 19 ft,,3,74,95,-21,2158.0
0:00.0,Defensive rebound by V. Oladipo,74-95, ,,3,74,95,-21,2160.0
0:00.0,End of 3rd quarter,74-95,,,3,74,95,-21,2160.0
12:00.0,Start of 4th quarter,74-95,,,4,74,95,-21,2160.0
11:44.0,M. Strus misses 3-pt jump shot from 24 ft,74-95, ,,4,74,95,-21,2176.0
11:41.0,Offensive rebound by C. Martin,74-95, ,,4,74,95,-21,2179.0
11:38.0,C. Martin misses 2-pt layup from 5 ft,74-95, ,,4,74,95,-21,2182.0
11:35.0, ,74-95,Defensive rebound by B. Portis,,4,74,95,-21,2185.0
11:14.0, ,74-95,J. Carter misses 3-pt jump shot from 27 ft,,4,74,95,-21,2206.0
11:13.0, ,74-95,Offensive rebound by B. Portis,,4,74,95,-21,2207.0
11:13.0, ,74-95,B. Portis misses 2-pt layup at rim,,4,74,95,-21,2207.0
11:13.0,Defensive rebound by Team,74-95, ,,4,74,95,-21,2207.0
11:01.0,V. Oladipo misses 2-pt jump shot from 16 ft,74-95, ,,4,74,95,-21,2219.0
10:57.0, ,74-95,Defensive rebound by G. Allen,,4,74,95,-21,2223.0
10:51.0, ,74-98,B. Lopez makes 3-pt jump shot from 31 ft (assist by G. Allen),,4,74,98,-24,2229.0
10:36.0,C. Martin makes 3-pt jump shot from 26 ft (assist by C. Zeller),77-98, ,,4,77,98,-21,2244.0
10:20.0, ,77-101,A. Green makes 3-pt jump shot from 28 ft (assist by B. Portis),,4,77,101,-24,2260.0
10:12.0,C. Martin makes 3-pt jump shot from 26 ft (assist by V. Oladipo),80-101, ,,4,80,101,-21,2268.0
9:54.0, ,80-101,J. Carter misses 2-pt layup from 5 ft (block by C. Martin),,4,80,101,-21,2286.0
9:50.0, ,80-101,Offensive rebound by J. Carter,,4,80,101,-21,2290.0
9:47.0, ,80-101,B. Portis misses 3-pt jump shot from 24 ft,,4,80,101,-21,2293.0
9:45.0,Defensive rebound by D. Robinson,80-101, ,,4,80,101,-21,2295.0
9:38.0,C. Martin misses 2-pt jump shot from 19 ft,80-101, ,,4,80,101,-21,2302.0
9:35.0, ,80-101,Defensive rebound by B. Lopez,,4,80,101,-21,2305.0
9:31.0, ,80-101,G. Allen misses 3-pt jump shot from 26 ft,,4,80,101,-21,2309.0
9:28.0,Defensive rebound by V. Oladipo,80-101, ,,4,80,101,-21,2312.0
9:19.0,V. Oladipo misses 3-pt jump shot from 27 ft,80-101, ,,4,80,101,-21,2321.0
9:16.0,Offensive rebound by M. Strus,80-101, ,,4,80,101,-21,2324.0
9:14.0,D. Robinson misses 3-pt jump shot from 27 ft,80-101, ,,4,80,101,-21,2326.0
9:11.0, ,80-101,Defensive rebound by B. Portis,,4,80,101,-21,2329.0
8:59.0, ,80-101,Turnover by B. Lopez (traveling),,4,80,101,-21,2341.0
8:59.0, ,80-101,J. Crowder enters the game for B. Portis,,4,80,101,-21,2341.0
8:53.0,D. Robinson makes 3-pt jump shot from 29 ft (assist by C. Zeller),83-101, ,,4,83,101,-18,2347.0
8:40.0, ,83-103,J. Crowder makes 2-pt jump shot from 12 ft (assist by J. Carter),,4,83,103,-20,2360.0
8:35.0,Offensive foul by C. Zeller (drawn by G. Allen),83-103, ,,4,83,103,-20,2365.0
8:35.0,Turnover by C. Zeller (offensive foul),83-103, ,,4,83,103,-20,2365.0
8:17.0, ,83-105,G. Allen makes 2-pt layup from 2 ft,,4,83,105,-22,2383.0
8:12.0,Shooting foul by B. Lopez (drawn by C. Zeller),83-105, ,,4,83,105,-22,2388.0
8:12.0,C. Zeller makes free throw 1 of 2,84-105, ,,4,84,105,-21,2388.0
8:12.0,C. Zeller makes free throw 2 of 2,85-105, ,,4,85,105,-20,2388.0
7:57.0, ,85-108,G. Allen makes 3-pt jump shot from 24 ft (assist by B. Lopez),,4,85,108,-23,2403.0
7:39.0,Turnover by V. Oladipo (step out of bounds),85-108, ,,4,85,108,-23,2421.0
7:26.0, ,85-108,J. Carter misses 2-pt jump shot from 14 ft,,4,85,108,-23,2434.0
7:23.0,Defensive rebound by M. Strus,85-108, ,,4,85,108,-23,2437.0
7:15.0,M. Strus misses 3-pt jump shot from 28 ft,85-108, ,,4,85,108,-23,2445.0
7:11.0, ,85-108,Defensive rebound by J. Carter,,4,85,108,-23,2449.0
7:00.0, ,85-108,G. Allen misses 3-pt jump shot from 27 ft (block by C. Martin),,4,85,108,-23,2460.0
7:00.0, ,85-108,Offensive rebound by Team,,4,85,108,-23,2460.0
7:00.0, ,85-108,Milwaukee full timeout,,4,85,108,-23,2460.0
7:00.0, ,85-108,J. Holiday enters the game for J. Carter,,4,85,108,-23,2460.0
7:00.0, ,85-108,K. Middleton enters the game for J. Crowder,,4,85,108,-23,2460.0
6:55.0, ,85-108,Shooting foul by V. Oladipo (drawn by G. Allen),,4,85,108,-23,2465.0
6:55.0, ,85-109,G. Allen makes free throw 1 of 2,,4,85,109,-24,2465.0
6:55.0, ,85-110,G. Allen makes free throw 2 of 2,,4,85,110,-25,2465.0
6:40.0,Shooting foul by A. Green (drawn by M. Strus),85-110, ,,4,85,110,-25,2480.0
6:40.0,M. Strus misses free throw 1 of 3,85-110, ,,4,85,110,-25,2480.0
6:40.0,Offensive rebound by Team,85-110, ,,4,85,110,-25,2480.0
6:40.0,M. Strus makes free throw 2 of 3,86-110, ,,4,86,110,-24,2480.0
6:40.0,H. Highsmith enters the game for C. Zeller,86-110, ,,4,86,110,-24,2480.0
6:40.0, ,86-110,J. Ingles enters the game for G. Allen,,4,86,110,-24,2480.0
6:40.0,M. Strus makes free throw 3 of 3,87-110, ,,4,87,110,-23,2480.0
6:26.0, ,87-110,K. Middleton misses 2-pt jump shot from 10 ft,,4,87,110,-23,2494.0
6:24.0, ,87-110,Offensive rebound by K. Middleton,,4,87,110,-23,2496.0
6:19.0, ,87-113,A. Green makes 3-pt jump shot from 28 ft (assist by J. Holiday),,4,87,113,-26,2501.0
6:07.0,H. Highsmith misses 3-pt jump shot from 29 ft,87-113, ,,4,87,113,-26,2513.0
6:03.0, ,87-113,Defensive rebound by J. Holiday,,4,87,113,-26,2517.0
6:01.0, ,87-115,B. Lopez makes 2-pt layup from 1 ft (assist by K. Middleton),,4,87,115,-28,2519.0
6:01.0, ,87-115,Shooting foul by H. Highsmith (drawn by B. Lopez),,4,87,115,-28,2519.0
6:01.0, ,87-116,B. Lopez makes free throw 1 of 1,,4,87,116,-29,2519.0
5:49.0,Turnover by V. Oladipo (bad pass; steal by K. Middleton),87-116, ,,4,87,116,-29,2531.0
5:36.0, ,87-118,K. Middleton makes 2-pt jump shot from 12 ft (assist by A. Green),,4,87,118,-31,2544.0
5:23.0,H. Highsmith misses 3-pt jump shot from 27 ft,87-118, ,,4,87,118,-31,2557.0
5:19.0, ,87-118,Defensive rebound by A. Green,,4,87,118,-31,2561.0
5:13.0, ,87-118,K. Middleton misses 3-pt jump shot from 27 ft (block by M. Strus),,4,87,118,-31,2567.0
5:09.0,Defensive rebound by C. Martin,87-118, ,,4,87,118,-31,2571.0
5:09.0,Shooting foul by K. Middleton (drawn by C. Martin),87-118, ,,4,87,118,-31,2571.0
5:09.0,C. Martin makes free throw 1 of 2,88-118, ,,4,88,118,-30,2571.0
5:09.0,J. Cain enters the game for V. Oladipo,88-118, ,,4,88,118,-30,2571.0
5:09.0,C. Martin makes free throw 2 of 2,89-118, ,,4,89,118,-29,2571.0
4:54.0, ,89-121,J. Holiday makes 3-pt jump shot from 23 ft (assist by K. Middleton),,4,89,121,-32,2586.0
4:43.0,D. Robinson misses 3-pt jump shot from 29 ft,89-121, ,,4,89,121,-32,2597.0
4:40.0, ,89-121,Defensive rebound by B. Lopez,,4,89,121,-32,2600.0
4:30.0, ,89-124,J. Holiday makes 3-pt jump shot from 28 ft (assist by A. Green),,4,89,124,-35,2610.0
4:29.0,Miami full timeout,89-124, ,,4,89,124,-35,2611.0
4:29.0, ,89-124,T. Antetokounmpo enters the game for J. Holiday,,4,89,124,-35,2611.0
4:29.0, ,89-124,M. Beauchamp enters the game for J. Ingles,,4,89,124,-35,2611.0
4:29.0, ,89-124,J. Carter enters the game for B. Lopez,,4,89,124,-35,2611.0
4:29.0, ,89-124,M. Leonard enters the game for K. Middleton,,4,89,124,-35,2611.0
4:11.0,Turnover by D. Robinson (bad pass; steal by A. Green),89-124, ,,4,89,124,-35,2629.0
4:07.0, ,89-124,A. Green misses 3-pt jump shot from 28 ft,,4,89,124,-35,2633.0
4:04.0,Defensive rebound by J. Cain,89-124, ,,4,89,124,-35,2636.0
3:45.0,J. Cain makes 2-pt hook shot from 4 ft (assist by C. Martin),91-124, ,,4,91,124,-33,2655.0
3:22.0, ,91-124,J. Carter misses 2-pt jump shot from 19 ft,,4,91,124,-33,2678.0
3:19.0,Defensive rebound by H. Highsmith,91-124, ,,4,91,124,-33,2681.0
3:08.0,C. Martin misses 3-pt jump shot from 27 ft,91-124, ,,4,91,124,-33,2692.0
3:05.0, ,91-124,Defensive rebound by M. Beauchamp,,4,91,124,-33,2695.0
2:50.0, ,91-126,T. Antetokounmpo makes 2-pt dunk from 2 ft,,4,91,126,-35,2710.0
2:29.0,D. Robinson misses 3-pt jump shot from 28 ft,91-126, ,,4,91,126,-35,2731.0
2:27.0, ,91-126,Defensive rebound by J. Carter,,4,91,126,-35,2733.0
2:14.0, ,91-126,A. Green misses 3-pt jump shot from 28 ft,,4,91,126,-35,2746.0
2:12.0, ,91-126,Offensive rebound by M. Leonard,,4,91,126,-35,2748.0
2:11.0, ,91-126,A. Green misses 2-pt layup from 2 ft,,4,91,126,-35,2749.0
2:11.0,Defensive rebound by H. Highsmith,91-126, ,,4,91,126,-35,2749.0
2:11.0,Personal foul by M. Beauchamp (drawn by H. Highsmith),91-126, ,,4,91,126,-35,2749.0
2:00.0,C. Martin makes 2-pt layup from 1 ft,93-126, ,,4,93,126,-33,2760.0
1:49.0, ,93-126,Turnover by J. Carter (lost ball; steal by D. Robinson),,4,93,126,-33,2771.0
1:46.0,Turnover by D. Robinson (lost ball; steal by M. Leonard),93-126, ,,4,93,126,-33,2774.0
1:42.0, ,93-126,Turnover by A. Green (bad pass; steal by D. Robinson),,4,93,126,-33,2778.0
1:33.0,J. Cain misses 3-pt jump shot from 24 ft,93-126, ,,4,93,126,-33,2787.0
1:29.0, ,93-126,Defensive rebound by M. Leonard,,4,93,126,-33,2791.0
1:20.0, ,93-126,Personal foul by C. Martin (drawn by T. Antetokounmpo),,4,93,126,-33,2800.0
1:13.0, ,93-126,Shooting foul by M. Strus (drawn by J. Carter),,4,93,126,-33,2807.0
1:13.0, ,93-126,J. Carter misses free throw 1 of 2,,4,93,126,-33,2807.0
1:13.0, ,93-126,Offensive rebound by Team,,4,93,126,-33,2807.0
1:13.0, ,93-126,J. Carter misses free throw 2 of 2,,4,93,126,-33,2807.0
1:12.0, ,93-126,Offensive rebound by T. Antetokounmpo,,4,93,126,-33,2808.0
1:00.0, ,93-126,J. Carter misses 2-pt layup from 6 ft (block by C. Martin),,4,93,126,-33,2820.0
1:00.0, ,93-126,Offensive rebound by Team,,4,93,126,-33,2820.0
0:57.0, ,93-126,M. Beauchamp misses 3-pt jump shot from 27 ft,,4,93,126,-33,2823.0
0:54.0,Defensive rebound by Team,93-126, ,,4,93,126,-33,2826.0
0:42.0,M. Strus makes 3-pt jump shot from 26 ft (assist by J. Cain),96-126, ,,4,96,126,-30,2838.0
0:31.0, ,96-128,J. Carter makes 2-pt layup from 2 ft,,4,96,128,-32,2849.0
0:19.0,C. Martin misses 3-pt jump shot from 26 ft,96-128, ,,4,96,128,-32,2861.0
0:19.0,Offensive rebound by M. Strus,96-128, ,,4,96,128,-32,2861.0
0:14.0,H. Highsmith makes 3-pt jump shot from 27 ft (assist by M. Strus),99-128, ,,4,99,128,-29,2866.0
0:00.0,End of 4th quarter,99-128,,,4,99,128,-29,2880.0
