Time,Milwaukee,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:47.0,J. Carter misses 3-pt jump shot from 27 ft,61-66, ,,3,66,61,5,1933.0
3:41.0, ,61-66,Defensive rebound by M. Strus,,3,66,61,5,1939.0
3:31.0, ,61-66,Turnover by V. Oladipo (bad pass; steal by B. Portis),,3,66,61,5,1949.0
3:20.0,J. Holiday makes 2-pt jump shot from 18 ft,63-66, ,,3,66,63,3,1960.0
3:20.0, ,63-66,Miami full timeout,,3,66,63,3,1960.0
3:04.0, ,63-66,Turnover by J. Butler (bad pass),,3,66,63,3,1976.0
2:53.0,B. Portis misses 3-pt jump shot from 26 ft,63-66, ,,3,66,63,3,1987.0
2:48.0, ,63-66,Defensive rebound by V. Oladipo,,3,66,63,3,1992.0
2:41.0, ,63-66,V. Oladipo misses 2-pt jump shot from 12 ft,,3,66,63,3,1999.0
2:41.0, ,63-66,Offensive rebound by Team,,3,66,63,3,1999.0
2:41.0,Loose ball foul by J. Holiday (drawn by O. Robinson),63-66, ,,3,66,63,3,1999.0
2:41.0,A. Green enters the game for J. Holiday,63-66, ,,3,66,63,3,1999.0
2:41.0, ,63-66,B. Adebayo enters the game for J. Butler,,3,66,63,3,1999.0
2:41.0, ,63-66,G. Vincent enters the game for O. Robinson,,3,66,63,3,1999.0
2:33.0, ,63-66,Shooting foul by B. Portis (drawn by B. Adebayo),,3,66,63,3,2007.0
2:33.0, ,63-67,B. Adebayo makes free throw 1 of 2,,3,67,63,4,2007.0
2:33.0, ,63-68,B. Adebayo makes free throw 2 of 2,,3,68,63,5,2007.0
2:17.0,J. Nwora makes 3-pt jump shot from 24 ft (assist by B. Portis),66-68, ,,3,68,66,2,2023.0
2:05.0, ,66-68,G. Vincent misses 3-pt jump shot from 27 ft,,3,68,66,2,2035.0
2:02.0,Defensive rebound by S. Mamukelashvili,66-68, ,,3,68,66,2,2038.0
1:47.0,J. Carter misses 3-pt jump shot from 24 ft,66-68, ,,3,68,66,2,2053.0
1:44.0, ,66-68,Defensive rebound by V. Oladipo,,3,68,66,2,2056.0
1:38.0, ,66-70,J. Cain makes 2-pt layup from 5 ft (assist by M. Strus),,3,70,66,4,2062.0
1:25.0,J. Nwora makes 3-pt jump shot from 27 ft (assist by J. Carter),69-70, ,,3,70,69,1,2075.0
1:06.0, ,69-72,M. Strus makes 2-pt layup from 4 ft (assist by B. Adebayo),,3,72,69,3,2094.0
1:06.0, ,69-72,Shooting foul by B. Portis (drawn by M. Strus),,3,72,69,3,2094.0
1:06.0,P. Connaughton enters the game for S. Mamukelashvili,69-72, ,,3,72,69,3,2094.0
1:06.0, ,69-73,M. Strus makes free throw 1 of 1,,3,73,69,4,2094.0
0:58.0,J. Nwora makes 2-pt jump shot from 8 ft,71-73, ,,3,73,71,2,2102.0
0:42.0, ,71-76,G. Vincent makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,3,76,71,5,2118.0
0:27.0,B. Portis makes 2-pt hook shot from 4 ft (assist by P. Connaughton),73-76, ,,3,76,73,3,2133.0
0:09.0, ,73-78,B. Adebayo makes 2-pt dunk from 5 ft (assist by V. Oladipo),,3,78,73,5,2151.0
0:00.0,P. Connaughton misses 3-pt jump shot from 30 ft,73-78, ,,3,78,73,5,2160.0
0:00.0,Offensive rebound by Team,73-78, ,,3,78,73,5,2160.0
0:00.0,End of 3rd quarter,73-78,,,3,78,73,5,2160.0
12:00.0,Start of 4th quarter,73-78,,,4,78,73,5,2160.0
11:48.0,Turnover by J. Nwora (lost ball; steal by V. Oladipo),73-78, ,,4,78,73,5,2172.0
11:43.0, ,73-80,V. Oladipo makes 2-pt layup from 4 ft,,4,80,73,7,2177.0
11:28.0,J. Nwora misses 3-pt jump shot from 23 ft,73-80, ,,4,80,73,7,2192.0
11:26.0, ,73-80,Defensive rebound by B. Adebayo,,4,80,73,7,2194.0
11:15.0, ,73-83,V. Oladipo makes 3-pt jump shot from 27 ft (assist by G. Vincent),,4,83,73,10,2205.0
11:15.0,Milwaukee full timeout,73-83, ,,4,83,73,10,2205.0
11:15.0,J. Holiday enters the game for J. Carter,73-83, ,,4,83,73,10,2205.0
10:59.0,B. Lopez misses 2-pt hook shot from 6 ft,73-83, ,,4,83,73,10,2221.0
10:56.0, ,73-83,Defensive rebound by B. Adebayo,,4,83,73,10,2224.0
10:46.0, ,73-85,B. Adebayo makes 2-pt jump shot from 9 ft (assist by G. Vincent),,4,85,73,12,2234.0
10:26.0,J. Nwora makes 3-pt jump shot from 23 ft (assist by J. Holiday),76-85, ,,4,85,76,9,2254.0
10:12.0, ,76-87,M. Strus makes 2-pt layup from 6 ft (assist by V. Oladipo),,4,87,76,11,2268.0
10:01.0,A. Green misses 3-pt jump shot from 23 ft,76-87, ,,4,87,76,11,2279.0
9:58.0, ,76-87,Defensive rebound by J. Cain,,4,87,76,11,2282.0
9:51.0, ,76-87,B. Adebayo misses 2-pt jump shot from 10 ft,,4,87,76,11,2289.0
9:48.0, ,76-87,Offensive rebound by J. Cain,,4,87,76,11,2292.0
9:48.0, ,76-87,J. Cain misses 2-pt layup at rim,,4,87,76,11,2292.0
9:47.0,Defensive rebound by A. Green,76-87, ,,4,87,76,11,2293.0
9:32.0,A. Green misses 3-pt jump shot from 26 ft,76-87, ,,4,87,76,11,2308.0
9:28.0, ,76-87,Defensive rebound by B. Adebayo,,4,87,76,11,2312.0
9:16.0, ,76-87,V. Oladipo misses 3-pt jump shot from 27 ft,,4,87,76,11,2324.0
9:13.0,Defensive rebound by J. Nwora,76-87, ,,4,87,76,11,2327.0
9:06.0,J. Nwora makes 2-pt jump shot from 20 ft,78-87, ,,4,87,78,9,2334.0
8:46.0, ,78-89,B. Adebayo makes 2-pt hook shot from 8 ft,,4,89,78,11,2354.0
8:34.0,P. Connaughton makes 3-pt jump shot from 29 ft (assist by J. Holiday),81-89, ,,4,89,81,8,2366.0
8:07.0, ,81-89,V. Oladipo misses 3-pt jump shot from 26 ft,,4,89,81,8,2393.0
8:04.0, ,81-89,Offensive rebound by V. Oladipo,,4,89,81,8,2396.0
8:02.0, ,81-91,V. Oladipo makes 2-pt layup from 4 ft,,4,91,81,10,2398.0
7:51.0,Turnover by J. Holiday (bad pass; steal by B. Adebayo),81-91, ,,4,91,81,10,2409.0
7:45.0, ,81-91,Turnover by V. Oladipo (bad pass; steal by P. Connaughton),,4,91,81,10,2415.0
7:45.0,M. Beauchamp enters the game for A. Green,81-91, ,,4,91,81,10,2415.0
7:45.0, ,81-91,O. Robinson enters the game for B. Adebayo,,4,91,81,10,2415.0
7:36.0,B. Lopez misses 3-pt jump shot from 24 ft,81-91, ,,4,91,81,10,2424.0
7:31.0, ,81-91,Defensive rebound by V. Oladipo,,4,91,81,10,2429.0
7:27.0, ,81-91,Miami full timeout,,4,91,81,10,2433.0
7:27.0,J. Carter enters the game for M. Beauchamp,81-91, ,,4,91,81,10,2433.0
7:27.0,B. Portis enters the game for B. Lopez,81-91, ,,4,91,81,10,2433.0
7:27.0, ,81-91,J. Butler enters the game for M. Strus,,4,91,81,10,2433.0
7:14.0, ,81-93,O. Robinson makes 2-pt layup from 5 ft (assist by V. Oladipo),,4,93,81,12,2446.0
7:02.0,P. Connaughton misses 2-pt layup from 4 ft,81-93, ,,4,93,81,12,2458.0
7:02.0, ,81-93,Defensive rebound by O. Robinson,,4,93,81,12,2458.0
6:55.0, ,81-93,Turnover by J. Butler (bad pass; steal by B. Portis),,4,93,81,12,2465.0
6:52.0,Shooting foul by O. Robinson (drawn by B. Portis),81-93, ,,4,93,81,12,2468.0
6:52.0,B. Portis misses free throw 1 of 2,81-93, ,,4,93,81,12,2468.0
6:52.0,Offensive rebound by Team,81-93, ,,4,93,81,12,2468.0
6:52.0,B. Portis makes free throw 2 of 2,82-93, ,,4,93,82,11,2468.0
6:34.0, ,82-93,V. Oladipo misses 2-pt jump shot from 12 ft,,4,93,82,11,2486.0
6:32.0,Defensive rebound by J. Carter,82-93, ,,4,93,82,11,2488.0
6:25.0,B. Portis misses 2-pt hook shot from 8 ft,82-93, ,,4,93,82,11,2495.0
6:22.0, ,82-93,Defensive rebound by O. Robinson,,4,93,82,11,2498.0
6:14.0, ,82-93,Shooting foul by P. Connaughton (drawn by G. Vincent),,4,93,82,11,2506.0
6:14.0, ,82-94,G. Vincent makes free throw 1 of 2,,4,94,82,12,2506.0
6:14.0, ,82-95,G. Vincent makes free throw 2 of 2,,4,95,82,13,2506.0
6:04.0,J. Nwora makes 3-pt jump shot from 28 ft (assist by J. Holiday),85-95, ,,4,95,85,10,2516.0
5:48.0, ,85-97,J. Butler makes 2-pt dunk from 5 ft (assist by G. Vincent),,4,97,85,12,2532.0
5:29.0,Turnover by P. Connaughton (lost ball; steal by J. Cain),85-97, ,,4,97,85,12,2551.0
5:24.0, ,85-99,J. Cain makes 2-pt layup from 6 ft,,4,99,85,14,2556.0
5:10.0,J. Nwora misses 3-pt jump shot from 23 ft,85-99, ,,4,99,85,14,2570.0
5:08.0, ,85-99,Defensive rebound by J. Butler,,4,99,85,14,2572.0
5:01.0, ,85-99,J. Cain misses 3-pt jump shot from 23 ft,,4,99,85,14,2579.0
4:58.0,Defensive rebound by J. Nwora,85-99, ,,4,99,85,14,2582.0
4:50.0,B. Portis misses 3-pt jump shot from 23 ft,85-99, ,,4,99,85,14,2590.0
4:47.0, ,85-99,Defensive rebound by V. Oladipo,,4,99,85,14,2593.0
4:34.0, ,85-101,J. Butler makes 2-pt hook shot from 5 ft,,4,101,85,16,2606.0
4:28.0,J. Carter makes 3-pt jump shot from 25 ft (assist by J. Holiday),88-101, ,,4,101,88,13,2612.0
4:08.0, ,88-101,Shooting foul by B. Portis (drawn by V. Oladipo),,4,101,88,13,2632.0
4:08.0, ,88-102,V. Oladipo makes free throw 1 of 2,,4,102,88,14,2632.0
4:08.0,B. Lopez enters the game for P. Connaughton,88-102, ,,4,102,88,14,2632.0
4:08.0, ,88-102,B. Adebayo enters the game for O. Robinson,,4,102,88,14,2632.0
4:08.0, ,88-103,V. Oladipo makes free throw 2 of 2,,4,103,88,15,2632.0
4:06.0,Milwaukee full timeout,88-103, ,,4,103,88,15,2634.0
3:57.0,J. Carter misses 3-pt jump shot from 26 ft,88-103, ,,4,103,88,15,2643.0
3:53.0,Offensive rebound by Team,88-103, ,,4,103,88,15,2647.0
3:39.0,J. Holiday makes 3-pt jump shot from 26 ft,91-103, ,,4,103,91,12,2661.0
3:31.0, ,91-103,Miami full timeout,,4,103,91,12,2669.0
3:31.0, ,91-103,M. Strus enters the game for J. Cain,,4,103,91,12,2669.0
3:14.0, ,91-105,G. Vincent makes 2-pt jump shot from 12 ft (assist by V. Oladipo),,4,105,91,14,2686.0
2:57.0,B. Portis makes 2-pt jump shot from 12 ft (assist by J. Holiday),93-105, ,,4,105,93,12,2703.0
2:36.0, ,93-105,M. Strus misses 3-pt jump shot from 26 ft,,4,105,93,12,2724.0
2:32.0, ,93-105,Offensive rebound by J. Butler,,4,105,93,12,2728.0
2:27.0, ,93-107,B. Adebayo makes 2-pt dunk from 3 ft (assist by M. Strus),,4,107,93,14,2733.0
2:16.0,B. Portis makes 2-pt jump shot from 11 ft (assist by J. Holiday),95-107, ,,4,107,95,12,2744.0
1:52.0, ,95-107,G. Vincent misses 2-pt jump shot from 16 ft,,4,107,95,12,2768.0
1:48.0,Defensive rebound by J. Nwora,95-107, ,,4,107,95,12,2772.0
1:46.0,J. Carter misses 3-pt jump shot from 26 ft,95-107, ,,4,107,95,12,2774.0
1:42.0,Offensive rebound by B. Portis,95-107, ,,4,107,95,12,2778.0
1:40.0,Shooting foul by B. Adebayo (drawn by B. Portis),95-107, ,,4,107,95,12,2780.0
1:40.0,B. Portis makes free throw 1 of 2,96-107, ,,4,107,96,11,2780.0
1:40.0,M. Beauchamp enters the game for J. Carter,96-107, ,,4,107,96,11,2780.0
1:40.0,A. Green enters the game for J. Holiday,96-107, ,,4,107,96,11,2780.0
1:40.0,S. Mamukelashvili enters the game for B. Lopez,96-107, ,,4,107,96,11,2780.0
1:40.0,B. Portis misses free throw 2 of 2,96-107, ,,4,107,96,11,2780.0
1:36.0, ,96-107,Defensive rebound by B. Adebayo,,4,107,96,11,2784.0
1:16.0, ,96-107,M. Strus misses 3-pt jump shot from 26 ft,,4,107,96,11,2804.0
1:12.0, ,96-107,Offensive rebound by J. Butler,,4,107,96,11,2808.0
1:04.0, ,96-107,V. Oladipo misses 3-pt jump shot from 26 ft,,4,107,96,11,2816.0
1:00.0,Defensive rebound by S. Mamukelashvili,96-107, ,,4,107,96,11,2820.0
0:50.0,J. Nwora misses 2-pt jump shot from 18 ft,96-107, ,,4,107,96,11,2830.0
0:45.0,Offensive rebound by A. Green,96-107, ,,4,107,96,11,2835.0
0:45.0,A. Green makes 3-pt jump shot from 25 ft,99-107, ,,4,107,99,8,2835.0
0:34.0, ,99-107,Personal foul by B. Portis (drawn by B. Adebayo),,4,107,99,8,2846.0
0:27.0, ,99-107,Shooting foul by M. Beauchamp (drawn by J. Butler),,4,107,99,8,2853.0
0:27.0, ,99-107,J. Butler misses free throw 1 of 2,,4,107,99,8,2853.0
0:27.0, ,99-107,Offensive rebound by Team,,4,107,99,8,2853.0
0:27.0, ,99-107,O. Robinson enters the game for B. Adebayo,,4,107,99,8,2853.0
0:27.0, ,99-108,J. Butler makes free throw 2 of 2,,4,108,99,9,2853.0
0:11.0,A. Green makes 3-pt jump shot from 27 ft (assist by S. Mamukelashvili),102-108, ,,4,108,102,6,2869.0
0:00.0,End of 4th quarter,102-108,,,4,108,102,6,2880.0
