Time,Miami,Score,Washington,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:46.0, ,11-14,C. Kispert enters the game for K. Kuzma,,1,11,14,-3,314.0
6:46.0, ,11-15,B. Beal makes free throw 1 of 1,,1,11,15,-4,314.0
6:29.0, ,11-15,Shooting foul by K. Lowry (drawn by K. Porziņģis),,1,11,15,-4,331.0
6:29.0, ,11-15,K. Porziņģis misses free throw 1 of 2,,1,11,15,-4,331.0
6:29.0, ,11-15,Offensive rebound by Team,,1,11,15,-4,331.0
6:29.0, ,11-16,K. Porziņģis makes free throw 2 of 2,,1,11,16,-5,331.0
6:07.0,H. Highsmith makes 2-pt jump shot from 12 ft,13-16, ,,1,13,16,-3,353.0
5:46.0, ,13-18,K. Porziņģis makes 2-pt jump shot from 14 ft,,1,13,18,-5,374.0
5:32.0,N. Jović misses 2-pt hook shot from 10 ft,13-18, ,,1,13,18,-5,388.0
5:27.0,Offensive rebound by N. Jović,13-18, ,,1,13,18,-5,393.0
5:25.0,M. Strus makes 3-pt jump shot from 28 ft (assist by H. Highsmith),16-18, ,,1,16,18,-2,395.0
5:07.0, ,16-18,M. Morris misses 3-pt jump shot from 23 ft,,1,16,18,-2,413.0
5:07.0,Defensive rebound by H. Highsmith,16-18, ,,1,16,18,-2,413.0
5:00.0,K. Lowry misses 3-pt jump shot from 27 ft,16-18, ,,1,16,18,-2,420.0
4:52.0, ,16-18,Defensive rebound by K. Porziņģis,,1,16,18,-2,428.0
4:40.0, ,16-21,B. Beal makes 3-pt jump shot from 25 ft (assist by D. Avdija),,1,16,21,-5,440.0
4:30.0,Shooting foul by D. Avdija (drawn by M. Strus),16-21, ,,1,16,21,-5,450.0
4:30.0,M. Strus makes free throw 1 of 3,17-21, ,,1,17,21,-4,450.0
4:30.0,M. Strus makes free throw 2 of 3,18-21, ,,1,18,21,-3,450.0
4:30.0,J. Cain enters the game for N. Jović,18-21, ,,1,18,21,-3,450.0
4:30.0,O. Robinson enters the game for C. Martin,18-21, ,,1,18,21,-3,450.0
4:30.0, ,18-21,R. Hachimura enters the game for M. Morris,,1,18,21,-3,450.0
4:30.0,M. Strus makes free throw 3 of 3,19-21, ,,1,19,21,-2,450.0
4:20.0, ,19-24,D. Avdija makes 3-pt jump shot from 23 ft (assist by B. Beal),,1,19,24,-5,460.0
3:58.0,M. Strus misses 2-pt jump shot from 15 ft,19-24, ,,1,19,24,-5,482.0
3:52.0, ,19-24,Defensive rebound by R. Hachimura,,1,19,24,-5,488.0
3:40.0, ,19-24,Turnover by D. Avdija (lost ball; steal by H. Highsmith),,1,19,24,-5,500.0
3:34.0,H. Highsmith misses 3-pt jump shot from 25 ft,19-24, ,,1,19,24,-5,506.0
3:29.0, ,19-24,Defensive rebound by K. Porziņģis,,1,19,24,-5,511.0
3:22.0, ,19-24,Turnover by B. Beal (bad pass; steal by O. Robinson),,1,19,24,-5,518.0
3:06.0,O. Robinson makes 2-pt layup from 1 ft (assist by M. Strus),21-24, ,,1,21,24,-3,534.0
2:49.0, ,21-24,K. Porziņģis misses 2-pt layup from 2 ft,,1,21,24,-3,551.0
2:45.0,Defensive rebound by J. Cain,21-24, ,,1,21,24,-3,555.0
2:41.0,K. Lowry misses 2-pt jump shot from 7 ft,21-24, ,,1,21,24,-3,559.0
2:40.0,Offensive rebound by J. Cain,21-24, ,,1,21,24,-3,560.0
2:40.0,Shooting foul by D. Avdija (drawn by J. Cain),21-24, ,,1,21,24,-3,560.0
2:40.0,Miami full timeout,21-24, ,,1,21,24,-3,560.0
2:40.0, ,21-24,K. Kuzma enters the game for D. Avdija,,1,21,24,-3,560.0
2:40.0,J. Cain makes free throw 1 of 2,22-24, ,,1,22,24,-2,560.0
2:40.0,J. Cain makes free throw 2 of 2,23-24, ,,1,23,24,-1,560.0
2:24.0, ,23-26,K. Kuzma makes 2-pt jump shot from 12 ft,,1,23,26,-3,576.0
2:02.0,O. Robinson makes 2-pt hook shot from 6 ft (assist by M. Strus),25-26, ,,1,25,26,-1,598.0
1:54.0, ,25-26,K. Porziņģis misses 3-pt jump shot from 28 ft,,1,25,26,-1,606.0
1:49.0,Defensive rebound by H. Highsmith,25-26, ,,1,25,26,-1,611.0
1:46.0,M. Strus makes 2-pt layup from 2 ft (assist by K. Lowry),27-26, ,Lead change,1,27,26,1,614.0
1:36.0, ,27-26,Turnover by R. Hachimura (lost ball; steal by K. Lowry),,1,27,26,1,624.0
1:29.0,O. Robinson makes 2-pt layup from 2 ft (assist by J. Cain),29-26, ,,1,29,26,3,631.0
1:13.0, ,29-28,R. Hachimura makes 2-pt jump shot from 16 ft (assist by B. Beal),,1,29,28,1,647.0
1:08.0,H. Highsmith misses 3-pt jump shot from 28 ft,29-28, ,,1,29,28,1,652.0
1:04.0, ,29-28,Defensive rebound by K. Porziņģis,,1,29,28,1,656.0
0:55.0, ,29-28,K. Kuzma misses 3-pt jump shot from 25 ft,,1,29,28,1,665.0
0:52.0,Defensive rebound by K. Lowry,29-28, ,,1,29,28,1,668.0
0:39.0,Turnover by M. Strus (bad pass; steal by K. Kuzma),29-28, ,,1,29,28,1,681.0
0:33.0, ,29-31,C. Kispert makes 3-pt jump shot from 24 ft (assist by B. Beal),Lead change,1,29,31,-2,687.0
0:23.0,O. Robinson misses 2-pt layup from 4 ft (block by K. Porziņģis),29-31, ,,1,29,31,-2,697.0
0:18.0, ,29-31,Defensive rebound by R. Hachimura,,1,29,31,-2,702.0
0:18.0, ,29-31,Personal foul by H. Highsmith (drawn by R. Hachimura),,1,29,31,-2,702.0
0:18.0,N. Jović enters the game for H. Highsmith,29-31, ,,1,29,31,-2,702.0
0:18.0,C. Martin enters the game for M. Strus,29-31, ,,1,29,31,-2,702.0
0:06.0, ,29-33,R. Hachimura makes 2-pt dunk from 1 ft (assist by K. Porziņģis),,1,29,33,-4,714.0
0:01.0,K. Lowry makes 2-pt jump shot from 10 ft,31-33, ,,1,31,33,-2,719.0
0:01.0,Shooting foul by K. Porziņģis (drawn by K. Lowry),31-33, ,,1,31,33,-2,719.0
0:01.0,H. Highsmith enters the game for N. Jović,31-33, ,,1,31,33,-2,719.0
0:01.0,K. Lowry misses free throw 1 of 1,31-33, ,,1,31,33,-2,719.0
0:01.0, ,31-33,Defensive rebound by K. Porziņģis,,1,31,33,-2,719.0
0:00.0,End of 1st quarter,31-33,,,1,31,33,-2,720.0
12:00.0,Start of 2nd quarter,31-33,,,2,31,33,-2,720.0
11:37.0,C. Martin misses 3-pt jump shot from 27 ft,31-33, ,,2,31,33,-2,743.0
11:32.0, ,31-33,Defensive rebound by W. Barton,,2,31,33,-2,748.0
11:28.0, ,31-33,R. Hachimura misses 3-pt jump shot from 26 ft,,2,31,33,-2,752.0
11:27.0, ,31-33,Offensive rebound by Team,,2,31,33,-2,753.0
11:27.0,Loose ball foul by O. Robinson (drawn by D. Gafford),31-33, ,,2,31,33,-2,753.0
11:12.0, ,31-33,Turnover by Team (shot clock),,2,31,33,-2,768.0
10:58.0,C. Martin misses 2-pt layup from 4 ft,31-33, ,,2,31,33,-2,782.0
10:57.0, ,31-33,Defensive rebound by Team,,2,31,33,-2,783.0
10:36.0, ,31-33,K. Kuzma misses 3-pt jump shot from 26 ft,,2,31,33,-2,804.0
10:32.0,Defensive rebound by J. Cain,31-33, ,,2,31,33,-2,808.0
10:25.0,J. Cain makes 2-pt layup from 5 ft (assist by K. Lowry),33-33, ,Tie,2,33,33,0,815.0
10:01.0, ,33-33,R. Hachimura misses 2-pt layup from 4 ft,,2,33,33,0,839.0
9:59.0,Defensive rebound by J. Cain,33-33, ,,2,33,33,0,841.0
9:49.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by C. Martin),36-33, ,Lead change,2,36,33,3,851.0
9:33.0, ,36-35,R. Hachimura makes 2-pt jump shot from 12 ft (assist by K. Kuzma),,2,36,35,1,867.0
9:27.0,Shooting foul by D. Gafford (drawn by C. Martin),36-35, ,,2,36,35,1,873.0
9:27.0,C. Martin makes free throw 1 of 2,37-35, ,,2,37,35,2,873.0
9:27.0,C. Martin makes free throw 2 of 2,38-35, ,,2,38,35,3,873.0
9:08.0, ,38-38,R. Hachimura makes 3-pt jump shot from 23 ft (assist by K. Kuzma),Tie,2,38,38,0,892.0
8:51.0,O. Robinson makes 2-pt layup from 3 ft (assist by K. Lowry),40-38, ,,2,40,38,2,909.0
8:43.0, ,40-38,M. Morris misses 3-pt jump shot from 28 ft,,2,40,38,2,917.0
8:40.0,Defensive rebound by J. Cain,40-38, ,,2,40,38,2,920.0
8:35.0,N. Jović makes 2-pt layup from 2 ft (assist by K. Lowry),42-38, ,,2,42,38,4,925.0
8:35.0,Shooting foul by D. Gafford (drawn by N. Jović),42-38, ,,2,42,38,4,925.0
8:35.0,N. Jović makes free throw 1 of 1,43-38, ,,2,43,38,5,925.0
8:21.0, ,43-38,W. Barton misses 3-pt jump shot from 26 ft,,2,43,38,5,939.0
8:17.0,Defensive rebound by K. Lowry,43-38, ,,2,43,38,5,943.0
7:57.0,K. Lowry makes 2-pt jump shot from 21 ft,45-38, ,,2,45,38,7,963.0
7:54.0, ,45-38,Washington full timeout,,2,45,38,7,966.0
7:40.0, ,45-38,K. Kuzma misses 2-pt jump shot from 8 ft,,2,45,38,7,980.0
7:37.0,Defensive rebound by K. Lowry,45-38, ,,2,45,38,7,983.0
7:30.0,Shooting foul by M. Morris (drawn by J. Cain),45-38, ,,2,45,38,7,990.0
7:30.0,J. Cain misses free throw 1 of 2,45-38, ,,2,45,38,7,990.0
7:30.0,Offensive rebound by Team,45-38, ,,2,45,38,7,990.0
7:30.0, ,45-38,B. Beal enters the game for D. Gafford,,2,45,38,7,990.0
7:30.0, ,45-38,C. Kispert enters the game for K. Kuzma,,2,45,38,7,990.0
7:30.0,J. Cain misses free throw 2 of 2,45-38, ,,2,45,38,7,990.0
7:27.0, ,45-38,Defensive rebound by R. Hachimura,,2,45,38,7,993.0
7:18.0, ,45-38,M. Morris misses 3-pt jump shot from 23 ft,,2,45,38,7,1002.0
7:13.0, ,45-38,Offensive rebound by R. Hachimura,,2,45,38,7,1007.0
7:12.0, ,45-40,R. Hachimura makes 2-pt layup from 2 ft,,2,45,40,5,1008.0
6:58.0,N. Jović makes 2-pt layup from 3 ft (assist by K. Lowry),47-40, ,,2,47,40,7,1022.0
6:58.0,Shooting foul by M. Morris (drawn by N. Jović),47-40, ,,2,47,40,7,1022.0
6:58.0,N. Jović makes free throw 1 of 1,48-40, ,,2,48,40,8,1022.0
6:47.0, ,48-40,Personal foul by J. Cain (drawn by M. Morris),,2,48,40,8,1033.0
6:47.0,M. Strus enters the game for N. Jović,48-40, ,,2,48,40,8,1033.0
6:38.0, ,48-42,R. Hachimura makes 2-pt jump shot from 16 ft (assist by M. Morris),,2,48,42,6,1042.0
6:24.0,K. Lowry misses 3-pt jump shot from 27 ft,48-42, ,,2,48,42,6,1056.0
6:19.0, ,48-42,Defensive rebound by M. Morris,,2,48,42,6,1061.0
6:16.0, ,48-42,C. Kispert misses 3-pt jump shot from 23 ft,,2,48,42,6,1064.0
6:13.0,Defensive rebound by O. Robinson,48-42, ,,2,48,42,6,1067.0
6:03.0,Turnover by K. Lowry (bad pass; steal by C. Kispert),48-42, ,,2,48,42,6,1077.0
5:59.0, ,48-44,C. Kispert makes 2-pt layup from 2 ft,,2,48,44,4,1081.0
5:49.0,M. Strus makes 3-pt jump shot from 28 ft (assist by K. Lowry),51-44, ,,2,51,44,7,1091.0
5:32.0, ,51-47,C. Kispert makes 3-pt jump shot from 26 ft (assist by M. Morris),,2,51,47,4,1108.0
5:12.0,J. Cain misses 3-pt jump shot from 23 ft,51-47, ,,2,51,47,4,1128.0
5:08.0,Offensive rebound by C. Martin,51-47, ,,2,51,47,4,1132.0
5:08.0,Turnover by C. Martin (bad pass),51-47, ,,2,51,47,4,1132.0
5:08.0,H. Highsmith enters the game for J. Cain,51-47, ,,2,51,47,4,1132.0
5:08.0, ,51-47,K. Porziņģis enters the game for M. Morris,,2,51,47,4,1132.0
4:58.0, ,51-47,K. Porziņģis misses 2-pt jump shot from 13 ft,,2,51,47,4,1142.0
4:56.0,Defensive rebound by O. Robinson,51-47, ,,2,51,47,4,1144.0
4:52.0,C. Martin makes 3-pt jump shot from 27 ft (assist by K. Lowry),54-47, ,,2,54,47,7,1148.0
4:32.0, ,54-47,B. Beal misses 3-pt jump shot from 26 ft,,2,54,47,7,1168.0
4:27.0,Defensive rebound by H. Highsmith,54-47, ,,2,54,47,7,1173.0
4:17.0,M. Strus makes 3-pt jump shot from 23 ft,57-47, ,,2,57,47,10,1183.0
4:04.0, ,57-47,W. Barton misses 2-pt layup from 10 ft,,2,57,47,10,1196.0
4:02.0,Defensive rebound by O. Robinson,57-47, ,,2,57,47,10,1198.0
3:58.0,M. Strus misses 3-pt jump shot from 29 ft,57-47, ,,2,57,47,10,1202.0
3:55.0, ,57-47,Defensive rebound by K. Porziņģis,,2,57,47,10,1205.0
3:47.0, ,57-47,Personal foul by O. Robinson (drawn by K. Porziņģis),,2,57,47,10,1213.0
3:47.0, ,57-47,K. Porziņģis misses free throw 1 of 2,,2,57,47,10,1213.0
3:47.0, ,57-47,Offensive rebound by Team,,2,57,47,10,1213.0
3:47.0,N. Jović enters the game for O. Robinson,57-47, ,,2,57,47,10,1213.0
3:47.0, ,57-47,D. Avdija enters the game for W. Barton,,2,57,47,10,1213.0
3:47.0, ,57-47,K. Kuzma enters the game for R. Hachimura,,2,57,47,10,1213.0
3:47.0, ,57-48,K. Porziņģis makes free throw 2 of 2,,2,57,48,9,1213.0
3:30.0,C. Martin misses 3-pt jump shot from 24 ft,57-48, ,,2,57,48,9,1230.0
3:29.0,Offensive rebound by Team,57-48, ,,2,57,48,9,1231.0
3:29.0, ,57-48,Loose ball foul by D. Avdija (drawn by C. Martin),,2,57,48,9,1231.0
3:29.0,C. Martin makes free throw 1 of 2,58-48, ,,2,58,48,10,1231.0
3:29.0, ,58-48,R. Hachimura enters the game for D. Avdija,,2,58,48,10,1231.0
3:29.0,C. Martin makes free throw 2 of 2,59-48, ,,2,59,48,11,1231.0
3:13.0, ,59-51,K. Kuzma makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),,2,59,51,8,1247.0
3:05.0,H. Highsmith misses 3-pt jump shot from 22 ft,59-51, ,,2,59,51,8,1255.0
3:04.0,Offensive rebound by Team,59-51, ,,2,59,51,8,1256.0
3:04.0, ,59-51,Loose ball foul by R. Hachimura (drawn by N. Jović),,2,59,51,8,1256.0
3:04.0,N. Jović makes free throw 1 of 2,60-51, ,,2,60,51,9,1256.0
3:04.0,N. Jović makes free throw 2 of 2,61-51, ,,2,61,51,10,1256.0
2:50.0, ,61-51,K. Porziņģis misses 2-pt hook shot from 5 ft,,2,61,51,10,1270.0
2:48.0, ,61-51,Offensive rebound by C. Kispert,,2,61,51,10,1272.0
2:43.0, ,61-51,K. Kuzma misses 3-pt jump shot from 28 ft,,2,61,51,10,1277.0
2:40.0,Defensive rebound by K. Lowry,61-51, ,,2,61,51,10,1280.0
2:24.0,C. Martin misses 2-pt jump shot from 19 ft,61-51, ,,2,61,51,10,1296.0
2:20.0, ,61-51,Defensive rebound by K. Porziņģis,,2,61,51,10,1300.0
2:11.0, ,61-54,B. Beal makes 3-pt jump shot from 26 ft (assist by R. Hachimura),,2,61,54,7,1309.0
1:51.0,N. Jović misses 2-pt jump shot from 8 ft,61-54, ,,2,61,54,7,1329.0
1:48.0, ,61-54,Defensive rebound by K. Kuzma,,2,61,54,7,1332.0
1:36.0, ,61-54,C. Kispert misses 3-pt jump shot from 24 ft,,2,61,54,7,1344.0
1:33.0,Defensive rebound by H. Highsmith,61-54, ,,2,61,54,7,1347.0
1:29.0,Shooting foul by R. Hachimura (drawn by N. Jović),61-54, ,,2,61,54,7,1351.0
1:29.0,Miami full timeout,61-54, ,,2,61,54,7,1351.0
1:29.0,N. Jović makes free throw 1 of 2,62-54, ,,2,62,54,8,1351.0
1:29.0,N. Jović makes free throw 2 of 2,63-54, ,,2,63,54,9,1351.0
1:13.0, ,63-54,R. Hachimura misses 2-pt jump shot from 13 ft,,2,63,54,9,1367.0
1:11.0, ,63-54,Offensive rebound by C. Kispert,,2,63,54,9,1369.0
1:07.0, ,63-54,K. Porziņģis misses 3-pt jump shot from 28 ft,,2,63,54,9,1373.0
1:04.0,Defensive rebound by M. Strus,63-54, ,,2,63,54,9,1376.0
0:56.0,M. Strus makes 2-pt jump shot from 11 ft (assist by C. Martin),65-54, ,,2,65,54,11,1384.0
0:43.0, ,65-54,K. Porziņģis misses 2-pt jump shot from 17 ft,,2,65,54,11,1397.0
0:40.0,Defensive rebound by H. Highsmith,65-54, ,,2,65,54,11,1400.0
0:30.0,K. Lowry makes 3-pt jump shot from 28 ft,68-54, ,,2,68,54,14,1410.0
0:30.0,Shooting foul by K. Kuzma (drawn by K. Lowry),68-54, ,,2,68,54,14,1410.0
0:30.0,K. Lowry makes free throw 1 of 1,69-54, ,,2,69,54,15,1410.0
0:22.0, ,69-56,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by R. Hachimura),,2,69,56,13,1418.0
0:22.0, ,69-56,Shooting foul by N. Jović (drawn by K. Porziņģis),,2,69,56,13,1418.0
0:22.0, ,69-57,K. Porziņģis makes free throw 1 of 1,,2,69,57,12,1418.0
0:00.0,K. Lowry misses 2-pt jump shot from 22 ft,69-57, ,,2,69,57,12,1440.0
0:00.0,Offensive rebound by Team,69-57, ,,2,69,57,12,1440.0
0:00.0,End of 2nd quarter,69-57,,,2,69,57,12,1440.0
12:00.0,Start of 3rd quarter,69-57,,,3,69,57,12,1440.0
11:48.0,H. Highsmith makes 2-pt layup from 1 ft (assist by K. Lowry),71-57, ,,3,71,57,14,1452.0
11:32.0, ,71-60,B. Beal makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,3,71,60,11,1468.0
11:20.0,N. Jović misses 3-pt jump shot from 26 ft,71-60, ,,3,71,60,11,1480.0
11:18.0, ,71-60,Defensive rebound by K. Porziņģis,,3,71,60,11,1482.0
11:05.0, ,71-60,B. Beal misses 3-pt jump shot from 24 ft,,3,71,60,11,1495.0
10:59.0,Defensive rebound by N. Jović,71-60, ,,3,71,60,11,1501.0
10:51.0,H. Highsmith misses 2-pt jump shot from 15 ft,71-60, ,,3,71,60,11,1509.0
10:50.0,Offensive rebound by N. Jović,71-60, ,,3,71,60,11,1510.0
10:50.0,Shooting foul by D. Avdija (drawn by N. Jović),71-60, ,,3,71,60,11,1510.0
10:50.0,N. Jović makes free throw 1 of 2,72-60, ,,3,72,60,12,1510.0
10:50.0,N. Jović makes free throw 2 of 2,73-60, ,,3,73,60,13,1510.0
10:37.0, ,73-60,K. Porziņģis misses 2-pt jump shot from 6 ft,,3,73,60,13,1523.0
10:35.0,Defensive rebound by H. Highsmith,73-60, ,,3,73,60,13,1525.0
10:25.0,M. Strus misses 3-pt jump shot from 26 ft,73-60, ,,3,73,60,13,1535.0
10:22.0, ,73-60,Defensive rebound by K. Porziņģis,,3,73,60,13,1538.0
10:15.0, ,73-60,Personal foul by K. Lowry (drawn by K. Porziņģis),,3,73,60,13,1545.0
10:06.0, ,73-60,D. Avdija misses 3-pt jump shot from 27 ft,,3,73,60,13,1554.0
10:02.0,Defensive rebound by C. Martin,73-60, ,,3,73,60,13,1558.0
10:00.0,Shooting foul by K. Porziņģis (drawn by N. Jović),73-60, ,,3,73,60,13,1560.0
10:00.0,Instant Replay (Request: Stands),73-60, ,,3,73,60,13,1560.0
10:00.0,N. Jović misses free throw 1 of 2,73-60, ,,3,73,60,13,1560.0
10:00.0,Offensive rebound by Team,73-60, ,,3,73,60,13,1560.0
10:00.0,N. Jović makes free throw 2 of 2,74-60, ,,3,74,60,14,1560.0
9:47.0, ,74-60,Turnover by K. Kuzma (traveling),,3,74,60,14,1573.0
9:34.0,K. Lowry misses 2-pt jump shot from 19 ft,74-60, ,,3,74,60,14,1586.0
9:30.0, ,74-60,Defensive rebound by D. Avdija,,3,74,60,14,1590.0
9:23.0, ,74-62,M. Morris makes 2-pt layup from 3 ft (assist by D. Avdija),,3,74,62,12,1597.0
8:59.0,C. Martin makes 2-pt jump shot from 12 ft,76-62, ,,3,76,62,14,1621.0
8:39.0, ,76-62,Turnover by B. Beal (bad pass),,3,76,62,14,1641.0
8:24.0,M. Strus misses 3-pt jump shot from 26 ft,76-62, ,,3,76,62,14,1656.0
8:20.0, ,76-62,Defensive rebound by M. Morris,,3,76,62,14,1660.0
8:05.0, ,76-64,K. Kuzma makes 2-pt layup from 2 ft (assist by K. Porziņģis),,3,76,64,12,1675.0
7:51.0,M. Strus makes 2-pt jump shot from 13 ft (assist by K. Lowry),78-64, ,,3,78,64,14,1689.0
7:38.0, ,78-64,K. Porziņģis misses 2-pt hook shot from 8 ft,,3,78,64,14,1702.0
7:37.0, ,78-64,Offensive rebound by K. Porziņģis,,3,78,64,14,1703.0
7:35.0, ,78-66,K. Kuzma makes 2-pt layup from 1 ft (assist by M. Morris),,3,78,66,12,1705.0
7:21.0,M. Strus makes 2-pt layup from 2 ft,80-66, ,,3,80,66,14,1719.0
7:21.0, ,80-66,C. Kispert enters the game for D. Avdija,,3,80,66,14,1719.0
6:56.0, ,80-68,K. Kuzma makes 2-pt dunk from 2 ft (assist by B. Beal),,3,80,68,12,1744.0
6:44.0,K. Lowry misses 2-pt jump shot from 14 ft,80-68, ,,3,80,68,12,1756.0
6:40.0, ,80-68,Defensive rebound by K. Porziņģis,,3,80,68,12,1760.0
6:33.0, ,80-68,B. Beal misses 2-pt hook shot from 3 ft,,3,80,68,12,1767.0
6:33.0, ,80-68,Offensive rebound by Team,,3,80,68,12,1767.0
6:33.0, ,80-68,Washington full timeout,,3,80,68,12,1767.0
6:27.0, ,80-68,Turnover by K. Kuzma (lost ball; steal by C. Martin),,3,80,68,12,1773.0
6:23.0,C. Martin misses 2-pt jump shot from 22 ft,80-68, ,,3,80,68,12,1777.0
6:19.0, ,80-68,Defensive rebound by M. Morris,,3,80,68,12,1781.0
6:17.0, ,80-68,Turnover by B. Beal (traveling),,3,80,68,12,1783.0
6:05.0,N. Jović misses 2-pt jump shot from 15 ft,80-68, ,,3,80,68,12,1795.0
6:02.0, ,80-68,Defensive rebound by K. Kuzma,,3,80,68,12,1798.0
5:57.0, ,80-70,K. Kuzma makes 2-pt layup from 2 ft,,3,80,70,10,1803.0
5:37.0,M. Strus makes 2-pt jump shot from 10 ft,82-70, ,,3,82,70,12,1823.0
5:27.0, ,82-70,K. Kuzma misses 2-pt jump shot from 8 ft,,3,82,70,12,1833.0
5:24.0,Defensive rebound by N. Jović,82-70, ,,3,82,70,12,1836.0
5:18.0,H. Highsmith misses 2-pt layup from 2 ft,82-70, ,,3,82,70,12,1842.0
5:16.0,Offensive rebound by H. Highsmith,82-70, ,,3,82,70,12,1844.0
5:13.0,Personal foul by C. Kispert (drawn by N. Jović),82-70, ,,3,82,70,12,1847.0
5:13.0,J. Cain enters the game for N. Jović,82-70, ,,3,82,70,12,1847.0
5:13.0,O. Robinson enters the game for C. Martin,82-70, ,,3,82,70,12,1847.0
5:03.0,M. Strus misses 3-pt jump shot from 27 ft,82-70, ,,3,82,70,12,1857.0
