Time,Miami,Score,Indiana,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:45.0, ,17-13,T. McConnell enters the game for J. Smith,,1,17,13,4,315.0
6:45.0,M. Strus makes free throw 2 of 2,18-13, ,,1,18,13,5,315.0
6:33.0, ,18-13,B. Mathurin misses 2-pt layup from 1 ft,,1,18,13,5,327.0
6:29.0,Defensive rebound by K. Lowry,18-13, ,,1,18,13,5,331.0
6:26.0,T. Herro misses 3-pt jump shot from 27 ft,18-13, ,,1,18,13,5,334.0
6:20.0,Offensive rebound by B. Adebayo,18-13, ,,1,18,13,5,340.0
6:20.0,B. Adebayo makes 2-pt layup at rim,20-13, ,,1,20,13,7,340.0
6:18.0, ,20-13,B. Hield misses 3-pt jump shot from 26 ft,,1,20,13,7,342.0
6:12.0,Defensive rebound by M. Strus,20-13, ,,1,20,13,7,348.0
6:00.0,T. Herro misses 3-pt jump shot from 27 ft,20-13, ,,1,20,13,7,360.0
5:56.0,Offensive rebound by B. Adebayo,20-13, ,,1,20,13,7,364.0
5:48.0,G. Vincent misses 2-pt jump shot from 20 ft,20-13, ,,1,20,13,7,372.0
5:44.0, ,20-13,Defensive rebound by B. Hield,,1,20,13,7,376.0
5:38.0, ,20-15,T. McConnell makes 2-pt jump shot from 13 ft (assist by T. Haliburton),,1,20,15,5,382.0
5:22.0,Shooting foul by T. McConnell (drawn by T. Herro),20-15, ,,1,20,15,5,398.0
5:22.0,T. Herro makes free throw 1 of 2,21-15, ,,1,21,15,6,398.0
5:22.0,D. Dedmon enters the game for B. Adebayo,21-15, ,,1,21,15,6,398.0
5:22.0,D. Robinson enters the game for K. Lowry,21-15, ,,1,21,15,6,398.0
5:22.0, ,21-15,I. Jackson enters the game for M. Turner,,1,21,15,6,398.0
5:22.0,T. Herro makes free throw 2 of 2,22-15, ,,1,22,15,7,398.0
5:08.0, ,22-15,Turnover by T. Haliburton (bad pass),,1,22,15,7,412.0
4:55.0,D. Robinson misses 3-pt jump shot from 29 ft,22-15, ,,1,22,15,7,425.0
4:52.0, ,22-15,Defensive rebound by T. Haliburton,,1,22,15,7,428.0
4:45.0, ,22-17,B. Hield makes 2-pt layup from 1 ft (assist by T. Haliburton),,1,22,17,5,435.0
4:28.0,Turnover by M. Strus (bad pass),22-17, ,,1,22,17,5,452.0
4:21.0, ,22-17,I. Jackson misses 2-pt jump shot from 5 ft,,1,22,17,5,459.0
4:17.0,Defensive rebound by D. Dedmon,22-17, ,,1,22,17,5,463.0
4:11.0,Offensive foul by D. Dedmon (drawn by T. McConnell),22-17, ,,1,22,17,5,469.0
4:11.0,Turnover by D. Dedmon (offensive foul),22-17, ,,1,22,17,5,469.0
4:11.0, ,22-17,A. Nembhard enters the game for T. Haliburton,,1,22,17,5,469.0
4:02.0, ,22-17,Shooting foul by M. Strus (drawn by B. Mathurin),,1,22,17,5,478.0
4:02.0, ,22-18,B. Mathurin makes free throw 1 of 3,,1,22,18,4,478.0
4:02.0, ,22-19,B. Mathurin makes free throw 2 of 3,,1,22,19,3,478.0
4:02.0, ,22-20,B. Mathurin makes free throw 3 of 3,,1,22,20,2,478.0
3:50.0,Turnover by G. Vincent (out of bounds lost ball),22-20, ,,1,22,20,2,490.0
3:32.0, ,22-20,A. Nembhard misses 3-pt jump shot from 23 ft,,1,22,20,2,508.0
3:28.0,Defensive rebound by D. Robinson,22-20, ,,1,22,20,2,512.0
3:20.0,Turnover by T. Herro (bad pass; steal by B. Hield),22-20, ,,1,22,20,2,520.0
3:16.0, ,22-22,B. Hield makes 2-pt layup from 1 ft (assist by A. Nembhard),Tie,1,22,22,0,524.0
3:16.0,Violation by Team (def goaltending),22-22, ,,1,22,22,0,524.0
3:00.0,D. Dedmon misses 2-pt hook shot from 8 ft,22-22, ,,1,22,22,0,540.0
2:56.0, ,22-22,Defensive rebound by I. Jackson,,1,22,22,0,544.0
2:49.0, ,22-22,Shooting foul by G. Vincent (drawn by I. Jackson),,1,22,22,0,551.0
2:49.0,Miami full timeout,22-22, ,,1,22,22,0,551.0
2:49.0, ,22-23,I. Jackson makes free throw 1 of 2,Lead change,1,22,23,-1,551.0
2:49.0, ,22-24,I. Jackson makes free throw 2 of 2,,1,22,24,-2,551.0
2:32.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by T. Herro),25-24, ,Lead change,1,25,24,1,568.0
2:13.0, ,25-26,B. Hield makes 2-pt jump shot from 6 ft,Lead change,1,25,26,-1,587.0
1:48.0,G. Vincent misses 3-pt jump shot from 23 ft,25-26, ,,1,25,26,-1,612.0
1:45.0, ,25-26,Defensive rebound by T. McConnell,,1,25,26,-1,615.0
1:38.0, ,25-26,B. Hield misses 3-pt jump shot from 27 ft,,1,25,26,-1,622.0
1:35.0,Defensive rebound by G. Vincent,25-26, ,,1,25,26,-1,625.0
1:27.0,Shooting foul by I. Jackson (drawn by D. Dedmon),25-26, ,,1,25,26,-1,633.0
1:27.0,D. Dedmon makes free throw 1 of 2,26-26, ,Tie,1,26,26,0,633.0
1:27.0,K. Lowry enters the game for T. Herro,26-26, ,,1,26,26,0,633.0
1:27.0,C. Martin enters the game for M. Strus,26-26, ,,1,26,26,0,633.0
1:27.0, ,26-26,T. Haliburton enters the game for B. Hield,,1,26,26,0,633.0
1:27.0,D. Dedmon makes free throw 2 of 2,27-26, ,Lead change,1,27,26,1,633.0
1:10.0, ,27-26,Shooting foul by G. Vincent (drawn by B. Mathurin),,1,27,26,1,650.0
1:10.0, ,27-27,B. Mathurin makes free throw 1 of 2,Tie,1,27,27,0,650.0
1:10.0, ,27-28,B. Mathurin makes free throw 2 of 2,Lead change,1,27,28,-1,650.0
0:49.0,D. Robinson misses 3-pt jump shot from 28 ft,27-28, ,,1,27,28,-1,671.0
0:46.0, ,27-28,Defensive rebound by T. McConnell,,1,27,28,-1,674.0
0:43.0, ,27-28,T. McConnell misses 2-pt layup from 1 ft,,1,27,28,-1,677.0
0:41.0,Defensive rebound by D. Robinson,27-28, ,,1,27,28,-1,679.0
0:34.0,Personal foul by A. Nembhard (drawn by D. Dedmon),27-28, ,,1,27,28,-1,686.0
0:34.0,D. Dedmon makes free throw 1 of 2,28-28, ,Tie,1,28,28,0,686.0
0:34.0,D. Dedmon makes free throw 2 of 2,29-28, ,Lead change,1,29,28,1,686.0
0:32.0, ,29-28,Turnover by I. Jackson (bad pass; steal by G. Vincent),,1,29,28,1,688.0
0:28.0,D. Robinson misses 3-pt jump shot from 28 ft,29-28, ,,1,29,28,1,692.0
0:26.0, ,29-28,Defensive rebound by T. Haliburton,,1,29,28,1,694.0
0:11.0, ,29-28,T. Haliburton misses 3-pt jump shot from 26 ft,,1,29,28,1,709.0
0:08.0,Defensive rebound by D. Robinson,29-28, ,,1,29,28,1,712.0
0:00.0,G. Vincent misses 3-pt jump shot from 26 ft,29-28, ,,1,29,28,1,720.0
0:00.0,Offensive rebound by Team,29-28, ,,1,29,28,1,720.0
0:00.0,End of 1st quarter,29-28,,,1,29,28,1,720.0
12:00.0,Start of 2nd quarter,29-28,,,2,29,28,1,720.0
11:46.0,G. Vincent makes 2-pt layup from 1 ft (assist by B. Adebayo),31-28, ,,2,31,28,3,734.0
11:31.0, ,31-28,A. Nembhard misses 3-pt jump shot from 27 ft,,2,31,28,3,749.0
11:29.0, ,31-28,Offensive rebound by Team,,2,31,28,3,751.0
11:29.0,Loose ball foul by K. Lowry (drawn by I. Jackson),31-28, ,,2,31,28,3,751.0
11:23.0, ,31-28,T. McConnell misses 2-pt jump shot from 9 ft,,2,31,28,3,757.0
11:19.0,Defensive rebound by B. Adebayo,31-28, ,,2,31,28,3,761.0
11:08.0,C. Martin makes 2-pt layup from 3 ft,33-28, ,,2,33,28,5,772.0
10:59.0, ,33-30,B. Mathurin makes 2-pt layup from 1 ft (assist by T. Haliburton),,2,33,30,3,781.0
10:59.0, ,33-30,Shooting foul by K. Lowry (drawn by B. Mathurin),,2,33,30,3,781.0
10:59.0, ,33-31,B. Mathurin makes free throw 1 of 1,,2,33,31,2,781.0
10:47.0,G. Vincent makes 2-pt layup from 2 ft (assist by B. Adebayo),35-31, ,,2,35,31,4,793.0
10:45.0, ,35-31,Indiana full timeout,,2,35,31,4,795.0
10:45.0, ,35-31,B. Hield enters the game for T. Haliburton,,2,35,31,4,795.0
10:45.0, ,35-31,M. Turner enters the game for I. Jackson,,2,35,31,4,795.0
10:28.0, ,35-33,T. McConnell makes 2-pt layup from 1 ft (assist by A. Nembhard),,2,35,33,2,812.0
10:10.0,B. Adebayo misses 2-pt jump shot from 16 ft,35-33, ,,2,35,33,2,830.0
10:07.0, ,35-33,Defensive rebound by B. Mathurin,,2,35,33,2,833.0
10:02.0, ,35-33,B. Mathurin misses 3-pt jump shot from 29 ft,,2,35,33,2,838.0
9:58.0,Defensive rebound by B. Adebayo,35-33, ,,2,35,33,2,842.0
9:51.0,Offensive foul by B. Adebayo (drawn by T. McConnell),35-33, ,,2,35,33,2,849.0
9:51.0,Turnover by B. Adebayo (offensive foul),35-33, ,,2,35,33,2,849.0
9:37.0, ,35-33,T. McConnell misses 3-pt jump shot from 26 ft,,2,35,33,2,863.0
9:33.0,Defensive rebound by C. Martin,35-33, ,,2,35,33,2,867.0
9:26.0,G. Vincent misses 3-pt jump shot from 24 ft,35-33, ,,2,35,33,2,874.0
9:24.0, ,35-33,Defensive rebound by T. McConnell,,2,35,33,2,876.0
9:15.0, ,35-33,Shooting foul by D. Robinson (drawn by B. Mathurin),,2,35,33,2,885.0
9:15.0, ,35-34,B. Mathurin makes free throw 1 of 2,,2,35,34,1,885.0
9:15.0, ,35-35,B. Mathurin makes free throw 2 of 2,Tie,2,35,35,0,885.0
9:08.0,C. Martin misses 2-pt dunk from 1 ft (block by M. Turner),35-35, ,,2,35,35,0,892.0
9:06.0, ,35-35,Defensive rebound by B. Hield,,2,35,35,0,894.0
9:02.0, ,35-35,Personal foul by B. Adebayo (drawn by T. McConnell),,2,35,35,0,898.0
8:59.0, ,35-35,M. Turner misses 3-pt jump shot from 30 ft,,2,35,35,0,901.0
8:57.0,Defensive rebound by Team,35-35, ,,2,35,35,0,903.0
8:50.0,B. Adebayo makes 2-pt layup at rim,37-35, ,,2,37,35,2,910.0
8:50.0,Shooting foul by M. Turner (drawn by B. Adebayo),37-35, ,,2,37,35,2,910.0
8:50.0,B. Adebayo makes free throw 1 of 1,38-35, ,,2,38,35,3,910.0
8:34.0, ,38-35,T. McConnell misses 2-pt layup from 1 ft (block by C. Martin),,2,38,35,3,926.0
8:32.0,Defensive rebound by C. Martin,38-35, ,,2,38,35,3,928.0
8:30.0,K. Lowry misses 2-pt layup from 1 ft,38-35, ,,2,38,35,3,930.0
8:28.0, ,38-35,Defensive rebound by B. Hield,,2,38,35,3,932.0
8:24.0, ,38-35,Shooting foul by G. Vincent (drawn by M. Turner),,2,38,35,3,936.0
8:24.0, ,38-35,M. Turner misses free throw 1 of 2,,2,38,35,3,936.0
8:24.0, ,38-35,Offensive rebound by Team,,2,38,35,3,936.0
8:24.0,T. Herro enters the game for G. Vincent,38-35, ,,2,38,35,3,936.0
8:24.0, ,38-36,M. Turner makes free throw 2 of 2,,2,38,36,2,936.0
8:15.0,B. Adebayo misses 3-pt jump shot from 27 ft,38-36, ,,2,38,36,2,945.0
8:13.0, ,38-36,Defensive rebound by A. Nembhard,,2,38,36,2,947.0
8:09.0, ,38-39,B. Hield makes 3-pt jump shot from 28 ft (assist by A. Nembhard),Lead change,2,38,39,-1,951.0
7:52.0,Personal foul by A. Nembhard (drawn by B. Adebayo),38-39, ,,2,38,39,-1,968.0
7:38.0,D. Robinson misses 3-pt jump shot from 23 ft,38-39, ,,2,38,39,-1,982.0
7:34.0, ,38-39,Defensive rebound by T. McConnell,,2,38,39,-1,986.0
7:26.0, ,38-41,B. Hield makes 2-pt jump shot from 17 ft,,2,38,41,-3,994.0
7:03.0,K. Lowry misses 2-pt jump shot from 11 ft,38-41, ,,2,38,41,-3,1017.0
7:01.0, ,38-41,Defensive rebound by M. Turner,,2,38,41,-3,1019.0
6:58.0, ,38-44,B. Hield makes 3-pt jump shot from 30 ft (assist by T. McConnell),,2,38,44,-6,1022.0
6:56.0,Miami full timeout,38-44, ,,2,38,44,-6,1024.0
6:56.0,D. Dedmon enters the game for B. Adebayo,38-44, ,,2,38,44,-6,1024.0
6:56.0,M. Strus enters the game for D. Robinson,38-44, ,,2,38,44,-6,1024.0
6:56.0, ,38-44,O. Brissett enters the game for B. Mathurin,,2,38,44,-6,1024.0
6:56.0, ,38-44,T. Haliburton enters the game for T. McConnell,,2,38,44,-6,1024.0
6:44.0,T. Herro misses 2-pt jump shot from 17 ft,38-44, ,,2,38,44,-6,1036.0
6:40.0, ,38-44,Defensive rebound by B. Hield,,2,38,44,-6,1040.0
6:27.0, ,38-44,Shooting foul by C. Martin (drawn by O. Brissett),,2,38,44,-6,1053.0
6:27.0, ,38-44,O. Brissett misses free throw 1 of 2,,2,38,44,-6,1053.0
6:27.0, ,38-44,Offensive rebound by Team,,2,38,44,-6,1053.0
6:27.0,H. Highsmith enters the game for C. Martin,38-44, ,,2,38,44,-6,1053.0
6:27.0, ,38-45,O. Brissett makes free throw 2 of 2,,2,38,45,-7,1053.0
6:12.0,K. Lowry misses 3-pt jump shot from 32 ft,38-45, ,,2,38,45,-7,1068.0
6:08.0, ,38-45,Defensive rebound by M. Turner,,2,38,45,-7,1072.0
6:03.0, ,38-45,Turnover by B. Hield (bad pass; steal by T. Herro),,2,38,45,-7,1077.0
5:59.0,T. Herro makes 2-pt layup from 2 ft,40-45, ,,2,40,45,-5,1081.0
5:41.0, ,40-45,M. Turner misses 2-pt jump shot from 18 ft,,2,40,45,-5,1099.0
5:38.0,Defensive rebound by M. Strus,40-45, ,,2,40,45,-5,1102.0
5:31.0,T. Herro makes 3-pt jump shot from 27 ft,43-45, ,,2,43,45,-2,1109.0
5:15.0, ,43-47,B. Hield makes 2-pt layup from 1 ft (assist by T. Haliburton),,2,43,47,-4,1125.0
5:00.0,T. Herro misses 3-pt jump shot from 29 ft,43-47, ,,2,43,47,-4,1140.0
4:57.0, ,43-47,Defensive rebound by M. Turner,,2,43,47,-4,1143.0
4:52.0, ,43-50,M. Turner makes 3-pt jump shot from 28 ft (assist by T. Haliburton),,2,43,50,-7,1148.0
4:27.0,M. Strus misses 2-pt layup from 2 ft (block by M. Turner),43-50, ,,2,43,50,-7,1173.0
4:24.0, ,43-50,Defensive rebound by A. Nembhard,,2,43,50,-7,1176.0
4:22.0, ,43-52,T. Haliburton makes 2-pt layup at rim (assist by A. Nembhard),,2,43,52,-9,1178.0
4:01.0,Personal foul by M. Turner (drawn by K. Lowry),43-52, ,,2,43,52,-9,1199.0
4:01.0,B. Adebayo enters the game for D. Dedmon,43-52, ,,2,43,52,-9,1199.0
4:01.0, ,43-52,I. Jackson enters the game for M. Turner,,2,43,52,-9,1199.0
3:48.0,M. Strus misses 3-pt jump shot from 29 ft,43-52, ,,2,43,52,-9,1212.0
3:44.0, ,43-52,Defensive rebound by T. Haliburton,,2,43,52,-9,1216.0
3:39.0, ,43-52,Offensive foul by I. Jackson (drawn by K. Lowry),,2,43,52,-9,1221.0
3:39.0, ,43-52,Turnover by I. Jackson (offensive foul),,2,43,52,-9,1221.0
3:24.0,K. Lowry misses 3-pt jump shot from 23 ft,43-52, ,,2,43,52,-9,1236.0
3:20.0, ,43-52,Defensive rebound by O. Brissett,,2,43,52,-9,1240.0
3:07.0, ,43-55,B. Hield makes 3-pt jump shot from 28 ft (assist by T. Haliburton),,2,43,55,-12,1253.0
2:54.0,Turnover by H. Highsmith (out of bounds lost ball),43-55, ,,2,43,55,-12,1266.0
2:54.0, ,43-55,B. Mathurin enters the game for A. Nembhard,,2,43,55,-12,1266.0
2:41.0, ,43-55,Shooting foul by B. Adebayo (drawn by B. Mathurin),,2,43,55,-12,1279.0
2:41.0, ,43-56,B. Mathurin makes free throw 1 of 2,,2,43,56,-13,1279.0
2:41.0,D. Dedmon enters the game for B. Adebayo,43-56, ,,2,43,56,-13,1279.0
2:41.0, ,43-56,B. Mathurin misses free throw 2 of 2,,2,43,56,-13,1279.0
2:39.0, ,43-56,Offensive rebound by O. Brissett,,2,43,56,-13,1281.0
2:32.0, ,43-59,B. Mathurin makes 3-pt jump shot from 27 ft,,2,43,59,-16,1288.0
2:16.0,Shooting foul by I. Jackson (drawn by K. Lowry),43-59, ,,2,43,59,-16,1304.0
2:16.0,K. Lowry makes free throw 1 of 2,44-59, ,,2,44,59,-15,1304.0
2:16.0, ,44-59,M. Turner enters the game for I. Jackson,,2,44,59,-15,1304.0
2:16.0,K. Lowry makes free throw 2 of 2,45-59, ,,2,45,59,-14,1304.0
2:04.0, ,45-59,Shooting foul by M. Strus (drawn by T. Haliburton),,2,45,59,-14,1316.0
2:04.0, ,45-59,T. Haliburton misses free throw 1 of 2,,2,45,59,-14,1316.0
2:04.0, ,45-59,Offensive rebound by Team,,2,45,59,-14,1316.0
2:04.0, ,45-59,T. Haliburton misses free throw 2 of 2,,2,45,59,-14,1316.0
2:02.0,Defensive rebound by D. Dedmon,45-59, ,,2,45,59,-14,1318.0
1:52.0,D. Dedmon misses 3-pt jump shot from 23 ft,45-59, ,,2,45,59,-14,1328.0
1:50.0,Offensive rebound by K. Lowry,45-59, ,,2,45,59,-14,1330.0
1:40.0,T. Herro misses 3-pt jump shot from 31 ft,45-59, ,,2,45,59,-14,1340.0
1:37.0,Offensive rebound by D. Dedmon,45-59, ,,2,45,59,-14,1343.0
1:37.0,Personal foul by T. Haliburton (drawn by T. Herro),45-59, ,,2,45,59,-14,1343.0
1:37.0,T. Herro makes free throw 1 of 2,46-59, ,,2,46,59,-13,1343.0
1:37.0,T. Herro makes free throw 2 of 2,47-59, ,,2,47,59,-12,1343.0
1:19.0, ,47-59,O. Brissett misses 3-pt jump shot from 25 ft,,2,47,59,-12,1361.0
1:15.0,Defensive rebound by M. Strus,47-59, ,,2,47,59,-12,1365.0
1:13.0,Offensive foul by T. Herro (drawn by O. Brissett),47-59, ,,2,47,59,-12,1367.0
1:13.0,Turnover by T. Herro (offensive foul),47-59, ,,2,47,59,-12,1367.0
1:03.0, ,47-59,T. Haliburton misses 2-pt jump shot from 12 ft,,2,47,59,-12,1377.0
0:58.0,Defensive rebound by T. Herro,47-59, ,,2,47,59,-12,1382.0
0:52.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by T. Herro),50-59, ,,2,50,59,-9,1388.0
0:34.0, ,50-59,T. Haliburton misses 2-pt jump shot from 20 ft,,2,50,59,-9,1406.0
0:32.0,Defensive rebound by Team,50-59, ,,2,50,59,-9,1408.0
0:23.0,Turnover by M. Strus (step out of bounds),50-59, ,,2,50,59,-9,1417.0
0:06.0, ,50-62,T. Haliburton makes 3-pt jump shot from 26 ft (assist by O. Brissett),,2,50,62,-12,1434.0
0:00.0,H. Highsmith misses 3-pt jump shot from 26 ft,50-62, ,,2,50,62,-12,1440.0
0:00.0,Offensive rebound by Team,50-62, ,,2,50,62,-12,1440.0
0:00.0,End of 2nd quarter,50-62,,,2,50,62,-12,1440.0
12:00.0,Start of 3rd quarter,50-62,,,3,50,62,-12,1440.0
11:40.0,C. Martin misses 3-pt jump shot from 26 ft,50-62, ,,3,50,62,-12,1460.0
11:36.0, ,50-62,Defensive rebound by J. Smith,,3,50,62,-12,1464.0
11:35.0, ,50-62,Turnover by J. Smith (lost ball; steal by K. Lowry),,3,50,62,-12,1465.0
11:30.0,T. Herro makes 3-pt jump shot from 28 ft,53-62, ,,3,53,62,-9,1470.0
11:09.0, ,53-62,Turnover by B. Mathurin (bad pass; steal by B. Adebayo),,3,53,62,-9,1491.0
11:01.0,Shooting foul by M. Turner (drawn by K. Lowry),53-62, ,,3,53,62,-9,1499.0
11:01.0,K. Lowry makes free throw 1 of 3,54-62, ,,3,54,62,-8,1499.0
11:01.0,K. Lowry makes free throw 2 of 3,55-62, ,,3,55,62,-7,1499.0
11:01.0,K. Lowry makes free throw 3 of 3,56-62, ,,3,56,62,-6,1499.0
10:51.0, ,56-62,B. Mathurin misses 3-pt jump shot from 27 ft,,3,56,62,-6,1509.0
10:48.0,Defensive rebound by B. Adebayo,56-62, ,,3,56,62,-6,1512.0
10:35.0,B. Adebayo misses 2-pt jump shot from 12 ft,56-62, ,,3,56,62,-6,1525.0
10:32.0, ,56-62,Defensive rebound by B. Hield,,3,56,62,-6,1528.0
10:21.0, ,56-62,J. Smith misses 2-pt jump shot from 9 ft,,3,56,62,-6,1539.0
10:19.0,Defensive rebound by K. Lowry,56-62, ,,3,56,62,-6,1541.0
10:16.0,Turnover by K. Lowry (bad pass),56-62, ,,3,56,62,-6,1544.0
10:08.0, ,56-64,T. Haliburton makes 2-pt jump shot from 19 ft,,3,56,64,-8,1552.0
9:52.0,T. Herro makes 2-pt jump shot from 7 ft (assist by K. Lowry),58-64, ,,3,58,64,-6,1568.0
9:35.0, ,58-66,M. Turner makes 2-pt dunk from 1 ft (assist by B. Mathurin),,3,58,66,-8,1585.0
9:23.0,T. Herro misses 2-pt jump shot from 13 ft,58-66, ,,3,58,66,-8,1597.0
9:20.0, ,58-66,Defensive rebound by B. Hield,,3,58,66,-8,1600.0
9:13.0, ,58-69,T. Haliburton makes 3-pt jump shot from 28 ft (assist by B. Mathurin),,3,58,69,-11,1607.0
8:52.0,C. Martin makes 2-pt layup from 1 ft,60-69, ,,3,60,69,-9,1628.0
8:33.0, ,60-71,M. Turner makes 2-pt layup from 1 ft (assist by J. Smith),,3,60,71,-11,1647.0
8:09.0,T. Herro misses 3-pt jump shot from 27 ft,60-71, ,,3,60,71,-11,1671.0
8:07.0,Offensive rebound by C. Martin,60-71, ,,3,60,71,-11,1673.0
7:59.0,T. Herro makes 3-pt jump shot from 28 ft,63-71, ,,3,63,71,-8,1681.0
7:39.0, ,63-71,Turnover by B. Hield (bad pass; steal by K. Lowry),,3,63,71,-8,1701.0
7:34.0,K. Lowry misses 2-pt layup from 1 ft (block by B. Mathurin),63-71, ,,3,63,71,-8,1706.0
7:30.0, ,63-71,Defensive rebound by B. Hield,,3,63,71,-8,1710.0
7:28.0, ,63-71,T. Haliburton misses 3-pt jump shot from 26 ft,,3,63,71,-8,1712.0
7:24.0, ,63-71,Offensive rebound by M. Turner,,3,63,71,-8,1716.0
7:24.0, ,63-73,M. Turner makes 2-pt layup at rim,,3,63,73,-10,1716.0
7:05.0,B. Adebayo misses 2-pt hook shot from 8 ft,63-73, ,,3,63,73,-10,1735.0
7:03.0, ,63-73,Defensive rebound by M. Turner,,3,63,73,-10,1737.0
6:57.0, ,63-73,Offensive foul by J. Smith (drawn by T. Herro),,3,63,73,-10,1743.0
6:57.0, ,63-73,Turnover by J. Smith (offensive foul),,3,63,73,-10,1743.0
6:57.0, ,63-73,Indiana full timeout,,3,63,73,-10,1743.0
6:38.0,M. Strus makes 3-pt jump shot from 29 ft (assist by B. Adebayo),66-73, ,,3,66,73,-7,1762.0
6:27.0, ,66-73,Turnover by B. Mathurin (lost ball; steal by M. Strus),,3,66,73,-7,1773.0
6:24.0,M. Strus makes 2-pt layup from 1 ft,68-73, ,,3,68,73,-5,1776.0
6:03.0, ,68-73,J. Smith misses 3-pt jump shot from 23 ft,,3,68,73,-5,1797.0
6:00.0,Defensive rebound by K. Lowry,68-73, ,,3,68,73,-5,1800.0
5:51.0,M. Strus makes 2-pt layup from 1 ft (assist by C. Martin),70-73, ,,3,70,73,-3,1809.0
