Time,Brooklyn,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:13.0, ,76-75,Turnover by J. Butler (lost ball; steal by T. Warren),,3,75,76,-1,1967.0
3:09.0,K. Irving misses 2-pt layup from 2 ft (block by V. Oladipo),76-75, ,,3,75,76,-1,1971.0
3:09.0,Offensive rebound by Team,76-75, ,,3,75,76,-1,1971.0
3:09.0,Y. Watanabe enters the game for K. Irving,76-75, ,,3,75,76,-1,1971.0
2:59.0,T. Warren misses 3-pt jump shot from 24 ft,76-75, ,,3,75,76,-1,1981.0
2:56.0, ,76-75,Defensive rebound by O. Robinson,,3,75,76,-1,1984.0
2:45.0, ,76-75,K. Lowry misses 3-pt jump shot from 26 ft,,3,75,76,-1,1995.0
2:42.0,Defensive rebound by K. Durant,76-75, ,,3,75,76,-1,1998.0
2:38.0,Turnover by K. Durant (lost ball; steal by J. Butler),76-75, ,,3,75,76,-1,2002.0
2:35.0, ,76-75,Shooting foul by S. Curry (drawn by J. Butler),,3,75,76,-1,2005.0
2:35.0,Brooklyn full timeout,76-75, ,,3,75,76,-1,2005.0
2:35.0, ,76-75,G. Vincent enters the game for K. Lowry,,3,75,76,-1,2005.0
2:35.0, ,76-76,J. Butler makes free throw 1 of 2,Tie,3,76,76,0,2005.0
2:35.0, ,76-77,J. Butler makes free throw 2 of 2,Lead change,3,77,76,1,2005.0
2:20.0,K. Durant misses 2-pt jump shot from 18 ft,76-77, ,,3,77,76,1,2020.0
2:17.0,Offensive rebound by B. Simmons,76-77, ,,3,77,76,1,2023.0
2:15.0,K. Durant makes 3-pt jump shot from 26 ft (assist by B. Simmons),79-77, ,Lead change,3,77,79,-2,2025.0
1:50.0, ,79-77,V. Oladipo misses 3-pt jump shot from 27 ft,,3,77,79,-2,2050.0
1:48.0, ,79-77,Offensive rebound by O. Robinson,,3,77,79,-2,2052.0
1:43.0, ,79-77,J. Butler misses 3-pt jump shot from 22 ft,,3,77,79,-2,2057.0
1:40.0,Defensive rebound by K. Durant,79-77, ,,3,77,79,-2,2060.0
1:31.0,K. Durant misses 2-pt jump shot from 12 ft,79-77, ,,3,77,79,-2,2069.0
1:28.0, ,79-77,Defensive rebound by O. Robinson,,3,77,79,-2,2072.0
1:18.0, ,79-77,O. Robinson misses 2-pt hook shot from 5 ft,,3,77,79,-2,2082.0
1:16.0, ,79-77,Offensive rebound by J. Butler,,3,77,79,-2,2084.0
1:05.0, ,79-77,J. Butler misses 2-pt layup from 3 ft (block by B. Simmons),,3,77,79,-2,2095.0
1:05.0, ,79-77,Offensive rebound by G. Vincent,,3,77,79,-2,2095.0
1:05.0, ,79-77,Turnover by G. Vincent (lost ball; steal by T. Warren),,3,77,79,-2,2095.0
1:05.0,Personal foul by V. Oladipo (drawn by T. Warren),79-77, ,,3,77,79,-2,2095.0
1:05.0, ,79-77,T. Herro enters the game for J. Butler,,3,77,79,-2,2095.0
0:50.0,Turnover by S. Curry (bad pass; steal by M. Strus),79-77, ,,3,77,79,-2,2110.0
0:37.0, ,79-80,T. Herro makes 3-pt jump shot from 27 ft (assist by V. Oladipo),Lead change,3,80,79,1,2123.0
0:36.0,Brooklyn full timeout,79-80, ,,3,80,79,1,2124.0
0:36.0,K. Irving enters the game for K. Durant,79-80, ,,3,80,79,1,2124.0
0:36.0, ,79-80,H. Highsmith enters the game for V. Oladipo,,3,80,79,1,2124.0
0:20.0,Offensive foul by B. Simmons (drawn by G. Vincent),79-80, ,,3,80,79,1,2140.0
0:20.0,Turnover by B. Simmons (offensive foul),79-80, ,,3,80,79,1,2140.0
0:20.0,N. Claxton enters the game for S. Curry,79-80, ,,3,80,79,1,2140.0
0:20.0,R. O'Neale enters the game for Y. Watanabe,79-80, ,,3,80,79,1,2140.0
0:20.0, ,79-80,K. Lowry enters the game for H. Highsmith,,3,80,79,1,2140.0
0:00.0, ,79-82,O. Robinson makes 2-pt hook shot from 3 ft (assist by M. Strus),,3,82,79,3,2160.0
0:00.0,R. O'Neale misses 3-pt jump shot from 55 ft (block by G. Vincent),79-82, ,,3,82,79,3,2160.0
0:00.0,Offensive rebound by Team,79-82, ,,3,82,79,3,2160.0
0:00.0,End of 3rd quarter,79-82,,,3,82,79,3,2160.0
12:00.0,Start of 4th quarter,79-82,,,4,82,79,3,2160.0
11:49.0, ,79-82,V. Oladipo misses 2-pt layup from 2 ft,,4,82,79,3,2171.0
11:47.0,Defensive rebound by T. Warren,79-82, ,,4,82,79,3,2173.0
11:42.0,T. Warren makes 2-pt layup from 1 ft (assist by K. Irving),81-82, ,,4,82,81,1,2178.0
11:16.0, ,81-82,Turnover by G. Vincent (bad pass; steal by K. Irving),,4,82,81,1,2204.0
11:11.0,Turnover by T. Warren (lost ball; steal by V. Oladipo),81-82, ,,4,82,81,1,2209.0
11:03.0, ,81-85,T. Herro makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,4,85,81,4,2217.0
10:45.0,Turnover by T. Warren (traveling),81-85, ,,4,85,81,4,2235.0
10:34.0, ,81-85,V. Oladipo misses 3-pt jump shot from 25 ft,,4,85,81,4,2246.0
10:31.0,Defensive rebound by R. O'Neale,81-85, ,,4,85,81,4,2249.0
10:15.0,Turnover by N. Claxton (bad pass; steal by V. Oladipo),81-85, ,,4,85,81,4,2265.0
9:57.0, ,81-87,T. Herro makes 2-pt jump shot from 19 ft,,4,87,81,6,2283.0
9:40.0,Personal foul by V. Oladipo (drawn by K. Irving),81-87, ,,4,87,81,6,2300.0
9:40.0,Y. Watanabe enters the game for T. Warren,81-87, ,,4,87,81,6,2300.0
9:40.0, ,81-87,H. Highsmith enters the game for V. Oladipo,,4,87,81,6,2300.0
9:31.0,K. Irving misses 3-pt jump shot from 26 ft,81-87, ,,4,87,81,6,2309.0
9:28.0, ,81-87,Defensive rebound by T. Herro,,4,87,81,6,2312.0
9:24.0, ,81-87,Shooting foul by J. Harris (drawn by T. Herro),,4,87,81,6,2316.0
9:24.0, ,81-88,T. Herro makes free throw 1 of 3,,4,88,81,7,2316.0
9:24.0, ,81-89,T. Herro makes free throw 2 of 3,,4,89,81,8,2316.0
9:24.0, ,81-89,B. Adebayo enters the game for O. Robinson,,4,89,81,8,2316.0
9:24.0, ,81-90,T. Herro makes free throw 3 of 3,,4,90,81,9,2316.0
9:01.0,R. O'Neale misses 2-pt layup from 2 ft,81-90, ,,4,90,81,9,2339.0
8:58.0,Offensive rebound by N. Claxton,81-90, ,,4,90,81,9,2342.0
8:56.0,N. Claxton makes 2-pt layup from 2 ft,83-90, ,,4,90,83,7,2344.0
8:46.0, ,83-90,T. Herro misses 3-pt jump shot from 27 ft,,4,90,83,7,2354.0
8:39.0, ,83-90,Offensive rebound by B. Adebayo,,4,90,83,7,2361.0
8:39.0, ,83-90,B. Adebayo misses 2-pt layup at rim,,4,90,83,7,2361.0
8:38.0,Defensive rebound by J. Harris,83-90, ,,4,90,83,7,2362.0
8:21.0,N. Claxton makes 2-pt dunk from 2 ft (assist by K. Irving),85-90, ,,4,90,85,5,2379.0
8:20.0, ,85-90,Miami full timeout,,4,90,85,5,2380.0
8:20.0,S. Curry enters the game for N. Claxton,85-90, ,,4,90,85,5,2380.0
8:20.0,B. Simmons enters the game for J. Harris,85-90, ,,4,90,85,5,2380.0
8:04.0, ,85-90,M. Strus misses 3-pt jump shot from 23 ft,,4,90,85,5,2396.0
8:03.0, ,85-90,Offensive rebound by Team,,4,90,85,5,2397.0
7:58.0, ,85-90,B. Adebayo misses 2-pt layup from 3 ft (block by S. Curry),,4,90,85,5,2402.0
7:56.0,Defensive rebound by S. Curry,85-90, ,,4,90,85,5,2404.0
7:52.0,S. Curry makes 2-pt layup from 2 ft,87-90, ,,4,90,87,3,2408.0
7:35.0, ,87-90,Personal foul by B. Simmons (drawn by T. Herro),,4,90,87,3,2425.0
7:20.0, ,87-90,Turnover by G. Vincent (bad pass),,4,90,87,3,2440.0
7:05.0,R. O'Neale misses 3-pt jump shot from 26 ft,87-90, ,,4,90,87,3,2455.0
7:03.0, ,87-90,Defensive rebound by T. Herro,,4,90,87,3,2457.0
6:52.0, ,87-93,H. Highsmith makes 3-pt jump shot from 25 ft (assist by M. Strus),,4,93,87,6,2468.0
6:32.0,B. Simmons makes 2-pt jump shot from 9 ft (assist by K. Irving),89-93, ,,4,93,89,4,2488.0
6:14.0, ,89-93,T. Herro misses 2-pt layup from 2 ft (block by R. O'Neale),,4,93,89,4,2506.0
6:12.0,Defensive rebound by R. O'Neale,89-93, ,,4,93,89,4,2508.0
6:03.0,S. Curry makes 2-pt jump shot from 21 ft,91-93, ,,4,93,91,2,2517.0
6:03.0,Shooting foul by H. Highsmith (drawn by S. Curry),91-93, ,,4,93,91,2,2517.0
6:03.0, ,91-93,J. Butler enters the game for H. Highsmith,,4,93,91,2,2517.0
6:03.0, ,91-93,K. Lowry enters the game for G. Vincent,,4,93,91,2,2517.0
6:03.0,S. Curry makes free throw 1 of 1,92-93, ,,4,93,92,1,2517.0
5:48.0, ,92-93,M. Strus misses 2-pt layup from 3 ft,,4,93,92,1,2532.0
5:48.0, ,92-93,Offensive rebound by J. Butler,,4,93,92,1,2532.0
5:48.0, ,92-93,Shooting foul by Y. Watanabe (drawn by J. Butler),,4,93,92,1,2532.0
5:48.0, ,92-93,J. Butler misses free throw 1 of 2,,4,93,92,1,2532.0
5:48.0, ,92-93,Offensive rebound by Team,,4,93,92,1,2532.0
5:48.0, ,92-94,J. Butler makes free throw 2 of 2,,4,94,92,2,2532.0
5:33.0,S. Curry makes 2-pt layup from 3 ft (assist by B. Simmons),94-94, ,Tie,4,94,94,0,2547.0
5:11.0, ,94-94,Personal foul by B. Simmons (drawn by J. Butler),,4,94,94,0,2569.0
5:11.0,N. Claxton enters the game for B. Simmons,94-94, ,,4,94,94,0,2569.0
5:11.0, ,94-94,O. Robinson enters the game for B. Adebayo,,4,94,94,0,2569.0
4:56.0, ,94-94,J. Butler misses 2-pt jump shot from 18 ft,,4,94,94,0,2584.0
4:52.0,Defensive rebound by N. Claxton,94-94, ,,4,94,94,0,2588.0
4:43.0,K. Irving misses 3-pt jump shot from 27 ft,94-94, ,,4,94,94,0,2597.0
4:38.0, ,94-94,Defensive rebound by O. Robinson,,4,94,94,0,2602.0
4:18.0, ,94-97,T. Herro makes 3-pt jump shot from 26 ft,,4,97,94,3,2622.0
4:01.0,N. Claxton makes 2-pt layup from 2 ft (assist by K. Irving),96-97, ,,4,97,96,1,2639.0
3:36.0, ,96-97,T. Herro misses 2-pt jump shot from 23 ft,,4,97,96,1,2664.0
3:34.0,Defensive rebound by Y. Watanabe,96-97, ,,4,97,96,1,2666.0
3:31.0,Brooklyn full timeout,96-97, ,,4,97,96,1,2669.0
3:31.0, ,96-97,V. Oladipo enters the game for M. Strus,,4,97,96,1,2669.0
3:20.0,K. Irving makes 2-pt jump shot from 11 ft,98-97, ,Lead change,4,97,98,-1,2680.0
3:02.0, ,98-97,V. Oladipo misses 3-pt jump shot from 23 ft,,4,97,98,-1,2698.0
3:02.0, ,98-97,Offensive rebound by O. Robinson,,4,97,98,-1,2698.0
2:58.0, ,98-97,T. Herro misses 3-pt jump shot from 26 ft,,4,97,98,-1,2702.0
2:54.0,Defensive rebound by Y. Watanabe,98-97, ,,4,97,98,-1,2706.0
2:39.0,S. Curry makes 2-pt jump shot from 11 ft,100-97, ,,4,97,100,-3,2721.0
2:21.0, ,100-97,T. Herro misses 3-pt jump shot from 25 ft,,4,97,100,-3,2739.0
2:18.0, ,100-97,Offensive rebound by K. Lowry,,4,97,100,-3,2742.0
2:13.0,Jump ball: Y. Watanabe vs. O. Robinson (K. Irving gains possession),100-97,,,4,97,100,-3,2747.0
2:13.0, ,100-97,Turnover by O. Robinson (lost ball; steal by Y. Watanabe),,4,97,100,-3,2747.0
2:06.0,Personal foul by K. Lowry (drawn by S. Curry),100-97, ,,4,97,100,-3,2754.0
1:54.0,R. O'Neale misses 3-pt jump shot from 28 ft,100-97, ,,4,97,100,-3,2766.0
1:52.0, ,100-97,Defensive rebound by Team,,4,97,100,-3,2768.0
1:37.0, ,100-99,J. Butler makes 2-pt dunk from 1 ft (assist by O. Robinson),,4,99,100,-1,2783.0
1:17.0,K. Irving misses 3-pt jump shot from 26 ft,100-99, ,,4,99,100,-1,2803.0
1:16.0, ,100-99,Defensive rebound by V. Oladipo,,4,99,100,-1,2804.0
1:12.0, ,100-101,J. Butler makes 2-pt dunk from 2 ft (assist by V. Oladipo),Lead change,4,101,100,1,2808.0
1:12.0,Brooklyn full timeout,100-101, ,,4,101,100,1,2808.0
1:07.0,Turnover by R. O'Neale (out of bounds lost ball),100-101, ,,4,101,100,1,2813.0
0:51.0, ,100-101,Turnover by K. Lowry (bad pass; steal by Y. Watanabe),,4,101,100,1,2829.0
0:34.0,Turnover by Y. Watanabe (bad pass),100-101, ,,4,101,100,1,2846.0
0:34.0,B. Simmons enters the game for S. Curry,100-101, ,,4,101,100,1,2846.0
0:14.0, ,100-101,J. Butler misses 2-pt jump shot from 9 ft,,4,101,100,1,2866.0
0:10.0,Defensive rebound by N. Claxton,100-101, ,,4,101,100,1,2870.0
0:05.0,K. Irving misses 3-pt jump shot from 30 ft,100-101, ,,4,101,100,1,2875.0
0:04.0,Offensive rebound by R. O'Neale,100-101, ,,4,101,100,1,2876.0
0:03.0,R. O'Neale makes 2-pt jump shot from 4 ft,102-101, ,Lead change,4,101,102,-1,2877.0
0:03.0, ,102-101,Miami full timeout,,4,101,102,-1,2877.0
0:03.0, ,102-101,M. Strus enters the game for O. Robinson,,4,101,102,-1,2877.0
0:00.0, ,102-101,J. Butler misses 2-pt layup from 9 ft,,4,101,102,-1,2880.0
0:00.0, ,102-101,Offensive rebound by Team,,4,101,102,-1,2880.0
0:00.0,End of 4th quarter,102-101,,,4,101,102,-1,2880.0
