Time,Miami,Score,Orlando,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:00.0,T. Herro misses 3-pt jump shot from 33 ft,78-81, ,,3,78,81,-3,2160.0
0:00.0,Offensive rebound by Team,78-81, ,,3,78,81,-3,2160.0
0:00.0,End of 3rd quarter,78-81,,,3,78,81,-3,2160.0
12:00.0,Start of 4th quarter,78-81,,,4,78,81,-3,2160.0
11:42.0,T. Herro misses 2-pt jump shot from 14 ft,78-81, ,,4,78,81,-3,2178.0
11:40.0, ,78-81,Defensive rebound by F. Wagner,,4,78,81,-3,2180.0
11:31.0, ,78-84,J. Suggs makes 3-pt jump shot from 26 ft,,4,78,84,-6,2189.0
11:15.0,V. Oladipo misses 3-pt jump shot from 25 ft,78-84, ,,4,78,84,-6,2205.0
11:13.0, ,78-84,Defensive rebound by C. Anthony,,4,78,84,-6,2207.0
11:11.0, ,78-84,Turnover by C. Anthony (lost ball; steal by K. Lowry),,4,78,84,-6,2209.0
11:10.0,Offensive foul by B. Adebayo (drawn by J. Suggs),78-84, ,,4,78,84,-6,2210.0
11:10.0,Turnover by B. Adebayo (offensive foul),78-84, ,,4,78,84,-6,2210.0
10:55.0, ,78-86,W. Carter makes 2-pt dunk from 3 ft (assist by F. Wagner),,4,78,86,-8,2225.0
10:35.0,Turnover by V. Oladipo (bad pass; steal by J. Suggs),78-86, ,,4,78,86,-8,2245.0
10:30.0, ,78-86,J. Suggs misses 2-pt layup from 3 ft (block by K. Lowry),,4,78,86,-8,2250.0
10:30.0,Defensive rebound by T. Herro,78-86, ,,4,78,86,-8,2250.0
10:22.0,T. Herro misses 2-pt jump shot from 13 ft (block by J. Suggs),78-86, ,,4,78,86,-8,2258.0
10:22.0,Offensive rebound by Team,78-86, ,,4,78,86,-8,2258.0
10:11.0,T. Herro makes 3-pt jump shot from 26 ft,81-86, ,,4,81,86,-5,2269.0
9:57.0, ,81-88,C. Anthony makes 2-pt jump shot from 12 ft,,4,81,88,-7,2283.0
9:57.0,Miami full timeout,81-88, ,,4,81,88,-7,2283.0
9:36.0,T. Herro makes 2-pt jump shot from 9 ft,83-88, ,,4,83,88,-5,2304.0
9:19.0, ,83-88,J. Suggs misses 3-pt jump shot from 23 ft,,4,83,88,-5,2321.0
9:16.0,Defensive rebound by T. Herro,83-88, ,,4,83,88,-5,2324.0
9:09.0,K. Lowry misses 3-pt jump shot from 26 ft,83-88, ,,4,83,88,-5,2331.0
9:05.0,Offensive rebound by B. Adebayo,83-88, ,,4,83,88,-5,2335.0
9:00.0,T. Herro misses 2-pt jump shot from 5 ft (block by F. Wagner),83-88, ,,4,83,88,-5,2340.0
8:57.0, ,83-88,Defensive rebound by W. Carter,,4,83,88,-5,2343.0
8:51.0, ,83-90,B. Bol makes 2-pt dunk from 3 ft (assist by J. Suggs),,4,83,90,-7,2349.0
8:39.0,Turnover by V. Oladipo (bad pass; steal by J. Suggs),83-90, ,,4,83,90,-7,2361.0
8:39.0, ,83-90,Personal foul by V. Oladipo (drawn by J. Suggs),,4,83,90,-7,2361.0
8:39.0, ,83-91,C. Anthony makes free throw 1 of 1,,4,83,91,-8,2361.0
8:39.0,G. Vincent enters the game for V. Oladipo,83-91, ,,4,83,91,-8,2361.0
8:39.0, ,83-91,M. Fultz enters the game for F. Wagner,,4,83,91,-8,2361.0
8:28.0, ,83-91,Offensive foul by M. Fultz (drawn by K. Lowry),,4,83,91,-8,2372.0
8:28.0, ,83-91,Turnover by M. Fultz (offensive foul),,4,83,91,-8,2372.0
8:19.0,M. Strus misses 3-pt jump shot from 27 ft,83-91, ,,4,83,91,-8,2381.0
8:15.0,Offensive rebound by G. Vincent,83-91, ,,4,83,91,-8,2385.0
8:03.0,B. Adebayo misses 2-pt jump shot from 15 ft,83-91, ,,4,83,91,-8,2397.0
7:59.0, ,83-91,Defensive rebound by J. Suggs,,4,83,91,-8,2401.0
7:39.0, ,83-93,M. Fultz makes 2-pt jump shot from 15 ft (assist by C. Anthony),,4,83,93,-10,2421.0
7:28.0,T. Herro misses 3-pt jump shot from 23 ft,83-93, ,,4,83,93,-10,2432.0
7:26.0,Offensive rebound by Team,83-93, ,,4,83,93,-10,2434.0
7:26.0, ,83-93,Loose ball foul by C. Anthony (drawn by G. Vincent),,4,83,93,-10,2434.0
7:26.0,J. Butler enters the game for T. Herro,83-93, ,,4,83,93,-10,2434.0
7:26.0, ,83-93,P. Banchero enters the game for B. Bol,,4,83,93,-10,2434.0
7:10.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by B. Adebayo),86-93, ,,4,86,93,-7,2450.0
6:54.0, ,86-95,W. Carter makes 2-pt layup from 5 ft (assist by P. Banchero),,4,86,95,-9,2466.0
6:43.0,G. Vincent misses 3-pt jump shot from 23 ft (block by C. Anthony),86-95, ,,4,86,95,-9,2477.0
6:43.0, ,86-95,Defensive rebound by C. Anthony,,4,86,95,-9,2477.0
6:35.0, ,86-98,J. Suggs makes 3-pt jump shot from 27 ft (assist by P. Banchero),,4,86,98,-12,2485.0
6:33.0,Miami full timeout,86-98, ,,4,86,98,-12,2487.0
6:33.0,Technical foul by K. Lowry,86-98, ,,4,86,98,-12,2487.0
6:33.0, ,86-99,C. Anthony makes technical free throw,,4,86,99,-13,2487.0
6:23.0,G. Vincent misses 2-pt jump shot from 6 ft,86-99, ,,4,86,99,-13,2497.0
6:21.0, ,86-99,Defensive rebound by W. Carter,,4,86,99,-13,2499.0
6:03.0, ,86-101,M. Fultz makes 2-pt jump shot from 18 ft (assist by P. Banchero),,4,86,101,-15,2517.0
5:46.0,J. Butler makes 2-pt layup from 5 ft,88-101, ,,4,88,101,-13,2534.0
5:31.0, ,88-101,Turnover by P. Banchero (out of bounds lost ball),,4,88,101,-13,2549.0
5:17.0,J. Butler makes 2-pt jump shot from 7 ft,90-101, ,,4,90,101,-11,2563.0
5:17.0,Shooting foul by M. Fultz (drawn by J. Butler),90-101, ,,4,90,101,-11,2563.0
5:17.0,J. Butler makes free throw 1 of 1,91-101, ,,4,91,101,-10,2563.0
4:52.0, ,91-101,J. Suggs misses 3-pt jump shot from 28 ft,,4,91,101,-10,2588.0
4:50.0, ,91-101,Offensive rebound by W. Carter,,4,91,101,-10,2590.0
4:39.0, ,91-101,P. Banchero misses 3-pt jump shot from 26 ft,,4,91,101,-10,2601.0
4:36.0,Defensive rebound by J. Butler,91-101, ,,4,91,101,-10,2604.0
4:33.0,Shooting foul by C. Anthony (drawn by J. Butler),91-101, ,,4,91,101,-10,2607.0
4:33.0,J. Butler makes free throw 1 of 2,92-101, ,,4,92,101,-9,2607.0
4:33.0,J. Butler makes free throw 2 of 2,93-101, ,,4,93,101,-8,2607.0
4:33.0, ,93-101,Orlando full timeout,,4,93,101,-8,2607.0
4:19.0, ,93-101,Personal foul by K. Lowry (drawn by M. Fultz),,4,93,101,-8,2621.0
4:19.0, ,93-101,G. Harris enters the game for C. Anthony,,4,93,101,-8,2621.0
4:09.0, ,93-101,Turnover by P. Banchero (out of bounds lost ball),,4,93,101,-8,2631.0
3:47.0,B. Adebayo makes 2-pt jump shot from 12 ft (assist by G. Vincent),95-101, ,,4,95,101,-6,2653.0
3:28.0, ,95-101,W. Carter misses 3-pt jump shot from 29 ft,,4,95,101,-6,2672.0
3:25.0,Defensive rebound by G. Vincent,95-101, ,,4,95,101,-6,2675.0
3:14.0,J. Butler makes 2-pt jump shot from 3 ft,97-101, ,,4,97,101,-4,2686.0
3:14.0,Shooting foul by J. Suggs (drawn by J. Butler),97-101, ,,4,97,101,-4,2686.0
3:14.0,J. Butler makes free throw 1 of 1,98-101, ,,4,98,101,-3,2686.0
3:00.0, ,98-101,M. Fultz misses 2-pt jump shot from 16 ft,,4,98,101,-3,2700.0
2:57.0,Defensive rebound by K. Lowry,98-101, ,,4,98,101,-3,2703.0
2:51.0,B. Adebayo misses 2-pt layup from 4 ft (block by M. Fultz),98-101, ,,4,98,101,-3,2709.0
2:50.0, ,98-101,Defensive rebound by P. Banchero,,4,98,101,-3,2710.0
2:42.0, ,98-104,J. Suggs makes 3-pt jump shot from 26 ft (assist by G. Harris),,4,98,104,-6,2718.0
2:20.0,J. Butler makes 2-pt jump shot from 10 ft,100-104, ,,4,100,104,-4,2740.0
2:02.0, ,100-104,G. Harris misses 3-pt jump shot from 24 ft,,4,100,104,-4,2758.0
2:01.0, ,100-104,Offensive rebound by W. Carter,,4,100,104,-4,2759.0
2:01.0, ,100-106,W. Carter makes 2-pt layup at rim,,4,100,106,-6,2759.0
2:01.0, ,100-106,Shooting foul by K. Lowry (drawn by W. Carter),,4,100,106,-6,2759.0
2:01.0, ,100-106,W. Carter misses free throw 1 of 1,,4,100,106,-6,2759.0
1:59.0,Defensive rebound by Team,100-106, ,,4,100,106,-6,2761.0
1:45.0,J. Butler misses 2-pt jump shot from 9 ft,100-106, ,,4,100,106,-6,2775.0
1:43.0, ,100-106,Defensive rebound by P. Banchero,,4,100,106,-6,2777.0
1:23.0, ,100-106,P. Banchero misses 3-pt jump shot from 27 ft,,4,100,106,-6,2797.0
1:22.0,Defensive rebound by Team,100-106, ,,4,100,106,-6,2798.0
1:03.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by M. Strus),103-106, ,,4,103,106,-3,2817.0
0:50.0, ,103-106,Turnover by M. Fultz (lost ball; steal by K. Lowry),,4,103,106,-3,2830.0
0:46.0,K. Lowry misses 2-pt layup from 3 ft (block by M. Fultz),103-106, ,,4,103,106,-3,2834.0
0:43.0, ,103-106,Defensive rebound by M. Fultz,,4,103,106,-3,2837.0
0:30.0, ,103-106,P. Banchero misses 2-pt jump shot from 16 ft,,4,103,106,-3,2850.0
0:27.0,Defensive rebound by B. Adebayo,103-106, ,,4,103,106,-3,2853.0
0:19.0,B. Adebayo misses 2-pt layup from 2 ft,103-106, ,,4,103,106,-3,2861.0
0:17.0,Offensive rebound by M. Strus,103-106, ,,4,103,106,-3,2863.0
0:14.0,J. Butler misses 3-pt jump shot from 24 ft,103-106, ,,4,103,106,-3,2866.0
0:14.0,Offensive rebound by Team,103-106, ,,4,103,106,-3,2866.0
0:14.0, ,103-106,Orlando full timeout,,4,103,106,-3,2866.0
0:14.0, ,103-106,Instant Replay (Challenge: Ruling Stands),,4,103,106,-3,2866.0
0:06.0,K. Lowry makes 2-pt layup from 3 ft,105-106, ,,4,105,106,-1,2874.0
0:06.0, ,105-106,Personal take foul by G. Vincent (drawn by J. Suggs),,4,105,106,-1,2874.0
0:05.0, ,105-106,Personal take foul by G. Vincent (drawn by J. Suggs),,4,105,106,-1,2875.0
0:05.0, ,105-107,J. Suggs makes free throw 1 of 2,,4,105,107,-2,2875.0
0:05.0,K. Love enters the game for K. Lowry,105-107, ,,4,105,107,-2,2875.0
0:05.0, ,105-108,J. Suggs makes free throw 2 of 2,,4,105,108,-3,2875.0
0:05.0,Miami full timeout,105-108, ,,4,105,108,-3,2875.0
0:05.0,T. Herro enters the game for K. Love,105-108, ,,4,105,108,-3,2875.0
0:05.0,K. Lowry enters the game for G. Vincent,105-108, ,,4,105,108,-3,2875.0
0:00.0,J. Butler makes 3-pt jump shot from 26 ft,108-108, ,Tie,4,108,108,0,2880.0
0:00.0,Instant Replay (Request: Ruling Stands),108-108, ,,4,108,108,0,2880.0
0:00.0,End of 4th quarter,108-108,,,4,108,108,0,2880.0
5:00.0,Start of 1st overtime,108-108,,,5,108,108,0,3300.0
5:00.0,Jump ball: B. Adebayo vs. W. Carter (P. Banchero gains possession),108-108,,,5,108,108,0,3300.0
4:48.0, ,108-110,M. Fultz makes 2-pt jump shot from 16 ft,,5,108,110,-2,3312.0
4:24.0,B. Adebayo makes 2-pt hook shot from 4 ft,110-110, ,Tie,5,110,110,0,3336.0
4:04.0, ,110-113,J. Suggs makes 3-pt jump shot from 27 ft (assist by M. Fultz),,5,110,113,-3,3356.0
3:45.0,Turnover by K. Lowry (bad pass; steal by M. Fultz),110-113, ,,5,110,113,-3,3375.0
3:28.0, ,110-116,C. Anthony makes 3-pt jump shot from 27 ft (assist by P. Banchero),,5,110,116,-6,3392.0
3:16.0,B. Adebayo misses 2-pt layup from 5 ft (block by J. Suggs),110-116, ,,5,110,116,-6,3404.0
3:16.0, ,110-116,Defensive rebound by Team,,5,110,116,-6,3404.0
3:02.0, ,110-118,W. Carter makes 2-pt dunk from 4 ft (assist by C. Anthony),,5,110,118,-8,3418.0
3:02.0,Miami full timeout,110-118, ,,5,110,118,-8,3418.0
2:41.0,Shooting foul by M. Fultz (drawn by G. Vincent),110-118, ,,5,110,118,-8,3439.0
2:41.0,G. Vincent makes free throw 1 of 2,111-118, ,,5,111,118,-7,3439.0
2:41.0,G. Vincent makes free throw 2 of 2,112-118, ,,5,112,118,-6,3439.0
2:26.0, ,112-121,W. Carter makes 3-pt jump shot from 23 ft (assist by M. Fultz),,5,112,121,-9,3454.0
2:12.0,Turnover by K. Lowry (bad pass; steal by J. Suggs),112-121, ,,5,112,121,-9,3468.0
2:06.0, ,112-123,W. Carter makes 2-pt dunk from 3 ft (assist by J. Suggs),,5,112,123,-11,3474.0
1:56.0,Personal foul by C. Anthony (drawn by J. Butler),112-123, ,,5,112,123,-11,3484.0
1:50.0,G. Vincent makes 2-pt layup from 4 ft (assist by B. Adebayo),114-123, ,,5,114,123,-9,3490.0
1:30.0, ,114-123,M. Fultz misses 2-pt jump shot from 14 ft,,5,114,123,-9,3510.0
1:29.0,Defensive rebound by K. Lowry,114-123, ,,5,114,123,-9,3511.0
1:18.0,G. Vincent misses 2-pt jump shot from 13 ft,114-123, ,,5,114,123,-9,3522.0
1:17.0, ,114-123,Defensive rebound by W. Carter,,5,114,123,-9,3523.0
0:54.0, ,114-123,C. Anthony misses 2-pt jump shot from 17 ft,,5,114,123,-9,3546.0
0:54.0, ,114-123,Offensive rebound by J. Suggs,,5,114,123,-9,3546.0
0:54.0, ,114-125,J. Suggs makes 2-pt layup at rim,,5,114,125,-11,3546.0
0:41.0,Turnover by G. Vincent (bad pass; steal by M. Fultz),114-125, ,,5,114,125,-11,3559.0
0:19.0, ,114-125,Turnover by Team (shot clock),,5,114,125,-11,3581.0
0:10.0,Technical foul by J. Butler,114-125, ,,5,114,125,-11,3590.0
0:10.0, ,114-126,C. Anthony makes technical free throw,,5,114,126,-12,3590.0
0:00.0,End of 1st overtime,114-126,,,5,114,126,-12,3600.0
