Time,Miami,Score,Indiana,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:07.0,M. Strus misses 3-pt jump shot from 27 ft,59-62, ,,3,59,62,-3,1973.0
3:03.0, ,59-62,Defensive rebound by A. Nembhard,,3,59,62,-3,1977.0
2:57.0, ,59-62,A. Nesmith misses 2-pt layup from 2 ft,,3,59,62,-3,1983.0
2:54.0,Defensive rebound by J. Butler,59-62, ,,3,59,62,-3,1986.0
2:48.0,V. Oladipo misses 2-pt layup from 5 ft,59-62, ,,3,59,62,-3,1992.0
2:46.0, ,59-62,Defensive rebound by A. Nesmith,,3,59,62,-3,1994.0
2:42.0, ,59-62,Personal foul by J. Butler (drawn by M. Turner),,3,59,62,-3,1998.0
2:42.0,Miami full timeout,59-62, ,,3,59,62,-3,1998.0
2:42.0,D. Dedmon enters the game for B. Adebayo,59-62, ,,3,59,62,-3,1998.0
2:42.0,T. Herro enters the game for J. Butler,59-62, ,,3,59,62,-3,1998.0
2:42.0,C. Martin enters the game for K. Lowry,59-62, ,,3,59,62,-3,1998.0
2:42.0, ,59-62,B. Hield enters the game for T. Haliburton,,3,59,62,-3,1998.0
2:42.0, ,59-62,T. McConnell enters the game for A. Nesmith,,3,59,62,-3,1998.0
2:42.0, ,59-62,J. Smith enters the game for M. Turner,,3,59,62,-3,1998.0
2:36.0, ,59-62,T. McConnell misses 2-pt jump shot from 10 ft,,3,59,62,-3,2004.0
2:32.0,Defensive rebound by D. Dedmon,59-62, ,,3,59,62,-3,2008.0
2:10.0,M. Strus misses 3-pt jump shot from 23 ft,59-62, ,,3,59,62,-3,2030.0
2:07.0, ,59-62,Defensive rebound by B. Mathurin,,3,59,62,-3,2033.0
2:01.0, ,59-62,B. Mathurin misses 3-pt jump shot from 26 ft,,3,59,62,-3,2039.0
1:58.0,Defensive rebound by M. Strus,59-62, ,,3,59,62,-3,2042.0
1:40.0,T. Herro makes 3-pt jump shot from 23 ft (assist by V. Oladipo),62-62, ,Tie,3,62,62,0,2060.0
1:21.0, ,62-64,B. Hield makes 2-pt layup from 4 ft (assist by J. Smith),,3,62,64,-2,2079.0
0:55.0,C. Martin makes 2-pt jump shot from 20 ft,64-64, ,Tie,3,64,64,0,2105.0
0:50.0, ,64-64,B. Hield misses 3-pt jump shot from 27 ft,,3,64,64,0,2110.0
0:47.0,Defensive rebound by T. Herro,64-64, ,,3,64,64,0,2113.0
0:35.0,V. Oladipo makes 3-pt jump shot from 26 ft,67-64, ,Lead change,3,67,64,3,2125.0
0:13.0, ,67-64,B. Hield misses 2-pt layup from 4 ft,,3,67,64,3,2147.0
0:09.0,Defensive rebound by C. Martin,67-64, ,,3,67,64,3,2151.0
0:00.0,Turnover by V. Oladipo (lost ball; steal by J. Smith),67-64, ,,3,67,64,3,2160.0
0:00.0,End of 3rd quarter,67-64,,,3,67,64,3,2160.0
12:00.0,Start of 4th quarter,67-64,,,4,67,64,3,2160.0
11:48.0,M. Strus misses 3-pt jump shot from 28 ft,67-64, ,,4,67,64,3,2172.0
11:44.0, ,67-64,Defensive rebound by O. Brissett,,4,67,64,3,2176.0
11:27.0, ,67-66,T. McConnell makes 2-pt hook shot from 4 ft,,4,67,66,1,2193.0
11:04.0,V. Oladipo makes 2-pt jump shot from 17 ft (assist by D. Dedmon),69-66, ,,4,69,66,3,2216.0
10:46.0, ,69-66,J. Smith misses 3-pt jump shot from 26 ft,,4,69,66,3,2234.0
10:43.0, ,69-66,Offensive rebound by O. Brissett,,4,69,66,3,2237.0
10:40.0, ,69-66,J. Smith misses 2-pt hook shot from 8 ft,,4,69,66,3,2240.0
10:38.0,Defensive rebound by D. Dedmon,69-66, ,,4,69,66,3,2242.0
10:29.0,Personal foul by B. Hield (drawn by M. Strus),69-66, ,,4,69,66,3,2251.0
10:16.0,T. Herro misses 2-pt jump shot from 10 ft,69-66, ,,4,69,66,3,2264.0
10:12.0, ,69-66,Defensive rebound by O. Brissett,,4,69,66,3,2268.0
10:06.0, ,69-66,B. Hield misses 2-pt layup from 2 ft,,4,69,66,3,2274.0
10:04.0, ,69-66,Offensive rebound by T. McConnell,,4,69,66,3,2276.0
9:59.0, ,69-66,Shooting foul by D. Dedmon (drawn by J. Smith),,4,69,66,3,2281.0
9:59.0, ,69-67,J. Smith makes free throw 1 of 2,,4,69,67,2,2281.0
9:59.0, ,69-68,J. Smith makes free throw 2 of 2,,4,69,68,1,2281.0
9:41.0,Turnover by C. Martin (lost ball; steal by J. Smith),69-68, ,,4,69,68,1,2299.0
9:38.0, ,69-68,Turnover by J. Smith (bad pass),,4,69,68,1,2302.0
9:38.0,B. Adebayo enters the game for D. Dedmon,69-68, ,,4,69,68,1,2302.0
9:38.0, ,69-68,M. Turner enters the game for J. Smith,,4,69,68,1,2302.0
9:17.0,M. Strus misses 3-pt jump shot from 27 ft,69-68, ,,4,69,68,1,2323.0
9:14.0, ,69-68,Defensive rebound by T. McConnell,,4,69,68,1,2326.0
8:57.0, ,69-68,Shooting foul by M. Strus (drawn by B. Mathurin),,4,69,68,1,2343.0
8:57.0, ,69-69,B. Mathurin makes free throw 1 of 2,Tie,4,69,69,0,2343.0
8:57.0, ,69-69,A. Nesmith enters the game for B. Hield,,4,69,69,0,2343.0
8:57.0, ,69-70,B. Mathurin makes free throw 2 of 2,Lead change,4,69,70,-1,2343.0
8:44.0,M. Strus makes 3-pt jump shot from 23 ft (assist by T. Herro),72-70, ,Lead change,4,72,70,2,2356.0
8:23.0, ,72-70,Offensive foul by O. Brissett (drawn by B. Adebayo),,4,72,70,2,2377.0
8:23.0, ,72-70,Turnover by O. Brissett (offensive foul),,4,72,70,2,2377.0
8:10.0,T. Herro misses 2-pt layup from 4 ft,72-70, ,,4,72,70,2,2390.0
8:07.0, ,72-70,Defensive rebound by T. McConnell,,4,72,70,2,2393.0
8:03.0, ,72-72,T. McConnell makes 2-pt layup from 3 ft,Tie,4,72,72,0,2397.0
7:47.0,M. Strus misses 3-pt jump shot from 26 ft,72-72, ,,4,72,72,0,2413.0
7:43.0, ,72-72,Defensive rebound by M. Turner,,4,72,72,0,2417.0
7:32.0, ,72-72,O. Brissett misses 3-pt jump shot from 24 ft,,4,72,72,0,2428.0
7:30.0,Defensive rebound by V. Oladipo,72-72, ,,4,72,72,0,2430.0
7:24.0,Miami full timeout,72-72, ,,4,72,72,0,2436.0
7:24.0,J. Butler enters the game for T. Herro,72-72, ,,4,72,72,0,2436.0
7:24.0,K. Lowry enters the game for V. Oladipo,72-72, ,,4,72,72,0,2436.0
7:24.0, ,72-72,T. Haliburton enters the game for O. Brissett,,4,72,72,0,2436.0
7:19.0,Personal foul by A. Nesmith (drawn by J. Butler),72-72, ,,4,72,72,0,2441.0
7:09.0,Shooting foul by M. Turner (drawn by B. Adebayo),72-72, ,,4,72,72,0,2451.0
7:09.0,B. Adebayo makes free throw 1 of 2,73-72, ,,4,73,72,1,2451.0
7:09.0,B. Adebayo makes free throw 2 of 2,74-72, ,,4,74,72,2,2451.0
6:45.0, ,74-72,T. McConnell misses 3-pt jump shot from 24 ft,,4,74,72,2,2475.0
6:45.0, ,74-72,Offensive rebound by Team,,4,74,72,2,2475.0
6:45.0, ,74-72,Turnover by Team (shot clock),,4,74,72,2,2475.0
6:22.0,J. Butler misses 2-pt jump shot from 19 ft,74-72, ,,4,74,72,2,2498.0
6:18.0, ,74-72,Defensive rebound by M. Turner,,4,74,72,2,2502.0
6:13.0, ,74-72,Turnover by B. Mathurin (lost ball; steal by B. Adebayo),,4,74,72,2,2507.0
5:51.0,B. Adebayo misses 2-pt jump shot from 13 ft,74-72, ,,4,74,72,2,2529.0
5:49.0, ,74-72,Defensive rebound by Team,,4,74,72,2,2531.0
5:49.0, ,74-72,B. Hield enters the game for B. Mathurin,,4,74,72,2,2531.0
5:49.0, ,74-72,A. Nembhard enters the game for T. McConnell,,4,74,72,2,2531.0
5:23.0,Jump ball: B. Adebayo vs. A. Nembhard (J. Butler gains possession),74-72,,,4,74,72,2,2557.0
5:23.0, ,74-72,Turnover by A. Nembhard (lost ball; steal by B. Adebayo),,4,74,72,2,2557.0
5:12.0,Turnover by J. Butler (traveling),74-72, ,,4,74,72,2,2568.0
4:59.0, ,74-72,Shooting foul by B. Adebayo (drawn by A. Nembhard),,4,74,72,2,2581.0
4:59.0, ,74-73,A. Nembhard makes free throw 1 of 2,,4,74,73,1,2581.0
4:59.0, ,74-73,A. Nembhard misses free throw 2 of 2,,4,74,73,1,2581.0
4:58.0,Defensive rebound by B. Adebayo,74-73, ,,4,74,73,1,2582.0
4:37.0,B. Adebayo misses 2-pt jump shot from 15 ft,74-73, ,,4,74,73,1,2603.0
4:33.0, ,74-73,Defensive rebound by B. Hield,,4,74,73,1,2607.0
4:28.0, ,74-73,Personal foul by C. Martin (drawn by M. Turner),,4,74,73,1,2612.0
4:28.0,T. Herro enters the game for M. Strus,74-73, ,,4,74,73,1,2612.0
4:13.0, ,74-73,A. Nembhard misses 2-pt layup from 7 ft,,4,74,73,1,2627.0
4:08.0, ,74-73,Offensive rebound by M. Turner,,4,74,73,1,2632.0
4:08.0, ,74-73,M. Turner misses 2-pt layup at rim,,4,74,73,1,2632.0
4:08.0,Defensive rebound by J. Butler,74-73, ,,4,74,73,1,2632.0
3:54.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by J. Butler),77-73, ,,4,77,73,4,2646.0
3:51.0, ,77-73,Indiana full timeout,,4,77,73,4,2649.0
3:33.0, ,77-75,B. Hield makes 2-pt jump shot from 21 ft,,4,77,75,2,2667.0
3:11.0,J. Butler makes 2-pt layup from 3 ft (assist by B. Adebayo),79-75, ,,4,79,75,4,2689.0
3:11.0,Shooting foul by T. Haliburton (drawn by J. Butler),79-75, ,,4,79,75,4,2689.0
3:11.0,J. Butler makes free throw 1 of 1,80-75, ,,4,80,75,5,2689.0
3:06.0, ,80-75,A. Nembhard misses 2-pt jump shot from 9 ft,,4,80,75,5,2694.0
3:02.0,Defensive rebound by T. Herro,80-75, ,,4,80,75,5,2698.0
2:52.0,J. Butler makes 2-pt layup from 2 ft,82-75, ,,4,82,75,7,2708.0
2:43.0, ,82-75,M. Turner misses 3-pt jump shot from 27 ft,,4,82,75,7,2717.0
2:39.0,Defensive rebound by B. Adebayo,82-75, ,,4,82,75,7,2721.0
2:26.0,J. Butler makes 2-pt jump shot from 11 ft,84-75, ,,4,84,75,9,2734.0
2:25.0, ,84-75,Indiana full timeout,,4,84,75,9,2735.0
2:17.0, ,84-75,Personal foul by T. Herro (drawn by A. Nembhard),,4,84,75,9,2743.0
2:17.0, ,84-76,A. Nembhard makes free throw 1 of 2,,4,84,76,8,2743.0
2:17.0, ,84-77,A. Nembhard makes free throw 2 of 2,,4,84,77,7,2743.0
2:03.0,J. Butler misses 2-pt layup from 7 ft (block by M. Turner),84-77, ,,4,84,77,7,2757.0
2:02.0,Offensive rebound by Team,84-77, ,,4,84,77,7,2758.0
1:55.0,C. Martin misses 2-pt layup from 2 ft (block by M. Turner),84-77, ,,4,84,77,7,2765.0
1:52.0, ,84-77,Defensive rebound by M. Turner,,4,84,77,7,2768.0
1:36.0, ,84-77,T. Haliburton misses 3-pt jump shot from 25 ft,,4,84,77,7,2784.0
1:32.0, ,84-77,Offensive rebound by Team,,4,84,77,7,2788.0
1:32.0, ,84-77,Violation by Team (kicked ball),,4,84,77,7,2788.0
1:32.0, ,84-77,B. Mathurin enters the game for A. Nesmith,,4,84,77,7,2788.0
1:09.0,Shooting foul by M. Turner (drawn by C. Martin),84-77, ,,4,84,77,7,2811.0
1:09.0,C. Martin makes free throw 1 of 2,85-77, ,,4,85,77,8,2811.0
1:09.0,C. Martin makes free throw 2 of 2,86-77, ,,4,86,77,9,2811.0
1:01.0, ,86-79,A. Nembhard makes 2-pt layup from 3 ft,,4,86,79,7,2819.0
0:47.0,Turnover by B. Adebayo (lost ball; steal by M. Turner),86-79, ,,4,86,79,7,2833.0
0:42.0, ,86-82,B. Hield makes 3-pt jump shot from 25 ft (assist by T. Haliburton),,4,86,82,4,2838.0
0:41.0,Miami full timeout,86-82, ,,4,86,82,4,2839.0
0:40.0,Turnover by K. Lowry (bad pass),86-82, ,,4,86,82,4,2840.0
0:33.0, ,86-82,Turnover by M. Turner (step out of bounds),,4,86,82,4,2847.0
0:22.0,Personal take foul by M. Turner (drawn by B. Adebayo),86-82, ,,4,86,82,4,2858.0
0:22.0,B. Adebayo misses free throw 1 of 2,86-82, ,,4,86,82,4,2858.0
0:22.0,Offensive rebound by Team,86-82, ,,4,86,82,4,2858.0
0:22.0,B. Adebayo makes free throw 2 of 2,87-82, ,,4,87,82,5,2858.0
0:16.0, ,87-82,B. Mathurin misses 3-pt jump shot from 25 ft,,4,87,82,5,2864.0
0:12.0,Defensive rebound by T. Herro,87-82, ,,4,87,82,5,2868.0
0:11.0,Personal take foul by B. Mathurin (drawn by J. Butler),87-82, ,,4,87,82,5,2869.0
0:11.0,J. Butler misses free throw 1 of 2,87-82, ,,4,87,82,5,2869.0
0:11.0,Offensive rebound by Team,87-82, ,,4,87,82,5,2869.0
0:11.0,J. Butler misses free throw 2 of 2,87-82, ,,4,87,82,5,2869.0
0:09.0, ,87-82,Defensive rebound by B. Hield,,4,87,82,5,2871.0
0:00.0, ,87-82,B. Mathurin misses 3-pt jump shot from 25 ft,,4,87,82,5,2880.0
0:00.0, ,87-82,Offensive rebound by Team,,4,87,82,5,2880.0
0:00.0,End of 4th quarter,87-82,,,4,87,82,5,2880.0
