Time,Miami,Score,Philadelphia,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:49.0,B. Adebayo makes free throw 2 of 2,84-77, ,,3,84,77,7,2111.0
0:36.0, ,84-80,T. Maxey makes 3-pt jump shot from 30 ft (assist by J. Harden),,3,84,80,4,2124.0
0:18.0,Turnover by V. Oladipo (bad pass; steal by J. Harden),84-80, ,,3,84,80,4,2142.0
0:00.0, ,84-80,T. Maxey misses 3-pt jump shot from 28 ft,,3,84,80,4,2160.0
0:00.0, ,84-80,Offensive rebound by Team,,3,84,80,4,2160.0
0:00.0,End of 3rd quarter,84-80,,,3,84,80,4,2160.0
12:00.0,Start of 4th quarter,84-80,,,4,84,80,4,2160.0
11:42.0, ,84-80,Turnover by J. McDaniels (bad pass; steal by V. Oladipo),,4,84,80,4,2178.0
11:42.0,Personal foul by J. McDaniels (drawn by V. Oladipo),84-80, ,,4,84,80,4,2178.0
11:34.0,T. Herro misses 3-pt jump shot from 23 ft,84-80, ,,4,84,80,4,2186.0
11:29.0, ,84-80,Defensive rebound by P. Reed,,4,84,80,4,2191.0
11:26.0, ,84-80,Shooting foul by V. Oladipo (drawn by S. Milton),,4,84,80,4,2194.0
11:26.0, ,84-81,S. Milton makes free throw 1 of 2,,4,84,81,3,2194.0
11:26.0, ,84-81,G. Niang enters the game for J. Harden,,4,84,81,3,2194.0
11:26.0, ,84-81,S. Milton misses free throw 2 of 2,,4,84,81,3,2194.0
11:24.0,Defensive rebound by C. Martin,84-81, ,,4,84,81,3,2196.0
11:14.0,Personal foul by S. Milton (drawn by C. Martin),84-81, ,,4,84,81,3,2206.0
11:09.0,M. Strus makes 3-pt jump shot from 26 ft (assist by V. Oladipo),87-81, ,,4,87,81,6,2211.0
10:49.0, ,87-81,Shooting foul by V. Oladipo (drawn by T. Maxey),,4,87,81,6,2231.0
10:49.0, ,87-82,T. Maxey makes free throw 1 of 2,,4,87,82,5,2231.0
10:49.0, ,87-83,T. Maxey makes free throw 2 of 2,,4,87,83,4,2231.0
10:29.0,M. Strus misses 3-pt jump shot from 24 ft,87-83, ,,4,87,83,4,2251.0
10:27.0, ,87-83,Defensive rebound by T. Maxey,,4,87,83,4,2253.0
10:27.0, ,87-83,Personal foul by C. Zeller (drawn by T. Maxey),,4,87,83,4,2253.0
10:17.0, ,87-83,G. Niang misses 3-pt jump shot from 28 ft,,4,87,83,4,2263.0
10:14.0, ,87-83,Offensive rebound by J. McDaniels,,4,87,83,4,2266.0
10:10.0, ,87-83,S. Milton misses 2-pt jump shot from 18 ft,,4,87,83,4,2270.0
10:08.0,Defensive rebound by C. Martin,87-83, ,,4,87,83,4,2272.0
10:01.0,Turnover by V. Oladipo (bad pass),87-83, ,,4,87,83,4,2279.0
9:48.0, ,87-83,T. Maxey misses 3-pt jump shot from 28 ft,,4,87,83,4,2292.0
9:46.0,Defensive rebound by Team,87-83, ,,4,87,83,4,2294.0
9:46.0, ,87-83,J. Embiid enters the game for P. Reed,,4,87,83,4,2294.0
9:27.0,T. Herro makes 3-pt jump shot from 23 ft (assist by C. Martin),90-83, ,,4,90,83,7,2313.0
9:05.0, ,90-83,G. Niang misses 3-pt jump shot from 26 ft,,4,90,83,7,2335.0
9:02.0,Defensive rebound by V. Oladipo,90-83, ,,4,90,83,7,2338.0
8:55.0,Shooting foul by J. McDaniels (drawn by C. Martin),90-83, ,,4,90,83,7,2345.0
8:55.0,C. Martin makes free throw 1 of 2,91-83, ,,4,91,83,8,2345.0
8:55.0, ,91-83,T. Harris enters the game for S. Milton,,4,91,83,8,2345.0
8:55.0, ,91-83,D. Melton enters the game for G. Niang,,4,91,83,8,2345.0
8:55.0,C. Martin makes free throw 2 of 2,92-83, ,,4,92,83,9,2345.0
8:34.0, ,92-83,T. Harris misses 3-pt jump shot from 28 ft,,4,92,83,9,2366.0
8:33.0, ,92-83,Offensive rebound by Team,,4,92,83,9,2367.0
8:33.0,Loose ball foul by C. Zeller (drawn by J. Embiid),92-83, ,,4,92,83,9,2367.0
8:22.0, ,92-83,J. Embiid misses 2-pt jump shot from 20 ft,,4,92,83,9,2378.0
8:19.0, ,92-83,Offensive rebound by J. McDaniels,,4,92,83,9,2381.0
8:18.0, ,92-83,D. Melton misses 3-pt jump shot from 23 ft,,4,92,83,9,2382.0
8:16.0, ,92-83,Offensive rebound by J. McDaniels,,4,92,83,9,2384.0
8:16.0, ,92-83,J. McDaniels misses 2-pt dunk at rim,,4,92,83,9,2384.0
8:15.0, ,92-83,Offensive rebound by J. Embiid,,4,92,83,9,2385.0
8:10.0, ,92-83,J. McDaniels misses 2-pt layup from 2 ft,,4,92,83,9,2390.0
8:06.0, ,92-83,Offensive rebound by J. Embiid,,4,92,83,9,2394.0
8:04.0, ,92-83,Turnover by J. Embiid (bad pass; steal by C. Martin),,4,92,83,9,2396.0
7:46.0,V. Oladipo misses 3-pt jump shot from 26 ft,92-83, ,,4,92,83,9,2414.0
7:41.0, ,92-83,Defensive rebound by J. Embiid,,4,92,83,9,2419.0
7:32.0, ,92-83,Offensive foul by T. Maxey (drawn by V. Oladipo),,4,92,83,9,2428.0
7:32.0, ,92-83,Turnover by T. Maxey (offensive foul),,4,92,83,9,2428.0
7:32.0, ,92-83,Philadelphia full timeout,,4,92,83,9,2428.0
7:32.0, ,92-83,Instant Replay (Challenge: Stands),,4,92,83,9,2428.0
7:32.0, ,92-83,J. Harden enters the game for J. McDaniels,,4,92,83,9,2428.0
7:10.0,Shooting foul by T. Maxey (drawn by M. Strus),92-83, ,,4,92,83,9,2450.0
7:10.0,M. Strus makes free throw 1 of 2,93-83, ,,4,93,83,10,2450.0
7:10.0,M. Strus makes free throw 2 of 2,94-83, ,,4,94,83,11,2450.0
6:50.0, ,94-85,J. Embiid makes 2-pt jump shot from 15 ft (assist by J. Harden),,4,94,85,9,2470.0
6:39.0,T. Herro misses 3-pt jump shot from 26 ft,94-85, ,,4,94,85,9,2481.0
6:35.0, ,94-85,Defensive rebound by J. Harden,,4,94,85,9,2485.0
6:29.0, ,94-85,J. Embiid misses 2-pt layup from 2 ft (block by C. Zeller),,4,94,85,9,2491.0
6:27.0,Defensive rebound by T. Herro,94-85, ,,4,94,85,9,2493.0
6:15.0,M. Strus misses 3-pt jump shot from 28 ft,94-85, ,,4,94,85,9,2505.0
6:12.0, ,94-85,Defensive rebound by J. Embiid,,4,94,85,9,2508.0
6:12.0, ,94-85,Personal foul by M. Strus (drawn by J. Harden),,4,94,85,9,2508.0
6:12.0, ,94-86,J. Harden makes free throw 1 of 2,,4,94,86,8,2508.0
6:12.0,J. Butler enters the game for T. Herro,94-86, ,,4,94,86,8,2508.0
6:12.0,G. Vincent enters the game for M. Strus,94-86, ,,4,94,86,8,2508.0
6:12.0, ,94-87,J. Harden makes free throw 2 of 2,,4,94,87,7,2508.0
5:59.0,Shooting foul by T. Harris (drawn by C. Zeller),94-87, ,,4,94,87,7,2521.0
5:59.0,C. Zeller misses free throw 1 of 2,94-87, ,,4,94,87,7,2521.0
5:59.0,Offensive rebound by Team,94-87, ,,4,94,87,7,2521.0
5:59.0,C. Zeller makes free throw 2 of 2,95-87, ,,4,95,87,8,2521.0
5:46.0, ,95-90,T. Maxey makes 3-pt jump shot from 27 ft (assist by J. Harden),,4,95,90,5,2534.0
5:45.0,Miami full timeout,95-90, ,,4,95,90,5,2535.0
5:45.0,B. Adebayo enters the game for C. Zeller,95-90, ,,4,95,90,5,2535.0
5:27.0,Turnover by B. Adebayo (lost ball; steal by J. Harden),95-90, ,,4,95,90,5,2553.0
5:22.0, ,95-92,D. Melton makes 2-pt layup from 1 ft (assist by T. Maxey),,4,95,92,3,2558.0
5:22.0, ,95-92,Shooting foul by V. Oladipo (drawn by D. Melton),,4,95,92,3,2558.0
5:22.0, ,95-92,P. Tucker enters the game for T. Harris,,4,95,92,3,2558.0
5:22.0, ,95-93,D. Melton makes free throw 1 of 1,,4,95,93,2,2558.0
5:03.0,J. Butler misses 2-pt jump shot from 15 ft,95-93, ,,4,95,93,2,2577.0
5:00.0, ,95-93,Defensive rebound by J. Embiid,,4,95,93,2,2580.0
4:42.0, ,95-93,J. Harden misses 2-pt jump shot from 7 ft,,4,95,93,2,2598.0
4:42.0, ,95-93,Offensive rebound by Team,,4,95,93,2,2598.0
4:42.0,T. Herro enters the game for V. Oladipo,95-93, ,,4,95,93,2,2598.0
4:40.0, ,95-93,T. Maxey misses 2-pt jump shot from 22 ft,,4,95,93,2,2600.0
4:37.0,Defensive rebound by C. Martin,95-93, ,,4,95,93,2,2603.0
4:23.0,B. Adebayo misses 2-pt jump shot from 8 ft,95-93, ,,4,95,93,2,2617.0
4:21.0, ,95-93,Defensive rebound by P. Tucker,,4,95,93,2,2619.0
4:17.0, ,95-93,D. Melton misses 2-pt jump shot from 2 ft,,4,95,93,2,2623.0
4:15.0,Defensive rebound by J. Butler,95-93, ,,4,95,93,2,2625.0
4:10.0,J. Butler misses 2-pt layup from 18 ft,95-93, ,,4,95,93,2,2630.0
4:07.0, ,95-93,Defensive rebound by D. Melton,,4,95,93,2,2633.0
4:00.0, ,95-93,T. Maxey misses 2-pt layup from 3 ft,,4,95,93,2,2640.0
3:58.0,Defensive rebound by J. Butler,95-93, ,,4,95,93,2,2642.0
3:54.0,B. Adebayo makes 2-pt layup from 3 ft (assist by J. Butler),97-93, ,,4,97,93,4,2646.0
3:32.0, ,97-95,J. Embiid makes 2-pt layup from 3 ft (assist by J. Harden),,4,97,95,2,2668.0
3:32.0,Miami full timeout,97-95, ,,4,97,95,2,2668.0
3:21.0,Shooting foul by T. Maxey (drawn by J. Butler),97-95, ,,4,97,95,2,2679.0
3:21.0, ,97-95,T. Harris enters the game for T. Maxey,,4,97,95,2,2679.0
3:21.0,J. Butler misses free throw 1 of 2,97-95, ,,4,97,95,2,2679.0
3:21.0,Offensive rebound by Team,97-95, ,,4,97,95,2,2679.0
3:21.0,J. Butler makes free throw 2 of 2,98-95, ,,4,98,95,3,2679.0
3:21.0, ,98-95,Philadelphia full timeout,,4,98,95,3,2679.0
3:01.0, ,98-97,J. Embiid makes 2-pt jump shot from 11 ft,,4,98,97,1,2699.0
2:33.0,C. Martin misses 2-pt jump shot from 13 ft (block by J. Embiid),98-97, ,,4,98,97,1,2727.0
2:33.0,Offensive rebound by Team,98-97, ,,4,98,97,1,2727.0
2:33.0,Turnover by Team (shot clock),98-97, ,,4,98,97,1,2727.0
2:12.0, ,98-97,T. Harris misses 3-pt jump shot from 24 ft,,4,98,97,1,2748.0
2:09.0, ,98-97,Offensive rebound by J. Embiid,,4,98,97,1,2751.0
2:09.0, ,98-97,J. Embiid misses 3-pt jump shot from 27 ft,,4,98,97,1,2751.0
2:09.0, ,98-97,Offensive rebound by Team,,4,98,97,1,2751.0
2:09.0, ,98-97,Turnover by Team (shot clock),,4,98,97,1,2751.0
1:54.0,T. Herro misses 3-pt jump shot from 27 ft,98-97, ,,4,98,97,1,2766.0
1:52.0, ,98-97,Defensive rebound by J. Harden,,4,98,97,1,2768.0
1:41.0, ,98-97,Shooting foul by G. Vincent (drawn by J. Harden),,4,98,97,1,2779.0
1:41.0, ,98-98,J. Harden makes free throw 1 of 2,Tie,4,98,98,0,2779.0
1:41.0, ,98-99,J. Harden makes free throw 2 of 2,Lead change,4,98,99,-1,2779.0
1:28.0,J. Butler makes 2-pt layup from 2 ft,100-99, ,Lead change,4,100,99,1,2792.0
1:10.0, ,100-99,J. Harden misses 2-pt jump shot from 5 ft,,4,100,99,1,2810.0
1:04.0, ,100-99,Offensive rebound by J. Harden,,4,100,99,1,2816.0
1:04.0, ,100-99,Turnover by J. Harden (step out of bounds),,4,100,99,1,2816.0
0:49.0,Turnover by J. Butler (traveling),100-99, ,,4,100,99,1,2831.0
0:29.0, ,100-99,J. Embiid misses 2-pt jump shot from 10 ft (block by B. Adebayo),,4,100,99,1,2851.0
0:26.0,Defensive rebound by J. Butler,100-99, ,,4,100,99,1,2854.0
0:08.0,Shooting foul by J. Harden (drawn by J. Butler),100-99, ,,4,100,99,1,2872.0
0:08.0,V. Oladipo enters the game for T. Herro,100-99, ,,4,100,99,1,2872.0
0:08.0,J. Butler makes free throw 1 of 2,101-99, ,,4,101,99,2,2872.0
0:08.0,J. Butler misses free throw 2 of 2,101-99, ,,4,101,99,2,2872.0
0:08.0, ,101-99,Defensive rebound by J. Embiid,,4,101,99,2,2872.0
0:08.0, ,101-99,Philadelphia full timeout,,4,101,99,2,2872.0
0:01.0, ,101-99,J. Harden misses 3-pt jump shot from 28 ft,,4,101,99,2,2879.0
0:00.0, ,101-99,Offensive rebound by Team,,4,101,99,2,2880.0
0:00.0,End of 4th quarter,101-99,,,4,101,99,2,2880.0
