Time,Miami,Score,Charlotte,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
7:29.0, ,58-68,G. Hayward makes free throw 1 of 2,,3,58,68,-10,1711.0
7:29.0, ,58-69,G. Hayward makes free throw 2 of 2,,3,58,69,-11,1711.0
7:13.0,T. Herro makes 2-pt layup from 3 ft,60-69, ,,3,60,69,-9,1727.0
7:00.0, ,60-71,M. Williams makes 2-pt dunk from 1 ft (assist by L. Ball),,3,60,71,-11,1740.0
6:46.0,J. Butler makes 2-pt layup from 1 ft (assist by V. Oladipo),62-71, ,,3,62,71,-9,1754.0
6:34.0, ,62-71,Turnover by L. Ball (bad pass),,3,62,71,-9,1766.0
6:34.0, ,62-71,Charlotte full timeout,,3,62,71,-9,1766.0
6:21.0,K. Love misses 3-pt jump shot from 23 ft,62-71, ,,3,62,71,-9,1779.0
6:19.0, ,62-71,Defensive rebound by M. Williams,,3,62,71,-9,1781.0
6:08.0, ,62-73,M. Williams makes 2-pt hook shot from 2 ft (assist by L. Ball),,3,62,73,-11,1792.0
5:43.0,Turnover by Team (shot clock),62-73, ,,3,62,73,-11,1817.0
5:43.0,C. Zeller enters the game for B. Adebayo,62-73, ,,3,62,73,-11,1817.0
5:43.0, ,62-73,K. Jones enters the game for J. Thor,,3,62,73,-11,1817.0
5:27.0, ,62-75,G. Hayward makes 2-pt jump shot from 6 ft,,3,62,75,-13,1833.0
5:07.0,V. Oladipo misses 3-pt jump shot from 23 ft,62-75, ,,3,62,75,-13,1853.0
5:04.0,Offensive rebound by C. Zeller,62-75, ,,3,62,75,-13,1856.0
5:01.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Love),65-75, ,,3,65,75,-10,1859.0
4:45.0, ,65-75,G. Hayward misses 2-pt jump shot from 13 ft,,3,65,75,-10,1875.0
4:42.0,Defensive rebound by K. Love,65-75, ,,3,65,75,-10,1878.0
4:29.0,J. Butler makes 2-pt layup from 2 ft (assist by T. Herro),67-75, ,,3,67,75,-8,1891.0
4:29.0,M. Strus enters the game for T. Herro,67-75, ,,3,67,75,-8,1891.0
4:29.0, ,67-75,K. Oubre enters the game for L. Ball,,3,67,75,-8,1891.0
4:29.0, ,67-75,N. Richards enters the game for G. Hayward,,3,67,75,-8,1891.0
4:29.0, ,67-75,D. Smith enters the game for M. Williams,,3,67,75,-8,1891.0
4:03.0, ,67-75,Personal foul by V. Oladipo (drawn by T. Rozier),,3,67,75,-8,1917.0
3:55.0, ,67-75,K. Oubre misses 2-pt layup from 2 ft,,3,67,75,-8,1925.0
3:53.0,Defensive rebound by K. Love,67-75, ,,3,67,75,-8,1927.0
3:37.0,K. Love misses 3-pt jump shot from 24 ft,67-75, ,,3,67,75,-8,1943.0
3:35.0, ,67-75,Defensive rebound by K. Oubre,,3,67,75,-8,1945.0
3:30.0, ,67-75,Turnover by T. Rozier (lost ball),,3,67,75,-8,1950.0
3:30.0, ,67-75,Loose ball foul by T. Rozier (drawn by K. Love),,3,67,75,-8,1950.0
3:14.0,Shooting foul by D. Smith (drawn by J. Butler),67-75, ,,3,67,75,-8,1966.0
3:14.0, ,67-75,Technical foul by K. Oubre,,3,67,75,-8,1966.0
3:14.0,J. Butler misses technical free throw,67-75, ,,3,67,75,-8,1966.0
3:14.0,Offensive rebound by Team,67-75, ,,3,67,75,-8,1966.0
3:14.0,J. Butler misses free throw 1 of 2,67-75, ,,3,67,75,-8,1966.0
3:14.0,C. Martin enters the game for K. Love,67-75, ,,3,67,75,-8,1966.0
3:14.0,J. Butler makes free throw 2 of 2,68-75, ,,3,68,75,-7,1966.0
2:52.0, ,68-75,K. Oubre misses 2-pt layup from 2 ft,,3,68,75,-7,1988.0
2:48.0, ,68-75,Offensive rebound by N. Richards,,3,68,75,-7,1992.0
2:48.0, ,68-75,N. Richards misses 2-pt layup at rim,,3,68,75,-7,1992.0
2:47.0,Defensive rebound by M. Strus,68-75, ,,3,68,75,-7,1993.0
2:42.0,V. Oladipo misses 3-pt jump shot from 26 ft,68-75, ,,3,68,75,-7,1998.0
2:40.0,Offensive rebound by C. Zeller,68-75, ,,3,68,75,-7,2000.0
2:40.0,Turnover by C. Martin (step out of bounds),68-75, ,,3,68,75,-7,2000.0
2:40.0,Miami full timeout,68-75, ,,3,68,75,-7,2000.0
2:40.0,T. Herro enters the game for J. Butler,68-75, ,,3,68,75,-7,2000.0
2:17.0, ,68-75,T. Rozier misses 3-pt jump shot from 26 ft,,3,68,75,-7,2023.0
2:14.0,Defensive rebound by C. Martin,68-75, ,,3,68,75,-7,2026.0
2:04.0,C. Zeller misses 2-pt layup from 2 ft,68-75, ,,3,68,75,-7,2036.0
2:03.0, ,68-75,Defensive rebound by K. Oubre,,3,68,75,-7,2037.0
1:53.0, ,68-77,K. Oubre makes 2-pt jump shot from 6 ft,,3,68,77,-9,2047.0
1:35.0,T. Herro misses 3-pt jump shot from 25 ft,68-77, ,,3,68,77,-9,2065.0
1:34.0, ,68-77,Defensive rebound by Team,,3,68,77,-9,2066.0
1:34.0,Loose ball foul by C. Zeller (drawn by T. Rozier),68-77, ,,3,68,77,-9,2066.0
1:34.0, ,68-77,L. Ball enters the game for T. Rozier,,3,68,77,-9,2066.0
1:21.0, ,68-77,Shooting foul by T. Herro (drawn by K. Oubre),,3,68,77,-9,2079.0
1:21.0, ,68-77,K. Oubre misses free throw 1 of 2,,3,68,77,-9,2079.0
1:21.0, ,68-77,Offensive rebound by Team,,3,68,77,-9,2079.0
1:21.0, ,68-78,K. Oubre makes free throw 2 of 2,,3,68,78,-10,2079.0
1:09.0,M. Strus misses 3-pt jump shot from 26 ft,68-78, ,,3,68,78,-10,2091.0
1:07.0, ,68-78,Defensive rebound by N. Richards,,3,68,78,-10,2093.0
1:01.0, ,68-80,D. Smith makes 2-pt jump shot from 17 ft,,3,68,80,-12,2099.0
0:46.0,T. Herro makes 2-pt layup from 1 ft,70-80, ,,3,70,80,-10,2114.0
0:30.0, ,70-80,L. Ball misses 3-pt jump shot from 24 ft,,3,70,80,-10,2130.0
0:27.0,Defensive rebound by T. Herro,70-80, ,,3,70,80,-10,2133.0
0:04.0,C. Martin makes 2-pt jump shot from 14 ft (assist by T. Herro),72-80, ,,3,72,80,-8,2156.0
0:01.0, ,72-80,Personal foul by V. Oladipo (drawn by D. Smith),,3,72,80,-8,2159.0
0:01.0, ,72-80,Instant Replay (Request: Ruling Stands),,3,72,80,-8,2159.0
0:01.0, ,72-81,D. Smith makes free throw 1 of 2,,3,72,81,-9,2159.0
0:01.0, ,72-82,D. Smith makes free throw 2 of 2,,3,72,82,-10,2159.0
0:00.0,End of 3rd quarter,72-82,,,3,72,82,-10,2160.0
12:00.0,Start of 4th quarter,72-82,,,4,72,82,-10,2160.0
11:42.0,Turnover by M. Strus (bad pass; steal by D. Smith),72-82, ,,4,72,82,-10,2178.0
11:36.0, ,72-82,L. Ball misses 3-pt jump shot from 26 ft,,4,72,82,-10,2184.0
11:33.0,Defensive rebound by T. Herro,72-82, ,,4,72,82,-10,2187.0
11:27.0,Shooting foul by K. Oubre (drawn by T. Herro),72-82, ,,4,72,82,-10,2193.0
11:27.0,T. Herro makes free throw 1 of 3,73-82, ,,4,73,82,-9,2193.0
11:27.0,T. Herro makes free throw 2 of 3,74-82, ,,4,74,82,-8,2193.0
11:27.0,T. Herro makes free throw 3 of 3,75-82, ,,4,75,82,-7,2193.0
11:12.0, ,75-82,K. Oubre misses 2-pt jump shot from 13 ft,,4,75,82,-7,2208.0
11:09.0,Defensive rebound by B. Adebayo,75-82, ,,4,75,82,-7,2211.0
11:01.0,Turnover by V. Oladipo (bad pass; steal by J. Thor),75-82, ,,4,75,82,-7,2219.0
10:53.0, ,75-82,Turnover by L. Ball (back court),,4,75,82,-7,2227.0
10:41.0,Personal foul by D. Smith (drawn by B. Adebayo),75-82, ,,4,75,82,-7,2239.0
10:41.0,G. Vincent enters the game for V. Oladipo,75-82, ,,4,75,82,-7,2239.0
10:33.0,T. Herro misses 2-pt jump shot from 17 ft,75-82, ,,4,75,82,-7,2247.0
10:28.0,Offensive rebound by B. Adebayo,75-82, ,,4,75,82,-7,2252.0
10:26.0,C. Martin makes 3-pt jump shot from 24 ft (assist by B. Adebayo),78-82, ,,4,78,82,-4,2254.0
10:13.0, ,78-82,Turnover by L. Ball (lost ball; steal by C. Martin),,4,78,82,-4,2267.0
10:13.0,Turnover by C. Martin (out of bounds lost ball),78-82, ,,4,78,82,-4,2267.0
10:08.0, ,78-82,N. Richards misses 2-pt hook shot from 5 ft,,4,78,82,-4,2272.0
10:08.0,Defensive rebound by Team,78-82, ,,4,78,82,-4,2272.0
9:43.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by C. Martin),81-82, ,,4,81,82,-1,2297.0
9:27.0, ,81-85,L. Ball makes 3-pt jump shot from 27 ft,,4,81,85,-4,2313.0
9:12.0,B. Adebayo misses 2-pt layup from 3 ft,81-85, ,,4,81,85,-4,2328.0
9:11.0, ,81-85,Defensive rebound by K. Oubre,,4,81,85,-4,2329.0
9:07.0, ,81-88,L. Ball makes 3-pt jump shot from 28 ft,,4,81,88,-7,2333.0
9:07.0,Miami full timeout,81-88, ,,4,81,88,-7,2333.0
8:54.0,Personal foul by D. Smith (drawn by T. Herro),81-88, ,,4,81,88,-7,2346.0
8:39.0,T. Herro makes 3-pt jump shot from 25 ft (assist by M. Strus),84-88, ,,4,84,88,-4,2361.0
8:26.0, ,84-88,Turnover by D. Smith (bad pass; steal by B. Adebayo),,4,84,88,-4,2374.0
8:25.0,Shooting foul by L. Ball (drawn by B. Adebayo),84-88, ,,4,84,88,-4,2375.0
8:25.0,B. Adebayo makes free throw 1 of 2,85-88, ,,4,85,88,-3,2375.0
8:25.0,J. Butler enters the game for M. Strus,85-88, ,,4,85,88,-3,2375.0
8:25.0, ,85-88,G. Hayward enters the game for N. Richards,,4,85,88,-3,2375.0
8:25.0, ,85-88,M. Williams enters the game for J. Thor,,4,85,88,-3,2375.0
8:25.0,B. Adebayo makes free throw 2 of 2,86-88, ,,4,86,88,-2,2375.0
8:09.0, ,86-88,L. Ball misses 3-pt jump shot from 28 ft,,4,86,88,-2,2391.0
8:05.0,Defensive rebound by G. Vincent,86-88, ,,4,86,88,-2,2395.0
7:53.0,G. Vincent makes 2-pt layup from 1 ft,88-88, ,Tie,4,88,88,0,2407.0
7:32.0, ,88-91,D. Smith makes 3-pt jump shot from 25 ft (assist by G. Hayward),,4,88,91,-3,2428.0
7:20.0,T. Herro misses 3-pt jump shot from 26 ft,88-91, ,,4,88,91,-3,2440.0
7:17.0, ,88-91,Defensive rebound by D. Smith,,4,88,91,-3,2443.0
7:13.0, ,88-91,Personal foul by T. Herro (drawn by G. Hayward),,4,88,91,-3,2447.0
7:13.0, ,88-91,T. Rozier enters the game for K. Oubre,,4,88,91,-3,2447.0
7:07.0, ,88-93,G. Hayward makes 2-pt jump shot from 12 ft (assist by L. Ball),,4,88,93,-5,2453.0
7:07.0, ,88-93,Shooting foul by C. Martin (drawn by G. Hayward),,4,88,93,-5,2453.0
7:07.0, ,88-93,G. Hayward misses free throw 1 of 1,,4,88,93,-5,2453.0
7:05.0,Defensive rebound by T. Herro,88-93, ,,4,88,93,-5,2455.0
6:55.0,Turnover by G. Vincent (bad pass; steal by M. Williams),88-93, ,,4,88,93,-5,2465.0
6:51.0, ,88-93,Turnover by M. Williams (bad pass; steal by B. Adebayo),,4,88,93,-5,2469.0
6:44.0,G. Vincent misses 3-pt jump shot from 28 ft,88-93, ,,4,88,93,-5,2476.0
6:42.0, ,88-93,Defensive rebound by G. Hayward,,4,88,93,-5,2478.0
6:36.0, ,88-93,Personal foul by B. Adebayo (drawn by M. Williams),,4,88,93,-5,2484.0
6:27.0, ,88-93,L. Ball misses 3-pt jump shot from 26 ft,,4,88,93,-5,2493.0
6:27.0,Defensive rebound by Team,88-93, ,,4,88,93,-5,2493.0
6:27.0, ,88-93,Loose ball foul by M. Williams (drawn by C. Martin),,4,88,93,-5,2493.0
6:27.0,C. Martin misses free throw 1 of 2,88-93, ,,4,88,93,-5,2493.0
6:27.0,Offensive rebound by Team,88-93, ,,4,88,93,-5,2493.0
6:27.0,C. Martin makes free throw 2 of 2,89-93, ,,4,89,93,-4,2493.0
6:19.0, ,89-93,Personal foul by B. Adebayo (drawn by G. Hayward),,4,89,93,-4,2501.0
6:19.0,C. Zeller enters the game for B. Adebayo,89-93, ,,4,89,93,-4,2501.0
6:12.0, ,89-93,Turnover by L. Ball (bad pass),,4,89,93,-4,2508.0
5:58.0,Personal foul by G. Hayward (drawn by J. Butler),89-93, ,,4,89,93,-4,2522.0
5:58.0,J. Butler makes free throw 1 of 2,90-93, ,,4,90,93,-3,2522.0
5:58.0,J. Butler makes free throw 2 of 2,91-93, ,,4,91,93,-2,2522.0
5:43.0, ,91-95,G. Hayward makes 2-pt jump shot from 8 ft (assist by L. Ball),,4,91,95,-4,2537.0
5:34.0,G. Vincent misses 3-pt jump shot from 27 ft,91-95, ,,4,91,95,-4,2546.0
5:31.0, ,91-95,Defensive rebound by L. Ball,,4,91,95,-4,2549.0
5:17.0, ,91-95,T. Rozier misses 2-pt jump shot from 6 ft,,4,91,95,-4,2563.0
5:11.0, ,91-95,Offensive rebound by M. Williams,,4,91,95,-4,2569.0
5:11.0, ,91-97,M. Williams makes 2-pt dunk at rim,,4,91,97,-6,2569.0
4:58.0,J. Butler makes 2-pt jump shot from 9 ft (assist by G. Vincent),93-97, ,,4,93,97,-4,2582.0
4:44.0, ,93-97,Turnover by L. Ball (bad pass),,4,93,97,-4,2596.0
4:31.0,Turnover by G. Vincent (lost ball; steal by D. Smith),93-97, ,,4,93,97,-4,2609.0
4:29.0, ,93-99,T. Rozier makes 2-pt layup from 2 ft,,4,93,99,-6,2611.0
4:29.0,Miami full timeout,93-99, ,,4,93,99,-6,2611.0
4:29.0,B. Adebayo enters the game for C. Zeller,93-99, ,,4,93,99,-6,2611.0
4:15.0,Shooting foul by G. Hayward (drawn by J. Butler),93-99, ,,4,93,99,-6,2625.0
4:15.0,J. Butler makes free throw 1 of 2,94-99, ,,4,94,99,-5,2625.0
4:15.0,K. Love enters the game for C. Martin,94-99, ,,4,94,99,-5,2625.0
4:15.0,J. Butler makes free throw 2 of 2,95-99, ,,4,95,99,-4,2625.0
3:52.0, ,95-101,G. Hayward makes 2-pt jump shot from 7 ft,,4,95,101,-6,2648.0
3:37.0,Shooting foul by G. Hayward (drawn by J. Butler),95-101, ,,4,95,101,-6,2663.0
3:37.0,J. Butler makes free throw 1 of 2,96-101, ,,4,96,101,-5,2663.0
3:37.0,J. Butler misses free throw 2 of 2,96-101, ,,4,96,101,-5,2663.0
3:35.0,Offensive rebound by J. Butler,96-101, ,,4,96,101,-5,2665.0
3:31.0,K. Love misses 3-pt jump shot from 27 ft,96-101, ,,4,96,101,-5,2669.0
3:29.0, ,96-101,Defensive rebound by G. Hayward,,4,96,101,-5,2671.0
3:29.0, ,96-101,Charlotte full timeout,,4,96,101,-5,2671.0
3:16.0, ,96-101,G. Hayward misses 2-pt jump shot from 17 ft,,4,96,101,-5,2684.0
3:15.0,Defensive rebound by G. Vincent,96-101, ,,4,96,101,-5,2685.0
3:03.0,T. Herro makes 3-pt jump shot from 27 ft (assist by J. Butler),99-101, ,,4,99,101,-2,2697.0
2:42.0, ,99-103,D. Smith makes 2-pt jump shot from 10 ft (assist by L. Ball),,4,99,103,-4,2718.0
2:32.0,T. Herro makes 2-pt jump shot from 9 ft,101-103, ,,4,101,103,-2,2728.0
2:17.0, ,101-103,Personal foul by J. Butler (drawn by L. Ball),,4,101,103,-2,2743.0
2:17.0, ,101-103,L. Ball misses free throw 1 of 2,,4,101,103,-2,2743.0
2:17.0, ,101-103,Offensive rebound by Team,,4,101,103,-2,2743.0
2:17.0, ,101-104,L. Ball makes free throw 2 of 2,,4,101,104,-3,2743.0
2:06.0,B. Adebayo makes 2-pt dunk from 1 ft,103-104, ,,4,103,104,-1,2754.0
1:50.0, ,103-104,L. Ball misses 3-pt jump shot from 28 ft,,4,103,104,-1,2770.0
1:47.0, ,103-104,Offensive rebound by L. Ball,,4,103,104,-1,2773.0
1:35.0, ,103-104,T. Rozier misses 3-pt jump shot from 25 ft,,4,103,104,-1,2785.0
1:33.0,Defensive rebound by B. Adebayo,103-104, ,,4,103,104,-1,2787.0
1:30.0,Turnover by B. Adebayo (out of bounds lost ball),103-104, ,,4,103,104,-1,2790.0
1:19.0, ,103-106,M. Williams makes 2-pt layup from 2 ft (assist by L. Ball),,4,103,106,-3,2801.0
1:03.0,T. Herro misses 3-pt jump shot from 26 ft,103-106, ,,4,103,106,-3,2817.0
1:00.0, ,103-106,Defensive rebound by M. Williams,,4,103,106,-3,2820.0
0:45.0, ,103-106,T. Rozier misses 2-pt jump shot from 20 ft,,4,103,106,-3,2835.0
0:44.0, ,103-106,Offensive rebound by M. Williams,,4,103,106,-3,2836.0
0:44.0, ,103-108,M. Williams makes 2-pt dunk from 1 ft,,4,103,108,-5,2836.0
0:44.0,Miami full timeout,103-108, ,,4,103,108,-5,2836.0
0:40.0,Turnover by J. Butler (lost ball; steal by D. Smith),103-108, ,,4,103,108,-5,2840.0
0:23.0, ,103-108,T. Rozier misses 2-pt jump shot from 6 ft,,4,103,108,-5,2857.0
0:21.0,Defensive rebound by K. Love,103-108, ,,4,103,108,-5,2859.0
0:17.0,G. Vincent misses 3-pt jump shot from 28 ft,103-108, ,,4,103,108,-5,2863.0
0:14.0, ,103-108,Defensive rebound by G. Hayward,,4,103,108,-5,2866.0
0:00.0,End of 4th quarter,103-108,,,4,103,108,-5,2880.0
