Time,Charlotte,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:12.0, ,67-73,J. Butler makes free throw 1 of 2,,3,73,67,6,1908.0
4:12.0,N. Richards enters the game for M. Plumlee,67-73, ,,3,73,67,6,1908.0
4:12.0, ,67-74,J. Butler makes free throw 2 of 2,,3,74,67,7,1908.0
4:00.0,T. Rozier makes 2-pt layup from 1 ft (assist by K. Oubre),69-74, ,,3,74,69,5,1920.0
3:49.0, ,69-74,D. Dedmon misses 2-pt hook shot from 1 ft,,3,74,69,5,1931.0
3:46.0,Defensive rebound by T. Rozier,69-74, ,,3,74,69,5,1934.0
3:44.0,N. Richards makes 2-pt dunk from 1 ft (assist by T. Rozier),71-74, ,,3,74,71,3,1936.0
3:43.0, ,71-74,Miami full timeout,,3,74,71,3,1937.0
3:43.0, ,71-74,C. Martin enters the game for K. Lowry,,3,74,71,3,1937.0
3:22.0, ,71-76,J. Butler makes 2-pt hook shot from 4 ft,,3,76,71,5,1958.0
3:05.0,Offensive foul by N. Richards (drawn by D. Robinson),71-76, ,,3,76,71,5,1975.0
3:05.0,Turnover by N. Richards (offensive foul),71-76, ,,3,76,71,5,1975.0
3:05.0,T. Maledon enters the game for K. Oubre,71-76, ,,3,76,71,5,1975.0
3:05.0,P. Washington enters the game for T. Rozier,71-76, ,,3,76,71,5,1975.0
2:48.0, ,71-76,D. Robinson misses 3-pt jump shot from 25 ft,,3,76,71,5,1992.0
2:46.0,Defensive rebound by J. Bouknight,71-76, ,,3,76,71,5,1994.0
2:35.0,J. Bouknight misses 2-pt jump shot from 12 ft,71-76, ,,3,76,71,5,2005.0
2:35.0, ,71-76,Defensive rebound by Team,,3,76,71,5,2005.0
2:35.0,Loose ball foul by N. Richards (drawn by D. Dedmon),71-76, ,,3,76,71,5,2005.0
2:35.0, ,71-76,D. Dedmon misses free throw 1 of 2,,3,76,71,5,2005.0
2:35.0, ,71-76,Offensive rebound by Team,,3,76,71,5,2005.0
2:35.0, ,71-76,D. Dedmon misses free throw 2 of 2,,3,76,71,5,2005.0
2:32.0, ,71-76,Offensive rebound by C. Martin,,3,76,71,5,2008.0
2:27.0, ,71-79,D. Robinson makes 3-pt jump shot from 24 ft (assist by C. Martin),,3,79,71,8,2013.0
2:22.0,Turnover by T. Maledon (bad pass),71-79, ,,3,79,71,8,2018.0
2:03.0, ,71-81,D. Dedmon makes 2-pt jump shot from 9 ft (assist by J. Butler),,3,81,71,10,2037.0
2:00.0,Personal foul by C. Martin (drawn by T. Maledon),71-81, ,,3,81,71,10,2040.0
1:43.0,Shooting foul by D. Dedmon (drawn by P. Washington),71-81, ,,3,81,71,10,2057.0
1:43.0,P. Washington misses free throw 1 of 2,71-81, ,,3,81,71,10,2057.0
1:43.0,Offensive rebound by Team,71-81, ,,3,81,71,10,2057.0
1:43.0,P. Washington misses free throw 2 of 2,71-81, ,,3,81,71,10,2057.0
1:40.0, ,71-81,Defensive rebound by C. Martin,,3,81,71,10,2060.0
1:19.0, ,71-81,D. Robinson misses 2-pt jump shot from 10 ft,,3,81,71,10,2081.0
1:15.0,Defensive rebound by T. Maledon,71-81, ,,3,81,71,10,2085.0
1:13.0,Offensive foul by P. Washington (drawn by G. Vincent),71-81, ,,3,81,71,10,2087.0
1:13.0,Turnover by P. Washington (offensive foul),71-81, ,,3,81,71,10,2087.0
0:55.0, ,71-81,G. Vincent misses 3-pt jump shot from 25 ft,,3,81,71,10,2105.0
0:53.0, ,71-81,Offensive rebound by D. Dedmon,,3,81,71,10,2107.0
0:52.0, ,71-81,D. Dedmon misses 2-pt layup from 2 ft,,3,81,71,10,2108.0
0:52.0, ,71-81,Offensive rebound by C. Martin,,3,81,71,10,2108.0
0:40.0, ,71-81,Shooting foul by J. McDaniels (drawn by J. Butler),,3,81,71,10,2120.0
0:40.0, ,71-82,J. Butler makes free throw 1 of 3,,3,82,71,11,2120.0
0:40.0, ,71-83,J. Butler makes free throw 2 of 3,,3,83,71,12,2120.0
0:40.0, ,71-84,J. Butler makes free throw 3 of 3,,3,84,71,13,2120.0
0:24.0,J. Bouknight misses 3-pt jump shot from 29 ft,71-84, ,,3,84,71,13,2136.0
0:23.0,Offensive rebound by Team,71-84, ,,3,84,71,13,2137.0
0:23.0, ,71-84,Loose ball foul by D. Dedmon (drawn by N. Richards),,3,84,71,13,2137.0
0:23.0,N. Richards makes free throw 1 of 2,72-84, ,,3,84,72,12,2137.0
0:23.0, ,72-84,B. Adebayo enters the game for D. Dedmon,,3,84,72,12,2137.0
0:23.0,N. Richards makes free throw 2 of 2,73-84, ,,3,84,73,11,2137.0
0:04.0, ,73-84,Shooting foul by P. Washington (drawn by J. Butler),,3,84,73,11,2156.0
0:04.0, ,73-85,J. Butler makes free throw 1 of 2,,3,85,73,12,2156.0
0:04.0, ,73-85,J. Butler misses free throw 2 of 2,,3,85,73,12,2156.0
0:02.0,Defensive rebound by P. Washington,73-85, ,,3,85,73,12,2158.0
0:01.0,T. Maledon misses 3-pt jump shot from 43 ft,73-85, ,,3,85,73,12,2159.0
0:00.0,Offensive rebound by Team,73-85, ,,3,85,73,12,2160.0
0:00.0,End of 3rd quarter,73-85,,,3,85,73,12,2160.0
12:00.0,Start of 4th quarter,73-85,,,4,85,73,12,2160.0
11:45.0, ,73-85,C. Martin misses 3-pt jump shot from 23 ft,,4,85,73,12,2175.0
11:39.0,Defensive rebound by T. Rozier,73-85, ,,4,85,73,12,2181.0
11:28.0,P. Washington makes 2-pt dunk from 1 ft (assist by M. Plumlee),75-85, ,,4,85,75,10,2192.0
11:05.0, ,75-87,B. Adebayo makes 2-pt jump shot from 8 ft,,4,87,75,12,2215.0
10:43.0,J. McDaniels makes 3-pt jump shot from 23 ft (assist by D. Smith),78-87, ,,4,87,78,9,2237.0
10:24.0, ,78-87,Offensive foul by M. Strus (drawn by J. McDaniels),,4,87,78,9,2256.0
10:24.0, ,78-87,Turnover by M. Strus (offensive foul),,4,87,78,9,2256.0
10:07.0,P. Washington makes 2-pt jump shot from 9 ft (assist by D. Smith),80-87, ,,4,87,80,7,2273.0
9:52.0, ,80-87,B. Adebayo misses 2-pt jump shot from 4 ft,,4,87,80,7,2288.0
9:52.0,Defensive rebound by D. Smith,80-87, ,,4,87,80,7,2288.0
9:45.0,J. McDaniels makes 2-pt jump shot from 10 ft,82-87, ,,4,87,82,5,2295.0
9:45.0,Shooting foul by D. Robinson (drawn by J. McDaniels),82-87, ,,4,87,82,5,2295.0
9:45.0,J. McDaniels misses free throw 1 of 1,82-87, ,,4,87,82,5,2295.0
9:42.0, ,82-87,Defensive rebound by B. Adebayo,,4,87,82,5,2298.0
9:36.0, ,82-87,D. Robinson misses 3-pt jump shot from 28 ft,,4,87,82,5,2304.0
9:31.0,Defensive rebound by P. Washington,82-87, ,,4,87,82,5,2309.0
9:24.0,P. Washington misses 3-pt jump shot from 25 ft,82-87, ,,4,87,82,5,2316.0
9:22.0,Offensive rebound by J. McDaniels,82-87, ,,4,87,82,5,2318.0
9:22.0,J. McDaniels makes 2-pt layup from 1 ft,84-87, ,,4,87,84,3,2318.0
9:22.0, ,84-87,Miami full timeout,,4,87,84,3,2318.0
9:22.0,K. Oubre enters the game for P. Washington,84-87, ,,4,87,84,3,2318.0
9:22.0, ,84-87,K. Lowry enters the game for D. Robinson,,4,87,84,3,2318.0
9:09.0, ,84-87,Offensive foul by B. Adebayo (drawn by T. Rozier),,4,87,84,3,2331.0
9:09.0, ,84-87,Turnover by B. Adebayo (offensive foul),,4,87,84,3,2331.0
8:50.0,T. Rozier misses 3-pt jump shot from 25 ft,84-87, ,,4,87,84,3,2350.0
8:47.0, ,84-87,Defensive rebound by G. Vincent,,4,87,84,3,2353.0
8:43.0, ,84-87,Turnover by B. Adebayo (bad pass),,4,87,84,3,2357.0
8:26.0,J. McDaniels misses 3-pt jump shot from 26 ft,84-87, ,,4,87,84,3,2374.0
8:21.0,Offensive rebound by T. Rozier,84-87, ,,4,87,84,3,2379.0
8:21.0,Turnover by T. Rozier (bad pass; steal by B. Adebayo),84-87, ,,4,87,84,3,2379.0
8:15.0, ,84-87,K. Lowry misses 3-pt jump shot from 26 ft,,4,87,84,3,2385.0
8:13.0,Defensive rebound by M. Plumlee,84-87, ,,4,87,84,3,2387.0
7:57.0,Shooting foul by K. Lowry (drawn by M. Plumlee),84-87, ,,4,87,84,3,2403.0
7:57.0,M. Plumlee misses free throw 1 of 2,84-87, ,,4,87,84,3,2403.0
7:57.0,Offensive rebound by Team,84-87, ,,4,87,84,3,2403.0
7:57.0, ,84-87,J. Butler enters the game for C. Martin,,4,87,84,3,2403.0
7:57.0,M. Plumlee makes free throw 2 of 2,85-87, ,,4,87,85,2,2403.0
7:39.0, ,85-87,M. Strus misses 3-pt jump shot from 24 ft,,4,87,85,2,2421.0
7:37.0,Defensive rebound by K. Oubre,85-87, ,,4,87,85,2,2423.0
7:22.0,K. Oubre makes 2-pt jump shot from 11 ft (assist by M. Plumlee),87-87, ,Tie,4,87,87,0,2438.0
7:05.0, ,87-87,Shooting foul by K. Oubre (drawn by J. Butler),,4,87,87,0,2455.0
7:05.0, ,87-88,J. Butler makes free throw 1 of 2,,4,88,87,1,2455.0
7:05.0, ,87-89,J. Butler makes free throw 2 of 2,,4,89,87,2,2455.0
6:50.0,M. Plumlee makes 2-pt hook shot from 3 ft (assist by D. Smith),89-89, ,Tie,4,89,89,0,2470.0
6:50.0,Shooting foul by B. Adebayo (drawn by M. Plumlee),89-89, ,,4,89,89,0,2470.0
6:50.0,M. Plumlee makes free throw 1 of 1,90-89, ,Lead change,4,89,90,-1,2470.0
6:38.0, ,90-91,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Vincent),Lead change,4,91,90,1,2482.0
6:14.0,T. Rozier makes 2-pt layup from 1 ft,92-91, ,Lead change,4,91,92,-1,2506.0
5:59.0, ,92-91,G. Vincent misses 2-pt jump shot from 18 ft,,4,91,92,-1,2521.0
5:54.0, ,92-91,Offensive rebound by J. Butler,,4,91,92,-1,2526.0
5:54.0, ,92-91,J. Butler misses 2-pt layup at rim,,4,91,92,-1,2526.0
5:51.0,Defensive rebound by M. Plumlee,92-91, ,,4,91,92,-1,2529.0
5:48.0,J. McDaniels makes 3-pt jump shot from 26 ft (assist by D. Smith),95-91, ,,4,91,95,-4,2532.0
5:26.0, ,95-91,M. Strus misses 2-pt layup from 2 ft,,4,91,95,-4,2554.0
5:24.0,Defensive rebound by M. Plumlee,95-91, ,,4,91,95,-4,2556.0
5:19.0,J. McDaniels misses 3-pt jump shot from 22 ft,95-91, ,,4,91,95,-4,2561.0
5:14.0, ,95-91,Defensive rebound by B. Adebayo,,4,91,95,-4,2566.0
5:03.0, ,95-93,B. Adebayo makes 2-pt jump shot from 15 ft,,4,93,95,-2,2577.0
4:38.0,D. Smith misses 3-pt jump shot from 25 ft,95-93, ,,4,93,95,-2,2602.0
4:37.0,Offensive rebound by Team,95-93, ,,4,93,95,-2,2603.0
4:37.0,Turnover by Team (shot clock),95-93, ,,4,93,95,-2,2603.0
4:15.0, ,95-93,B. Adebayo misses 2-pt layup from 2 ft,,4,93,95,-2,2625.0
4:12.0,Defensive rebound by J. McDaniels,95-93, ,,4,93,95,-2,2628.0
4:11.0,Personal foul by G. Vincent (drawn by K. Oubre),95-93, ,,4,93,95,-2,2629.0
3:58.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by T. Rozier),98-93, ,,4,93,98,-5,2642.0
3:57.0, ,98-93,Miami full timeout,,4,93,98,-5,2643.0
3:44.0, ,98-96,M. Strus makes 3-pt jump shot from 28 ft (assist by J. Butler),,4,96,98,-2,2656.0
3:20.0,D. Smith makes 2-pt dunk from 2 ft (assist by T. Rozier),100-96, ,,4,96,100,-4,2680.0
2:58.0, ,100-98,J. Butler makes 2-pt layup from 3 ft,,4,98,100,-2,2702.0
2:39.0,T. Rozier misses 2-pt jump shot from 9 ft,100-98, ,,4,98,100,-2,2721.0
2:36.0, ,100-98,Defensive rebound by B. Adebayo,,4,98,100,-2,2724.0
2:24.0, ,100-100,J. Butler makes 2-pt jump shot from 18 ft,Tie,4,100,100,0,2736.0
1:58.0,D. Smith makes 2-pt jump shot from 14 ft,102-100, ,,4,100,102,-2,2762.0
1:49.0, ,102-100,J. Butler misses 3-pt jump shot from 26 ft,,4,100,102,-2,2771.0
1:46.0,Defensive rebound by M. Plumlee,102-100, ,,4,100,102,-2,2774.0
1:25.0,D. Smith misses 3-pt jump shot from 24 ft,102-100, ,,4,100,102,-2,2795.0
1:22.0,Offensive rebound by M. Plumlee,102-100, ,,4,100,102,-2,2798.0
1:20.0,K. Oubre misses 3-pt jump shot from 26 ft,102-100, ,,4,100,102,-2,2800.0
1:20.0, ,102-100,Defensive rebound by G. Vincent,,4,100,102,-2,2800.0
1:15.0, ,102-102,J. Butler makes 2-pt layup from 2 ft (assist by G. Vincent),Tie,4,102,102,0,2805.0
0:50.0,K. Oubre misses 3-pt jump shot from 24 ft,102-102, ,,4,102,102,0,2830.0
0:46.0, ,102-102,Defensive rebound by B. Adebayo,,4,102,102,0,2834.0
0:36.0, ,102-104,J. Butler makes 2-pt jump shot from 8 ft,Lead change,4,104,102,2,2844.0
0:36.0,Charlotte full timeout,102-104, ,,4,104,102,2,2844.0
0:36.0, ,102-104,C. Martin enters the game for M. Strus,,4,104,102,2,2844.0
0:26.0,D. Smith makes 2-pt layup from 2 ft,104-104, ,Tie,4,104,104,0,2854.0
0:26.0, ,104-104,Miami full timeout,,4,104,104,0,2854.0
0:26.0, ,104-104,M. Strus enters the game for C. Martin,,4,104,104,0,2854.0
0:05.0, ,104-104,Offensive foul by J. Butler (drawn by T. Rozier),,4,104,104,0,2875.0
0:05.0, ,104-104,Turnover by J. Butler (offensive foul),,4,104,104,0,2875.0
0:05.0,Charlotte full timeout,104-104, ,,4,104,104,0,2875.0
0:05.0, ,104-104,C. Martin enters the game for M. Strus,,4,104,104,0,2875.0
0:01.0,T. Rozier misses 3-pt jump shot from 25 ft,104-104, ,,4,104,104,0,2879.0
0:00.0,Offensive rebound by Team,104-104, ,,4,104,104,0,2880.0
0:00.0,End of 4th quarter,104-104,,,4,104,104,0,2880.0
5:00.0,Start of 1st overtime,104-104,,,5,104,104,0,3300.0
5:00.0,Jump ball: M. Plumlee vs. B. Adebayo (G. Vincent gains possession),104-104,,,5,104,104,0,3300.0
4:42.0, ,104-104,Shooting foul by K. Oubre (drawn by B. Adebayo),,5,104,104,0,3318.0
4:42.0, ,104-105,B. Adebayo makes free throw 1 of 2,,5,105,104,1,3318.0
4:42.0, ,104-106,B. Adebayo makes free throw 2 of 2,,5,106,104,2,3318.0
4:22.0,M. Plumlee makes 2-pt layup from 1 ft (assist by J. McDaniels),106-106, ,Tie,5,106,106,0,3338.0
4:17.0, ,106-106,Personal take foul by K. Oubre (drawn by J. Butler),,5,106,106,0,3343.0
4:17.0,P. Washington enters the game for D. Smith,106-106, ,,5,106,106,0,3343.0
3:56.0, ,106-106,B. Adebayo misses 2-pt jump shot from 17 ft,,5,106,106,0,3364.0
3:54.0,Defensive rebound by J. McDaniels,106-106, ,,5,106,106,0,3366.0
3:45.0,Personal foul by B. Adebayo (drawn by T. Rozier),106-106, ,,5,106,106,0,3375.0
3:34.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by M. Plumlee),109-106, ,Lead change,5,106,109,-3,3386.0
3:23.0, ,109-106,M. Strus misses 3-pt jump shot from 24 ft,,5,106,109,-3,3397.0
3:20.0,Defensive rebound by M. Plumlee,109-106, ,,5,106,109,-3,3400.0
3:18.0,Offensive foul by J. McDaniels (drawn by G. Vincent),109-106, ,,5,106,109,-3,3402.0
3:18.0,Turnover by J. McDaniels (offensive foul),109-106, ,,5,106,109,-3,3402.0
3:08.0, ,109-108,J. Butler makes 2-pt jump shot from 6 ft,,5,108,109,-1,3412.0
3:08.0, ,109-108,Shooting foul by P. Washington (drawn by J. Butler),,5,108,109,-1,3412.0
3:08.0, ,109-109,J. Butler makes free throw 1 of 1,Tie,5,109,109,0,3412.0
2:55.0,T. Rozier misses 3-pt jump shot from 25 ft,109-109, ,,5,109,109,0,3425.0
2:53.0, ,109-109,Defensive rebound by J. Butler,,5,109,109,0,3427.0
2:38.0, ,109-109,J. Butler misses 2-pt layup from 2 ft,,5,109,109,0,3442.0
2:35.0,Defensive rebound by M. Plumlee,109-109, ,,5,109,109,0,3445.0
2:33.0,Turnover by K. Oubre (lost ball; steal by B. Adebayo),109-109, ,,5,109,109,0,3447.0
2:09.0, ,109-111,K. Lowry makes 2-pt jump shot from 12 ft,Lead change,5,111,109,2,3471.0
1:51.0,P. Washington makes 2-pt layup from 2 ft,111-111, ,Tie,5,111,111,0,3489.0
1:30.0, ,111-111,Shooting foul by M. Plumlee (drawn by B. Adebayo),,5,111,111,0,3510.0
1:30.0, ,111-112,B. Adebayo makes free throw 1 of 2,,5,112,111,1,3510.0
1:30.0, ,111-113,B. Adebayo makes free throw 2 of 2,,5,113,111,2,3510.0
1:13.0,Shooting foul by B. Adebayo (drawn by T. Rozier),111-113, ,,5,113,111,2,3527.0
1:13.0,T. Rozier misses free throw 1 of 2,111-113, ,,5,113,111,2,3527.0
1:13.0,Offensive rebound by Team,111-113, ,,5,113,111,2,3527.0
1:13.0,T. Rozier makes free throw 2 of 2,112-113, ,,5,113,112,1,3527.0
0:56.0, ,112-113,J. Butler misses 2-pt layup from 1 ft,,5,113,112,1,3544.0
0:53.0,Defensive rebound by M. Plumlee,112-113, ,,5,113,112,1,3547.0
0:39.0,T. Rozier misses 2-pt layup from 2 ft,112-113, ,,5,113,112,1,3561.0
0:36.0, ,112-113,Defensive rebound by B. Adebayo,,5,113,112,1,3564.0
0:16.0, ,112-113,J. Butler misses 2-pt jump shot from 20 ft,,5,113,112,1,3584.0
0:15.0,Defensive rebound by T. Rozier,112-113, ,,5,113,112,1,3585.0
0:14.0,Charlotte full timeout,112-113, ,,5,113,112,1,3586.0
0:14.0, ,112-113,C. Martin enters the game for M. Strus,,5,113,112,1,3586.0
0:13.0,Turnover by K. Oubre (traveling),112-113, ,,5,113,112,1,3587.0
0:13.0, ,112-113,M. Strus enters the game for C. Martin,,5,113,112,1,3587.0
0:09.0, ,112-113,Personal take foul by T. Rozier (drawn by G. Vincent),,5,113,112,1,3591.0
0:09.0, ,112-114,G. Vincent makes free throw 1 of 2,,5,114,112,2,3591.0
0:09.0, ,112-114,C. Martin enters the game for M. Strus,,5,114,112,2,3591.0
0:09.0, ,112-115,G. Vincent makes free throw 2 of 2,,5,115,112,3,3591.0
0:09.0,Charlotte full timeout,112-115, ,,5,115,112,3,3591.0
0:06.0,T. Rozier misses 3-pt jump shot from 24 ft,112-115, ,,5,115,112,3,3594.0
0:06.0, ,112-115,Defensive rebound by Team,,5,115,112,3,3594.0
0:06.0, ,112-115,Miami full timeout,,5,115,112,3,3594.0
0:06.0, ,112-115,M. Strus enters the game for C. Martin,,5,115,112,3,3594.0
0:03.0, ,112-115,Personal foul by P. Washington (drawn by G. Vincent),,5,115,112,3,3597.0
0:03.0, ,112-116,G. Vincent makes free throw 1 of 2,,5,116,112,4,3597.0
0:03.0, ,112-116,C. Martin enters the game for M. Strus,,5,116,112,4,3597.0
0:03.0, ,112-117,G. Vincent makes free throw 2 of 2,,5,117,112,5,3597.0
0:00.0, ,112-117,Instant Replay (Request: Ruling Stands),,5,117,112,5,3600.0
0:00.0,End of 1st overtime,112-117,,,5,117,112,5,3600.0
