Time,Miami,Score,Washington,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:13.0, ,59-79,J. Huff enters the game for D. Gafford,,3,59,79,-20,1907.0
4:13.0, ,59-79,K. Nunn enters the game for C. Kispert,,3,59,79,-20,1907.0
3:52.0,M. Strus makes 2-pt jump shot from 8 ft (assist by C. Martin),61-79, ,,3,61,79,-18,1928.0
3:33.0, ,61-82,K. Nunn makes 3-pt jump shot from 23 ft (assist by J. Goodwin),,3,61,82,-21,1947.0
3:24.0,Offensive foul by V. Oladipo (drawn by J. Davis),61-82, ,,3,61,82,-21,1956.0
3:24.0,Turnover by V. Oladipo (offensive foul),61-82, ,,3,61,82,-21,1956.0
3:01.0, ,61-82,J. Davis misses 2-pt jump shot from 19 ft,,3,61,82,-21,1979.0
2:57.0,Defensive rebound by C. Martin,61-82, ,,3,61,82,-21,1983.0
2:48.0,C. Martin misses 2-pt jump shot from 22 ft,61-82, ,,3,61,82,-21,1992.0
2:44.0, ,61-82,Defensive rebound by J. Goodwin,,3,61,82,-21,1996.0
2:33.0, ,61-82,Personal foul by M. Strus (drawn by A. Gill),,3,61,82,-21,2007.0
2:33.0, ,61-82,X. Cooks enters the game for A. Gill,,3,61,82,-21,2007.0
2:28.0, ,61-82,Shooting foul by M. Strus (drawn by J. Huff),,3,61,82,-21,2012.0
2:28.0, ,61-83,J. Huff makes free throw 1 of 2,,3,61,83,-22,2012.0
2:28.0, ,61-84,J. Huff makes free throw 2 of 2,,3,61,84,-23,2012.0
2:07.0,M. Strus makes 3-pt jump shot from 23 ft (assist by V. Oladipo),64-84, ,,3,64,84,-20,2033.0
1:50.0, ,64-86,X. Cooks makes 2-pt jump shot from 12 ft (assist by K. Nunn),,3,64,86,-22,2050.0
1:35.0,V. Oladipo makes 2-pt jump shot from 12 ft,66-86, ,,3,66,86,-20,2065.0
1:17.0, ,66-86,J. Davis misses 3-pt jump shot from 24 ft,,3,66,86,-20,2083.0
1:13.0,Defensive rebound by J. Cain,66-86, ,,3,66,86,-20,2087.0
1:09.0,Personal foul by X. Cooks (drawn by O. Robinson),66-86, ,,3,66,86,-20,2091.0
1:09.0,D. Robinson enters the game for M. Strus,66-86, ,,3,66,86,-20,2091.0
0:58.0,V. Oladipo makes 3-pt jump shot from 28 ft,69-86, ,,3,69,86,-17,2102.0
0:46.0, ,69-86,Turnover by J. Davis (bad pass; steal by C. Martin),,3,69,86,-17,2114.0
0:43.0,C. Martin makes 2-pt layup from 3 ft,71-86, ,,3,71,86,-15,2117.0
0:34.0, ,71-86,J. Goodwin misses 3-pt jump shot from 26 ft,,3,71,86,-15,2126.0
0:29.0,Defensive rebound by J. Cain,71-86, ,,3,71,86,-15,2131.0
0:25.0,V. Oladipo misses 3-pt jump shot from 25 ft,71-86, ,,3,71,86,-15,2135.0
0:22.0, ,71-86,Defensive rebound by J. Goodwin,,3,71,86,-15,2138.0
0:03.0, ,71-89,J. Davis makes 3-pt jump shot from 24 ft (assist by J. Huff),,3,71,89,-18,2157.0
0:00.0,J. Cain misses 3-pt jump shot from 50 ft,71-89, ,,3,71,89,-18,2160.0
0:00.0,Offensive rebound by Team,71-89, ,,3,71,89,-18,2160.0
0:00.0,End of 3rd quarter,71-89,,,3,71,89,-18,2160.0
12:00.0,Start of 4th quarter,71-89,,,4,71,89,-18,2160.0
11:45.0, ,71-89,Shooting foul by D. Robinson (drawn by K. Nunn),,4,71,89,-18,2175.0
11:45.0, ,71-90,K. Nunn makes free throw 1 of 3,,4,71,90,-19,2175.0
11:45.0, ,71-91,K. Nunn makes free throw 2 of 3,,4,71,91,-20,2175.0
11:45.0, ,71-92,K. Nunn makes free throw 3 of 3,,4,71,92,-21,2175.0
11:34.0,D. Robinson makes 3-pt jump shot from 29 ft (assist by O. Robinson),74-92, ,,4,74,92,-18,2186.0
11:20.0, ,74-92,K. Nunn misses 3-pt jump shot from 28 ft,,4,74,92,-18,2200.0
11:16.0, ,74-92,Offensive rebound by X. Cooks,,4,74,92,-18,2204.0
11:16.0, ,74-94,X. Cooks makes 2-pt layup at rim,,4,74,94,-20,2204.0
11:00.0,V. Oladipo misses 2-pt jump shot from 11 ft,74-94, ,,4,74,94,-20,2220.0
10:59.0, ,74-94,Defensive rebound by Team,,4,74,94,-20,2221.0
10:48.0, ,74-94,Turnover by J. Goodwin (bad pass; steal by D. Robinson),,4,74,94,-20,2232.0
10:41.0,Shooting foul by X. Cooks (drawn by J. Cain),74-94, ,,4,74,94,-20,2239.0
10:41.0,J. Cain makes free throw 1 of 2,75-94, ,,4,75,94,-19,2239.0
10:41.0,J. Cain makes free throw 2 of 2,76-94, ,,4,76,94,-18,2239.0
10:31.0, ,76-94,Turnover by  (5 sec),,4,76,94,-18,2249.0
10:17.0,Turnover by D. Robinson (bad pass; steal by X. Cooks),76-94, ,,4,76,94,-18,2263.0
10:10.0, ,76-97,J. Huff makes 3-pt jump shot from 28 ft (assist by K. Nunn),,4,76,97,-21,2270.0
9:59.0,V. Oladipo makes 3-pt jump shot from 29 ft (assist by C. Martin),79-97, ,,4,79,97,-18,2281.0
9:45.0, ,79-97,Turnover by K. Nunn (bad pass),,4,79,97,-18,2295.0
9:34.0,V. Oladipo misses 2-pt layup from 7 ft (block by J. Huff),79-97, ,,4,79,97,-18,2306.0
9:32.0, ,79-97,Defensive rebound by Q. Jackson,,4,79,97,-18,2308.0
9:30.0, ,79-97,Shooting foul by J. Cain (drawn by Q. Jackson),,4,79,97,-18,2310.0
9:30.0, ,79-97,Q. Jackson misses free throw 1 of 2,,4,79,97,-18,2310.0
9:30.0, ,79-97,Offensive rebound by Team,,4,79,97,-18,2310.0
9:30.0, ,79-97,J. Davis enters the game for J. Goodwin,,4,79,97,-18,2310.0
9:30.0, ,79-98,Q. Jackson makes free throw 2 of 2,,4,79,98,-19,2310.0
9:13.0,C. Martin misses 2-pt layup from 5 ft,79-98, ,,4,79,98,-19,2327.0
9:12.0,Offensive rebound by O. Robinson,79-98, ,,4,79,98,-19,2328.0
9:12.0,Shooting foul by X. Cooks (drawn by O. Robinson),79-98, ,,4,79,98,-19,2328.0
9:12.0,O. Robinson makes free throw 1 of 2,80-98, ,,4,80,98,-18,2328.0
9:12.0,O. Robinson misses free throw 2 of 2,80-98, ,,4,80,98,-18,2328.0
9:10.0, ,80-98,Defensive rebound by X. Cooks,,4,80,98,-18,2330.0
8:59.0, ,80-98,J. Huff misses 2-pt jump shot from 14 ft,,4,80,98,-18,2341.0
8:56.0, ,80-98,Offensive rebound by J. Huff,,4,80,98,-18,2344.0
8:56.0, ,80-98,Personal foul by V. Oladipo (drawn by J. Huff),,4,80,98,-18,2344.0
8:41.0, ,80-98,Q. Jackson misses 2-pt layup from 3 ft,,4,80,98,-18,2359.0
8:37.0, ,80-98,Offensive rebound by X. Cooks,,4,80,98,-18,2363.0
8:37.0, ,80-100,X. Cooks makes 2-pt layup at rim,,4,80,100,-20,2363.0
8:29.0,C. Martin makes 2-pt jump shot from 22 ft (assist by D. Robinson),82-100, ,,4,82,100,-18,2371.0
8:29.0,Instant Replay (Request: Ruling Stands),82-100, ,,4,82,100,-18,2371.0
8:27.0, ,82-100,Washington full timeout,,4,82,100,-18,2373.0
8:11.0, ,82-100,Personal foul by J. Cain (drawn by X. Cooks),,4,82,100,-18,2389.0
8:05.0, ,82-100,Turnover by Q. Jackson (traveling),,4,82,100,-18,2395.0
8:00.0, ,82-100,Violation by Team (kicked ball),,4,82,100,-18,2400.0
7:51.0,Turnover by O. Robinson (bad pass; steal by X. Cooks),82-100, ,,4,82,100,-18,2409.0
7:44.0, ,82-100,J. Davis misses 3-pt jump shot from 24 ft,,4,82,100,-18,2416.0
7:42.0,Defensive rebound by D. Robinson,82-100, ,,4,82,100,-18,2418.0
7:40.0,Turnover by C. Martin (bad pass),82-100, ,,4,82,100,-18,2420.0
7:28.0, ,82-100,Turnover by J. Davis (lost ball; steal by V. Oladipo),,4,82,100,-18,2432.0
7:21.0,D. Robinson misses 3-pt jump shot from 29 ft,82-100, ,,4,82,100,-18,2439.0
7:18.0,Offensive rebound by O. Robinson,82-100, ,,4,82,100,-18,2442.0
7:18.0,Personal foul by J. Davis (drawn by O. Robinson),82-100, ,,4,82,100,-18,2442.0
7:18.0,H. Highsmith enters the game for C. Martin,82-100, ,,4,82,100,-18,2442.0
7:16.0,Offensive foul by D. Robinson (drawn by Q. Jackson),82-100, ,,4,82,100,-18,2444.0
7:16.0,Turnover by D. Robinson (offensive foul),82-100, ,,4,82,100,-18,2444.0
7:16.0,Violation by Team (delay of game),82-100, ,,4,82,100,-18,2444.0
7:16.0,O. Yurtseven enters the game for D. Robinson,82-100, ,,4,82,100,-18,2444.0
7:08.0, ,82-100,K. Nunn misses 3-pt jump shot from 29 ft,,4,82,100,-18,2452.0
7:06.0, ,82-100,Offensive rebound by J. Huff,,4,82,100,-18,2454.0
7:01.0, ,82-102,J. Huff makes 2-pt dunk from 2 ft (assist by K. Nunn),,4,82,102,-20,2459.0
6:48.0,V. Oladipo makes 3-pt jump shot from 28 ft,85-102, ,,4,85,102,-17,2472.0
6:29.0, ,85-102,Q. Jackson misses 2-pt layup from 5 ft (block by V. Oladipo),,4,85,102,-17,2491.0
6:29.0, ,85-102,Offensive rebound by Team,,4,85,102,-17,2491.0
6:29.0,Violation by Team (delay of game),85-102, ,,4,85,102,-17,2491.0
6:29.0, ,85-103,K. Nunn makes technical free throw,,4,85,103,-18,2491.0
6:26.0, ,85-103,K. Nunn misses 2-pt jump shot from 19 ft,,4,85,103,-18,2494.0
6:23.0,Defensive rebound by H. Highsmith,85-103, ,,4,85,103,-18,2497.0
6:20.0,Turnover by H. Highsmith (bad pass; steal by J. Davis),85-103, ,,4,85,103,-18,2500.0
6:17.0, ,85-103,J. Davis misses 2-pt layup from 1 ft,,4,85,103,-18,2503.0
6:14.0,Defensive rebound by H. Highsmith,85-103, ,,4,85,103,-18,2506.0
6:04.0,Personal foul by K. Nunn (drawn by V. Oladipo),85-103, ,,4,85,103,-18,2516.0
5:53.0,O. Robinson makes 2-pt layup from 4 ft (assist by V. Oladipo),87-103, ,,4,87,103,-16,2527.0
5:34.0, ,87-103,J. Davis misses 3-pt jump shot from 23 ft,,4,87,103,-16,2546.0
5:30.0,Defensive rebound by J. Cain,87-103, ,,4,87,103,-16,2550.0
5:20.0,V. Oladipo misses 2-pt layup from 1 ft,87-103, ,,4,87,103,-16,2560.0
5:20.0,Offensive rebound by O. Yurtseven,87-103, ,,4,87,103,-16,2560.0
5:20.0,O. Yurtseven makes 2-pt dunk at rim,89-103, ,,4,89,103,-14,2560.0
5:20.0, ,89-103,Washington full timeout,,4,89,103,-14,2560.0
5:20.0, ,89-103,C. Kispert enters the game for K. Nunn,,4,89,103,-14,2560.0
5:09.0, ,89-103,Offensive foul by J. Huff (drawn by V. Oladipo),,4,89,103,-14,2571.0
5:09.0, ,89-103,Turnover by J. Huff (offensive foul),,4,89,103,-14,2571.0
4:59.0,Shooting foul by J. Huff (drawn by V. Oladipo),89-103, ,,4,89,103,-14,2581.0
4:59.0,V. Oladipo makes free throw 1 of 2,90-103, ,,4,90,103,-13,2581.0
4:59.0,V. Oladipo misses free throw 2 of 2,90-103, ,,4,90,103,-13,2581.0
4:57.0, ,90-103,Defensive rebound by J. Huff,,4,90,103,-13,2583.0
4:44.0, ,90-103,J. Huff misses 2-pt jump shot from 14 ft,,4,90,103,-13,2596.0
4:40.0,Defensive rebound by H. Highsmith,90-103, ,,4,90,103,-13,2600.0
4:28.0,V. Oladipo misses 3-pt jump shot from 24 ft,90-103, ,,4,90,103,-13,2612.0
4:28.0, ,90-103,Defensive rebound by Team,,4,90,103,-13,2612.0
4:28.0,Loose ball foul by V. Oladipo (drawn by Q. Jackson),90-103, ,,4,90,103,-13,2612.0
4:28.0, ,90-104,Q. Jackson makes free throw 1 of 2,,4,90,104,-14,2612.0
4:28.0, ,90-105,Q. Jackson makes free throw 2 of 2,,4,90,105,-15,2612.0
4:10.0,H. Highsmith misses 2-pt layup from 2 ft,90-105, ,,4,90,105,-15,2630.0
4:09.0,Offensive rebound by O. Robinson,90-105, ,,4,90,105,-15,2631.0
4:08.0,O. Robinson misses 2-pt layup at rim,90-105, ,,4,90,105,-15,2632.0
4:07.0, ,90-105,Defensive rebound by Team,,4,90,105,-15,2633.0
4:07.0,Loose ball foul by O. Robinson (drawn by X. Cooks),90-105, ,,4,90,105,-15,2633.0
4:07.0, ,90-105,X. Cooks misses free throw 1 of 2,,4,90,105,-15,2633.0
4:07.0, ,90-105,Offensive rebound by Team,,4,90,105,-15,2633.0
4:07.0, ,90-105,X. Cooks misses free throw 2 of 2,,4,90,105,-15,2633.0
4:04.0,Defensive rebound by O. Robinson,90-105, ,,4,90,105,-15,2636.0
3:52.0,V. Oladipo misses 3-pt jump shot from 30 ft,90-105, ,,4,90,105,-15,2648.0
3:47.0,Offensive rebound by J. Cain,90-105, ,,4,90,105,-15,2653.0
3:45.0,J. Cain misses 3-pt jump shot from 26 ft,90-105, ,,4,90,105,-15,2655.0
3:42.0, ,90-105,Defensive rebound by C. Kispert,,4,90,105,-15,2658.0
3:28.0, ,90-107,J. Davis makes 2-pt jump shot from 13 ft (assist by J. Huff),,4,90,107,-17,2672.0
3:14.0,V. Oladipo makes 2-pt layup from 3 ft,92-107, ,,4,92,107,-15,2686.0
3:02.0, ,92-107,Personal foul by O. Yurtseven (drawn by Q. Jackson),,4,92,107,-15,2698.0
3:02.0, ,92-107,Q. Jackson misses free throw 1 of 2,,4,92,107,-15,2698.0
3:02.0, ,92-107,Offensive rebound by Team,,4,92,107,-15,2698.0
3:02.0, ,92-107,Q. Jackson misses free throw 2 of 2,,4,92,107,-15,2698.0
2:59.0,Defensive rebound by O. Yurtseven,92-107, ,,4,92,107,-15,2701.0
2:47.0,V. Oladipo makes 3-pt jump shot from 28 ft (assist by O. Robinson),95-107, ,,4,95,107,-12,2713.0
2:31.0,Violation by Team (kicked ball),95-107, ,,4,95,107,-12,2729.0
2:25.0, ,95-107,J. Davis misses 3-pt jump shot from 28 ft,,4,95,107,-12,2735.0
2:22.0,Defensive rebound by V. Oladipo,95-107, ,,4,95,107,-12,2738.0
2:16.0,V. Oladipo misses 3-pt jump shot from 26 ft,95-107, ,,4,95,107,-12,2744.0
2:12.0, ,95-107,Defensive rebound by X. Cooks,,4,95,107,-12,2748.0
2:11.0, ,95-107,Turnover by X. Cooks (lost ball; steal by V. Oladipo),,4,95,107,-12,2749.0
1:59.0,V. Oladipo makes 3-pt jump shot from 32 ft,98-107, ,,4,98,107,-9,2761.0
1:59.0, ,98-107,Washington full timeout,,4,98,107,-9,2761.0
1:43.0, ,98-107,C. Kispert misses 2-pt layup from 2 ft (block by H. Highsmith),,4,98,107,-9,2777.0
1:40.0,Defensive rebound by O. Robinson,98-107, ,,4,98,107,-9,2780.0
1:38.0,V. Oladipo misses 3-pt jump shot from 29 ft,98-107, ,,4,98,107,-9,2782.0
1:33.0, ,98-107,Defensive rebound by X. Cooks,,4,98,107,-9,2787.0
1:31.0, ,98-107,Shooting foul by V. Oladipo (drawn by C. Kispert),,4,98,107,-9,2789.0
1:31.0, ,98-108,C. Kispert makes free throw 1 of 2,,4,98,108,-10,2789.0
1:31.0, ,98-109,C. Kispert makes free throw 2 of 2,,4,98,109,-11,2789.0
1:19.0,J. Cain misses 3-pt jump shot from 31 ft,98-109, ,,4,98,109,-11,2801.0
1:13.0, ,98-109,Defensive rebound by C. Kispert,,4,98,109,-11,2807.0
1:05.0, ,98-109,Offensive foul by J. Huff (drawn by J. Cain),,4,98,109,-11,2815.0
1:05.0, ,98-109,Turnover by J. Huff (offensive foul),,4,98,109,-11,2815.0
0:52.0,V. Oladipo makes 2-pt layup from 1 ft,100-109, ,,4,100,109,-9,2828.0
0:47.0, ,100-109,Turnover by Q. Jackson (lost ball; steal by H. Highsmith),,4,100,109,-9,2833.0
0:46.0,H. Highsmith makes 2-pt dunk from 1 ft,102-109, ,,4,102,109,-7,2834.0
0:39.0, ,102-109,J. Davis misses 2-pt jump shot from 8 ft,,4,102,109,-7,2841.0
0:39.0, ,102-109,Offensive rebound by X. Cooks,,4,102,109,-7,2841.0
0:36.0, ,102-111,X. Cooks makes 2-pt layup from 1 ft,,4,102,111,-9,2844.0
0:31.0,V. Oladipo makes 3-pt jump shot from 26 ft,105-111, ,,4,105,111,-6,2849.0
0:26.0, ,105-111,Personal take foul by H. Highsmith (drawn by Q. Jackson),,4,105,111,-6,2854.0
0:26.0, ,105-112,Q. Jackson makes free throw 1 of 2,,4,105,112,-7,2854.0
0:26.0, ,105-112,Q. Jackson misses free throw 2 of 2,,4,105,112,-7,2854.0
0:25.0,Defensive rebound by O. Yurtseven,105-112, ,,4,105,112,-7,2855.0
0:25.0,Miami full timeout,105-112, ,,4,105,112,-7,2855.0
0:23.0,V. Oladipo misses 3-pt jump shot from 33 ft,105-112, ,,4,105,112,-7,2857.0
0:19.0, ,105-112,Defensive rebound by J. Davis,,4,105,112,-7,2861.0
0:17.0, ,105-114,J. Huff makes 2-pt dunk from 1 ft (assist by Q. Jackson),,4,105,114,-9,2863.0
0:08.0,V. Oladipo misses 3-pt jump shot from 33 ft,105-114, ,,4,105,114,-9,2872.0
0:05.0,Offensive rebound by H. Highsmith,105-114, ,,4,105,114,-9,2875.0
0:02.0,O. Yurtseven makes 3-pt jump shot from 24 ft (assist by H. Highsmith),108-114, ,,4,108,114,-6,2878.0
0:00.0,End of 4th quarter,108-114,,,4,108,114,-6,2880.0
