Time,Miami,Score,Phoenix,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:44.0,D. Dedmon makes 2-pt layup at rim,72-65, ,,3,72,65,7,1996.0
2:31.0, ,72-65,D. Ayton misses 2-pt layup from 1 ft (block by K. Lowry),,3,72,65,7,2009.0
2:28.0,Defensive rebound by D. Dedmon,72-65, ,,3,72,65,7,2012.0
2:11.0,V. Oladipo makes 2-pt layup from 3 ft (assist by J. Butler),74-65, ,,3,74,65,9,2029.0
2:01.0, ,74-65,Shooting foul by V. Oladipo (drawn by M. Bridges),,3,74,65,9,2039.0
2:01.0, ,74-66,M. Bridges makes free throw 1 of 2,,3,74,66,8,2039.0
2:01.0,B. Adebayo enters the game for J. Butler,74-66, ,,3,74,66,8,2039.0
2:01.0,H. Highsmith enters the game for D. Dedmon,74-66, ,,3,74,66,8,2039.0
2:01.0,M. Strus enters the game for K. Lowry,74-66, ,,3,74,66,8,2039.0
2:01.0, ,74-66,J. Landale enters the game for D. Ayton,,3,74,66,8,2039.0
2:01.0, ,74-66,J. Okogie enters the game for T. Craig,,3,74,66,8,2039.0
2:01.0, ,74-67,M. Bridges makes free throw 2 of 2,,3,74,67,7,2039.0
1:42.0,H. Highsmith misses 2-pt jump shot from 14 ft,74-67, ,,3,74,67,7,2058.0
1:39.0, ,74-67,Defensive rebound by J. Landale,,3,74,67,7,2061.0
1:27.0, ,74-70,D. Washington makes 3-pt jump shot from 26 ft (assist by M. Bridges),,3,74,70,4,2073.0
1:10.0,G. Vincent misses 2-pt jump shot from 11 ft,74-70, ,,3,74,70,4,2090.0
1:07.0, ,74-70,Defensive rebound by J. Landale,,3,74,70,4,2093.0
1:04.0, ,74-70,Shooting foul by M. Strus (drawn by D. Washington),,3,74,70,4,2096.0
1:04.0, ,74-71,D. Washington makes free throw 1 of 2,,3,74,71,3,2096.0
1:04.0, ,74-72,D. Washington makes free throw 2 of 2,,3,74,72,2,2096.0
0:43.0,B. Adebayo misses 2-pt jump shot from 14 ft,74-72, ,,3,74,72,2,2117.0
0:42.0, ,74-72,Defensive rebound by J. Okogie,,3,74,72,2,2118.0
0:39.0, ,74-72,Personal foul by G. Vincent (drawn by J. Okogie),,3,74,72,2,2121.0
0:39.0, ,74-72,J. Okogie misses free throw 1 of 2,,3,74,72,2,2121.0
0:39.0, ,74-72,Offensive rebound by Team,,3,74,72,2,2121.0
0:39.0, ,74-73,J. Okogie makes free throw 2 of 2,,3,74,73,1,2121.0
0:30.0,Shooting foul by J. Landale (drawn by V. Oladipo),74-73, ,,3,74,73,1,2130.0
0:30.0,V. Oladipo makes free throw 1 of 2,75-73, ,,3,75,73,2,2130.0
0:30.0, ,75-73,L. Shamet enters the game for J. Okogie,,3,75,73,2,2130.0
0:30.0,V. Oladipo makes free throw 2 of 2,76-73, ,,3,76,73,3,2130.0
0:12.0, ,76-73,L. Shamet misses 3-pt jump shot from 24 ft,,3,76,73,3,2148.0
0:08.0,Defensive rebound by H. Highsmith,76-73, ,,3,76,73,3,2152.0
0:00.0,V. Oladipo makes 2-pt layup from 3 ft,78-73, ,,3,78,73,5,2160.0
0:00.0,Instant Replay (Request: Ruling Stands),78-73, ,,3,78,73,5,2160.0
0:00.0,End of 3rd quarter,78-73,,,3,78,73,5,2160.0
12:00.0,Start of 4th quarter,78-73,,,4,78,73,5,2160.0
11:38.0, ,78-73,Turnover by L. Shamet (lost ball; steal by B. Adebayo),,4,78,73,5,2182.0
11:38.0,Turnover by M. Strus (step out of bounds),78-73, ,,4,78,73,5,2182.0
11:32.0, ,78-73,D. Washington misses 2-pt jump shot from 12 ft,,4,78,73,5,2188.0
11:28.0,Defensive rebound by G. Vincent,78-73, ,,4,78,73,5,2192.0
11:06.0,V. Oladipo misses 2-pt jump shot from 13 ft,78-73, ,,4,78,73,5,2214.0
10:57.0,Offensive rebound by Team,78-73, ,,4,78,73,5,2223.0
10:56.0,Turnover by Team (shot clock),78-73, ,,4,78,73,5,2224.0
10:53.0, ,78-73,J. Landale misses 2-pt hook shot from 8 ft,,4,78,73,5,2227.0
10:51.0,Defensive rebound by B. Adebayo,78-73, ,,4,78,73,5,2229.0
10:43.0,B. Adebayo makes 2-pt jump shot from 8 ft,80-73, ,,4,80,73,7,2237.0
10:22.0, ,80-73,M. Bridges misses 3-pt jump shot from 25 ft,,4,80,73,7,2258.0
10:16.0, ,80-73,Offensive rebound by I. Wainright,,4,80,73,7,2264.0
10:16.0, ,80-73,I. Wainright misses 2-pt dunk at rim,,4,80,73,7,2264.0
10:15.0,Defensive rebound by G. Vincent,80-73, ,,4,80,73,7,2265.0
10:08.0,B. Adebayo makes 2-pt jump shot from 9 ft (assist by V. Oladipo),82-73, ,,4,82,73,9,2272.0
9:52.0, ,82-73,M. Bridges misses 2-pt jump shot from 15 ft,,4,82,73,9,2288.0
9:49.0, ,82-73,Offensive rebound by M. Bridges,,4,82,73,9,2291.0
9:49.0, ,82-75,M. Bridges makes 2-pt layup at rim,,4,82,75,7,2291.0
9:42.0,H. Highsmith misses 3-pt jump shot from 23 ft (block by I. Wainright),82-75, ,,4,82,75,7,2298.0
9:40.0,Offensive rebound by Team,82-75, ,,4,82,75,7,2300.0
9:40.0, ,82-75,D. Lee enters the game for M. Bridges,,4,82,75,7,2300.0
9:37.0,V. Oladipo misses 3-pt jump shot from 25 ft,82-75, ,,4,82,75,7,2303.0
9:35.0, ,82-75,Defensive rebound by D. Washington,,4,82,75,7,2305.0
9:19.0, ,82-75,D. Washington misses 2-pt jump shot from 11 ft,,4,82,75,7,2321.0
9:17.0,Defensive rebound by B. Adebayo,82-75, ,,4,82,75,7,2323.0
9:14.0,Shooting foul by I. Wainright (drawn by B. Adebayo),82-75, ,,4,82,75,7,2326.0
9:14.0,B. Adebayo misses free throw 1 of 2,82-75, ,,4,82,75,7,2326.0
9:14.0,Offensive rebound by Team,82-75, ,,4,82,75,7,2326.0
9:14.0,B. Adebayo makes free throw 2 of 2,83-75, ,,4,83,75,8,2326.0
8:54.0, ,83-75,I. Wainright misses 3-pt jump shot from 23 ft,,4,83,75,8,2346.0
8:49.0,Defensive rebound by H. Highsmith,83-75, ,,4,83,75,8,2351.0
8:46.0,Shooting foul by I. Wainright (drawn by V. Oladipo),83-75, ,,4,83,75,8,2354.0
8:46.0,V. Oladipo makes free throw 1 of 2,84-75, ,,4,84,75,9,2354.0
8:46.0, ,84-75,D. Ayton enters the game for J. Landale,,4,84,75,9,2354.0
8:46.0, ,84-75,T. Craig enters the game for I. Wainright,,4,84,75,9,2354.0
8:46.0,V. Oladipo makes free throw 2 of 2,85-75, ,,4,85,75,10,2354.0
8:35.0, ,85-75,D. Lee misses 3-pt jump shot from 29 ft,,4,85,75,10,2365.0
8:31.0,Defensive rebound by G. Vincent,85-75, ,,4,85,75,10,2369.0
8:16.0,H. Highsmith misses 3-pt jump shot from 23 ft,85-75, ,,4,85,75,10,2384.0
8:13.0, ,85-75,Defensive rebound by T. Craig,,4,85,75,10,2387.0
8:04.0, ,85-75,T. Craig misses 2-pt jump shot from 5 ft,,4,85,75,10,2396.0
8:04.0, ,85-75,Offensive rebound by Team,,4,85,75,10,2396.0
8:01.0, ,85-75,Turnover by D. Washington (bad pass; steal by H. Highsmith),,4,85,75,10,2399.0
8:00.0,Shooting foul by T. Craig (drawn by V. Oladipo),85-75, ,,4,85,75,10,2400.0
8:00.0, ,85-75,Phoenix full timeout,,4,85,75,10,2400.0
8:00.0, ,85-75,Instant Replay (Challenge: Stands),,4,85,75,10,2400.0
8:00.0,V. Oladipo makes free throw 1 of 2,86-75, ,,4,86,75,11,2400.0
8:00.0,V. Oladipo makes free throw 2 of 2,87-75, ,,4,87,75,12,2400.0
7:48.0, ,87-75,Turnover by D. Washington (lost ball; steal by V. Oladipo),,4,87,75,12,2412.0
7:45.0,V. Oladipo makes 2-pt dunk from 1 ft,89-75, ,,4,89,75,14,2415.0
7:31.0, ,89-77,D. Ayton makes 2-pt jump shot from 15 ft (assist by D. Washington),,4,89,77,12,2429.0
7:18.0,Turnover by V. Oladipo (lost ball; steal by D. Washington),89-77, ,,4,89,77,12,2442.0
7:18.0, ,89-77,M. Bridges enters the game for D. Washington,,4,89,77,12,2442.0
6:54.0, ,89-79,D. Ayton makes 2-pt jump shot from 8 ft (assist by T. Craig),,4,89,79,10,2466.0
6:29.0,G. Vincent misses 3-pt jump shot from 28 ft,89-79, ,,4,89,79,10,2491.0
6:28.0, ,89-79,Defensive rebound by Team,,4,89,79,10,2492.0
6:17.0, ,89-82,L. Shamet makes 3-pt jump shot from 25 ft,,4,89,82,7,2503.0
6:15.0,Miami full timeout,89-82, ,,4,89,82,7,2505.0
6:15.0,J. Butler enters the game for H. Highsmith,89-82, ,,4,89,82,7,2505.0
6:15.0,K. Lowry enters the game for G. Vincent,89-82, ,,4,89,82,7,2505.0
5:54.0,M. Strus makes 3-pt jump shot from 23 ft (assist by V. Oladipo),92-82, ,,4,92,82,10,2526.0
5:54.0,Shooting foul by D. Lee (drawn by M. Strus),92-82, ,,4,92,82,10,2526.0
5:54.0,M. Strus makes free throw 1 of 1,93-82, ,,4,93,82,11,2526.0
5:37.0, ,93-82,Turnover by L. Shamet (out of bounds lost ball),,4,93,82,11,2543.0
5:16.0,B. Adebayo misses 2-pt jump shot from 13 ft,93-82, ,,4,93,82,11,2564.0
5:11.0, ,93-82,Defensive rebound by D. Ayton,,4,93,82,11,2569.0
5:01.0, ,93-82,Turnover by M. Bridges (bad pass; steal by M. Strus),,4,93,82,11,2579.0
4:52.0,M. Strus makes 3-pt jump shot from 29 ft (assist by J. Butler),96-82, ,,4,96,82,14,2588.0
4:50.0, ,96-82,Phoenix full timeout,,4,96,82,14,2590.0
4:49.0, ,96-82,Violation by Team (delay of game),,4,96,82,14,2591.0
4:35.0, ,96-82,D. Ayton misses 2-pt hook shot from 1 ft,,4,96,82,14,2605.0
4:31.0,Defensive rebound by M. Strus,96-82, ,,4,96,82,14,2609.0
4:10.0,J. Butler misses 2-pt layup from 9 ft,96-82, ,,4,96,82,14,2630.0
4:09.0, ,96-82,Defensive rebound by D. Ayton,,4,96,82,14,2631.0
3:58.0, ,96-85,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Ayton),,4,96,85,11,2642.0
3:40.0,Turnover by J. Butler (out of bounds lost ball),96-85, ,,4,96,85,11,2660.0
3:34.0, ,96-85,Personal foul by K. Lowry (drawn by D. Ayton),,4,96,85,11,2666.0
3:23.0, ,96-87,D. Lee makes 2-pt layup from 2 ft (assist by M. Bridges),,4,96,87,9,2677.0
3:23.0,Miami full timeout,96-87, ,,4,96,87,9,2677.0
3:05.0,J. Butler makes 2-pt jump shot from 12 ft,98-87, ,,4,98,87,11,2695.0
2:51.0, ,98-87,Shooting foul by K. Lowry (drawn by L. Shamet),,4,98,87,11,2709.0
2:51.0,Miami full timeout,98-87, ,,4,98,87,11,2709.0
2:51.0,Instant Replay (Challenge: Ruling Stands),98-87, ,,4,98,87,11,2709.0
2:51.0, ,98-88,L. Shamet makes free throw 1 of 3,,4,98,88,10,2709.0
2:51.0, ,98-88,L. Shamet misses free throw 2 of 3,,4,98,88,10,2709.0
2:51.0, ,98-88,Offensive rebound by Team,,4,98,88,10,2709.0
2:51.0, ,98-89,L. Shamet makes free throw 3 of 3,,4,98,89,9,2709.0
2:39.0,Personal foul by T. Craig (drawn by V. Oladipo),98-89, ,,4,98,89,9,2721.0
2:39.0,V. Oladipo misses free throw 1 of 2,98-89, ,,4,98,89,9,2721.0
2:39.0,Offensive rebound by Team,98-89, ,,4,98,89,9,2721.0
2:39.0,V. Oladipo makes free throw 2 of 2,99-89, ,,4,99,89,10,2721.0
2:30.0, ,99-91,D. Ayton makes 2-pt hook shot from 9 ft (assist by L. Shamet),,4,99,91,8,2730.0
2:09.0,Turnover by B. Adebayo (traveling),99-91, ,,4,99,91,8,2751.0
1:58.0, ,99-91,L. Shamet misses 2-pt layup from 3 ft,,4,99,91,8,2762.0
1:58.0, ,99-91,Offensive rebound by D. Ayton,,4,99,91,8,2762.0
1:58.0, ,99-91,Shooting foul by V. Oladipo (drawn by D. Ayton),,4,99,91,8,2762.0
1:58.0, ,99-91,D. Ayton misses free throw 1 of 2,,4,99,91,8,2762.0
1:58.0, ,99-91,Offensive rebound by Team,,4,99,91,8,2762.0
1:58.0, ,99-92,D. Ayton makes free throw 2 of 2,,4,99,92,7,2762.0
1:36.0,V. Oladipo makes 3-pt jump shot from 26 ft,102-92, ,,4,102,92,10,2784.0
1:34.0, ,102-92,Personal foul by K. Lowry (drawn by M. Bridges),,4,102,92,10,2786.0
1:34.0, ,102-93,M. Bridges makes free throw 1 of 2,,4,102,93,9,2786.0
1:34.0, ,102-94,M. Bridges makes free throw 2 of 2,,4,102,94,8,2786.0
1:17.0,J. Butler misses 2-pt jump shot from 13 ft,102-94, ,,4,102,94,8,2803.0
1:14.0, ,102-94,Defensive rebound by D. Ayton,,4,102,94,8,2806.0
1:10.0, ,102-96,L. Shamet makes 2-pt layup from 5 ft,,4,102,96,6,2810.0
0:53.0,K. Lowry misses 3-pt jump shot from 26 ft,102-96, ,,4,102,96,6,2827.0
0:51.0, ,102-96,Defensive rebound by D. Lee,,4,102,96,6,2829.0
0:51.0, ,102-96,Phoenix full timeout,,4,102,96,6,2829.0
0:50.0, ,102-96,Turnover by M. Bridges (bad pass),,4,102,96,6,2830.0
0:28.0,M. Strus misses 3-pt jump shot from 27 ft,102-96, ,,4,102,96,6,2852.0
0:24.0,Offensive rebound by V. Oladipo,102-96, ,,4,102,96,6,2856.0
0:18.0,Personal foul by D. Lee (drawn by M. Strus),102-96, ,,4,102,96,6,2862.0
0:18.0, ,102-96,D. Washington enters the game for D. Lee,,4,102,96,6,2862.0
0:18.0,M. Strus makes free throw 1 of 2,103-96, ,,4,103,96,7,2862.0
0:18.0,M. Strus makes free throw 2 of 2,104-96, ,,4,104,96,8,2862.0
0:05.0, ,104-96,Turnover by D. Washington (bad pass; steal by J. Butler),,4,104,96,8,2875.0
0:00.0,End of 4th quarter,104-96,,,4,104,96,8,2880.0
