Time,Toronto,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:04.0,P. Siakam makes free throw 1 of 2,57-59, ,,3,59,57,2,1796.0
6:04.0,P. Siakam makes free throw 2 of 2,58-59, ,,3,59,58,1,1796.0
5:41.0, ,58-59,M. Strus misses 2-pt jump shot from 7 ft,,3,59,58,1,1819.0
5:38.0,Defensive rebound by P. Achiuwa,58-59, ,,3,59,58,1,1822.0
5:26.0,P. Achiuwa misses 2-pt hook shot from 8 ft,58-59, ,,3,59,58,1,1834.0
5:19.0, ,58-59,Defensive rebound by T. Herro,,3,59,58,1,1841.0
5:14.0, ,58-59,J. Butler misses 2-pt layup from 5 ft (block by C. Boucher),,3,59,58,1,1846.0
5:14.0, ,58-59,Offensive rebound by M. Strus,,3,59,58,1,1846.0
5:06.0, ,58-61,B. Adebayo makes 2-pt layup from 4 ft (assist by M. Strus),,3,61,58,3,1854.0
4:48.0,P. Siakam misses 2-pt jump shot from 17 ft,58-61, ,,3,61,58,3,1872.0
4:46.0, ,58-61,Defensive rebound by J. Butler,,3,61,58,3,1874.0
4:42.0, ,58-63,J. Butler makes 2-pt layup from 3 ft,,3,63,58,5,1878.0
4:20.0,G. Trent misses 3-pt jump shot from 27 ft,58-63, ,,3,63,58,5,1900.0
4:18.0,Offensive rebound by G. Trent,58-63, ,,3,63,58,5,1902.0
4:15.0,G. Trent misses 2-pt jump shot from 22 ft,58-63, ,,3,63,58,5,1905.0
4:12.0, ,58-63,Defensive rebound by M. Strus,,3,63,58,5,1908.0
4:09.0, ,58-63,B. Adebayo misses 2-pt layup from 4 ft,,3,63,58,5,1911.0
4:05.0,Defensive rebound by P. Achiuwa,58-63, ,,3,63,58,5,1915.0
4:04.0,Shooting foul by M. Strus (drawn by P. Siakam),58-63, ,,3,63,58,5,1916.0
4:04.0,P. Siakam makes free throw 1 of 2,59-63, ,,3,63,59,4,1916.0
4:04.0,M. Flynn enters the game for G. Trent,59-63, ,,3,63,59,4,1916.0
4:04.0, ,59-63,D. Dedmon enters the game for B. Adebayo,,3,63,59,4,1916.0
4:04.0, ,59-63,G. Vincent enters the game for M. Strus,,3,63,59,4,1916.0
4:04.0,P. Siakam makes free throw 2 of 2,60-63, ,,3,63,60,3,1916.0
3:45.0, ,60-63,Shooting foul by C. Boucher (drawn by J. Butler),,3,63,60,3,1935.0
3:45.0, ,60-64,J. Butler makes free throw 1 of 2,,3,64,60,4,1935.0
3:45.0,C. Koloko enters the game for C. Boucher,60-64, ,,3,64,60,4,1935.0
3:45.0, ,60-65,J. Butler makes free throw 2 of 2,,3,65,60,5,1935.0
3:32.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by C. Koloko),63-65, ,,3,65,63,2,1948.0
3:04.0, ,63-65,D. Dedmon misses 2-pt hook shot from 7 ft,,3,65,63,2,1976.0
3:04.0,Defensive rebound by Team,63-65, ,,3,65,63,2,1976.0
3:04.0,G. Trent enters the game for P. Siakam,63-65, ,,3,65,63,2,1976.0
2:49.0,P. Achiuwa misses 3-pt jump shot from 26 ft,63-65, ,,3,65,63,2,1991.0
2:47.0, ,63-65,Defensive rebound by J. Butler,,3,65,63,2,1993.0
2:47.0, ,63-65,Personal foul by F. VanVleet (drawn by J. Butler),,3,65,63,2,1993.0
2:47.0,Toronto full timeout,63-65, ,,3,65,63,2,1993.0
2:47.0, ,63-66,J. Butler makes free throw 1 of 2,,3,66,63,3,1993.0
2:47.0, ,63-67,J. Butler makes free throw 2 of 2,,3,67,63,4,1993.0
2:29.0,M. Flynn makes 3-pt jump shot from 26 ft (assist by C. Koloko),66-67, ,,3,67,66,1,2011.0
2:19.0, ,66-67,Turnover by G. Vincent (bad pass),,3,67,66,1,2021.0
2:19.0, ,66-67,D. Robinson enters the game for T. Herro,,3,67,66,1,2021.0
2:01.0,G. Trent misses 2-pt layup from 4 ft,66-67, ,,3,67,66,1,2039.0
1:58.0, ,66-67,Defensive rebound by J. Butler,,3,67,66,1,2042.0
1:52.0, ,66-67,Shooting foul by C. Koloko (drawn by J. Butler),,3,67,66,1,2048.0
1:52.0, ,66-68,J. Butler makes free throw 1 of 2,,3,68,66,2,2048.0
1:52.0,P. Siakam enters the game for F. VanVleet,66-68, ,,3,68,66,2,2048.0
1:52.0, ,66-69,J. Butler makes free throw 2 of 2,,3,69,66,3,2048.0
1:37.0,C. Koloko misses 2-pt layup from 9 ft (block by G. Vincent),66-69, ,,3,69,66,3,2063.0
1:32.0, ,66-69,Defensive rebound by D. Robinson,,3,69,66,3,2068.0
1:29.0, ,66-69,Personal foul by P. Achiuwa (drawn by J. Butler),,3,69,66,3,2071.0
1:29.0, ,66-70,J. Butler makes free throw 1 of 2,,3,70,66,4,2071.0
1:29.0, ,66-71,J. Butler makes free throw 2 of 2,,3,71,66,5,2071.0
1:14.0,P. Siakam makes 2-pt jump shot from 11 ft (assist by G. Trent),68-71, ,,3,71,68,3,2086.0
0:57.0, ,68-74,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,74,68,6,2103.0
0:44.0,G. Trent makes 3-pt jump shot from 24 ft (assist by P. Siakam),71-74, ,,3,74,71,3,2116.0
0:34.0, ,71-74,K. Lowry misses 3-pt jump shot from 28 ft,,3,74,71,3,2126.0
0:29.0,Defensive rebound by P. Siakam,71-74, ,,3,74,71,3,2131.0
0:07.0,M. Flynn misses 2-pt jump shot from 20 ft,71-74, ,,3,74,71,3,2153.0
0:07.0, ,71-74,Defensive rebound by Team,,3,74,71,3,2153.0
0:07.0,Loose ball foul by C. Koloko (drawn by K. Lowry),71-74, ,,3,74,71,3,2153.0
0:07.0, ,71-75,K. Lowry makes free throw 1 of 2,,3,75,71,4,2153.0
0:07.0,F. VanVleet enters the game for C. Koloko,71-75, ,,3,75,71,4,2153.0
0:07.0, ,71-75,H. Highsmith enters the game for J. Butler,,3,75,71,4,2153.0
0:07.0, ,71-76,K. Lowry makes free throw 2 of 2,,3,76,71,5,2153.0
0:00.0,F. VanVleet misses 2-pt jump shot from 20 ft,71-76, ,,3,76,71,5,2160.0
0:00.0,Offensive rebound by Team,71-76, ,,3,76,71,5,2160.0
0:00.0,End of 3rd quarter,71-76,,,3,76,71,5,2160.0
12:00.0,Start of 4th quarter,71-76,,,4,76,71,5,2160.0
11:39.0, ,71-78,D. Robinson makes 2-pt layup from 3 ft,,4,78,71,7,2181.0
11:15.0,P. Achiuwa misses 2-pt jump shot from 11 ft,71-78, ,,4,78,71,7,2205.0
11:12.0, ,71-78,Defensive rebound by T. Herro,,4,78,71,7,2208.0
10:58.0, ,71-78,B. Adebayo misses 2-pt jump shot from 12 ft,,4,78,71,7,2222.0
10:57.0, ,71-78,Offensive rebound by Team,,4,78,71,7,2223.0
10:57.0,Violation by Team (kicked ball),71-78, ,,4,78,71,7,2223.0
10:48.0, ,71-78,Turnover by T. Herro (bad pass),,4,78,71,7,2232.0
10:28.0,O. Anunoby misses 3-pt jump shot from 23 ft,71-78, ,,4,78,71,7,2252.0
10:23.0, ,71-78,Defensive rebound by T. Herro,,4,78,71,7,2257.0
10:14.0, ,71-78,T. Herro misses 2-pt layup from 3 ft,,4,78,71,7,2266.0
10:11.0,Defensive rebound by P. Achiuwa,71-78, ,,4,78,71,7,2269.0
10:05.0,Personal foul by D. Robinson (drawn by P. Siakam),71-78, ,,4,78,71,7,2275.0
10:05.0,F. VanVleet enters the game for M. Flynn,71-78, ,,4,78,71,7,2275.0
9:52.0,P. Siakam makes 2-pt layup from 4 ft,73-78, ,,4,78,73,5,2288.0
9:30.0, ,73-81,D. Robinson makes 3-pt jump shot from 29 ft (assist by T. Herro),,4,81,73,8,2310.0
9:09.0,P. Siakam misses 2-pt jump shot from 12 ft,73-81, ,,4,81,73,8,2331.0
9:08.0,Offensive rebound by Team,73-81, ,,4,81,73,8,2332.0
9:04.0,G. Trent misses 3-pt jump shot from 24 ft,73-81, ,,4,81,73,8,2336.0
9:01.0, ,73-81,Defensive rebound by B. Adebayo,,4,81,73,8,2339.0
8:53.0, ,73-81,H. Highsmith misses 3-pt jump shot from 23 ft,,4,81,73,8,2347.0
8:50.0,Defensive rebound by P. Achiuwa,73-81, ,,4,81,73,8,2350.0
8:48.0,G. Trent makes 3-pt jump shot from 23 ft (assist by P. Siakam),76-81, ,,4,81,76,5,2352.0
8:24.0, ,76-81,Turnover by T. Herro (lost ball; steal by G. Trent),,4,81,76,5,2376.0
8:21.0,Shooting foul by D. Robinson (drawn by P. Siakam),76-81, ,,4,81,76,5,2379.0
8:21.0,P. Siakam makes free throw 1 of 2,77-81, ,,4,81,77,4,2379.0
8:21.0,P. Siakam makes free throw 2 of 2,78-81, ,,4,81,78,3,2379.0
8:06.0, ,78-81,Turnover by T. Herro (bad pass; steal by O. Anunoby),,4,81,78,3,2394.0
8:00.0,P. Achiuwa makes 2-pt dunk from 4 ft (assist by P. Siakam),80-81, ,,4,81,80,1,2400.0
8:00.0, ,80-81,Miami full timeout,,4,81,80,1,2400.0
8:00.0, ,80-81,M. Strus enters the game for D. Robinson,,4,81,80,1,2400.0
7:46.0, ,80-81,M. Strus misses 3-pt jump shot from 28 ft,,4,81,80,1,2414.0
7:43.0,Defensive rebound by P. Achiuwa,80-81, ,,4,81,80,1,2417.0
7:21.0, ,80-81,Miami full timeout,,4,81,80,1,2439.0
7:21.0, ,80-81,Instant Replay (Challenge: Ruling Stands),,4,81,80,1,2439.0
7:21.0,Offensive foul by O. Anunoby (drawn by G. Vincent),80-81, ,,4,81,80,1,2439.0
7:21.0,Turnover by O. Anunoby (offensive foul),80-81, ,,4,81,80,1,2439.0
7:21.0, ,80-81,K. Lowry enters the game for H. Highsmith,,4,81,80,1,2439.0
7:08.0, ,80-83,G. Vincent makes 2-pt layup from 4 ft,,4,83,80,3,2452.0
6:46.0,Turnover by P. Siakam (lost ball; steal by G. Vincent),80-83, ,,4,83,80,3,2474.0
6:21.0, ,80-83,K. Lowry misses 2-pt hook shot from 7 ft,,4,83,80,3,2499.0
6:18.0,Defensive rebound by P. Achiuwa,80-83, ,,4,83,80,3,2502.0
6:13.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by P. Siakam),83-83, ,Tie,4,83,83,0,2507.0
5:47.0, ,83-83,Turnover by T. Herro (lost ball; steal by F. VanVleet),,4,83,83,0,2533.0
5:38.0,G. Trent misses 2-pt jump shot from 21 ft,83-83, ,,4,83,83,0,2542.0
5:35.0, ,83-83,Defensive rebound by M. Strus,,4,83,83,0,2545.0
5:26.0, ,83-83,B. Adebayo misses 2-pt dunk from 3 ft,,4,83,83,0,2554.0
5:23.0,Defensive rebound by F. VanVleet,83-83, ,,4,83,83,0,2557.0
5:12.0,P. Siakam misses 2-pt jump shot from 16 ft,83-83, ,,4,83,83,0,2568.0
5:07.0,Offensive rebound by P. Achiuwa,83-83, ,,4,83,83,0,2573.0
5:05.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by P. Achiuwa),86-83, ,Lead change,4,83,86,-3,2575.0
4:44.0, ,86-83,M. Strus misses 2-pt layup from 5 ft,,4,83,86,-3,2596.0
4:42.0,Defensive rebound by P. Achiuwa,86-83, ,,4,83,86,-3,2598.0
4:38.0,F. VanVleet misses 2-pt jump shot from 13 ft,86-83, ,,4,83,86,-3,2602.0
4:38.0, ,86-83,Defensive rebound by T. Herro,,4,83,86,-3,2602.0
4:22.0, ,86-85,T. Herro makes 2-pt jump shot from 19 ft,,4,85,86,-1,2618.0
3:57.0,F. VanVleet misses 3-pt jump shot from 28 ft,86-85, ,,4,85,86,-1,2643.0
3:52.0, ,86-85,Defensive rebound by T. Herro,,4,85,86,-1,2648.0
3:39.0, ,86-85,K. Lowry misses 2-pt layup from 3 ft,,4,85,86,-1,2661.0
3:38.0, ,86-85,Offensive rebound by B. Adebayo,,4,85,86,-1,2662.0
3:38.0, ,86-85,Turnover by B. Adebayo (out of bounds lost ball),,4,85,86,-1,2662.0
3:38.0, ,86-85,J. Butler enters the game for M. Strus,,4,85,86,-1,2662.0
3:19.0,P. Siakam makes 3-pt jump shot from 26 ft (assist by F. VanVleet),89-85, ,,4,85,89,-4,2681.0
2:52.0, ,89-85,G. Vincent misses 3-pt jump shot from 27 ft,,4,85,89,-4,2708.0
2:49.0,Defensive rebound by P. Achiuwa,89-85, ,,4,85,89,-4,2711.0
2:44.0,O. Anunoby makes 2-pt dunk from 3 ft (assist by P. Siakam),91-85, ,,4,85,91,-6,2716.0
2:23.0, ,91-85,B. Adebayo misses 2-pt jump shot from 9 ft,,4,85,91,-6,2737.0
2:19.0,Defensive rebound by P. Siakam,91-85, ,,4,85,91,-6,2741.0
1:59.0,P. Siakam misses 3-pt jump shot from 23 ft,91-85, ,,4,85,91,-6,2761.0
1:56.0, ,91-85,Defensive rebound by K. Lowry,,4,85,91,-6,2764.0
1:52.0, ,91-88,T. Herro makes 3-pt jump shot from 28 ft,,4,88,91,-3,2768.0
1:27.0,P. Siakam misses 2-pt jump shot from 21 ft,91-88, ,,4,88,91,-3,2793.0
1:27.0, ,91-88,Defensive rebound by Team,,4,88,91,-3,2793.0
1:14.0, ,91-88,T. Herro misses 3-pt jump shot from 27 ft,,4,88,91,-3,2806.0
1:12.0,Defensive rebound by Team,91-88, ,,4,88,91,-3,2808.0
0:50.0,P. Siakam makes 2-pt jump shot from 12 ft,93-88, ,,4,88,93,-5,2830.0
0:50.0, ,93-88,Miami full timeout,,4,88,93,-5,2830.0
0:50.0, ,93-88,M. Strus enters the game for G. Vincent,,4,88,93,-5,2830.0
0:47.0, ,93-90,J. Butler makes 2-pt jump shot from 4 ft (assist by K. Lowry),,4,90,93,-3,2833.0
0:22.0,G. Trent makes 3-pt jump shot from 23 ft (assist by F. VanVleet),96-90, ,,4,90,96,-6,2858.0
0:22.0, ,96-90,Miami full timeout,,4,90,96,-6,2858.0
0:19.0, ,96-90,M. Strus misses 3-pt jump shot from 26 ft,,4,90,96,-6,2861.0
0:19.0,Defensive rebound by O. Anunoby,96-90, ,,4,90,96,-6,2861.0
0:18.0,Personal foul by M. Strus (drawn by G. Trent),96-90, ,,4,90,96,-6,2862.0
0:10.0,P. Achiuwa makes 2-pt layup from 7 ft (assist by F. VanVleet),98-90, ,,4,90,98,-8,2870.0
0:10.0,Shooting foul by B. Adebayo (drawn by P. Achiuwa),98-90, ,,4,90,98,-8,2870.0
0:10.0,P. Achiuwa misses free throw 1 of 1,98-90, ,,4,90,98,-8,2870.0
0:08.0, ,98-90,Defensive rebound by B. Adebayo,,4,90,98,-8,2872.0
0:03.0, ,98-90,J. Butler misses 3-pt jump shot from 24 ft (block by O. Anunoby),,4,90,98,-8,2877.0
0:02.0, ,98-90,Offensive rebound by Team,,4,90,98,-8,2878.0
0:01.0, ,98-90,M. Strus misses 3-pt jump shot from 23 ft,,4,90,98,-8,2879.0
0:00.0,Defensive rebound by P. Achiuwa,98-90, ,,4,90,98,-8,2880.0
0:00.0,End of 4th quarter,98-90,,,4,90,98,-8,2880.0
