Time,Atlanta,Score,Orlando,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:31.0, ,95-100,P. Banchero misses 2-pt layup from 5 ft,,4,95,100,-5,2669.0
3:27.0,Defensive rebound by C. Capela,95-100, ,,4,95,100,-5,2673.0
3:18.0,J. Johnson misses 3-pt jump shot from 24 ft,95-100, ,,4,95,100,-5,2682.0
3:16.0, ,95-100,Defensive rebound by J. Suggs,,4,95,100,-5,2684.0
2:53.0, ,95-100,J. Suggs misses 3-pt jump shot from 27 ft,,4,95,100,-5,2707.0
2:50.0,Defensive rebound by D. Murray,95-100, ,,4,95,100,-5,2710.0
2:47.0,Personal foul by J. Suggs (drawn by D. Murray),95-100, ,,4,95,100,-5,2713.0
2:47.0,D. Murray makes free throw 1 of 2,96-100, ,,4,96,100,-4,2713.0
2:47.0,D. Murray misses free throw 2 of 2,96-100, ,,4,96,100,-4,2713.0
2:44.0, ,96-100,Defensive rebound by G. Bitadze,,4,96,100,-4,2716.0
2:23.0, ,96-100,J. Suggs misses 2-pt jump shot from 9 ft,,4,96,100,-4,2737.0
2:21.0,Defensive rebound by S. Bey,96-100, ,,4,96,100,-4,2739.0
2:13.0,C. Capela misses 2-pt layup from 1 ft,96-100, ,,4,96,100,-4,2747.0
2:10.0, ,96-100,Defensive rebound by G. Bitadze,,4,96,100,-4,2750.0
1:58.0, ,96-100,Personal foul by T. Young (drawn by P. Banchero),,4,96,100,-4,2762.0
1:58.0, ,96-101,P. Banchero makes free throw 1 of 2,,4,96,101,-5,2762.0
1:58.0, ,96-102,P. Banchero makes free throw 2 of 2,,4,96,102,-6,2762.0
1:50.0,Personal foul by J. Suggs (drawn by T. Young),96-102, ,,4,96,102,-6,2770.0
1:50.0, ,96-102,C. Anthony enters the game for J. Suggs,,4,96,102,-6,2770.0
1:50.0,T. Young makes free throw 1 of 2,97-102, ,,4,97,102,-5,2770.0
1:50.0,T. Young makes free throw 2 of 2,98-102, ,,4,98,102,-4,2770.0
1:29.0, ,98-102,C. Houstan misses 3-pt jump shot from 26 ft,,4,98,102,-4,2791.0
1:27.0,Defensive rebound by D. Murray,98-102, ,,4,98,102,-4,2793.0
1:20.0,D. Murray makes 2-pt jump shot from 7 ft,100-102, ,,4,100,102,-2,2800.0
1:20.0,Shooting foul by C. Anthony (drawn by D. Murray),100-102, ,,4,100,102,-2,2800.0
1:20.0,D. Murray makes free throw 1 of 1,101-102, ,,4,101,102,-1,2800.0
1:07.0, ,101-105,C. Houstan makes 3-pt jump shot from 24 ft (assist by C. Anthony),,4,101,105,-4,2813.0
0:59.0,T. Young misses 3-pt jump shot from 26 ft,101-105, ,,4,101,105,-4,2821.0
0:57.0,Offensive rebound by Team,101-105, ,,4,101,105,-4,2823.0
0:57.0,Atlanta full timeout,101-105, ,,4,101,105,-4,2823.0
0:48.0,T. Young makes 2-pt layup from 2 ft,103-105, ,,4,103,105,-2,2832.0
0:33.0, ,103-105,Turnover by C. Anthony (lost ball; steal by C. Capela),,4,103,105,-2,2847.0
0:18.0,S. Bey makes 2-pt dunk from 2 ft (assist by J. Johnson),105-105, ,Tie,4,105,105,0,2862.0
0:00.0, ,105-105,C. Houstan misses 3-pt jump shot from 26 ft,,4,105,105,0,2880.0
0:00.0,Defensive rebound by C. Capela,105-105, ,,4,105,105,0,2880.0
0:00.0,End of 4th quarter,105-105,,,4,105,105,0,2880.0
5:00.0,Start of 1st overtime,105-105,,,5,105,105,0,2880.0
5:00.0,Jump ball: C. Capela vs. G. Bitadze (C. Anthony gains possession),105-105,,,5,105,105,0,2880.0
4:32.0, ,105-105,C. Anthony misses 2-pt jump shot from 18 ft,,5,105,105,0,2908.0
4:32.0, ,105-105,Offensive rebound by Team,,5,105,105,0,2908.0
4:32.0, ,105-105,Turnover by Team (shot clock),,5,105,105,0,2908.0
4:21.0,D. Murray misses 2-pt jump shot from 11 ft,105-105, ,,5,105,105,0,2919.0
4:14.0,Offensive rebound by C. Capela,105-105, ,,5,105,105,0,2926.0
4:14.0,C. Capela misses 2-pt layup at rim,105-105, ,,5,105,105,0,2926.0
4:13.0, ,105-105,Defensive rebound by P. Banchero,,5,105,105,0,2927.0
4:02.0, ,105-105,P. Banchero misses 2-pt jump shot from 12 ft,,5,105,105,0,2938.0
4:00.0, ,105-105,Offensive rebound by G. Bitadze,,5,105,105,0,2940.0
3:57.0, ,105-108,P. Banchero makes 3-pt jump shot from 26 ft (assist by G. Bitadze),,5,105,108,-3,2943.0
3:38.0,J. Johnson misses 3-pt jump shot from 25 ft,105-108, ,,5,105,108,-3,2962.0
3:35.0, ,105-108,Defensive rebound by C. Okeke,,5,105,108,-3,2965.0
3:23.0, ,105-110,P. Banchero makes 2-pt layup from 2 ft (assist by C. Anthony),,5,105,110,-5,2977.0
3:23.0, ,105-110,Shooting foul by D. Murray (drawn by P. Banchero),,5,105,110,-5,2977.0
3:23.0, ,105-110,P. Banchero misses free throw 1 of 1,,5,105,110,-5,2977.0
3:20.0,Defensive rebound by J. Johnson,105-110, ,,5,105,110,-5,2980.0
3:07.0,J. Johnson makes 2-pt layup from 3 ft (assist by T. Young),107-110, ,,5,107,110,-3,2993.0
2:54.0, ,107-110,Shooting foul by J. Johnson (drawn by P. Banchero),,5,107,110,-3,3006.0
2:54.0, ,107-110,P. Banchero misses free throw 1 of 2,,5,107,110,-3,3006.0
2:54.0, ,107-110,Offensive rebound by Team,,5,107,110,-3,3006.0
2:54.0, ,107-111,P. Banchero makes free throw 2 of 2,,5,107,111,-4,3006.0
2:36.0,Shooting foul by C. Anthony (drawn by C. Capela),107-111, ,,5,107,111,-4,3024.0
2:36.0,C. Capela misses free throw 1 of 2,107-111, ,,5,107,111,-4,3024.0
2:36.0,Offensive rebound by Team,107-111, ,,5,107,111,-4,3024.0
2:36.0,C. Capela misses free throw 2 of 2,107-111, ,,5,107,111,-4,3024.0
2:33.0, ,107-111,Defensive rebound by C. Anthony,,5,107,111,-4,3027.0
2:23.0, ,107-111,C. Anthony misses 2-pt jump shot from 12 ft,,5,107,111,-4,3037.0
2:19.0, ,107-111,Offensive rebound by G. Bitadze,,5,107,111,-4,3041.0
2:19.0, ,107-113,G. Bitadze makes 2-pt layup at rim,,5,107,113,-6,3041.0
2:09.0,T. Young makes 3-pt jump shot from 24 ft,110-113, ,,5,110,113,-3,3051.0
1:41.0, ,110-113,C. Anthony misses 2-pt jump shot from 23 ft (block by T. Young),,5,110,113,-3,3079.0
1:38.0,Defensive rebound by T. Young,110-113, ,,5,110,113,-3,3082.0
1:37.0,Turnover by T. Young (lost ball; steal by C. Houstan),110-113, ,,5,110,113,-3,3083.0
1:33.0, ,110-113,Personal foul by C. Capela (drawn by P. Banchero),,5,110,113,-3,3087.0
1:33.0, ,110-113,Orlando full timeout,,5,110,113,-3,3087.0
1:33.0, ,110-113,Instant Replay (Request: Ruling Stands),,5,110,113,-3,3087.0
1:19.0, ,110-115,P. Banchero makes 2-pt jump shot from 11 ft,,5,110,115,-5,3101.0
1:00.0,Turnover by C. Capela (bad pass),110-115, ,,5,110,115,-5,3120.0
0:42.0, ,110-115,P. Banchero misses 2-pt jump shot from 10 ft,,5,110,115,-5,3138.0
0:38.0,Defensive rebound by S. Bey,110-115, ,,5,110,115,-5,3142.0
0:35.0,D. Murray misses 2-pt layup from 3 ft,110-115, ,,5,110,115,-5,3145.0
0:30.0, ,110-115,Defensive rebound by C. Anthony,,5,110,115,-5,3150.0
0:17.0, ,110-115,Personal foul by J. Johnson (drawn by C. Anthony),,5,110,115,-5,3163.0
0:17.0,B. Bogdanović enters the game for J. Johnson,110-115, ,,5,110,115,-5,3163.0
0:17.0, ,110-116,C. Anthony makes free throw 1 of 2,,5,110,116,-6,3163.0
0:17.0, ,110-117,C. Anthony makes free throw 2 of 2,,5,110,117,-7,3163.0
0:17.0,Atlanta full timeout,110-117, ,,5,110,117,-7,3163.0
0:17.0, ,110-117,T. Queen enters the game for C. Anthony,,5,110,117,-7,3163.0
0:14.0,T. Young misses 3-pt jump shot from 25 ft,110-117, ,,5,110,117,-7,3166.0
0:11.0, ,110-117,Defensive rebound by G. Bitadze,,5,110,117,-7,3169.0
0:00.0,End of 1st overtime,110-117,,,5,110,117,-7,3180.0
