Time,Atlanta,Score,Milwaukee,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:14.0, ,123-96,Turnover by M. Beauchamp (out of bounds lost ball),,4,123,96,27,2626.0
3:55.0,B. Bogdanović misses 3-pt jump shot from 23 ft,123-96, ,,4,123,96,27,2645.0
3:51.0, ,123-96,Defensive rebound by A. Green,,4,123,96,27,2649.0
3:41.0, ,123-99,A. Green makes 3-pt jump shot from 28 ft (assist by T. Antetokounmpo),,4,123,99,24,2659.0
3:16.0,A. Griffin misses 2-pt jump shot from 14 ft,123-99, ,,4,123,99,24,2684.0
3:15.0,Offensive rebound by A. Griffin,123-99, ,,4,123,99,24,2685.0
3:14.0,D. Hunter makes 2-pt dunk from 2 ft (assist by A. Griffin),125-99, ,,4,125,99,26,2686.0
3:14.0,Shooting foul by T. Antetokounmpo (drawn by D. Hunter),125-99, ,,4,125,99,26,2686.0
3:14.0,K. Bufkin enters the game for B. Bogdanović,125-99, ,,4,125,99,26,2686.0
3:14.0, ,125-99,A. Jackson enters the game for M. Beauchamp,,4,125,99,26,2686.0
3:14.0, ,125-99,T. Washington enters the game for C. Payne,,4,125,99,26,2686.0
3:14.0,D. Hunter makes free throw 1 of 1,126-99, ,,4,126,99,27,2686.0
3:12.0, ,126-99,Personal foul by T. Forrest (drawn by T. Washington),,4,126,99,27,2688.0
3:12.0,M. Gueye enters the game for D. Hunter,126-99, ,,4,126,99,27,2688.0
3:12.0, ,126-100,A. Green makes free throw 1 of 1,,4,126,100,26,2688.0
3:01.0, ,126-100,Shooting foul by M. Gueye (drawn by R. Lopez),,4,126,100,26,2699.0
3:01.0, ,126-101,R. Lopez makes free throw 1 of 2,,4,126,101,25,2699.0
3:01.0, ,126-102,R. Lopez makes free throw 2 of 2,,4,126,102,24,2699.0
2:46.0,Turnover by B. Fernando (bad pass),126-102, ,,4,126,102,24,2714.0
2:39.0, ,126-102,Turnover by T. Washington (lost ball; steal by M. Gueye),,4,126,102,24,2721.0
2:23.0,K. Bufkin misses 2-pt jump shot from 16 ft,126-102, ,,4,126,102,24,2737.0
2:19.0, ,126-102,Defensive rebound by A. Jackson,,4,126,102,24,2741.0
2:17.0, ,126-102,Turnover by A. Jackson (bad pass; steal by A. Griffin),,4,126,102,24,2743.0
2:15.0,Turnover by A. Griffin (bad pass; steal by A. Jackson),126-102, ,,4,126,102,24,2745.0
2:11.0, ,126-105,T. Washington makes 3-pt jump shot from 22 ft (assist by A. Jackson),,4,126,105,21,2749.0
1:55.0,Offensive foul by B. Fernando (drawn by A. Green),126-105, ,,4,126,105,21,2765.0
1:55.0,Turnover by B. Fernando (offensive foul),126-105, ,,4,126,105,21,2765.0
1:36.0, ,126-105,T. Washington misses 2-pt jump shot from 16 ft,,4,126,105,21,2784.0
1:32.0,Defensive rebound by K. Bufkin,126-105, ,,4,126,105,21,2788.0
1:30.0,Personal foul by T. Antetokounmpo (drawn by K. Bufkin),126-105, ,,4,126,105,21,2790.0
1:30.0,K. Bufkin misses free throw 1 of 2,126-105, ,,4,126,105,21,2790.0
1:30.0,Offensive rebound by Team,126-105, ,,4,126,105,21,2790.0
1:30.0,K. Bufkin makes free throw 2 of 2,127-105, ,,4,127,105,22,2790.0
1:18.0, ,127-107,T. Antetokounmpo makes 2-pt dunk from 4 ft (assist by R. Lopez),,4,127,107,20,2802.0
1:06.0,B. Fernando misses 3-pt jump shot from 25 ft,127-107, ,,4,127,107,20,2814.0
1:02.0,Offensive rebound by K. Bufkin,127-107, ,,4,127,107,20,2818.0
0:55.0,K. Bufkin misses 3-pt jump shot from 25 ft,127-107, ,,4,127,107,20,2825.0
0:51.0, ,127-107,Defensive rebound by A. Jackson,,4,127,107,20,2829.0
0:48.0, ,127-107,Violation by Team (kicked ball),,4,127,107,20,2832.0
0:28.0,M. Gueye misses 3-pt jump shot from 23 ft,127-107, ,,4,127,107,20,2852.0
0:24.0, ,127-107,Defensive rebound by A. Jackson,,4,127,107,20,2856.0
0:13.0, ,127-110,A. Green makes 3-pt jump shot from 24 ft,,4,127,110,17,2867.0
0:00.0,End of 4th quarter,127-110,,,4,127,110,17,2880.0
