Time,Atlanta,Score,Toronto,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:48.0, ,109-118,Offensive rebound by Team,,4,109,118,-9,2652.0
3:46.0, ,109-120,D. Schröder makes 2-pt jump shot from 17 ft (assist by S. Barnes),,4,109,120,-11,2654.0
3:31.0,Personal foul by O. Anunoby (drawn by C. Capela),109-120, ,,4,109,120,-11,2669.0
3:31.0,Atlanta full timeout,109-120, ,,4,109,120,-11,2669.0
3:21.0,Personal foul by D. Schröder (drawn by T. Young),109-120, ,,4,109,120,-11,2679.0
3:21.0,T. Young makes free throw 1 of 2,110-120, ,,4,110,120,-10,2679.0
3:21.0,T. Young makes free throw 2 of 2,111-120, ,,4,111,120,-9,2679.0
3:09.0, ,111-123,S. Barnes makes 3-pt jump shot from 25 ft (assist by D. Schröder),,4,111,123,-12,2691.0
2:57.0,Personal foul by D. Schröder (drawn by T. Young),111-123, ,,4,111,123,-12,2703.0
2:57.0,T. Young makes free throw 1 of 2,112-123, ,,4,112,123,-11,2703.0
2:57.0,T. Young makes free throw 2 of 2,113-123, ,,4,113,123,-10,2703.0
2:55.0, ,113-123,Personal take foul by B. Bogdanović (drawn by J. Poeltl),,4,113,123,-10,2705.0
2:54.0, ,113-123,Personal take foul by C. Capela (drawn by J. Poeltl),,4,113,123,-10,2706.0
2:54.0, ,113-124,J. Poeltl makes free throw 1 of 2,,4,113,124,-11,2706.0
2:54.0, ,113-125,J. Poeltl makes free throw 2 of 2,,4,113,125,-12,2706.0
2:44.0,D. Murray misses 2-pt jump shot from 11 ft,113-125, ,,4,113,125,-12,2716.0
2:41.0, ,113-125,Defensive rebound by P. Siakam,,4,113,125,-12,2719.0
2:19.0, ,113-127,P. Siakam makes 2-pt layup from 9 ft,,4,113,127,-14,2741.0
2:10.0,S. Bey makes 2-pt dunk from 1 ft (assist by B. Bogdanović),115-127, ,,4,115,127,-12,2750.0
1:44.0, ,115-127,D. Schröder misses 2-pt jump shot from 7 ft,,4,115,127,-12,2776.0
1:42.0,Defensive rebound by S. Bey,115-127, ,,4,115,127,-12,2778.0
1:25.0,T. Young misses 2-pt jump shot from 19 ft,115-127, ,,4,115,127,-12,2795.0
1:23.0,Offensive rebound by S. Bey,115-127, ,,4,115,127,-12,2797.0
1:23.0,S. Bey makes 2-pt layup at rim,117-127, ,,4,117,127,-10,2797.0
1:23.0,Shooting foul by J. Poeltl (drawn by S. Bey),117-127, ,,4,117,127,-10,2797.0
1:23.0,S. Bey makes free throw 1 of 1,118-127, ,,4,118,127,-9,2797.0
1:17.0, ,118-127,Turnover by S. Barnes (bad pass),,4,118,127,-9,2803.0
1:14.0,D. Murray makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),121-127, ,,4,121,127,-6,2806.0
1:14.0, ,121-127,Toronto full timeout,,4,121,127,-6,2806.0
0:51.0, ,121-129,S. Barnes makes 2-pt hook shot from 6 ft,,4,121,129,-8,2829.0
0:46.0,C. Capela makes 2-pt layup from 5 ft (assist by T. Young),123-129, ,,4,123,129,-6,2834.0
0:36.0, ,123-131,O. Anunoby makes 2-pt dunk from 1 ft (assist by P. Siakam),,4,123,131,-8,2844.0
0:32.0,D. Murray makes 3-pt jump shot from 27 ft,126-131, ,,4,126,131,-5,2848.0
0:25.0, ,126-131,Personal foul by C. Capela (drawn by D. Schröder),,4,126,131,-5,2855.0
0:25.0, ,126-132,D. Schröder makes free throw 1 of 2,,4,126,132,-6,2855.0
0:25.0, ,126-133,D. Schröder makes free throw 2 of 2,,4,126,133,-7,2855.0
0:25.0,Atlanta full timeout,126-133, ,,4,126,133,-7,2855.0
0:23.0,B. Bogdanović misses 3-pt jump shot from 30 ft,126-133, ,,4,126,133,-7,2857.0
0:19.0, ,126-133,Defensive rebound by J. Poeltl,,4,126,133,-7,2861.0
0:19.0, ,126-133,Personal foul by D. Murray (drawn by J. Poeltl),,4,126,133,-7,2861.0
0:19.0, ,126-134,J. Poeltl makes free throw 1 of 2,,4,126,134,-8,2861.0
0:19.0, ,126-135,J. Poeltl makes free throw 2 of 2,,4,126,135,-9,2861.0
0:13.0,T. Young makes 2-pt layup from 1 ft,128-135, ,,4,128,135,-7,2867.0
0:00.0,End of 4th quarter,128-135,,,4,128,135,-7,2880.0
