Time,Oklahoma City,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
7:30.0,Defensive rebound by S. Gilgeous-Alexander,78-89, ,,3,89,78,11,1710.0
7:25.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,78-89, ,,3,89,78,11,1715.0
7:23.0,Offensive rebound by S. Gilgeous-Alexander,78-89, ,,3,89,78,11,1717.0
7:20.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,80-89, ,,3,89,80,9,1720.0
7:05.0, ,80-91,T. Young makes 2-pt jump shot from 12 ft,,3,91,80,11,1735.0
6:51.0,L. Dort misses 2-pt jump shot from 5 ft,80-91, ,,3,91,80,11,1749.0
6:49.0,Offensive rebound by L. Dort,80-91, ,,3,91,80,11,1751.0
6:48.0,L. Dort misses 2-pt layup from 2 ft (block by C. Capela),80-91, ,,3,91,80,11,1752.0
6:46.0, ,80-91,Defensive rebound by C. Capela,,3,91,80,11,1754.0
6:45.0, ,80-93,G. Mathews makes 2-pt layup from 1 ft (assist by T. Young),,3,93,80,13,1755.0
6:45.0, ,80-93,Shooting foul by J. Giddey (drawn by G. Mathews),,3,93,80,13,1755.0
6:45.0,C. Wallace enters the game for L. Dort,80-93, ,,3,93,80,13,1755.0
6:45.0,J. Williams enters the game for C. Holmgren,80-93, ,,3,93,80,13,1755.0
6:45.0, ,80-93,B. Bogdanović enters the game for T. Young,,3,93,80,13,1755.0
6:45.0, ,80-93,G. Mathews misses free throw 1 of 1,,3,93,80,13,1755.0
6:41.0,Defensive rebound by J. Williams,80-93, ,,3,93,80,13,1759.0
6:31.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,82-93, ,,3,93,82,11,1769.0
6:31.0,Shooting foul by G. Mathews (drawn by S. Gilgeous-Alexander),82-93, ,,3,93,82,11,1769.0
6:31.0,S. Gilgeous-Alexander misses free throw 1 of 1,82-93, ,,3,93,82,11,1769.0
6:28.0, ,82-93,Defensive rebound by S. Bey,,3,93,82,11,1772.0
6:18.0, ,82-93,Turnover by D. Murray (bad pass; steal by J. Williams),,3,93,82,11,1782.0
6:06.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by J. Williams),84-93, ,,3,93,84,9,1794.0
6:06.0,Shooting foul by C. Capela (drawn by S. Gilgeous-Alexander),84-93, ,,3,93,84,9,1794.0
6:06.0, ,84-93,T. Forrest enters the game for G. Mathews,,3,93,84,9,1794.0
6:06.0,S. Gilgeous-Alexander makes free throw 1 of 1,85-93, ,,3,93,85,8,1794.0
5:55.0, ,85-95,B. Bogdanović makes 2-pt jump shot from 13 ft (assist by D. Murray),,3,95,85,10,1805.0
5:36.0,J. Giddey makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),88-95, ,,3,95,88,7,1824.0
5:13.0, ,88-97,D. Murray makes 2-pt jump shot from 10 ft (assist by T. Forrest),,3,97,88,9,1847.0
4:59.0,C. Wallace makes 2-pt jump shot from 19 ft (assist by S. Gilgeous-Alexander),90-97, ,,3,97,90,7,1861.0
4:48.0, ,90-97,D. Murray misses 2-pt jump shot from 7 ft,,3,97,90,7,1872.0
4:43.0,Defensive rebound by J. Williams,90-97, ,,3,97,90,7,1877.0
4:37.0,S. Gilgeous-Alexander misses 2-pt jump shot from 10 ft,90-97, ,,3,97,90,7,1883.0
4:34.0, ,90-97,Defensive rebound by C. Capela,,3,97,90,7,1886.0
4:22.0, ,90-99,T. Forrest makes 2-pt jump shot from 5 ft,,3,99,90,9,1898.0
4:05.0,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,92-99, ,,3,99,92,7,1915.0
3:48.0, ,92-102,D. Murray makes 3-pt jump shot from 24 ft (assist by T. Forrest),,3,102,92,10,1932.0
3:47.0,Oklahoma City full timeout,92-102, ,,3,102,92,10,1933.0
3:47.0,I. Joe enters the game for J. Giddey,92-102, ,,3,102,92,10,1933.0
3:47.0,A. Wiggins enters the game for J. Williams,92-102, ,,3,102,92,10,1933.0
3:47.0, ,92-102,O. Okongwu enters the game for C. Capela,,3,102,92,10,1933.0
3:37.0,Shooting foul by D. Murray (drawn by C. Wallace),92-102, ,,3,102,92,10,1943.0
3:37.0,C. Wallace makes free throw 1 of 2,93-102, ,,3,102,93,9,1943.0
3:37.0,C. Wallace makes free throw 2 of 2,94-102, ,,3,102,94,8,1943.0
3:17.0, ,94-104,T. Forrest makes 2-pt jump shot from 12 ft (assist by D. Murray),,3,104,94,10,1963.0
2:59.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by T. Forrest),94-104, ,,3,104,94,10,1981.0
2:56.0, ,94-104,Defensive rebound by O. Okongwu,,3,104,94,10,1984.0
2:56.0, ,94-104,Shooting foul by I. Joe (drawn by D. Murray),,3,104,94,10,1984.0
2:56.0, ,94-105,D. Murray makes free throw 1 of 2,,3,105,94,11,1984.0
2:56.0, ,94-106,D. Murray makes free throw 2 of 2,,3,106,94,12,1984.0
2:47.0,J. Williams makes 3-pt jump shot from 23 ft (assist by I. Joe),97-106, ,,3,106,97,9,1993.0
2:30.0, ,97-106,Personal foul by J. Williams (drawn by D. Murray),,3,106,97,9,2010.0
2:30.0, ,97-106,Atlanta full timeout,,3,106,97,9,2010.0
2:30.0, ,97-106,T. Young enters the game for D. Murray,,3,106,97,9,2010.0
2:24.0, ,97-106,Shooting foul by S. Gilgeous-Alexander (drawn by O. Okongwu),,3,106,97,9,2016.0
2:24.0, ,97-107,O. Okongwu makes free throw 1 of 2,,3,107,97,10,2016.0
2:24.0, ,97-108,O. Okongwu makes free throw 2 of 2,,3,108,97,11,2016.0
2:09.0,Turnover by S. Gilgeous-Alexander (bad pass),97-108, ,,3,108,97,11,2031.0
1:59.0, ,97-111,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Young),,3,111,97,14,2041.0
1:34.0,A. Wiggins misses 2-pt layup from 1 ft,97-111, ,,3,111,97,14,2066.0
1:31.0, ,97-111,Defensive rebound by S. Bey,,3,111,97,14,2069.0
1:22.0, ,97-114,T. Young makes 3-pt jump shot from 25 ft,,3,114,97,17,2078.0
1:00.0,C. Wallace makes 3-pt jump shot from 23 ft (assist by J. Williams),100-114, ,,3,114,100,14,2100.0
0:48.0, ,100-114,Shooting foul by C. Wallace (drawn by T. Young),,3,114,100,14,2112.0
0:48.0, ,100-115,T. Young makes free throw 1 of 2,,3,115,100,15,2112.0
0:48.0,L. Dort enters the game for C. Wallace,100-115, ,,3,115,100,15,2112.0
0:48.0,L. Waters enters the game for A. Wiggins,100-115, ,,3,115,100,15,2112.0
0:48.0, ,100-116,T. Young makes free throw 2 of 2,,3,116,100,16,2112.0
0:38.0,Def 3 sec tech foul by Team,100-116, ,,3,116,100,16,2122.0
0:38.0,S. Gilgeous-Alexander makes technical free throw,101-116, ,,3,116,101,15,2122.0
0:38.0,C. Holmgren enters the game for J. Williams,101-116, ,,3,116,101,15,2122.0
0:26.0,Turnover by L. Waters (traveling),101-116, ,,3,116,101,15,2134.0
0:26.0,A. Wiggins enters the game for I. Joe,101-116, ,,3,116,101,15,2134.0
0:10.0, ,101-116,S. Bey misses 3-pt jump shot from 25 ft,,3,116,101,15,2150.0
0:07.0,Defensive rebound by S. Gilgeous-Alexander,101-116, ,,3,116,101,15,2153.0
0:02.0,Shooting foul by T. Forrest (drawn by S. Gilgeous-Alexander),101-116, ,,3,116,101,15,2158.0
0:02.0,S. Gilgeous-Alexander makes free throw 1 of 2,102-116, ,,3,116,102,14,2158.0
0:02.0,S. Gilgeous-Alexander makes free throw 2 of 2,103-116, ,,3,116,103,13,2158.0
0:00.0, ,103-116,B. Bogdanović misses 3-pt jump shot from 29 ft,,3,116,103,13,2160.0
0:00.0, ,103-116,Offensive rebound by Team,,3,116,103,13,2160.0
0:00.0,End of 3rd quarter,103-116,,,3,116,103,13,2160.0
12:00.0,Start of 4th quarter,103-116,,,4,116,103,13,2160.0
11:46.0, ,103-116,B. Bogdanović misses 3-pt jump shot from 27 ft,,4,116,103,13,2174.0
11:42.0, ,103-116,Offensive rebound by O. Okongwu,,4,116,103,13,2178.0
11:34.0, ,103-116,Def 3 sec tech foul by Team,,4,116,103,13,2186.0
11:34.0, ,103-117,T. Young makes technical free throw,,4,117,103,14,2186.0
11:29.0, ,103-119,O. Okongwu makes 2-pt dunk at rim (assist by T. Young),,4,119,103,16,2191.0
11:23.0,Shooting foul by B. Bogdanović (drawn by L. Dort),103-119, ,,4,119,103,16,2197.0
11:23.0,L. Dort makes free throw 1 of 2,104-119, ,,4,119,104,15,2197.0
11:23.0,L. Dort makes free throw 2 of 2,105-119, ,,4,119,105,14,2197.0
11:01.0, ,105-119,T. Young misses 3-pt jump shot from 27 ft,,4,119,105,14,2219.0
10:57.0,Defensive rebound by A. Wiggins,105-119, ,,4,119,105,14,2223.0
10:55.0,Shooting foul by O. Okongwu (drawn by J. Williams),105-119, ,,4,119,105,14,2225.0
10:55.0,J. Williams makes free throw 1 of 2,106-119, ,,4,119,106,13,2225.0
10:55.0,J. Williams misses free throw 2 of 2,106-119, ,,4,119,106,13,2225.0
10:53.0, ,106-119,Defensive rebound by J. Johnson,,4,119,106,13,2227.0
10:34.0, ,106-119,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,119,106,13,2246.0
10:32.0, ,106-119,Offensive rebound by O. Okongwu,,4,119,106,13,2248.0
10:32.0, ,106-119,Shooting foul by J. Williams (drawn by O. Okongwu),,4,119,106,13,2248.0
10:32.0, ,106-120,O. Okongwu makes free throw 1 of 2,,4,120,106,14,2248.0
10:32.0, ,106-121,O. Okongwu makes free throw 2 of 2,,4,121,106,15,2248.0
10:25.0,C. Holmgren misses 3-pt jump shot from 26 ft,106-121, ,,4,121,106,15,2255.0
10:22.0, ,106-121,Defensive rebound by T. Young,,4,121,106,15,2258.0
10:08.0, ,106-123,J. Johnson makes 2-pt jump shot from 10 ft (assist by T. Young),,4,123,106,17,2272.0
9:55.0,J. Williams makes 2-pt layup from 2 ft,108-123, ,,4,123,108,15,2285.0
9:44.0, ,108-123,T. Young misses 3-pt jump shot from 25 ft,,4,123,108,15,2296.0
9:41.0,Defensive rebound by J. Williams,108-123, ,,4,123,108,15,2299.0
9:39.0,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Williams),110-123, ,,4,123,110,13,2301.0
9:19.0, ,110-123,B. Bogdanović misses 2-pt jump shot from 19 ft,,4,123,110,13,2321.0
9:16.0,Defensive rebound by L. Waters,110-123, ,,4,123,110,13,2324.0
9:04.0,C. Holmgren makes 2-pt dunk from 1 ft (assist by J. Williams),112-123, ,,4,123,112,11,2336.0
9:04.0, ,112-123,Atlanta full timeout,,4,123,112,11,2336.0
9:04.0, ,112-123,D. Murray enters the game for T. Young,,4,123,112,11,2336.0
8:42.0, ,112-123,Turnover by D. Murray (bad pass; steal by J. Williams),,4,123,112,11,2358.0
8:35.0,L. Waters makes 3-pt jump shot from 26 ft (assist by J. Williams),115-123, ,,4,123,115,8,2365.0
8:17.0, ,115-125,J. Johnson makes 2-pt jump shot from 12 ft (assist by B. Bogdanović),,4,125,115,10,2383.0
7:53.0,J. Williams makes 2-pt jump shot from 10 ft,117-125, ,,4,125,117,8,2407.0
7:31.0, ,117-128,J. Johnson makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,4,128,117,11,2429.0
7:06.0,C. Holmgren misses 3-pt jump shot from 26 ft,117-128, ,,4,128,117,11,2454.0
7:03.0, ,117-128,Defensive rebound by D. Murray,,4,128,117,11,2457.0
6:49.0, ,117-128,B. Bogdanović misses 3-pt jump shot from 23 ft,,4,128,117,11,2471.0
6:48.0,Defensive rebound by Team,117-128, ,,4,128,117,11,2472.0
6:48.0, ,117-128,Loose ball foul by O. Okongwu (drawn by J. Williams),,4,128,117,11,2472.0
6:48.0,S. Gilgeous-Alexander enters the game for J. Williams,117-128, ,,4,128,117,11,2472.0
6:48.0, ,117-128,S. Bey enters the game for G. Mathews,,4,128,117,11,2472.0
6:32.0,Turnover by C. Holmgren (bad pass; steal by B. Bogdanović),117-128, ,,4,128,117,11,2488.0
6:28.0, ,117-128,B. Bogdanović misses 2-pt layup from 1 ft,,4,128,117,11,2492.0
6:27.0,Defensive rebound by Team,117-128, ,,4,128,117,11,2493.0
6:27.0, ,117-128,Loose ball foul by S. Bey (drawn by A. Wiggins),,4,128,117,11,2493.0
6:22.0,Personal foul by J. Johnson (drawn by S. Gilgeous-Alexander),117-128, ,,4,128,117,11,2498.0
6:22.0,S. Gilgeous-Alexander makes free throw 1 of 2,118-128, ,,4,128,118,10,2498.0
6:22.0,J. Williams enters the game for L. Dort,118-128, ,,4,128,118,10,2498.0
6:22.0,S. Gilgeous-Alexander misses free throw 2 of 2,118-128, ,,4,128,118,10,2498.0
6:20.0, ,118-128,Defensive rebound by J. Johnson,,4,128,118,10,2500.0
6:15.0, ,118-128,Personal foul by S. Gilgeous-Alexander (drawn by J. Johnson),,4,128,118,10,2505.0
6:15.0, ,118-128,T. Forrest enters the game for J. Johnson,,4,128,118,10,2505.0
6:15.0, ,118-128,Violation by Team (delay of game),,4,128,118,10,2505.0
6:01.0, ,118-130,D. Murray makes 2-pt jump shot from 1 ft,,4,130,118,12,2519.0
5:48.0,J. Williams makes 2-pt layup from 2 ft (assist by C. Holmgren),120-130, ,,4,130,120,10,2532.0
5:28.0, ,120-132,D. Murray makes 2-pt layup from 1 ft,,4,132,120,12,2552.0
5:28.0,Oklahoma City full timeout,120-132, ,,4,132,120,12,2552.0
5:28.0,L. Dort enters the game for C. Holmgren,120-132, ,,4,132,120,12,2552.0
5:28.0,J. Giddey enters the game for L. Waters,120-132, ,,4,132,120,12,2552.0
5:28.0,C. Wallace enters the game for A. Wiggins,120-132, ,,4,132,120,12,2552.0
5:28.0, ,120-132,C. Capela enters the game for B. Bogdanović,,4,132,120,12,2552.0
5:28.0, ,120-132,J. Johnson enters the game for T. Forrest,,4,132,120,12,2552.0
5:28.0, ,120-132,T. Young enters the game for O. Okongwu,,4,132,120,12,2552.0
5:11.0,S. Gilgeous-Alexander misses 2-pt jump shot from 8 ft,120-132, ,,4,132,120,12,2569.0
5:08.0, ,120-132,Defensive rebound by J. Johnson,,4,132,120,12,2572.0
4:56.0, ,120-132,D. Murray misses 2-pt jump shot from 10 ft,,4,132,120,12,2584.0
4:54.0, ,120-132,Offensive rebound by D. Murray,,4,132,120,12,2586.0
4:52.0, ,120-132,S. Bey misses 3-pt jump shot from 25 ft,,4,132,120,12,2588.0
4:50.0, ,120-132,Offensive rebound by C. Capela,,4,132,120,12,2590.0
4:43.0, ,120-132,Turnover by T. Young (bad pass; steal by J. Giddey),,4,132,120,12,2597.0
4:38.0,Turnover by J. Giddey (lost ball; steal by J. Johnson),120-132, ,,4,132,120,12,2602.0
4:15.0, ,120-132,Turnover by Team (shot clock),,4,132,120,12,2625.0
4:06.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,120-132, ,,4,132,120,12,2634.0
4:04.0, ,120-132,Defensive rebound by C. Capela,,4,132,120,12,2636.0
3:46.0, ,120-135,D. Murray makes 3-pt jump shot from 24 ft (assist by S. Bey),,4,135,120,15,2654.0
3:21.0,Shooting foul by T. Young (drawn by J. Giddey),120-135, ,,4,135,120,15,2679.0
3:21.0, ,120-135,Atlanta full timeout,,4,135,120,15,2679.0
3:21.0, ,120-135,Instant Replay (Challenge: Ruling Stands),,4,135,120,15,2679.0
3:21.0,I. Joe enters the game for C. Wallace,120-135, ,,4,135,120,15,2679.0
3:21.0,J. Giddey misses free throw 1 of 2,120-135, ,,4,135,120,15,2679.0
3:21.0,Offensive rebound by Team,120-135, ,,4,135,120,15,2679.0
3:21.0,J. Giddey makes free throw 2 of 2,121-135, ,,4,135,121,14,2679.0
3:09.0, ,121-135,C. Capela misses 2-pt layup from 1 ft,,4,135,121,14,2691.0
3:05.0, ,121-135,Offensive rebound by C. Capela,,4,135,121,14,2695.0
3:05.0, ,121-137,C. Capela makes 2-pt layup at rim,,4,137,121,16,2695.0
2:57.0,J. Giddey misses 3-pt jump shot from 26 ft,121-137, ,,4,137,121,16,2703.0
2:52.0,Offensive rebound by J. Giddey,121-137, ,,4,137,121,16,2708.0
2:50.0,L. Dort makes 3-pt jump shot from 23 ft (assist by J. Giddey),124-137, ,,4,137,124,13,2710.0
2:32.0, ,124-137,J. Johnson misses 2-pt layup from 2 ft,,4,137,124,13,2728.0
2:29.0, ,124-137,Offensive rebound by S. Bey,,4,137,124,13,2731.0
2:29.0, ,124-137,S. Bey misses 2-pt layup at rim,,4,137,124,13,2731.0
2:27.0, ,124-137,Offensive rebound by J. Johnson,,4,137,124,13,2733.0
2:27.0, ,124-139,J. Johnson makes 2-pt layup at rim,,4,139,124,15,2733.0
2:20.0,J. Williams makes 2-pt layup from 2 ft,126-139, ,,4,139,126,13,2740.0
2:01.0, ,126-139,S. Bey misses 3-pt jump shot from 23 ft,,4,139,126,13,2759.0
1:57.0, ,126-139,Offensive rebound by D. Murray,,4,139,126,13,2763.0
1:57.0, ,126-139,D. Murray misses 2-pt layup at rim,,4,139,126,13,2763.0
1:56.0,Defensive rebound by S. Gilgeous-Alexander,126-139, ,,4,139,126,13,2764.0
1:51.0,J. Williams makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),129-139, ,,4,139,129,10,2769.0
1:41.0, ,129-141,J. Johnson makes 2-pt jump shot from 10 ft (assist by T. Young),,4,141,129,12,2779.0
1:37.0,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft,132-141, ,,4,141,132,9,2783.0
1:27.0, ,132-141,Turnover by J. Johnson (bad pass; steal by I. Joe),,4,141,132,9,2793.0
1:24.0,S. Gilgeous-Alexander makes 2-pt dunk from 1 ft (assist by J. Williams),134-141, ,,4,141,134,7,2796.0
1:09.0, ,134-141,Personal foul by L. Dort (drawn by T. Young),,4,141,134,7,2811.0
0:56.0, ,134-141,D. Murray misses 3-pt jump shot from 25 ft,,4,141,134,7,2824.0
0:55.0, ,134-141,Offensive rebound by Team,,4,141,134,7,2825.0
0:55.0, ,134-141,Turnover by Team (shot clock),,4,141,134,7,2825.0
0:48.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,136-141, ,,4,141,136,5,2832.0
0:43.0, ,136-141,Atlanta full timeout,,4,141,136,5,2837.0
0:43.0,A. Wiggins enters the game for J. Giddey,136-141, ,,4,141,136,5,2837.0
0:43.0, ,136-141,B. Bogdanović enters the game for C. Capela,,4,141,136,5,2837.0
0:34.0, ,136-141,D. Murray misses 2-pt jump shot from 3 ft,,4,141,136,5,2846.0
0:31.0,Defensive rebound by S. Gilgeous-Alexander,136-141, ,,4,141,136,5,2849.0
0:27.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,138-141, ,,4,141,138,3,2853.0
0:05.0, ,138-141,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,141,138,3,2875.0
0:03.0,Defensive rebound by S. Gilgeous-Alexander,138-141, ,,4,141,138,3,2877.0
0:03.0,Oklahoma City full timeout,138-141, ,,4,141,138,3,2877.0
0:03.0,J. Giddey enters the game for L. Dort,138-141, ,,4,141,138,3,2877.0
0:03.0,L. Waters enters the game for A. Wiggins,138-141, ,,4,141,138,3,2877.0
0:03.0, ,138-141,T. Forrest enters the game for B. Bogdanović,,4,141,138,3,2877.0
0:00.0,I. Joe misses 3-pt jump shot from 23 ft,138-141, ,,4,141,138,3,2880.0
0:00.0,Offensive rebound by Team,138-141, ,,4,141,138,3,2880.0
0:00.0,End of 4th quarter,138-141,,,4,141,138,3,2880.0
