Time,Atlanta,Score,Washington,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
6:48.0,T. Young makes free throw 3 of 3,83-74, ,,3,83,74,9,1752.0
6:31.0, ,83-74,J. Poole misses 2-pt layup from 7 ft (block by C. Capela),,3,83,74,9,1769.0
6:28.0,Defensive rebound by D. Murray,83-74, ,,3,83,74,9,1772.0
6:21.0,Turnover by T. Young (bad pass; steal by D. Gafford),83-74, ,,3,83,74,9,1779.0
6:16.0, ,83-76,J. Poole makes 2-pt dunk from 2 ft (assist by T. Jones),,3,83,76,7,1784.0
5:54.0,S. Bey misses 2-pt layup from 3 ft,83-76, ,,3,83,76,7,1806.0
5:51.0,Offensive rebound by C. Capela,83-76, ,,3,83,76,7,1809.0
5:51.0,C. Capela misses 2-pt layup at rim,83-76, ,,3,83,76,7,1809.0
5:51.0, ,83-76,Defensive rebound by K. Kuzma,,3,83,76,7,1809.0
5:43.0, ,83-76,J. Poole misses 3-pt jump shot from 30 ft,,3,83,76,7,1817.0
5:41.0,Defensive rebound by C. Capela,83-76, ,,3,83,76,7,1819.0
5:33.0,D. Murray misses 2-pt layup from 4 ft (block by D. Gafford),83-76, ,,3,83,76,7,1827.0
5:28.0, ,83-76,Defensive rebound by K. Kuzma,,3,83,76,7,1832.0
5:23.0, ,83-79,K. Kuzma makes 3-pt jump shot from 26 ft,,3,83,79,4,1837.0
5:23.0,Atlanta full timeout,83-79, ,,3,83,79,4,1837.0
5:23.0,B. Bogdanović enters the game for J. Johnson,83-79, ,,3,83,79,4,1837.0
5:23.0,P. Mills enters the game for T. Young,83-79, ,,3,83,79,4,1837.0
5:07.0,B. Bogdanović misses 2-pt jump shot from 15 ft,83-79, ,,3,83,79,4,1853.0
5:04.0, ,83-79,Defensive rebound by K. Kuzma,,3,83,79,4,1856.0
4:52.0, ,83-81,J. Poole makes 2-pt jump shot from 3 ft (assist by K. Kuzma),,3,83,81,2,1868.0
4:39.0,S. Bey makes 3-pt jump shot from 25 ft (assist by C. Capela),86-81, ,,3,86,81,5,1881.0
4:23.0, ,86-81,K. Kuzma misses 2-pt jump shot from 16 ft,,3,86,81,5,1897.0
4:21.0,Defensive rebound by C. Capela,86-81, ,,3,86,81,5,1899.0
4:06.0,D. Murray misses 3-pt jump shot from 28 ft,86-81, ,,3,86,81,5,1914.0
4:03.0, ,86-81,Defensive rebound by K. Kuzma,,3,86,81,5,1917.0
3:46.0, ,86-81,K. Kuzma misses 3-pt jump shot from 28 ft,,3,86,81,5,1934.0
3:39.0,Defensive rebound by D. Murray,86-81, ,,3,86,81,5,1941.0
3:35.0,D. Murray makes 2-pt layup from 6 ft (assist by B. Bogdanović),88-81, ,,3,88,81,7,1945.0
3:35.0,Shooting foul by K. Kuzma (drawn by D. Murray),88-81, ,,3,88,81,7,1945.0
3:35.0,B. Fernando enters the game for C. Capela,88-81, ,,3,88,81,7,1945.0
3:35.0, ,88-81,M. Muscala enters the game for D. Gafford,,3,88,81,7,1945.0
3:35.0, ,88-81,D. Wright enters the game for T. Jones,,3,88,81,7,1945.0
3:35.0,D. Murray makes free throw 1 of 1,89-81, ,,3,89,81,8,1945.0
3:23.0, ,89-84,M. Muscala makes 3-pt jump shot from 24 ft (assist by J. Poole),,3,89,84,5,1957.0
3:08.0,B. Bogdanović misses 3-pt jump shot from 29 ft,89-84, ,,3,89,84,5,1972.0
3:05.0,Offensive rebound by S. Bey,89-84, ,,3,89,84,5,1975.0
2:57.0,B. Bogdanović makes 2-pt layup from 2 ft,91-84, ,,3,91,84,7,1983.0
2:45.0, ,91-84,J. Poole misses 3-pt jump shot from 27 ft,,3,91,84,7,1995.0
2:41.0,Defensive rebound by S. Bey,91-84, ,,3,91,84,7,1999.0
2:33.0,D. Murray makes 2-pt jump shot from 8 ft,93-84, ,,3,93,84,9,2007.0
2:20.0, ,93-84,B. Coulibaly misses 2-pt jump shot from 10 ft,,3,93,84,9,2020.0
2:17.0,Defensive rebound by B. Fernando,93-84, ,,3,93,84,9,2023.0
2:01.0,D. Murray makes 2-pt jump shot from 18 ft,95-84, ,,3,95,84,11,2039.0
1:58.0, ,95-84,Washington full timeout,,3,95,84,11,2042.0
1:58.0,J. Johnson enters the game for S. Bey,95-84, ,,3,95,84,11,2042.0
1:58.0,T. Young enters the game for P. Mills,95-84, ,,3,95,84,11,2042.0
1:58.0, ,95-84,D. Avdija enters the game for K. Kuzma,,3,95,84,11,2042.0
1:58.0, ,95-84,C. Kispert enters the game for J. Poole,,3,95,84,11,2042.0
1:50.0, ,95-84,Turnover by D. Avdija (out of bounds lost ball),,3,95,84,11,2050.0
1:32.0,D. Murray makes 3-pt jump shot from 23 ft (assist by T. Young),98-84, ,,3,98,84,14,2068.0
1:21.0, ,98-84,M. Muscala misses 3-pt jump shot from 26 ft,,3,98,84,14,2079.0
1:15.0,Defensive rebound by D. Murray,98-84, ,,3,98,84,14,2085.0
0:59.0,B. Fernando misses 2-pt layup from 5 ft,98-84, ,,3,98,84,14,2101.0
0:57.0, ,98-84,Defensive rebound by B. Coulibaly,,3,98,84,14,2103.0
0:54.0, ,98-87,D. Wright makes 3-pt jump shot from 25 ft (assist by B. Coulibaly),,3,98,87,11,2106.0
0:35.0,D. Murray misses 3-pt jump shot from 24 ft,98-87, ,,3,98,87,11,2125.0
0:31.0, ,98-87,Defensive rebound by B. Coulibaly,,3,98,87,11,2129.0
0:11.0, ,98-87,Offensive foul by D. Wright (drawn by T. Young),,3,98,87,11,2149.0
0:11.0, ,98-87,Turnover by D. Wright (offensive foul),,3,98,87,11,2149.0
0:04.0,Personal take foul by D. Wright (drawn by T. Young),98-87, ,,3,98,87,11,2156.0
0:00.0,B. Bogdanović makes 2-pt jump shot from 11 ft (assist by T. Young),100-87, ,,3,100,87,13,2160.0
0:00.0,End of 3rd quarter,100-87,,,3,100,87,13,2160.0
12:00.0,Start of 4th quarter,100-87,,,4,100,87,13,2160.0
11:46.0,B. Bogdanović misses 2-pt jump shot from 6 ft,100-87, ,,4,100,87,13,2174.0
11:43.0, ,100-87,Defensive rebound by D. Avdija,,4,100,87,13,2177.0
11:24.0, ,100-89,C. Kispert makes 2-pt layup from 7 ft,,4,100,89,11,2196.0
11:09.0,T. Young makes 2-pt jump shot from 10 ft (assist by B. Fernando),102-89, ,,4,102,89,13,2211.0
11:00.0, ,102-89,M. Muscala misses 3-pt jump shot from 28 ft,,4,102,89,13,2220.0
10:55.0,Defensive rebound by J. Johnson,102-89, ,,4,102,89,13,2225.0
10:41.0,B. Fernando misses 2-pt hook shot from 9 ft,102-89, ,,4,102,89,13,2239.0
10:39.0, ,102-89,Defensive rebound by D. Avdija,,4,102,89,13,2241.0
10:33.0, ,102-89,D. Avdija misses 3-pt jump shot from 26 ft,,4,102,89,13,2247.0
10:29.0,Defensive rebound by T. Young,102-89, ,,4,102,89,13,2251.0
10:19.0,J. Johnson misses 3-pt jump shot from 28 ft,102-89, ,,4,102,89,13,2261.0
10:19.0, ,102-89,Defensive rebound by Team,,4,102,89,13,2261.0
10:19.0,Loose ball foul by B. Fernando (drawn by D. Avdija),102-89, ,,4,102,89,13,2261.0
10:19.0,Instant Replay (Request: Stands),102-89, ,,4,102,89,13,2261.0
10:08.0, ,102-91,C. Kispert makes 2-pt layup from 3 ft (assist by M. Muscala),,4,102,91,11,2272.0
9:53.0,Offensive foul by B. Fernando (drawn by L. Shamet),102-91, ,,4,102,91,11,2287.0
9:53.0,Turnover by B. Fernando (offensive foul),102-91, ,,4,102,91,11,2287.0
9:42.0, ,102-91,C. Kispert misses 2-pt jump shot from 7 ft,,4,102,91,11,2298.0
9:39.0,Defensive rebound by B. Fernando,102-91, ,,4,102,91,11,2301.0
9:39.0,Turnover by T. Young (out of bounds lost ball),102-91, ,,4,102,91,11,2301.0
9:37.0, ,102-91,D. Avdija misses 3-pt jump shot from 22 ft,,4,102,91,11,2303.0
9:34.0, ,102-91,Offensive rebound by D. Avdija,,4,102,91,11,2306.0
9:32.0, ,102-93,D. Avdija makes 2-pt dunk from 2 ft,,4,102,93,9,2308.0
9:18.0,Def 3 sec tech foul by Team,102-93, ,,4,102,93,9,2322.0
9:18.0,T. Young makes technical free throw,103-93, ,,4,103,93,10,2322.0
9:08.0,B. Bogdanović misses 2-pt jump shot from 7 ft,103-93, ,,4,103,93,10,2332.0
9:06.0, ,103-93,Defensive rebound by D. Avdija,,4,103,93,10,2334.0
8:58.0, ,103-93,Shooting foul by B. Fernando (drawn by C. Kispert),,4,103,93,10,2342.0
8:58.0, ,103-94,C. Kispert makes free throw 1 of 2,,4,103,94,9,2342.0
8:58.0,C. Capela enters the game for B. Fernando,103-94, ,,4,103,94,9,2342.0
8:58.0, ,103-94,C. Kispert misses free throw 2 of 2,,4,103,94,9,2342.0
8:56.0,Defensive rebound by J. Johnson,103-94, ,,4,103,94,9,2344.0
8:38.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by T. Young),106-94, ,,4,106,94,12,2362.0
8:19.0, ,106-94,L. Shamet misses 3-pt jump shot from 27 ft,,4,106,94,12,2381.0
8:16.0,Defensive rebound by T. Young,106-94, ,,4,106,94,12,2384.0
8:05.0,B. Bogdanović misses 3-pt jump shot from 25 ft,106-94, ,,4,106,94,12,2395.0
8:02.0, ,106-94,Defensive rebound by M. Muscala,,4,106,94,12,2398.0
7:49.0, ,106-96,M. Muscala makes 2-pt hook shot from 2 ft (assist by C. Kispert),,4,106,96,10,2411.0
7:33.0,T. Young misses 3-pt jump shot from 28 ft,106-96, ,,4,106,96,10,2427.0
7:30.0, ,106-96,Defensive rebound by M. Muscala,,4,106,96,10,2430.0
7:26.0, ,106-96,C. Kispert misses 3-pt jump shot from 26 ft,,4,106,96,10,2434.0
7:26.0,Defensive rebound by G. Mathews,106-96, ,,4,106,96,10,2434.0
7:15.0,B. Bogdanović makes 2-pt jump shot from 15 ft,108-96, ,,4,108,96,12,2445.0
6:52.0, ,108-99,M. Muscala makes 3-pt jump shot from 26 ft (assist by D. Wright),,4,108,99,9,2468.0
6:32.0,Shooting foul by L. Shamet (drawn by T. Young),108-99, ,,4,108,99,9,2488.0
6:32.0, ,108-99,Washington full timeout,,4,108,99,9,2488.0
6:32.0, ,108-99,Instant Replay (Challenge: Ruling Stands),,4,108,99,9,2488.0
6:32.0,S. Bey enters the game for J. Johnson,108-99, ,,4,108,99,9,2488.0
6:32.0,D. Murray enters the game for G. Mathews,108-99, ,,4,108,99,9,2488.0
6:32.0, ,108-99,D. Gafford enters the game for D. Avdija,,4,108,99,9,2488.0
6:32.0, ,108-99,K. Kuzma enters the game for M. Muscala,,4,108,99,9,2488.0
6:32.0,T. Young misses free throw 1 of 3,108-99, ,,4,108,99,9,2488.0
6:32.0,Offensive rebound by Team,108-99, ,,4,108,99,9,2488.0
6:32.0,T. Young makes free throw 2 of 3,109-99, ,,4,109,99,10,2488.0
6:32.0,T. Young makes free throw 3 of 3,110-99, ,,4,110,99,11,2488.0
6:18.0, ,110-99,L. Shamet misses 3-pt jump shot from 26 ft,,4,110,99,11,2502.0
6:12.0, ,110-99,Offensive rebound by K. Kuzma,,4,110,99,11,2508.0
6:11.0, ,110-99,K. Kuzma misses 2-pt layup from 1 ft,,4,110,99,11,2509.0
6:10.0,Defensive rebound by C. Capela,110-99, ,,4,110,99,11,2510.0
6:02.0,B. Bogdanović misses 3-pt jump shot from 26 ft,110-99, ,,4,110,99,11,2518.0
5:58.0, ,110-99,Defensive rebound by D. Gafford,,4,110,99,11,2522.0
5:48.0, ,110-102,K. Kuzma makes 3-pt jump shot from 25 ft (assist by C. Kispert),,4,110,102,8,2532.0
5:32.0,D. Murray makes 2-pt jump shot from 18 ft,112-102, ,,4,112,102,10,2548.0
5:21.0, ,112-102,Turnover by K. Kuzma (bad pass; steal by T. Young),,4,112,102,10,2559.0
5:12.0,S. Bey misses 3-pt jump shot from 23 ft,112-102, ,,4,112,102,10,2568.0
5:10.0, ,112-102,Defensive rebound by L. Shamet,,4,112,102,10,2570.0
5:06.0, ,112-105,C. Kispert makes 3-pt jump shot from 27 ft (assist by L. Shamet),,4,112,105,7,2574.0
4:43.0,T. Young makes 2-pt jump shot from 9 ft,114-105, ,,4,114,105,9,2597.0
4:28.0, ,114-105,K. Kuzma misses 3-pt jump shot from 27 ft,,4,114,105,9,2612.0
4:24.0,Defensive rebound by C. Capela,114-105, ,,4,114,105,9,2616.0
4:08.0,T. Young makes 2-pt jump shot from 19 ft (assist by D. Murray),116-105, ,,4,116,105,11,2632.0
3:45.0, ,116-105,K. Kuzma misses 3-pt jump shot from 26 ft,,4,116,105,11,2655.0
3:42.0,Defensive rebound by C. Capela,116-105, ,,4,116,105,11,2658.0
3:22.0,Atlanta full timeout,116-105, ,,4,116,105,11,2678.0
3:22.0,J. Johnson enters the game for B. Bogdanović,116-105, ,,4,116,105,11,2678.0
3:22.0, ,116-105,D. Avdija enters the game for C. Kispert,,4,116,105,11,2678.0
3:22.0, ,116-105,T. Jones enters the game for L. Shamet,,4,116,105,11,2678.0
3:22.0, ,116-105,J. Poole enters the game for D. Wright,,4,116,105,11,2678.0
3:20.0,D. Murray makes 3-pt jump shot from 28 ft (assist by J. Johnson),119-105, ,,4,119,105,14,2680.0
3:05.0, ,119-105,Turnover by K. Kuzma (bad pass; steal by C. Capela),,4,119,105,14,2695.0
2:48.0,Shooting foul by D. Avdija (drawn by C. Capela),119-105, ,,4,119,105,14,2712.0
2:48.0,C. Capela misses free throw 1 of 2,119-105, ,,4,119,105,14,2712.0
2:48.0,Offensive rebound by Team,119-105, ,,4,119,105,14,2712.0
2:48.0,C. Capela makes free throw 2 of 2,120-105, ,,4,120,105,15,2712.0
2:41.0, ,120-108,T. Jones makes 3-pt jump shot from 26 ft,,4,120,108,12,2719.0
2:20.0,T. Young misses 3-pt jump shot from 30 ft,120-108, ,,4,120,108,12,2740.0
2:18.0,Offensive rebound by C. Capela,120-108, ,,4,120,108,12,2742.0
2:16.0,T. Young makes 3-pt jump shot from 27 ft (assist by C. Capela),123-108, ,,4,123,108,15,2744.0
2:15.0, ,123-108,Washington full timeout,,4,123,108,15,2745.0
2:05.0, ,123-111,T. Jones makes 3-pt jump shot from 27 ft,,4,123,111,12,2755.0
2:05.0, ,123-111,Shooting foul by T. Young (drawn by T. Jones),,4,123,111,12,2755.0
2:05.0, ,123-112,T. Jones makes free throw 1 of 1,,4,123,112,11,2755.0
1:44.0,Shooting foul by J. Poole (drawn by S. Bey),123-112, ,,4,123,112,11,2776.0
1:44.0,S. Bey misses free throw 1 of 2,123-112, ,,4,123,112,11,2776.0
1:44.0,Offensive rebound by Team,123-112, ,,4,123,112,11,2776.0
1:44.0,S. Bey misses free throw 2 of 2,123-112, ,,4,123,112,11,2776.0
1:42.0, ,123-112,Defensive rebound by D. Avdija,,4,123,112,11,2778.0
1:31.0, ,123-112,Shooting foul by C. Capela (drawn by D. Gafford),,4,123,112,11,2789.0
1:31.0, ,123-113,D. Gafford makes free throw 1 of 2,,4,123,113,10,2789.0
1:31.0, ,123-114,D. Gafford makes free throw 2 of 2,,4,123,114,9,2789.0
1:31.0,Personal foul by D. Avdija (drawn by T. Young),123-114, ,,4,123,114,9,2789.0
1:31.0,T. Young misses free throw 1 of 2,123-114, ,,4,123,114,9,2789.0
1:31.0,Offensive rebound by Team,123-114, ,,4,123,114,9,2789.0
1:31.0,T. Young makes free throw 2 of 2,124-114, ,,4,124,114,10,2789.0
1:21.0, ,124-117,D. Avdija makes 3-pt jump shot from 24 ft (assist by K. Kuzma),,4,124,117,7,2799.0
1:14.0,Personal foul by D. Avdija (drawn by T. Young),124-117, ,,4,124,117,7,2806.0
1:14.0,T. Young misses free throw 1 of 2,124-117, ,,4,124,117,7,2806.0
1:14.0,Offensive rebound by Team,124-117, ,,4,124,117,7,2806.0
1:14.0, ,124-117,Violation by Team (delay of game),,4,124,117,7,2806.0
1:14.0,T. Young makes free throw 2 of 2,125-117, ,,4,125,117,8,2806.0
1:09.0, ,125-117,Shooting foul by S. Bey (drawn by D. Avdija),,4,125,117,8,2811.0
1:09.0, ,125-118,D. Avdija makes free throw 1 of 2,,4,125,118,7,2811.0
1:09.0, ,125-118,D. Avdija misses free throw 2 of 2,,4,125,118,7,2811.0
1:06.0,Defensive rebound by C. Capela,125-118, ,,4,125,118,7,2814.0
0:49.0,Turnover by C. Capela (out of bounds lost ball),125-118, ,,4,125,118,7,2831.0
0:42.0, ,125-118,K. Kuzma misses 3-pt jump shot from 23 ft,,4,125,118,7,2838.0
0:41.0, ,125-118,Offensive rebound by D. Gafford,,4,125,118,7,2839.0
0:41.0, ,125-120,D. Gafford makes 2-pt dunk at rim,,4,125,120,5,2839.0
0:41.0,Atlanta full timeout,125-120, ,,4,125,120,5,2839.0
0:41.0,B. Bogdanović enters the game for C. Capela,125-120, ,,4,125,120,5,2839.0
0:41.0, ,125-120,B. Coulibaly enters the game for D. Gafford,,4,125,120,5,2839.0
0:33.0,Personal foul by B. Coulibaly (drawn by D. Murray),125-120, ,,4,125,120,5,2847.0
0:33.0,D. Murray misses free throw 1 of 2,125-120, ,,4,125,120,5,2847.0
0:33.0,Offensive rebound by Team,125-120, ,,4,125,120,5,2847.0
0:33.0,C. Capela enters the game for B. Bogdanović,125-120, ,,4,125,120,5,2847.0
0:33.0, ,125-120,D. Gafford enters the game for B. Coulibaly,,4,125,120,5,2847.0
0:33.0,D. Murray makes free throw 2 of 2,126-120, ,,4,126,120,6,2847.0
0:24.0, ,126-122,D. Gafford makes 2-pt layup from 3 ft (assist by K. Kuzma),,4,126,122,4,2856.0
0:22.0,Personal foul by D. Avdija (drawn by T. Young),126-122, ,,4,126,122,4,2858.0
0:22.0,T. Young makes free throw 1 of 2,127-122, ,,4,127,122,5,2858.0
0:22.0,T. Young makes free throw 2 of 2,128-122, ,,4,128,122,6,2858.0
0:15.0, ,128-124,K. Kuzma makes 2-pt layup from 3 ft (assist by T. Jones),,4,128,124,4,2865.0
0:14.0,Personal foul by T. Jones (drawn by J. Johnson),128-124, ,,4,128,124,4,2866.0
0:14.0,J. Johnson makes free throw 1 of 2,129-124, ,,4,129,124,5,2866.0
0:14.0,J. Johnson misses free throw 2 of 2,129-124, ,,4,129,124,5,2866.0
0:13.0, ,129-124,Defensive rebound by K. Kuzma,,4,129,124,5,2867.0
0:08.0, ,129-126,K. Kuzma makes 2-pt dunk from 3 ft,,4,129,126,3,2872.0
0:06.0,Personal foul by D. Avdija (drawn by D. Murray),129-126, ,,4,129,126,3,2874.0
0:06.0,D. Murray makes free throw 1 of 2,130-126, ,,4,130,126,4,2874.0
0:06.0,D. Murray misses free throw 2 of 2,130-126, ,,4,130,126,4,2874.0
0:03.0, ,130-126,Defensive rebound by D. Gafford,,4,130,126,4,2877.0
0:00.0, ,130-126,D. Avdija misses 3-pt jump shot from 44 ft,,4,130,126,4,2880.0
0:00.0, ,130-126,Offensive rebound by Team,,4,130,126,4,2880.0
0:00.0,End of 4th quarter,130-126,,,4,130,126,4,2880.0
