Time,Toronto,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
6:19.0, ,74-78,C. Capela makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,3,78,74,4,1781.0
6:08.0,J. Nwora makes 2-pt layup from 1 ft (assist by S. Barnes),76-78, ,,3,78,76,2,1792.0
5:58.0, ,76-78,S. Bey misses 3-pt jump shot from 26 ft,,3,78,76,2,1802.0
5:54.0,Defensive rebound by J. Nwora,76-78, ,,3,78,76,2,1806.0
5:50.0,Turnover by S. Barnes (bad pass),76-78, ,,3,78,76,2,1810.0
5:50.0,J. Porter enters the game for T. Young,76-78, ,,3,78,76,2,1810.0
5:50.0, ,76-78,T. Forrest enters the game for J. Johnson,,3,78,76,2,1810.0
5:50.0, ,76-78,P. Mills enters the game for T. Young,,3,78,76,2,1810.0
5:36.0, ,76-78,C. Capela misses 2-pt layup from 2 ft (block by B. Brown),,3,78,76,2,1824.0
5:33.0,Defensive rebound by B. Brown,76-78, ,,3,78,76,2,1827.0
5:30.0,B. Brown misses 2-pt layup from 3 ft (block by B. Bogdanović),76-78, ,,3,78,76,2,1830.0
5:27.0, ,76-78,Defensive rebound by B. Bogdanović,,3,78,76,2,1833.0
5:24.0, ,76-80,S. Bey makes 2-pt layup from 1 ft (assist by P. Mills),,3,80,76,4,1836.0
5:11.0,G. Dick makes 3-pt jump shot from 23 ft (assist by J. Nwora),79-80, ,,3,80,79,1,1849.0
4:55.0, ,79-80,Turnover by S. Bey (lost ball; steal by B. Brown),,3,80,79,1,1865.0
4:55.0,Personal foul by C. Capela (drawn by J. Nwora),79-80, ,,3,80,79,1,1865.0
4:55.0,S. Barnes makes free throw 1 of 1,80-80, ,Tie,3,80,80,0,1865.0
4:55.0, ,80-80,O. Okongwu enters the game for C. Capela,,3,80,80,0,1865.0
4:40.0,S. Barnes makes 2-pt layup from 1 ft (assist by J. Nwora),82-80, ,Lead change,3,80,82,-2,1880.0
4:27.0, ,82-80,Turnover by P. Mills (bad pass; steal by J. Nwora),,3,80,82,-2,1893.0
4:23.0,Shooting foul by B. Bogdanović (drawn by J. Nwora),82-80, ,,3,80,82,-2,1897.0
4:23.0,J. Nwora makes free throw 1 of 2,83-80, ,,3,80,83,-3,1897.0
4:23.0, ,83-80,J. Johnson enters the game for T. Forrest,,3,80,83,-3,1897.0
4:23.0, ,83-80,T. Young enters the game for P. Mills,,3,80,83,-3,1897.0
4:23.0,J. Nwora makes free throw 2 of 2,84-80, ,,3,80,84,-4,1897.0
4:01.0, ,84-83,J. Johnson makes 3-pt jump shot from 22 ft (assist by O. Okongwu),,3,83,84,-1,1919.0
3:39.0,S. Barnes misses 2-pt hook shot from 10 ft,84-83, ,,3,83,84,-1,1941.0
3:35.0, ,84-83,Defensive rebound by J. Johnson,,3,83,84,-1,1945.0
3:35.0, ,84-83,Personal foul by S. Barnes (drawn by T. Young),,3,83,84,-1,1945.0
3:35.0, ,84-84,T. Young makes free throw 1 of 1,Tie,3,84,84,0,1945.0
3:23.0, ,84-86,T. Young makes 2-pt layup from 2 ft,Lead change,3,86,84,2,1957.0
3:02.0,Shooting foul by T. Young (drawn by J. Nwora),84-86, ,,3,86,84,2,1978.0
3:02.0,J. Nwora makes free throw 1 of 2,85-86, ,,3,86,85,1,1978.0
3:02.0,C. Boucher enters the game for S. Barnes,85-86, ,,3,86,85,1,1978.0
3:02.0,J. Nwora makes free throw 2 of 2,86-86, ,Tie,3,86,86,0,1978.0
2:49.0, ,86-86,J. Johnson misses 3-pt jump shot from 26 ft,,3,86,86,0,1991.0
2:44.0, ,86-86,Offensive rebound by S. Bey,,3,86,86,0,1996.0
2:44.0, ,86-88,S. Bey makes 2-pt layup from 2 ft,,3,88,86,2,1996.0
2:44.0, ,86-88,Shooting foul by G. Dick (drawn by S. Bey),,3,88,86,2,1996.0
2:44.0,Toronto full timeout,86-88, ,,3,88,86,2,1996.0
2:44.0,D. Schröder enters the game for B. Brown,86-88, ,,3,88,86,2,1996.0
2:44.0, ,86-89,S. Bey makes free throw 1 of 1,,3,89,86,3,1996.0
2:33.0,J. Porter makes 3-pt jump shot from 26 ft (assist by D. Schröder),89-89, ,Tie,3,89,89,0,2007.0
2:15.0, ,89-91,O. Okongwu makes 2-pt layup from 1 ft (assist by J. Johnson),,3,91,89,2,2025.0
1:54.0,J. Nwora misses 2-pt layup from 2 ft,89-91, ,,3,91,89,2,2046.0
1:51.0,Offensive rebound by J. Nwora,89-91, ,,3,91,89,2,2049.0
1:51.0,J. Nwora misses 2-pt layup at rim,89-91, ,,3,91,89,2,2049.0
1:50.0,Offensive rebound by J. Nwora,89-91, ,,3,91,89,2,2050.0
1:48.0,J. Nwora misses 2-pt layup from 2 ft (block by O. Okongwu),89-91, ,,3,91,89,2,2052.0
1:47.0,Offensive rebound by C. Boucher,89-91, ,,3,91,89,2,2053.0
1:47.0,Shooting foul by O. Okongwu (drawn by C. Boucher),89-91, ,,3,91,89,2,2053.0
1:47.0,C. Boucher makes free throw 1 of 2,90-91, ,,3,91,90,1,2053.0
1:47.0,C. Boucher makes free throw 2 of 2,91-91, ,Tie,3,91,91,0,2053.0
1:38.0, ,91-91,Turnover by T. Young (bad pass; steal by D. Schröder),,3,91,91,0,2062.0
1:34.0,J. Nwora makes 2-pt dunk from 1 ft (assist by D. Schröder),93-91, ,Lead change,3,91,93,-2,2066.0
1:29.0, ,93-93,J. Johnson makes 2-pt layup from 1 ft (assist by S. Bey),Tie,3,93,93,0,2071.0
1:10.0,J. Porter misses 2-pt jump shot from 12 ft,93-93, ,,3,93,93,0,2090.0
1:07.0, ,93-93,Defensive rebound by S. Bey,,3,93,93,0,2093.0
0:59.0, ,93-93,Shooting foul by D. Schröder (drawn by T. Young),,3,93,93,0,2101.0
0:59.0, ,93-94,T. Young makes free throw 1 of 3,Lead change,3,94,93,1,2101.0
0:59.0, ,93-94,T. Young misses free throw 2 of 3,,3,94,93,1,2101.0
0:59.0, ,93-94,Offensive rebound by Team,,3,94,93,1,2101.0
0:59.0,S. Barnes enters the game for D. Schröder,93-94, ,,3,94,93,1,2101.0
0:59.0, ,93-95,T. Young makes free throw 3 of 3,,3,95,93,2,2101.0
0:48.0,G. Dick misses 2-pt layup from 2 ft,93-95, ,,3,95,93,2,2112.0
0:45.0, ,93-95,Defensive rebound by S. Bey,,3,95,93,2,2115.0
0:39.0, ,93-95,T. Young misses 2-pt jump shot from 13 ft,,3,95,93,2,2121.0
0:35.0,Defensive rebound by C. Boucher,93-95, ,,3,95,93,2,2125.0
0:32.0,Turnover by C. Boucher (bad pass),93-95, ,,3,95,93,2,2128.0
0:14.0, ,93-97,S. Bey makes 2-pt layup from 4 ft (assist by T. Young),,3,97,93,4,2146.0
0:14.0, ,93-97,Shooting foul by J. Porter (drawn by S. Bey),,3,97,93,4,2146.0
0:14.0, ,93-97,T. Forrest enters the game for T. Young,,3,97,93,4,2146.0
0:14.0, ,93-97,S. Bey misses free throw 1 of 1,,3,97,93,4,2146.0
0:08.0,Defensive rebound by J. Porter,93-97, ,,3,97,93,4,2152.0
0:04.0,S. Barnes makes 2-pt layup from 1 ft,95-97, ,,3,97,95,2,2156.0
0:00.0, ,95-97,B. Bogdanović misses 3-pt jump shot from 46 ft,,3,97,95,2,2160.0
0:00.0, ,95-97,Offensive rebound by Team,,3,97,95,2,2160.0
0:00.0,End of 3rd quarter,95-97,,,3,97,95,2,2160.0
12:00.0,Start of 4th quarter,95-97,,,4,97,95,2,2160.0
11:41.0, ,95-97,J. Johnson misses 2-pt layup from 5 ft,,4,97,95,2,2179.0
11:40.0, ,95-97,Offensive rebound by Team,,4,97,95,2,2180.0
11:34.0, ,95-99,O. Okongwu makes 2-pt layup from 1 ft (assist by T. Young),,4,99,95,4,2186.0
11:16.0,Personal foul by J. Johnson (drawn by S. Barnes),95-99, ,,4,99,95,4,2204.0
11:07.0,B. Brown misses 2-pt jump shot from 10 ft,95-99, ,,4,99,95,4,2213.0
11:03.0, ,95-99,Defensive rebound by O. Okongwu,,4,99,95,4,2217.0
10:54.0, ,95-101,T. Young makes 2-pt layup from 3 ft,,4,101,95,6,2226.0
10:53.0,Toronto full timeout,95-101, ,,4,101,95,6,2227.0
10:46.0,Turnover by S. Barnes (bad pass),95-101, ,,4,101,95,6,2234.0
10:34.0, ,95-101,Turnover by T. Young (bad pass; steal by B. Brown),,4,101,95,6,2246.0
10:31.0,G. Dick makes 2-pt dunk from 1 ft (assist by J. Nwora),97-101, ,,4,101,97,4,2249.0
10:10.0, ,97-103,T. Young makes 2-pt layup from 3 ft,,4,103,97,6,2270.0
10:04.0,G. Dick makes 3-pt jump shot from 23 ft (assist by J. Nwora),100-103, ,,4,103,100,3,2276.0
9:50.0, ,100-105,J. Johnson makes 2-pt dunk from 2 ft (assist by T. Young),,4,105,100,5,2290.0
9:38.0,J. Nwora makes 2-pt layup from 2 ft (assist by S. Barnes),102-105, ,,4,105,102,3,2302.0
9:24.0, ,102-105,J. Johnson misses 2-pt dunk from 2 ft,,4,105,102,3,2316.0
9:22.0,Defensive rebound by J. Porter,102-105, ,,4,105,102,3,2318.0
9:18.0,Shooting foul by P. Mills (drawn by J. Nwora),102-105, ,,4,105,102,3,2322.0
9:18.0,J. Nwora misses free throw 1 of 2,102-105, ,,4,105,102,3,2322.0
9:18.0,Offensive rebound by Team,102-105, ,,4,105,102,3,2322.0
9:18.0, ,102-105,B. Bogdanović enters the game for S. Bey,,4,105,102,3,2322.0
9:18.0,J. Nwora makes free throw 2 of 2,103-105, ,,4,105,103,2,2322.0
9:08.0, ,103-105,T. Young misses 2-pt jump shot from 14 ft,,4,105,103,2,2332.0
9:04.0,Defensive rebound by G. Dick,103-105, ,,4,105,103,2,2336.0
8:51.0,G. Dick misses 2-pt jump shot from 13 ft,103-105, ,,4,105,103,2,2349.0
8:48.0,Offensive rebound by G. Dick,103-105, ,,4,105,103,2,2352.0
8:46.0,Turnover by G. Dick (lost ball; steal by J. Johnson),103-105, ,,4,105,103,2,2354.0
8:41.0, ,103-105,P. Mills misses 3-pt jump shot from 27 ft,,4,105,103,2,2359.0
8:37.0, ,103-105,Offensive rebound by J. Johnson,,4,105,103,2,2363.0
8:37.0, ,103-105,J. Johnson misses 2-pt layup at rim,,4,105,103,2,2363.0
8:36.0,Defensive rebound by S. Barnes,103-105, ,,4,105,103,2,2364.0
8:33.0,G. Dick misses 2-pt layup from 1 ft,103-105, ,,4,105,103,2,2367.0
8:30.0,Offensive rebound by G. Dick,103-105, ,,4,105,103,2,2370.0
8:30.0,Turnover by G. Dick (lost ball; steal by T. Young),103-105, ,,4,105,103,2,2370.0
8:17.0, ,103-105,Turnover by B. Bogdanović (bad pass),,4,105,103,2,2383.0
8:08.0,S. Barnes makes 2-pt layup from 4 ft,105-105, ,Tie,4,105,105,0,2392.0
8:07.0, ,105-105,Atlanta full timeout,,4,105,105,0,2393.0
8:07.0,G. Trent enters the game for G. Dick,105-105, ,,4,105,105,0,2393.0
8:07.0, ,105-105,S. Bey enters the game for P. Mills,,4,105,105,0,2393.0
8:07.0, ,105-105,C. Capela enters the game for O. Okongwu,,4,105,105,0,2393.0
7:45.0, ,105-107,J. Johnson makes 2-pt dunk from 1 ft (assist by T. Young),,4,107,105,2,2415.0
7:25.0,S. Barnes misses 2-pt jump shot from 16 ft,105-107, ,,4,107,105,2,2435.0
7:23.0, ,105-107,Defensive rebound by B. Bogdanović,,4,107,105,2,2437.0
7:08.0, ,105-107,T. Young misses 2-pt layup from 2 ft,,4,107,105,2,2452.0
7:08.0, ,105-107,Offensive rebound by Team,,4,107,105,2,2452.0
7:08.0,Loose ball foul by S. Barnes (drawn by C. Capela),105-107, ,,4,107,105,2,2452.0
7:08.0,D. Schröder enters the game for S. Barnes,105-107, ,,4,107,105,2,2452.0
7:08.0,T. Young enters the game for J. Porter,105-107, ,,4,107,105,2,2452.0
6:55.0, ,105-110,B. Bogdanović makes 3-pt jump shot from 30 ft (assist by T. Young),,4,110,105,5,2465.0
6:29.0,J. Nwora misses 3-pt jump shot from 26 ft,105-110, ,,4,110,105,5,2491.0
6:27.0,Offensive rebound by B. Brown,105-110, ,,4,110,105,5,2493.0
6:27.0,B. Brown misses 2-pt layup from 1 ft (block by B. Bogdanović),105-110, ,,4,110,105,5,2493.0
6:26.0,Offensive rebound by B. Brown,105-110, ,,4,110,105,5,2494.0
6:22.0,Shooting foul by C. Capela (drawn by J. Nwora),105-110, ,,4,110,105,5,2498.0
6:22.0,J. Nwora makes free throw 1 of 2,106-110, ,,4,110,106,4,2498.0
6:22.0,J. Nwora makes free throw 2 of 2,107-110, ,,4,110,107,3,2498.0
6:11.0, ,107-112,T. Young makes 2-pt jump shot from 8 ft,,4,112,107,5,2509.0
5:52.0,J. Nwora misses 2-pt layup from 4 ft,107-112, ,,4,112,107,5,2528.0
5:49.0, ,107-112,Defensive rebound by J. Johnson,,4,112,107,5,2531.0
5:41.0, ,107-112,T. Young misses 2-pt jump shot from 12 ft,,4,112,107,5,2539.0
5:39.0, ,107-112,Offensive rebound by C. Capela,,4,112,107,5,2541.0
5:38.0, ,107-114,C. Capela makes 2-pt layup from 4 ft,,4,114,107,7,2542.0
5:28.0,Shooting foul by S. Bey (drawn by D. Schröder),107-114, ,,4,114,107,7,2552.0
5:28.0,D. Schröder makes free throw 1 of 2,108-114, ,,4,114,108,6,2552.0
5:28.0,S. Barnes enters the game for J. Nwora,108-114, ,,4,114,108,6,2552.0
5:28.0,D. Schröder misses free throw 2 of 2,108-114, ,,4,114,108,6,2552.0
5:26.0, ,108-114,Defensive rebound by B. Bogdanović,,4,114,108,6,2554.0
5:15.0, ,108-114,B. Bogdanović misses 3-pt jump shot from 23 ft,,4,114,108,6,2565.0
5:13.0, ,108-114,Offensive rebound by C. Capela,,4,114,108,6,2567.0
5:13.0, ,108-114,Shooting foul by B. Brown (drawn by C. Capela),,4,114,108,6,2567.0
5:13.0, ,108-115,C. Capela makes free throw 1 of 2,,4,115,108,7,2567.0
5:13.0, ,108-115,C. Capela misses free throw 2 of 2,,4,115,108,7,2567.0
5:11.0,Defensive rebound by B. Brown,108-115, ,,4,115,108,7,2569.0
5:04.0,D. Schröder makes 2-pt layup from 1 ft,110-115, ,,4,115,110,5,2576.0
4:41.0, ,110-115,Turnover by B. Bogdanović (bad pass; steal by G. Trent),,4,115,110,5,2599.0
4:28.0,D. Schröder misses 3-pt jump shot from 25 ft,110-115, ,,4,115,110,5,2612.0
4:25.0, ,110-115,Defensive rebound by S. Bey,,4,115,110,5,2615.0
4:08.0, ,110-115,Shooting foul by G. Trent (drawn by S. Bey),,4,115,110,5,2632.0
4:08.0, ,110-115,S. Bey misses free throw 1 of 2,,4,115,110,5,2632.0
4:08.0, ,110-115,Offensive rebound by Team,,4,115,110,5,2632.0
4:08.0, ,110-116,S. Bey makes free throw 2 of 2,,4,116,110,6,2632.0
3:55.0,S. Barnes makes 2-pt jump shot from 7 ft,112-116, ,,4,116,112,4,2645.0
3:34.0, ,112-116,Atlanta full timeout,,4,116,112,4,2666.0
3:28.0, ,112-116,S. Bey misses 2-pt jump shot from 19 ft,,4,116,112,4,2672.0
3:23.0, ,112-116,Offensive rebound by J. Johnson,,4,116,112,4,2677.0
3:23.0, ,112-118,J. Johnson makes 2-pt dunk at rim,,4,118,112,6,2677.0
3:10.0,S. Barnes makes 2-pt layup from 1 ft (assist by T. Young),114-118, ,,4,118,114,4,2690.0
2:46.0, ,114-118,J. Johnson misses 3-pt jump shot from 22 ft,,4,118,114,4,2714.0
2:43.0,Defensive rebound by T. Young,114-118, ,,4,118,114,4,2717.0
2:39.0,D. Schröder makes 2-pt layup from 1 ft,116-118, ,,4,118,116,2,2721.0
2:15.0, ,116-118,Personal foul by T. Young (drawn by T. Young),,4,118,116,2,2745.0
2:15.0,G. Dick enters the game for T. Young,116-118, ,,4,118,116,2,2745.0
2:02.0, ,116-118,J. Johnson misses 2-pt layup from 1 ft,,4,118,116,2,2758.0
2:00.0,Defensive rebound by B. Brown,116-118, ,,4,118,116,2,2760.0
1:57.0,Offensive foul by D. Schröder (drawn by T. Young),116-118, ,,4,118,116,2,2763.0
1:57.0,Turnover by D. Schröder (offensive foul),116-118, ,,4,118,116,2,2763.0
1:57.0,Toronto full timeout,116-118, ,,4,118,116,2,2763.0
1:57.0,Instant Replay (Challenge: Ruling Stands),116-118, ,,4,118,116,2,2763.0
1:57.0,J. Nwora enters the game for D. Schröder,116-118, ,,4,118,116,2,2763.0
1:44.0, ,116-118,Personal foul by G. Dick (drawn by T. Young),,4,118,116,2,2776.0
1:44.0, ,116-119,T. Young makes free throw 1 of 2,,4,119,116,3,2776.0
1:44.0, ,116-120,T. Young makes free throw 2 of 2,,4,120,116,4,2776.0
1:36.0,Shooting foul by J. Johnson (drawn by S. Barnes),116-120, ,,4,120,116,4,2784.0
1:36.0,S. Barnes makes free throw 1 of 2,117-120, ,,4,120,117,3,2784.0
1:36.0,S. Barnes makes free throw 2 of 2,118-120, ,,4,120,118,2,2784.0
1:22.0, ,118-120,J. Johnson misses 2-pt jump shot from 8 ft,,4,120,118,2,2798.0
1:18.0, ,118-120,Offensive rebound by C. Capela,,4,120,118,2,2802.0
1:18.0, ,118-120,C. Capela misses 2-pt layup at rim,,4,120,118,2,2802.0
1:17.0, ,118-120,Offensive rebound by S. Bey,,4,120,118,2,2803.0
1:17.0, ,118-120,S. Bey misses 2-pt layup at rim,,4,120,118,2,2803.0
1:16.0,Defensive rebound by J. Nwora,118-120, ,,4,120,118,2,2804.0
1:11.0,G. Trent makes 3-pt jump shot from 26 ft (assist by J. Nwora),121-120, ,Lead change,4,120,121,-1,2809.0
1:00.0, ,121-120,T. Young misses 2-pt jump shot from 19 ft,,4,120,121,-1,2820.0
0:57.0,Defensive rebound by B. Brown,121-120, ,,4,120,121,-1,2823.0
0:57.0,Personal foul by B. Bogdanović (drawn by B. Brown),121-120, ,,4,120,121,-1,2823.0
0:57.0,B. Brown makes free throw 1 of 2,122-120, ,,4,120,122,-2,2823.0
0:57.0,B. Brown makes free throw 2 of 2,123-120, ,,4,120,123,-3,2823.0
0:52.0, ,123-120,Personal foul by J. Nwora (drawn by T. Young),,4,120,123,-3,2828.0
0:52.0, ,123-121,T. Young makes free throw 1 of 2,,4,121,123,-2,2828.0
0:52.0, ,123-122,T. Young makes free throw 2 of 2,,4,122,123,-1,2828.0
0:37.0,G. Trent misses 3-pt jump shot from 25 ft,123-122, ,,4,122,123,-1,2843.0
0:34.0, ,123-122,Defensive rebound by C. Capela,,4,122,123,-1,2846.0
0:27.0, ,123-124,T. Young makes 2-pt jump shot from 8 ft,Lead change,4,124,123,1,2853.0
0:26.0,Toronto full timeout,123-124, ,,4,124,123,1,2854.0
0:18.0,S. Barnes misses 2-pt jump shot from 7 ft,123-124, ,,4,124,123,1,2862.0
0:14.0,Offensive rebound by G. Dick,123-124, ,,4,124,123,1,2866.0
0:14.0,G. Dick misses 2-pt layup at rim,123-124, ,,4,124,123,1,2866.0
0:13.0, ,123-124,Defensive rebound by S. Bey,,4,124,123,1,2867.0
0:08.0, ,123-124,Turnover by T. Young (bad pass; steal by G. Dick),,4,124,123,1,2872.0
0:07.0,S. Barnes makes 2-pt dunk at rim (assist by G. Dick),125-124, ,Lead change,4,124,125,-1,2873.0
0:07.0, ,125-124,Atlanta full timeout,,4,124,125,-1,2873.0
0:07.0,T. Young enters the game for G. Dick,125-124, ,,4,124,125,-1,2873.0
0:02.0, ,125-124,T. Young misses 2-pt jump shot from 2 ft,,4,124,125,-1,2878.0
0:01.0, ,125-124,Offensive rebound by S. Bey,,4,124,125,-1,2879.0
0:01.0, ,125-126,S. Bey makes 2-pt dunk at rim,Lead change,4,126,125,1,2879.0
0:00.0,J. Nwora misses 3-pt jump shot from 49 ft,125-126, ,,4,126,125,1,2880.0
0:00.0,Offensive rebound by Team,125-126, ,,4,126,125,1,2880.0
0:00.0,End of 4th quarter,125-126,,,4,126,125,1,2880.0
