Time,Atlanta,Score,Chicago,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
11:44.0, ,90-74,Defensive rebound by A. Drummond,,4,90,74,16,2176.0
11:37.0, ,90-74,Shooting foul by G. Mathews (drawn by D. DeRozan),,4,90,74,16,2183.0
11:37.0, ,90-75,D. DeRozan makes free throw 1 of 2,,4,90,75,15,2183.0
11:37.0,W. Matthews enters the game for G. Mathews,90-75, ,,4,90,75,15,2183.0
11:37.0, ,90-76,D. DeRozan makes free throw 2 of 2,,4,90,76,14,2183.0
11:26.0,J. Johnson misses 3-pt jump shot from 25 ft,90-76, ,,4,90,76,14,2194.0
11:21.0, ,90-76,Defensive rebound by A. Dosunmu,,4,90,76,14,2199.0
11:07.0, ,90-79,C. White makes 3-pt jump shot from 26 ft (assist by N. Vučević),,4,90,79,11,2213.0
10:57.0,K. Bufkin makes 3-pt jump shot from 26 ft,93-79, ,,4,93,79,14,2223.0
10:42.0, ,93-79,N. Vučević misses 3-pt jump shot from 26 ft,,4,93,79,14,2238.0
10:40.0, ,93-79,Offensive rebound by A. Drummond,,4,93,79,14,2240.0
10:38.0, ,93-79,Turnover by A. Drummond (bad pass; steal by B. Fernando),,4,93,79,14,2242.0
10:26.0,B. Fernando misses 2-pt hook shot from 5 ft,93-79, ,,4,93,79,14,2254.0
10:22.0, ,93-79,Defensive rebound by N. Vučević,,4,93,79,14,2258.0
10:10.0, ,93-79,Shooting foul by B. Fernando (drawn by C. White),,4,93,79,14,2270.0
10:10.0, ,93-80,C. White makes free throw 1 of 2,,4,93,80,13,2270.0
10:10.0, ,93-81,C. White makes free throw 2 of 2,,4,93,81,12,2270.0
9:58.0,Personal foul by C. White (drawn by J. Johnson),93-81, ,,4,93,81,12,2282.0
9:48.0,B. Fernando makes 2-pt layup from 1 ft (assist by K. Bufkin),95-81, ,,4,95,81,14,2292.0
9:29.0, ,95-81,D. DeRozan misses 3-pt jump shot from 27 ft,,4,95,81,14,2311.0
9:25.0,Defensive rebound by J. Johnson,95-81, ,,4,95,81,14,2315.0
9:19.0,W. Matthews misses 3-pt jump shot from 25 ft,95-81, ,,4,95,81,14,2321.0
9:15.0, ,95-81,Defensive rebound by N. Vučević,,4,95,81,14,2325.0
9:05.0, ,95-84,A. Dosunmu makes 3-pt jump shot from 23 ft (assist by N. Vučević),,4,95,84,11,2335.0
8:39.0,B. Bogdanović makes 2-pt jump shot from 11 ft,97-84, ,,4,97,84,13,2361.0
8:21.0, ,97-84,C. White misses 2-pt layup from 3 ft,,4,97,84,13,2379.0
8:20.0, ,97-84,Offensive rebound by A. Drummond,,4,97,84,13,2380.0
8:20.0, ,97-84,A. Drummond misses 2-pt layup from 2 ft,,4,97,84,13,2380.0
8:20.0,Defensive rebound by B. Bogdanović,97-84, ,,4,97,84,13,2380.0
8:19.0,Shooting foul by A. Dosunmu (drawn by B. Bogdanović),97-84, ,,4,97,84,13,2381.0
8:19.0,B. Bogdanović makes free throw 1 of 2,98-84, ,,4,98,84,14,2381.0
8:19.0, ,98-84,Chicago full timeout,,4,98,84,14,2381.0
8:19.0,D. Hunter enters the game for K. Bufkin,98-84, ,,4,98,84,14,2381.0
8:19.0,D. Murray enters the game for J. Johnson,98-84, ,,4,98,84,14,2381.0
8:19.0, ,98-84,A. Caruso enters the game for C. White,,4,98,84,14,2381.0
8:19.0,B. Bogdanović makes free throw 2 of 2,99-84, ,,4,99,84,15,2381.0
8:00.0, ,99-86,D. DeRozan makes 2-pt jump shot from 9 ft,,4,99,86,13,2400.0
7:38.0,D. Hunter misses 3-pt jump shot from 25 ft,99-86, ,,4,99,86,13,2422.0
7:33.0,Offensive rebound by B. Fernando,99-86, ,,4,99,86,13,2427.0
7:31.0,D. Hunter misses 3-pt jump shot from 25 ft,99-86, ,,4,99,86,13,2429.0
7:30.0, ,99-86,Defensive rebound by N. Vučević,,4,99,86,13,2430.0
7:15.0, ,99-86,A. Dosunmu misses 3-pt jump shot from 26 ft,,4,99,86,13,2445.0
7:12.0,Defensive rebound by B. Fernando,99-86, ,,4,99,86,13,2448.0
7:09.0,B. Fernando makes 2-pt layup from 2 ft (assist by B. Bogdanović),101-86, ,,4,101,86,15,2451.0
7:09.0,Shooting foul by N. Vučević (drawn by B. Fernando),101-86, ,,4,101,86,15,2451.0
7:09.0,V. Krejci enters the game for B. Bogdanović,101-86, ,,4,101,86,15,2451.0
7:09.0,B. Fernando misses free throw 1 of 1,101-86, ,,4,101,86,15,2451.0
7:07.0,Offensive rebound by Team,101-86, ,,4,101,86,15,2453.0
7:07.0, ,101-86,Loose ball foul by N. Vučević (drawn by D. Hunter),,4,101,86,15,2453.0
6:53.0,W. Matthews makes 2-pt layup from 5 ft (assist by D. Murray),103-86, ,,4,103,86,17,2467.0
6:43.0, ,103-86,Shooting foul by W. Matthews (drawn by D. DeRozan),,4,103,86,17,2477.0
6:43.0, ,103-87,D. DeRozan makes free throw 1 of 2,,4,103,87,16,2477.0
6:43.0, ,103-87,C. White enters the game for A. Drummond,,4,103,87,16,2477.0
6:43.0, ,103-88,D. DeRozan makes free throw 2 of 2,,4,103,88,15,2477.0
6:31.0,Turnover by D. Murray (lost ball; steal by D. DeRozan),103-88, ,,4,103,88,15,2489.0
6:17.0, ,103-88,Personal foul by D. Murray (drawn by D. DeRozan),,4,103,88,15,2503.0
6:08.0, ,103-90,D. DeRozan makes 2-pt jump shot from 12 ft,,4,103,90,13,2512.0
6:08.0,Atlanta full timeout,103-90, ,,4,103,90,13,2512.0
6:08.0,B. Bogdanović enters the game for B. Fernando,103-90, ,,4,103,90,13,2512.0
6:08.0,C. Capela enters the game for V. Krejci,103-90, ,,4,103,90,13,2512.0
6:08.0,J. Johnson enters the game for W. Matthews,103-90, ,,4,103,90,13,2512.0
5:50.0,Shooting foul by D. DeRozan (drawn by C. Capela),103-90, ,,4,103,90,13,2530.0
5:50.0,C. Capela makes free throw 1 of 2,104-90, ,,4,104,90,14,2530.0
5:50.0,C. Capela misses free throw 2 of 2,104-90, ,,4,104,90,14,2530.0
5:48.0, ,104-90,Defensive rebound by D. DeRozan,,4,104,90,14,2532.0
5:38.0, ,104-90,Shooting foul by D. Murray (drawn by C. White),,4,104,90,14,2542.0
5:38.0, ,104-91,C. White makes free throw 1 of 2,,4,104,91,13,2542.0
5:38.0, ,104-92,C. White makes free throw 2 of 2,,4,104,92,12,2542.0
5:18.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Murray),106-92, ,,4,106,92,14,2562.0
5:00.0, ,106-92,N. Vučević misses 2-pt hook shot from 6 ft,,4,106,92,14,2580.0
4:58.0,Defensive rebound by C. Capela,106-92, ,,4,106,92,14,2582.0
4:51.0,Offensive foul by D. Murray (drawn by A. Caruso),106-92, ,,4,106,92,14,2589.0
4:51.0,Turnover by D. Murray (offensive foul),106-92, ,,4,106,92,14,2589.0
4:43.0, ,106-94,D. DeRozan makes 2-pt jump shot from 7 ft,,4,106,94,12,2597.0
4:25.0,J. Johnson makes 2-pt jump shot from 7 ft,108-94, ,,4,108,94,14,2615.0
4:25.0, ,108-94,Chicago full timeout,,4,108,94,14,2615.0
4:25.0, ,108-94,Instant Replay (Challenge: Ruling Stands),,4,108,94,14,2615.0
4:09.0, ,108-94,C. White misses 2-pt layup from 3 ft (block by C. Capela),,4,108,94,14,2631.0
4:06.0,Defensive rebound by D. Murray,108-94, ,,4,108,94,14,2634.0
4:06.0,Shooting foul by A. Dosunmu (drawn by C. Capela),108-94, ,,4,108,94,14,2634.0
4:06.0,C. Capela misses free throw 1 of 2,108-94, ,,4,108,94,14,2634.0
4:06.0,Offensive rebound by Team,108-94, ,,4,108,94,14,2634.0
4:06.0,C. Capela makes free throw 2 of 2,109-94, ,,4,109,94,15,2634.0
3:51.0, ,109-96,D. DeRozan makes 2-pt jump shot from 9 ft,,4,109,96,13,2649.0
3:31.0,J. Johnson misses 3-pt jump shot from 25 ft,109-96, ,,4,109,96,13,2669.0
3:29.0, ,109-96,Defensive rebound by N. Vučević,,4,109,96,13,2671.0
3:16.0, ,109-96,A. Caruso misses 3-pt jump shot from 24 ft,,4,109,96,13,2684.0
3:13.0,Defensive rebound by D. Hunter,109-96, ,,4,109,96,13,2687.0
2:55.0,D. Murray misses 3-pt jump shot from 25 ft,109-96, ,,4,109,96,13,2705.0
2:52.0, ,109-96,Defensive rebound by C. White,,4,109,96,13,2708.0
2:38.0, ,109-96,A. Caruso misses 3-pt jump shot from 23 ft,,4,109,96,13,2722.0
2:36.0,Defensive rebound by J. Johnson,109-96, ,,4,109,96,13,2724.0
2:30.0,D. Murray makes 2-pt layup from 2 ft (assist by J. Johnson),111-96, ,,4,111,96,15,2730.0
2:19.0, ,111-96,Turnover by N. Vučević (bad pass; steal by J. Johnson),,4,111,96,15,2741.0
2:12.0,J. Johnson misses 2-pt layup from 3 ft,111-96, ,,4,111,96,15,2748.0
2:10.0,Offensive rebound by C. Capela,111-96, ,,4,111,96,15,2750.0
2:04.0,D. Murray makes 2-pt jump shot from 9 ft,113-96, ,,4,113,96,17,2756.0
2:04.0, ,113-96,Chicago full timeout,,4,113,96,17,2756.0
2:04.0,K. Bufkin enters the game for B. Bogdanović,113-96, ,,4,113,96,17,2756.0
2:04.0,B. Fernando enters the game for C. Capela,113-96, ,,4,113,96,17,2756.0
2:04.0,V. Krejci enters the game for D. Hunter,113-96, ,,4,113,96,17,2756.0
2:04.0,G. Mathews enters the game for J. Johnson,113-96, ,,4,113,96,17,2756.0
2:04.0,W. Matthews enters the game for D. Murray,113-96, ,,4,113,96,17,2756.0
2:04.0, ,113-96,O. Bitim enters the game for A. Caruso,,4,113,96,17,2756.0
2:04.0, ,113-96,J. Carter enters the game for D. DeRozan,,4,113,96,17,2756.0
2:04.0, ,113-96,A. Sanogo enters the game for A. Dosunmu,,4,113,96,17,2756.0
2:04.0, ,113-96,T. Taylor enters the game for N. Vučević,,4,113,96,17,2756.0
2:04.0, ,113-96,D. Terry enters the game for C. White,,4,113,96,17,2756.0
2:04.0,Violation by Team (delay of game),113-96, ,,4,113,96,17,2756.0
1:51.0, ,113-96,O. Bitim misses 2-pt layup from 1 ft,,4,113,96,17,2769.0
1:50.0,Defensive rebound by Team,113-96, ,,4,113,96,17,2770.0
1:38.0,Turnover by B. Fernando (bad pass),113-96, ,,4,113,96,17,2782.0
1:27.0, ,113-99,J. Carter makes 3-pt jump shot from 27 ft (assist by D. Terry),,4,113,99,14,2793.0
1:13.0,Turnover by B. Fernando (bad pass; steal by T. Taylor),113-99, ,,4,113,99,14,2807.0
1:10.0, ,113-99,Shooting foul by G. Mathews (drawn by T. Taylor),,4,113,99,14,2810.0
1:10.0, ,113-100,T. Taylor makes free throw 1 of 2,,4,113,100,13,2810.0
1:10.0, ,113-101,T. Taylor makes free throw 2 of 2,,4,113,101,12,2810.0
0:47.0,K. Bufkin misses 3-pt jump shot from 23 ft,113-101, ,,4,113,101,12,2833.0
0:45.0, ,113-101,Defensive rebound by A. Sanogo,,4,113,101,12,2835.0
0:27.0, ,113-101,O. Bitim misses 3-pt jump shot from 25 ft,,4,113,101,12,2853.0
0:24.0,Defensive rebound by W. Matthews,113-101, ,,4,113,101,12,2856.0
0:03.0,Turnover by Team (shot clock),113-101, ,,4,113,101,12,2877.0
0:00.0,End of 4th quarter,113-101,,,4,113,101,12,2880.0
