Time,Atlanta,Score,Chicago,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:19.0,T. Young misses 3-pt jump shot from 32 ft,85-95, ,,3,85,95,-10,1961.0
3:18.0, ,85-95,Defensive rebound by Team,,3,85,95,-10,1962.0
3:18.0,B. Fernando enters the game for C. Capela,85-95, ,,3,85,95,-10,1962.0
3:01.0, ,85-95,C. White misses 3-pt jump shot from 23 ft,,3,85,95,-10,1979.0
2:58.0, ,85-95,Offensive rebound by D. Terry,,3,85,95,-10,1982.0
2:56.0, ,85-97,D. Terry makes 2-pt layup at rim,,3,85,97,-12,1984.0
2:43.0,D. Hunter makes 2-pt jump shot from 17 ft (assist by D. Murray),87-97, ,,3,87,97,-10,1997.0
2:29.0, ,87-99,D. DeRozan makes 2-pt jump shot from 19 ft,,3,87,99,-12,2011.0
2:25.0,Personal foul by D. DeRozan (drawn by D. Hunter),87-99, ,,3,87,99,-12,2015.0
2:14.0,D. Hunter misses 3-pt jump shot from 24 ft,87-99, ,,3,87,99,-12,2026.0
2:09.0, ,87-99,Defensive rebound by C. White,,3,87,99,-12,2031.0
2:06.0, ,87-101,C. White makes 2-pt layup from 2 ft,,3,87,101,-14,2034.0
1:55.0,Turnover by T. Young (bad pass; steal by A. Drummond),87-101, ,,3,87,101,-14,2045.0
1:49.0, ,87-101,J. Green misses 3-pt jump shot from 24 ft,,3,87,101,-14,2051.0
1:43.0, ,87-101,Offensive rebound by C. White,,3,87,101,-14,2057.0
1:43.0, ,87-103,J. Green makes 2-pt dunk from 1 ft (assist by C. White),,3,87,103,-16,2057.0
1:32.0,D. Murray misses 2-pt layup from 2 ft (block by D. Terry),87-103, ,,3,87,103,-16,2068.0
1:28.0, ,87-103,Defensive rebound by J. Green,,3,87,103,-16,2072.0
1:27.0, ,87-105,C. White makes 2-pt layup from 1 ft,,3,87,105,-18,2073.0
1:26.0,Atlanta full timeout,87-105, ,,3,87,105,-18,2074.0
1:26.0,G. Mathews enters the game for T. Young,87-105, ,,3,87,105,-18,2074.0
1:26.0, ,87-105,A. Dosunmu enters the game for C. White,,3,87,105,-18,2074.0
1:16.0,Shooting foul by J. Green (drawn by G. Mathews),87-105, ,,3,87,105,-18,2084.0
1:16.0,G. Mathews makes free throw 1 of 3,88-105, ,,3,88,105,-17,2084.0
1:16.0,G. Mathews makes free throw 2 of 3,89-105, ,,3,89,105,-16,2084.0
1:16.0,G. Mathews misses free throw 3 of 3,89-105, ,,3,89,105,-16,2084.0
1:13.0, ,89-105,Defensive rebound by D. DeRozan,,3,89,105,-16,2087.0
0:58.0, ,89-108,A. Dosunmu makes 3-pt jump shot from 25 ft (assist by D. Terry),,3,89,108,-19,2102.0
0:47.0,B. Fernando misses 2-pt layup from 1 ft (block by A. Drummond),89-108, ,,3,89,108,-19,2113.0
0:46.0, ,89-108,Defensive rebound by J. Green,,3,89,108,-19,2114.0
0:46.0,Technical foul by B. Fernando,89-108, ,,3,89,108,-19,2114.0
0:46.0, ,89-108,Technical foul by A. Drummond,,3,89,108,-19,2114.0
0:36.0, ,89-108,Personal foul by G. Mathews (drawn by D. Terry),,3,89,108,-19,2124.0
0:26.0,Violation by Team (kicked ball),89-108, ,,3,89,108,-19,2134.0
0:15.0, ,89-110,D. DeRozan makes 2-pt jump shot from 23 ft,,3,89,110,-21,2145.0
0:03.0,G. Mathews makes 3-pt jump shot from 24 ft (assist by D. Murray),92-110, ,,3,92,110,-18,2157.0
0:00.0, ,92-110,D. Terry misses 3-pt jump shot from 42 ft (block by B. Bogdanović),,3,92,110,-18,2160.0
0:00.0, ,92-110,Offensive rebound by Team,,3,92,110,-18,2160.0
0:00.0,End of 3rd quarter,92-110,,,3,92,110,-18,2160.0
12:00.0,Start of 4th quarter,92-110,,,4,92,110,-18,2160.0
11:44.0,D. Hunter makes 2-pt layup from 1 ft (assist by C. Capela),94-110, ,,4,94,110,-16,2176.0
11:29.0, ,94-112,C. White makes 2-pt jump shot from 9 ft,,4,94,112,-18,2191.0
11:15.0,B. Bogdanović misses 2-pt layup from 3 ft (block by A. Drummond),94-112, ,,4,94,112,-18,2205.0
11:12.0,Offensive rebound by D. Hunter,94-112, ,,4,94,112,-18,2208.0
11:10.0,D. Murray misses 2-pt jump shot from 13 ft,94-112, ,,4,94,112,-18,2210.0
11:08.0, ,94-112,Defensive rebound by D. DeRozan,,4,94,112,-18,2212.0
11:00.0, ,94-112,D. DeRozan misses 2-pt jump shot from 21 ft,,4,94,112,-18,2220.0
10:57.0,Defensive rebound by D. Murray,94-112, ,,4,94,112,-18,2223.0
10:52.0,B. Bogdanović misses 3-pt jump shot from 23 ft,94-112, ,,4,94,112,-18,2228.0
10:48.0, ,94-112,Defensive rebound by A. Drummond,,4,94,112,-18,2232.0
10:35.0, ,94-112,C. White misses 2-pt layup from 3 ft,,4,94,112,-18,2245.0
10:35.0, ,94-112,Offensive rebound by Team,,4,94,112,-18,2245.0
10:35.0,Loose ball foul by B. Bogdanović (drawn by A. Drummond),94-112, ,,4,94,112,-18,2245.0
10:22.0, ,94-112,A. Dosunmu misses 2-pt jump shot from 19 ft,,4,94,112,-18,2258.0
10:19.0,Defensive rebound by C. Capela,94-112, ,,4,94,112,-18,2261.0
10:17.0,B. Bogdanović misses 3-pt jump shot from 26 ft,94-112, ,,4,94,112,-18,2263.0
10:14.0,Offensive rebound by C. Capela,94-112, ,,4,94,112,-18,2266.0
10:13.0,C. Capela misses 2-pt jump shot from 12 ft (block by A. Drummond),94-112, ,,4,94,112,-18,2267.0
10:10.0, ,94-112,Defensive rebound by T. Craig,,4,94,112,-18,2270.0
10:01.0, ,94-114,C. White makes 2-pt layup from 1 ft,,4,94,114,-20,2279.0
9:54.0,Shooting foul by A. Dosunmu (drawn by B. Bogdanović),94-114, ,,4,94,114,-20,2286.0
9:54.0,B. Bogdanović makes free throw 1 of 2,95-114, ,,4,95,114,-19,2286.0
9:54.0,B. Bogdanović makes free throw 2 of 2,96-114, ,,4,96,114,-18,2286.0
9:34.0, ,96-114,A. Drummond misses 2-pt jump shot from 6 ft,,4,96,114,-18,2306.0
9:32.0, ,96-114,Offensive rebound by D. DeRozan,,4,96,114,-18,2308.0
9:29.0, ,96-114,Chicago full timeout,,4,96,114,-18,2311.0
9:29.0,G. Mathews enters the game for B. Bogdanović,96-114, ,,4,96,114,-18,2311.0
9:29.0, ,96-114,D. Terry enters the game for A. Dosunmu,,4,96,114,-18,2311.0
9:20.0, ,96-114,D. Terry misses 2-pt jump shot from 14 ft,,4,96,114,-18,2320.0
9:20.0, ,96-114,Offensive rebound by Team,,4,96,114,-18,2320.0
9:20.0, ,96-114,Turnover by Team (shot clock),,4,96,114,-18,2320.0
9:20.0, ,96-114,N. Vučević enters the game for A. Drummond,,4,96,114,-18,2320.0
9:02.0,Shooting foul by D. DeRozan (drawn by D. Hunter),96-114, ,,4,96,114,-18,2338.0
9:02.0,D. Hunter makes free throw 1 of 2,97-114, ,,4,97,114,-17,2338.0
9:02.0,D. Hunter makes free throw 2 of 2,98-114, ,,4,98,114,-16,2338.0
8:50.0, ,98-116,C. White makes 2-pt layup from 1 ft,,4,98,116,-18,2350.0
8:38.0,C. Capela misses 2-pt layup from 1 ft (block by D. Terry),98-116, ,,4,98,116,-18,2362.0
8:38.0,Offensive rebound by Team,98-116, ,,4,98,116,-18,2362.0
8:32.0,D. Hunter misses 3-pt jump shot from 25 ft,98-116, ,,4,98,116,-18,2368.0
8:28.0, ,98-116,Defensive rebound by D. Terry,,4,98,116,-18,2372.0
8:07.0, ,98-116,N. Vučević misses 2-pt jump shot from 15 ft,,4,98,116,-18,2393.0
8:05.0, ,98-116,Offensive rebound by D. Terry,,4,98,116,-18,2395.0
8:02.0, ,98-116,D. Terry misses 2-pt layup from 1 ft,,4,98,116,-18,2398.0
8:02.0, ,98-116,Offensive rebound by T. Craig,,4,98,116,-18,2398.0
8:00.0, ,98-116,Turnover by T. Craig (bad pass; steal by D. Murray),,4,98,116,-18,2400.0
7:53.0,Personal foul by D. Terry (drawn by D. Murray),98-116, ,,4,98,116,-18,2407.0
7:53.0, ,98-116,A. Dosunmu enters the game for D. Terry,,4,98,116,-18,2407.0
7:41.0,G. Mathews misses 3-pt jump shot from 24 ft,98-116, ,,4,98,116,-18,2419.0
7:39.0, ,98-116,Defensive rebound by N. Vučević,,4,98,116,-18,2421.0
7:26.0, ,98-118,N. Vučević makes 2-pt layup from 2 ft (assist by C. White),,4,98,118,-20,2434.0
7:11.0,D. Murray makes 2-pt jump shot from 10 ft (assist by T. Young),100-118, ,,4,100,118,-18,2449.0
6:51.0, ,100-121,C. White makes 3-pt jump shot from 32 ft (assist by D. DeRozan),,4,100,121,-21,2469.0
6:51.0,Atlanta full timeout,100-121, ,,4,100,121,-21,2469.0
6:51.0,B. Bogdanović enters the game for G. Mathews,100-121, ,,4,100,121,-21,2469.0
6:36.0,D. Hunter misses 3-pt jump shot from 23 ft,100-121, ,,4,100,121,-21,2484.0
6:31.0, ,100-121,Defensive rebound by C. White,,4,100,121,-21,2489.0
6:16.0, ,100-121,D. DeRozan misses 2-pt jump shot from 12 ft,,4,100,121,-21,2504.0
6:14.0,Defensive rebound by C. Capela,100-121, ,,4,100,121,-21,2506.0
6:12.0, ,100-121,Violation by Team (kicked ball),,4,100,121,-21,2508.0
5:53.0,D. Hunter misses 3-pt jump shot from 25 ft,100-121, ,,4,100,121,-21,2527.0
5:53.0,Offensive rebound by Team,100-121, ,,4,100,121,-21,2527.0
5:53.0,Turnover by Team (shot clock),100-121, ,,4,100,121,-21,2527.0
5:53.0, ,100-121,J. Green enters the game for T. Craig,,4,100,121,-21,2527.0
5:30.0, ,100-121,N. Vučević misses 3-pt jump shot from 27 ft,,4,100,121,-21,2550.0
5:25.0,Defensive rebound by C. Capela,100-121, ,,4,100,121,-21,2555.0
5:20.0,Personal foul by C. White (drawn by C. Capela),100-121, ,,4,100,121,-21,2560.0
5:14.0,C. Capela makes 2-pt dunk from 1 ft (assist by T. Young),102-121, ,,4,102,121,-19,2566.0
4:57.0, ,102-124,C. White makes 3-pt jump shot from 25 ft (assist by A. Dosunmu),,4,102,124,-22,2583.0
4:42.0,B. Bogdanović misses 3-pt jump shot from 24 ft,102-124, ,,4,102,124,-22,2598.0
4:36.0, ,102-124,Defensive rebound by D. DeRozan,,4,102,124,-22,2604.0
4:29.0, ,102-124,C. White misses 3-pt jump shot from 25 ft,,4,102,124,-22,2611.0
4:22.0, ,102-124,Offensive rebound by N. Vučević,,4,102,124,-22,2618.0
4:22.0, ,102-124,N. Vučević misses 2-pt layup at rim,,4,102,124,-22,2618.0
4:21.0,Defensive rebound by Team,102-124, ,,4,102,124,-22,2619.0
4:12.0,Turnover by D. Hunter (lost ball; steal by J. Green),102-124, ,,4,102,124,-22,2628.0
4:09.0, ,102-124,Shooting foul by B. Bogdanović (drawn by J. Green),,4,102,124,-22,2631.0
4:09.0, ,102-124,J. Green misses free throw 1 of 2,,4,102,124,-22,2631.0
4:09.0, ,102-124,Offensive rebound by Team,,4,102,124,-22,2631.0
4:09.0, ,102-125,J. Green makes free throw 2 of 2,,4,102,125,-23,2631.0
3:59.0,D. Murray misses 3-pt jump shot from 26 ft,102-125, ,,4,102,125,-23,2641.0
3:56.0, ,102-125,Defensive rebound by N. Vučević,,4,102,125,-23,2644.0
3:38.0, ,102-125,D. DeRozan misses 3-pt jump shot from 28 ft,,4,102,125,-23,2662.0
3:36.0,Defensive rebound by C. Capela,102-125, ,,4,102,125,-23,2664.0
3:26.0,T. Young misses 2-pt jump shot from 23 ft,102-125, ,,4,102,125,-23,2674.0
3:24.0,Offensive rebound by C. Capela,102-125, ,,4,102,125,-23,2676.0
3:22.0,C. Capela misses 2-pt hook shot from 7 ft,102-125, ,,4,102,125,-23,2678.0
3:22.0,Offensive rebound by T. Young,102-125, ,,4,102,125,-23,2678.0
3:22.0,Shooting foul by A. Dosunmu (drawn by T. Young),102-125, ,,4,102,125,-23,2678.0
3:22.0,T. Young makes free throw 1 of 2,103-125, ,,4,103,125,-22,2678.0
3:22.0,T. Young makes free throw 2 of 2,104-125, ,,4,104,125,-21,2678.0
3:06.0, ,104-127,J. Green makes 2-pt layup from 1 ft (assist by N. Vučević),,4,104,127,-23,2694.0
2:55.0,D. Hunter misses 2-pt jump shot from 10 ft,104-127, ,,4,104,127,-23,2705.0
2:55.0,Offensive rebound by C. Capela,104-127, ,,4,104,127,-23,2705.0
2:49.0,C. Capela makes 2-pt layup at rim,106-127, ,,4,106,127,-21,2711.0
2:30.0, ,106-129,N. Vučević makes 2-pt layup from 1 ft (assist by J. Green),,4,106,129,-23,2730.0
2:15.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Hunter),109-129, ,,4,109,129,-20,2745.0
1:55.0, ,109-129,Turnover by N. Vučević (lost ball; steal by B. Bogdanović),,4,109,129,-20,2765.0
1:55.0,B. Bogdanović makes 2-pt jump shot from 20 ft (assist by C. Capela),111-129, ,,4,111,129,-18,2765.0
1:55.0,Instant Replay (Request: Ruling Stands),111-129, ,,4,111,129,-18,2765.0
1:32.0, ,111-129,N. Vučević misses 3-pt jump shot from 27 ft,,4,111,129,-18,2788.0
1:29.0,Defensive rebound by T. Young,111-129, ,,4,111,129,-18,2791.0
1:24.0,T. Young misses 2-pt jump shot from 11 ft,111-129, ,,4,111,129,-18,2796.0
1:22.0,Offensive rebound by D. Murray,111-129, ,,4,111,129,-18,2798.0
1:18.0,C. Capela makes 2-pt dunk from 1 ft (assist by B. Bogdanović),113-129, ,,4,113,129,-16,2802.0
1:03.0, ,113-129,Shooting foul by B. Bogdanović (drawn by C. White),,4,113,129,-16,2817.0
1:03.0, ,113-130,C. White makes free throw 1 of 2,,4,113,130,-17,2817.0
1:03.0, ,113-130,D. Terry enters the game for A. Dosunmu,,4,113,130,-17,2817.0
1:03.0, ,113-131,C. White makes free throw 2 of 2,,4,113,131,-18,2817.0
0:58.0,B. Bogdanović misses 3-pt jump shot from 28 ft,113-131, ,,4,113,131,-18,2822.0
0:55.0, ,113-131,Defensive rebound by C. White,,4,113,131,-18,2825.0
0:33.0, ,113-131,Turnover by Team (shot clock),,4,113,131,-18,2847.0
0:33.0, ,113-131,T. Craig enters the game for D. DeRozan,,4,113,131,-18,2847.0
0:24.0,T. Young makes 3-pt jump shot from 31 ft (assist by B. Bogdanović),116-131, ,,4,116,131,-15,2856.0
0:01.0, ,116-131,Turnover by Team (shot clock),,4,116,131,-15,2879.0
0:00.0,End of 4th quarter,116-131,,,4,116,131,-15,2880.0
