A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Sacramento,
12:00.0,Jump ball: B. Adebayo vs. D. Sabonis (D. Robinson gains possession),
11:34.0,D. Robinson misses 3-pt jump shot from 27 ft, ,0-0, , ,
11:31.0, , ,0-0, ,Defensive rebound by H. Barnes,
11:24.0, , ,0-0, ,D. Fox misses 2-pt jump shot from 17 ft,
11:23.0,Defensive rebound by B. Adebayo, ,0-0, , ,
11:16.0,Turnover by D. Robinson (bad pass; steal by H. Barnes), ,0-0, , ,
11:16.0, , ,0-0, ,Personal foul by D. Robinson (drawn by D. Fox),
11:09.0, , ,0-0, ,Offensive foul by D. Sabonis (drawn by B. Adebayo),
11:09.0, , ,0-0, ,Turnover by D. Sabonis (offensive foul),
10:53.0,B. Adebayo makes 2-pt layup from 7 ft (assist by D. Robinson),+2,2-0, , ,
10:41.0, , ,2-0, ,Shooting foul by J. Jaquez (drawn by K. Murray),
10:41.0, , ,2-1,+1,K. Murray makes free throw 1 of 2,
10:41.0, , ,2-2,+1,K. Murray makes free throw 2 of 2,Tie
10:31.0,C. Martin makes 3-pt jump shot from 28 ft (assist by J. Jaquez),+3,5-2, , ,
10:12.0, , ,5-5,+3,H. Barnes makes 3-pt jump shot from 27 ft,Tie
9:57.0,J. Jaquez makes 2-pt layup from 5 ft (assist by B. Adebayo),+2,7-5, , ,
9:42.0, , ,7-5, ,H. Barnes misses 3-pt jump shot from 25 ft,
9:40.0,Defensive rebound by B. Adebayo, ,7-5, , ,
9:34.0,B. Adebayo misses 2-pt hook shot from 11 ft, ,7-5, , ,
9:31.0, , ,7-5, ,Defensive rebound by K. Murray,
9:22.0, , ,7-7,+2,K. Murray makes 2-pt jump shot from 13 ft (assist by D. Sabonis),Tie
9:05.0,C. Martin makes 3-pt jump shot from 25 ft (assist by D. Robinson),+3,10-7, , ,
8:54.0, , ,10-10,+3,K. Murray makes 3-pt jump shot from 27 ft (assist by D. Sabonis),Tie
8:43.0,B. Adebayo makes 2-pt dunk from 4 ft (assist by C. Martin),+2,12-10, , ,
8:31.0, , ,12-10, ,Turnover by K. Huerter (traveling),
8:18.0,Shooting foul by D. Sabonis (drawn by D. Robinson), ,12-10, , ,
8:18.0,D. Robinson makes free throw 1 of 2,+1,13-10, , ,
8:18.0,D. Robinson misses free throw 2 of 2, ,13-10, , ,
8:15.0, , ,13-10, ,Defensive rebound by D. Sabonis,
8:04.0, , ,13-10, ,Turnover by D. Fox (bad pass; steal by J. Jaquez),
7:57.0,C. Martin misses 2-pt jump shot from 23 ft, ,13-10, , ,
7:56.0,Offensive rebound by D. Robinson, ,13-10, , ,
7:47.0,D. Robinson misses 3-pt jump shot from 28 ft, ,13-10, , ,
7:45.0,Offensive rebound by B. Adebayo, ,13-10, , ,
7:42.0,B. Adebayo makes 2-pt dunk from 4 ft,+2,15-10, , ,
7:26.0, , ,15-10, ,D. Fox misses 2-pt jump shot from 12 ft,
7:24.0, , ,15-10, ,Offensive rebound by K. Murray,
7:19.0, , ,15-13,+3,D. Sabonis makes 3-pt jump shot from 26 ft,
7:06.0,C. Martin misses 3-pt jump shot from 24 ft, ,15-13, , ,
7:03.0, , ,15-13, ,Defensive rebound by D. Sabonis,
6:57.0, , ,15-13, ,K. Huerter misses 3-pt jump shot from 26 ft,
6:54.0,Defensive rebound by C. Martin, ,15-13, , ,
6:51.0,Offensive foul by B. Adebayo (drawn by K. Huerter), ,15-13, , ,
6:51.0,Turnover by B. Adebayo (offensive foul), ,15-13, , ,
6:51.0, , ,15-13, ,Sacramento full timeout,
6:34.0, , ,15-13, ,Turnover by D. Sabonis (traveling),
6:18.0,B. Adebayo misses 2-pt layup from 4 ft, ,15-13, , ,
6:15.0, , ,15-13, ,Defensive rebound by D. Sabonis,
6:00.0, , ,15-13, ,Turnover by H. Barnes (lost ball; steal by J. Jaquez),
5:49.0,B. Adebayo makes 2-pt jump shot from 8 ft (assist by D. Robinson),+2,17-13, , ,
5:37.0, , ,17-15,+2,D. Fox makes 2-pt layup from 8 ft,
5:29.0,Personal foul by K. Murray (drawn by B. Adebayo), ,17-15, , ,
5:29.0,H. Highsmith enters the game for J. Jaquez, ,17-15, , ,
5:29.0,C. Swider enters the game for D. Robinson, ,17-15, , ,
5:29.0, , ,17-15, ,D. Mitchell enters the game for D. Fox,
5:29.0, , ,17-15, ,M. Monk enters the game for K. Huerter,
5:19.0,H. Highsmith makes 3-pt jump shot from 24 ft (assist by D. Wright),+3,20-15, , ,
5:09.0, , ,20-17,+2,K. Murray makes 2-pt jump shot from 13 ft (assist by D. Mitchell),
4:56.0,H. Highsmith misses 3-pt jump shot from 24 ft, ,20-17, , ,
4:53.0, , ,20-17, ,Defensive rebound by D. Sabonis,
4:48.0, , ,20-19,+2,D. Sabonis makes 2-pt layup from 4 ft (assist by M. Monk),
4:29.0,H. Highsmith makes 3-pt jump shot from 28 ft (assist by B. Adebayo),+3,23-19, , ,
4:20.0, , ,23-19, ,Turnover by M. Monk (bad pass; steal by D. Wright),
4:17.0,D. Wright makes 2-pt layup from 4 ft,+2,25-19, , ,
4:02.0, , ,25-21,+2,D. Sabonis makes 2-pt jump shot from 13 ft (assist by M. Monk),
3:49.0,Turnover by C. Martin (bad pass; steal by M. Monk), ,25-21, , ,
3:45.0, , ,25-21, ,M. Monk misses 2-pt layup from 4 ft,
3:42.0,Defensive rebound by C. Swider, ,25-21, , ,
3:35.0,C. Swider misses 3-pt jump shot from 28 ft, ,25-21, , ,
3:32.0, , ,25-21, ,Defensive rebound by M. Monk,
3:26.0, , ,25-23,+2,M. Monk makes 2-pt jump shot from 12 ft,
3:26.0,Miami full timeout, ,25-23, , ,
3:26.0, , ,25-23, ,C. Duarte enters the game for H. Barnes,
3:26.0, , ,25-23, ,D. Fox enters the game for D. Mitchell,
3:26.0, , ,25-23, ,T. Lyles enters the game for D. Sabonis,
3:13.0,B. Adebayo makes 2-pt hook shot from 9 ft (assist by D. Wright),+2,27-23, , ,
3:13.0,Shooting foul by T. Lyles (drawn by B. Adebayo), ,27-23, , ,
3:13.0,J. Jaquez enters the game for C. Martin, ,27-23, , ,
3:13.0,B. Adebayo makes free throw 1 of 1,+1,28-23, , ,
2:52.0, , ,28-23, ,Turnover by D. Fox (lost ball; steal by J. Jaquez),
2:43.0,J. Jaquez makes 2-pt layup from 6 ft (assist by B. Adebayo),+2,30-23, , ,
2:20.0, , ,30-26,+3,K. Murray makes 3-pt jump shot from 27 ft (assist by M. Monk),
2:01.0,C. Swider misses 3-pt jump shot from 27 ft, ,30-26, , ,
1:59.0, , ,30-26, ,Defensive rebound by K. Murray,
1:45.0, , ,30-29,+3,T. Lyles makes 3-pt jump shot from 26 ft (assist by K. Murray),
1:27.0,D. Wright misses 3-pt jump shot from 24 ft, ,30-29, , ,
1:23.0, , ,30-29, ,Defensive rebound by T. Lyles,
1:19.0, , ,30-29, ,C. Duarte misses 3-pt jump shot from 28 ft,
1:17.0, , ,30-29, ,Offensive rebound by T. Lyles,
1:07.0, , ,30-31,+2,T. Lyles makes 2-pt jump shot from 11 ft (assist by M. Monk),Lead change
0:52.0,Turnover by B. Adebayo (lost ball; steal by M. Monk), ,30-31, , ,
0:48.0, , ,30-31, ,D. Fox misses 2-pt layup from 6 ft,
0:45.0, , ,30-31, ,Offensive rebound by D. Fox,
0:45.0, , ,30-33,+2,D. Fox makes 2-pt layup at rim,
0:40.0, , ,30-33, ,Loose ball foul by K. Murray (drawn by J. Jaquez),
0:40.0,K. Love enters the game for B. Adebayo, ,30-33, , ,
0:40.0,D. Robinson enters the game for C. Swider, ,30-33, , ,
0:40.0,A. Williams enters the game for D. Wright, ,30-33, , ,
0:40.0, , ,30-33, ,K. Huerter enters the game for K. Murray,
0:26.0,J. Jaquez makes 2-pt jump shot from 11 ft,+2,32-33, , ,
0:03.0, , ,32-33, ,M. Monk misses 3-pt jump shot from 26 ft,
0:03.0,Defensive rebound by K. Love, ,32-33, , ,
0:00.0,Turnover by K. Love (bad pass; steal by C. Duarte), ,32-33, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Miami,,Score,,Sacramento,
12:00.0,Start of 2nd quarter,
11:54.0, , ,32-35,+2,D. Fox makes 2-pt jump shot from 10 ft (assist by M. Monk),
11:33.0,H. Highsmith makes 2-pt layup from 6 ft (assist by J. Jaquez),+2,34-35, , ,
11:24.0, , ,34-35, ,Turnover by D. Fox (lost ball; steal by H. Highsmith),
11:11.0,Turnover by J. Jaquez (bad pass; steal by D. Fox), ,34-35, , ,
11:07.0, , ,34-37,+2,D. Fox makes 2-pt layup from 6 ft,
10:45.0,D. Robinson misses 2-pt layup from 2 ft, ,34-37, , ,
10:45.0, , ,34-37, ,Defensive rebound by D. Fox,
10:39.0, , ,34-39,+2,M. Monk makes 2-pt dunk from 3 ft (assist by D. Fox),
10:25.0,A. Williams misses 2-pt layup from 7 ft (block by T. Lyles), ,34-39, , ,
10:25.0, , ,34-39, ,Defensive rebound by D. Fox,
10:19.0, , ,34-39, ,Personal foul by H. Highsmith (drawn by C. Duarte),
10:13.0, , ,34-41,+2,K. Huerter makes 2-pt layup from 7 ft (assist by D. Fox),
9:49.0,A. Williams misses 3-pt jump shot from 27 ft, ,34-41, , ,
9:46.0, , ,34-41, ,Defensive rebound by D. Fox,
9:41.0, , ,34-41, ,Shooting foul by H. Highsmith (drawn by K. Huerter),
9:41.0, , ,34-42,+1,K. Huerter makes free throw 1 of 2,
9:41.0, , ,34-43,+1,K. Huerter makes free throw 2 of 2,
9:35.0,Miami full timeout, ,34-43, , ,
9:35.0,C. Martin enters the game for A. Williams, ,34-43, , ,
9:22.0,K. Love misses 2-pt hook shot from 10 ft, ,34-43, , ,
9:20.0,Offensive rebound by H. Highsmith, ,34-43, , ,
9:18.0,H. Highsmith makes 2-pt hook shot from 6 ft,+2,36-43, , ,
9:08.0, , ,36-45,+2,D. Fox makes 2-pt jump shot from 8 ft (assist by M. Monk),
8:54.0,C. Martin misses 2-pt layup from 9 ft (block by C. Duarte), ,36-45, , ,
8:54.0,Offensive rebound by K. Love, ,36-45, , ,
8:54.0,K. Love makes 2-pt layup from 5 ft,+2,38-45, , ,
8:54.0,Shooting foul by T. Lyles (drawn by K. Love), ,38-45, , ,
8:54.0, , ,38-45, ,D. Mitchell enters the game for D. Fox,
8:54.0, , ,38-45, ,D. Sabonis enters the game for T. Lyles,
8:54.0,K. Love makes free throw 1 of 1,+1,39-45, , ,
8:35.0, , ,39-45, ,M. Monk misses 3-pt jump shot from 27 ft,
8:32.0,Defensive rebound by K. Love, ,39-45, , ,
8:26.0,D. Robinson misses 2-pt jump shot from 12 ft, ,39-45, , ,
8:24.0, , ,39-45, ,Defensive rebound by K. Huerter,
8:16.0, , ,39-47,+2,D. Mitchell makes 2-pt jump shot from 9 ft (assist by K. Huerter),
7:58.0,J. Jaquez misses 2-pt jump shot from 6 ft, ,39-47, , ,
7:53.0,Offensive rebound by H. Highsmith, ,39-47, , ,
7:53.0,H. Highsmith misses 2-pt layup at rim, ,39-47, , ,
7:53.0, , ,39-47, ,Defensive rebound by D. Mitchell,
7:45.0, , ,39-47, ,K. Huerter misses 3-pt jump shot from 27 ft,
7:42.0,Defensive rebound by J. Jaquez, ,39-47, , ,
7:37.0,K. Love makes 3-pt jump shot from 28 ft (assist by D. Robinson),+3,42-47, , ,
7:37.0, , ,42-47, ,Sacramento full timeout,
7:37.0, , ,42-47, ,K. Murray enters the game for M. Monk,
7:17.0, , ,42-49,+2,D. Sabonis makes 2-pt layup from 4 ft (assist by D. Mitchell),
6:49.0,K. Love makes 3-pt jump shot from 27 ft (assist by D. Robinson),+3,45-49, , ,
6:31.0, , ,45-52,+3,K. Murray makes 3-pt jump shot from 26 ft (assist by D. Sabonis),
6:17.0,K. Love misses 3-pt jump shot from 28 ft, ,45-52, , ,
6:14.0,Offensive rebound by C. Martin, ,45-52, , ,
6:11.0,K. Love misses 2-pt layup from 9 ft (block by D. Mitchell), ,45-52, , ,
6:11.0, , ,45-52, ,Defensive rebound by K. Huerter,
6:03.0, , ,45-55,+3,K. Huerter makes 3-pt jump shot from 28 ft (assist by D. Mitchell),
5:39.0,H. Highsmith makes 2-pt hook shot from 14 ft,+2,47-55, , ,
5:16.0, , ,47-55, ,Shooting foul by C. Martin (drawn by D. Sabonis),
5:16.0, , ,47-55, ,D. Sabonis misses free throw 1 of 2,
5:16.0, , ,47-55, ,Offensive rebound by Team,
5:16.0,B. Adebayo enters the game for J. Jaquez, ,47-55, , ,
5:16.0,D. Wright enters the game for K. Love, ,47-55, , ,
5:16.0, , ,47-55, ,H. Barnes enters the game for C. Duarte,
5:16.0, , ,47-55, ,D. Fox enters the game for D. Mitchell,
5:16.0, , ,47-55, ,D. Sabonis misses free throw 2 of 2,
5:12.0,Defensive rebound by D. Wright, ,47-55, , ,
4:56.0,C. Martin makes 2-pt layup from 6 ft (assist by D. Robinson),+2,49-55, , ,
4:56.0,Shooting foul by K. Murray (drawn by C. Martin), ,49-55, , ,
