A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,LA Lakers,
12:00.0,Jump ball: B. Adebayo vs. A. Davis (K. Lowry gains possession),
11:44.0,Shooting foul by A. Reaves (drawn by K. Lowry), ,0-0, , ,
11:44.0,K. Lowry makes free throw 1 of 2,+1,1-0, , ,
11:44.0,K. Lowry makes free throw 2 of 2,+1,2-0, , ,
11:25.0, , ,2-2,+2,L. James makes 2-pt layup from 1 ft (assist by A. Reaves),Tie
11:09.0,Turnover by T. Herro (bad pass), ,2-2, , ,
10:52.0, , ,2-2, ,L. James misses 3-pt jump shot from 28 ft,
10:49.0,Defensive rebound by T. Herro, ,2-2, , ,
10:34.0,N. Jović misses 3-pt jump shot from 26 ft, ,2-2, , ,
10:31.0, , ,2-2, ,Defensive rebound by A. Davis,
10:26.0, , ,2-2, ,Turnover by C. Reddish (bad pass; steal by B. Adebayo),
10:19.0,T. Herro misses 2-pt jump shot from 20 ft, ,2-2, , ,
10:17.0, , ,2-2, ,Defensive rebound by T. Prince,
10:02.0, , ,2-4,+2,A. Reaves makes 2-pt jump shot from 9 ft (assist by A. Davis),Lead change
9:49.0,N. Jović makes 3-pt jump shot from 26 ft (assist by K. Lowry),+3,5-4, , ,Lead change
9:42.0, , ,5-4, ,Turnover by A. Reaves (bad pass; steal by T. Herro),
9:38.0,J. Jaquez misses 2-pt layup from 2 ft, ,5-4, , ,
9:38.0, , ,5-4, ,Defensive rebound by L. James,
9:32.0, , ,5-4, ,C. Reddish misses 3-pt jump shot from 27 ft,
9:29.0, , ,5-4, ,Offensive rebound by A. Davis,
9:22.0, , ,5-4, ,Shooting foul by T. Herro (drawn by A. Reaves),
9:22.0, , ,5-5,+1,A. Reaves makes free throw 1 of 3,Tie
9:22.0, , ,5-6,+1,A. Reaves makes free throw 2 of 3,Lead change
9:22.0, , ,5-7,+1,A. Reaves makes free throw 3 of 3,
9:16.0,Turnover by J. Jaquez (out of bounds lost ball), ,5-7, , ,
