A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Phoenix,
12:00.0,Jump ball: B. Adebayo vs. J. Nurkić (N. Jović gains possession),
11:42.0,B. Adebayo misses 2-pt jump shot from 17 ft, ,0-0, , ,
11:40.0, , ,0-0, ,Defensive rebound by D. Booker,
11:28.0, , ,0-0, ,D. Booker misses 3-pt jump shot from 25 ft,
11:25.0,Defensive rebound by B. Adebayo, ,0-0, , ,
11:19.0,B. Adebayo misses 2-pt layup from 4 ft, ,0-0, , ,
11:17.0, , ,0-0, ,Defensive rebound by C. Metu,
11:07.0, , ,0-2,+2,D. Booker makes 2-pt layup from 1 ft,
10:49.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by T. Herro),+3,3-2, , ,Lead change
10:35.0, , ,3-2, ,Personal foul by B. Adebayo (drawn by J. Nurkić),
10:30.0, , ,3-2, ,B. Beal misses 2-pt jump shot from 18 ft,
10:28.0,Defensive rebound by B. Adebayo, ,3-2, , ,
10:19.0,N. Jović misses 3-pt jump shot from 25 ft, ,3-2, , ,
10:15.0, , ,3-2, ,Defensive rebound by J. Nurkić,
10:10.0, , ,3-5,+3,G. Allen makes 3-pt jump shot from 23 ft (assist by B. Beal),Lead change
10:00.0,Personal foul by J. Nurkić (drawn by B. Adebayo), ,3-5, , ,
9:53.0,T. Herro misses 2-pt jump shot from 17 ft, ,3-5, , ,
9:50.0,Offensive rebound by B. Adebayo, ,3-5, , ,
9:50.0,B. Adebayo misses 2-pt layup from 2 ft (block by G. Allen), ,3-5, , ,
9:50.0,Offensive rebound by Team, ,3-5, , ,
9:47.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by B. Adebayo),+3,6-5, , ,Lead change
9:30.0, , ,6-5, ,Turnover by D. Booker (bad pass),
9:20.0,T. Herro makes 2-pt jump shot from 13 ft,+2,8-5, , ,
8:58.0, , ,8-8,+3,G. Allen makes 3-pt jump shot from 23 ft (assist by B. Beal),Tie
8:46.0,J. Jaquez makes 2-pt layup from 2 ft (assist by N. Jović),+2,10-8, , ,
8:31.0, , ,10-11,+3,D. Booker makes 3-pt jump shot from 25 ft,Lead change
8:12.0,Personal foul by G. Allen (drawn by N. Jović), ,10-11, , ,
8:03.0,J. Jaquez makes 2-pt dunk at rim (assist by K. Lowry),+2,12-11, , ,Lead change
7:49.0, , ,12-11, ,Turnover by C. Metu (step out of bounds),
7:37.0,T. Herro misses 2-pt jump shot from 11 ft, ,12-11, , ,
7:33.0, , ,12-11, ,Defensive rebound by G. Allen,
7:15.0, , ,12-11, ,Turnover by C. Metu (bad pass; steal by J. Jaquez),
7:11.0,Turnover by J. Jaquez (bad pass; steal by D. Booker), ,12-11, , ,
7:02.0, , ,12-13,+2,J. Nurkić makes 2-pt hook shot from 5 ft (assist by G. Allen),Lead change
6:48.0,B. Adebayo misses 2-pt jump shot from 5 ft, ,12-13, , ,
6:47.0, , ,12-13, ,Defensive rebound by Team,
6:47.0, , ,12-13, ,Phoenix full timeout,
6:47.0,Jump ball: C. Metu vs. J. Jaquez (J. Nurkić gains possession),
6:27.0, , ,12-13, ,G. Allen misses 3-pt jump shot from 26 ft,
6:23.0,Defensive rebound by K. Lowry, ,12-13, , ,
6:20.0,Turnover by K. Lowry (bad pass; steal by C. Metu), ,12-13, , ,
6:13.0, , ,12-16,+3,G. Allen makes 3-pt jump shot from 27 ft (assist by D. Booker),
5:57.0,B. Adebayo misses 2-pt jump shot from 18 ft, ,12-16, , ,
5:55.0, , ,12-16, ,Defensive rebound by J. Nurkić,
5:45.0, , ,12-16, ,Personal foul by B. Adebayo (drawn by J. Nurkić),
5:45.0,K. Love enters the game for B. Adebayo, ,12-16, , ,
5:45.0,D. Robinson enters the game for J. Jaquez, ,12-16, , ,
5:45.0, , ,12-16, ,B. Bol enters the game for B. Beal,
5:45.0, , ,12-16, ,J. Okogie enters the game for C. Metu,
5:31.0, , ,12-16, ,G. Allen misses 3-pt jump shot from 24 ft,
5:28.0,Defensive rebound by T. Herro, ,12-16, , ,
5:16.0,K. Love makes 3-pt jump shot from 25 ft (assist by T. Herro),+3,15-16, , ,
4:49.0, , ,15-16, ,G. Allen misses 2-pt layup from 5 ft (block by D. Robinson),
4:49.0, , ,15-16, ,Offensive rebound by G. Allen,
4:49.0, , ,15-16, ,Turnover by Team (shot clock),
4:35.0,K. Lowry misses 3-pt jump shot from 25 ft, ,15-16, , ,
4:32.0, , ,15-16, ,Defensive rebound by B. Bol,
4:29.0, , ,15-19,+3,D. Booker makes 3-pt jump shot from 31 ft,
4:11.0,Shooting foul by B. Bol (drawn by K. Love), ,15-19, , ,
4:11.0,K. Love makes free throw 1 of 2,+1,16-19, , ,
4:11.0, , ,16-19, ,D. Eubanks enters the game for J. Nurkić,
4:11.0,K. Love makes free throw 2 of 2,+1,17-19, , ,
4:02.0, , ,17-21,+2,D. Eubanks makes 2-pt dunk from 1 ft (assist by J. Okogie),
3:51.0,K. Love makes 3-pt jump shot from 26 ft (assist by K. Lowry),+3,20-21, , ,
3:27.0, , ,20-21, ,D. Eubanks misses 2-pt jump shot from 10 ft,
3:25.0,Defensive rebound by K. Love, ,20-21, , ,
3:17.0,D. Robinson misses 3-pt jump shot from 23 ft, ,20-21, , ,
3:13.0, , ,20-21, ,Defensive rebound by D. Eubanks,
3:06.0, , ,20-21, ,D. Booker misses 3-pt jump shot from 31 ft,
3:02.0, , ,20-21, ,Offensive rebound by B. Bol,
2:57.0, , ,20-24,+3,G. Allen makes 3-pt jump shot from 25 ft (assist by B. Bol),
2:32.0,K. Love makes 2-pt jump shot from 14 ft,+2,22-24, , ,
2:22.0, , ,22-26,+2,D. Booker makes 2-pt jump shot from 13 ft,
2:20.0,Miami full timeout, ,22-26, , ,
2:20.0,J. Jaquez enters the game for T. Herro, ,22-26, , ,
2:20.0,J. Richardson enters the game for K. Lowry, ,22-26, , ,
2:20.0, , ,22-26, ,B. Beal enters the game for G. Allen,
2:09.0,K. Love makes 2-pt hook shot from 4 ft (assist by J. Richardson),+2,24-26, , ,
1:50.0, , ,24-26, ,Personal foul by D. Robinson (drawn by J. Okogie),
1:37.0, , ,24-26, ,D. Eubanks misses 2-pt hook shot from 12 ft,
1:34.0, , ,24-26, ,Offensive rebound by J. Okogie,
1:34.0, , ,24-26, ,J. Okogie misses 2-pt layup from 1 ft,
1:32.0,Defensive rebound by N. Jović, ,24-26, , ,
1:19.0,K. Love makes 3-pt jump shot from 23 ft (assist by D. Robinson),+3,27-26, , ,Lead change
1:01.0, , ,27-26, ,Shooting foul by J. Jaquez (drawn by J. Okogie),
1:01.0, , ,27-27,+1,J. Okogie makes free throw 1 of 2,Tie
1:01.0, , ,27-28,+1,J. Okogie makes free throw 2 of 2,Lead change
0:49.0,N. Jović misses 3-pt jump shot from 26 ft, ,27-28, , ,
0:47.0, , ,27-28, ,Defensive rebound by D. Booker,
0:39.0, , ,27-30,+2,B. Beal makes 2-pt layup from 4 ft (assist by D. Booker),
0:30.0,J. Jaquez makes 2-pt layup from 3 ft (assist by K. Love),+2,29-30, , ,
0:09.0, , ,29-33,+3,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Okogie),
0:00.0,End of 1st quarter,
2nd Q,
Time,Miami,,Score,,Phoenix,
12:00.0,Start of 2nd quarter,
12:00.0, , ,29-33, ,Violation by Team (delay of game),
11:47.0, , ,29-33, ,B. Beal misses 2-pt jump shot from 23 ft,
11:46.0, , ,29-33, ,Offensive rebound by Team,
11:46.0,Loose ball foul by K. Love (drawn by D. Eubanks), ,29-33, , ,
11:32.0, , ,29-33, ,G. Allen misses 3-pt jump shot from 31 ft,
11:28.0,Defensive rebound by J. Richardson, ,29-33, , ,
11:17.0,Shooting foul by B. Beal (drawn by J. Richardson), ,29-33, , ,
11:17.0,J. Richardson makes free throw 1 of 3,+1,30-33, , ,
11:17.0,J. Richardson makes free throw 2 of 3,+1,31-33, , ,
11:17.0,J. Richardson makes free throw 3 of 3,+1,32-33, , ,
10:55.0, , ,32-33, ,D. Eubanks misses 2-pt hook shot from 8 ft,
10:53.0,Defensive rebound by J. Richardson, ,32-33, , ,
10:39.0,B. Adebayo makes 2-pt layup from 2 ft,+2,34-33, , ,Lead change
10:21.0, , ,34-35,+2,B. Beal makes 2-pt jump shot from 6 ft,Lead change
10:07.0,Turnover by J. Jaquez (bad pass), ,34-35, , ,
9:58.0, , ,34-35, ,Y. Watanabe misses 3-pt jump shot from 23 ft,
9:54.0,Defensive rebound by J. Richardson, ,34-35, , ,
9:33.0,J. Richardson misses 2-pt jump shot from 18 ft, ,34-35, , ,
9:30.0,Offensive rebound by K. Love, ,34-35, , ,
9:29.0,Shooting foul by K. Bates-Diop (drawn by J. Richardson), ,34-35, , ,
9:29.0,J. Richardson makes free throw 1 of 2,+1,35-35, , ,Tie
9:29.0,N. Jović enters the game for K. Love, ,35-35, , ,
9:29.0,J. Richardson makes free throw 2 of 2,+1,36-35, , ,Lead change
9:11.0, , ,36-35, ,Personal foul by D. Robinson (drawn by Y. Watanabe),
9:01.0, , ,36-35, ,Y. Watanabe misses 2-pt jump shot from 9 ft,
8:58.0,Defensive rebound by N. Jović, ,36-35, , ,
8:52.0,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Jaquez),+2,38-35, , ,
8:52.0,Shooting foul by D. Eubanks (drawn by B. Adebayo), ,38-35, , ,
8:52.0, , ,38-35, ,J. Nurkić enters the game for D. Eubanks,
8:52.0,B. Adebayo makes free throw 1 of 1,+1,39-35, , ,
8:33.0, , ,39-38,+3,G. Allen makes 3-pt jump shot from 29 ft (assist by B. Beal),
8:19.0,B. Adebayo makes 2-pt jump shot from 16 ft (assist by J. Richardson),+2,41-38, , ,
8:01.0, , ,41-41,+3,G. Allen makes 3-pt jump shot from 27 ft (assist by B. Beal),Tie
7:47.0,D. Robinson misses 3-pt jump shot from 26 ft, ,41-41, , ,
7:44.0, , ,41-41, ,Defensive rebound by K. Bates-Diop,
7:40.0, , ,41-41, ,B. Beal misses 3-pt jump shot from 26 ft,
7:36.0,Defensive rebound by B. Adebayo, ,41-41, , ,
7:29.0,Turnover by B. Adebayo (lost ball; steal by K. Bates-Diop), ,41-41, , ,
7:27.0, , ,41-41, ,K. Bates-Diop misses 2-pt layup from 3 ft,
7:26.0, , ,41-41, ,Offensive rebound by Y. Watanabe,
7:25.0, , ,41-43,+2,Y. Watanabe makes 2-pt layup at rim,Lead change
7:25.0,Miami full timeout, ,41-43, , ,
7:25.0,T. Herro enters the game for J. Jaquez, ,41-43, , ,
7:24.0,Personal foul by J. Nurkić (drawn by D. Robinson), ,41-43, , ,
