A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Oklahoma City,
12:00.0,Jump ball: B. Adebayo vs. C. Holmgren (S. Gilgeous-Alexander gains possession),
11:48.0, , ,0-0, ,J. Williams misses 2-pt jump shot from 18 ft,
11:44.0,Defensive rebound by N. Jović, ,0-0, , ,
11:29.0,D. Robinson misses 3-pt jump shot from 26 ft, ,0-0, , ,
11:26.0, , ,0-0, ,Defensive rebound by L. Dort,
11:12.0, , ,0-0, ,C. Holmgren misses 2-pt jump shot from 9 ft,
11:08.0,Defensive rebound by D. Robinson, ,0-0, , ,
10:56.0,J. Butler misses 2-pt jump shot from 16 ft, ,0-0, , ,
10:53.0, , ,0-0, ,Defensive rebound by J. Giddey,
10:43.0, , ,0-0, ,C. Holmgren misses 3-pt jump shot from 25 ft,
10:40.0,Defensive rebound by N. Jović, ,0-0, , ,
10:20.0,N. Jović misses 2-pt hook shot from 4 ft, ,0-0, , ,
10:18.0, , ,0-0, ,Defensive rebound by C. Holmgren,
10:11.0, , ,0-0, ,L. Dort misses 3-pt jump shot from 24 ft,
10:06.0,Defensive rebound by J. Butler, ,0-0, , ,
10:03.0,J. Butler makes 2-pt jump shot from 2 ft,+2,2-0, , ,
9:46.0, , ,2-2,+2,J. Williams makes 2-pt layup from 1 ft (assist by J. Giddey),Tie
9:28.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Adebayo),+2,4-2, , ,
9:17.0, , ,4-4,+2,J. Giddey makes 2-pt layup from 5 ft (assist by S. Gilgeous-Alexander),Tie
9:05.0,J. Butler misses 2-pt jump shot from 8 ft, ,4-4, , ,
9:03.0, , ,4-4, ,Defensive rebound by S. Gilgeous-Alexander,
8:53.0, , ,4-4, ,S. Gilgeous-Alexander misses 2-pt jump shot from 12 ft,
8:49.0,Defensive rebound by T. Rozier, ,4-4, , ,
8:47.0,J. Butler makes 2-pt dunk from 1 ft (assist by T. Rozier),+2,6-4, , ,
8:39.0, , ,6-4, ,J. Giddey misses 2-pt layup from 1 ft,
8:39.0, , ,6-4, ,Offensive rebound by J. Giddey,
8:25.0, , ,6-4, ,Personal foul by D. Robinson (drawn by L. Dort),
8:23.0, , ,6-6,+2,S. Gilgeous-Alexander makes 2-pt dunk at rim (assist by J. Giddey),Tie
8:11.0,T. Rozier makes 2-pt layup from 7 ft,+2,8-6, , ,
8:03.0, , ,8-6, ,L. Dort misses 3-pt jump shot from 26 ft,
7:58.0,Defensive rebound by N. Jović, ,8-6, , ,
7:47.0,B. Adebayo misses 2-pt jump shot from 14 ft, ,8-6, , ,
7:45.0, , ,8-6, ,Defensive rebound by S. Gilgeous-Alexander,
7:41.0, , ,8-8,+2,S. Gilgeous-Alexander makes 2-pt jump shot from 7 ft,Tie
7:25.0,T. Rozier makes 2-pt hook shot from 5 ft,+2,10-8, , ,
7:11.0, , ,10-8, ,C. Holmgren misses 2-pt layup from 6 ft,
7:09.0,Defensive rebound by N. Jović, ,10-8, , ,
7:06.0,D. Robinson misses 3-pt jump shot from 26 ft, ,10-8, , ,
7:02.0, , ,10-8, ,Defensive rebound by J. Giddey,
6:57.0, , ,10-10,+2,S. Gilgeous-Alexander makes 2-pt layup from 5 ft (assist by J. Giddey),Tie
6:29.0,J. Butler misses 3-pt jump shot from 28 ft, ,10-10, , ,
6:29.0, , ,10-10, ,Defensive rebound by Team,
6:29.0, , ,10-10, ,Oklahoma City full timeout,
6:17.0, , ,10-12,+2,C. Holmgren makes 2-pt dunk from 1 ft (assist by J. Williams),Lead change
6:02.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by T. Rozier),+2,12-12, , ,Tie
5:44.0, , ,12-12, ,Turnover by J. Williams (traveling),
5:44.0,J. Jaquez enters the game for J. Butler, ,12-12, , ,
5:44.0,C. Martin enters the game for N. Jović, ,12-12, , ,
5:31.0,Shooting foul by C. Holmgren (drawn by J. Jaquez), ,12-12, , ,
5:31.0,J. Jaquez makes free throw 1 of 2,+1,13-12, , ,Lead change
5:31.0, , ,13-12, ,G. Hayward enters the game for J. Williams,
5:31.0,J. Jaquez makes free throw 2 of 2,+1,14-12, , ,
5:19.0, , ,14-12, ,Personal foul by J. Jaquez (drawn by S. Gilgeous-Alexander),
5:19.0, , ,14-12, ,I. Joe enters the game for J. Giddey,
5:11.0, , ,14-15,+3,L. Dort makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),Lead change
4:56.0,J. Jaquez makes 2-pt hook shot from 3 ft,+2,16-15, , ,Lead change
4:47.0, , ,16-15, ,Shooting foul by J. Jaquez (drawn by S. Gilgeous-Alexander),
4:47.0, , ,16-16,+1,S. Gilgeous-Alexander makes free throw 1 of 2,Tie
4:47.0, , ,16-16, ,J. Williams enters the game for C. Holmgren,
4:47.0, , ,16-16, ,S. Gilgeous-Alexander misses free throw 2 of 2,
4:45.0,Defensive rebound by B. Adebayo, ,16-16, , ,
4:36.0,B. Adebayo misses 2-pt jump shot from 9 ft (block by L. Dort), ,16-16, , ,
4:33.0, , ,16-16, ,Defensive rebound by J. Williams,
4:26.0, , ,16-16, ,S. Gilgeous-Alexander misses 2-pt layup from 5 ft (block by C. Martin),
4:26.0, , ,16-16, ,Offensive rebound by Team,
4:20.0, , ,16-19,+3,G. Hayward makes 3-pt jump shot from 23 ft (assist by I. Joe),Lead change
4:17.0,Miami full timeout, ,16-19, , ,
4:17.0, , ,16-19, ,C. Wallace enters the game for L. Dort,
4:07.0,Shooting foul by G. Hayward (drawn by J. Jaquez), ,16-19, , ,
4:07.0,J. Jaquez makes free throw 1 of 2,+1,17-19, , ,
4:07.0,J. Jaquez makes free throw 2 of 2,+1,18-19, , ,
4:00.0, , ,18-19, ,Turnover by C. Wallace (out of bounds lost ball),
3:45.0,C. Martin misses 3-pt jump shot from 23 ft, ,18-19, , ,
3:42.0, , ,18-19, ,Defensive rebound by J. Williams,
3:27.0, , ,18-19, ,Turnover by C. Wallace (lost ball; steal by T. Rozier),
3:23.0,T. Rozier misses 2-pt layup from 5 ft (block by C. Wallace), ,18-19, , ,
3:22.0,Offensive rebound by T. Rozier, ,18-19, , ,
3:21.0,T. Rozier misses 2-pt layup from 4 ft (block by J. Williams), ,18-19, , ,
3:20.0, , ,18-19, ,Defensive rebound by G. Hayward,
3:15.0, , ,18-21,+2,I. Joe makes 2-pt layup from 3 ft (assist by G. Hayward),
3:02.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),+3,21-21, , ,Tie
2:42.0, , ,21-21, ,Turnover by I. Joe (bad pass; steal by D. Robinson),
2:38.0,J. Jaquez makes 2-pt layup from 2 ft,+2,23-21, , ,Lead change
2:38.0, , ,23-21, ,Violation by Team (def goaltending),
2:21.0, , ,23-21, ,C. Wallace misses 2-pt jump shot from 12 ft (block by B. Adebayo),
2:16.0, , ,23-21, ,Offensive rebound by I. Joe,
2:14.0, , ,23-24,+3,S. Gilgeous-Alexander makes 3-pt jump shot from 25 ft (assist by G. Hayward),Lead change
1:58.0,Turnover by C. Martin (bad pass), ,23-24, , ,
1:58.0,J. Butler enters the game for B. Adebayo, ,23-24, , ,
1:58.0,N. Jović enters the game for T. Rozier, ,23-24, , ,
1:44.0, , ,23-24, ,Turnover by S. Gilgeous-Alexander (bad pass; steal by J. Jaquez),
1:41.0,Shooting foul by J. Williams (drawn by J. Jaquez), ,23-24, , ,
1:41.0,J. Jaquez misses free throw 1 of 2, ,23-24, , ,
1:41.0,Offensive rebound by Team, ,23-24, , ,
1:41.0,P. Mills enters the game for D. Robinson, ,23-24, , ,
1:41.0,J. Jaquez misses free throw 2 of 2, ,23-24, , ,
1:39.0, , ,23-24, ,Defensive rebound by J. Williams,
1:27.0,Violation by Team (kicked ball), ,23-24, , ,
1:17.0, , ,23-24, ,I. Joe misses 3-pt jump shot from 24 ft,
1:14.0,Defensive rebound by N. Jović, ,23-24, , ,
0:59.0,J. Jaquez makes 3-pt jump shot from 26 ft (assist by N. Jović),+3,26-24, , ,Lead change
0:44.0, , ,26-24, ,C. Wallace misses 3-pt jump shot from 23 ft,
0:42.0, , ,26-24, ,Offensive rebound by J. Williams,
0:31.0, , ,26-27,+3,C. Wallace makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),Lead change
0:11.0,C. Martin makes 3-pt jump shot from 26 ft (assist by J. Butler),+3,29-27, , ,Lead change
0:01.0, , ,29-27, ,S. Gilgeous-Alexander misses 2-pt layup from 3 ft (block by N. Jović),
0:01.0,Defensive rebound by J. Jaquez, ,29-27, , ,
0:00.0,J. Jaquez misses 3-pt jump shot from 53 ft, ,29-27, , ,
0:00.0, , ,29-27, ,Defensive rebound by Team,
0:00.0,End of 1st quarter,
2nd Q,
Time,Miami,,Score,,Oklahoma City,
12:00.0,Start of 2nd quarter,
11:45.0,J. Butler makes 2-pt layup from 4 ft (assist by N. Jović),+2,31-27, , ,
11:45.0,Shooting foul by C. Wallace (drawn by J. Butler), ,31-27, , ,
11:45.0,J. Butler makes free throw 1 of 1,+1,32-27, , ,
11:27.0, , ,32-29,+2,J. Giddey makes 2-pt layup from 1 ft (assist by C. Wallace),
11:04.0,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Butler),+3,35-29, , ,
10:53.0, , ,35-29, ,J. Williams misses 2-pt layup from 2 ft (block by N. Jović),
10:50.0,Defensive rebound by P. Mills, ,35-29, , ,
10:48.0,Turnover by P. Mills (lost ball; steal by J. Williams), ,35-29, , ,
10:34.0, , ,35-31,+2,J. Williams makes 2-pt layup from 1 ft (assist by J. Giddey),
10:21.0,C. Martin misses 2-pt layup from 2 ft, ,35-31, , ,
10:18.0, , ,35-31, ,Defensive rebound by J. Giddey,
10:12.0, , ,35-31, ,C. Holmgren misses 3-pt jump shot from 25 ft,
10:11.0,Defensive rebound by J. Jaquez, ,35-31, , ,
9:59.0,P. Mills makes 3-pt jump shot from 24 ft (assist by J. Jaquez),+3,38-31, , ,
9:45.0, , ,38-31, ,J. Williams misses 3-pt jump shot from 25 ft,
9:40.0,Defensive rebound by P. Mills, ,38-31, , ,
9:29.0,J. Jaquez makes 2-pt hook shot from 2 ft,+2,40-31, , ,
9:28.0, , ,40-31, ,Oklahoma City full timeout,
9:28.0, , ,40-31, ,L. Dort enters the game for C. Wallace,
9:13.0, , ,40-33,+2,J. Williams makes 2-pt layup from 4 ft (assist by C. Holmgren),
8:53.0,P. Mills makes 2-pt jump shot from 16 ft,+2,42-33, , ,
8:30.0, , ,42-33, ,L. Dort misses 3-pt jump shot from 25 ft,
8:28.0,Defensive rebound by N. Jović, ,42-33, , ,
8:23.0,C. Martin misses 3-pt jump shot from 24 ft, ,42-33, , ,
8:19.0, , ,42-33, ,Defensive rebound by L. Dort,
8:15.0, , ,42-33, ,Personal foul by P. Mills (drawn by J. Giddey),
8:07.0, , ,42-33, ,J. Williams misses 3-pt jump shot from 25 ft,
8:03.0,Defensive rebound by C. Martin, ,42-33, , ,
7:50.0,P. Mills misses 2-pt jump shot from 19 ft (block by A. Wiggins), ,42-33, , ,
7:49.0, , ,42-33, ,Defensive rebound by Team,
7:33.0, , ,42-33, ,A. Wiggins misses 3-pt jump shot from 22 ft,
7:30.0,Defensive rebound by J. Butler, ,42-33, , ,
7:16.0,P. Mills makes 3-pt jump shot from 24 ft (assist by J. Jaquez),+3,45-33, , ,
7:03.0, , ,45-33, ,Turnover by J. Giddey (lost ball; steal by J. Jaquez),
6:58.0,C. Martin makes 2-pt layup from 3 ft (assist by J. Butler),+2,47-33, , ,
6:57.0, , ,47-33, ,Oklahoma City full timeout,
6:57.0, , ,47-33, ,G. Hayward enters the game for J. Giddey,
6:57.0, , ,47-33, ,J. Williams enters the game for C. Holmgren,
6:37.0, , ,47-35,+2,L. Dort makes 2-pt layup from 1 ft (assist by G. Hayward),
6:20.0,N. Jović misses 3-pt jump shot from 25 ft, ,47-35, , ,
6:15.0, , ,47-35, ,Defensive rebound by J. Williams,
6:13.0, , ,47-35, ,Personal foul by C. Martin (drawn by J. Williams),
6:13.0,B. Adebayo enters the game for J. Butler, ,47-35, , ,
6:13.0,D. Robinson enters the game for N. Jović, ,47-35, , ,
6:13.0,T. Rozier enters the game for P. Mills, ,47-35, , ,
6:00.0, , ,47-35, ,Turnover by L. Dort (bad pass; steal by B. Adebayo),
5:45.0,Turnover by B. Adebayo (lost ball; steal by G. Hayward), ,47-35, , ,
