A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Houston,
12:00.0,Jump ball: B. Adebayo vs. J. Green (J. Smith gains possession),
11:42.0, , ,0-3,+3,J. Smith makes 3-pt jump shot from 26 ft (assist by F. VanVleet),
11:14.0,T. Rozier makes 2-pt jump shot from 16 ft (assist by B. Adebayo),+2,2-3, , ,
11:03.0, , ,2-3, ,Shooting foul by D. Robinson (drawn by J. Green),
11:03.0, , ,2-3, ,J. Green misses free throw 1 of 2,
11:03.0, , ,2-3, ,Offensive rebound by Team,
11:03.0, , ,2-4,+1,J. Green makes free throw 2 of 2,
10:48.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by J. Butler),+3,5-4, , ,Lead change
10:27.0, , ,5-4, ,Turnover by J. Smith (lost ball; steal by B. Adebayo),
10:17.0,B. Adebayo makes 2-pt jump shot from 19 ft (assist by T. Rozier),+2,7-4, , ,
10:02.0, , ,7-4, ,F. VanVleet misses 2-pt layup from 3 ft,
9:59.0, , ,7-4, ,Offensive rebound by F. VanVleet,
9:59.0, , ,7-6,+2,J. Green makes 2-pt jump shot from 3 ft (assist by F. VanVleet),
9:59.0, , ,7-6, ,Shooting foul by N. Jović (drawn by J. Green),
9:59.0, , ,7-7,+1,J. Green makes free throw 1 of 1,Tie
9:46.0,Turnover by J. Butler (bad pass; steal by J. Green), ,7-7, , ,
9:40.0, , ,7-9,+2,D. Brooks makes 2-pt dunk from 3 ft (assist by J. Green),Lead change
9:26.0,Turnover by N. Jović (bad pass; steal by J. Smith), ,7-9, , ,
9:18.0, , ,7-9, ,Turnover by F. VanVleet (lost ball; steal by J. Butler),
9:10.0,Turnover by J. Butler (out of bounds lost ball), ,7-9, , ,
8:58.0, , ,7-11,+2,J. Green makes 2-pt layup from 3 ft (assist by J. Green),
8:45.0,J. Butler makes 2-pt jump shot from 6 ft,+2,9-11, , ,
8:33.0, , ,9-14,+3,D. Brooks makes 3-pt jump shot from 26 ft (assist by F. VanVleet),
8:13.0,N. Jović misses 3-pt jump shot from 27 ft, ,9-14, , ,
8:11.0, , ,9-14, ,Defensive rebound by J. Green,
8:01.0, , ,9-14, ,D. Brooks misses 2-pt layup from 2 ft,
7:59.0,Defensive rebound by N. Jović, ,9-14, , ,
7:54.0,J. Butler misses 3-pt jump shot from 27 ft, ,9-14, , ,
7:51.0, , ,9-14, ,Defensive rebound by J. Smith,
7:35.0, , ,9-14, ,Personal foul by J. Butler (drawn by J. Green),
7:28.0, , ,9-14, ,J. Smith misses 3-pt jump shot from 25 ft,
7:26.0,Defensive rebound by N. Jović, ,9-14, , ,
7:18.0,B. Adebayo misses 2-pt hook shot from 6 ft, ,9-14, , ,
7:17.0, , ,9-14, ,Defensive rebound by J. Green,
7:07.0, , ,9-14, ,J. Green misses 2-pt layup from 4 ft,
7:07.0,Defensive rebound by B. Adebayo, ,9-14, , ,
6:45.0,N. Jović makes 2-pt layup from 4 ft (assist by B. Adebayo),+2,11-14, , ,
6:28.0, , ,11-14, ,Shooting foul by T. Rozier (drawn by D. Brooks),
6:28.0, , ,11-14, ,Houston full timeout,
6:28.0, , ,11-14, ,J. Landale enters the game for J. Green,
6:28.0, , ,11-14, ,C. Whitmore enters the game for J. Green,
6:28.0, , ,11-15,+1,D. Brooks makes free throw 1 of 2,
6:28.0, , ,11-15, ,D. Brooks misses free throw 2 of 2,
6:28.0,Defensive rebound by B. Adebayo, ,11-15, , ,
6:14.0,N. Jović misses 3-pt jump shot from 26 ft, ,11-15, , ,
6:13.0, , ,11-15, ,Defensive rebound by C. Whitmore,
6:03.0, , ,11-15, ,F. VanVleet misses 3-pt jump shot from 25 ft,
6:02.0,Defensive rebound by N. Jović, ,11-15, , ,
5:50.0,D. Robinson misses 3-pt jump shot from 25 ft, ,11-15, , ,
5:49.0, , ,11-15, ,Defensive rebound by D. Brooks,
5:33.0, , ,11-18,+3,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Smith),
5:19.0,Shooting foul by C. Whitmore (drawn by J. Butler), ,11-18, , ,
5:19.0,J. Butler makes free throw 1 of 2,+1,12-18, , ,
5:19.0,C. Martin enters the game for N. Jović, ,12-18, , ,
5:19.0,J. Butler makes free throw 2 of 2,+1,13-18, , ,
5:06.0, , ,13-18, ,Turnover by C. Whitmore (back court),
4:55.0,J. Butler makes 2-pt layup from 3 ft,+2,15-18, , ,
4:45.0, , ,15-18, ,F. VanVleet misses 3-pt jump shot from 25 ft,
4:44.0,Defensive rebound by B. Adebayo, ,15-18, , ,
4:36.0,Shooting foul by J. Smith (drawn by J. Butler), ,15-18, , ,
4:36.0,J. Butler makes free throw 1 of 2,+1,16-18, , ,
4:36.0,K. Love enters the game for B. Adebayo, ,16-18, , ,
4:36.0,J. Butler makes free throw 2 of 2,+1,17-18, , ,
4:19.0, , ,17-21,+3,D. Brooks makes 3-pt jump shot from 26 ft (assist by F. VanVleet),
4:02.0,C. Martin makes 2-pt layup from 6 ft (assist by D. Robinson),+2,19-21, , ,
3:44.0, , ,19-21, ,J. Landale misses 3-pt jump shot from 25 ft,
3:42.0,Defensive rebound by Team, ,19-21, , ,
3:42.0,T. Herro enters the game for T. Rozier, ,19-21, , ,
3:29.0,J. Butler misses 3-pt jump shot from 25 ft, ,19-21, , ,
3:28.0, , ,19-21, ,Defensive rebound by C. Whitmore,
3:17.0, , ,19-21, ,C. Whitmore misses 2-pt jump shot from 8 ft,
3:17.0,Defensive rebound by T. Herro, ,19-21, , ,
3:10.0,C. Martin misses 3-pt jump shot from 25 ft, ,19-21, , ,
3:08.0, , ,19-21, ,Defensive rebound by D. Brooks,
3:00.0, , ,19-21, ,J. Smith misses 3-pt jump shot from 26 ft,
3:00.0,Defensive rebound by D. Robinson, ,19-21, , ,
2:49.0,J. Butler misses 2-pt layup from 4 ft (block by J. Smith), ,19-21, , ,
