Time,Boston,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:22.0, ,83-82,D. Murray misses 3-pt jump shot from 24 ft,,3,83,82,1,2018.0
2:18.0, ,83-82,Offensive rebound by B. Fernando,,3,83,82,1,2022.0
2:08.0, ,83-84,D. Hunter makes 2-pt layup from 1 ft,Lead change,3,83,84,-1,2032.0
1:54.0,Offensive foul by K. Porziņģis (drawn by V. Krejci),83-84, ,,3,83,84,-1,2046.0
1:54.0,Turnover by K. Porziņģis (offensive foul),83-84, ,,3,83,84,-1,2046.0
1:54.0,P. Pritchard enters the game for K. Porziņģis,83-84, ,,3,83,84,-1,2046.0
1:54.0, ,83-84,B. Bogdanović enters the game for D. Hunter,,3,83,84,-1,2046.0
1:54.0, ,83-84,W. Matthews enters the game for G. Mathews,,3,83,84,-1,2046.0
1:39.0, ,83-84,D. Murray misses 3-pt jump shot from 23 ft,,3,83,84,-1,2061.0
1:34.0,Defensive rebound by J. Brown,83-84, ,,3,83,84,-1,2066.0
1:32.0,S. Hauser makes 2-pt dunk from 1 ft (assist by J. Brown),85-84, ,Lead change,3,85,84,1,2068.0
1:19.0, ,85-84,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,85,84,1,2081.0
1:16.0,Defensive rebound by S. Hauser,85-84, ,,3,85,84,1,2084.0
1:07.0,S. Hauser misses 2-pt jump shot from 10 ft,85-84, ,,3,85,84,1,2093.0
1:05.0,Offensive rebound by L. Kornet,85-84, ,,3,85,84,1,2095.0
1:04.0,P. Pritchard misses 3-pt jump shot from 26 ft,85-84, ,,3,85,84,1,2096.0
1:00.0, ,85-84,Defensive rebound by V. Krejci,,3,85,84,1,2100.0
0:51.0, ,85-87,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Murray),Lead change,3,85,87,-2,2109.0
0:32.0,S. Hauser makes 3-pt jump shot from 25 ft (assist by J. Brown),88-87, ,Lead change,3,88,87,1,2128.0
0:12.0, ,88-89,D. Murray makes 2-pt jump shot from 15 ft,Lead change,3,88,89,-1,2148.0
0:03.0,J. Brown makes 2-pt dunk at rim,90-89, ,Lead change,3,90,89,1,2157.0
0:00.0, ,90-89,B. Bogdanović misses 3-pt jump shot from 51 ft,,3,90,89,1,2160.0
0:00.0, ,90-89,Offensive rebound by Team,,3,90,89,1,2160.0
0:00.0,End of 3rd quarter,90-89,,,3,90,89,1,2160.0
12:00.0,Start of 4th quarter,90-89,,,4,90,89,1,2160.0
11:41.0,J. Tatum misses 2-pt jump shot from 12 ft,90-89, ,,4,90,89,1,2179.0
11:38.0, ,90-89,Defensive rebound by B. Bogdanović,,4,90,89,1,2182.0
11:21.0, ,90-91,T. Forrest makes 2-pt layup from 1 ft,Lead change,4,90,91,-1,2199.0
11:11.0,Personal foul by W. Matthews (drawn by J. Brown),90-91, ,,4,90,91,-1,2209.0
11:05.0,J. Tatum misses 3-pt jump shot from 26 ft,90-91, ,,4,90,91,-1,2215.0
11:01.0, ,90-91,Defensive rebound by B. Fernando,,4,90,91,-1,2219.0
10:39.0, ,90-91,W. Matthews misses 3-pt jump shot from 25 ft,,4,90,91,-1,2241.0
10:36.0,Defensive rebound by L. Kornet,90-91, ,,4,90,91,-1,2244.0
10:18.0,S. Hauser makes 3-pt jump shot from 23 ft (assist by P. Pritchard),93-91, ,Lead change,4,93,91,2,2262.0
9:49.0, ,93-93,T. Forrest makes 2-pt jump shot from 13 ft (assist by B. Fernando),Tie,4,93,93,0,2291.0
9:23.0,J. Tatum misses 3-pt jump shot from 26 ft,93-93, ,,4,93,93,0,2317.0
9:20.0, ,93-93,Defensive rebound by B. Fernando,,4,93,93,0,2320.0
9:06.0, ,93-93,Personal foul by S. Hauser (drawn by B. Bogdanović),,4,93,93,0,2334.0
9:06.0,J. Holiday enters the game for J. Brown,93-93, ,,4,93,93,0,2334.0
9:06.0, ,93-93,D. Murray enters the game for T. Forrest,,4,93,93,0,2334.0
8:53.0, ,93-93,D. Murray misses 3-pt jump shot from 25 ft,,4,93,93,0,2347.0
8:48.0, ,93-93,Offensive rebound by W. Matthews,,4,93,93,0,2352.0
8:47.0, ,93-95,D. Murray makes 2-pt jump shot from 4 ft (assist by W. Matthews),Lead change,4,93,95,-2,2353.0
8:31.0,J. Tatum makes 2-pt layup from 1 ft (assist by P. Pritchard),95-95, ,Tie,4,95,95,0,2369.0
8:31.0,Shooting foul by B. Fernando (drawn by J. Tatum),95-95, ,,4,95,95,0,2369.0
8:31.0, ,95-95,D. Hunter enters the game for W. Matthews,,4,95,95,0,2369.0
8:31.0,J. Tatum makes free throw 1 of 1,96-95, ,Lead change,4,96,95,1,2369.0
8:16.0, ,96-97,B. Fernando makes 2-pt layup from 3 ft (assist by B. Bogdanović),Lead change,4,96,97,-1,2384.0
7:50.0,J. Tatum misses 2-pt jump shot from 15 ft,96-97, ,,4,96,97,-1,2410.0
7:48.0, ,96-97,Defensive rebound by D. Hunter,,4,96,97,-1,2412.0
7:36.0, ,96-99,D. Murray makes 2-pt jump shot from 12 ft,,4,96,99,-3,2424.0
7:14.0,J. Holiday makes 2-pt layup at rim,98-99, ,,4,98,99,-1,2446.0
6:44.0, ,98-99,D. Hunter misses 3-pt jump shot from 26 ft,,4,98,99,-1,2476.0
6:42.0,Defensive rebound by L. Kornet,98-99, ,,4,98,99,-1,2478.0
6:42.0,Boston full timeout,98-99, ,,4,98,99,-1,2478.0
6:42.0,D. White enters the game for P. Pritchard,98-99, ,,4,98,99,-1,2478.0
6:42.0, ,98-99,C. Capela enters the game for B. Fernando,,4,98,99,-1,2478.0
6:29.0,Shooting foul by V. Krejci (drawn by J. Tatum),98-99, ,,4,98,99,-1,2491.0
6:29.0,J. Tatum makes free throw 1 of 2,99-99, ,Tie,4,99,99,0,2491.0
6:29.0,K. Porziņģis enters the game for L. Kornet,99-99, ,,4,99,99,0,2491.0
6:29.0,J. Tatum makes free throw 2 of 2,100-99, ,Lead change,4,100,99,1,2491.0
6:16.0, ,100-99,B. Bogdanović misses 2-pt layup from 1 ft,,4,100,99,1,2504.0
6:13.0,Defensive rebound by D. White,100-99, ,,4,100,99,1,2507.0
6:11.0,J. Tatum makes 2-pt dunk at rim (assist by D. White),102-99, ,,4,102,99,3,2509.0
5:42.0, ,102-99,D. Murray misses 3-pt jump shot from 23 ft,,4,102,99,3,2538.0
5:38.0, ,102-99,Offensive rebound by D. Hunter,,4,102,99,3,2542.0
5:38.0, ,102-101,D. Hunter makes 2-pt layup at rim,,4,102,101,1,2542.0
5:22.0,D. White misses 2-pt jump shot from 10 ft,102-101, ,,4,102,101,1,2558.0
5:18.0, ,102-101,Defensive rebound by D. Hunter,,4,102,101,1,2562.0
5:03.0, ,102-101,D. Hunter misses 2-pt jump shot from 11 ft,,4,102,101,1,2577.0
5:01.0,Defensive rebound by J. Tatum,102-101, ,,4,102,101,1,2579.0
4:50.0,K. Porziņģis misses 2-pt layup at rim,102-101, ,,4,102,101,1,2590.0
4:48.0, ,102-101,Defensive rebound by B. Bogdanović,,4,102,101,1,2592.0
4:33.0, ,102-104,D. Murray makes 3-pt jump shot from 25 ft,Lead change,4,102,104,-2,2607.0
4:19.0,J. Holiday misses 2-pt jump shot from 7 ft,102-104, ,,4,102,104,-2,2621.0
4:16.0, ,102-104,Defensive rebound by C. Capela,,4,102,104,-2,2624.0
3:57.0, ,102-104,Shooting foul by J. Holiday (drawn by B. Bogdanović),,4,102,104,-2,2643.0
3:57.0, ,102-105,B. Bogdanović makes free throw 1 of 2,,4,102,105,-3,2643.0
3:57.0,J. Brown enters the game for S. Hauser,102-105, ,,4,102,105,-3,2643.0
3:57.0, ,102-106,B. Bogdanović makes free throw 2 of 2,,4,102,106,-4,2643.0
3:43.0,D. White makes 3-pt jump shot from 25 ft (assist by J. Brown),105-106, ,,4,105,106,-1,2657.0
3:28.0, ,105-106,D. Murray misses 3-pt jump shot from 27 ft,,4,105,106,-1,2672.0
3:25.0,Defensive rebound by K. Porziņģis,105-106, ,,4,105,106,-1,2675.0
3:07.0,J. Tatum makes 3-pt jump shot from 26 ft,108-106, ,Lead change,4,108,106,2,2693.0
2:42.0, ,108-106,D. Murray misses 3-pt jump shot from 26 ft,,4,108,106,2,2718.0
2:36.0, ,108-106,Offensive rebound by B. Bogdanović,,4,108,106,2,2724.0
2:28.0, ,108-109,B. Bogdanović makes 3-pt jump shot from 25 ft,Lead change,4,108,109,-1,2732.0
2:01.0,J. Tatum misses 2-pt layup from 1 ft,108-109, ,,4,108,109,-1,2759.0
2:00.0,Offensive rebound by J. Tatum,108-109, ,,4,108,109,-1,2760.0
2:00.0,J. Tatum misses 2-pt layup at rim,108-109, ,,4,108,109,-1,2760.0
1:59.0,Offensive rebound by J. Tatum,108-109, ,,4,108,109,-1,2761.0
1:59.0,J. Tatum makes 2-pt layup at rim,110-109, ,Lead change,4,110,109,1,2761.0
1:45.0, ,110-109,D. Murray misses 2-pt jump shot from 8 ft,,4,110,109,1,2775.0
1:42.0,Defensive rebound by D. White,110-109, ,,4,110,109,1,2778.0
1:22.0,J. Tatum misses 2-pt jump shot from 9 ft,110-109, ,,4,110,109,1,2798.0
1:20.0, ,110-109,Defensive rebound by D. Hunter,,4,110,109,1,2800.0
1:15.0, ,110-109,Personal foul by J. Tatum (drawn by B. Bogdanović),,4,110,109,1,2805.0
1:15.0, ,110-109,Atlanta full timeout,,4,110,109,1,2805.0
1:15.0, ,110-109,W. Matthews enters the game for V. Krejci,,4,110,109,1,2805.0
1:01.0, ,110-109,Shooting foul by J. Tatum (drawn by D. Hunter),,4,110,109,1,2819.0
1:01.0, ,110-109,D. Hunter misses free throw 1 of 2,,4,110,109,1,2819.0
1:01.0, ,110-109,Offensive rebound by Team,,4,110,109,1,2819.0
1:01.0, ,110-109,D. Hunter misses free throw 2 of 2,,4,110,109,1,2819.0
0:58.0,Defensive rebound by J. Tatum,110-109, ,,4,110,109,1,2822.0
0:40.0,J. Brown makes 2-pt jump shot from 18 ft,112-109, ,,4,112,109,3,2840.0
0:40.0, ,112-109,Atlanta full timeout,,4,112,109,3,2840.0
0:40.0, ,112-109,V. Krejci enters the game for W. Matthews,,4,112,109,3,2840.0
0:31.0, ,112-109,D. Murray misses 3-pt jump shot from 26 ft,,4,112,109,3,2849.0
0:28.0, ,112-109,Offensive rebound by D. Hunter,,4,112,109,3,2852.0
0:27.0, ,112-112,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Hunter),Tie,4,112,112,0,2853.0
0:26.0,Boston full timeout,112-112, ,,4,112,112,0,2854.0
0:26.0, ,112-112,W. Matthews enters the game for V. Krejci,,4,112,112,0,2854.0
0:06.0,Personal foul by W. Matthews (drawn by J. Tatum),112-112, ,,4,112,112,0,2874.0
0:00.0,J. Tatum misses 3-pt jump shot from 25 ft,112-112, ,,4,112,112,0,2880.0
0:00.0,Offensive rebound by Team,112-112, ,,4,112,112,0,2880.0
0:00.0,End of 4th quarter,112-112,,,4,112,112,0,2880.0
5:00.0,Start of 1st overtime,112-112,,,5,112,112,0,2880.0
5:00.0,Jump ball: K. Porziņģis vs. C. Capela (J. Tatum gains possession),112-112,,,5,112,112,0,2880.0
4:45.0, ,112-114,D. Murray makes 2-pt jump shot from 11 ft,Lead change,5,112,114,-2,2895.0
4:27.0,J. Brown misses 2-pt jump shot from 13 ft,112-114, ,,5,112,114,-2,2913.0
4:24.0, ,112-114,Defensive rebound by D. Murray,,5,112,114,-2,2916.0
4:07.0, ,112-116,D. Murray makes 2-pt jump shot from 20 ft,,5,112,116,-4,2933.0
3:50.0,K. Porziņģis misses 3-pt jump shot from 26 ft,112-116, ,,5,112,116,-4,2950.0
3:48.0,Offensive rebound by J. Holiday,112-116, ,,5,112,116,-4,2952.0
3:44.0,J. Tatum makes 2-pt layup from 1 ft (assist by J. Holiday),114-116, ,,5,114,116,-2,2956.0
3:44.0,Shooting foul by D. Murray (drawn by J. Tatum),114-116, ,,5,114,116,-2,2956.0
3:44.0,J. Tatum makes free throw 1 of 1,115-116, ,,5,115,116,-1,2956.0
3:24.0, ,115-118,D. Murray makes 2-pt jump shot from 15 ft,,5,115,118,-3,2976.0
2:56.0,J. Brown misses 3-pt jump shot from 26 ft (block by C. Capela),115-118, ,,5,115,118,-3,3004.0
2:53.0, ,115-118,Defensive rebound by D. Hunter,,5,115,118,-3,3007.0
2:38.0, ,115-118,D. Murray misses 3-pt jump shot from 24 ft,,5,115,118,-3,3022.0
2:35.0,Defensive rebound by J. Tatum,115-118, ,,5,115,118,-3,3025.0
2:35.0, ,115-118,Technical foul by D. Murray,,5,115,118,-3,3025.0
2:35.0,J. Tatum makes technical free throw,116-118, ,,5,116,118,-2,3025.0
2:21.0,D. White makes 3-pt jump shot from 26 ft (assist by J. Tatum),119-118, ,Lead change,5,119,118,1,3039.0
2:00.0, ,119-121,D. Murray makes 3-pt jump shot from 25 ft (assist by V. Krejci),Lead change,5,119,121,-2,3060.0
1:44.0,Shooting foul by V. Krejci (drawn by J. Tatum),119-121, ,,5,119,121,-2,3076.0
1:44.0, ,119-121,W. Matthews enters the game for V. Krejci,,5,119,121,-2,3076.0
1:44.0,J. Tatum misses free throw 1 of 2,119-121, ,,5,119,121,-2,3076.0
1:44.0,Offensive rebound by Team,119-121, ,,5,119,121,-2,3076.0
1:44.0,J. Tatum makes free throw 2 of 2,120-121, ,,5,120,121,-1,3076.0
1:21.0, ,120-121,D. Murray misses 2-pt jump shot from 18 ft,,5,120,121,-1,3099.0
1:18.0,Defensive rebound by J. Holiday,120-121, ,,5,120,121,-1,3102.0
1:04.0,J. Brown misses 3-pt jump shot from 26 ft,120-121, ,,5,120,121,-1,3116.0
0:59.0, ,120-121,Defensive rebound by B. Bogdanović,,5,120,121,-1,3121.0
0:41.0, ,120-121,Personal foul by D. White (drawn by D. Murray),,5,120,121,-1,3139.0
0:41.0, ,120-121,Atlanta full timeout,,5,120,121,-1,3139.0
0:27.0, ,120-121,W. Matthews misses 2-pt jump shot from 10 ft,,5,120,121,-1,3153.0
0:25.0, ,120-121,Offensive rebound by W. Matthews,,5,120,121,-1,3155.0
0:23.0,Jump ball: W. Matthews vs. D. White (W. Matthews gains possession),120-121,,,5,120,121,-1,3157.0
0:16.0, ,120-121,D. Murray misses 2-pt jump shot from 18 ft,,5,120,121,-1,3164.0
0:13.0,Defensive rebound by K. Porziņģis,120-121, ,,5,120,121,-1,3167.0
0:13.0,Boston full timeout,120-121, ,,5,120,121,-1,3167.0
0:06.0,J. Brown makes 2-pt jump shot from 17 ft (assist by K. Porziņģis),122-121, ,Lead change,5,122,121,1,3174.0
0:06.0, ,122-121,Atlanta full timeout,,5,122,121,1,3174.0
0:06.0,P. Pritchard enters the game for K. Porziņģis,122-121, ,,5,122,121,1,3174.0
0:00.0, ,122-123,D. Murray makes 2-pt jump shot from 22 ft,Lead change,5,122,123,-1,3180.0
0:00.0,Boston full timeout,122-123, ,,5,122,123,-1,3180.0
0:00.0,L. Kornet enters the game for J. Holiday,122-123, ,,5,122,123,-1,3180.0
0:00.0,K. Porziņģis enters the game for P. Pritchard,122-123, ,,5,122,123,-1,3180.0
0:00.0, ,122-123,B. Fernando enters the game for B. Bogdanović,,5,122,123,-1,3180.0
0:00.0,Turnover by D. White (inbound),122-123, ,,5,122,123,-1,3180.0
0:00.0,End of 1st overtime,122-123,,,5,122,123,-1,3180.0
