Time,Detroit,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
0:47.0,I. Livers misses 3-pt jump shot from 25 ft,82-82, ,,3,82,82,0,2113.0
0:45.0, ,82-82,Defensive rebound by K. Porziņģis,,3,82,82,0,2115.0
0:33.0, ,82-82,J. Tatum misses 3-pt jump shot from 28 ft,,3,82,82,0,2127.0
0:31.0,Defensive rebound by K. Hayes,82-82, ,,3,82,82,0,2129.0
0:07.0,Turnover by Team (shot clock),82-82, ,,3,82,82,0,2153.0
0:07.0,A. Thompson enters the game for K. Hayes,82-82, ,,3,82,82,0,2153.0
0:02.0, ,82-82,P. Pritchard misses 2-pt jump shot from 9 ft,,3,82,82,0,2158.0
0:01.0, ,82-82,Offensive rebound by S. Hauser,,3,82,82,0,2159.0
0:01.0, ,82-82,S. Hauser misses 2-pt layup from 2 ft,,3,82,82,0,2159.0
0:00.0,Defensive rebound by A. Thompson,82-82, ,,3,82,82,0,2160.0
0:00.0,End of 3rd quarter,82-82,,,3,82,82,0,2160.0
12:00.0,Start of 4th quarter,82-82,,,4,82,82,0,2160.0
11:50.0,Turnover by I. Livers (traveling),82-82, ,,4,82,82,0,2170.0
11:35.0, ,82-84,D. White makes 2-pt jump shot from 10 ft,Lead change,4,84,82,2,2185.0
11:21.0,I. Livers misses 3-pt jump shot from 24 ft,82-84, ,,4,84,82,2,2199.0
11:19.0,Offensive rebound by J. Duren,82-84, ,,4,84,82,2,2201.0
11:19.0,J. Duren makes 2-pt layup at rim,84-84, ,Tie,4,84,84,0,2201.0
11:05.0, ,84-86,D. White makes 2-pt layup from 3 ft,,4,86,84,2,2215.0
10:57.0,Turnover by C. Cunningham (out of bounds lost ball),84-86, ,,4,86,84,2,2223.0
10:44.0, ,84-88,D. White makes 2-pt layup from 2 ft,,4,88,84,4,2236.0
10:22.0,C. Cunningham misses 2-pt layup from 7 ft (block by A. Horford),84-88, ,,4,88,84,4,2258.0
10:20.0, ,84-88,Defensive rebound by N. Queta,,4,88,84,4,2260.0
10:12.0, ,84-88,D. White misses 2-pt jump shot from 8 ft,,4,88,84,4,2268.0
10:09.0,Defensive rebound by C. Cunningham,84-88, ,,4,88,84,4,2271.0
9:59.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by C. Cunningham),87-88, ,,4,88,87,1,2281.0
9:42.0, ,87-91,A. Horford makes 3-pt jump shot from 24 ft (assist by D. White),,4,91,87,4,2298.0
9:23.0,C. Cunningham makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),90-91, ,,4,91,90,1,2317.0
9:08.0, ,90-91,D. White misses 3-pt jump shot from 26 ft,,4,91,90,1,2332.0
9:05.0, ,90-91,Offensive rebound by P. Pritchard,,4,91,90,1,2335.0
8:54.0, ,90-91,J. Holiday misses 2-pt jump shot from 13 ft,,4,91,90,1,2346.0
8:52.0,Defensive rebound by B. Bogdanović,90-91, ,,4,91,90,1,2348.0
8:42.0,B. Bogdanović misses 2-pt layup from 5 ft,90-91, ,,4,91,90,1,2358.0
8:39.0,Offensive rebound by B. Bogdanović,90-91, ,,4,91,90,1,2361.0
8:30.0,A. Burks makes 3-pt jump shot from 25 ft,93-91, ,Lead change,4,91,93,-2,2370.0
8:10.0, ,93-93,N. Queta makes 2-pt dunk from 1 ft (assist by D. White),Tie,4,93,93,0,2390.0
7:49.0,A. Burks misses 2-pt layup from 2 ft,93-93, ,,4,93,93,0,2411.0
7:48.0,Offensive rebound by J. Duren,93-93, ,,4,93,93,0,2412.0
7:48.0,J. Duren misses 2-pt layup from 1 ft,93-93, ,,4,93,93,0,2412.0
7:47.0, ,93-93,Defensive rebound by P. Pritchard,,4,93,93,0,2413.0
7:43.0, ,93-93,P. Pritchard misses 2-pt layup from 5 ft,,4,93,93,0,2417.0
7:42.0,Defensive rebound by C. Cunningham,93-93, ,,4,93,93,0,2418.0
7:37.0,Shooting foul by N. Queta (drawn by C. Cunningham),93-93, ,,4,93,93,0,2423.0
7:37.0,C. Cunningham misses free throw 1 of 2,93-93, ,,4,93,93,0,2423.0
7:37.0,Offensive rebound by Team,93-93, ,,4,93,93,0,2423.0
7:37.0,J. Ivey enters the game for I. Livers,93-93, ,,4,93,93,0,2423.0
7:37.0, ,93-93,K. Porziņģis enters the game for P. Pritchard,,4,93,93,0,2423.0
7:37.0, ,93-93,J. Tatum enters the game for N. Queta,,4,93,93,0,2423.0
7:37.0,C. Cunningham makes free throw 2 of 2,94-93, ,,4,93,94,-1,2423.0
7:21.0, ,94-93,K. Porziņģis misses 3-pt jump shot from 26 ft,,4,93,94,-1,2439.0
7:18.0,Defensive rebound by J. Ivey,94-93, ,,4,93,94,-1,2442.0
7:13.0,J. Ivey misses 2-pt layup from 5 ft (block by D. White),94-93, ,,4,93,94,-1,2447.0
7:10.0, ,94-93,Defensive rebound by A. Horford,,4,93,94,-1,2450.0
7:06.0, ,94-93,J. Tatum misses 2-pt layup from 4 ft,,4,93,94,-1,2454.0
7:04.0,Defensive rebound by J. Duren,94-93, ,,4,93,94,-1,2456.0
6:55.0, ,94-93,Boston full timeout,,4,93,94,-1,2465.0
6:45.0,B. Bogdanović misses 2-pt jump shot from 17 ft,94-93, ,,4,93,94,-1,2475.0
6:42.0,Offensive rebound by J. Ivey,94-93, ,,4,93,94,-1,2478.0
6:37.0,A. Burks makes 3-pt jump shot from 24 ft (assist by C. Cunningham),97-93, ,,4,93,97,-4,2483.0
6:30.0, ,97-93,J. Tatum misses 2-pt layup from 4 ft (block by C. Cunningham),,4,93,97,-4,2490.0
6:29.0, ,97-93,Offensive rebound by Team,,4,93,97,-4,2491.0
6:27.0, ,97-96,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Tatum),,4,96,97,-1,2493.0
6:09.0,C. Cunningham misses 2-pt layup from 2 ft,97-96, ,,4,96,97,-1,2511.0
6:07.0, ,97-96,Defensive rebound by K. Porziņģis,,4,96,97,-1,2513.0
5:57.0, ,97-96,K. Porziņģis misses 3-pt jump shot from 28 ft,,4,96,97,-1,2523.0
5:55.0,Defensive rebound by C. Cunningham,97-96, ,,4,96,97,-1,2525.0
5:47.0,B. Bogdanović makes 2-pt layup from 4 ft,99-96, ,,4,96,99,-3,2533.0
5:29.0, ,99-96,J. Tatum misses 2-pt jump shot from 12 ft,,4,96,99,-3,2551.0
5:27.0,Defensive rebound by B. Bogdanović,99-96, ,,4,96,99,-3,2553.0
5:17.0, ,99-96,Violation by Team (kicked ball),,4,96,99,-3,2563.0
5:10.0,J. Ivey misses 3-pt jump shot from 23 ft,99-96, ,,4,96,99,-3,2570.0
5:08.0, ,99-96,Defensive rebound by K. Porziņģis,,4,96,99,-3,2572.0
4:58.0, ,99-96,J. Tatum misses 3-pt jump shot from 27 ft,,4,96,99,-3,2582.0
4:55.0,Defensive rebound by J. Duren,99-96, ,,4,96,99,-3,2585.0
4:41.0,Shooting foul by J. Tatum (drawn by J. Ivey),99-96, ,,4,96,99,-3,2599.0
4:41.0,J. Ivey makes free throw 1 of 2,100-96, ,,4,96,100,-4,2599.0
4:41.0,J. Ivey misses free throw 2 of 2,100-96, ,,4,96,100,-4,2599.0
4:39.0,Offensive rebound by J. Ivey,100-96, ,,4,96,100,-4,2601.0
4:38.0,Turnover by J. Ivey (bad pass; steal by J. Holiday),100-96, ,,4,96,100,-4,2602.0
4:23.0, ,100-98,K. Porziņģis makes 2-pt jump shot from 14 ft,,4,98,100,-2,2617.0
4:23.0, ,100-98,Shooting foul by J. Ivey (drawn by K. Porziņģis),,4,98,100,-2,2617.0
4:23.0,Detroit full timeout,100-98, ,,4,98,100,-2,2617.0
4:23.0, ,100-99,K. Porziņģis makes free throw 1 of 1,,4,99,100,-1,2617.0
4:08.0,A. Burks misses 3-pt jump shot from 27 ft,100-99, ,,4,99,100,-1,2632.0
4:06.0, ,100-99,Defensive rebound by D. White,,4,99,100,-1,2634.0
3:46.0, ,100-101,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by D. White),Lead change,4,101,100,1,2654.0
3:19.0,A. Burks misses 3-pt jump shot from 24 ft,100-101, ,,4,101,100,1,2681.0
3:17.0,Offensive rebound by J. Ivey,100-101, ,,4,101,100,1,2683.0
3:14.0,B. Bogdanović misses 3-pt jump shot from 27 ft,100-101, ,,4,101,100,1,2686.0
3:12.0, ,100-101,Defensive rebound by A. Horford,,4,101,100,1,2688.0
3:07.0, ,100-101,Boston full timeout,,4,101,100,1,2693.0
3:07.0,Detroit full timeout,100-101, ,,4,101,100,1,2693.0
2:57.0, ,100-101,J. Tatum misses 2-pt layup from 3 ft (block by C. Cunningham),,4,101,100,1,2703.0
2:55.0,Defensive rebound by C. Cunningham,100-101, ,,4,101,100,1,2705.0
2:44.0,B. Bogdanović misses 2-pt jump shot from 15 ft,100-101, ,,4,101,100,1,2716.0
2:42.0, ,100-101,Defensive rebound by K. Porziņģis,,4,101,100,1,2718.0
2:25.0, ,100-103,J. Tatum makes 2-pt layup from 3 ft,,4,103,100,3,2735.0
2:13.0,J. Ivey misses 2-pt layup from 3 ft (block by D. White),100-103, ,,4,103,100,3,2747.0
2:09.0, ,100-103,Defensive rebound by J. Holiday,,4,103,100,3,2751.0
1:56.0, ,100-106,K. Porziņģis makes 3-pt jump shot from 29 ft (assist by D. White),,4,106,100,6,2764.0
1:56.0,Detroit full timeout,100-106, ,,4,106,100,6,2764.0
1:44.0,A. Burks misses 3-pt jump shot from 27 ft,100-106, ,,4,106,100,6,2776.0
1:42.0,Offensive rebound by J. Ivey,100-106, ,,4,106,100,6,2778.0
1:33.0,J. Ivey makes 2-pt layup from 4 ft (assist by C. Cunningham),102-106, ,,4,106,102,4,2787.0
1:33.0,Shooting foul by K. Porziņģis (drawn by J. Ivey),102-106, ,,4,106,102,4,2787.0
1:33.0,J. Ivey makes free throw 1 of 1,103-106, ,,4,106,103,3,2787.0
1:13.0, ,103-106,Turnover by J. Tatum (out of bounds lost ball),,4,106,103,3,2807.0
1:02.0,J. Ivey makes 3-pt jump shot from 24 ft (assist by C. Cunningham),106-106, ,Tie,4,106,106,0,2818.0
0:46.0, ,106-106,K. Porziņģis misses 2-pt jump shot from 8 ft,,4,106,106,0,2834.0
0:44.0,Defensive rebound by J. Duren,106-106, ,,4,106,106,0,2836.0
0:36.0,B. Bogdanović misses 3-pt jump shot from 27 ft,106-106, ,,4,106,106,0,2844.0
0:28.0, ,106-106,Defensive rebound by J. Holiday,,4,106,106,0,2852.0
0:27.0, ,106-106,Personal foul by J. Ivey (drawn by K. Porziņģis),,4,106,106,0,2853.0
0:27.0,A. Thompson enters the game for J. Ivey,106-106, ,,4,106,106,0,2853.0
0:08.0, ,106-108,J. Tatum makes 2-pt layup from 3 ft,,4,108,106,2,2872.0
0:08.0,Violation by Team (def goaltending),106-108, ,,4,108,106,2,2872.0
0:08.0,Instant Replay (Request: Stands),106-108, ,,4,108,106,2,2872.0
0:08.0,Detroit full timeout,106-108, ,,4,108,106,2,2872.0
0:08.0,I. Livers enters the game for A. Thompson,106-108, ,,4,108,106,2,2872.0
0:06.0,C. Cunningham misses 3-pt jump shot from 24 ft,106-108, ,,4,108,106,2,2874.0
0:04.0,Offensive rebound by B. Bogdanović,106-108, ,,4,108,106,2,2876.0
0:04.0,B. Bogdanović makes 2-pt layup from 3 ft,108-108, ,Tie,4,108,108,0,2876.0
0:04.0, ,108-108,Boston full timeout,,4,108,108,0,2876.0
0:04.0,K. Knox enters the game for I. Livers,108-108, ,,4,108,108,0,2876.0
0:01.0, ,108-108,J. Tatum misses 2-pt jump shot from 8 ft,,4,108,108,0,2879.0
0:00.0,Defensive rebound by B. Bogdanović,108-108, ,,4,108,108,0,2880.0
0:00.0,End of 4th quarter,108-108,,,4,108,108,0,2880.0
5:00.0,Start of 1st overtime,108-108,,,5,108,108,0,2880.0
5:00.0,Jump ball: J. Duren vs. K. Porziņģis (A. Horford gains possession),108-108,,,5,108,108,0,2880.0
4:44.0, ,108-110,K. Porziņģis makes 2-pt jump shot from 11 ft,,5,110,108,2,2896.0
4:27.0, ,108-110,Violation by Team (kicked ball),,5,110,108,2,2913.0
4:19.0,J. Ivey misses 3-pt jump shot from 23 ft,108-110, ,,5,110,108,2,2921.0
4:16.0,Offensive rebound by C. Cunningham,108-110, ,,5,110,108,2,2924.0
4:05.0,B. Bogdanović makes 2-pt jump shot from 20 ft,110-110, ,Tie,5,110,110,0,2935.0
3:52.0, ,110-110,Personal foul by C. Cunningham (drawn by K. Porziņģis),,5,110,110,0,2948.0
3:42.0, ,110-110,J. Tatum misses 2-pt layup from 4 ft,,5,110,110,0,2958.0
3:41.0, ,110-110,Offensive rebound by J. Tatum,,5,110,110,0,2959.0
3:41.0, ,110-110,J. Tatum misses 2-pt layup at rim,,5,110,110,0,2959.0
3:40.0,Defensive rebound by B. Bogdanović,110-110, ,,5,110,110,0,2960.0
3:23.0,A. Burks misses 3-pt jump shot from 23 ft,110-110, ,,5,110,110,0,2977.0
3:21.0,Offensive rebound by J. Duren,110-110, ,,5,110,110,0,2979.0
3:17.0,B. Bogdanović misses 3-pt jump shot from 27 ft,110-110, ,,5,110,110,0,2983.0
3:17.0,Offensive rebound by A. Burks,110-110, ,,5,110,110,0,2983.0
3:14.0,Personal foul by J. Tatum (drawn by A. Burks),110-110, ,,5,110,110,0,2986.0
3:02.0,J. Ivey makes 2-pt layup from 6 ft,112-110, ,Lead change,5,110,112,-2,2998.0
2:46.0, ,112-112,D. White makes 2-pt layup from 1 ft,Tie,5,112,112,0,3014.0
2:46.0, ,112-112,Shooting foul by J. Ivey (drawn by D. White),,5,112,112,0,3014.0
2:46.0, ,112-113,D. White makes free throw 1 of 1,Lead change,5,113,112,1,3014.0
2:32.0,J. Ivey makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),115-113, ,Lead change,5,113,115,-2,3028.0
2:13.0, ,115-115,J. Holiday makes 2-pt layup from 3 ft,Tie,5,115,115,0,3047.0
2:13.0, ,115-115,Shooting foul by J. Ivey (drawn by J. Holiday),,5,115,115,0,3047.0
2:13.0,I. Livers enters the game for J. Ivey,115-115, ,,5,115,115,0,3047.0
2:13.0, ,115-116,J. Holiday makes free throw 1 of 1,Lead change,5,116,115,1,3047.0
2:00.0,Turnover by C. Cunningham (lost ball; steal by K. Porziņģis),115-116, ,,5,116,115,1,3060.0
1:46.0, ,115-119,D. White makes 3-pt jump shot from 27 ft (assist by J. Tatum),,5,119,115,4,3074.0
1:46.0,Detroit full timeout,115-119, ,,5,119,115,4,3074.0
1:31.0,Shooting foul by D. White (drawn by J. Duren),115-119, ,,5,119,115,4,3089.0
1:31.0,J. Duren makes free throw 1 of 2,116-119, ,,5,119,116,3,3089.0
1:31.0,J. Duren makes free throw 2 of 2,117-119, ,,5,119,117,2,3089.0
1:16.0, ,117-119,K. Porziņģis misses 3-pt jump shot from 29 ft,,5,119,117,2,3104.0
1:13.0, ,117-119,Offensive rebound by A. Horford,,5,119,117,2,3107.0
1:09.0, ,117-121,D. White makes 2-pt layup from 1 ft (assist by K. Porziņģis),,5,121,117,4,3111.0
0:51.0,B. Bogdanović misses 3-pt jump shot from 27 ft,117-121, ,,5,121,117,4,3129.0
0:48.0, ,117-121,Defensive rebound by J. Tatum,,5,121,117,4,3132.0
0:45.0, ,117-123,K. Porziņģis makes 2-pt dunk from 1 ft (assist by J. Tatum),,5,123,117,6,3135.0
0:45.0,Detroit full timeout,117-123, ,,5,123,117,6,3135.0
0:30.0,A. Burks misses 3-pt jump shot from 28 ft,117-123, ,,5,123,117,6,3150.0
0:29.0,Offensive rebound by Team,117-123, ,,5,123,117,6,3151.0
0:29.0, ,117-123,Loose ball foul by A. Horford (drawn by I. Livers),,5,123,117,6,3151.0
0:29.0,I. Livers misses free throw 1 of 2,117-123, ,,5,123,117,6,3151.0
0:29.0,I. Livers misses free throw 2 of 2,117-123, ,,5,123,117,6,3151.0
0:29.0, ,117-123,Defensive rebound by K. Porziņģis,,5,123,117,6,3151.0
0:28.0, ,117-123,Personal take foul by B. Bogdanović (drawn by K. Porziņģis),,5,123,117,6,3152.0
0:28.0, ,117-124,K. Porziņģis makes free throw 1 of 2,,5,124,117,7,3152.0
0:28.0, ,117-124,P. Pritchard enters the game for A. Horford,,5,124,117,7,3152.0
0:28.0, ,117-125,K. Porziņģis makes free throw 2 of 2,,5,125,117,8,3152.0
0:18.0,C. Cunningham makes 2-pt layup from 2 ft,119-125, ,,5,125,119,6,3162.0
0:15.0,Violation by Team (kicked ball),119-125, ,,5,125,119,6,3165.0
0:15.0, ,119-125,Boston full timeout,,5,125,119,6,3165.0
0:15.0, ,119-125,Personal take foul by A. Burks (drawn by J. Holiday),,5,125,119,6,3165.0
0:15.0, ,119-126,J. Holiday makes free throw 1 of 2,,5,126,119,7,3165.0
0:15.0, ,119-126,S. Hauser enters the game for K. Porziņģis,,5,126,119,7,3165.0
0:15.0, ,119-126,J. Holiday misses free throw 2 of 2,,5,126,119,7,3165.0
0:15.0,Defensive rebound by J. Duren,119-126, ,,5,126,119,7,3165.0
0:06.0,C. Cunningham makes 3-pt jump shot from 27 ft,122-126, ,,5,126,122,4,3174.0
0:04.0, ,122-126,Personal take foul by B. Bogdanović (drawn by D. White),,5,126,122,4,3176.0
0:04.0, ,122-127,D. White makes free throw 1 of 2,,5,127,122,5,3176.0
0:04.0, ,122-128,D. White makes free throw 2 of 2,,5,128,122,6,3176.0
0:01.0,B. Bogdanović misses 3-pt jump shot from 28 ft,122-128, ,,5,128,122,6,3179.0
0:00.0,Offensive rebound by Team,122-128, ,,5,128,122,6,3180.0
0:00.0,End of 1st overtime,122-128,,,5,128,122,6,3180.0
