Time,Boston,Score,Indiana,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:07.0,D. White misses 3-pt jump shot from 26 ft,71-75, ,,3,71,75,-4,1913.0
4:02.0, ,71-75,Defensive rebound by T. Haliburton,,3,71,75,-4,1918.0
3:52.0, ,71-75,T. Haliburton misses 3-pt jump shot from 31 ft,,3,71,75,-4,1928.0
3:49.0,Defensive rebound by D. White,71-75, ,,3,71,75,-4,1931.0
3:46.0,D. White misses 2-pt jump shot from 10 ft,71-75, ,,3,71,75,-4,1934.0
3:41.0,Offensive rebound by J. Brown,71-75, ,,3,71,75,-4,1939.0
3:39.0,Offensive foul by D. White (drawn by A. Nesmith),71-75, ,,3,71,75,-4,1941.0
3:39.0,Turnover by D. White (offensive foul),71-75, ,,3,71,75,-4,1941.0
3:39.0, ,71-75,Indiana full timeout,,3,71,75,-4,1941.0
3:39.0,J. Holiday enters the game for D. Banton,71-75, ,,3,71,75,-4,1941.0
3:39.0,P. Pritchard enters the game for D. White,71-75, ,,3,71,75,-4,1941.0
3:39.0, ,71-75,T. McConnell enters the game for T. Haliburton,,3,71,75,-4,1941.0
3:39.0, ,71-75,O. Toppin enters the game for M. Turner,,3,71,75,-4,1941.0
3:30.0, ,71-75,B. Mathurin misses 3-pt jump shot from 26 ft,,3,71,75,-4,1950.0
3:27.0,Defensive rebound by P. Pritchard,71-75, ,,3,71,75,-4,1953.0
3:11.0,P. Pritchard misses 3-pt jump shot from 28 ft,71-75, ,,3,71,75,-4,1969.0
3:08.0,Offensive rebound by S. Hauser,71-75, ,,3,71,75,-4,1972.0
3:07.0,S. Hauser misses 2-pt layup at rim,71-75, ,,3,71,75,-4,1973.0
3:06.0,Offensive rebound by L. Kornet,71-75, ,,3,71,75,-4,1974.0
3:04.0,J. Brown misses 3-pt jump shot from 28 ft,71-75, ,,3,71,75,-4,1976.0
3:04.0,Offensive rebound by J. Brown,71-75, ,,3,71,75,-4,1976.0
2:47.0,S. Hauser makes 3-pt jump shot from 23 ft (assist by P. Pritchard),74-75, ,,3,74,75,-1,1993.0
2:25.0, ,74-77,T. McConnell makes 2-pt layup from 2 ft,,3,74,77,-3,2015.0
2:13.0,Offensive foul by L. Kornet (drawn by T. McConnell),74-77, ,,3,74,77,-3,2027.0
2:13.0,Turnover by L. Kornet (offensive foul),74-77, ,,3,74,77,-3,2027.0
2:03.0, ,74-80,B. Mathurin makes 3-pt jump shot from 23 ft (assist by T. McConnell),,3,74,80,-6,2037.0
1:47.0,J. Holiday misses 3-pt jump shot from 24 ft,74-80, ,,3,74,80,-6,2053.0
1:45.0, ,74-80,Defensive rebound by B. Mathurin,,3,74,80,-6,2055.0
1:39.0, ,74-80,T. McConnell misses 2-pt jump shot from 15 ft (block by L. Kornet),,3,74,80,-6,2061.0
1:35.0, ,74-80,Offensive rebound by B. Hield,,3,74,80,-6,2065.0
1:35.0, ,74-83,B. Hield makes 3-pt jump shot from 24 ft,,3,74,83,-9,2065.0
1:34.0,Boston full timeout,74-83, ,,3,74,83,-9,2066.0
1:19.0,Turnover by J. Brown (bad pass; steal by T. McConnell),74-83, ,,3,74,83,-9,2081.0
1:15.0, ,74-85,B. Hield makes 2-pt dunk from 2 ft (assist by T. McConnell),,3,74,85,-11,2085.0
1:04.0,Shooting foul by B. Hield (drawn by J. Holiday),74-85, ,,3,74,85,-11,2096.0
1:04.0,J. Holiday makes free throw 1 of 2,75-85, ,,3,75,85,-10,2096.0
1:04.0,J. Holiday makes free throw 2 of 2,76-85, ,,3,76,85,-9,2096.0
0:41.0, ,76-85,B. Mathurin misses 2-pt jump shot from 10 ft,,3,76,85,-9,2119.0
0:38.0,Defensive rebound by J. Brown,76-85, ,,3,76,85,-9,2122.0
0:24.0,J. Brown makes 2-pt layup from 2 ft,78-85, ,,3,78,85,-7,2136.0
0:06.0, ,78-85,T. McConnell misses 2-pt jump shot from 7 ft,,3,78,85,-7,2154.0
0:03.0,Defensive rebound by S. Hauser,78-85, ,,3,78,85,-7,2157.0
0:00.0,Turnover by J. Brown (bad pass),78-85, ,,3,78,85,-7,2160.0
0:00.0,End of 3rd quarter,78-85,,,3,78,85,-7,2160.0
12:00.0,Start of 4th quarter,78-85,,,4,78,85,-7,2160.0
11:37.0, ,78-85,M. Turner misses 2-pt layup from 4 ft,,4,78,85,-7,2183.0
11:34.0, ,78-85,Offensive rebound by M. Turner,,4,78,85,-7,2186.0
11:34.0, ,78-85,M. Turner misses 2-pt layup at rim,,4,78,85,-7,2186.0
11:34.0,Defensive rebound by D. White,78-85, ,,4,78,85,-7,2186.0
11:28.0,Turnover by D. White (bad pass),78-85, ,,4,78,85,-7,2192.0
11:15.0, ,78-85,M. Turner misses 2-pt layup from 4 ft (block by L. Kornet),,4,78,85,-7,2205.0
11:11.0,Defensive rebound by D. White,78-85, ,,4,78,85,-7,2209.0
11:08.0,S. Hauser makes 3-pt jump shot from 25 ft (assist by D. White),81-85, ,,4,81,85,-4,2212.0
10:54.0, ,81-85,M. Turner misses 3-pt jump shot from 26 ft,,4,81,85,-4,2226.0
10:49.0,Defensive rebound by S. Hauser,81-85, ,,4,81,85,-4,2231.0
10:40.0,J. Tatum misses 2-pt layup from 1 ft (block by A. Nesmith),81-85, ,,4,81,85,-4,2240.0
10:37.0, ,81-85,Defensive rebound by B. Mathurin,,4,81,85,-4,2243.0
10:33.0, ,81-85,A. Nesmith misses 3-pt jump shot from 22 ft,,4,81,85,-4,2247.0
10:31.0,Defensive rebound by Team,81-85, ,,4,81,85,-4,2249.0
10:18.0,D. White misses 2-pt layup from 2 ft,81-85, ,,4,81,85,-4,2262.0
10:15.0,Offensive rebound by Team,81-85, ,,4,81,85,-4,2265.0
10:08.0,Shooting foul by T. Haliburton (drawn by D. White),81-85, ,,4,81,85,-4,2272.0
10:08.0,D. White makes free throw 1 of 2,82-85, ,,4,82,85,-3,2272.0
10:08.0,D. White makes free throw 2 of 2,83-85, ,,4,83,85,-2,2272.0
9:52.0, ,83-85,Shooting foul by L. Kornet (drawn by B. Mathurin),,4,83,85,-2,2288.0
9:52.0, ,83-86,B. Mathurin makes free throw 1 of 2,,4,83,86,-3,2288.0
9:52.0, ,83-87,B. Mathurin makes free throw 2 of 2,,4,83,87,-4,2288.0
9:39.0,J. Tatum misses 2-pt jump shot from 13 ft,83-87, ,,4,83,87,-4,2301.0
9:36.0, ,83-87,Defensive rebound by B. Brown,,4,83,87,-4,2304.0
9:32.0, ,83-87,B. Brown misses 2-pt layup from 4 ft,,4,83,87,-4,2308.0
9:29.0,Defensive rebound by J. Tatum,83-87, ,,4,83,87,-4,2311.0
9:20.0,L. Kornet makes 2-pt layup from 2 ft (assist by J. Tatum),85-87, ,,4,85,87,-2,2320.0
9:05.0, ,85-90,B. Mathurin makes 3-pt jump shot from 27 ft (assist by B. Brown),,4,85,90,-5,2335.0
8:50.0,S. Hauser misses 3-pt jump shot from 26 ft,85-90, ,,4,85,90,-5,2350.0
8:44.0, ,85-90,Defensive rebound by M. Turner,,4,85,90,-5,2356.0
8:30.0, ,85-92,M. Turner makes 2-pt jump shot from 7 ft (assist by B. Brown),,4,85,92,-7,2370.0
8:28.0,Boston full timeout,85-92, ,,4,85,92,-7,2372.0
8:28.0,J. Brown enters the game for S. Hauser,85-92, ,,4,85,92,-7,2372.0
8:28.0,A. Horford enters the game for L. Kornet,85-92, ,,4,85,92,-7,2372.0
8:14.0,J. Tatum makes 2-pt jump shot from 20 ft (assist by D. White),87-92, ,,4,87,92,-5,2386.0
7:54.0, ,87-94,A. Nesmith makes 2-pt layup from 2 ft (assist by T. Haliburton),,4,87,94,-7,2406.0
7:45.0,D. White misses 3-pt jump shot from 24 ft,87-94, ,,4,87,94,-7,2415.0
7:43.0,Offensive rebound by A. Horford,87-94, ,,4,87,94,-7,2417.0
7:33.0,Personal foul by T. Haliburton (drawn by D. White),87-94, ,,4,87,94,-7,2427.0
7:22.0,J. Tatum makes 2-pt jump shot from 19 ft,89-94, ,,4,89,94,-5,2438.0
7:04.0, ,89-94,Turnover by A. Nesmith (bad pass; steal by J. Brown),,4,89,94,-5,2456.0
6:54.0,D. White makes 2-pt layup from 7 ft,91-94, ,,4,91,94,-3,2466.0
6:53.0, ,91-94,Indiana full timeout,,4,91,94,-3,2467.0
6:35.0, ,91-94,B. Mathurin misses 3-pt jump shot from 26 ft,,4,91,94,-3,2485.0
6:31.0,Defensive rebound by J. Holiday,91-94, ,,4,91,94,-3,2489.0
6:31.0, ,91-94,B. Hield enters the game for B. Mathurin,,4,91,94,-3,2489.0
6:11.0,J. Tatum misses 2-pt jump shot from 19 ft,91-94, ,,4,91,94,-3,2509.0
6:07.0,Offensive rebound by A. Horford,91-94, ,,4,91,94,-3,2513.0
6:07.0,J. Brown makes 3-pt jump shot from 26 ft (assist by A. Horford),94-94, ,Tie,4,94,94,0,2513.0
5:46.0, ,94-96,A. Nesmith makes 2-pt jump shot from 12 ft (assist by T. Haliburton),,4,94,96,-2,2534.0
5:26.0,A. Horford makes 2-pt dunk from 1 ft (assist by D. White),96-96, ,Tie,4,96,96,0,2554.0
5:10.0, ,96-98,A. Nesmith makes 2-pt layup from 3 ft (assist by T. Haliburton),,4,96,98,-2,2570.0
4:54.0,J. Brown makes 2-pt jump shot from 14 ft (assist by D. White),98-98, ,Tie,4,98,98,0,2586.0
4:36.0, ,98-98,T. Haliburton misses 3-pt jump shot from 29 ft,,4,98,98,0,2604.0
4:33.0,Defensive rebound by J. Holiday,98-98, ,,4,98,98,0,2607.0
4:19.0,Shooting foul by A. Nesmith (drawn by J. Tatum),98-98, ,,4,98,98,0,2621.0
4:19.0,J. Tatum makes free throw 1 of 2,99-98, ,Lead change,4,99,98,1,2621.0
4:19.0,J. Tatum misses free throw 2 of 2,99-98, ,,4,99,98,1,2621.0
4:18.0, ,99-98,Defensive rebound by B. Brown,,4,99,98,1,2622.0
4:07.0, ,99-98,Personal foul by J. Holiday (drawn by A. Nesmith),,4,99,98,1,2633.0
3:58.0, ,99-101,T. Haliburton makes 3-pt jump shot from 26 ft,Lead change,4,99,101,-2,2642.0
3:37.0,J. Brown misses 3-pt jump shot from 23 ft,99-101, ,,4,99,101,-2,2663.0
3:35.0, ,99-101,Defensive rebound by B. Brown,,4,99,101,-2,2665.0
3:23.0, ,99-101,B. Brown misses 3-pt jump shot from 26 ft,,4,99,101,-2,2677.0
3:21.0,Defensive rebound by J. Holiday,99-101, ,,4,99,101,-2,2679.0
3:21.0,Boston full timeout,99-101, ,,4,99,101,-2,2679.0
3:10.0,J. Brown makes 2-pt dunk from 1 ft (assist by D. White),101-101, ,Tie,4,101,101,0,2690.0
2:52.0, ,101-103,B. Hield makes 2-pt layup from 4 ft (assist by A. Nesmith),,4,101,103,-2,2708.0
2:33.0,Shooting foul by M. Turner (drawn by J. Tatum),101-103, ,,4,101,103,-2,2727.0
2:33.0,J. Tatum makes free throw 1 of 2,102-103, ,,4,102,103,-1,2727.0
2:33.0,J. Tatum makes free throw 2 of 2,103-103, ,Tie,4,103,103,0,2727.0
2:23.0, ,103-103,A. Nesmith misses 2-pt layup from 5 ft (block by J. Brown),,4,103,103,0,2737.0
2:23.0, ,103-103,Offensive rebound by Team,,4,103,103,0,2737.0
2:21.0, ,103-105,A. Nesmith makes 2-pt layup from 2 ft (assist by T. Haliburton),,4,103,105,-2,2739.0
1:57.0,J. Tatum makes 2-pt jump shot from 20 ft,105-105, ,Tie,4,105,105,0,2763.0
1:42.0, ,105-105,Personal foul by D. White (drawn by T. Haliburton),,4,105,105,0,2778.0
1:33.0, ,105-108,T. Haliburton makes 3-pt jump shot from 27 ft,,4,105,108,-3,2787.0
1:33.0, ,105-108,Shooting foul by J. Brown (drawn by T. Haliburton),,4,105,108,-3,2787.0
1:33.0, ,105-109,T. Haliburton makes free throw 1 of 1,,4,105,109,-4,2787.0
1:17.0,J. Tatum misses 3-pt jump shot from 27 ft,105-109, ,,4,105,109,-4,2803.0
1:11.0, ,105-109,Defensive rebound by B. Brown,,4,105,109,-4,2809.0
0:55.0, ,105-112,B. Hield makes 3-pt jump shot from 27 ft (assist by T. Haliburton),,4,105,112,-7,2825.0
0:47.0,Turnover by D. White (bad pass; steal by M. Turner),105-112, ,,4,105,112,-7,2833.0
0:44.0, ,105-114,A. Nesmith makes 2-pt dunk from 3 ft (assist by T. Haliburton),,4,105,114,-9,2836.0
0:44.0,Boston full timeout,105-114, ,,4,105,114,-9,2836.0
0:41.0,J. Brown misses 3-pt jump shot from 31 ft,105-114, ,,4,105,114,-9,2839.0
0:36.0, ,105-114,Defensive rebound by A. Nesmith,,4,105,114,-9,2844.0
0:33.0, ,105-114,Turnover by B. Hield (lost ball; steal by J. Tatum),,4,105,114,-9,2847.0
0:31.0,J. Tatum makes 2-pt layup from 2 ft,107-114, ,,4,107,114,-7,2849.0
0:28.0, ,107-114,Personal take foul by D. White (drawn by A. Nesmith),,4,107,114,-7,2852.0
0:28.0, ,107-114,A. Nesmith misses free throw 1 of 2,,4,107,114,-7,2852.0
0:28.0, ,107-114,Offensive rebound by Team,,4,107,114,-7,2852.0
0:28.0,S. Hauser enters the game for J. Holiday,107-114, ,,4,107,114,-7,2852.0
0:28.0, ,107-115,A. Nesmith makes free throw 2 of 2,,4,107,115,-8,2852.0
0:23.0,J. Tatum makes 2-pt dunk from 1 ft,109-115, ,,4,109,115,-6,2857.0
0:20.0, ,109-115,Personal take foul by J. Brown (drawn by B. Hield),,4,109,115,-6,2860.0
0:20.0, ,109-115,B. Hield misses free throw 1 of 2,,4,109,115,-6,2860.0
0:20.0, ,109-115,Offensive rebound by Team,,4,109,115,-6,2860.0
0:20.0, ,109-116,B. Hield makes free throw 2 of 2,,4,109,116,-7,2860.0
0:15.0, ,109-116,Violation by Team (kicked ball),,4,109,116,-7,2865.0
0:12.0,J. Brown makes 3-pt jump shot from 30 ft (assist by D. White),112-116, ,,4,112,116,-4,2868.0
0:10.0, ,112-116,Personal foul by J. Brown (drawn by B. Brown),,4,112,116,-4,2870.0
0:10.0,J. Holiday enters the game for J. Brown,112-116, ,,4,112,116,-4,2870.0
0:10.0, ,112-117,B. Brown makes free throw 1 of 2,,4,112,117,-5,2870.0
0:10.0, ,112-117,B. Brown misses free throw 2 of 2,,4,112,117,-5,2870.0
0:09.0,Defensive rebound by A. Horford,112-117, ,,4,112,117,-5,2871.0
0:05.0,Turnover by J. Tatum (lost ball; steal by B. Hield),112-117, ,,4,112,117,-5,2875.0
0:05.0, ,112-117,Personal take foul by J. Tatum (drawn by B. Hield),,4,112,117,-5,2875.0
0:05.0, ,112-118,B. Hield makes free throw 1 of 2,,4,112,118,-6,2875.0
0:05.0, ,112-119,B. Hield makes free throw 2 of 2,,4,112,119,-7,2875.0
0:04.0,Turnover by J. Tatum (bad pass; steal by B. Hield),112-119, ,,4,112,119,-7,2876.0
0:00.0, ,112-122,B. Hield makes 3-pt jump shot from 24 ft,,4,112,122,-10,2880.0
0:00.0, ,112-122,Instant Replay (Request: Ruling Stands),,4,112,122,-10,2880.0
0:00.0,End of 4th quarter,112-122,,,4,112,122,-10,2880.0
