Time,Boston,Score,Toronto,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
5:25.0, ,97-95,P. Siakam makes 2-pt layup from 6 ft,,4,97,95,2,2555.0
5:16.0,J. Brown misses 2-pt jump shot from 7 ft,97-95, ,,4,97,95,2,2564.0
5:13.0, ,97-95,Defensive rebound by C. Boucher,,4,97,95,2,2567.0
5:10.0, ,97-95,Offensive foul by P. Siakam (drawn by D. White),,4,97,95,2,2570.0
5:10.0, ,97-95,Turnover by P. Siakam (offensive foul),,4,97,95,2,2570.0
5:10.0, ,97-95,G. Trent enters the game for C. Boucher,,4,97,95,2,2570.0
4:49.0,J. Tatum misses 2-pt jump shot from 17 ft,97-95, ,,4,97,95,2,2591.0
4:46.0, ,97-95,Defensive rebound by P. Siakam,,4,97,95,2,2594.0
4:32.0, ,97-95,Shooting foul by K. Porziņģis (drawn by J. Poeltl),,4,97,95,2,2608.0
4:32.0, ,97-95,J. Poeltl misses free throw 1 of 2,,4,97,95,2,2608.0
4:32.0, ,97-95,Offensive rebound by Team,,4,97,95,2,2608.0
4:32.0, ,97-95,P. Achiuwa enters the game for S. Barnes,,4,97,95,2,2608.0
4:32.0, ,97-96,J. Poeltl makes free throw 2 of 2,,4,97,96,1,2608.0
4:19.0,Turnover by J. Holiday (bad pass; steal by G. Trent),97-96, ,,4,97,96,1,2621.0
4:18.0, ,97-96,Shooting foul by J. Tatum (drawn by P. Achiuwa),,4,97,96,1,2622.0
4:18.0, ,97-97,P. Achiuwa makes free throw 1 of 2,Tie,4,97,97,0,2622.0
4:18.0,Boston full timeout,97-97, ,,4,97,97,0,2622.0
4:18.0, ,97-97,P. Achiuwa misses free throw 2 of 2,,4,97,97,0,2622.0
4:16.0,Defensive rebound by J. Brown,97-97, ,,4,97,97,0,2624.0
4:02.0,J. Tatum misses 3-pt jump shot from 26 ft,97-97, ,,4,97,97,0,2638.0
3:58.0, ,97-97,Defensive rebound by D. Schröder,,4,97,97,0,2642.0
3:48.0, ,97-99,D. Schröder makes 2-pt jump shot from 18 ft,Lead change,4,97,99,-2,2652.0
3:26.0,J. Brown makes 2-pt layup from 1 ft,99-99, ,Tie,4,99,99,0,2674.0
3:01.0, ,99-101,P. Siakam makes 2-pt jump shot from 12 ft,,4,99,101,-2,2699.0
2:42.0,J. Tatum misses 3-pt jump shot from 27 ft,99-101, ,,4,99,101,-2,2718.0
2:40.0, ,99-101,Defensive rebound by P. Siakam,,4,99,101,-2,2720.0
2:22.0, ,99-101,D. Schröder misses 3-pt jump shot from 26 ft,,4,99,101,-2,2738.0
2:20.0,Defensive rebound by D. White,99-101, ,,4,99,101,-2,2740.0
2:12.0,D. White misses 3-pt jump shot from 26 ft,99-101, ,,4,99,101,-2,2748.0
2:08.0,Offensive rebound by K. Porziņģis,99-101, ,,4,99,101,-2,2752.0
2:02.0,J. Holiday misses 2-pt jump shot from 14 ft,99-101, ,,4,99,101,-2,2758.0
2:00.0, ,99-101,Defensive rebound by D. Schröder,,4,99,101,-2,2760.0
1:42.0, ,99-101,P. Siakam misses 2-pt jump shot from 9 ft,,4,99,101,-2,2778.0
1:38.0,Defensive rebound by J. Holiday,99-101, ,,4,99,101,-2,2782.0
1:30.0,K. Porziņģis makes 2-pt jump shot from 6 ft (assist by J. Holiday),101-101, ,Tie,4,101,101,0,2790.0
1:19.0, ,101-101,D. Schröder misses 2-pt layup from 2 ft,,4,101,101,0,2801.0
1:19.0, ,101-101,Offensive rebound by J. Poeltl,,4,101,101,0,2801.0
1:19.0, ,101-103,J. Poeltl makes 2-pt layup at rim,,4,101,103,-2,2801.0
1:01.0,K. Porziņģis makes 2-pt jump shot from 7 ft (assist by J. Holiday),103-103, ,Tie,4,103,103,0,2819.0
0:41.0, ,103-103,D. Schröder misses 2-pt jump shot from 9 ft,,4,103,103,0,2839.0
0:39.0,Defensive rebound by J. Tatum,103-103, ,,4,103,103,0,2841.0
0:27.0,D. White makes 3-pt jump shot from 23 ft (assist by J. Holiday),106-103, ,Lead change,4,106,103,3,2853.0
0:26.0, ,106-103,Toronto full timeout,,4,106,103,3,2854.0
0:26.0,A. Horford enters the game for K. Porziņģis,106-103, ,,4,106,103,3,2854.0
0:26.0, ,106-103,S. Barnes enters the game for J. Poeltl,,4,106,103,3,2854.0
0:13.0, ,106-103,Personal foul by J. Holiday (drawn by S. Barnes),,4,106,103,3,2867.0
0:13.0, ,106-103,Toronto full timeout,,4,106,103,3,2867.0
0:11.0, ,106-103,S. Barnes misses 3-pt jump shot from 24 ft,,4,106,103,3,2869.0
0:08.0,Defensive rebound by J. Tatum,106-103, ,,4,106,103,3,2872.0
0:08.0,Personal foul by P. Siakam (drawn by J. Tatum),106-103, ,,4,106,103,3,2872.0
0:08.0,P. Pritchard enters the game for A. Horford,106-103, ,,4,106,103,3,2872.0
0:08.0,Personal foul by S. Barnes (drawn by J. Holiday),106-103, ,,4,106,103,3,2872.0
0:08.0,Boston full timeout,106-103, ,,4,106,103,3,2872.0
0:08.0,A. Horford enters the game for J. Brown,106-103, ,,4,106,103,3,2872.0
0:08.0,J. Holiday makes free throw 1 of 2,107-103, ,,4,107,103,4,2872.0
0:08.0,J. Holiday makes free throw 2 of 2,108-103, ,,4,108,103,5,2872.0
0:01.0, ,108-103,Personal foul by A. Horford (drawn by S. Barnes),,4,108,103,5,2879.0
0:01.0, ,108-104,S. Barnes makes free throw 1 of 2,,4,108,104,4,2879.0
0:01.0,K. Porziņģis enters the game for P. Pritchard,108-104, ,,4,108,104,4,2879.0
0:01.0, ,108-105,S. Barnes makes free throw 2 of 2,,4,108,105,3,2879.0
0:00.0,End of 4th quarter,108-105,,,4,108,105,3,2880.0
