Time,Boston,Score,Indiana,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:07.0, ,124-124,Offensive rebound by Team,,4,124,124,0,2693.0
3:00.0, ,124-127,B. Mathurin makes 3-pt jump shot from 28 ft,,4,124,127,-3,2700.0
2:45.0,J. Holiday misses 2-pt dunk from 2 ft (block by B. Hield),124-127, ,,4,124,127,-3,2715.0
2:43.0, ,124-127,Defensive rebound by A. Nesmith,,4,124,127,-3,2717.0
2:23.0, ,124-129,A. Nesmith makes 2-pt layup from 4 ft (assist by B. Mathurin),,4,124,129,-5,2737.0
2:23.0, ,124-129,Shooting foul by J. Brown (drawn by A. Nesmith),,4,124,129,-5,2737.0
2:23.0,Boston full timeout,124-129, ,,4,124,129,-5,2737.0
2:23.0, ,124-129,A. Nesmith misses free throw 1 of 1,,4,124,129,-5,2737.0
2:22.0,Defensive rebound by J. Brown,124-129, ,,4,124,129,-5,2738.0
2:10.0,J. Brown makes 2-pt layup from 3 ft,126-129, ,,4,126,129,-3,2750.0
1:53.0, ,126-129,B. Mathurin misses 3-pt jump shot from 24 ft,,4,126,129,-3,2767.0
1:50.0,Defensive rebound by Team,126-129, ,,4,126,129,-3,2770.0
1:38.0,J. Brown makes 2-pt jump shot from 12 ft,128-129, ,,4,128,129,-1,2782.0
1:16.0, ,128-129,Turnover by B. Mathurin (bad pass),,4,128,129,-1,2804.0
1:05.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Brown),131-129, ,Lead change,4,131,129,2,2815.0
0:43.0, ,131-131,T. McConnell makes 2-pt layup from 3 ft,Tie,4,131,131,0,2837.0
0:35.0,Boston full timeout,131-131, ,,4,131,131,0,2845.0
0:32.0,J. Brown misses 2-pt jump shot from 17 ft,131-131, ,,4,131,131,0,2848.0
0:29.0, ,131-131,Defensive rebound by T. McConnell,,4,131,131,0,2851.0
0:16.0, ,131-131,T. McConnell misses 2-pt jump shot from 12 ft,,4,131,131,0,2864.0
0:12.0,Defensive rebound by D. White,131-131, ,,4,131,131,0,2868.0
0:03.0, ,131-131,Indiana full timeout,,4,131,131,0,2877.0
0:03.0, ,131-131,Instant Replay (Challenge: Ruling Stands),,4,131,131,0,2877.0
0:03.0,J. Brown misses 2-pt jump shot from 14 ft,131-131, ,,4,131,131,0,2877.0
0:03.0, ,131-131,Defensive rebound by Team,,4,131,131,0,2877.0
0:03.0, ,131-131,Personal take foul by D. White (drawn by B. Mathurin),,4,131,131,0,2877.0
0:00.0, ,131-131,Shooting foul by K. Porziņģis (drawn by B. Mathurin),,4,131,131,0,2880.0
0:00.0, ,131-131,Instant Replay (Request: Ruling Stands),,4,131,131,0,2880.0
0:00.0, ,131-132,B. Mathurin makes free throw 1 of 3,Lead change,4,131,132,-1,2880.0
0:00.0, ,131-133,B. Mathurin makes free throw 2 of 3,,4,131,133,-2,2880.0
0:00.0, ,131-133,B. Mathurin misses free throw 3 of 3,,4,131,133,-2,2880.0
0:00.0,Defensive rebound by A. Horford,131-133, ,,4,131,133,-2,2880.0
0:00.0,L. Kornet enters the game for J. Holiday,131-133, ,,4,131,133,-2,2880.0
0:00.0,L. Kornet misses 2-pt layup from 3 ft,131-133, ,,4,131,133,-2,2880.0
0:00.0,Offensive rebound by Team,131-133, ,,4,131,133,-2,2880.0
0:00.0,End of 4th quarter,131-133,,,4,131,133,-2,2880.0
