Time,Boston,Score,Milwaukee,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
0:00.0, ,67-78,Turnover by D. Lillard (lost ball; steal by J. Holiday),,3,67,78,-11,2160.0
0:00.0,End of 3rd quarter,67-78,,,3,67,78,-11,2160.0
12:00.0,Start of 4th quarter,67-78,,,4,67,78,-11,2160.0
11:39.0, ,67-80,B. Portis makes 2-pt jump shot from 13 ft,,4,67,80,-13,2181.0
11:28.0,J. Brown misses 3-pt jump shot from 28 ft,67-80, ,,4,67,80,-13,2192.0
11:25.0, ,67-80,Defensive rebound by B. Portis,,4,67,80,-13,2195.0
11:11.0, ,67-82,K. Middleton makes 2-pt jump shot from 20 ft (assist by M. Beasley),,4,67,82,-15,2209.0
10:46.0,P. Pritchard misses 3-pt jump shot from 27 ft,67-82, ,,4,67,82,-15,2234.0
10:44.0, ,67-82,Defensive rebound by B. Portis,,4,67,82,-15,2236.0
10:31.0, ,67-85,K. Middleton makes 3-pt jump shot from 26 ft,,4,67,85,-18,2249.0
10:16.0,J. Brown makes 2-pt dunk from 2 ft (assist by J. Tatum),69-85, ,,4,69,85,-16,2264.0
10:02.0, ,69-85,P. Connaughton misses 2-pt jump shot from 13 ft,,4,69,85,-16,2278.0
9:59.0,Defensive rebound by J. Tatum,69-85, ,,4,69,85,-16,2281.0
9:47.0,J. Tatum misses 2-pt jump shot from 20 ft,69-85, ,,4,69,85,-16,2293.0
9:45.0,Offensive rebound by J. Brown,69-85, ,,4,69,85,-16,2295.0
9:41.0,J. Brown makes 2-pt jump shot from 18 ft,71-85, ,,4,71,85,-14,2299.0
9:28.0, ,71-85,Turnover by K. Middleton (lost ball; steal by S. Hauser),,4,71,85,-14,2312.0
9:26.0,S. Hauser misses 2-pt layup from 3 ft,71-85, ,,4,71,85,-14,2314.0
9:24.0, ,71-85,Defensive rebound by A. Green,,4,71,85,-14,2316.0
9:16.0, ,71-85,A. Green misses 3-pt jump shot from 26 ft,,4,71,85,-14,2324.0
9:14.0, ,71-85,Offensive rebound by B. Portis,,4,71,85,-14,2326.0
9:01.0, ,71-88,A. Green makes 3-pt jump shot from 32 ft (assist by K. Middleton),,4,71,88,-17,2339.0
8:31.0,S. Hauser makes 3-pt jump shot from 24 ft (assist by P. Pritchard),74-88, ,,4,74,88,-14,2369.0
8:12.0, ,74-88,B. Portis misses 2-pt jump shot from 16 ft,,4,74,88,-14,2388.0
8:10.0,Defensive rebound by J. Brown,74-88, ,,4,74,88,-14,2390.0
7:53.0,Turnover by J. Tatum (lost ball; steal by P. Connaughton),74-88, ,,4,74,88,-14,2407.0
7:47.0, ,74-88,B. Portis misses 2-pt layup from 2 ft (block by J. Tatum),,4,74,88,-14,2413.0
7:45.0,Defensive rebound by S. Hauser,74-88, ,,4,74,88,-14,2415.0
7:42.0,Offensive foul by J. Brown (drawn by M. Beasley),74-88, ,,4,74,88,-14,2418.0
7:42.0,Turnover by J. Brown (offensive foul),74-88, ,,4,74,88,-14,2418.0
7:42.0,D. White enters the game for L. Kornet,74-88, ,,4,74,88,-14,2418.0
7:28.0, ,74-90,K. Middleton makes 2-pt jump shot from 10 ft,,4,74,90,-16,2432.0
7:14.0,Personal foul by K. Middleton (drawn by J. Tatum),74-90, ,,4,74,90,-16,2446.0
7:05.0,J. Brown makes 2-pt hook shot from 7 ft,76-90, ,,4,76,90,-14,2455.0
6:48.0, ,76-90,M. Beasley misses 3-pt jump shot from 23 ft,,4,76,90,-14,2472.0
6:45.0, ,76-90,Offensive rebound by B. Portis,,4,76,90,-14,2475.0
6:43.0, ,76-90,B. Portis misses 2-pt jump shot from 5 ft,,4,76,90,-14,2477.0
6:41.0,Defensive rebound by J. Tatum,76-90, ,,4,76,90,-14,2479.0
6:32.0,Turnover by J. Tatum (bad pass),76-90, ,,4,76,90,-14,2488.0
6:32.0, ,76-90,Milwaukee full timeout,,4,76,90,-14,2488.0
6:32.0,O. Brissett enters the game for J. Brown,76-90, ,,4,76,90,-14,2488.0
6:32.0,L. Kornet enters the game for J. Tatum,76-90, ,,4,76,90,-14,2488.0
6:32.0,S. Mykhailiuk enters the game for D. White,76-90, ,,4,76,90,-14,2488.0
6:32.0, ,76-90,P. Beverley enters the game for P. Connaughton,,4,76,90,-14,2488.0
6:32.0, ,76-90,D. Lillard enters the game for K. Middleton,,4,76,90,-14,2488.0
6:16.0, ,76-92,D. Lillard makes 2-pt jump shot from 16 ft,,4,76,92,-16,2504.0
6:05.0,P. Pritchard misses 3-pt jump shot from 26 ft,76-92, ,,4,76,92,-16,2515.0
6:03.0, ,76-92,Defensive rebound by M. Beasley,,4,76,92,-16,2517.0
5:46.0, ,76-92,D. Lillard misses 3-pt jump shot from 27 ft,,4,76,92,-16,2534.0
5:43.0, ,76-92,Offensive rebound by P. Beverley,,4,76,92,-16,2537.0
5:41.0, ,76-95,M. Beasley makes 3-pt jump shot from 23 ft (assist by P. Beverley),,4,76,95,-19,2539.0
5:28.0,O. Brissett makes 2-pt layup from 2 ft (assist by L. Kornet),78-95, ,,4,78,95,-17,2552.0
5:01.0, ,78-97,B. Portis makes 2-pt jump shot from 10 ft,,4,78,97,-19,2579.0
4:41.0,P. Pritchard makes 3-pt jump shot from 24 ft (assist by S. Mykhailiuk),81-97, ,,4,81,97,-16,2599.0
4:13.0, ,81-99,P. Beverley makes 2-pt jump shot from 12 ft,,4,81,99,-18,2627.0
4:05.0,P. Pritchard misses 3-pt jump shot from 30 ft,81-99, ,,4,81,99,-18,2635.0
4:02.0, ,81-99,Defensive rebound by B. Portis,,4,81,99,-18,2638.0
3:55.0,Violation by Team (kicked ball),81-99, ,,4,81,99,-18,2645.0
3:55.0, ,81-99,B. Lopez enters the game for A. Green,,4,81,99,-18,2645.0
3:55.0, ,81-99,K. Middleton enters the game for B. Portis,,4,81,99,-18,2645.0
3:49.0, ,81-99,B. Lopez misses 3-pt jump shot from 27 ft,,4,81,99,-18,2651.0
3:47.0,Defensive rebound by O. Brissett,81-99, ,,4,81,99,-18,2653.0
3:37.0,S. Mykhailiuk makes 2-pt jump shot from 9 ft (assist by P. Pritchard),83-99, ,,4,83,99,-16,2663.0
3:18.0, ,83-101,D. Lillard makes 2-pt layup at rim,,4,83,101,-18,2682.0
3:03.0,S. Hauser makes 3-pt jump shot from 26 ft,86-101, ,,4,86,101,-15,2697.0
2:40.0, ,86-101,P. Beverley misses 2-pt layup from 2 ft,,4,86,101,-15,2720.0
2:38.0,Defensive rebound by S. Hauser,86-101, ,,4,86,101,-15,2722.0
2:25.0,P. Pritchard misses 3-pt jump shot from 31 ft,86-101, ,,4,86,101,-15,2735.0
2:23.0,Offensive rebound by O. Brissett,86-101, ,,4,86,101,-15,2737.0
2:22.0,O. Brissett misses 2-pt layup from 2 ft,86-101, ,,4,86,101,-15,2738.0
2:20.0, ,86-101,Defensive rebound by D. Lillard,,4,86,101,-15,2740.0
2:20.0, ,86-101,Personal foul by O. Brissett (drawn by D. Lillard),,4,86,101,-15,2740.0
2:20.0,Boston full timeout,86-101, ,,4,86,101,-15,2740.0
2:04.0, ,86-101,P. Beverley misses 3-pt jump shot from 28 ft,,4,86,101,-15,2756.0
2:01.0,Defensive rebound by S. Mykhailiuk,86-101, ,,4,86,101,-15,2759.0
1:48.0,S. Mykhailiuk makes 3-pt jump shot from 29 ft (assist by O. Brissett),89-101, ,,4,89,101,-12,2772.0
1:27.0, ,89-101,Turnover by K. Middleton (lost ball; steal by S. Hauser),,4,89,101,-12,2793.0
1:23.0,S. Hauser misses 3-pt jump shot from 27 ft,89-101, ,,4,89,101,-12,2797.0
1:20.0, ,89-101,Defensive rebound by P. Beverley,,4,89,101,-12,2800.0
0:57.0, ,89-104,P. Beverley makes 3-pt jump shot from 27 ft (assist by K. Middleton),,4,89,104,-15,2823.0
0:53.0,O. Brissett misses 3-pt jump shot from 28 ft,89-104, ,,4,89,104,-15,2827.0
0:51.0, ,89-104,Defensive rebound by P. Beverley,,4,89,104,-15,2829.0
0:27.0, ,89-104,Turnover by Team (shot clock),,4,89,104,-15,2853.0
0:27.0, ,89-104,T. Antetokounmpo enters the game for P. Beverley,,4,89,104,-15,2853.0
0:27.0, ,89-104,A. Jackson enters the game for D. Lillard,,4,89,104,-15,2853.0
0:27.0, ,89-104,C. Livingston enters the game for B. Lopez,,4,89,104,-15,2853.0
0:27.0, ,89-104,T. Washington enters the game for K. Middleton,,4,89,104,-15,2853.0
0:19.0,L. Kornet makes 2-pt dunk from 2 ft (assist by P. Pritchard),91-104, ,,4,91,104,-13,2861.0
0:00.0,End of 4th quarter,91-104,,,4,91,104,-13,2880.0
