Time,Boston,Score,Charlotte,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
1:56.0, ,86-79,A. Pokusevski makes 3-pt jump shot from 26 ft (assist by M. Bridges),,3,86,79,7,2044.0
1:32.0,K. Porziņģis makes 2-pt jump shot from 3 ft,88-79, ,,3,88,79,9,2068.0
1:32.0,Shooting foul by M. Bolden (drawn by K. Porziņģis),88-79, ,,3,88,79,9,2068.0
1:32.0,K. Porziņģis makes free throw 1 of 1,89-79, ,,3,89,79,10,2068.0
1:16.0, ,89-79,A. Pokusevski misses 2-pt jump shot from 7 ft,,3,89,79,10,2084.0
1:14.0,Defensive rebound by K. Porziņģis,89-79, ,,3,89,79,10,2086.0
1:05.0,Shooting foul by D. Bertāns (drawn by O. Brissett),89-79, ,,3,89,79,10,2095.0
1:05.0,O. Brissett misses free throw 1 of 2,89-79, ,,3,89,79,10,2095.0
1:05.0,Offensive rebound by Team,89-79, ,,3,89,79,10,2095.0
1:05.0,O. Brissett makes free throw 2 of 2,90-79, ,,3,90,79,11,2095.0
0:51.0, ,90-79,A. Pokusevski misses 3-pt jump shot from 23 ft,,3,90,79,11,2109.0
0:49.0,Defensive rebound by J. Tatum,90-79, ,,3,90,79,11,2111.0
0:36.0,J. Tatum misses 3-pt jump shot from 26 ft,90-79, ,,3,90,79,11,2124.0
0:35.0,Offensive rebound by S. Hauser,90-79, ,,3,90,79,11,2125.0
0:35.0,S. Hauser makes 2-pt layup at rim,92-79, ,,3,92,79,13,2125.0
0:26.0, ,92-79,T. Mann misses 3-pt jump shot from 26 ft,,3,92,79,13,2134.0
0:24.0,Defensive rebound by J. Tatum,92-79, ,,3,92,79,13,2136.0
0:03.0,S. Hauser makes 3-pt jump shot from 27 ft (assist by J. Tatum),95-79, ,,3,95,79,16,2157.0
0:00.0, ,95-79,M. Bridges misses 3-pt jump shot from 48 ft,,3,95,79,16,2160.0
0:00.0, ,95-79,Offensive rebound by Team,,3,95,79,16,2160.0
0:00.0,End of 3rd quarter,95-79,,,3,95,79,16,2160.0
12:00.0,Start of 4th quarter,95-79,,,4,95,79,16,2160.0
11:43.0,S. Hauser makes 3-pt jump shot from 27 ft (assist by D. White),98-79, ,,4,98,79,19,2177.0
11:26.0, ,98-79,B. Miller misses 3-pt jump shot from 23 ft,,4,98,79,19,2194.0
11:24.0,Defensive rebound by O. Brissett,98-79, ,,4,98,79,19,2196.0
11:14.0,S. Hauser misses 3-pt jump shot from 27 ft,98-79, ,,4,98,79,19,2206.0
11:12.0, ,98-79,Defensive rebound by G. Williams,,4,98,79,19,2208.0
11:01.0, ,98-79,G. Williams misses 2-pt jump shot from 11 ft,,4,98,79,19,2219.0
10:59.0,Defensive rebound by P. Pritchard,98-79, ,,4,98,79,19,2221.0
10:45.0,Turnover by S. Hauser (bad pass),98-79, ,,4,98,79,19,2235.0
10:29.0, ,98-79,V. Micić misses 3-pt jump shot from 25 ft,,4,98,79,19,2251.0
10:26.0, ,98-79,Offensive rebound by G. Williams,,4,98,79,19,2254.0
10:24.0, ,98-82,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Bertāns),,4,98,82,16,2256.0
10:08.0,D. White misses 3-pt jump shot from 29 ft,98-82, ,,4,98,82,16,2272.0
10:05.0, ,98-82,Defensive rebound by G. Williams,,4,98,82,16,2275.0
9:58.0, ,98-82,V. Micić misses 2-pt layup from 2 ft,,4,98,82,16,2282.0
9:56.0,Defensive rebound by D. White,98-82, ,,4,98,82,16,2284.0
9:49.0,P. Pritchard misses 3-pt jump shot from 27 ft,98-82, ,,4,98,82,16,2291.0
9:46.0, ,98-82,Defensive rebound by D. Bertāns,,4,98,82,16,2294.0
9:37.0, ,98-82,B. Miller misses 2-pt layup from 2 ft,,4,98,82,16,2303.0
9:34.0, ,98-82,Offensive rebound by B. Miller,,4,98,82,16,2306.0
9:34.0, ,98-82,B. Miller misses 2-pt layup at rim,,4,98,82,16,2306.0
9:34.0,Defensive rebound by S. Hauser,98-82, ,,4,98,82,16,2306.0
9:28.0,S. Hauser makes 3-pt jump shot from 23 ft (assist by P. Pritchard),101-82, ,,4,101,82,19,2312.0
9:07.0, ,101-84,G. Williams makes 2-pt layup from 1 ft (assist by V. Micić),,4,101,84,17,2333.0
8:50.0,L. Kornet makes 2-pt layup from 3 ft (assist by O. Brissett),103-84, ,,4,103,84,19,2350.0
8:33.0, ,103-86,M. Bridges makes 2-pt layup from 1 ft,,4,103,86,17,2367.0
8:33.0, ,103-86,Shooting foul by P. Pritchard (drawn by M. Bridges),,4,103,86,17,2367.0
8:33.0, ,103-87,M. Bridges makes free throw 1 of 1,,4,103,87,16,2367.0
8:16.0,O. Brissett misses 3-pt jump shot from 25 ft,103-87, ,,4,103,87,16,2384.0
8:13.0, ,103-87,Defensive rebound by B. Miller,,4,103,87,16,2387.0
8:06.0, ,103-87,M. Bridges misses 2-pt layup from 1 ft,,4,103,87,16,2394.0
8:05.0,Defensive rebound by L. Kornet,103-87, ,,4,103,87,16,2395.0
8:05.0,Boston full timeout,103-87, ,,4,103,87,16,2395.0
8:05.0,A. Horford enters the game for O. Brissett,103-87, ,,4,103,87,16,2395.0
7:55.0,S. Hauser misses 3-pt jump shot from 26 ft,103-87, ,,4,103,87,16,2405.0
7:52.0, ,103-87,Defensive rebound by M. Bridges,,4,103,87,16,2408.0
7:46.0, ,103-90,G. Williams makes 3-pt jump shot from 26 ft (assist by V. Micić),,4,103,90,13,2414.0
7:30.0,S. Hauser makes 3-pt jump shot from 23 ft (assist by A. Horford),106-90, ,,4,106,90,16,2430.0
7:11.0, ,106-93,D. Bertāns makes 3-pt jump shot from 25 ft (assist by V. Micić),,4,106,93,13,2449.0
6:51.0,Personal foul by D. Bertāns (drawn by D. White),106-93, ,,4,106,93,13,2469.0
6:51.0,J. Holiday enters the game for L. Kornet,106-93, ,,4,106,93,13,2469.0
6:43.0,S. Hauser makes 3-pt jump shot from 26 ft (assist by A. Horford),109-93, ,,4,109,93,16,2477.0
6:31.0, ,109-96,D. Bertāns makes 3-pt jump shot from 26 ft (assist by M. Bridges),,4,109,96,13,2489.0
6:10.0,A. Horford misses 2-pt jump shot from 22 ft,109-96, ,,4,109,96,13,2510.0
6:07.0, ,109-96,Defensive rebound by M. Bridges,,4,109,96,13,2513.0
6:03.0, ,109-96,M. Bridges misses 2-pt layup at rim,,4,109,96,13,2517.0
6:01.0,Defensive rebound by A. Horford,109-96, ,,4,109,96,13,2519.0
5:58.0,S. Hauser misses 3-pt jump shot from 26 ft,109-96, ,,4,109,96,13,2522.0
5:53.0,Offensive rebound by A. Horford,109-96, ,,4,109,96,13,2527.0
5:52.0,J. Holiday misses 3-pt jump shot from 26 ft,109-96, ,,4,109,96,13,2528.0
5:50.0,Offensive rebound by A. Horford,109-96, ,,4,109,96,13,2530.0
5:48.0,P. Pritchard misses 3-pt jump shot from 25 ft,109-96, ,,4,109,96,13,2532.0
5:45.0,Offensive rebound by A. Horford,109-96, ,,4,109,96,13,2535.0
5:37.0,D. White makes 2-pt jump shot from 9 ft,111-96, ,,4,111,96,15,2543.0
5:37.0, ,111-96,Charlotte full timeout,,4,111,96,15,2543.0
5:37.0,K. Porziņģis enters the game for A. Horford,111-96, ,,4,111,96,15,2543.0
5:37.0,J. Tatum enters the game for P. Pritchard,111-96, ,,4,111,96,15,2543.0
5:25.0, ,111-96,Personal foul by S. Hauser (drawn by G. Williams),,4,111,96,15,2555.0
5:13.0, ,111-96,B. Miller misses 3-pt jump shot from 26 ft,,4,111,96,15,2567.0
5:11.0,Defensive rebound by D. White,111-96, ,,4,111,96,15,2569.0
4:52.0,Personal foul by G. Williams (drawn by K. Porziņģis),111-96, ,,4,111,96,15,2588.0
4:43.0,Turnover by J. Tatum (lost ball; steal by D. Bertāns),111-96, ,,4,111,96,15,2597.0
4:23.0, ,111-98,G. Williams makes 2-pt jump shot from 13 ft (assist by M. Bridges),,4,111,98,13,2617.0
4:06.0,D. White makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),114-98, ,,4,114,98,16,2634.0
3:53.0, ,114-98,G. Williams misses 3-pt jump shot from 26 ft,,4,114,98,16,2647.0
3:52.0,Defensive rebound by Team,114-98, ,,4,114,98,16,2648.0
3:34.0,K. Porziņģis misses 2-pt layup from 3 ft,114-98, ,,4,114,98,16,2666.0
3:32.0, ,114-98,Defensive rebound by V. Micić,,4,114,98,16,2668.0
3:27.0, ,114-98,V. Micić misses 3-pt jump shot from 26 ft,,4,114,98,16,2673.0
3:25.0,Defensive rebound by Team,114-98, ,,4,114,98,16,2675.0
3:12.0,J. Tatum misses 3-pt jump shot from 27 ft,114-98, ,,4,114,98,16,2688.0
3:09.0, ,114-98,Defensive rebound by M. Bridges,,4,114,98,16,2691.0
3:05.0, ,114-98,Turnover by V. Micić (bad pass; steal by J. Tatum),,4,114,98,16,2695.0
2:47.0,J. Holiday misses 3-pt jump shot from 25 ft,114-98, ,,4,114,98,16,2713.0
2:47.0,Offensive rebound by Team,114-98, ,,4,114,98,16,2713.0
2:43.0,D. White misses 3-pt jump shot from 22 ft,114-98, ,,4,114,98,16,2717.0
2:40.0, ,114-98,Defensive rebound by M. Bridges,,4,114,98,16,2720.0
2:30.0, ,114-100,G. Williams makes 2-pt layup from 1 ft (assist by M. Bridges),,4,114,100,14,2730.0
2:10.0,Turnover by J. Tatum (bad pass),114-100, ,,4,114,100,14,2750.0
1:58.0, ,114-100,D. Bertāns misses 3-pt jump shot from 26 ft,,4,114,100,14,2762.0
1:55.0,Defensive rebound by D. White,114-100, ,,4,114,100,14,2765.0
1:37.0,J. Tatum makes 2-pt jump shot from 13 ft,116-100, ,,4,116,100,16,2783.0
1:27.0, ,116-100,M. Bridges misses 3-pt jump shot from 27 ft,,4,116,100,16,2793.0
1:25.0,Defensive rebound by K. Porziņģis,116-100, ,,4,116,100,16,2795.0
1:24.0,Personal foul by B. Miller (drawn by J. Tatum),116-100, ,,4,116,100,16,2796.0
1:24.0,O. Brissett enters the game for S. Hauser,116-100, ,,4,116,100,16,2796.0
1:24.0,L. Kornet enters the game for J. Holiday,116-100, ,,4,116,100,16,2796.0
1:24.0,S. Mykhailiuk enters the game for K. Porziņģis,116-100, ,,4,116,100,16,2796.0
1:24.0,P. Pritchard enters the game for J. Tatum,116-100, ,,4,116,100,16,2796.0
1:24.0,X. Tillman enters the game for D. White,116-100, ,,4,116,100,16,2796.0
1:24.0, ,116-100,M. Bolden enters the game for D. Bertāns,,4,116,100,16,2796.0
1:24.0, ,116-100,B. McGowens enters the game for M. Bridges,,4,116,100,16,2796.0
1:24.0, ,116-100,A. Pokusevski enters the game for V. Micić,,4,116,100,16,2796.0
1:24.0, ,116-100,N. Smith enters the game for B. Miller,,4,116,100,16,2796.0
1:24.0, ,116-100,J. Thor enters the game for G. Williams,,4,116,100,16,2796.0
0:58.0,P. Pritchard misses 3-pt jump shot from 24 ft (block by J. Thor),116-100, ,,4,116,100,16,2822.0
0:55.0, ,116-100,Defensive rebound by J. Thor,,4,116,100,16,2825.0
0:50.0, ,116-103,N. Smith makes 3-pt jump shot from 26 ft,,4,116,103,13,2830.0
0:35.0,P. Pritchard makes 2-pt layup from 3 ft,118-103, ,,4,118,103,15,2845.0
0:35.0, ,118-103,Violation by Team (def goaltending),,4,118,103,15,2845.0
0:27.0, ,118-103,Shooting foul by P. Pritchard (drawn by J. Thor),,4,118,103,15,2853.0
0:27.0, ,118-103,J. Thor misses free throw 1 of 2,,4,118,103,15,2853.0
0:27.0, ,118-103,Offensive rebound by Team,,4,118,103,15,2853.0
0:27.0, ,118-104,J. Thor makes free throw 2 of 2,,4,118,104,14,2853.0
0:02.0,Turnover by Team (shot clock),118-104, ,,4,118,104,14,2878.0
0:00.0,End of 4th quarter,118-104,,,4,118,104,14,2880.0
