A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Sacramento,
12:00.0,Jump ball: K. Porziņģis vs. D. Sabonis (D. White gains possession),
11:40.0,Turnover by D. White (bad pass; steal by D. Fox), ,0-0, , ,
11:32.0, , ,0-3,+3,K. Murray makes 3-pt jump shot from 23 ft (assist by D. Sabonis),
11:11.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Brown),+3,3-3, , ,Tie
10:53.0, , ,3-3, ,K. Huerter misses 2-pt jump shot from 12 ft,
10:50.0,Defensive rebound by K. Porziņģis, ,3-3, , ,
10:48.0,Personal foul by K. Murray (drawn by J. Brown), ,3-3, , ,
10:43.0,J. Holiday misses 3-pt jump shot from 25 ft, ,3-3, , ,
10:40.0, , ,3-3, ,Defensive rebound by D. Sabonis,
10:26.0, , ,3-3, ,H. Barnes misses 2-pt dunk from 3 ft (block by K. Porziņģis),
10:20.0, , ,3-3, ,Offensive rebound by D. Sabonis,
10:20.0, , ,3-3, ,D. Sabonis misses 2-pt layup from 2 ft,
10:18.0, , ,3-3, ,Offensive rebound by D. Fox,
10:16.0, , ,3-6,+3,K. Murray makes 3-pt jump shot from 25 ft (assist by D. Fox),
10:04.0,K. Porziņģis misses 2-pt jump shot from 16 ft, ,3-6, , ,
10:02.0, , ,3-6, ,Defensive rebound by K. Huerter,
9:48.0, , ,3-9,+3,D. Fox makes 3-pt jump shot from 27 ft (assist by D. Sabonis),
9:30.0,J. Brown makes 2-pt dunk from 1 ft,+2,5-9, , ,
9:22.0, , ,5-9, ,Shooting foul by J. Brown (drawn by D. Fox),
9:22.0, , ,5-10,+1,D. Fox makes free throw 1 of 2,
9:22.0, , ,5-11,+1,D. Fox makes free throw 2 of 2,
9:11.0,D. White makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),+3,8-11, , ,
8:59.0, , ,8-14,+3,D. Fox makes 3-pt jump shot from 27 ft (assist by H. Barnes),
8:48.0,Turnover by J. Holiday (lost ball; steal by D. Fox), ,8-14, , ,
8:42.0, , ,8-16,+2,D. Sabonis makes 2-pt layup from 2 ft (assist by D. Fox),
8:42.0,Boston full timeout, ,8-16, , ,
8:28.0,J. Holiday makes 2-pt layup from 3 ft,+2,10-16, , ,
8:28.0,Shooting foul by H. Barnes (drawn by J. Holiday), ,10-16, , ,
8:28.0,J. Holiday makes free throw 1 of 1,+1,11-16, , ,
8:12.0, , ,11-16, ,K. Murray misses 3-pt jump shot from 24 ft,
8:09.0,Defensive rebound by K. Porziņģis, ,11-16, , ,
8:02.0,K. Porziņģis misses 2-pt jump shot from 8 ft, ,11-16, , ,
8:00.0,Offensive rebound by K. Porziņģis, ,11-16, , ,
8:00.0,Turnover by K. Porziņģis (dbl dribble), ,11-16, , ,
7:44.0, , ,11-18,+2,D. Sabonis makes 2-pt layup from 4 ft,
7:32.0,J. Brown misses 2-pt jump shot from 9 ft (block by D. Sabonis), ,11-18, , ,
7:29.0, , ,11-18, ,Defensive rebound by D. Sabonis,
7:20.0, , ,11-20,+2,K. Murray makes 2-pt layup from 4 ft (assist by D. Sabonis),
6:59.0,J. Brown misses 3-pt jump shot from 24 ft, ,11-20, , ,
6:57.0, , ,11-20, ,Defensive rebound by D. Sabonis,
6:51.0, , ,11-23,+3,D. Fox makes 3-pt jump shot from 29 ft,
6:38.0,Turnover by J. Holiday (lost ball; steal by D. Fox), ,11-23, , ,
6:33.0, , ,11-23, ,D. Fox misses 2-pt layup from 5 ft (block by K. Porziņģis),
6:29.0,Defensive rebound by J. Holiday, ,11-23, , ,
6:27.0,J. Brown makes 2-pt dunk from 1 ft (assist by D. White),+2,13-23, , ,
6:14.0, , ,13-23, ,D. Fox misses 3-pt jump shot from 26 ft,
6:11.0, , ,13-23, ,Offensive rebound by K. Murray,
6:02.0, , ,13-23, ,D. Sabonis misses 3-pt jump shot from 24 ft,
5:57.0,Defensive rebound by J. Holiday, ,13-23, , ,
5:51.0,D. White makes 3-pt jump shot from 27 ft (assist by J. Holiday),+3,16-23, , ,
5:39.0, , ,16-23, ,K. Huerter misses 3-pt jump shot from 26 ft,
5:35.0,Defensive rebound by S. Hauser, ,16-23, , ,
5:28.0,J. Brown makes 2-pt dunk from 1 ft,+2,18-23, , ,
5:26.0, , ,18-23, ,Sacramento full timeout,
5:26.0,O. Brissett enters the game for S. Hauser, ,18-23, , ,
5:26.0,P. Pritchard enters the game for J. Holiday, ,18-23, , ,
5:26.0, , ,18-23, ,K. Ellis enters the game for H. Barnes,
5:26.0, , ,18-23, ,T. Lyles enters the game for D. Fox,
5:26.0, , ,18-23, ,M. Monk enters the game for K. Huerter,
5:14.0, , ,18-23, ,K. Murray misses 3-pt jump shot from 25 ft,
5:08.0,Defensive rebound by J. Brown, ,18-23, , ,
5:04.0,J. Brown misses 2-pt jump shot from 15 ft, ,18-23, , ,
5:02.0,Offensive rebound by O. Brissett, ,18-23, , ,
4:59.0,P. Pritchard makes 3-pt jump shot from 29 ft (assist by O. Brissett),+3,21-23, , ,
4:43.0, , ,21-23, ,M. Monk misses 3-pt jump shot from 27 ft,
4:38.0,Defensive rebound by D. White, ,21-23, , ,
4:29.0,P. Pritchard misses 3-pt jump shot from 27 ft, ,21-23, , ,
4:25.0,Offensive rebound by O. Brissett, ,21-23, , ,
4:23.0,D. White makes 3-pt jump shot from 23 ft (assist by O. Brissett),+3,24-23, , ,Lead change
4:22.0, , ,24-23, ,Sacramento full timeout,
4:06.0, , ,24-23, ,K. Ellis misses 3-pt jump shot from 26 ft,
4:03.0, , ,24-23, ,Offensive rebound by D. Sabonis,
3:57.0, , ,24-26,+3,K. Ellis makes 3-pt jump shot from 25 ft (assist by M. Monk),Lead change
3:42.0,P. Pritchard makes 3-pt jump shot from 27 ft (assist by J. Brown),+3,27-26, , ,Lead change
3:33.0, , ,27-29,+3,K. Ellis makes 3-pt jump shot from 26 ft (assist by D. Sabonis),Lead change
3:15.0,Turnover by K. Porziņģis (lost ball; steal by K. Ellis), ,27-29, , ,
3:12.0, , ,27-29, ,Personal foul by P. Pritchard (drawn by K. Ellis),
3:01.0, , ,27-29, ,D. Sabonis misses 2-pt layup from 6 ft (block by D. White),
3:00.0,Defensive rebound by P. Pritchard, ,27-29, , ,
3:00.0,Turnover by P. Pritchard (traveling), ,27-29, , ,
2:52.0, , ,27-29, ,T. Lyles misses 3-pt jump shot from 25 ft,
2:48.0, , ,27-29, ,Offensive rebound by D. Sabonis,
2:46.0, , ,27-29, ,D. Sabonis misses 2-pt layup from 4 ft,
2:44.0,Defensive rebound by O. Brissett, ,27-29, , ,
2:34.0,D. White makes 2-pt layup from 3 ft (assist by J. Brown),+2,29-29, , ,Tie
2:34.0,Shooting foul by K. Ellis (drawn by D. White), ,29-29, , ,
2:34.0, , ,29-29, ,Technical foul by D. Sabonis,
2:34.0,K. Porziņģis makes technical free throw,+1,30-29, , ,Lead change
2:34.0,J. Holiday enters the game for J. Brown, ,30-29, , ,
2:34.0,N. Queta enters the game for K. Porziņģis, ,30-29, , ,
2:34.0, , ,30-29, ,D. Fox enters the game for D. Sabonis,
2:34.0,D. White misses free throw 1 of 1, ,30-29, , ,
2:31.0, , ,30-29, ,Defensive rebound by T. Lyles,
2:20.0, , ,30-32,+3,T. Lyles makes 3-pt jump shot from 23 ft (assist by M. Monk),Lead change
2:08.0,D. White makes 3-pt jump shot from 25 ft,+3,33-32, , ,Lead change
1:56.0, , ,33-35,+3,T. Lyles makes 3-pt jump shot from 26 ft (assist by D. Fox),Lead change
1:41.0,Shooting foul by K. Murray (drawn by D. White), ,33-35, , ,
1:41.0,D. White makes free throw 1 of 2,+1,34-35, , ,
1:41.0, , ,34-35, ,A. Vezenkov enters the game for K. Murray,
1:41.0,D. White makes free throw 2 of 2,+1,35-35, , ,Tie
1:31.0, , ,35-35, ,M. Monk misses 3-pt jump shot from 26 ft,
1:27.0,Defensive rebound by N. Queta, ,35-35, , ,
1:19.0,D. White misses 3-pt jump shot from 26 ft, ,35-35, , ,
1:14.0, , ,35-35, ,Defensive rebound by T. Lyles,
0:59.0, , ,35-38,+3,D. Fox makes 3-pt jump shot from 26 ft,
0:44.0,P. Pritchard makes 3-pt jump shot from 26 ft (assist by J. Holiday),+3,38-38, , ,Tie
0:31.0, , ,38-41,+3,D. Fox makes 3-pt jump shot from 26 ft,
0:09.0,J. Holiday misses 2-pt jump shot from 15 ft (block by K. Ellis), ,38-41, , ,
0:05.0,Offensive rebound by J. Holiday, ,38-41, , ,
0:04.0,J. Holiday misses 2-pt jump shot from 3 ft, ,38-41, , ,
0:00.0, , ,38-41, ,Defensive rebound by M. Monk,
0:00.0, , ,38-41, ,D. Fox misses 3-pt jump shot from 26 ft,
0:00.0, , ,38-41, ,Offensive rebound by Team,
0:00.0,End of 1st quarter,
2nd Q,
Time,Boston,,Score,,Sacramento,
12:00.0,Start of 2nd quarter,
11:46.0, , ,38-41, ,T. Lyles misses 3-pt jump shot from 26 ft,
11:42.0,Defensive rebound by S. Mykhailiuk, ,38-41, , ,
11:37.0,P. Pritchard misses 3-pt jump shot from 27 ft, ,38-41, , ,
11:34.0,Offensive rebound by N. Queta, ,38-41, , ,
11:29.0,N. Queta misses 2-pt hook shot from 5 ft, ,38-41, , ,
11:27.0,Offensive rebound by N. Queta, ,38-41, , ,
11:25.0,N. Queta misses 2-pt layup from 2 ft (block by T. Lyles), ,38-41, , ,
11:25.0, , ,38-41, ,Defensive rebound by Team,
11:25.0,Loose ball foul by N. Queta (drawn by T. Lyles), ,38-41, , ,
11:13.0, , ,38-41, ,A. Vezenkov misses 3-pt jump shot from 26 ft,
11:07.0,Defensive rebound by P. Pritchard, ,38-41, , ,
10:59.0,J. Holiday makes 3-pt jump shot from 25 ft,+3,41-41, , ,Tie
10:47.0, , ,41-43,+2,D. Fox makes 2-pt jump shot from 14 ft,
10:27.0,N. Queta makes 2-pt layup from 2 ft (assist by P. Pritchard),+2,43-43, , ,Tie
10:09.0, , ,43-43, ,M. Monk misses 2-pt layup from 3 ft,
10:07.0,Defensive rebound by S. Mykhailiuk, ,43-43, , ,
9:58.0,J. Holiday misses 2-pt layup from 3 ft, ,43-43, , ,
9:56.0, , ,43-43, ,Defensive rebound by D. Fox,
9:54.0, , ,43-43, ,Turnover by D. Fox (bad pass; steal by S. Mykhailiuk),
9:49.0,J. Holiday makes 3-pt jump shot from 26 ft,+3,46-43, , ,Lead change
9:29.0, , ,46-43, ,M. Monk misses 3-pt jump shot from 25 ft,
9:23.0,Defensive rebound by S. Hauser, ,46-43, , ,
9:21.0,S. Hauser misses 3-pt jump shot from 23 ft, ,46-43, , ,
9:18.0,Offensive rebound by S. Mykhailiuk, ,46-43, , ,
9:16.0,S. Mykhailiuk misses 2-pt layup from 2 ft, ,46-43, , ,
9:14.0, , ,46-43, ,Defensive rebound by H. Barnes,
9:04.0, , ,46-46,+3,A. Vezenkov makes 3-pt jump shot from 25 ft (assist by T. Lyles),Tie
8:40.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft, ,46-46, , ,
8:37.0,Offensive rebound by J. Holiday, ,46-46, , ,
8:33.0,P. Pritchard misses 3-pt jump shot from 27 ft, ,46-46, , ,
8:29.0,Offensive rebound by S. Mykhailiuk, ,46-46, , ,
8:26.0,P. Pritchard makes 3-pt jump shot from 25 ft (assist by S. Mykhailiuk),+3,49-46, , ,
8:09.0, , ,49-49,+3,D. Fox makes 3-pt jump shot from 26 ft,Tie
7:48.0,N. Queta makes 2-pt layup from 1 ft (assist by J. Holiday),+2,51-49, , ,
7:47.0, , ,51-49, ,Sacramento full timeout,
7:47.0,J. Brown enters the game for S. Mykhailiuk, ,51-49, , ,
7:47.0,K. Porziņģis enters the game for N. Queta, ,51-49, , ,
7:47.0, , ,51-49, ,K. Ellis enters the game for D. Fox,
7:47.0, , ,51-49, ,K. Huerter enters the game for M. Monk,
7:47.0, , ,51-49, ,D. Sabonis enters the game for A. Vezenkov,
7:28.0, , ,51-49, ,D. Sabonis misses 2-pt layup from 3 ft (block by K. Porziņģis),
7:23.0,Defensive rebound by S. Hauser, ,51-49, , ,
7:21.0,Shooting foul by T. Lyles (drawn by J. Brown), ,51-49, , ,
7:21.0,J. Brown misses free throw 1 of 2, ,51-49, , ,
7:21.0,Offensive rebound by Team, ,51-49, , ,
7:21.0,J. Brown makes free throw 2 of 2,+1,52-49, , ,
7:03.0, , ,52-49, ,K. Ellis misses 3-pt jump shot from 26 ft,
7:00.0,Defensive rebound by K. Porziņģis, ,52-49, , ,
6:48.0,Turnover by J. Holiday (bad pass), ,52-49, , ,
6:48.0, , ,52-49, ,K. Murray enters the game for T. Lyles,
6:31.0, , ,52-49, ,Turnover by K. Murray (bad pass; steal by J. Holiday),
6:29.0,J. Holiday makes 2-pt layup from 1 ft,+2,54-49, , ,
6:08.0, , ,54-51,+2,H. Barnes makes 2-pt jump shot from 14 ft,
5:54.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Brown),+3,57-51, , ,
5:40.0, , ,57-51, ,K. Murray misses 3-pt jump shot from 27 ft (block by J. Holiday),
5:37.0,Defensive rebound by J. Brown, ,57-51, , ,
5:33.0,K. Porziņģis misses 3-pt jump shot from 26 ft, ,57-51, , ,
5:27.0, , ,57-51, ,Defensive rebound by H. Barnes,
5:19.0, , ,57-53,+2,D. Sabonis makes 2-pt hook shot from 8 ft (assist by H. Barnes),
5:19.0,Boston full timeout, ,57-53, , ,
5:19.0,O. Brissett enters the game for J. Holiday, ,57-53, , ,
5:19.0,D. White enters the game for P. Pritchard, ,57-53, , ,
5:19.0, , ,57-53, ,D. Fox enters the game for K. Ellis,
4:59.0,S. Hauser makes 3-pt jump shot from 24 ft (assist by J. Brown),+3,60-53, , ,
4:44.0, , ,60-53, ,K. Murray misses 3-pt jump shot from 24 ft,
4:41.0, , ,60-53, ,Offensive rebound by Team,
4:34.0, , ,60-55,+2,D. Sabonis makes 2-pt hook shot from 6 ft,
4:17.0,J. Brown misses 2-pt jump shot from 20 ft, ,60-55, , ,
4:13.0, , ,60-55, ,Defensive rebound by H. Barnes,
4:06.0, , ,60-55, ,H. Barnes misses 2-pt layup from 6 ft,
4:04.0,Defensive rebound by S. Hauser, ,60-55, , ,
4:01.0,Shooting foul by D. Fox (drawn by K. Porziņģis), ,60-55, , ,
4:01.0,K. Porziņģis makes free throw 1 of 2,+1,61-55, , ,
4:01.0,K. Porziņģis misses free throw 2 of 2, ,61-55, , ,
3:58.0, , ,61-55, ,Defensive rebound by D. Sabonis,
3:49.0, , ,61-58,+3,K. Huerter makes 3-pt jump shot from 24 ft (assist by D. Sabonis),
3:30.0,Personal foul by D. Fox (drawn by K. Porziņģis), ,61-58, , ,
3:30.0, , ,61-58, ,Sacramento full timeout,
3:30.0, , ,61-58, ,Instant Replay (Challenge: Ruling Stands),
3:30.0,J. Holiday enters the game for O. Brissett, ,61-58, , ,
3:15.0,J. Brown makes 2-pt jump shot from 15 ft,+2,63-58, , ,
2:58.0, , ,63-58, ,D. Fox misses 2-pt layup from 3 ft (block by D. White),
2:54.0,Defensive rebound by J. Holiday, ,63-58, , ,
2:52.0,J. Brown makes 2-pt layup from 2 ft (assist by J. Holiday),+2,65-58, , ,
2:33.0, , ,65-60,+2,K. Huerter makes 2-pt jump shot from 9 ft,
2:12.0,K. Porziņģis makes 2-pt jump shot from 15 ft,+2,67-60, , ,
2:03.0, , ,67-60, ,D. Sabonis misses 2-pt layup from 4 ft,
2:02.0, , ,67-60, ,Offensive rebound by D. Sabonis,
2:01.0, , ,67-62,+2,D. Sabonis makes 2-pt dunk from 1 ft,
1:48.0,J. Brown misses 2-pt jump shot from 18 ft, ,67-62, , ,
1:41.0,Offensive rebound by J. Brown, ,67-62, , ,
1:34.0,D. White makes 3-pt jump shot from 25 ft (assist by J. Holiday),+3,70-62, , ,
1:13.0, , ,70-62, ,Personal foul by J. Holiday (drawn by K. Murray),
1:09.0, , ,70-62, ,D. Fox misses 2-pt layup from 4 ft (block by D. White),
1:09.0, , ,70-62, ,Offensive rebound by Team,
1:07.0, , ,70-62, ,K. Murray misses 2-pt jump shot from 12 ft,
1:02.0,Defensive rebound by J. Holiday, ,70-62, , ,
0:59.0,J. Brown makes 2-pt layup from 1 ft (assist by J. Holiday),+2,72-62, , ,
0:53.0, , ,72-64,+2,D. Fox makes 2-pt jump shot from 7 ft,
0:35.0,J. Brown misses 3-pt jump shot from 25 ft, ,72-64, , ,
0:33.0, , ,72-64, ,Defensive rebound by Team,
0:24.0, , ,72-66,+2,D. Fox makes 2-pt layup from 2 ft,
0:01.0,D. White makes 2-pt layup from 3 ft,+2,74-66, , ,
0:00.0,End of 2nd quarter,
3rd Q,
Time,Boston,,Score,,Sacramento,
12:00.0,Start of 3rd quarter,
11:40.0, , ,74-66, ,Shooting foul by J. Brown (drawn by H. Barnes),
11:40.0, , ,74-66, ,H. Barnes misses free throw 1 of 2,
11:40.0, , ,74-66, ,Offensive rebound by Team,
