A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Orlando,
12:00.0,Jump ball: K. Porziņģis vs. G. Bitadze (A. Horford gains possession),
11:39.0,J. Tatum misses 2-pt layup from 2 ft, ,0-0, , ,
11:36.0, , ,0-0, ,Defensive rebound by G. Bitadze,
11:22.0, , ,0-0, ,F. Wagner misses 2-pt layup from 4 ft,
11:21.0, , ,0-0, ,Offensive rebound by G. Bitadze,
11:17.0, , ,0-0, ,G. Bitadze misses 2-pt layup from 2 ft,
11:15.0,Defensive rebound by Team, ,0-0, , ,
11:08.0,K. Porziņģis misses 3-pt jump shot from 26 ft, ,0-0, , ,
11:08.0, , ,0-0, ,Defensive rebound by G. Bitadze,
11:03.0, , ,0-0, ,J. Suggs misses 2-pt layup from 8 ft,
11:03.0,Defensive rebound by A. Horford, ,0-0, , ,
10:53.0,J. Brown makes 3-pt jump shot from 26 ft (assist by D. White),+3,3-0, , ,
10:31.0, , ,3-2,+2,F. Wagner makes 2-pt layup from 4 ft,
10:08.0,Personal foul by G. Bitadze (drawn by K. Porziņģis), ,3-2, , ,
10:00.0,J. Brown misses 2-pt jump shot from 23 ft, ,3-2, , ,
9:52.0, , ,3-2, ,Defensive rebound by A. Black,
9:43.0, , ,3-4,+2,P. Banchero makes 2-pt layup from 1 ft (assist by G. Bitadze),Lead change
9:21.0,K. Porziņģis misses 2-pt jump shot from 8 ft, ,3-4, , ,
9:17.0, , ,3-4, ,Defensive rebound by P. Banchero,
9:14.0, , ,3-4, ,A. Black misses 2-pt layup from 2 ft,
9:12.0,Defensive rebound by A. Horford, ,3-4, , ,
9:07.0,J. Brown makes 2-pt layup from 3 ft,+2,5-4, , ,Lead change
8:53.0, , ,5-4, ,Turnover by J. Suggs (traveling),
8:32.0,J. Tatum makes 2-pt layup from 2 ft,+2,7-4, , ,
8:17.0, , ,7-4, ,P. Banchero misses 2-pt jump shot from 19 ft,
8:15.0,Defensive rebound by D. White, ,7-4, , ,
8:13.0,Personal foul by P. Banchero (drawn by K. Porziņģis), ,7-4, , ,
8:07.0,J. Tatum makes 2-pt jump shot from 13 ft,+2,9-4, , ,
7:50.0, , ,9-4, ,J. Suggs misses 2-pt layup from 3 ft,
7:50.0,Defensive rebound by Team, ,9-4, , ,
7:39.0,J. Tatum misses 3-pt jump shot from 25 ft, ,9-4, , ,
7:36.0, , ,9-4, ,Defensive rebound by P. Banchero,
7:19.0, , ,9-4, ,F. Wagner misses 2-pt layup from 3 ft,
7:14.0, , ,9-4, ,Offensive rebound by G. Bitadze,
7:14.0, , ,9-6,+2,G. Bitadze makes 2-pt dunk at rim,
7:06.0,Turnover by J. Brown (traveling), ,9-6, , ,
6:54.0, , ,9-8,+2,F. Wagner makes 2-pt jump shot from 4 ft,
6:40.0,D. White makes 2-pt layup from 3 ft,+2,11-8, , ,
6:40.0,Shooting foul by A. Black (drawn by D. White), ,11-8, , ,
6:40.0, , ,11-8, ,Orlando full timeout,
6:40.0,S. Hauser enters the game for A. Horford, ,11-8, , ,
6:40.0,L. Kornet enters the game for J. Tatum, ,11-8, , ,
6:40.0,D. White makes free throw 1 of 1,+1,12-8, , ,
6:29.0, , ,12-8, ,Turnover by A. Black (bad pass),
6:16.0,L. Kornet makes 2-pt layup from 3 ft (assist by D. White),+2,14-8, , ,
5:58.0, , ,14-8, ,J. Suggs misses 3-pt jump shot from 23 ft,
5:54.0,Defensive rebound by J. Brown, ,14-8, , ,
5:46.0,Def 3 sec tech foul by Team, ,14-8, , ,
5:46.0,K. Porziņģis misses technical free throw, ,14-8, , ,
5:46.0,Offensive rebound by Team, ,14-8, , ,
5:46.0, , ,14-8, ,C. Anthony enters the game for A. Black,
5:46.0, , ,14-8, ,J. Ingles enters the game for F. Wagner,
5:34.0,K. Porziņģis misses 3-pt jump shot from 24 ft, ,14-8, , ,
5:32.0, , ,14-8, ,Defensive rebound by J. Ingles,
5:26.0, , ,14-8, ,Personal foul by L. Kornet (drawn by J. Ingles),
5:17.0, , ,14-11,+3,P. Banchero makes 3-pt jump shot from 28 ft (assist by G. Bitadze),
4:59.0,Offensive foul by J. Brown (drawn by J. Suggs), ,14-11, , ,
4:59.0,Turnover by J. Brown (offensive foul), ,14-11, , ,
4:42.0, , ,14-11, ,Turnover by P. Banchero (lost ball; steal by K. Porziņģis),
4:38.0,Shooting foul by J. Ingles (drawn by J. Brown), ,14-11, , ,
4:38.0,J. Brown makes free throw 1 of 2,+1,15-11, , ,
4:38.0, , ,15-11, ,G. Harris enters the game for J. Suggs,
4:38.0,J. Brown makes free throw 2 of 2,+1,16-11, , ,
4:17.0, , ,16-13,+2,G. Bitadze makes 2-pt dunk from 4 ft (assist by C. Anthony),
4:01.0,D. White makes 2-pt layup from 1 ft,+2,18-13, , ,
3:52.0, , ,18-13, ,Offensive foul by P. Banchero (drawn by D. White),
3:52.0, , ,18-13, ,Turnover by P. Banchero (offensive foul),
3:43.0,Shooting foul by C. Anthony (drawn by D. White), ,18-13, , ,
3:43.0,D. White misses free throw 1 of 2, ,18-13, , ,
3:43.0,Offensive rebound by Team, ,18-13, , ,
3:43.0,D. White makes free throw 2 of 2,+1,19-13, , ,
3:27.0, , ,19-13, ,Turnover by J. Ingles (bad pass; steal by K. Porziņģis),
3:20.0,J. Brown makes 2-pt jump shot from 16 ft,+2,21-13, , ,
3:20.0,Shooting foul by G. Harris (drawn by J. Brown), ,21-13, , ,
3:20.0,J. Brown misses free throw 1 of 1, ,21-13, , ,
3:18.0, , ,21-13, ,Defensive rebound by G. Harris,
3:07.0, , ,21-16,+3,J. Ingles makes 3-pt jump shot from 24 ft (assist by P. Banchero),
2:52.0,D. White misses 2-pt jump shot from 17 ft, ,21-16, , ,
2:50.0, , ,21-16, ,Defensive rebound by J. Ingles,
2:36.0, , ,21-16, ,C. Anthony misses 2-pt layup from 2 ft,
2:33.0, , ,21-16, ,Offensive rebound by G. Harris,
2:31.0, , ,21-16, ,G. Harris misses 3-pt jump shot from 26 ft,
2:31.0,Defensive rebound by K. Porziņģis, ,21-16, , ,
2:25.0,J. Brown makes 3-pt jump shot from 27 ft,+3,24-16, , ,
2:11.0, , ,24-16, ,P. Banchero misses 3-pt jump shot from 25 ft,
2:08.0,Defensive rebound by S. Hauser, ,24-16, , ,
2:08.0,Boston full timeout, ,24-16, , ,
2:08.0,P. Pritchard enters the game for S. Hauser, ,24-16, , ,
2:08.0,J. Tatum enters the game for D. White, ,24-16, , ,
2:08.0, , ,24-16, ,J. Isaac enters the game for P. Banchero,
2:08.0, , ,24-16, ,M. Wagner enters the game for G. Bitadze,
1:50.0,K. Porziņģis misses 2-pt jump shot from 19 ft, ,24-16, , ,
1:47.0, , ,24-16, ,Defensive rebound by J. Isaac,
1:29.0, , ,24-16, ,C. Anthony misses 2-pt jump shot from 9 ft,
1:27.0,Defensive rebound by J. Tatum, ,24-16, , ,
1:22.0,Offensive foul by K. Porziņģis (drawn by M. Wagner), ,24-16, , ,
1:22.0,Turnover by K. Porziņģis (offensive foul), ,24-16, , ,
1:09.0, , ,24-16, ,Turnover by C. Anthony (bad pass; steal by L. Kornet),
1:04.0,P. Pritchard makes 2-pt layup from 1 ft (assist by J. Tatum),+2,26-16, , ,
0:48.0, , ,26-19,+3,G. Harris makes 3-pt jump shot from 26 ft,
0:41.0,Shooting foul by M. Wagner (drawn by L. Kornet), ,26-19, , ,
0:41.0,L. Kornet makes free throw 1 of 2,+1,27-19, , ,
0:41.0,L. Kornet makes free throw 2 of 2,+1,28-19, , ,
0:35.0, , ,28-19, ,Turnover by J. Ingles (bad pass),
0:31.0,Turnover by J. Tatum (bad pass), ,28-19, , ,
0:18.0, , ,28-19, ,J. Isaac misses 3-pt jump shot from 27 ft,
0:13.0, , ,28-19, ,Turnover by G. Harris (bad pass; steal by J. Tatum),
0:13.0, , ,28-19, ,Offensive rebound by G. Harris,
0:13.0,S. Hauser enters the game for L. Kornet, ,28-19, , ,
0:13.0, , ,28-19, ,F. Wagner enters the game for J. Ingles,
