A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Houston,
12:00.0,Jump ball: K. Porziņģis vs. A. Sengun (D. Brooks gains possession),
11:48.0, , ,0-0, ,J. Green misses 3-pt jump shot from 26 ft,
11:47.0,Defensive rebound by J. Brown, ,0-0, , ,
11:37.0,Turnover by J. Brown (bad pass; steal by C. Whitmore), ,0-0, , ,
11:35.0, , ,0-0, ,D. Brooks misses 3-pt jump shot from 24 ft,
11:32.0,Defensive rebound by J. Brown, ,0-0, , ,
11:27.0,J. Tatum makes 2-pt dunk from 1 ft (assist by J. Brown),+2,2-0, , ,
11:17.0, , ,2-0, ,Turnover by J. Green (lost ball; steal by J. Brown),
11:10.0,S. Hauser misses 3-pt jump shot from 25 ft, ,2-0, , ,
11:06.0, , ,2-0, ,Defensive rebound by A. Thompson,
10:57.0, , ,2-0, ,A. Sengun misses 2-pt jump shot from 11 ft,
10:57.0,Defensive rebound by D. White, ,2-0, , ,
10:47.0,J. Tatum misses 2-pt jump shot from 7 ft, ,2-0, , ,
10:45.0, , ,2-0, ,Defensive rebound by J. Green,
10:40.0, , ,2-0, ,Shooting foul by K. Porziņģis (drawn by J. Green),
10:40.0, , ,2-0, ,J. Green misses free throw 1 of 2,
10:40.0, , ,2-0, ,Offensive rebound by Team,
10:40.0, , ,2-1,+1,J. Green makes free throw 2 of 2,
10:29.0,J. Brown misses 2-pt layup from 3 ft (block by C. Whitmore), ,2-1, , ,
10:27.0, , ,2-1, ,Defensive rebound by A. Thompson,
10:21.0, , ,2-1, ,D. Brooks misses 3-pt jump shot from 25 ft,
10:20.0,Defensive rebound by D. White, ,2-1, , ,
10:07.0,K. Porziņģis misses 3-pt jump shot from 24 ft, ,2-1, , ,
10:06.0, , ,2-1, ,Defensive rebound by J. Green,
9:57.0, , ,2-1, ,J. Green misses 2-pt jump shot from 14 ft (block by S. Hauser),
9:54.0, , ,2-1, ,Offensive rebound by J. Green,
9:54.0, , ,2-1, ,A. Sengun misses 2-pt jump shot from 8 ft (block by K. Porziņģis),
9:48.0,Defensive rebound by J. Tatum, ,2-1, , ,
9:43.0,K. Porziņģis misses 3-pt jump shot from 26 ft, ,2-1, , ,
9:41.0, , ,2-1, ,Defensive rebound by A. Sengun,
9:25.0, , ,2-1, ,A. Sengun misses 2-pt hook shot from 5 ft,
9:23.0,Defensive rebound by K. Porziņģis, ,2-1, , ,
9:12.0,J. Brown misses 2-pt jump shot from 7 ft, ,2-1, , ,
9:12.0, , ,2-1, ,Defensive rebound by A. Thompson,
9:04.0, , ,2-3,+2,J. Green makes 2-pt layup from 3 ft,Lead change
8:55.0,S. Hauser makes 3-pt jump shot from 24 ft (assist by J. Brown),+3,5-3, , ,Lead change
8:36.0, , ,5-5,+2,J. Green makes 2-pt layup from 2 ft (assist by A. Sengun),Tie
8:26.0,D. White makes 3-pt jump shot from 25 ft (assist by S. Hauser),+3,8-5, , ,
8:11.0, , ,8-5, ,A. Thompson misses 2-pt jump shot from 22 ft,
8:10.0,Defensive rebound by D. White, ,8-5, , ,
8:01.0,Shooting foul by A. Thompson (drawn by J. Tatum), ,8-5, , ,
8:01.0,J. Tatum misses free throw 1 of 2, ,8-5, , ,
8:01.0,Offensive rebound by Team, ,8-5, , ,
8:01.0,J. Tatum makes free throw 2 of 2,+1,9-5, , ,
7:44.0, , ,9-5, ,Turnover by A. Sengun (bad pass; steal by J. Tatum),
7:44.0,Personal foul by A. Sengun (drawn by J. Tatum), ,9-5, , ,
7:44.0,J. Tatum makes free throw 1 of 1,+1,10-5, , ,
7:31.0,J. Tatum misses 2-pt jump shot from 21 ft, ,10-5, , ,
7:29.0, , ,10-5, ,Defensive rebound by A. Sengun,
7:16.0, , ,10-5, ,D. Brooks misses 2-pt layup from 6 ft (block by D. White),
7:16.0, , ,10-5, ,Offensive rebound by Team,
7:14.0, , ,10-5, ,C. Whitmore misses 2-pt jump shot from 18 ft,
7:12.0,Defensive rebound by J. Brown, ,10-5, , ,
6:59.0,J. Tatum misses 2-pt layup from 3 ft, ,10-5, , ,
6:57.0, , ,10-5, ,Defensive rebound by A. Sengun,
6:53.0, , ,10-5, ,D. Brooks misses 2-pt layup from 2 ft (block by K. Porziņģis),
6:51.0,Defensive rebound by S. Hauser, ,10-5, , ,
6:48.0,J. Brown makes 2-pt layup from 3 ft (assist by S. Hauser),+2,12-5, , ,
6:33.0, , ,12-8,+3,D. Brooks makes 3-pt jump shot from 24 ft (assist by A. Sengun),
6:18.0,D. White misses 3-pt jump shot from 25 ft, ,12-8, , ,
6:16.0,Offensive rebound by J. Tatum, ,12-8, , ,
6:13.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Tatum),+3,15-8, , ,
6:03.0, , ,15-8, ,J. Green misses 3-pt jump shot from 27 ft,
6:00.0,Defensive rebound by J. Brown, ,15-8, , ,
5:52.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Brown),+3,18-8, , ,
5:51.0, , ,18-8, ,Houston full timeout,
5:51.0,L. Kornet enters the game for J. Tatum, ,18-8, , ,
5:51.0,P. Pritchard enters the game for D. White, ,18-8, , ,
5:51.0, , ,18-8, ,A. Holiday enters the game for D. Brooks,
5:51.0, , ,18-8, ,Violation by Team (delay of game),
5:33.0, , ,18-10,+2,A. Sengun makes 2-pt hook shot from 6 ft,
5:17.0,K. Porziņģis misses 2-pt jump shot from 5 ft, ,18-10, , ,
5:16.0,Offensive rebound by K. Porziņģis, ,18-10, , ,
5:16.0,K. Porziņģis misses 2-pt layup at rim, ,18-10, , ,
5:16.0,Offensive rebound by K. Porziņģis, ,18-10, , ,
5:15.0,K. Porziņģis makes 2-pt layup at rim,+2,20-10, , ,
4:53.0, , ,20-10, ,J. Green misses 2-pt jump shot from 8 ft,
4:53.0,Defensive rebound by L. Kornet, ,20-10, , ,
4:42.0,J. Brown makes 2-pt jump shot from 19 ft (assist by P. Pritchard),+2,22-10, , ,
4:33.0, , ,22-10, ,Shooting foul by L. Kornet (drawn by A. Thompson),
4:33.0, , ,22-11,+1,A. Thompson makes free throw 1 of 2,
4:33.0, , ,22-11, ,J. Tate enters the game for C. Whitmore,
4:33.0, , ,22-12,+1,A. Thompson makes free throw 2 of 2,
4:15.0,S. Hauser misses 3-pt jump shot from 26 ft, ,22-12, , ,
4:15.0, , ,22-12, ,Defensive rebound by A. Holiday,
4:07.0, , ,22-14,+2,A. Sengun makes 2-pt layup from 5 ft (assist by A. Thompson),
3:57.0,J. Brown misses 2-pt jump shot from 17 ft, ,22-14, , ,
3:57.0,Offensive rebound by S. Hauser, ,22-14, , ,
3:52.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by S. Hauser),+3,25-14, , ,
3:36.0, , ,25-16,+2,A. Holiday makes 2-pt jump shot from 13 ft,
3:10.0,S. Hauser misses 3-pt jump shot from 22 ft, ,25-16, , ,
3:10.0,Offensive rebound by L. Kornet, ,25-16, , ,
3:10.0,L. Kornet makes 2-pt layup at rim,+2,27-16, , ,
2:53.0, , ,27-18,+2,A. Sengun makes 2-pt hook shot from 3 ft (assist by A. Thompson),
2:39.0,Shooting foul by A. Holiday (drawn by K. Porziņģis), ,27-18, , ,
2:39.0,Boston full timeout, ,27-18, , ,
2:39.0,J. Tatum enters the game for J. Brown, ,27-18, , ,
2:39.0,D. White enters the game for S. Hauser, ,27-18, , ,
2:39.0, , ,27-18, ,D. Brooks enters the game for J. Green,
2:39.0, , ,27-18, ,J. Landale enters the game for A. Sengun,
2:39.0, , ,27-18, ,J. Williams enters the game for A. Thompson,
2:39.0,K. Porziņģis makes free throw 1 of 2,+1,28-18, , ,
2:39.0,K. Porziņģis makes free throw 2 of 2,+1,29-18, , ,
2:20.0, , ,29-20,+2,J. Williams makes 2-pt jump shot from 9 ft (assist by D. Brooks),
2:02.0,D. White makes 2-pt jump shot from 11 ft,+2,31-20, , ,
1:53.0, , ,31-22,+2,A. Holiday makes 2-pt layup from 1 ft,
1:38.0,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by P. Pritchard),+2,33-22, , ,
1:25.0, , ,33-25,+3,D. Brooks makes 3-pt jump shot from 24 ft (assist by A. Holiday),
1:07.0,Turnover by J. Tatum (bad pass), ,33-25, , ,
1:07.0,O. Brissett enters the game for K. Porziņģis, ,33-25, , ,
0:51.0, , ,33-25, ,J. Tate misses 2-pt hook shot from 9 ft (block by L. Kornet),
0:51.0,Defensive rebound by J. Tatum, ,33-25, , ,
0:51.0,Personal foul by A. Holiday (drawn by J. Tatum), ,33-25, , ,
0:29.0,Shooting foul by D. Brooks (drawn by J. Tatum), ,33-25, , ,
0:29.0,J. Tatum makes free throw 1 of 2,+1,34-25, , ,
0:29.0,J. Tatum makes free throw 2 of 2,+1,35-25, , ,
0:15.0, , ,35-25, ,D. Brooks misses 3-pt jump shot from 26 ft,
0:13.0,Defensive rebound by D. White, ,35-25, , ,
0:00.0,J. Tatum misses 2-pt layup from 8 ft (block by J. Tate), ,35-25, , ,
0:00.0,Offensive rebound by Team, ,35-25, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Boston,,Score,,Houston,
12:00.0,Start of 2nd quarter,
11:42.0,Turnover by D. White (bad pass), ,35-25, , ,
11:22.0, , ,35-25, ,Shooting foul by D. White (drawn by D. Brooks),
11:22.0, , ,35-26,+1,D. Brooks makes free throw 1 of 2,
11:22.0, , ,35-27,+1,D. Brooks makes free throw 2 of 2,
11:07.0,J. Tatum makes 2-pt layup from 3 ft (assist by O. Brissett),+2,37-27, , ,
10:55.0, , ,37-29,+2,A. Holiday makes 2-pt layup from 2 ft,
10:42.0,J. Tatum misses 3-pt jump shot from 26 ft, ,37-29, , ,
