A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Oklahoma City,
12:00.0,Jump ball: K. Porziņģis vs. C. Holmgren (D. White gains possession),
11:43.0,J. Brown misses 3-pt jump shot from 26 ft, ,0-0, , ,
11:40.0, , ,0-0, ,Defensive rebound by J. Giddey,
11:29.0, , ,0-2,+2,S. Gilgeous-Alexander makes 2-pt jump shot from 14 ft (assist by C. Holmgren),
11:16.0,Turnover by J. Tatum (bad pass), ,0-2, , ,
10:57.0, , ,0-4,+2,J. Williams makes 2-pt layup from 2 ft (assist by J. Giddey),
10:45.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by J. Brown),+2,2-4, , ,
10:30.0, , ,2-6,+2,C. Holmgren makes 2-pt jump shot from 8 ft,
10:16.0,Shooting foul by S. Gilgeous-Alexander (drawn by J. Holiday), ,2-6, , ,
10:16.0,J. Holiday makes free throw 1 of 2,+1,3-6, , ,
10:16.0,J. Holiday misses free throw 2 of 2, ,3-6, , ,
10:12.0,Offensive rebound by K. Porziņģis, ,3-6, , ,
10:07.0,J. Tatum misses 2-pt layup from 3 ft, ,3-6, , ,
10:04.0,Offensive rebound by J. Tatum, ,3-6, , ,
9:58.0,D. White makes 3-pt jump shot from 25 ft (assist by J. Holiday),+3,6-6, , ,Tie
9:41.0, , ,6-6, ,J. Giddey misses 2-pt jump shot from 7 ft,
9:39.0,Defensive rebound by J. Tatum, ,6-6, , ,
9:39.0,Turnover by J. Tatum (step out of bounds), ,6-6, , ,
9:27.0, , ,6-9,+3,J. Giddey makes 3-pt jump shot from 23 ft (assist by C. Holmgren),
9:20.0,Personal foul by J. Williams (drawn by J. Brown), ,6-9, , ,
9:17.0,Turnover by J. Holiday (step out of bounds), ,6-9, , ,
9:01.0, , ,6-9, ,J. Giddey misses 2-pt layup from 2 ft,
8:59.0,Defensive rebound by J. Tatum, ,6-9, , ,
8:56.0,D. White misses 3-pt jump shot from 26 ft, ,6-9, , ,
8:52.0,Offensive rebound by K. Porziņģis, ,6-9, , ,
8:50.0,K. Porziņģis makes 2-pt layup from 1 ft,+2,8-9, , ,
8:38.0, , ,8-12,+3,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft,
8:23.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Tatum),+3,11-12, , ,
8:07.0, , ,11-15,+3,J. Giddey makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),
7:43.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Tatum),+3,14-15, , ,
7:34.0, , ,14-15, ,Oklahoma City full timeout,
7:22.0, , ,14-15, ,J. Giddey misses 3-pt jump shot from 24 ft,
