A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Philadelphia,
12:00.0,Jump ball: K. Porziņģis vs. J. Embiid (K. Oubre gains possession),
11:51.0, , ,0-2,+2,K. Oubre makes 2-pt dunk from 3 ft,
11:34.0,J. Brown misses 2-pt jump shot from 23 ft, ,0-2, , ,
11:30.0, , ,0-2, ,Defensive rebound by J. Embiid,
11:14.0, , ,0-4,+2,T. Maxey makes 2-pt jump shot from 5 ft,
10:58.0,K. Porziņģis misses 3-pt jump shot from 27 ft, ,0-4, , ,
10:55.0, , ,0-4, ,Defensive rebound by T. Harris,
10:51.0, , ,0-4, ,Shooting foul by J. Brown (drawn by T. Harris),
10:51.0, , ,0-5,+1,T. Harris makes free throw 1 of 2,
10:51.0, , ,0-6,+1,T. Harris makes free throw 2 of 2,
10:35.0,J. Brown misses 3-pt jump shot from 28 ft, ,0-6, , ,
10:31.0, , ,0-6, ,Defensive rebound by K. Oubre,
10:20.0, , ,0-6, ,T. Maxey misses 3-pt jump shot from 28 ft,
10:16.0,Defensive rebound by D. White, ,0-6, , ,
10:09.0,J. Tatum makes 2-pt dunk from 1 ft,+2,2-6, , ,
9:54.0, , ,2-6, ,T. Harris misses 3-pt jump shot from 26 ft,
9:50.0,Defensive rebound by D. White, ,2-6, , ,
9:48.0,D. White misses 3-pt jump shot from 26 ft, ,2-6, , ,
9:44.0,Offensive rebound by K. Porziņģis, ,2-6, , ,
9:44.0,K. Porziņģis misses 2-pt layup at rim, ,2-6, , ,
9:43.0,Offensive rebound by K. Porziņģis, ,2-6, , ,
9:41.0,K. Porziņģis misses 2-pt layup from 4 ft, ,2-6, , ,
9:39.0, , ,2-6, ,Defensive rebound by K. Oubre,
9:36.0, , ,2-6, ,D. Melton misses 3-pt jump shot from 26 ft,
9:34.0,Defensive rebound by J. Tatum, ,2-6, , ,
9:23.0,K. Porziņģis misses 3-pt jump shot from 26 ft, ,2-6, , ,
9:20.0, , ,2-6, ,Defensive rebound by D. Melton,
9:12.0, , ,2-6, ,Shooting foul by K. Porziņģis (drawn by J. Embiid),
9:12.0, , ,2-7,+1,J. Embiid makes free throw 1 of 2,
9:12.0, , ,2-8,+1,J. Embiid makes free throw 2 of 2,
8:51.0,J. Tatum misses 2-pt jump shot from 15 ft, ,2-8, , ,
8:44.0,Offensive rebound by D. White, ,2-8, , ,
8:44.0,D. White makes 2-pt layup at rim,+2,4-8, , ,
8:33.0, , ,4-10,+2,J. Embiid makes 2-pt dunk from 1 ft,
8:16.0,Turnover by J. Tatum (out of bounds lost ball), ,4-10, , ,
8:02.0, , ,4-10, ,J. Embiid misses 2-pt jump shot from 6 ft,
8:00.0,Defensive rebound by J. Tatum, ,4-10, , ,
7:56.0,J. Brown makes 2-pt dunk from 1 ft (assist by D. White),+2,6-10, , ,
7:44.0, , ,6-10, ,Turnover by J. Embiid (bad pass; steal by J. Tatum),
7:41.0,J. Tatum makes 2-pt dunk at rim (assist by K. Porziņģis),+2,8-10, , ,
7:21.0, , ,8-10, ,T. Maxey misses 3-pt jump shot from 29 ft,
7:19.0,Defensive rebound by D. White, ,8-10, , ,
7:16.0,J. Holiday makes 2-pt layup from 1 ft (assist by D. White),+2,10-10, , ,Tie
7:07.0, , ,10-10, ,Philadelphia full timeout,
6:55.0, , ,10-10, ,Turnover by J. Embiid (lost ball; steal by J. Holiday),
