A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Washington,
12:00.0,Jump ball: A. Horford vs. R. Holmes (S. Hauser gains possession),
11:44.0,Shooting foul by J. Champagnie (drawn by J. Tatum), ,0-0, , ,
11:44.0,J. Tatum makes free throw 1 of 2,+1,1-0, , ,
11:44.0,J. Tatum misses free throw 2 of 2, ,1-0, , ,
11:41.0, , ,1-0, ,Defensive rebound by R. Holmes,
11:30.0, , ,1-0, ,C. Kispert misses 3-pt jump shot from 23 ft,
11:26.0,Defensive rebound by J. Tatum, ,1-0, , ,
11:13.0,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Tatum),+3,4-0, , ,
10:59.0, , ,4-0, ,J. Champagnie misses 3-pt jump shot from 24 ft,
10:57.0,Defensive rebound by J. Tatum, ,4-0, , ,
10:53.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by J. Tatum),+3,7-0, , ,
10:34.0, , ,7-3,+3,J. Champagnie makes 3-pt jump shot from 24 ft (assist by J. Poole),
10:23.0,Offensive foul by A. Horford (drawn by J. Poole), ,7-3, , ,
10:23.0,Turnover by A. Horford (offensive foul), ,7-3, , ,
10:11.0, , ,7-5,+2,J. Poole makes 2-pt jump shot from 10 ft,
9:50.0,J. Tatum makes 3-pt jump shot from 23 ft,+3,10-5, , ,
9:39.0, , ,10-8,+3,J. Poole makes 3-pt jump shot from 28 ft,
9:26.0,Turnover by J. Tatum (bad pass; steal by J. Champagnie), ,10-8, , ,
9:21.0, , ,10-10,+2,R. Holmes makes 2-pt layup from 2 ft (assist by J. Champagnie),Tie
9:01.0,J. Tatum makes 3-pt jump shot from 28 ft (assist by J. Holiday),+3,13-10, , ,
8:46.0, , ,13-13,+3,J. Poole makes 3-pt jump shot from 31 ft (assist by C. Kispert),Tie
8:26.0,J. Holiday misses 2-pt layup from 4 ft (block by P. Baldwin), ,13-13, , ,
8:22.0, , ,13-13, ,Defensive rebound by C. Kispert,
8:18.0, , ,13-13, ,J. Poole misses 3-pt jump shot from 27 ft,
8:18.0,Defensive rebound by J. Tatum, ,13-13, , ,
7:58.0,Turnover by J. Holiday (bad pass; steal by P. Baldwin), ,13-13, , ,
7:53.0, , ,13-13, ,P. Baldwin misses 2-pt layup from 1 ft,
7:49.0,Defensive rebound by S. Hauser, ,13-13, , ,
7:48.0,Personal foul by C. Kispert (drawn by J. Tatum), ,13-13, , ,
7:40.0,J. Holiday makes 2-pt layup from 5 ft,+2,15-13, , ,
7:23.0, , ,15-13, ,Turnover by J. Poole (lost ball; steal by S. Hauser),
7:16.0,J. Tatum misses 3-pt jump shot from 27 ft, ,15-13, , ,
7:11.0,Offensive rebound by O. Brissett, ,15-13, , ,
7:11.0,Personal foul by J. Poole (drawn by O. Brissett), ,15-13, , ,
7:01.0,Shooting foul by R. Holmes (drawn by O. Brissett), ,15-13, , ,
7:01.0,O. Brissett makes free throw 1 of 2,+1,16-13, , ,
7:01.0,O. Brissett makes free throw 2 of 2,+1,17-13, , ,
6:49.0, , ,17-13, ,Shooting foul by O. Brissett (drawn by J. Champagnie),
6:49.0, , ,17-13, ,Washington full timeout,
6:49.0, , ,17-13, ,J. Davis enters the game for C. Kispert,
6:49.0, , ,17-14,+1,J. Champagnie makes free throw 1 of 2,
6:49.0, , ,17-15,+1,J. Champagnie makes free throw 2 of 2,
6:38.0,A. Horford misses 3-pt jump shot from 24 ft, ,17-15, , ,
6:36.0, , ,17-15, ,Defensive rebound by R. Holmes,
6:25.0, , ,17-17,+2,J. Champagnie makes 2-pt layup from 2 ft (assist by J. Poole),Tie
