A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Utah,
12:00.0,Jump ball: L. Kornet vs. J. Collins (D. White gains possession),
11:44.0,L. Kornet makes 2-pt layup from 4 ft (assist by J. Holiday),+2,2-0, , ,
11:28.0, , ,2-3,+3,K. George makes 3-pt jump shot from 26 ft (assist by B. Sensabaugh),Lead change
10:59.0,D. White misses 2-pt jump shot from 16 ft, ,2-3, , ,
10:53.0, , ,2-3, ,Defensive rebound by J. Collins,
10:43.0, , ,2-3, ,Shooting foul by L. Kornet (drawn by J. Collins),
10:43.0, , ,2-4,+1,J. Collins makes free throw 1 of 2,
10:43.0, , ,2-5,+1,J. Collins makes free throw 2 of 2,
10:34.0,S. Hauser misses 3-pt jump shot from 25 ft, ,2-5, , ,
10:30.0, , ,2-5, ,Defensive rebound by L. Šamanić,
10:25.0, , ,2-7,+2,K. George makes 2-pt jump shot from 22 ft,
10:12.0,S. Hauser makes 3-pt jump shot from 26 ft (assist by L. Kornet),+3,5-7, , ,
9:58.0, , ,5-9,+2,K. George makes 2-pt jump shot from 10 ft (assist by C. Sexton),
9:52.0,D. White makes 3-pt jump shot from 26 ft (assist by J. Holiday),+3,8-9, , ,
9:30.0, , ,8-9, ,C. Sexton misses 3-pt jump shot from 24 ft,
9:26.0, , ,8-9, ,Offensive rebound by C. Sexton,
9:25.0, , ,8-9, ,Turnover by C. Sexton (bad pass; steal by S. Hauser),
9:19.0,J. Tatum makes 2-pt dunk from 4 ft (assist by S. Hauser),+2,10-9, , ,Lead change
9:05.0, , ,10-11,+2,C. Sexton makes 2-pt layup from 4 ft,Lead change
9:05.0,Violation by Team (def goaltending), ,10-11, , ,
8:50.0,J. Tatum makes 2-pt jump shot from 7 ft,+2,12-11, , ,Lead change
8:42.0, , ,12-11, ,Personal foul by J. Tatum (drawn by L. Šamanić),
8:33.0, , ,12-13,+2,L. Šamanić makes 2-pt dunk from 3 ft (assist by C. Sexton),Lead change
8:16.0,D. White makes 3-pt jump shot from 25 ft (assist by L. Kornet),+3,15-13, , ,Lead change
8:06.0, , ,15-13, ,Offensive foul by C. Sexton (drawn by D. White),
8:06.0, , ,15-13, ,Turnover by C. Sexton (offensive foul),
7:53.0,Shooting foul by K. George (drawn by J. Tatum), ,15-13, , ,
7:53.0, , ,15-13, ,Utah full timeout,
7:53.0, , ,15-13, ,Instant Replay (Challenge: Ruling Stands),
7:53.0,J. Tatum makes free throw 1 of 3,+1,16-13, , ,
7:53.0,J. Tatum makes free throw 2 of 3,+1,17-13, , ,
7:53.0,J. Tatum makes free throw 3 of 3,+1,18-13, , ,
7:36.0, , ,18-16,+3,J. Collins makes 3-pt jump shot from 26 ft (assist by K. George),
7:19.0,J. Tatum misses 2-pt jump shot from 17 ft, ,18-16, , ,
7:18.0,Offensive rebound by Team, ,18-16, , ,
7:15.0,D. White misses 3-pt jump shot from 23 ft, ,18-16, , ,
7:13.0, , ,18-16, ,Defensive rebound by L. Šamanić,
7:06.0, , ,18-16, ,Turnover by J. Collins (off goaltending),
6:54.0,S. Hauser makes 3-pt jump shot from 25 ft (assist by J. Holiday),+3,21-16, , ,
6:44.0, , ,21-16, ,Shooting foul by D. White (drawn by K. George),
6:44.0, , ,21-17,+1,K. George makes free throw 1 of 2,
6:44.0,O. Brissett enters the game for S. Hauser, ,21-17, , ,
6:44.0,P. Pritchard enters the game for J. Holiday, ,21-17, , ,
6:44.0, , ,21-17, ,K. Dunn enters the game for B. Sensabaugh,
6:44.0, , ,21-17, ,K. George misses free throw 2 of 2,
