A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Golden State,
12:00.0,Jump ball: A. Horford vs. K. Looney (D. White gains possession),
11:41.0,J. Holiday misses 3-pt jump shot from 29 ft, ,0-0, , ,
11:39.0, , ,0-0, ,Defensive rebound by K. Looney,
11:21.0, , ,0-2,+2,S. Curry makes 2-pt jump shot from 13 ft (assist by K. Thompson),
11:10.0,D. White makes 3-pt jump shot from 23 ft (assist by A. Horford),+3,3-2, , ,Lead change
10:56.0, , ,3-2, ,K. Thompson misses 3-pt jump shot from 26 ft,
10:53.0,Defensive rebound by A. Horford, ,3-2, , ,
10:47.0,A. Horford misses 3-pt jump shot from 27 ft, ,3-2, , ,
10:47.0,Offensive rebound by J. Tatum, ,3-2, , ,
10:41.0,D. White makes 3-pt jump shot from 26 ft (assist by J. Tatum),+3,6-2, , ,
10:27.0, , ,6-4,+2,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Looney),
10:11.0,A. Horford misses 3-pt jump shot from 24 ft, ,6-4, , ,
10:09.0,Offensive rebound by Team, ,6-4, , ,
10:07.0,J. Brown misses 3-pt jump shot from 26 ft, ,6-4, , ,
10:04.0, , ,6-4, ,Defensive rebound by B. Podziemski,
9:54.0, , ,6-4, ,Shooting foul by J. Holiday (drawn by J. Kuminga),
9:54.0, , ,6-4, ,J. Kuminga misses free throw 1 of 2,
9:54.0, , ,6-4, ,Offensive rebound by Team,
9:54.0, , ,6-4, ,J. Kuminga misses free throw 2 of 2,
9:52.0,Defensive rebound by A. Horford, ,6-4, , ,
9:42.0,J. Tatum makes 2-pt layup from 5 ft,+2,8-4, , ,
9:27.0, , ,8-4, ,J. Kuminga misses 3-pt jump shot from 26 ft,
9:24.0, , ,8-4, ,Offensive rebound by K. Looney,
9:18.0, , ,8-4, ,B. Podziemski misses 3-pt jump shot from 25 ft,
9:16.0,Defensive rebound by A. Horford, ,8-4, , ,
9:06.0,A. Horford misses 2-pt layup from 3 ft, ,8-4, , ,
9:04.0, , ,8-4, ,Defensive rebound by K. Looney,
8:58.0, , ,8-4, ,B. Podziemski misses 3-pt jump shot from 25 ft,
8:58.0,Defensive rebound by J. Tatum, ,8-4, , ,
8:50.0,J. Tatum misses 3-pt jump shot from 28 ft, ,8-4, , ,
8:47.0, , ,8-4, ,Defensive rebound by B. Podziemski,
8:38.0, , ,8-4, ,Turnover by K. Looney (bad pass; steal by J. Tatum),
8:36.0,J. Tatum makes 2-pt dunk from 4 ft,+2,10-4, , ,
8:22.0, , ,10-7,+3,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),
8:05.0,J. Brown makes 2-pt jump shot from 14 ft,+2,12-7, , ,
7:51.0, , ,12-7, ,K. Thompson misses 3-pt jump shot from 25 ft (block by D. White),
7:48.0, , ,12-7, ,Offensive rebound by J. Kuminga,
7:45.0, , ,12-9,+2,J. Kuminga makes 2-pt layup at rim,
7:45.0,Personal foul by B. Podziemski (drawn by D. White), ,12-9, , ,
7:45.0,S. Hauser enters the game for J. Tatum, ,12-9, , ,
7:32.0,J. Brown misses 2-pt jump shot from 10 ft, ,12-9, , ,
7:29.0, , ,12-9, ,Defensive rebound by S. Curry,
7:20.0, , ,12-9, ,Turnover by S. Curry (traveling),
7:06.0,J. Brown makes 2-pt layup from 4 ft (assist by A. Horford),+2,14-9, , ,
6:57.0, , ,14-11,+2,S. Curry makes 2-pt layup from 8 ft,
6:57.0, , ,14-11, ,Shooting foul by J. Brown (drawn by S. Curry),
6:57.0, , ,14-11, ,Golden State full timeout,
6:57.0,O. Brissett enters the game for J. Holiday, ,14-11, , ,
6:57.0, , ,14-11, ,C. Paul enters the game for B. Podziemski,
6:57.0, , ,14-12,+1,S. Curry makes free throw 1 of 1,
6:41.0,O. Brissett makes 2-pt dunk from 4 ft (assist by J. Brown),+2,16-12, , ,
6:27.0, , ,16-12, ,Turnover by S. Curry (bad pass; steal by O. Brissett),
6:23.0,O. Brissett makes 2-pt dunk from 4 ft,+2,18-12, , ,
6:07.0, , ,18-14,+2,K. Thompson makes 2-pt jump shot from 13 ft (assist by C. Paul),
5:51.0,A. Horford makes 3-pt jump shot from 27 ft (assist by D. White),+3,21-14, , ,
5:33.0, , ,21-16,+2,J. Kuminga makes 2-pt dunk from 3 ft,
5:17.0,S. Hauser misses 3-pt jump shot from 27 ft, ,21-16, , ,
5:15.0, , ,21-16, ,Defensive rebound by K. Looney,
5:10.0, , ,21-16, ,S. Curry misses 3-pt jump shot from 26 ft (block by D. White),
5:07.0,Defensive rebound by A. Horford, ,21-16, , ,
5:04.0,O. Brissett makes 2-pt layup from 5 ft (assist by J. Brown),+2,23-16, , ,
4:46.0, , ,23-19,+3,K. Thompson makes 3-pt jump shot from 27 ft (assist by J. Kuminga),
4:34.0,J. Brown makes 2-pt layup from 5 ft (assist by D. White),+2,25-19, , ,
4:12.0, , ,25-21,+2,K. Looney makes 2-pt layup from 4 ft (assist by J. Kuminga),
4:12.0, , ,25-21, ,Shooting foul by S. Hauser (drawn by K. Looney),
4:12.0, , ,25-21, ,M. Moody enters the game for J. Kuminga,
4:12.0, , ,25-21, ,A. Wiggins enters the game for K. Thompson,
4:12.0, , ,25-22,+1,K. Looney makes free throw 1 of 1,
4:00.0,D. White makes 3-pt jump shot from 29 ft (assist by A. Horford),+3,28-22, , ,
3:44.0, , ,28-22, ,C. Paul misses 3-pt jump shot from 26 ft,
3:40.0,Defensive rebound by J. Brown, ,28-22, , ,
3:39.0,J. Brown makes 2-pt layup from 4 ft,+2,30-22, , ,
3:39.0,Shooting foul by S. Curry (drawn by J. Brown), ,30-22, , ,
3:39.0, , ,30-22, ,B. Podziemski enters the game for S. Curry,
3:39.0, , ,30-22, ,D. Šarić enters the game for K. Looney,
3:39.0,J. Brown makes free throw 1 of 1,+1,31-22, , ,
3:27.0, , ,31-22, ,A. Wiggins misses 2-pt layup from 6 ft (block by D. White),
3:24.0, , ,31-22, ,Offensive rebound by A. Wiggins,
3:24.0, , ,31-22, ,A. Wiggins misses 2-pt layup at rim,
3:24.0,Defensive rebound by Team, ,31-22, , ,
3:24.0,P. Pritchard enters the game for D. White, ,31-22, , ,
3:13.0,J. Brown makes 3-pt jump shot from 27 ft (assist by A. Horford),+3,34-22, , ,
2:50.0, , ,34-24,+2,B. Podziemski makes 2-pt layup from 3 ft,
2:32.0,J. Brown misses 2-pt jump shot from 11 ft, ,34-24, , ,
2:29.0,Offensive rebound by J. Brown, ,34-24, , ,
2:29.0,J. Brown misses 2-pt dunk from 1 ft, ,34-24, , ,
2:27.0, , ,34-24, ,Defensive rebound by C. Paul,
2:20.0, , ,34-27,+3,D. Šarić makes 3-pt jump shot from 27 ft (assist by C. Paul),
2:19.0,Boston full timeout, ,34-27, , ,
2:19.0,J. Holiday enters the game for O. Brissett, ,34-27, , ,
2:19.0,S. Mykhailiuk enters the game for J. Brown, ,34-27, , ,
2:19.0,N. Queta enters the game for A. Horford, ,34-27, , ,
1:58.0,Turnover by J. Holiday (out of bounds lost ball), ,34-27, , ,
1:43.0, , ,34-27, ,A. Wiggins misses 2-pt jump shot from 18 ft,
1:39.0,Defensive rebound by S. Hauser, ,34-27, , ,
1:28.0,N. Queta misses 2-pt layup from 4 ft, ,34-27, , ,
1:25.0,Offensive rebound by N. Queta, ,34-27, , ,
1:25.0,N. Queta misses 2-pt layup at rim, ,34-27, , ,
1:21.0,Offensive rebound by N. Queta, ,34-27, , ,
1:21.0,N. Queta makes 2-pt layup at rim,+2,36-27, , ,
1:12.0, , ,36-27, ,M. Moody misses 2-pt layup from 5 ft,
1:08.0,Defensive rebound by J. Holiday, ,36-27, , ,
1:07.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft, ,36-27, , ,
1:03.0, , ,36-27, ,Defensive rebound by C. Paul,
0:58.0, , ,36-30,+3,B. Podziemski makes 3-pt jump shot from 26 ft,
0:41.0,P. Pritchard makes 2-pt jump shot from 19 ft,+2,38-30, , ,
0:21.0, , ,38-30, ,M. Moody misses 3-pt jump shot from 25 ft,
0:16.0,Defensive rebound by J. Holiday, ,38-30, , ,
0:01.0,J. Holiday makes 2-pt jump shot from 10 ft,+2,40-30, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Boston,,Score,,Golden State,
12:00.0,Start of 2nd quarter,
11:46.0, , ,40-33,+3,M. Moody makes 3-pt jump shot from 25 ft,
11:24.0,J. Holiday misses 2-pt jump shot from 17 ft, ,40-33, , ,
11:21.0, , ,40-33, ,Defensive rebound by D. Šarić,
11:12.0, , ,40-36,+3,D. Šarić makes 3-pt jump shot from 25 ft (assist by C. Paul),
10:53.0,S. Hauser misses 3-pt jump shot from 24 ft, ,40-36, , ,
10:50.0, , ,40-36, ,Defensive rebound by D. Šarić,
10:49.0, , ,40-36, ,Turnover by D. Šarić (lost ball; steal by J. Holiday),
10:48.0,J. Holiday makes 2-pt layup from 4 ft,+2,42-36, , ,
10:36.0, , ,42-36, ,Shooting foul by J. Holiday (drawn by D. Šarić),
10:36.0, , ,42-37,+1,D. Šarić makes free throw 1 of 2,
