A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Phoenix,
12:00.0,Jump ball: A. Horford vs. J. Nurkić (J. Brown gains possession),
11:53.0,J. Brown misses 2-pt layup from 3 ft, ,0-0, , ,
11:51.0, , ,0-0, ,Defensive rebound by J. Nurkić,
11:47.0, , ,0-0, ,K. Durant misses 3-pt jump shot from 25 ft,
11:42.0,Defensive rebound by J. Brown, ,0-0, , ,
11:34.0,Shooting foul by B. Beal (drawn by J. Holiday), ,0-0, , ,
11:34.0,J. Holiday makes free throw 1 of 2,+1,1-0, , ,
11:34.0,J. Holiday makes free throw 2 of 2,+1,2-0, , ,
11:18.0, , ,2-2,+2,K. Durant makes 2-pt jump shot from 14 ft (assist by J. Nurkić),Tie
11:05.0,A. Horford misses 3-pt jump shot from 25 ft, ,2-2, , ,
11:02.0,Offensive rebound by D. White, ,2-2, , ,
11:00.0,J. Tatum makes 2-pt layup from 1 ft (assist by D. White),+2,4-2, , ,
10:48.0, , ,4-2, ,K. Durant misses 2-pt jump shot from 10 ft,
10:46.0,Defensive rebound by A. Horford, ,4-2, , ,
10:38.0,J. Brown misses 2-pt layup from 2 ft, ,4-2, , ,
10:36.0, , ,4-2, ,Defensive rebound by G. Allen,
10:22.0, , ,4-4,+2,J. Nurkić makes 2-pt hook shot from 2 ft (assist by B. Beal),Tie
10:04.0,J. Tatum misses 2-pt layup at rim, ,4-4, , ,
10:02.0, , ,4-4, ,Defensive rebound by G. Allen,
9:59.0, , ,4-4, ,Turnover by G. Allen (bad pass; steal by J. Brown),
9:56.0,J. Brown makes 2-pt dunk from 1 ft,+2,6-4, , ,
9:48.0, , ,6-6,+2,G. Allen makes 2-pt layup from 2 ft,Tie
9:36.0,J. Brown makes 3-pt jump shot from 25 ft (assist by J. Holiday),+3,9-6, , ,
9:19.0, , ,9-8,+2,K. Durant makes 2-pt jump shot from 10 ft,
9:08.0,D. White makes 2-pt jump shot from 7 ft (assist by J. Holiday),+2,11-8, , ,
8:54.0, , ,11-8, ,Shooting foul by A. Horford (drawn by J. Nurkić),
8:54.0, , ,11-9,+1,J. Nurkić makes free throw 1 of 2,
8:54.0, , ,11-9, ,J. Nurkić misses free throw 2 of 2,
8:51.0,Defensive rebound by J. Tatum, ,11-9, , ,
8:42.0,D. White misses 3-pt jump shot from 26 ft, ,11-9, , ,
8:39.0,Offensive rebound by A. Horford, ,11-9, , ,
8:38.0,A. Horford misses 3-pt jump shot from 26 ft, ,11-9, , ,
8:34.0, , ,11-9, ,Defensive rebound by R. O'Neale,
8:21.0, , ,11-11,+2,J. Nurkić makes 2-pt hook shot from 3 ft,Tie
8:05.0,J. Tatum misses 3-pt jump shot from 25 ft, ,11-11, , ,
8:02.0, , ,11-11, ,Defensive rebound by J. Nurkić,
7:55.0, , ,11-11, ,B. Beal misses 3-pt jump shot from 26 ft,
7:52.0, , ,11-11, ,Offensive rebound by K. Durant,
7:49.0, , ,11-11, ,Turnover by K. Durant (bad pass; steal by A. Horford),
7:42.0,D. White makes 2-pt layup from 1 ft (assist by J. Holiday),+2,13-11, , ,
7:17.0, , ,13-14,+3,B. Beal makes 3-pt jump shot from 23 ft (assist by K. Durant),Lead change
7:02.0,J. Brown misses 2-pt layup from 2 ft, ,13-14, , ,
7:00.0, , ,13-14, ,Defensive rebound by J. Nurkić,
6:56.0, , ,13-14, ,Shooting foul by J. Holiday (drawn by B. Beal),
6:56.0, , ,13-14, ,Phoenix full timeout,
6:56.0,S. Hauser enters the game for J. Holiday, ,13-14, , ,
6:56.0,L. Kornet enters the game for J. Tatum, ,13-14, , ,
6:56.0, , ,13-15,+1,B. Beal makes free throw 1 of 2,
6:56.0, , ,13-16,+1,B. Beal makes free throw 2 of 2,
6:40.0,Turnover by D. White (bad pass; steal by R. O'Neale), ,13-16, , ,
6:32.0, , ,13-16, ,B. Beal misses 2-pt layup from 3 ft,
6:31.0,Defensive rebound by A. Horford, ,13-16, , ,
6:27.0,J. Brown misses 2-pt jump shot from 8 ft, ,13-16, , ,
6:23.0, , ,13-16, ,Defensive rebound by J. Nurkić,
6:12.0, , ,13-16, ,K. Durant misses 2-pt jump shot from 10 ft,
6:10.0, , ,13-16, ,Offensive rebound by J. Nurkić,
6:08.0, , ,13-16, ,G. Allen misses 3-pt jump shot from 28 ft,
6:06.0,Defensive rebound by A. Horford, ,13-16, , ,
5:57.0,J. Brown misses 2-pt jump shot from 3 ft, ,13-16, , ,
5:54.0,Offensive rebound by J. Brown, ,13-16, , ,
5:54.0,Shooting foul by G. Allen (drawn by J. Brown), ,13-16, , ,
5:54.0,J. Brown misses free throw 1 of 2, ,13-16, , ,
5:54.0,Offensive rebound by Team, ,13-16, , ,
5:54.0, , ,13-16, ,E. Gordon enters the game for G. Allen,
5:54.0,J. Brown makes free throw 2 of 2,+1,14-16, , ,
